,SC,DKS,DISH,ORI,SLG,UHS,JEF,UGI,UTHR,FAF,KIM,SEB,FNF,QRTEA,NXST,VST,CACI,BWA,EVRG,IVZ,PNW,PHM,ARW,INGR,TPR,MHK,TOL,MTG,NWSA,CACC,ATO,KNX,MRO,MDU,UNM,BKH,BG,POR,VER,XRX,MOS,AMKR,ESGR,AFG,RDN,ESNT,LKQ,STLD,KMPR,SLM,EQT,OMF,MTZ,SIGI,FL,WPC,EVR,KBH,CLR,CUZ,JLL,BERY,AL,LNT,BPOP,PINC,THG,AYI,LPX,SF,SNX,WLK,WHR,FHN,SWI,HII,GL,IDA,RS,SLGN,UHAL,OGS,TKR,VLY,ZION,PB,PAG,BOKF,EQH,CBOE,CSL,NYCB,AIZ,CF,CLH,HSIC,JBL,NRG,THO,VNT,JNPR,HIW,AN,CIEN,KRC,LAZ,DOC,SAIC,BC,CW,HR,SEIC,REYN,PWR,CNA,MSM,ACI,RE,OZK,MMS,SNA,ALSN,GPK,ASGN,HE,WU,UBSI,SNV,PPC,COG,RBC,RGA,CASY,ESI,LOPE,NEU,TXT,CC,SRC,WCC,PRGO,AAP,JAZZ,LEG,ACC,BRX,AMG,ACHC,G,NNN,SCI,STOR,SON,STWD,HRC,CCK,NI,BXMT,CR,CFR,FLO,LNC,OHI,OSK,PRI,WWD,PSN,WRK,PNFP,LPLA,CMA,FCN,EWBC,FCNCA,GNTX,LEA,AGCO,CDK,HUN,KSS,CRI,REG,IPG,RHI,ALLE,NDSN,LECO,DCI,RXN,TAP,EME,FLS,NVST,LW,DEI,CFX,AXTA,NLY,Y,AOS,BLDR,AGNC,OC,CNP,VOYA,OGE,POST,DXC,ASH,NWL,WRB,TRGP,NFG,M,SSB,CHRW,Axis Capital Holdings Limited,WBS,HFC,ROLL,PII,PSB,PVH,WEA.,VMI,AXS,WAL,EHC,COLM,HTA,AWI,HUBB,LSTR,NABL WI,LFUS,US Dollar,IFF,018000.KQ,n/a,688101.SS,IAC,UFPI,FYBR,DISCA,PFSI,LGIH,X,L,GT,GPS,LUMN,LAD,HRB,LITE,SJM,OGN,NRZ,RNR,UMBF,UMPQ,PACW,GTES,ADS,CPB,HOG,MPW,REZI,BWXT,FBHS,SSD,AVNT,PKG,OLLI,HELE,ENS,SMG,SKX,ADT,AMED,ERIE,MAN,WSO,ATR,BLD,CTRA,RRX,RPM,BJ,HHC,HAS,BAH,IPGP,FMC,CHE,NRA.,RL,MPLN,CHX,ALK,CBSH,LANC,EXEL,SUM
12/20/2021,0.0,0.0,0.52,0.76,0.57,0.62,0.75,0.72,0.0,0.82,0.16,0.7,0.81,0.61,0.0,0.0,0.58,0.73,0.0,0.0,0.52,0.81,0.64,0.16,0.0,0.69,0.87,0.69,0.0,0.48,0.6,0.82,0.66,0.55,0.53,0.61,0.77,0.62,0.0,0.7,0.7,0.0,0.71,0.64,0.67,0.7,0.0,0.75,0.36,0.0,0.0,0.68,0.47,0.59,0.72,0.0,0.0,0.0,0.41,0.3,0.41,0.5,0.74,0.0,0.59,0.28,0.57,0.34,0.0,0.46,0.0,0.73,0.79,0.57,0.0,0.54,0.57,0.3,0.78,0.48,0.0,0.0,0.59,0.45,0.6,0.44,0.59,0.68,0.0,0.0,0.0,0.41,0.28,0.3,0.0,0.27,0.44,0.52,0.64,0.27,0.17,0.0,0.6,0.52,0.71,0.27,0.0,0.29,0.0,0.29,0.0,0.44,0.48,0.0,0.59,0.29,0.33,0.76,0.46,0.4,0.58,0.44,0.3,0.16,0.42,0.36,0.43,0.45,0.0,0.0,0.0,0.5,0.3,0.0,0.47,0.0,0.0,0.0,0.28,0.31,0.0,0.16,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.3,0.16,0.0,0.0,0.0,0.0,0.16,0.3,0.43,0.44,0.16,0.32,0.41,0.27,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.31,0.0,0.0,0.46,0.64,0.53,0.0,0.78,0.76,0.45,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.41,0.0,0.0,0.0,0.0,0.7,0.76,0.39,1.01,0.0,0.75,0.0,0.75,0.62,0.0,0.52,0.5,0.42,0.31,0.0,0.33,0.71,0.45,0.32,0.0,0.29,0.58,0.0,0.55,0.0,0.46,0.0,0.0,0.48,0.0,0.22,0.3,0.17,0.0,0.16,0.32,0.0,0.16,0.0,0.0,0.0,0.41,0.0,0.73,0.91,0.89,0.65,0.79,0.76,0.75,0.59,0.69,0.42,0.56,0.53,0.55,0.61,0.62,0.52,0.57,0.5,0.46,0.41,0.43,0.44,0.34,0.42,0.44,0.46,0.47,0.26,0.33,0.32,0.35,0.28,0.3,0.31,0.29,0.28,0.31,0.3,0.27,0.0,0.0,0.16,0.0,0.19,0.27,0.31,0.17,0.17,0.0,0.16,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.38
12/21/2021,0.0,0.0,0.55,0.75,0.58,0.67,0.73,0.76,0.0,0.81,0.16,0.69,0.8,0.62,0.0,0.0,0.57,0.73,0.0,0.0,0.54,0.83,0.64,0.15,0.0,0.69,0.89,0.67,0.0,0.49,0.65,0.83,0.64,0.57,0.55,0.62,0.78,0.64,0.0,0.73,0.74,0.0,0.73,0.64,0.64,0.72,0.0,0.77,0.35,0.0,0.0,0.65,0.43,0.62,0.66,0.0,0.0,0.0,0.4,0.3,0.44,0.49,0.76,0.0,0.57,0.29,0.57,0.34,0.0,0.43,0.0,0.73,0.82,0.56,0.0,0.55,0.58,0.31,0.81,0.48,0.0,0.0,0.59,0.43,0.57,0.43,0.58,0.66,0.0,0.0,0.0,0.39,0.28,0.33,0.0,0.28,0.49,0.57,0.58,0.26,0.18,0.0,0.54,0.62,0.72,0.27,0.0,0.28,0.0,0.3,0.0,0.44,0.48,0.0,0.6,0.3,0.29,0.77,0.45,0.4,0.58,0.42,0.3,0.0,0.43,0.37,0.42,0.45,0.0,0.0,0.0,0.52,0.3,0.0,0.55,0.0,0.0,0.16,0.29,0.3,0.0,0.16,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.31,0.16,0.15,0.0,0.0,0.0,0.0,0.32,0.44,0.44,0.0,0.33,0.41,0.27,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.31,0.0,0.0,0.44,0.64,0.53,0.0,0.79,0.73,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.42,0.0,0.0,0.0,0.16,0.68,0.76,0.38,1.07,0.0,0.73,0.0,0.74,0.65,0.0,0.53,0.5,0.43,0.32,0.0,0.34,0.63,0.45,0.34,0.0,0.28,0.56,0.0,0.5,0.0,0.41,0.0,0.0,0.48,0.0,0.24,0.28,0.16,0.0,0.16,0.31,0.0,0.16,0.0,0.0,0.0,0.25,0.0,0.69,0.88,0.76,0.66,0.8,0.76,0.76,0.61,0.63,0.43,0.59,0.52,0.54,0.72,0.66,0.53,0.56,0.52,0.45,0.39,0.41,0.41,0.34,0.45,0.43,0.48,0.44,0.25,0.32,0.36,0.33,0.27,0.23,0.31,0.29,0.31,0.29,0.29,0.3,0.0,0.0,0.17,0.0,0.18,0.27,0.31,0.18,0.17,0.15,0.16,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.3
12/22/2021,0.0,0.0,0.55,0.75,0.58,0.67,0.73,0.76,0.0,0.81,0.16,0.69,0.8,0.62,0.0,0.0,0.57,0.73,0.0,0.0,0.54,0.83,0.64,0.15,0.0,0.69,0.9,0.67,0.0,0.49,0.65,0.83,0.64,0.57,0.55,0.63,0.78,0.64,0.0,0.73,0.74,0.0,0.73,0.64,0.64,0.72,0.0,0.77,0.35,0.0,0.0,0.65,0.43,0.62,0.66,0.0,0.0,0.0,0.4,0.3,0.44,0.49,0.76,0.0,0.57,0.3,0.57,0.34,0.0,0.43,0.0,0.73,0.82,0.56,0.0,0.55,0.58,0.31,0.81,0.48,0.0,0.0,0.59,0.43,0.57,0.43,0.58,0.66,0.0,0.0,0.0,0.39,0.28,0.34,0.0,0.28,0.49,0.57,0.58,0.26,0.18,0.0,0.54,0.63,0.72,0.27,0.0,0.28,0.0,0.3,0.0,0.44,0.48,0.0,0.6,0.3,0.29,0.77,0.45,0.4,0.58,0.42,0.3,0.0,0.43,0.37,0.42,0.45,0.0,0.0,0.0,0.52,0.3,0.0,0.55,0.0,0.0,0.16,0.29,0.3,0.0,0.16,0.0,0.37,0.0,0.0,0.0,0.0,0.15,0.31,0.16,0.0,0.0,0.0,0.0,0.15,0.32,0.44,0.44,0.0,0.33,0.41,0.27,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.31,0.0,0.0,0.44,0.64,0.53,0.0,0.79,0.73,0.47,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.42,0.0,0.0,0.0,0.16,0.68,0.76,0.38,1.07,0.0,0.73,0.0,0.74,0.65,0.0,0.53,0.5,0.43,0.32,0.0,0.34,0.63,0.45,0.34,0.0,0.28,0.56,0.0,0.5,0.0,0.41,0.0,0.0,0.49,0.0,0.24,0.29,0.16,0.0,0.16,0.31,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.7,0.88,0.76,0.66,0.8,0.77,0.76,0.61,0.63,0.43,0.59,0.52,0.54,0.72,0.66,0.53,0.56,0.52,0.45,0.39,0.41,0.41,0.34,0.45,0.43,0.48,0.44,0.25,0.33,0.36,0.33,0.27,0.23,0.31,0.29,0.31,0.29,0.29,0.3,0.0,0.0,0.17,0.0,0.18,0.27,0.31,0.18,0.17,0.0,0.16,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.31
12/23/2021,0.0,0.0,0.55,0.75,0.58,0.67,0.73,0.76,0.0,0.81,0.16,0.69,0.8,0.62,0.0,0.0,0.57,0.73,0.0,0.0,0.54,0.83,0.64,0.15,0.0,0.69,0.9,0.67,0.0,0.49,0.65,0.83,0.64,0.57,0.55,0.63,0.78,0.64,0.0,0.73,0.74,0.0,0.73,0.64,0.64,0.72,0.0,0.77,0.35,0.0,0.0,0.65,0.43,0.62,0.66,0.0,0.0,0.0,0.4,0.3,0.44,0.49,0.76,0.0,0.57,0.3,0.57,0.34,0.0,0.43,0.0,0.73,0.82,0.56,0.0,0.55,0.58,0.31,0.81,0.48,0.0,0.0,0.59,0.43,0.57,0.43,0.58,0.66,0.0,0.0,0.0,0.39,0.28,0.34,0.0,0.28,0.49,0.57,0.58,0.26,0.18,0.0,0.54,0.63,0.72,0.27,0.0,0.28,0.0,0.3,0.0,0.44,0.48,0.0,0.6,0.3,0.29,0.77,0.45,0.4,0.58,0.42,0.3,0.0,0.43,0.37,0.42,0.45,0.0,0.0,0.0,0.52,0.3,0.0,0.55,0.0,0.0,0.16,0.29,0.3,0.0,0.16,0.0,0.37,0.0,0.0,0.0,0.0,0.15,0.31,0.16,0.0,0.0,0.0,0.0,0.15,0.32,0.44,0.44,0.0,0.33,0.41,0.27,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.31,0.0,0.0,0.44,0.64,0.53,0.0,0.79,0.73,0.47,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.42,0.0,0.0,0.0,0.16,0.68,0.76,0.38,1.07,0.0,0.73,0.0,0.74,0.65,0.0,0.53,0.5,0.43,0.32,0.0,0.34,0.63,0.45,0.34,0.0,0.28,0.56,0.0,0.5,0.0,0.41,0.0,0.0,0.49,0.0,0.24,0.29,0.16,0.0,0.16,0.31,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.7,0.88,0.76,0.66,0.8,0.77,0.76,0.61,0.63,0.43,0.59,0.52,0.54,0.72,0.66,0.53,0.56,0.52,0.45,0.39,0.41,0.41,0.34,0.45,0.43,0.48,0.44,0.25,0.33,0.36,0.33,0.27,0.23,0.31,0.29,0.31,0.29,0.29,0.3,0.0,0.0,0.17,0.0,0.18,0.27,0.31,0.18,0.17,0.0,0.16,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.31
12/24/2021,0.0,0.0,0.53,0.74,0.58,0.67,0.73,0.77,0.0,0.81,0.16,0.67,0.8,0.57,0.0,0.0,0.57,0.72,0.0,0.0,0.54,0.83,0.65,0.15,0.0,0.68,0.89,0.66,0.0,0.49,0.65,0.82,0.66,0.57,0.55,0.63,0.78,0.64,0.0,0.76,0.75,0.0,0.74,0.64,0.64,0.71,0.0,0.75,0.35,0.0,0.0,0.65,0.45,0.62,0.66,0.0,0.0,0.0,0.43,0.3,0.44,0.5,0.79,0.0,0.59,0.3,0.56,0.35,0.0,0.43,0.0,0.71,0.78,0.56,0.0,0.55,0.59,0.31,0.79,0.47,0.0,0.0,0.6,0.44,0.57,0.43,0.58,0.66,0.0,0.0,0.0,0.4,0.28,0.35,0.0,0.28,0.5,0.59,0.56,0.25,0.18,0.0,0.52,0.63,0.71,0.27,0.0,0.28,0.0,0.31,0.0,0.44,0.48,0.0,0.59,0.3,0.28,0.76,0.45,0.4,0.58,0.42,0.29,0.0,0.43,0.38,0.42,0.46,0.0,0.0,0.0,0.53,0.29,0.0,0.55,0.0,0.0,0.16,0.29,0.31,0.0,0.16,0.0,0.37,0.0,0.0,0.0,0.0,0.16,0.3,0.16,0.0,0.0,0.0,0.0,0.0,0.32,0.44,0.45,0.0,0.33,0.41,0.27,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.32,0.0,0.0,0.44,0.63,0.54,0.0,0.78,0.75,0.45,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.43,0.0,0.0,0.0,0.15,0.69,0.74,0.38,1.1,0.0,0.74,0.0,0.74,0.65,0.0,0.54,0.5,0.42,0.31,0.0,0.34,0.63,0.45,0.34,0.0,0.29,0.56,0.0,0.5,0.0,0.41,0.0,0.0,0.48,0.0,0.24,0.28,0.16,0.0,0.16,0.31,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.72,0.91,0.75,0.67,0.81,0.77,0.74,0.61,0.66,0.44,0.59,0.52,0.54,0.72,0.63,0.52,0.57,0.52,0.46,0.4,0.42,0.41,0.34,0.44,0.42,0.49,0.45,0.25,0.32,0.36,0.33,0.27,0.22,0.31,0.29,0.3,0.28,0.29,0.31,0.15,0.0,0.17,0.0,0.18,0.27,0.31,0.18,0.17,0.0,0.16,0.0,0.0,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.37
12/27/2021,0.0,0.0,0.54,0.74,0.59,0.66,0.74,0.76,0.0,0.81,0.16,0.68,0.79,0.61,0.0,0.0,0.58,0.71,0.0,0.0,0.54,0.84,0.66,0.15,0.0,0.68,0.9,0.67,0.0,0.49,0.66,0.82,0.66,0.56,0.55,0.62,0.78,0.62,0.0,0.79,0.78,0.0,0.75,0.63,0.64,0.72,0.0,0.75,0.36,0.0,0.0,0.64,0.45,0.6,0.65,0.0,0.0,0.0,0.41,0.3,0.45,0.49,0.79,0.0,0.59,0.29,0.56,0.34,0.0,0.43,0.0,0.73,0.79,0.56,0.0,0.53,0.59,0.3,0.79,0.46,0.0,0.0,0.58,0.43,0.57,0.43,0.58,0.66,0.0,0.0,0.0,0.4,0.27,0.37,0.0,0.28,0.51,0.0,0.58,0.26,0.18,0.0,0.52,0.63,0.71,0.27,0.0,0.27,0.0,0.31,0.0,0.44,0.47,0.0,0.59,0.3,0.27,0.75,0.45,0.4,0.57,0.42,0.28,0.0,0.42,0.37,0.42,0.45,0.0,0.0,0.0,0.56,0.29,0.0,0.55,0.0,0.0,0.15,0.29,0.31,0.0,0.16,0.0,0.37,0.0,0.0,0.0,0.0,0.16,0.3,0.16,0.15,0.0,0.0,0.0,0.0,0.31,0.44,0.45,0.0,0.32,0.42,0.27,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.32,0.0,0.0,0.44,0.65,0.53,0.0,0.79,0.75,0.43,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.46,0.0,0.0,0.0,0.0,0.69,0.74,0.38,1.12,0.0,0.74,0.0,0.78,0.64,0.0,0.55,0.5,0.41,0.31,0.0,0.34,0.63,0.45,0.33,0.0,0.29,0.55,0.0,0.5,0.0,0.41,0.0,0.0,0.48,0.0,0.24,0.28,0.16,0.0,0.16,0.31,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.72,0.91,0.75,0.68,0.81,0.76,0.75,0.6,0.67,0.43,0.59,0.52,0.53,0.71,0.63,0.52,0.57,0.51,0.46,0.4,0.41,0.4,0.34,0.43,0.42,0.48,0.45,0.25,0.33,0.35,0.33,0.27,0.23,0.31,0.29,0.31,0.28,0.3,0.31,0.0,0.0,0.16,0.0,0.19,0.26,0.31,0.18,0.17,0.16,0.16,0.0,0.0,0.17,0.16,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.36
12/28/2021,0.0,0.0,0.54,0.74,0.59,0.66,0.74,0.76,0.0,0.81,0.16,0.68,0.79,0.61,0.0,0.0,0.58,0.71,0.0,0.0,0.54,0.84,0.66,0.0,0.0,0.68,0.9,0.67,0.0,0.49,0.66,0.82,0.66,0.56,0.55,0.62,0.78,0.62,0.0,0.79,0.78,0.0,0.75,0.63,0.64,0.72,0.0,0.75,0.36,0.0,0.0,0.64,0.45,0.6,0.65,0.0,0.0,0.0,0.41,0.3,0.45,0.49,0.79,0.0,0.59,0.29,0.56,0.34,0.0,0.43,0.0,0.73,0.79,0.56,0.0,0.53,0.59,0.3,0.79,0.46,0.0,0.0,0.58,0.43,0.57,0.43,0.58,0.66,0.0,0.0,0.0,0.4,0.27,0.37,0.0,0.28,0.51,0.59,0.58,0.26,0.18,0.0,0.52,0.63,0.71,0.27,0.0,0.27,0.0,0.31,0.0,0.44,0.47,0.0,0.59,0.3,0.27,0.75,0.45,0.4,0.57,0.42,0.28,0.15,0.42,0.37,0.42,0.45,0.0,0.0,0.0,0.56,0.29,0.0,0.55,0.0,0.0,0.15,0.29,0.31,0.0,0.16,0.0,0.37,0.0,0.0,0.0,0.0,0.16,0.3,0.16,0.0,0.0,0.0,0.0,0.0,0.31,0.44,0.45,0.0,0.32,0.42,0.27,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.32,0.0,0.0,0.44,0.65,0.53,0.0,0.79,0.75,0.43,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.46,0.0,0.0,0.0,0.15,0.69,0.74,0.38,1.12,0.0,0.74,0.0,0.78,0.64,0.0,0.55,0.5,0.41,0.31,0.0,0.34,0.63,0.45,0.33,0.0,0.29,0.55,0.0,0.5,0.0,0.41,0.0,0.0,0.48,0.0,0.24,0.28,0.16,0.0,0.16,0.31,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.72,0.91,0.75,0.68,0.81,0.76,0.75,0.6,0.67,0.43,0.59,0.52,0.53,0.71,0.63,0.52,0.57,0.51,0.46,0.4,0.41,0.4,0.34,0.43,0.42,0.48,0.45,0.25,0.33,0.35,0.33,0.27,0.23,0.31,0.29,0.31,0.28,0.3,0.31,0.0,0.0,0.16,0.0,0.19,0.26,0.31,0.18,0.17,0.16,0.16,0.0,0.0,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.36
12/29/2021,0.0,0.0,0.54,0.74,0.59,0.66,0.74,0.76,0.0,0.81,0.16,0.68,0.79,0.61,0.0,0.0,0.58,0.71,0.0,0.0,0.54,0.84,0.66,0.0,0.0,0.68,0.9,0.67,0.0,0.49,0.66,0.82,0.66,0.56,0.55,0.62,0.78,0.62,0.0,0.79,0.78,0.0,0.75,0.63,0.64,0.72,0.0,0.75,0.36,0.0,0.0,0.64,0.45,0.6,0.65,0.0,0.0,0.0,0.41,0.3,0.45,0.49,0.79,0.0,0.59,0.29,0.56,0.34,0.0,0.43,0.0,0.73,0.79,0.56,0.0,0.53,0.59,0.3,0.79,0.46,0.0,0.0,0.58,0.43,0.57,0.43,0.58,0.66,0.0,0.0,0.0,0.4,0.27,0.37,0.0,0.28,0.51,0.59,0.58,0.26,0.18,0.0,0.52,0.63,0.71,0.27,0.0,0.27,0.0,0.31,0.0,0.44,0.47,0.0,0.59,0.3,0.27,0.75,0.45,0.4,0.57,0.42,0.28,0.15,0.42,0.37,0.42,0.45,0.0,0.0,0.0,0.56,0.29,0.0,0.55,0.0,0.0,0.15,0.29,0.31,0.0,0.16,0.0,0.37,0.0,0.0,0.0,0.0,0.16,0.3,0.16,0.0,0.0,0.0,0.0,0.0,0.31,0.44,0.45,0.0,0.32,0.42,0.27,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.32,0.0,0.0,0.44,0.65,0.53,0.0,0.79,0.75,0.43,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.46,0.0,0.0,0.0,0.15,0.69,0.74,0.38,1.12,0.0,0.74,0.0,0.78,0.64,0.0,0.55,0.5,0.41,0.31,0.0,0.34,0.63,0.45,0.33,0.0,0.29,0.55,0.0,0.5,0.0,0.41,0.0,0.0,0.48,0.0,0.24,0.28,0.16,0.0,0.16,0.31,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.72,0.91,0.75,0.68,0.81,0.76,0.75,0.6,0.67,0.43,0.59,0.52,0.53,0.71,0.63,0.52,0.57,0.51,0.46,0.4,0.41,0.4,0.34,0.43,0.42,0.48,0.45,0.25,0.33,0.35,0.33,0.27,0.23,0.31,0.29,0.31,0.28,0.3,0.31,0.0,0.0,0.16,0.0,0.19,0.26,0.31,0.18,0.17,0.16,0.16,0.0,0.0,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.36
12/30/2021,0.0,0.0,0.53,0.74,0.59,0.65,0.73,0.75,0.0,0.81,0.16,0.66,0.79,0.61,0.0,0.0,0.57,0.72,0.0,0.0,0.53,0.84,0.67,0.0,0.0,0.69,0.9,0.67,0.0,0.48,0.66,0.83,0.68,0.56,0.55,0.61,0.78,0.61,0.0,0.78,0.78,0.0,0.74,0.63,0.64,0.71,0.0,0.75,0.35,0.0,0.0,0.63,0.45,0.6,0.64,0.0,0.0,0.0,0.42,0.3,0.45,0.49,0.79,0.0,0.58,0.29,0.56,0.35,0.0,0.44,0.0,0.73,0.79,0.55,0.0,0.53,0.58,0.3,0.79,0.46,0.0,0.0,0.58,0.43,0.57,0.42,0.58,0.65,0.0,0.0,0.0,0.4,0.27,0.37,0.0,0.28,0.51,0.58,0.57,0.25,0.18,0.0,0.52,0.63,0.71,0.27,0.0,0.27,0.0,0.3,0.0,0.44,0.47,0.0,0.59,0.29,0.26,0.75,0.45,0.4,0.57,0.41,0.28,0.0,0.42,0.37,0.42,0.45,0.0,0.0,0.0,0.55,0.29,0.0,0.54,0.0,0.0,0.16,0.29,0.31,0.0,0.16,0.0,0.37,0.0,0.0,0.0,0.0,0.16,0.31,0.16,0.0,0.0,0.0,0.0,0.0,0.31,0.44,0.45,0.0,0.32,0.42,0.27,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.32,0.0,0.0,0.44,0.66,0.53,0.0,0.79,0.75,0.43,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.47,0.0,0.0,0.0,0.15,0.68,0.74,0.39,1.14,0.0,0.73,0.0,0.76,0.63,0.0,0.54,0.49,0.41,0.31,0.0,0.34,0.64,0.45,0.33,0.0,0.29,0.55,0.0,0.5,0.0,0.42,0.0,0.0,0.48,0.0,0.24,0.28,0.16,0.0,0.16,0.31,0.0,0.16,0.0,0.0,0.0,0.47,0.0,0.71,0.92,0.73,0.67,0.8,0.74,0.75,0.6,0.67,0.43,0.58,0.52,0.53,0.71,0.62,0.51,0.56,0.51,0.46,0.4,0.41,0.41,0.33,0.42,0.42,0.48,0.45,0.25,0.33,0.36,0.34,0.27,0.23,0.31,0.29,0.31,0.28,0.3,0.3,0.0,0.0,0.16,0.0,0.19,0.26,0.31,0.18,0.16,0.16,0.16,0.0,0.0,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.37
12/31/2021,0.0,0.0,0.52,0.74,0.59,0.66,0.73,0.74,0.0,0.8,0.16,0.67,0.79,0.6,0.0,0.0,0.57,0.72,0.0,0.0,0.54,0.85,0.67,0.0,0.0,0.69,0.9,0.66,0.0,0.48,0.65,0.83,0.67,0.57,0.55,0.62,0.78,0.62,0.0,0.79,0.77,0.0,0.73,0.63,0.63,0.71,0.0,0.74,0.35,0.0,0.0,0.63,0.44,0.6,0.65,0.0,0.0,0.0,0.41,0.3,0.45,0.5,0.78,0.0,0.58,0.3,0.57,0.34,0.0,0.44,0.0,0.74,0.79,0.56,0.0,0.54,0.59,0.3,0.79,0.46,0.0,0.0,0.59,0.43,0.57,0.42,0.58,0.65,0.0,0.0,0.0,0.4,0.27,0.37,0.0,0.28,0.5,0.58,0.58,0.25,0.18,0.0,0.51,0.63,0.7,0.27,0.0,0.27,0.0,0.31,0.0,0.44,0.47,0.0,0.59,0.29,0.27,0.76,0.45,0.4,0.58,0.42,0.28,0.0,0.42,0.37,0.42,0.45,0.0,0.0,0.0,0.55,0.29,0.0,0.54,0.0,0.0,0.16,0.29,0.31,0.0,0.16,0.0,0.37,0.0,0.0,0.0,0.0,0.16,0.3,0.16,0.0,0.0,0.0,0.0,0.0,0.31,0.43,0.45,0.0,0.32,0.42,0.27,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.32,0.0,0.0,0.44,0.65,0.53,0.0,0.79,0.73,0.43,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.46,0.0,0.0,0.0,0.16,0.68,0.74,0.39,1.13,0.0,0.73,0.0,0.75,0.64,0.0,0.54,0.49,0.41,0.31,0.0,0.34,0.64,0.46,0.34,0.0,0.29,0.55,0.0,0.5,0.0,0.42,0.0,0.0,0.49,0.0,0.25,0.27,0.16,0.0,0.16,0.31,0.0,0.16,0.0,0.0,0.0,0.47,0.0,0.69,0.93,0.76,0.67,0.79,0.74,0.74,0.6,0.67,0.43,0.57,0.51,0.52,0.71,0.63,0.51,0.56,0.51,0.46,0.4,0.41,0.4,0.33,0.43,0.42,0.48,0.44,0.25,0.33,0.36,0.34,0.27,0.23,0.3,0.29,0.3,0.29,0.29,0.31,0.0,0.0,0.16,0.0,0.19,0.26,0.31,0.18,0.17,0.16,0.15,0.0,0.0,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.35
