,TFDXX,HOLD,Fidelity® Inv MM Fds Government III,NYT,INSG,AKTS,GNOG,REGI,SAVE,SABR,ALX,PING,FTOC,RNG,NFE,LTC,NMR,UEIC,EVER,ZG,DOYU,MSGE,BEPC,TREE,HBC2.,MNST,SDGR,FFIV,DNOW,WBK,HAS,FCFS,ETSY,MRCY,LFC,SAIL,ROAD,GO,CSN.MX,CWEN,PTC,PVH,OLED,VZ,FSLY,BBY,MKC,FIVE,MKTX,BEKE,WH,PCG,EHTH,APPF,GRUB,Cash,FCGXX,AI,BE,MFG,GNW,TPIC,ADNT,HAL,AL,CTXS,TDS,QSR,SPOT,BFAM,ELAN,RDFN,NOV,NLSN,ARMK,SNA,PLAN,DY,DAN,AXL,CCMP,T,APPN,POLY,AYX,ZTO,TTWO,LMND,LZB,COUP,LOGN.SW,n/a,VRTX,CVNA,RIOT,GDS,FUN,POSH,BYND,TDOC,DXC,RXT,WU,HNST,LYFT,RIO,FRPT,TER,CHRW,COUR,ABEV,ALRM,AEO,COTY,HCSG,JMIA,YEXT,WHR,BBD,PRPL,NWL,MMS,KN,FMC,MKSI,INTC,MBUU,PUBM,AVT,CRI,HPQ,PAYA,CPB,TWM,SRG,ENR,NATI,BSAC,STRA,AMKR,FVRR,SNBR,MGNI,DRQ,USM,SVC,WGO,KAR,TMX,TPR,CX,VIV,NTCT,GDDY,MMM,PHM,EMN,BKI,DBK.DE,BFLY,ZM,VFC,SFT,OLLI,SUMO,TPX,FOUR,JACK,WIX,SFIX,C,COF,JKHY,EEFT,GH,XRX,GLBE,BRFS,SAJA.,PINS,CRSR,INTA,COLD,SUZ,KTOS,ERIC,PEGA,RKT,MRNA,RAD,STEM,MUFG,BVXB.,EGHT,NTGR,NCR,TTEC,CZR,BWA,JBGS,BABA,SMFG,LEG,GSHD,TWO,GWRE,THO,MLCO,LVS,CAT,PCOR,DDOG,SANM,OMF,HBI,ORLY,YOU,SBGI,SAN,QTRX,IWM,SUM
10/28/2021,172.94,27.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.49,0.0,-2.66,0.0,0.0,0.0,0.0,-2.27,0.0,-3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.35,0.0,0.0,20.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.66,-2.85,0.0,0.0,0.0,-2.54,0.0,0.0,0.0,-2.68,0.0,-2.83,0.0,0.0,0.0,-3.97,-2.02,-2.26,0.0,0.0,0.0,0.0,-3.36,0.0,-1.27,-45.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.64,0.0,0.0,0.0,-2.18,-0.35,0.0,0.0,0.0,-2.13,-3.63,0.0,0.0,0.0,0.0,0.0,-2.63,-1.43,-1.4,-2.17,0.0,-1.61,-2.19,0.0,-1.09,-1.15,-6.4,-1.29,-1.31,-1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/29/2021,172.94,27.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.49,0.0,-2.66,0.0,0.0,0.0,0.0,-2.27,0.0,-3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.35,0.0,0.0,20.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.66,-2.85,0.0,0.0,0.0,-2.54,0.0,0.0,0.0,-2.68,0.0,-2.83,0.0,0.0,0.0,-3.97,-2.02,-2.26,0.0,0.0,0.0,0.0,-3.36,0.0,-1.27,-45.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.64,0.0,0.0,0.0,-2.18,-0.35,0.0,0.0,0.0,-2.13,-3.63,0.0,0.0,0.0,0.0,0.0,-2.63,-1.43,-1.4,-2.17,0.0,-1.61,-2.19,0.0,-1.09,-1.15,-6.4,-1.29,-1.31,-1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/01/2021,172.94,27.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.49,0.0,-2.66,0.0,0.0,0.0,0.0,-2.27,0.0,-3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.35,0.0,0.0,20.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.66,-2.85,0.0,0.0,0.0,-2.54,0.0,0.0,0.0,-2.68,0.0,-2.83,0.0,0.0,0.0,-3.97,-2.02,-2.26,0.0,0.0,0.0,0.0,-3.36,0.0,-1.27,-45.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.64,0.0,0.0,0.0,-2.18,-0.35,0.0,0.0,0.0,-2.13,-3.63,0.0,0.0,0.0,0.0,0.0,-2.63,-1.43,-1.4,-2.17,0.0,-1.61,-2.19,0.0,-1.09,-1.15,-6.4,-1.29,-1.31,-1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/02/2021,172.94,27.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.49,0.0,-2.66,0.0,0.0,0.0,0.0,-2.27,0.0,-3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.35,0.0,0.0,20.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.66,-2.85,0.0,0.0,0.0,-2.54,0.0,0.0,0.0,-2.68,0.0,-2.83,0.0,0.0,0.0,-3.97,-2.02,-2.26,0.0,0.0,0.0,0.0,-3.36,0.0,-1.27,-45.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.64,0.0,0.0,0.0,-2.18,-0.35,0.0,0.0,0.0,-2.13,-3.63,0.0,0.0,0.0,0.0,0.0,-2.63,-1.43,-1.4,-2.17,0.0,-1.61,-2.19,0.0,-1.09,-1.15,-6.4,-1.29,-1.31,-1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/03/2021,172.94,27.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.49,0.0,-2.66,0.0,0.0,0.0,0.0,-2.27,0.0,-3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.35,0.0,0.0,20.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.66,-2.85,0.0,0.0,0.0,-2.54,0.0,0.0,0.0,-2.68,0.0,-2.83,0.0,0.0,0.0,-3.97,-2.02,-2.26,0.0,0.0,0.0,0.0,-3.36,0.0,-1.27,-45.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.64,0.0,0.0,0.0,-2.18,-0.35,0.0,0.0,0.0,-2.13,-3.63,0.0,0.0,0.0,0.0,0.0,-2.63,-1.43,-1.4,-2.17,0.0,-1.61,-2.19,0.0,-1.09,-1.15,-6.4,-1.29,-1.31,-1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/04/2021,172.94,27.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.49,0.0,-2.66,0.0,0.0,0.0,0.0,-2.27,0.0,-3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.35,0.0,0.0,20.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.66,-2.85,0.0,0.0,0.0,-2.54,0.0,0.0,0.0,-2.68,0.0,-2.83,0.0,0.0,0.0,-3.97,-2.02,-2.26,0.0,0.0,0.0,0.0,-3.36,0.0,-1.27,-45.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.64,0.0,0.0,0.0,-2.18,-0.35,0.0,0.0,0.0,-2.13,-3.63,0.0,0.0,0.0,0.0,0.0,-2.63,-1.43,-1.4,-2.17,0.0,-1.61,-2.19,0.0,-1.09,-1.15,-6.4,-1.29,-1.31,-1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/05/2021,172.94,27.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.49,0.0,-2.66,0.0,0.0,0.0,0.0,-2.27,0.0,-3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.35,0.0,0.0,20.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.66,-2.85,0.0,0.0,0.0,-2.54,0.0,0.0,0.0,-2.68,0.0,-2.83,0.0,0.0,0.0,-3.97,-2.02,-2.26,0.0,0.0,0.0,0.0,-3.36,0.0,-1.27,-45.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.64,0.0,0.0,0.0,-2.18,-0.35,0.0,0.0,0.0,-2.13,-3.63,0.0,0.0,0.0,0.0,0.0,-2.63,-1.43,-1.4,-2.17,0.0,-1.61,-2.19,0.0,-1.09,-1.15,-6.4,-1.29,-1.31,-1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/08/2021,178.51,28.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.54,0.0,-2.84,0.0,0.0,0.0,0.0,-2.94,0.0,-3.38,0.0,0.0,0.0,0.0,0.0,-0.89,0.0,0.0,0.0,0.0,-2.46,0.0,0.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.84,0.0,0.0,0.0,0.0,-2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.17,-0.94,-2.27,0.0,0.0,-1.58,-3.59,0.0,0.0,-37.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.05,0.0,-0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.94,0.0,0.0,-1.4,-2.22,-2.81,0.0,0.0,-3.52,0.0,0.0,-3.85,-2.93,0.0,-2.39,0.0,-0.87,-2.27,0.0,0.0,-1.22,0.0,0.0,0.0,-1.89,-0.54,-0.55,-0.84,-1.21,-1.33,-1.4,-1.41,-1.43,-1.49,-1.59,-1.6,-1.79,-1.83,-1.84,-1.92,-1.93,-1.97,-2.0,-2.83,-3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/09/2021,181.23,29.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.86,0.0,0.0,0.0,0.0,-2.9,0.0,-3.23,0.0,0.0,0.0,0.0,0.0,-0.86,0.0,0.0,0.0,0.0,-2.5,0.0,0.0,22.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.81,0.0,0.0,0.0,0.0,-1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.02,-0.89,-2.36,0.0,0.0,0.0,-3.76,0.0,0.0,-56.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.97,0.0,0.0,0.0,-2.25,-2.85,0.0,0.0,-3.58,0.0,0.0,-3.96,-3.09,0.0,-2.52,0.0,0.0,-2.32,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-0.52,0.0,-1.17,-1.29,-1.18,0.0,-1.44,-0.71,-1.62,0.0,-1.81,0.0,-1.88,0.0,-1.01,-2.16,-2.02,-2.99,-3.32,-2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00999999999998
11/10/2021,181.23,29.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.86,0.0,0.0,0.0,0.0,-2.9,0.0,-3.23,0.0,0.0,0.0,0.0,0.0,-0.86,0.0,0.0,0.0,0.0,-2.5,0.0,0.0,22.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.81,0.0,0.0,0.0,0.0,-1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.02,-0.89,-2.36,0.0,0.0,0.0,-3.76,0.0,0.0,-56.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.97,0.0,0.0,0.0,-2.25,-2.85,0.0,0.0,-3.58,0.0,0.0,-3.96,-3.09,0.0,-2.52,0.0,0.0,-2.32,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-0.52,0.0,-1.17,-1.29,-1.18,0.0,-1.44,-0.71,-1.62,0.0,-1.81,0.0,-1.88,0.0,-1.01,-2.16,-2.02,-2.99,-3.32,-2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00999999999998
11/11/2021,178.34,28.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.84,0.0,0.0,-1.51,0.0,-2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.85,0.0,0.0,0.0,0.0,-2.45,0.0,0.0,23.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.82,0.0,0.0,0.0,0.0,-1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.43,-0.89,-2.29,0.0,0.0,0.0,-3.69,0.0,0.0,-55.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.92,0.0,0.0,0.0,-2.19,-2.81,0.0,0.0,-3.57,0.0,0.0,-3.84,-3.02,0.0,-2.41,0.0,0.0,-2.33,0.0,0.0,-1.19,0.0,0.0,0.0,0.0,0.0,-0.49,0.0,-1.17,-1.29,-1.23,0.0,-1.43,-0.68,-1.58,0.0,-1.77,0.0,-2.04,0.0,-0.98,-2.09,-1.99,-2.94,-3.25,-2.73,-1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/12/2021,178.34,28.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.84,0.0,0.0,-1.51,0.0,-2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.85,0.0,0.0,0.0,0.0,-2.45,0.0,0.0,23.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.82,0.0,0.0,0.0,0.0,-1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.43,-0.89,-2.29,0.0,0.0,0.0,-3.69,0.0,0.0,-55.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.92,0.0,0.0,0.0,-2.19,-2.81,0.0,0.0,-3.57,0.0,0.0,-3.84,-3.02,0.0,-2.41,0.0,0.0,-2.33,0.0,0.0,-1.19,0.0,0.0,0.0,0.0,0.0,-0.49,0.0,-1.17,-1.29,-1.23,0.0,-1.43,-0.68,-1.58,0.0,-1.77,0.0,-2.04,0.0,-0.98,-2.09,-1.99,-2.94,-3.25,-2.73,-1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/15/2021,182.59,29.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.47,0.0,0.0,-1.51,0.0,-2.79,0.0,-3.13,0.0,0.0,0.0,0.0,0.0,-0.87,0.0,0.0,0.0,0.0,-2.5,0.0,0.0,24.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.91,-2.16,0.0,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.71,0.0,0.0,-2.05,-0.84,-2.21,0.0,0.0,0.0,-3.8,0.0,0.0,-49.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.85,0.0,0.0,-1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.94,0.0,0.0,0.0,-2.12,-2.91,0.0,0.0,-3.61,0.0,0.0,-3.96,-3.05,-1.9,-2.4,0.0,0.0,-2.42,0.0,0.0,-1.24,0.0,0.0,0.0,0.0,0.0,-0.49,0.0,-1.32,-1.27,-1.18,0.0,-1.47,-0.69,-1.64,0.0,-1.83,0.0,0.0,0.0,-0.97,-2.13,-2.05,-3.03,-3.35,-2.96,-1.89,-1.4,-1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
