,AAPL,MSFT,AMZN,GOOG,GOOGL,FB,Taiwan Semiconductor Manufacturing Co. Ltd. Sponsored ADR,V,JPM,UNH,700.HK,ADBE,BAC,TSLA,HD,PYPL,DIS,Alibaba Group Holding Ltd.,Samsung Electronics Co. Ltd. Sponsored GDR,JNJ,NVDA,CRM,TXN,TMO,NKE,NESN.SW,ASML.AS,CSCO,ABT,HON,MDT,DHR,SBUX,LLY,INTC,INTU,PFE,COST,6758.T,ORCL,ROG.SW,PLD,AMAT,GS,AVGO,C,AXP,WFC,QCOM,XOM,7203.T,UNP,T,LOW,AMGN,EL,BRK.B,ITW,MRK,CHTR,NOVOB.CO,PEP,ACN,DE,NEE,ETN,A,CMCSA,PG,TT,LIN,RTX,WMT,CVX,MMC,WM,PH,AMT,MS,Infosys Limited Sponsored ADR,TEL,NSC,TJX,SCHW,ALL,7741.T,PSA,CSX,ANTM,CSL.AX,CVS,TGT,CHD,CB,9984.T,NOVN.SW,MC.PA,CMI,BDX,MCD,China Merchants Bank Co. Ltd. Class H,LUMI.TA,GEBN.SW,NFLX,ROST,III.L,DFS,ORLY,IBM,CAP.PA,FDX,3690.HK,LMT,KO,CAT,AZN.L,7951.T,ADS.DE,UPS,AFL,NXRT,EBAY,Shopify Inc. Class A,SAP.DE,BMY,MA,ADP,MMM,PM,DPW.DE,MRK.DE,BA,BIIB,1299.HK,VZ,EMR,Royal Dutch Shell Plc Class B,PNC,DSM.AS,GD,SIE.DE,MKC,ALV.DE,JCI,ANA.MC,GIVN.SW,ADM,TD.TO,RY.TO,9433.T,CLX,GILD,HSY,MET,RIO.L,Vale S.A. Sponsored ADR,AEP,USB,BKNG,SU.PA,KER.PA,BAM.A.TO,United Microelectronics Corp. Sponsored ADR,EOG,MQG.AX,CL,GLW,SCP.AX,SGE.L,OR.PA,S68.SI,BAX,COF,NOC,KEYS,6981.T,4543.T,CNR.TO,TRV,NA.TO,HSBA.L,SYY,BK,PRU,Dr. Reddy's Laboratories Ltd. Sponsored ADR,EXPN.L,SAN.PA,RELX PLC,DG.PA,ROIC,WTB.L,ECL,4901.T,DAI.DE,ALXN,16.HK,Reliance Industries Limited Sponsored GDR 144A,COP.DE,388.HK,ABBN.SW,Atlas Copco AB Class B,035420.KS,CTSH,TSM,9988.HK,SSU.,NOVO B.CO,INFY,REL.L,M4B.,4970.T,SHOP,RYDBF,VALE,UMC,RDY,ATCOB.ST,RIGDS.,KMB,WES.AX,CMPUY,ABBV,RITN.,Compagnie Financiere Richemont SA,EL.PA,MRNA,T.TO,BAM,4568.T,8035.T,6861.T,UMH,n/a,COP,UCB.BR,TTE.PA,SPG,IBN,PRX.AS,F,AMD,MCK,CFR.SW,DLTR,6902.T,HPQ,SSU.DE,SHEL.L,MPC,VLO,PXD,RIGDS,SJM,TSN,PEG,GSK.L,BHP.AX,MTB,DGE.L,SUM
08/10/2021,3.34,2.9,2.01,1.24,1.2,1.1,0.0,0.83,0.83,0.68,0.54,0.7,0.65,0.66,0.61,0.56,0.58,0.0,0.0,0.54,0.5,0.51,0.49,0.49,0.51,0.46,0.52,0.48,0.44,0.45,0.42,0.45,0.42,0.45,0.38,0.41,0.43,0.41,0.38,0.39,0.36,0.37,0.35,0.36,0.34,0.34,0.33,0.37,0.33,0.3,0.32,0.31,0.3,0.31,0.28,0.31,0.31,0.3,0.28,0.31,0.0,0.3,0.3,0.3,0.3,0.31,0.29,0.28,0.29,0.29,0.29,0.28,0.28,0.26,0.28,0.28,0.26,0.27,0.28,0.0,0.28,0.24,0.26,0.26,0.25,0.27,0.24,0.24,0.24,0.25,0.23,0.25,0.23,0.25,0.21,0.22,0.24,0.22,0.21,0.22,0.0,0.22,0.24,0.21,0.21,0.0,0.24,0.22,0.22,0.24,0.2,0.15,0.2,0.21,0.2,0.19,0.21,0.2,0.18,0.21,0.21,0.19,0.0,0.2,0.19,0.19,0.2,0.19,0.19,0.18,0.2,0.18,0.18,0.17,0.18,0.19,0.0,0.18,0.19,0.19,0.18,0.16,0.16,0.18,0.18,0.18,0.17,0.16,0.17,0.16,0.15,0.17,0.17,0.17,0.17,0.0,0.17,0.16,0.16,0.17,0.17,0.17,0.0,0.0,0.15,0.15,0.15,0.16,0.16,0.16,0.15,0.14,0.16,0.14,0.16,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.15,0.15,0.0,0.15,0.14,0.0,0.13,0.14,0.14,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.15,0.14,0.0,0.14,0.14,0.83,0.49,0.52,0.34,0.28,0.24,0.2,0.23,0.19,0.18,0.16,0.19,0.0,0.15,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.13,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.17
08/16/2021,3.39,2.88,1.97,1.25,1.21,1.09,0.0,0.79,0.85,0.66,0.57,0.7,0.68,0.68,0.62,0.55,0.58,0.0,0.0,0.54,0.48,0.5,0.47,0.49,0.5,0.45,0.52,0.48,0.44,0.45,0.42,0.46,0.4,0.44,0.37,0.41,0.45,0.42,0.36,0.38,0.36,0.37,0.32,0.38,0.34,0.35,0.32,0.38,0.33,0.3,0.32,0.32,0.3,0.31,0.28,0.31,0.31,0.31,0.28,0.31,0.0,0.3,0.3,0.32,0.31,0.31,0.3,0.28,0.29,0.28,0.29,0.28,0.29,0.26,0.28,0.28,0.26,0.26,0.3,0.0,0.29,0.25,0.27,0.27,0.25,0.28,0.25,0.25,0.23,0.24,0.24,0.25,0.23,0.26,0.2,0.23,0.24,0.22,0.22,0.22,0.0,0.23,0.24,0.2,0.21,0.24,0.24,0.22,0.22,0.24,0.2,0.17,0.19,0.21,0.21,0.19,0.21,0.2,0.18,0.21,0.21,0.19,0.0,0.2,0.19,0.18,0.2,0.19,0.19,0.18,0.21,0.18,0.18,0.17,0.18,0.19,0.0,0.18,0.19,0.19,0.18,0.17,0.16,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.15,0.17,0.17,0.17,0.16,0.0,0.17,0.17,0.16,0.17,0.17,0.17,0.0,0.0,0.16,0.15,0.15,0.16,0.16,0.16,0.14,0.13,0.17,0.14,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.16,0.15,0.0,0.15,0.14,0.0,0.14,0.13,0.13,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,0.14,0.8,0.48,0.47,0.34,0.28,0.24,0.22,0.0,0.19,0.18,0.15,0.18,0.0,0.15,0.13,0.0,0.14,0.15,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.21
08/17/2021,3.39,2.91,1.97,1.25,1.21,1.09,0.0,0.79,0.83,0.66,0.55,0.7,0.67,0.67,0.61,0.55,0.59,0.0,0.0,0.54,0.49,0.51,0.47,0.5,0.5,0.46,0.52,0.48,0.44,0.45,0.42,0.46,0.41,0.44,0.37,0.41,0.46,0.42,0.37,0.39,0.37,0.37,0.32,0.37,0.34,0.35,0.32,0.37,0.34,0.29,0.32,0.32,0.3,0.31,0.28,0.31,0.31,0.31,0.29,0.31,0.0,0.3,0.3,0.31,0.31,0.31,0.3,0.28,0.29,0.28,0.29,0.27,0.29,0.26,0.28,0.28,0.25,0.26,0.29,0.0,0.29,0.25,0.26,0.26,0.25,0.28,0.25,0.25,0.23,0.25,0.24,0.24,0.23,0.26,0.2,0.23,0.24,0.22,0.22,0.22,0.0,0.23,0.24,0.2,0.21,0.24,0.24,0.21,0.22,0.24,0.2,0.16,0.19,0.21,0.2,0.19,0.21,0.2,0.18,0.21,0.21,0.21,0.0,0.2,0.19,0.18,0.2,0.19,0.19,0.18,0.21,0.18,0.18,0.17,0.18,0.19,0.0,0.18,0.2,0.19,0.18,0.17,0.16,0.18,0.19,0.18,0.18,0.16,0.17,0.16,0.15,0.17,0.17,0.17,0.16,0.0,0.17,0.17,0.16,0.18,0.17,0.17,0.0,0.0,0.16,0.15,0.15,0.16,0.16,0.16,0.14,0.14,0.17,0.14,0.16,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.0,0.15,0.14,0.0,0.14,0.13,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.13,0.15,0.8,0.47,0.46,0.35,0.28,0.24,0.22,0.0,0.19,0.18,0.15,0.17,0.0,0.15,0.13,0.0,0.14,0.15,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.21
08/18/2021,3.39,2.91,1.97,1.25,1.21,1.09,0.0,0.79,0.83,0.66,0.55,0.7,0.67,0.67,0.61,0.55,0.59,0.0,0.0,0.54,0.49,0.51,0.47,0.5,0.5,0.46,0.52,0.48,0.44,0.45,0.42,0.46,0.41,0.44,0.37,0.41,0.46,0.42,0.37,0.39,0.37,0.37,0.32,0.37,0.34,0.35,0.32,0.37,0.34,0.29,0.32,0.32,0.3,0.31,0.28,0.31,0.31,0.31,0.29,0.31,0.0,0.3,0.3,0.31,0.31,0.31,0.3,0.28,0.29,0.28,0.29,0.27,0.29,0.26,0.28,0.28,0.25,0.26,0.29,0.0,0.29,0.25,0.26,0.26,0.25,0.28,0.25,0.25,0.23,0.25,0.24,0.24,0.23,0.26,0.2,0.23,0.24,0.22,0.22,0.22,0.0,0.23,0.24,0.2,0.21,0.24,0.24,0.21,0.22,0.24,0.2,0.16,0.19,0.21,0.2,0.19,0.21,0.2,0.18,0.21,0.21,0.21,0.0,0.2,0.19,0.18,0.2,0.19,0.19,0.18,0.21,0.18,0.18,0.17,0.18,0.19,0.0,0.18,0.2,0.19,0.18,0.17,0.16,0.18,0.19,0.18,0.18,0.16,0.17,0.16,0.15,0.17,0.17,0.17,0.16,0.0,0.17,0.17,0.16,0.18,0.17,0.17,0.0,0.0,0.16,0.15,0.15,0.16,0.16,0.16,0.14,0.14,0.17,0.14,0.16,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.0,0.15,0.14,0.0,0.14,0.13,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.13,0.15,0.8,0.47,0.46,0.35,0.28,0.24,0.22,0.0,0.19,0.18,0.15,0.17,0.0,0.15,0.13,0.0,0.14,0.15,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.21
08/24/2021,3.43,3.08,1.95,1.27,1.23,1.1,0.0,0.8,0.82,0.71,0.51,0.73,0.67,0.65,0.62,0.55,0.58,0.0,0.0,0.56,0.52,0.52,0.47,0.52,0.5,0.47,0.53,0.51,0.46,0.45,0.43,0.48,0.41,0.46,0.37,0.42,0.47,0.44,0.36,0.39,0.37,0.39,0.32,0.36,0.34,0.34,0.31,0.36,0.33,0.28,0.3,0.32,0.3,0.34,0.28,0.32,0.31,0.31,0.3,0.32,0.0,0.31,0.32,0.29,0.33,0.32,0.32,0.29,0.3,0.29,0.3,0.27,0.3,0.25,0.3,0.29,0.25,0.28,0.29,0.0,0.28,0.25,0.28,0.26,0.26,0.28,0.26,0.25,0.24,0.25,0.25,0.24,0.24,0.27,0.19,0.23,0.21,0.22,0.22,0.23,0.0,0.24,0.24,0.22,0.21,0.23,0.23,0.22,0.21,0.24,0.19,0.14,0.2,0.21,0.2,0.2,0.2,0.19,0.18,0.21,0.22,0.21,0.0,0.2,0.2,0.18,0.2,0.19,0.19,0.19,0.23,0.17,0.18,0.18,0.18,0.19,0.0,0.18,0.2,0.19,0.18,0.17,0.16,0.19,0.19,0.18,0.17,0.16,0.17,0.17,0.16,0.18,0.17,0.17,0.15,0.0,0.17,0.16,0.15,0.18,0.14,0.17,0.0,0.0,0.16,0.15,0.15,0.16,0.16,0.16,0.14,0.14,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.13,0.15,0.15,0.15,0.0,0.15,0.15,0.0,0.14,0.14,0.0,0.15,0.15,0.0,0.0,0.13,0.0,0.0,0.0,0.14,0.0,0.0,0.15,0.76,0.41,0.45,0.37,0.29,0.24,0.22,0.0,0.19,0.17,0.14,0.17,0.0,0.15,0.14,0.0,0.14,0.15,0.13,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.83
08/30/2021,3.37,2.98,1.99,1.29,1.25,1.1,0.0,0.79,0.85,0.68,0.56,0.72,0.68,0.66,0.6,0.55,0.58,0.0,0.0,0.54,0.54,0.54,0.47,0.51,0.49,0.46,0.54,0.51,0.45,0.45,0.44,0.46,0.4,0.44,0.37,0.42,0.45,0.42,0.38,0.38,0.37,0.37,0.33,0.37,0.34,0.35,0.32,0.37,0.32,0.28,0.31,0.31,0.29,0.33,0.27,0.32,0.31,0.31,0.29,0.32,0.0,0.3,0.31,0.31,0.32,0.32,0.33,0.28,0.29,0.29,0.29,0.27,0.28,0.25,0.29,0.29,0.27,0.27,0.29,0.0,0.28,0.24,0.27,0.26,0.26,0.28,0.25,0.24,0.23,0.25,0.24,0.23,0.22,0.26,0.19,0.23,0.21,0.22,0.22,0.22,0.0,0.24,0.24,0.22,0.2,0.23,0.24,0.22,0.21,0.24,0.19,0.16,0.19,0.21,0.2,0.2,0.21,0.19,0.18,0.21,0.21,0.21,0.0,0.2,0.19,0.18,0.2,0.18,0.19,0.19,0.22,0.17,0.18,0.18,0.18,0.2,0.0,0.18,0.2,0.19,0.18,0.17,0.16,0.19,0.19,0.18,0.17,0.16,0.17,0.17,0.15,0.17,0.16,0.17,0.15,0.0,0.17,0.16,0.16,0.17,0.14,0.0,0.0,0.0,0.16,0.15,0.15,0.16,0.16,0.16,0.14,0.13,0.16,0.15,0.17,0.14,0.15,0.15,0.15,0.15,0.13,0.15,0.16,0.15,0.0,0.15,0.14,0.0,0.14,0.14,0.13,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,0.15,0.82,0.41,0.46,0.35,0.29,0.24,0.22,0.0,0.19,0.18,0.14,0.18,0.0,0.14,0.14,0.0,0.13,0.15,0.0,0.0,0.0,0.0,0.14,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.53
08/31/2021,3.37,2.97,1.99,1.3,1.26,1.12,0.0,0.79,0.85,0.67,0.55,0.72,0.69,0.66,0.59,0.55,0.59,0.0,0.0,0.53,0.55,0.53,0.48,0.5,0.49,0.47,0.55,0.5,0.44,0.45,0.44,0.46,0.4,0.44,0.38,0.43,0.44,0.42,0.37,0.38,0.37,0.37,0.33,0.38,0.34,0.35,0.32,0.37,0.33,0.29,0.31,0.31,0.29,0.33,0.27,0.32,0.31,0.31,0.28,0.32,0.0,0.3,0.31,0.31,0.31,0.32,0.32,0.28,0.29,0.29,0.29,0.27,0.28,0.25,0.29,0.28,0.26,0.27,0.3,0.0,0.28,0.24,0.27,0.27,0.26,0.28,0.25,0.24,0.23,0.25,0.24,0.23,0.22,0.26,0.19,0.23,0.21,0.22,0.22,0.22,0.0,0.24,0.24,0.22,0.2,0.23,0.24,0.21,0.21,0.24,0.19,0.16,0.19,0.21,0.2,0.19,0.21,0.19,0.18,0.21,0.22,0.21,0.0,0.2,0.19,0.18,0.2,0.18,0.19,0.19,0.22,0.17,0.18,0.18,0.17,0.2,0.0,0.18,0.2,0.19,0.18,0.16,0.16,0.19,0.18,0.18,0.17,0.16,0.17,0.17,0.15,0.17,0.16,0.17,0.15,0.0,0.17,0.17,0.16,0.17,0.14,0.0,0.0,0.0,0.16,0.14,0.15,0.16,0.16,0.16,0.13,0.13,0.16,0.14,0.17,0.14,0.14,0.15,0.15,0.15,0.13,0.15,0.16,0.15,0.0,0.15,0.14,0.0,0.13,0.14,0.13,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,0.15,0.82,0.39,0.46,0.34,0.28,0.23,0.22,0.0,0.19,0.18,0.14,0.18,0.0,0.14,0.14,0.0,0.0,0.15,0.13,0.0,0.0,0.0,0.0,0.13,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.4
09/07/2021,3.45,2.94,2.04,1.28,1.24,1.11,0.0,0.76,0.82,0.67,0.57,0.72,0.65,0.69,0.52,0.57,0.58,0.0,0.0,0.53,0.55,0.53,0.47,0.51,0.47,0.45,0.56,0.5,0.45,0.44,0.43,0.48,0.4,0.43,0.37,0.42,0.43,0.43,0.39,0.38,0.36,0.39,0.33,0.37,0.34,0.34,0.3,0.32,0.32,0.28,0.31,0.3,0.29,0.33,0.27,0.32,0.3,0.3,0.28,0.32,0.0,0.3,0.32,0.31,0.32,0.31,0.33,0.29,0.29,0.29,0.29,0.26,0.28,0.25,0.29,0.28,0.25,0.28,0.29,0.0,0.28,0.23,0.26,0.25,0.25,0.29,0.26,0.23,0.23,0.25,0.25,0.23,0.22,0.26,0.19,0.22,0.21,0.22,0.22,0.22,0.0,0.23,0.24,0.23,0.19,0.23,0.22,0.21,0.21,0.24,0.19,0.17,0.19,0.21,0.19,0.19,0.23,0.19,0.18,0.2,0.23,0.21,0.0,0.2,0.18,0.17,0.19,0.18,0.2,0.18,0.23,0.17,0.17,0.17,0.17,0.19,0.0,0.18,0.2,0.19,0.18,0.17,0.16,0.18,0.19,0.18,0.17,0.15,0.17,0.17,0.15,0.17,0.16,0.17,0.15,0.0,0.17,0.16,0.16,0.18,0.14,0.0,0.0,0.0,0.16,0.0,0.15,0.17,0.16,0.16,0.13,0.15,0.15,0.14,0.17,0.15,0.16,0.17,0.15,0.15,0.0,0.14,0.15,0.14,0.0,0.15,0.14,0.0,0.13,0.14,0.13,0.14,0.15,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.15,0.14,0.85,0.41,0.47,0.33,0.28,0.24,0.22,0.0,0.19,0.18,0.14,0.2,0.0,0.14,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.13,0.17,0.0,0.17,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.25999999999999
09/13/2021,3.49,2.95,2.08,1.29,1.25,1.13,0.0,0.77,0.82,0.66,0.61,0.72,0.65,0.71,0.53,0.56,0.6,0.0,0.0,0.53,0.54,0.52,0.47,0.52,0.47,0.45,0.56,0.5,0.46,0.43,0.44,0.48,0.41,0.42,0.37,0.43,0.43,0.43,0.39,0.38,0.35,0.39,0.32,0.36,0.34,0.33,0.3,0.32,0.32,0.28,0.32,0.3,0.3,0.32,0.27,0.31,0.3,0.29,0.28,0.31,0.0,0.3,0.32,0.3,0.32,0.3,0.33,0.29,0.29,0.28,0.29,0.26,0.28,0.25,0.29,0.28,0.25,0.28,0.29,0.0,0.27,0.23,0.26,0.25,0.25,0.3,0.26,0.23,0.23,0.25,0.24,0.23,0.22,0.26,0.22,0.21,0.22,0.22,0.23,0.22,0.0,0.23,0.24,0.24,0.19,0.23,0.21,0.21,0.21,0.24,0.18,0.18,0.19,0.21,0.19,0.19,0.23,0.19,0.18,0.2,0.23,0.21,0.0,0.2,0.18,0.17,0.19,0.17,0.19,0.18,0.22,0.16,0.17,0.18,0.17,0.19,0.0,0.18,0.2,0.19,0.18,0.17,0.16,0.18,0.19,0.18,0.17,0.15,0.17,0.18,0.15,0.17,0.16,0.17,0.15,0.0,0.17,0.16,0.16,0.17,0.15,0.0,0.0,0.0,0.17,0.0,0.15,0.17,0.16,0.16,0.0,0.15,0.14,0.14,0.17,0.16,0.16,0.17,0.15,0.14,0.0,0.14,0.15,0.15,0.0,0.16,0.13,0.0,0.14,0.14,0.14,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.14,0.84,0.43,0.46,0.34,0.28,0.24,0.23,0.0,0.18,0.18,0.0,0.19,0.0,0.14,0.15,0.0,0.0,0.16,0.0,0.0,0.0,0.14,0.17,0.13,0.17,0.14,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.47
09/14/2021,3.37,2.93,2.06,1.27,1.23,1.14,0.0,0.76,0.82,0.65,0.58,0.72,0.65,0.7,0.53,0.56,0.6,0.0,0.0,0.51,0.55,0.52,0.48,0.52,0.48,0.46,0.57,0.5,0.46,0.43,0.43,0.48,0.41,0.4,0.37,0.43,0.43,0.43,0.4,0.38,0.34,0.38,0.33,0.36,0.35,0.33,0.3,0.33,0.32,0.28,0.32,0.29,0.29,0.33,0.26,0.31,0.3,0.29,0.27,0.31,0.0,0.3,0.32,0.3,0.32,0.3,0.33,0.28,0.29,0.28,0.29,0.26,0.28,0.25,0.3,0.29,0.25,0.27,0.29,0.0,0.27,0.23,0.25,0.25,0.25,0.3,0.25,0.23,0.22,0.25,0.24,0.23,0.22,0.25,0.22,0.21,0.23,0.22,0.23,0.22,0.0,0.24,0.24,0.24,0.19,0.23,0.22,0.21,0.21,0.24,0.18,0.18,0.18,0.21,0.19,0.19,0.24,0.19,0.18,0.2,0.22,0.2,0.0,0.2,0.18,0.17,0.19,0.17,0.19,0.18,0.23,0.16,0.16,0.18,0.17,0.19,0.0,0.18,0.2,0.19,0.19,0.17,0.16,0.19,0.19,0.18,0.17,0.15,0.17,0.18,0.15,0.17,0.16,0.17,0.15,0.0,0.17,0.16,0.16,0.18,0.15,0.0,0.0,0.0,0.17,0.0,0.15,0.17,0.16,0.16,0.14,0.15,0.15,0.14,0.17,0.17,0.17,0.16,0.15,0.15,0.0,0.14,0.15,0.14,0.0,0.16,0.0,0.0,0.0,0.13,0.14,0.14,0.16,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.14,0.85,0.43,0.46,0.34,0.28,0.24,0.23,0.0,0.19,0.18,0.13,0.2,0.0,0.15,0.15,0.0,0.0,0.16,0.0,0.0,0.0,0.14,0.19,0.13,0.17,0.14,0.15,0.14,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.3
09/21/2021,3.34,3.0,2.08,1.28,1.24,1.1,0.0,0.76,0.83,0.68,0.55,0.72,0.66,0.73,0.54,0.55,0.6,0.0,0.0,0.51,0.54,0.53,0.5,0.55,0.46,0.45,0.57,0.49,0.46,0.43,0.43,0.47,0.4,0.39,0.38,0.43,0.41,0.43,0.41,0.37,0.34,0.37,0.35,0.36,0.36,0.34,0.32,0.35,0.3,0.29,0.33,0.29,0.3,0.34,0.27,0.3,0.3,0.29,0.27,0.3,0.0,0.3,0.32,0.29,0.31,0.3,0.33,0.28,0.29,0.27,0.29,0.26,0.28,0.25,0.29,0.28,0.25,0.28,0.29,0.0,0.27,0.23,0.26,0.25,0.25,0.3,0.25,0.22,0.23,0.25,0.25,0.23,0.23,0.26,0.2,0.2,0.21,0.21,0.23,0.23,0.0,0.25,0.23,0.24,0.2,0.23,0.22,0.22,0.21,0.25,0.18,0.17,0.18,0.2,0.19,0.18,0.25,0.18,0.18,0.2,0.22,0.21,0.0,0.19,0.18,0.17,0.19,0.17,0.19,0.19,0.22,0.17,0.16,0.16,0.17,0.18,0.0,0.18,0.2,0.18,0.19,0.17,0.15,0.19,0.19,0.17,0.18,0.16,0.17,0.19,0.15,0.17,0.17,0.17,0.13,0.0,0.16,0.16,0.17,0.18,0.14,0.0,0.0,0.14,0.17,0.0,0.15,0.18,0.16,0.15,0.13,0.15,0.15,0.14,0.17,0.17,0.18,0.16,0.15,0.15,0.0,0.14,0.15,0.15,0.0,0.16,0.0,0.0,0.0,0.13,0.14,0.14,0.16,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.14,0.82,0.4,0.47,0.35,0.28,0.24,0.21,0.0,0.19,0.18,0.0,0.19,0.0,0.15,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.14,0.18,0.13,0.16,0.14,0.15,0.14,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.27000000000001
