,MMP,EPD,NEP,TRP.TO,PEG,SRE,NEE,PAGP,OKE,WMB,ALA.TO,CNP,IDA,ENB.TO,LNG,PWR,ET,UGI,LNT,ATO,XEL,KMI,HEP,CQP,AEP,D,OGS,CMS,AES,PPL,ACO/X.NE,KEY.TO,EXC,NJR,WLKP,WEC,ENLAY,IBDRY,US Dollar,SHLX,AWK,SO,TGP,ES,CWEN.A,NPI.TO,ENPH,ETRN,BKH,HESM,CU.TO,FTS.TO,DNNGY,EMA.TO,CPK,DUK,DTE,DTM WI,ACO.X.TO,MISXX,Orsted A/S ADR,018000.KQ,Enel SpA ADR,Iberdrola SA ADR,Morgan Stanley Instl Lqudty Trs Instl,n/a,DTM,688101.SS,688001.SS,ALA.NE,ACO.X.NE,SUM
10/01/2021,7.68,7.2,6.26,5.83,4.28,3.83,3.73,3.24,3.15,3.21,3.13,3.13,3.17,2.53,2.48,2.57,2.29,2.04,2.03,1.99,1.9,1.58,1.49,1.51,1.45,1.39,1.39,1.22,0.98,1.0,0.0,0.97,0.98,0.86,0.82,0.72,0.67,0.65,0.0,0.52,0.52,0.47,0.32,0.3,0.27,0.24,0.24,0.23,0.14,0.13,0.1,0.1,0.09,0.08,0.06,0.07,0.9,0.0,1.01,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,99.65000000000002
10/04/2021,7.57,6.7,5.62,5.11,3.38,3.79,3.33,4.72,1.72,2.15,2.74,2.61,2.45,1.78,3.17,3.6,3.06,2.07,2.07,2.43,1.78,1.81,1.41,1.65,2.37,0.24,1.47,1.7,0.23,0.97,0.0,0.81,1.04,0.68,0.76,0.69,0.76,0.76,0.0,0.92,0.53,3.11,0.59,0.29,0.29,0.14,0.19,0.29,0.13,0.14,0.1,0.1,0.08,0.08,0.06,0.06,1.93,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.3,0.0,0.0,0.0,0.0,99.95000000000002
10/11/2021,6.28,6.78,5.64,5.12,3.29,3.69,3.36,4.67,1.77,2.24,2.49,2.66,2.4,1.79,3.19,3.4,3.02,2.12,2.23,2.43,1.78,1.45,1.46,1.64,2.54,0.23,1.53,2.01,0.24,0.97,0.0,0.79,1.02,0.72,0.75,0.68,0.77,0.8,0.0,0.48,0.53,3.08,0.64,0.3,0.31,0.14,0.2,0.3,0.14,0.44,0.1,0.1,0.08,0.08,0.07,0.06,2.77,0.0,1.02,0.17,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,100.0
10/13/2021,6.39,6.86,5.53,5.17,3.24,3.64,3.32,4.75,1.78,2.29,2.49,2.64,2.35,1.81,3.16,3.37,3.1,2.1,2.19,2.42,1.75,1.49,1.45,1.64,2.51,0.23,1.53,1.99,0.24,0.96,0.0,0.79,1.01,0.71,0.76,0.67,0.77,0.81,0.0,0.47,0.52,3.07,0.63,0.3,0.31,0.14,0.19,0.3,0.13,0.45,0.1,0.1,0.08,0.08,0.07,0.06,2.74,0.0,1.02,0.31,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,100.01
10/14/2021,6.39,6.86,5.53,5.17,3.24,3.64,3.32,4.75,1.78,2.29,2.49,2.64,2.35,1.81,3.16,3.37,3.1,2.1,2.19,2.42,1.75,1.49,1.45,1.64,2.51,0.23,1.53,1.99,0.24,0.96,0.0,0.79,1.01,0.71,0.76,0.67,0.77,0.81,0.0,0.47,0.52,3.07,0.63,0.3,0.31,0.14,0.19,0.3,0.13,0.45,0.1,0.1,0.08,0.08,0.07,0.06,2.74,0.0,1.02,0.31,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,100.01
10/15/2021,6.38,6.96,5.56,5.29,3.2,3.62,3.25,4.79,1.81,2.32,2.5,2.68,2.33,1.82,3.23,3.32,3.07,2.08,2.14,2.38,1.74,1.52,1.48,1.65,2.47,0.23,1.54,1.96,0.24,0.96,0.0,0.78,1.0,0.72,0.77,0.66,0.75,0.79,0.0,0.47,0.52,3.03,0.63,0.3,0.31,0.14,0.21,0.3,0.13,0.45,0.1,0.1,0.08,0.08,0.07,0.06,2.69,0.0,1.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,99.98
10/18/2021,6.28,6.84,5.56,5.3,3.23,3.64,3.28,4.81,1.82,2.3,0.0,2.67,2.34,1.8,3.26,3.29,3.01,2.06,2.14,2.46,1.76,1.52,1.48,1.68,2.46,0.23,1.51,1.96,0.23,0.95,0.0,0.81,1.02,0.72,0.75,0.66,0.76,0.8,0.0,0.48,0.51,3.01,0.62,0.3,0.3,0.15,0.21,0.3,0.13,0.45,0.09,0.1,0.08,0.08,0.07,0.06,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,1.02,0.0,0.0,2.54,1.0,99.99
10/21/2021,6.54,6.96,5.52,5.41,3.25,3.62,3.25,4.91,1.83,2.3,2.54,2.63,2.32,1.81,3.43,3.27,3.04,2.03,2.11,2.38,1.74,1.53,1.46,1.68,2.42,0.22,1.45,1.91,0.23,0.94,0.0,0.79,1.01,0.69,0.76,0.65,0.75,0.78,0.0,0.47,0.51,2.97,0.61,0.29,0.29,0.14,0.22,0.3,0.13,0.44,0.09,0.1,0.08,0.08,0.06,0.06,2.65,0.0,0.98,0.34,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,99.99
10/22/2021,6.55,6.89,5.6,5.45,3.26,3.65,3.27,4.89,1.82,2.26,2.52,2.61,2.31,1.81,3.31,3.27,3.03,2.05,2.11,2.41,1.74,1.52,1.44,1.68,2.43,0.23,1.46,1.92,0.23,0.95,0.0,0.78,1.02,0.7,0.75,0.66,0.77,0.8,0.0,0.48,0.51,2.98,0.61,0.29,0.29,0.14,0.22,0.3,0.13,0.44,0.09,0.09,0.08,0.08,0.06,0.06,2.65,0.0,0.97,0.34,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,99.98
10/25/2021,6.64,6.83,5.73,5.43,3.28,3.65,3.32,4.82,1.78,2.21,0.0,2.63,2.3,1.78,3.22,3.34,2.96,2.02,2.13,2.41,1.74,1.43,1.42,1.67,2.46,0.23,1.46,1.92,0.24,0.95,0.0,0.77,1.02,0.69,0.75,0.66,0.77,0.81,0.0,0.49,0.51,3.01,0.61,0.29,0.29,0.14,0.21,0.29,0.13,0.44,0.09,0.09,0.08,0.08,0.06,0.06,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,1.01,0.0,0.0,2.56,0.97,99.96
10/26/2021,6.64,6.82,5.77,5.46,3.31,3.67,3.34,4.81,1.79,2.21,2.57,2.63,2.32,1.79,3.19,3.38,2.95,2.01,2.15,2.42,1.74,1.44,1.4,1.66,2.46,0.23,1.47,1.93,0.24,0.95,0.0,0.76,1.03,0.7,0.75,0.67,0.76,0.8,0.0,0.48,0.52,2.95,0.61,0.29,0.29,0.14,0.21,0.29,0.13,0.43,0.09,0.09,0.08,0.08,0.06,0.06,2.66,0.0,0.97,0.35,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,100.01
10/27/2021,6.64,6.82,5.77,5.46,3.31,3.67,3.34,4.81,1.79,2.21,2.57,2.63,2.32,1.79,3.19,3.38,2.95,2.01,2.15,2.42,1.74,1.44,1.4,1.66,2.46,0.23,1.47,1.93,0.24,0.95,0.0,0.76,1.03,0.7,0.75,0.67,0.76,0.8,0.0,0.48,0.52,2.95,0.61,0.29,0.29,0.14,0.21,0.29,0.13,0.43,0.09,0.09,0.08,0.08,0.06,0.06,2.66,0.0,0.97,0.35,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,100.01
10/28/2021,6.51,6.84,5.81,5.43,3.31,3.64,3.33,4.8,1.82,2.22,0.0,2.65,2.31,1.78,3.27,3.44,2.97,2.02,2.12,2.42,1.71,1.45,1.39,1.68,2.43,0.23,1.49,1.9,0.24,0.94,0.0,0.77,1.03,0.7,0.75,0.65,0.76,0.79,0.0,0.49,0.51,2.94,0.6,0.29,0.3,0.14,0.21,0.3,0.13,0.43,0.09,0.09,0.08,0.08,0.06,0.06,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,1.0,0.0,0.0,2.53,0.96,99.97
10/29/2021,6.51,6.84,5.81,5.43,3.31,3.64,3.33,4.8,1.82,2.22,0.0,2.65,2.31,1.78,3.27,3.44,2.97,2.02,2.12,2.42,1.71,1.45,1.39,1.68,2.43,0.23,1.49,1.9,0.24,0.94,0.0,0.77,1.03,0.7,0.75,0.65,0.76,0.79,0.0,0.49,0.51,2.94,0.6,0.29,0.3,0.14,0.21,0.3,0.13,0.43,0.09,0.09,0.08,0.08,0.06,0.06,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,1.0,0.0,0.0,2.53,0.96,99.97
11/01/2021,6.39,6.5,6.05,5.46,3.35,3.65,3.44,4.55,1.82,2.21,0.0,2.62,2.32,1.78,3.19,3.5,2.91,2.0,2.14,2.41,1.72,1.42,1.37,1.68,2.45,0.23,1.46,1.93,0.24,0.95,0.0,0.78,1.06,0.7,0.75,0.66,0.79,0.86,0.0,0.49,0.52,2.96,0.61,0.29,0.31,0.14,0.27,0.29,0.13,0.42,0.09,0.09,0.08,0.08,0.07,0.06,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.98,0.0,0.0,2.53,0.98,100.0
11/02/2021,6.42,6.43,6.09,5.45,3.35,3.62,3.43,4.52,1.79,2.2,0.0,2.62,2.34,1.77,3.18,3.52,2.88,2.0,2.15,2.41,1.74,1.39,1.34,1.69,2.47,0.23,1.47,1.93,0.24,0.95,0.0,0.78,1.08,0.7,0.76,0.66,0.79,0.85,0.0,0.5,0.52,2.97,0.61,0.29,0.32,0.14,0.28,0.28,0.13,0.42,0.1,0.09,0.08,0.08,0.07,0.06,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.99,0.0,0.0,2.49,1.01,99.96
11/03/2021,6.42,6.43,6.09,5.45,3.35,3.62,3.43,4.52,1.79,2.2,0.0,2.62,2.34,1.77,3.18,3.52,2.88,2.0,2.15,2.41,1.74,1.39,1.34,1.69,2.47,0.23,1.47,1.93,0.24,0.95,0.0,0.78,1.08,0.7,0.76,0.66,0.79,0.85,0.0,0.5,0.52,2.97,0.61,0.29,0.32,0.14,0.28,0.28,0.13,0.42,0.1,0.09,0.08,0.08,0.07,0.06,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.99,0.0,0.0,2.49,1.01,99.96
11/04/2021,6.42,6.43,6.09,5.45,3.35,3.62,3.43,4.52,1.79,2.2,0.0,2.62,2.34,1.77,3.18,3.52,2.88,2.0,2.15,2.41,1.74,1.39,1.34,1.69,2.47,0.23,1.47,1.93,0.24,0.95,0.0,0.78,1.08,0.7,0.76,0.66,0.79,0.85,0.0,0.5,0.52,2.97,0.61,0.29,0.32,0.14,0.28,0.28,0.13,0.42,0.1,0.09,0.08,0.08,0.07,0.06,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.99,0.0,0.0,2.49,1.01,99.96
11/05/2021,6.61,6.24,6.13,5.42,3.34,3.6,3.4,4.66,1.79,2.21,0.0,2.61,2.36,1.77,3.22,3.48,2.95,2.03,2.16,2.43,1.73,1.39,1.29,1.67,2.47,0.23,1.49,1.92,0.24,0.96,0.0,0.77,1.08,0.71,0.76,0.66,0.78,0.85,0.0,0.49,0.52,2.95,0.61,0.29,0.32,0.14,0.28,0.28,0.13,0.43,0.1,0.09,0.08,0.08,0.07,0.06,2.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.98,0.0,0.0,2.43,0.98,100.01
11/08/2021,6.42,6.39,6.18,5.43,3.37,3.64,3.43,4.76,1.8,2.23,2.46,2.68,2.35,1.79,3.27,3.31,2.81,2.05,2.13,2.46,1.71,1.39,1.26,1.69,2.46,0.23,1.53,1.94,0.24,0.96,0.0,0.75,1.11,0.72,0.77,0.67,0.8,0.85,0.0,0.5,0.51,2.99,0.61,0.29,0.34,0.14,0.29,0.27,0.13,0.41,0.1,0.09,0.08,0.08,0.07,0.06,2.66,0.0,0.99,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,99.98
11/09/2021,6.3,6.41,6.11,5.19,3.38,3.62,3.44,4.77,1.82,2.24,2.48,2.69,2.37,1.84,3.33,3.42,2.82,2.06,2.15,2.46,1.72,1.41,1.29,1.65,2.49,0.23,1.52,1.94,0.24,0.95,0.0,0.74,1.1,0.73,0.77,0.67,0.79,0.85,0.0,0.49,0.51,3.01,0.61,0.29,0.34,0.14,0.29,0.27,0.13,0.41,0.1,0.09,0.08,0.08,0.07,0.06,2.67,0.0,0.99,0.34,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,99.97
11/10/2021,6.3,6.41,6.11,5.19,3.38,3.62,3.44,4.77,1.82,2.24,2.48,2.69,2.37,1.84,3.33,3.42,2.82,2.06,2.15,2.46,1.72,1.41,1.29,1.65,2.49,0.23,1.52,1.94,0.24,0.95,0.0,0.74,1.1,0.73,0.77,0.67,0.79,0.85,0.0,0.49,0.51,3.01,0.61,0.29,0.34,0.14,0.29,0.27,0.13,0.41,0.1,0.09,0.08,0.08,0.07,0.06,2.67,0.0,0.99,0.34,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,99.97
11/11/2021,6.3,6.41,6.11,5.19,3.38,3.62,3.44,4.77,1.82,2.24,2.48,2.69,2.37,1.84,3.33,3.42,2.82,2.06,2.15,2.46,1.72,1.41,1.29,1.65,2.49,0.23,1.52,1.94,0.24,0.95,0.0,0.74,1.1,0.73,0.77,0.67,0.79,0.85,0.0,0.49,0.51,3.01,0.61,0.29,0.34,0.14,0.29,0.27,0.13,0.41,0.1,0.09,0.08,0.08,0.07,0.06,2.67,0.0,0.99,0.34,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,99.97
11/12/2021,6.3,6.41,6.11,5.19,3.38,3.62,3.44,4.77,1.82,2.24,2.48,2.69,2.37,1.84,3.33,3.42,2.82,2.06,2.15,2.46,1.72,1.41,1.29,1.65,2.49,0.23,1.52,1.94,0.24,0.95,0.0,0.74,1.1,0.73,0.77,0.67,0.79,0.85,0.0,0.49,0.51,3.01,0.61,0.29,0.34,0.14,0.29,0.27,0.13,0.41,0.1,0.09,0.08,0.08,0.07,0.06,2.67,0.0,0.99,0.34,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,99.97
11/15/2021,6.44,6.53,5.9,5.02,3.29,3.48,3.45,4.74,1.64,2.28,0.0,2.71,2.36,1.78,3.23,3.41,2.8,1.99,2.12,2.5,1.95,1.5,1.28,1.66,2.43,0.23,1.49,1.94,0.24,0.96,0.0,0.74,1.02,0.73,0.75,0.66,0.77,0.84,0.0,0.49,0.51,3.02,0.61,0.28,0.34,0.14,0.3,0.28,0.13,0.42,0.09,0.09,0.08,0.08,0.07,0.06,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,1.24,0.0,0.0,2.41,0.99,99.96
11/16/2021,6.49,6.65,5.96,5.03,3.29,3.49,3.49,4.69,1.64,2.26,0.0,2.69,2.36,1.72,3.23,3.42,2.78,1.97,2.12,2.51,1.93,1.49,1.27,1.65,2.41,0.23,1.47,1.94,0.24,0.95,0.0,0.75,1.01,0.73,0.74,0.66,0.77,0.83,0.0,0.51,0.51,2.62,0.61,0.28,0.34,0.14,0.3,0.28,0.13,0.42,0.09,0.09,0.08,0.08,0.07,0.06,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,2.41,0.98,99.99
11/17/2021,6.49,6.65,5.96,5.03,3.29,3.49,3.49,4.69,1.64,2.26,0.0,2.69,2.36,1.72,3.23,3.42,2.78,1.97,2.12,2.51,1.93,1.49,1.27,1.65,2.41,0.23,1.47,1.94,0.24,0.95,0.0,0.75,1.01,0.73,0.74,0.66,0.77,0.83,0.0,0.51,0.51,2.62,0.61,0.28,0.34,0.14,0.3,0.28,0.13,0.42,0.09,0.09,0.08,0.08,0.07,0.06,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,0.0,2.41,0.98,99.99
11/18/2021,6.46,6.49,6.01,4.99,3.33,3.53,3.5,4.66,1.63,2.24,0.0,2.71,2.4,1.71,3.18,3.44,2.81,1.98,2.14,2.51,1.96,1.49,1.27,1.63,2.42,0.23,1.51,1.96,0.24,0.95,0.0,0.73,1.01,0.73,0.73,0.67,0.76,0.83,0.0,0.5,0.51,1.94,0.61,0.28,0.34,0.14,0.29,0.28,0.13,0.42,0.09,0.09,0.08,0.08,0.07,0.06,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.24,0.0,0.0,2.4,0.97,100.0
11/19/2021,6.51,6.62,6.05,4.97,3.33,3.62,3.53,4.68,1.65,2.24,2.42,2.72,2.48,1.73,3.31,3.51,2.83,1.99,2.16,2.5,1.97,1.49,1.27,1.63,2.44,0.23,1.51,1.96,0.24,0.96,0.0,0.74,1.01,0.71,0.74,0.67,0.76,0.83,0.0,0.5,0.51,1.96,0.61,0.29,0.35,0.14,0.31,0.28,0.13,0.42,0.09,0.09,0.08,0.08,0.07,0.06,2.66,0.0,0.99,1.14,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0.0,0.0,99.99
11/22/2021,6.51,6.62,6.05,4.97,3.33,3.62,3.53,4.68,1.65,2.24,2.42,2.72,2.48,1.73,3.31,3.51,2.83,1.99,2.16,2.5,1.97,1.49,1.27,1.63,2.44,0.23,1.51,1.96,0.24,0.96,0.0,0.74,1.01,0.71,0.74,0.67,0.76,0.83,0.0,0.5,0.51,1.96,0.61,0.29,0.35,0.14,0.31,0.28,0.13,0.42,0.09,0.09,0.08,0.08,0.07,0.06,2.66,0.0,0.99,1.14,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0.0,0.0,99.99
11/23/2021,6.51,6.62,6.05,4.97,3.33,3.62,3.53,4.68,1.65,2.24,2.42,2.72,2.48,1.73,3.31,3.51,2.83,1.99,2.16,2.5,1.97,1.49,1.27,1.63,2.44,0.23,1.51,1.96,0.24,0.96,0.0,0.74,1.01,0.71,0.74,0.67,0.76,0.83,0.0,0.5,0.51,1.96,0.61,0.29,0.35,0.14,0.31,0.28,0.13,0.42,0.09,0.09,0.08,0.08,0.07,0.06,2.66,0.0,0.99,1.14,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0.0,0.0,99.99
11/24/2021,6.17,6.26,6.14,4.89,3.38,3.55,3.61,4.45,1.61,2.19,0.0,2.72,2.54,1.72,3.27,3.58,2.68,1.96,2.2,2.53,2.02,1.46,1.27,1.59,2.48,0.23,1.52,1.99,0.24,0.96,0.0,0.72,1.01,0.73,0.73,0.68,0.75,0.83,0.0,0.48,0.53,1.99,0.62,0.29,0.35,0.14,0.33,0.28,0.14,0.4,0.1,0.09,0.08,0.08,0.07,0.06,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06,1.21,0.0,0.0,2.39,1.01,100.0
