,7203.T,1299.HK,6758.T,CBA.AX,BHP.AX,6861.T,CSL.AX,9984.T,388.HK,7974.T,WBC.AX,6098.T,8306.T,8035.T,NAB.AX,6501.T,ANZ.AX,4063.T,7267.T,6954.T,4502.T,6594.T,9433.T,WES.AX,8316.T,6367.T,9983.T,6981.T,7741.T,6702.T,D05.SI,MQG.AX,8001.T,9434.T,8058.T,3382.T,8031.T,6273.T,WOW.AX,4568.T,RIO.AX,4503.T,9432.T,8411.T,4661.T,4911.T,2413.T,4452.T,8766.T,6902.T,TCL.AX,O39.SI,FMG.AX,669.HK,9022.T,6752.T,4543.T,6869.T,4519.T,5108.T,GMG.AX,4901.T,9020.T,7733.T,6503.T,8801.T,2914.T,6301.T,7751.T,7309.T,1.HK,6920.T,4523.T,8591.T,6971.T,U11.SI,2502.T,823.HK,6326.T,8750.T,8802.T,6857.T,9843.T,6502.T,ALL.AX,APT.AX,4578.T,8267.T,6645.T,27.HK,8113.T,COL.AX,8053.T,2.HK,9735.T,1925.T,3.HK,16.HK,8604.T,WPL.AX,NCM.AX,JHX.AX,6988.T,11.HK,1113.HK,2503.T,7832.T,6701.T,4684.T,1928.T,8002.T,JPY,3407.T,7269.T,6762.T,4689.T,5020.T,J36.SI,Z74.SI,7270.T,8725.T,BXB.AX,XRO.AX,5401.T,2388.HK,8630.T,6178.T,FPH.NZ,4307.T,8697.T,1878.T,SHL.AX,2127.T,6479.T,8830.T,6723.T,9962.T,S32.AX,2802.T,4507.T,STO.AX,6586.T,8309.T,1928.HK,6506.T,ASX.AX,4755.T,4188.T,COH.AX,7201.T,SCG.AX,4005.T,6383.T,2801.T,TLS.AX,6.HK,AUD,6504.T,6963.T,9613.T,QBE.AX,8015.T,8601.T,NST.AX,4612.T,66.HK,7532.T,4751.T,5201.T,SUN.AX,3659.T,9064.T,8951.T,3402.T,5802.T,7011.T,4528.T,6201.T,7701.T,RHC.AX,3626.T,TAH.AX,9143.T,1605.T,7752.T,9007.T,5938.T,7272.T,288.HK,5713.T,1997.HK,868.HK,4324.T,APA.AX,2897.T,9005.T,SEK.AX,8473.T,4151.T,9041.T,3269.T,MGR.AX,3281.T,6967.T,6146.T,IAG.AX,BSL.AX,SGP.AX,1801.T,9502.T,9531.T,3038.T,C31.SI,9110.T,9532.T,9062.T,3092.T,DXS.AX,3283.T,9101.T,9503.T,4183.T,8308.T,DMP.AX,MPL.AX,9104.T,SE,4185.T,9021.T,5411.T,SYD.AX,5332.T,6965.T,7951.T,8795.T,7202.T,2269.T,C38U.SI,4704.T,CPU.AX,4021.T,n/a,GPT.AX,XTSLA,MIN.AX,ORG.AX,SUM
09/16/2021,2.44,1.91,1.83,1.7,1.16,1.72,1.32,1.01,1.03,0.73,0.89,1.11,0.92,0.99,0.87,0.77,0.74,0.85,0.66,0.61,0.69,0.7,0.72,0.61,0.63,0.84,0.53,0.69,0.81,0.52,0.53,0.58,0.52,0.55,0.55,0.47,0.48,0.55,0.48,0.57,0.37,0.43,0.5,0.47,0.4,0.4,0.43,0.4,0.43,0.4,0.36,0.36,0.29,0.4,0.28,0.38,0.41,0.3,0.33,0.35,0.35,0.4,0.26,0.34,0.33,0.3,0.32,0.29,0.32,0.32,0.26,0.26,0.23,0.31,0.29,0.27,0.29,0.24,0.29,0.29,0.26,0.27,0.23,0.23,0.27,0.25,0.25,0.24,0.28,0.19,0.26,0.22,0.22,0.21,0.22,0.25,0.23,0.21,0.21,0.17,0.2,0.23,0.17,0.18,0.17,0.19,0.22,0.17,0.2,0.19,0.17,0.23,0.18,0.21,0.18,0.22,0.17,0.15,0.19,0.16,0.2,0.17,0.19,0.24,0.16,0.2,0.18,0.17,0.19,0.19,0.11,0.18,0.14,0.14,0.15,0.22,0.17,0.17,0.19,0.22,0.12,0.18,0.15,0.11,0.16,0.16,0.12,0.16,0.14,0.16,0.14,0.12,0.14,0.17,0.15,0.13,0.29,0.0,0.14,0.17,0.16,0.13,0.13,0.0,0.12,0.12,0.11,0.11,0.14,0.14,0.12,0.11,0.13,0.13,0.14,0.12,0.14,0.13,0.14,0.12,0.0,0.11,0.12,0.0,0.0,0.0,0.11,0.11,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.18,0.0,0.0,0.11,0.0,0.0,0.12,0.29,0.11,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.01
09/17/2021,2.47,1.89,1.84,1.69,1.16,1.72,1.29,1.0,1.02,0.72,0.88,1.13,0.93,0.99,0.86,0.77,0.74,0.86,0.66,0.62,0.68,0.71,0.74,0.6,0.64,0.84,0.53,0.69,0.83,0.52,0.52,0.58,0.52,0.54,0.55,0.46,0.48,0.55,0.47,0.57,0.37,0.43,0.5,0.47,0.41,0.4,0.44,0.4,0.46,0.41,0.36,0.36,0.29,0.39,0.28,0.38,0.41,0.3,0.33,0.35,0.34,0.4,0.26,0.33,0.33,0.3,0.31,0.29,0.32,0.32,0.25,0.26,0.23,0.32,0.29,0.27,0.3,0.24,0.29,0.3,0.26,0.27,0.23,0.23,0.27,0.25,0.24,0.24,0.28,0.18,0.25,0.22,0.22,0.21,0.22,0.25,0.23,0.21,0.21,0.18,0.19,0.23,0.17,0.18,0.17,0.19,0.22,0.17,0.2,0.19,0.18,0.23,0.18,0.21,0.18,0.23,0.17,0.15,0.19,0.16,0.21,0.16,0.19,0.24,0.15,0.2,0.18,0.17,0.19,0.2,0.11,0.18,0.14,0.14,0.15,0.22,0.17,0.17,0.18,0.22,0.12,0.18,0.15,0.11,0.16,0.16,0.12,0.17,0.14,0.16,0.14,0.12,0.14,0.17,0.15,0.13,0.29,0.0,0.14,0.17,0.16,0.13,0.14,0.0,0.12,0.12,0.11,0.11,0.14,0.14,0.11,0.11,0.13,0.13,0.14,0.12,0.14,0.14,0.14,0.12,0.0,0.11,0.12,0.0,0.0,0.0,0.11,0.11,0.0,0.12,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.19,0.0,0.0,0.11,0.0,0.0,0.12,0.29,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.06
09/20/2021,2.5,1.8,1.85,1.72,1.13,1.68,1.34,0.94,1.0,0.7,0.9,1.12,0.92,0.98,0.86,0.76,0.74,0.86,0.67,0.61,0.7,0.74,0.74,0.6,0.63,0.83,0.54,0.68,0.83,0.51,0.52,0.59,0.52,0.55,0.56,0.48,0.47,0.56,0.48,0.57,0.36,0.43,0.51,0.47,0.41,0.39,0.45,0.4,0.46,0.41,0.37,0.36,0.27,0.38,0.28,0.38,0.43,0.3,0.33,0.35,0.35,0.41,0.26,0.34,0.34,0.29,0.32,0.3,0.32,0.33,0.25,0.26,0.23,0.32,0.29,0.27,0.29,0.24,0.3,0.3,0.26,0.27,0.23,0.24,0.27,0.25,0.25,0.24,0.28,0.15,0.25,0.22,0.22,0.21,0.23,0.25,0.23,0.2,0.21,0.18,0.2,0.23,0.17,0.18,0.16,0.19,0.22,0.18,0.21,0.19,0.18,0.25,0.18,0.21,0.18,0.23,0.17,0.15,0.19,0.16,0.21,0.16,0.19,0.24,0.15,0.2,0.18,0.17,0.19,0.2,0.11,0.18,0.15,0.14,0.15,0.21,0.17,0.18,0.19,0.22,0.12,0.18,0.15,0.0,0.16,0.16,0.12,0.17,0.15,0.16,0.15,0.12,0.14,0.17,0.15,0.13,0.29,0.0,0.14,0.17,0.15,0.13,0.13,0.0,0.12,0.12,0.0,0.11,0.14,0.13,0.11,0.11,0.13,0.13,0.14,0.12,0.14,0.14,0.14,0.12,0.1,0.11,0.13,0.0,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.11,0.11,0.12,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.19,0.0,0.0,0.11,0.0,0.0,0.12,0.31,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.10000000000001
09/21/2021,2.51,1.8,1.85,1.72,1.09,1.69,1.34,0.96,1.0,0.71,0.89,1.13,0.93,0.99,0.86,0.77,0.74,0.88,0.67,0.62,0.7,0.73,0.75,0.61,0.63,0.82,0.54,0.67,0.81,0.51,0.53,0.59,0.52,0.55,0.56,0.47,0.46,0.56,0.48,0.58,0.34,0.43,0.51,0.47,0.42,0.39,0.47,0.41,0.46,0.41,0.37,0.36,0.24,0.38,0.28,0.37,0.43,0.31,0.33,0.35,0.35,0.4,0.26,0.34,0.34,0.28,0.32,0.3,0.32,0.33,0.24,0.27,0.24,0.31,0.28,0.27,0.29,0.24,0.3,0.3,0.26,0.28,0.23,0.23,0.26,0.26,0.25,0.24,0.28,0.15,0.26,0.22,0.21,0.21,0.22,0.26,0.23,0.2,0.21,0.18,0.19,0.23,0.16,0.18,0.16,0.19,0.23,0.18,0.21,0.19,0.18,0.14,0.18,0.22,0.18,0.23,0.17,0.15,0.19,0.16,0.2,0.16,0.19,0.22,0.15,0.2,0.18,0.17,0.2,0.19,0.11,0.18,0.15,0.14,0.15,0.22,0.17,0.17,0.19,0.23,0.12,0.18,0.15,0.0,0.16,0.16,0.12,0.17,0.15,0.16,0.15,0.12,0.15,0.18,0.15,0.13,0.25,0.0,0.14,0.17,0.16,0.13,0.13,0.0,0.12,0.12,0.11,0.11,0.14,0.13,0.0,0.11,0.13,0.13,0.14,0.12,0.14,0.13,0.14,0.12,0.0,0.11,0.13,0.0,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.19,0.0,0.0,0.11,0.0,0.0,0.13,0.3,0.12,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.96000000000001
09/22/2021,2.51,1.8,1.85,1.72,1.09,1.69,1.34,0.96,1.0,0.71,0.89,1.13,0.93,0.99,0.86,0.77,0.74,0.88,0.67,0.62,0.7,0.73,0.75,0.61,0.63,0.82,0.54,0.67,0.81,0.51,0.53,0.59,0.52,0.55,0.56,0.47,0.46,0.56,0.48,0.58,0.34,0.43,0.51,0.47,0.42,0.39,0.47,0.41,0.46,0.41,0.37,0.36,0.24,0.38,0.28,0.37,0.43,0.31,0.33,0.35,0.35,0.4,0.26,0.34,0.34,0.28,0.32,0.3,0.32,0.33,0.24,0.27,0.24,0.31,0.28,0.27,0.29,0.24,0.3,0.3,0.26,0.28,0.23,0.23,0.26,0.26,0.25,0.24,0.28,0.15,0.26,0.22,0.21,0.21,0.22,0.26,0.23,0.2,0.21,0.18,0.19,0.23,0.16,0.18,0.16,0.19,0.23,0.18,0.21,0.19,0.18,0.14,0.18,0.22,0.18,0.23,0.17,0.15,0.19,0.16,0.2,0.16,0.19,0.22,0.15,0.2,0.18,0.17,0.2,0.19,0.11,0.18,0.15,0.14,0.15,0.22,0.17,0.17,0.19,0.23,0.12,0.18,0.15,0.0,0.16,0.16,0.12,0.17,0.15,0.16,0.15,0.12,0.15,0.18,0.15,0.13,0.25,0.0,0.14,0.17,0.16,0.13,0.13,0.0,0.12,0.12,0.11,0.11,0.14,0.13,0.0,0.11,0.13,0.13,0.14,0.12,0.14,0.13,0.14,0.12,0.0,0.11,0.13,0.0,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.19,0.0,0.0,0.11,0.0,0.0,0.13,0.3,0.12,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.96000000000001
09/23/2021,2.54,1.72,1.87,1.69,1.05,1.7,1.33,0.97,0.98,0.72,0.88,1.14,0.94,1.0,0.84,0.78,0.73,0.89,0.68,0.63,0.71,0.74,0.76,0.6,0.63,0.82,0.54,0.68,0.82,0.51,0.52,0.57,0.53,0.56,0.56,0.48,0.47,0.57,0.48,0.58,0.33,0.43,0.52,0.48,0.42,0.39,0.47,0.41,0.47,0.41,0.37,0.36,0.23,0.38,0.28,0.38,0.44,0.31,0.34,0.35,0.34,0.41,0.26,0.34,0.34,0.28,0.32,0.31,0.33,0.34,0.24,0.27,0.24,0.32,0.29,0.27,0.3,0.23,0.3,0.3,0.26,0.28,0.23,0.24,0.26,0.26,0.25,0.24,0.28,0.15,0.26,0.22,0.22,0.21,0.23,0.26,0.22,0.18,0.21,0.18,0.19,0.22,0.17,0.17,0.15,0.19,0.23,0.18,0.21,0.19,0.18,0.15,0.18,0.22,0.18,0.24,0.17,0.15,0.19,0.16,0.21,0.16,0.19,0.22,0.15,0.2,0.18,0.17,0.2,0.2,0.0,0.18,0.15,0.14,0.15,0.22,0.18,0.17,0.19,0.23,0.12,0.19,0.15,0.0,0.16,0.16,0.12,0.17,0.14,0.16,0.15,0.12,0.15,0.18,0.15,0.13,0.24,0.0,0.14,0.18,0.15,0.13,0.13,0.0,0.12,0.12,0.11,0.11,0.15,0.13,0.11,0.0,0.13,0.13,0.14,0.12,0.14,0.14,0.15,0.12,0.0,0.11,0.14,0.11,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.2,0.0,0.0,0.11,0.0,0.0,0.13,0.3,0.12,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.11
09/24/2021,2.54,1.84,1.9,1.69,1.06,1.68,1.35,0.93,1.0,0.72,0.88,1.14,0.94,0.99,0.84,0.77,0.73,0.89,0.66,0.61,0.71,0.72,0.75,0.61,0.63,0.79,0.54,0.68,0.82,0.51,0.52,0.57,0.52,0.55,0.55,0.48,0.46,0.56,0.48,0.64,0.33,0.43,0.51,0.47,0.43,0.38,0.46,0.41,0.47,0.41,0.37,0.36,0.24,0.38,0.3,0.37,0.43,0.31,0.33,0.36,0.35,0.41,0.27,0.33,0.34,0.29,0.32,0.29,0.33,0.33,0.24,0.27,0.24,0.31,0.28,0.28,0.3,0.23,0.29,0.3,0.26,0.28,0.24,0.24,0.26,0.26,0.25,0.24,0.28,0.16,0.26,0.22,0.22,0.21,0.23,0.26,0.23,0.19,0.21,0.18,0.19,0.23,0.16,0.18,0.15,0.19,0.23,0.18,0.21,0.19,0.17,0.0,0.18,0.22,0.18,0.24,0.17,0.15,0.2,0.16,0.21,0.16,0.19,0.22,0.15,0.2,0.18,0.17,0.2,0.19,0.11,0.18,0.15,0.14,0.15,0.21,0.18,0.16,0.19,0.23,0.12,0.18,0.15,0.0,0.16,0.16,0.12,0.17,0.15,0.16,0.15,0.12,0.14,0.18,0.15,0.13,0.25,0.0,0.14,0.18,0.15,0.13,0.13,0.0,0.11,0.12,0.11,0.11,0.15,0.13,0.0,0.0,0.13,0.13,0.14,0.12,0.14,0.14,0.14,0.12,0.0,0.11,0.14,0.11,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.19,0.0,0.0,0.11,0.0,0.0,0.12,0.29,0.12,0.14,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.06
09/27/2021,2.51,1.84,1.9,1.73,1.1,1.64,1.39,0.95,1.01,0.72,0.89,1.13,0.95,0.98,0.85,0.75,0.75,0.86,0.65,0.59,0.7,0.7,0.74,0.62,0.63,0.77,0.54,0.67,0.81,0.5,0.52,0.59,0.49,0.54,0.54,0.48,0.45,0.56,0.48,0.65,0.35,0.43,0.5,0.47,0.42,0.38,0.46,0.4,0.46,0.4,0.38,0.36,0.25,0.39,0.29,0.37,0.43,0.3,0.33,0.35,0.36,0.4,0.27,0.33,0.33,0.29,0.32,0.29,0.32,0.32,0.25,0.27,0.24,0.31,0.28,0.3,0.29,0.24,0.29,0.3,0.26,0.27,0.23,0.24,0.27,0.28,0.25,0.24,0.28,0.16,0.25,0.22,0.21,0.22,0.22,0.25,0.23,0.2,0.21,0.19,0.19,0.23,0.16,0.18,0.16,0.19,0.22,0.17,0.21,0.19,0.17,0.12,0.18,0.21,0.18,0.24,0.17,0.15,0.2,0.16,0.2,0.16,0.2,0.21,0.15,0.2,0.18,0.18,0.19,0.19,0.11,0.18,0.14,0.14,0.15,0.21,0.18,0.17,0.18,0.23,0.13,0.18,0.15,0.0,0.16,0.16,0.12,0.16,0.15,0.15,0.15,0.12,0.14,0.17,0.16,0.13,0.28,0.0,0.13,0.17,0.16,0.13,0.13,0.0,0.11,0.12,0.11,0.11,0.15,0.14,0.0,0.11,0.13,0.12,0.14,0.12,0.14,0.13,0.14,0.12,0.0,0.11,0.13,0.11,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.19,0.0,0.0,0.11,0.0,0.0,0.12,0.3,0.11,0.14,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.92
09/28/2021,2.55,1.79,1.97,1.71,1.06,1.64,1.36,0.96,0.98,0.72,0.88,1.15,0.98,0.98,0.85,0.77,0.74,0.85,0.67,0.6,0.7,0.7,0.75,0.61,0.64,0.77,0.55,0.67,0.82,0.51,0.51,0.59,0.49,0.55,0.55,0.48,0.45,0.55,0.48,0.64,0.35,0.43,0.51,0.47,0.43,0.38,0.45,0.4,0.47,0.41,0.37,0.36,0.25,0.38,0.29,0.38,0.44,0.31,0.34,0.35,0.35,0.4,0.27,0.35,0.34,0.3,0.32,0.29,0.32,0.32,0.24,0.26,0.24,0.31,0.28,0.29,0.29,0.23,0.3,0.3,0.26,0.27,0.23,0.25,0.26,0.27,0.25,0.24,0.28,0.15,0.26,0.22,0.21,0.21,0.22,0.25,0.22,0.19,0.21,0.19,0.19,0.23,0.16,0.17,0.15,0.19,0.23,0.18,0.2,0.19,0.17,0.13,0.18,0.22,0.18,0.24,0.17,0.14,0.2,0.16,0.21,0.15,0.19,0.22,0.15,0.2,0.18,0.17,0.2,0.19,0.11,0.18,0.14,0.14,0.15,0.22,0.18,0.17,0.18,0.23,0.13,0.18,0.15,0.0,0.16,0.16,0.12,0.16,0.14,0.16,0.14,0.12,0.14,0.18,0.15,0.13,0.24,0.0,0.14,0.17,0.16,0.13,0.13,0.0,0.0,0.12,0.11,0.11,0.15,0.13,0.0,0.11,0.13,0.13,0.14,0.12,0.14,0.14,0.14,0.12,0.0,0.11,0.13,0.11,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.21,0.0,0.0,0.11,0.0,0.0,0.13,0.3,0.11,0.14,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.99
09/29/2021,2.55,1.79,1.97,1.71,1.06,1.64,1.36,0.96,0.98,0.72,0.88,1.15,0.98,0.98,0.85,0.77,0.74,0.85,0.67,0.6,0.7,0.7,0.75,0.61,0.64,0.77,0.55,0.67,0.82,0.51,0.51,0.59,0.49,0.55,0.55,0.48,0.45,0.55,0.48,0.64,0.35,0.43,0.51,0.47,0.43,0.38,0.45,0.4,0.47,0.41,0.37,0.36,0.25,0.38,0.29,0.38,0.44,0.31,0.34,0.35,0.35,0.4,0.27,0.35,0.34,0.3,0.32,0.29,0.32,0.32,0.24,0.26,0.24,0.31,0.28,0.29,0.29,0.23,0.3,0.3,0.26,0.27,0.23,0.25,0.26,0.27,0.25,0.24,0.28,0.15,0.26,0.22,0.21,0.21,0.22,0.25,0.22,0.19,0.21,0.19,0.19,0.23,0.16,0.17,0.15,0.19,0.23,0.18,0.2,0.19,0.17,0.13,0.18,0.22,0.18,0.24,0.17,0.14,0.2,0.16,0.21,0.15,0.19,0.22,0.15,0.2,0.18,0.17,0.2,0.19,0.11,0.18,0.14,0.14,0.15,0.22,0.18,0.17,0.18,0.23,0.13,0.18,0.15,0.0,0.16,0.16,0.12,0.16,0.14,0.16,0.14,0.12,0.14,0.18,0.15,0.13,0.24,0.0,0.14,0.17,0.16,0.13,0.13,0.0,0.0,0.12,0.11,0.11,0.15,0.13,0.0,0.11,0.13,0.13,0.14,0.12,0.14,0.14,0.14,0.12,0.0,0.11,0.13,0.11,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.21,0.0,0.0,0.11,0.0,0.0,0.13,0.3,0.11,0.14,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.99
09/30/2021,2.6,1.8,1.96,1.77,1.07,1.59,1.35,0.96,0.98,0.73,0.89,1.14,0.98,0.98,0.86,0.8,0.75,0.84,0.68,0.59,0.7,0.7,0.74,0.62,0.65,0.74,0.56,0.66,0.81,0.5,0.53,0.6,0.49,0.55,0.55,0.48,0.46,0.54,0.48,0.64,0.35,0.43,0.5,0.48,0.43,0.38,0.45,0.4,0.47,0.4,0.38,0.37,0.25,0.37,0.31,0.38,0.44,0.3,0.34,0.36,0.35,0.41,0.28,0.35,0.33,0.3,0.32,0.29,0.32,0.32,0.24,0.26,0.24,0.32,0.28,0.3,0.29,0.23,0.29,0.3,0.26,0.27,0.23,0.25,0.27,0.27,0.25,0.24,0.27,0.15,0.25,0.22,0.21,0.21,0.22,0.25,0.22,0.19,0.21,0.2,0.19,0.23,0.16,0.18,0.15,0.19,0.23,0.18,0.2,0.19,0.17,0.17,0.18,0.21,0.18,0.24,0.18,0.14,0.2,0.16,0.21,0.15,0.19,0.22,0.15,0.2,0.18,0.17,0.19,0.19,0.11,0.18,0.14,0.14,0.16,0.22,0.18,0.17,0.18,0.23,0.13,0.18,0.16,0.0,0.15,0.16,0.12,0.16,0.14,0.16,0.15,0.12,0.14,0.18,0.16,0.13,0.21,0.0,0.13,0.17,0.16,0.13,0.13,0.0,0.0,0.12,0.11,0.11,0.15,0.14,0.11,0.11,0.13,0.12,0.14,0.12,0.14,0.14,0.14,0.12,0.0,0.11,0.13,0.11,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.11,0.0,0.11,0.11,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.19,0.0,0.0,0.12,0.0,0.0,0.12,0.29,0.11,0.14,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.11000000000001
10/01/2021,2.63,1.81,1.97,1.77,1.05,1.56,1.3,0.99,0.99,0.72,0.89,1.14,1.01,0.98,0.86,0.82,0.75,0.83,0.7,0.6,0.7,0.69,0.74,0.6,0.67,0.75,0.56,0.66,0.81,0.5,0.53,0.6,0.5,0.55,0.56,0.47,0.47,0.53,0.47,0.63,0.34,0.43,0.5,0.49,0.43,0.37,0.44,0.4,0.47,0.41,0.37,0.36,0.24,0.37,0.31,0.38,0.43,0.29,0.34,0.36,0.34,0.41,0.28,0.35,0.34,0.31,0.32,0.3,0.34,0.31,0.24,0.25,0.25,0.32,0.28,0.3,0.29,0.23,0.29,0.31,0.26,0.27,0.23,0.25,0.26,0.26,0.24,0.24,0.28,0.15,0.25,0.21,0.22,0.21,0.22,0.26,0.22,0.19,0.22,0.21,0.18,0.22,0.16,0.18,0.16,0.2,0.22,0.17,0.19,0.19,0.18,0.2,0.18,0.22,0.18,0.24,0.18,0.14,0.2,0.17,0.21,0.15,0.18,0.22,0.15,0.2,0.19,0.17,0.19,0.19,0.11,0.17,0.14,0.14,0.16,0.22,0.17,0.17,0.17,0.22,0.14,0.17,0.16,0.0,0.15,0.16,0.12,0.16,0.14,0.16,0.15,0.12,0.14,0.17,0.15,0.13,0.19,0.0,0.13,0.17,0.16,0.13,0.14,0.0,0.0,0.12,0.11,0.11,0.15,0.14,0.0,0.11,0.13,0.13,0.15,0.12,0.14,0.14,0.13,0.12,0.0,0.11,0.13,0.12,0.0,0.0,0.11,0.12,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.18,0.1,0.0,0.12,0.1,0.0,0.11,0.28,0.11,0.14,0.0,0.0,0.0,0.0,0.11,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.08
