,TBF,FNDE,FNDF,GLTR,KRE,CPER,SLV,SCHC,XME,VBR,QVAL,VTV,EZU,IVAL,EWW,RSP,FIDU,DBB,USL,FCX,JPM,GNR,4165.T,MLM,VMC,EPD,ITB,RJA,VOE,BHP,RIO,FRDM,ARCH,CCO.TO,FGXXX,SLB,COP,XOM,XOP,CVX,JJN,iPath® B Bloomberg Coffee Ttl Ret ETN,X,NEM,ABX.TO,JO,SPDR® S&P Oil & Gas Explor & Prodtn ETF,n/a,601019.SS,KRBN,VTIP,STPZ,MSFT,GOOGL,FB,AMZN,BCI,PPLT,PALL,XLE,VTI,TIP,YANG,SUM
09/20/2021,11.34,9.74,7.03,5.0,4.66,4.41,3.64,3.75,3.46,3.01,3.11,3.08,2.58,2.49,2.29,2.11,2.02,2.17,1.75,1.61,1.57,1.46,0.0,1.09,1.06,0.96,1.04,1.04,1.02,0.77,0.79,0.76,1.06,0.91,0.6,0.57,0.59,0.51,0.48,0.48,0.57,0.0,0.54,0.43,0.43,0.61,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/21/2021,11.52,9.75,7.08,4.95,4.7,4.32,3.54,3.78,3.36,3.04,3.15,3.1,2.61,2.5,2.31,2.13,2.03,2.16,1.77,1.52,1.59,1.45,0.0,1.08,1.06,0.96,1.06,1.05,1.03,0.75,0.76,0.77,1.03,0.89,0.62,0.57,0.6,0.51,0.48,0.48,0.56,0.0,0.54,0.41,0.42,0.62,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/22/2021,11.52,9.75,7.08,4.95,4.7,4.32,3.54,3.78,3.36,3.04,3.15,3.1,2.61,2.5,2.31,2.13,2.03,2.16,1.77,1.52,1.59,1.45,0.0,1.08,1.06,0.96,1.06,1.05,1.03,0.75,0.76,0.77,1.03,0.89,0.62,0.57,0.6,0.51,0.48,0.48,0.56,0.0,0.54,0.41,0.42,0.62,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/23/2021,11.52,9.75,7.08,4.95,4.7,4.32,3.54,3.78,3.36,3.04,3.15,3.1,2.61,2.5,2.31,2.13,2.03,2.16,1.77,1.52,1.59,1.45,0.0,1.08,1.06,0.96,1.06,1.05,1.03,0.75,0.76,0.77,1.03,0.89,0.62,0.57,0.6,0.51,0.48,0.48,0.56,0.0,0.54,0.41,0.42,0.62,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/24/2021,15.1,0.0,0.0,0.0,0.0,4.45,0.0,0.0,5.33,0.0,2.99,0.0,0.0,0.0,1.99,0.0,0.0,3.01,2.03,1.87,0.0,0.0,0.0,0.99,1.02,1.01,0.0,2.02,0.0,0.0,0.0,1.0,0.98,0.95,0.93,0.48,0.52,0.5,0.49,0.5,0.49,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,2.56,16.31,7.65,4.02,4.0,3.97,3.93,3.0,2.06,1.92,1.47,0.0,0.0,0.0,99.98
09/27/2021,14.89,0.0,0.0,0.0,0.0,4.51,0.0,0.0,5.39,0.0,3.02,0.0,0.0,0.0,2.0,0.0,0.0,3.06,2.05,1.92,0.0,0.0,0.0,1.0,1.02,1.01,0.0,2.04,0.0,0.0,0.0,1.0,0.99,0.94,1.01,0.48,0.54,0.51,0.51,0.51,0.5,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,2.55,16.14,7.57,4.04,4.0,3.78,3.94,3.01,2.12,2.02,1.51,0.0,0.0,0.0,100.01
09/28/2021,15.05,0.0,0.0,0.0,0.0,4.47,0.0,0.0,5.4,0.0,3.04,0.0,0.0,0.0,1.99,0.0,0.0,3.04,2.06,1.94,0.0,0.0,0.0,1.01,1.04,1.0,0.0,2.03,0.0,0.0,0.0,1.0,1.02,0.94,1.03,0.51,0.55,0.52,0.52,0.52,0.5,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,2.53,15.98,7.5,4.01,3.99,3.77,3.95,3.03,2.1,1.97,1.54,0.0,0.0,0.0,99.99
09/29/2021,15.05,0.0,0.0,0.0,0.0,4.47,0.0,0.0,5.4,0.0,3.04,0.0,0.0,0.0,1.99,0.0,0.0,3.04,2.06,1.94,0.0,0.0,0.0,1.01,1.04,1.0,0.0,2.03,0.0,0.0,0.0,1.0,1.02,0.94,1.03,0.51,0.55,0.52,0.52,0.52,0.5,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,2.53,15.98,7.5,4.01,3.99,3.77,3.95,3.03,2.1,1.97,1.54,0.0,0.0,0.0,99.99
09/30/2021,15.16,0.0,0.0,0.0,0.0,4.52,0.0,0.0,5.35,0.0,3.03,0.0,0.0,0.0,1.96,0.0,0.0,3.04,2.07,1.94,0.0,0.0,0.0,0.99,1.02,0.98,0.0,2.03,0.0,0.0,0.0,0.99,0.98,0.89,1.09,0.51,0.55,0.53,0.53,0.52,0.49,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,2.63,15.93,7.47,3.99,4.0,3.83,3.94,3.04,2.06,1.93,1.55,0.0,0.0,0.0,99.98
10/01/2021,15.16,0.0,0.0,0.0,0.0,4.52,0.0,0.0,5.35,0.0,3.03,0.0,0.0,0.0,1.96,0.0,0.0,3.04,2.07,1.94,0.0,0.0,0.0,0.99,1.02,0.98,0.0,2.03,0.0,0.0,0.0,0.99,0.98,0.89,1.09,0.51,0.55,0.53,0.53,0.52,0.49,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,2.63,15.93,7.47,3.99,4.0,3.83,3.94,3.04,2.06,1.93,1.55,0.0,0.0,0.0,99.98
10/04/2021,15.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,0.0,0.0,0.0,0.0,0.0,0.0,1.99,2.11,0.0,0.0,0.0,0.0,1.0,1.02,1.01,0.0,2.07,0.0,0.0,0.0,0.0,0.0,0.98,0.57,0.0,0.58,0.55,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98,17.6,10.05,4.77,4.79,0.0,4.85,0.0,0.0,0.0,0.0,14.85,7.53,1.57,100.01
10/05/2021,15.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97,0.0,0.0,0.0,0.0,0.0,0.0,1.96,2.13,0.0,0.0,0.0,0.0,0.97,0.99,1.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,1.04,0.57,0.0,0.58,0.54,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,17.68,10.1,4.75,4.78,0.0,4.85,0.0,0.0,0.0,0.0,14.75,7.56,1.52,99.96999999999998
10/06/2021,15.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97,0.0,0.0,0.0,0.0,0.0,0.0,1.96,2.13,0.0,0.0,0.0,0.0,0.97,0.99,1.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,1.04,0.57,0.0,0.58,0.54,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,17.68,10.1,4.75,4.78,0.0,4.85,0.0,0.0,0.0,0.0,14.75,7.56,1.52,99.96999999999998
10/07/2021,15.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.2,0.0,0.0,0.0,0.0,0.99,1.01,1.05,0.0,2.11,0.0,0.0,0.0,0.0,0.0,1.04,0.57,0.0,0.62,0.57,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09,17.41,10.09,4.77,4.78,0.0,4.71,0.0,0.0,0.0,0.0,14.72,7.56,1.67,100.01
10/08/2021,15.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98,0.0,0.0,0.0,0.0,0.0,0.0,1.99,2.24,0.0,0.0,0.0,0.0,0.98,0.99,1.06,0.0,2.11,0.0,0.0,0.0,0.0,0.0,1.04,0.56,0.0,0.61,0.57,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,17.33,10.04,4.84,4.83,0.0,4.72,0.0,0.0,0.0,0.0,14.77,7.52,1.6,99.98
10/11/2021,15.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,0.0,0.0,0.0,0.0,0.0,0.0,1.99,2.21,0.0,0.0,0.0,0.0,1.01,1.02,1.05,0.0,2.1,0.0,0.0,0.0,0.0,0.0,1.06,0.91,0.0,0.61,0.55,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.91,17.2,9.97,4.9,4.91,0.0,4.81,0.0,0.0,0.0,0.0,14.86,7.46,1.41,100.01
10/12/2021,15.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,0.0,0.0,0.0,0.0,0.0,0.0,1.99,2.21,0.0,0.0,0.0,0.0,1.01,1.02,1.05,0.0,2.1,0.0,0.0,0.0,0.0,0.0,1.06,0.91,0.0,0.61,0.55,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.91,17.2,9.97,4.9,4.91,0.0,4.81,0.0,0.0,0.0,0.0,14.86,7.46,1.41,100.01
10/13/2021,15.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,0.0,0.0,0.0,0.0,0.0,0.0,1.99,2.21,0.0,0.0,0.0,0.0,1.01,1.02,1.05,0.0,2.1,0.0,0.0,0.0,0.0,0.0,1.06,0.91,0.0,0.61,0.55,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.91,17.2,9.97,4.9,4.91,0.0,4.81,0.0,0.0,0.0,0.0,14.86,7.46,1.41,100.01
10/14/2021,15.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,0.0,0.0,0.0,0.0,0.0,0.0,1.99,2.21,0.0,0.0,0.0,0.0,1.01,1.02,1.05,0.0,2.1,0.0,0.0,0.0,0.0,0.0,1.06,0.91,0.0,0.61,0.55,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.91,17.2,9.97,4.9,4.91,0.0,4.81,0.0,0.0,0.0,0.0,14.86,7.46,1.41,100.01
10/15/2021,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98,0.0,0.0,0.0,0.0,0.0,0.0,2.07,2.24,0.0,0.0,0.0,0.0,0.99,1.0,1.07,0.0,2.1,0.0,0.0,0.0,0.0,0.0,1.02,0.87,0.0,0.63,0.56,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,17.23,9.98,4.9,4.91,0.0,4.73,0.0,0.0,0.0,0.0,14.75,7.47,1.37,99.98
10/18/2021,15.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,2.25,0.0,0.0,0.0,0.0,0.98,0.99,1.1,0.0,2.06,0.0,0.0,0.0,0.0,0.0,1.21,0.87,0.0,0.62,0.56,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,17.25,10.0,4.94,4.86,0.0,4.79,0.0,0.0,0.0,0.0,14.82,7.53,1.31,99.99
10/19/2021,15.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0,2.15,2.25,0.0,0.0,0.0,0.0,1.01,1.02,1.09,0.0,2.07,0.0,0.0,0.0,0.0,0.0,1.19,0.86,0.0,0.62,0.56,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96,17.12,9.92,5.01,4.95,0.0,4.78,0.0,0.0,0.0,0.0,14.95,7.48,1.32,100.0
10/20/2021,15.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04,0.0,0.0,0.0,0.0,0.0,0.0,2.22,2.25,0.0,0.0,0.0,0.0,1.02,1.02,1.1,0.0,2.08,0.0,0.0,0.0,0.0,0.0,1.17,0.86,0.0,0.63,0.57,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85,17.06,9.89,5.01,4.94,0.0,4.92,0.0,0.0,0.0,0.0,14.98,7.44,1.28,100.03
10/21/2021,15.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04,0.0,0.0,0.0,0.0,0.0,0.0,2.22,2.25,0.0,0.0,0.0,0.0,1.02,1.02,1.1,0.0,2.08,0.0,0.0,0.0,0.0,0.0,1.17,0.86,0.0,0.63,0.57,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85,17.06,9.89,5.01,4.94,0.0,4.92,0.0,0.0,0.0,0.0,14.98,7.44,1.28,100.03
10/22/2021,15.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05,0.0,0.0,0.0,0.0,0.0,0.0,2.14,2.25,0.0,0.0,0.0,0.0,1.03,1.03,1.1,0.0,2.07,0.0,0.0,0.0,0.0,0.0,1.24,0.85,0.0,0.63,0.57,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,17.0,9.85,5.07,4.99,0.0,4.95,0.0,0.0,0.0,0.0,15.1,7.39,1.15,100.01
10/25/2021,15.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,0.0,0.0,0.0,0.0,0.0,0.0,2.15,2.27,0.0,0.0,0.0,0.0,1.05,1.06,1.11,0.0,2.09,0.0,0.0,0.0,0.0,0.0,1.25,0.86,0.0,0.64,0.57,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.82,16.96,9.83,5.03,4.92,0.0,4.89,0.0,0.0,0.0,0.0,15.1,7.37,1.13,100.01
10/26/2021,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05,0.0,0.0,0.0,0.0,0.0,0.0,2.04,2.24,0.0,0.0,0.0,0.0,1.05,1.05,1.1,0.0,2.07,0.0,0.0,0.0,0.0,0.0,1.21,0.86,0.0,0.62,0.56,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,16.99,9.84,5.09,4.92,0.0,4.92,0.0,0.0,0.0,0.0,15.15,7.39,1.14,100.02
10/27/2021,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05,0.0,0.0,0.0,0.0,0.0,0.0,2.04,2.24,0.0,0.0,0.0,0.0,1.05,1.05,1.1,0.0,2.07,0.0,0.0,0.0,0.0,0.0,1.21,0.86,0.0,0.62,0.56,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,16.99,9.84,5.09,4.92,0.0,4.92,0.0,0.0,0.0,0.0,15.15,7.39,1.14,100.02
10/28/2021,15.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,2.04,2.25,0.0,0.0,0.0,0.0,1.09,1.09,1.1,0.0,2.09,0.0,0.0,0.0,0.0,0.0,1.23,0.86,0.0,0.64,0.58,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93,17.04,9.87,5.05,4.77,0.0,4.76,0.0,0.0,0.0,0.0,15.22,7.42,1.13,100.01000000000002
