,EBAY,CCEP,OMF,LOW,BBY,DG,DGX,HUM,WMT,HBI,PFG,NLSN,MAN,CF,TSLA,ZM,FB,ACN,SHOP,JEF,NVDA,NFLX,AAPL,LMT,AMZN,PII,CRH,AES,EMN,PG,OZK,DOV,Cash&Other,AVGO,BNTX,TDOC,NVAX,MRNA,FSK,OVV,HRC,CRM,DASH,ABNB,ARWR,AMGN,BC,SF,JHG,NWL,ZION,CC,TOL,QCOM,n/a,HSY,TROW,CDW,OMC,FHN,GWW,EMR,PH,MMC,ALLE,FE,CSCO,ABBV,ABC,WM,IBKR,GD,HIG,AMAT,MET,GOOGL,USB,TSN,KSS,PEP,DE,ROST,SBUX,MSFT,MU,PYPL,SUM
09/01/2021,0.0,0.0,0.0,0.0,4.71,0.0,0.0,0.0,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.0,1.48,0.0,0.97,5.14,2.53,0.0,0.0,0.0,0.0,4.78,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,3.14,0.0,3.2,0.0,4.49,2.69,0.0,4.42,4.39,4.04,0.0,4.83,4.19,3.36,4.07,0.96,4.17,4.35,3.96,1.47,4.44,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/02/2021,0.0,0.0,0.0,0.0,4.75,0.0,0.0,0.0,4.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0,1.49,0.0,0.98,0.79,2.54,0.0,0.0,0.0,0.0,4.74,0.0,0.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,3.13,0.0,4.45,2.71,0.0,4.44,4.38,4.07,0.0,4.72,4.22,3.38,4.04,0.96,4.22,4.36,3.97,1.48,4.42,3.95,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/03/2021,0.0,0.0,0.0,0.0,4.67,0.0,0.0,0.0,4.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.18,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,1.48,0.0,0.97,0.79,2.53,0.0,0.0,0.0,0.0,4.78,0.0,0.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,3.17,0.0,4.46,2.71,0.0,4.46,4.41,4.06,0.0,4.74,4.21,3.38,3.97,0.96,4.24,4.38,3.95,1.48,4.52,3.94,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/06/2021,0.0,0.0,0.0,0.0,4.65,0.0,0.0,0.0,4.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,0.0,1.49,0.0,0.98,2.17,2.5,0.0,0.0,0.0,0.0,4.79,0.0,0.0,2.12,0.0,0.0,0.0,0.0,0.0,0.0,3.09,0.0,3.12,0.0,4.46,2.69,0.0,4.47,4.35,4.11,0.0,4.6,4.22,3.38,3.93,0.97,4.34,4.49,3.98,0.0,4.61,3.95,4.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/07/2021,0.0,0.0,0.0,0.0,4.57,0.0,0.0,0.0,4.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.24,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,1.5,0.0,0.97,0.75,2.54,0.0,0.0,0.0,0.0,4.8,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,3.13,0.0,4.45,4.1,0.0,4.47,4.31,4.11,0.0,4.6,4.17,3.38,3.88,0.98,4.37,4.47,3.98,0.0,4.63,3.95,4.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/08/2021,0.0,0.0,0.0,0.0,4.57,0.0,0.0,0.0,4.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.24,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,1.5,0.0,0.97,0.75,2.54,0.0,0.0,0.0,0.0,4.8,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,3.13,0.0,4.45,4.1,0.0,4.47,4.31,4.11,0.0,4.6,4.17,3.38,3.88,0.98,4.37,4.47,3.98,0.0,4.63,3.95,4.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/09/2021,0.0,0.0,0.0,0.0,4.57,0.0,0.0,0.0,4.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.24,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,1.5,0.0,0.97,0.75,2.54,0.0,0.0,0.0,0.0,4.8,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,3.13,0.0,4.45,4.1,0.0,4.47,4.31,4.11,0.0,4.6,4.17,3.38,3.88,0.98,4.37,4.47,3.98,0.0,4.63,3.95,4.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/10/2021,0.0,0.0,0.0,0.0,4.52,0.0,0.0,0.0,4.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,1.51,0.0,0.97,0.76,2.56,0.0,0.0,0.0,0.0,4.87,0.0,0.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,3.09,0.0,3.18,0.0,4.48,4.12,0.0,4.42,4.29,4.12,0.0,4.61,4.14,3.36,3.92,0.98,4.27,4.39,3.99,0.0,4.65,3.94,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
09/13/2021,0.0,0.0,0.0,0.0,4.59,0.0,0.0,0.0,4.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,0.0,1.52,0.0,0.99,5.32,2.56,0.0,0.0,0.0,0.0,4.9,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,3.07,0.0,3.21,0.0,4.35,4.09,0.0,4.49,4.36,4.12,0.0,0.0,4.12,3.27,3.92,1.0,4.3,4.41,4.0,0.0,4.66,3.99,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96999999999998
09/14/2021,0.0,0.0,0.0,0.0,4.53,0.0,0.0,0.0,4.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,1.53,0.0,0.99,0.89,2.59,0.0,0.0,0.0,0.0,4.91,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,3.09,0.0,3.21,0.0,4.37,4.13,0.0,4.5,4.36,4.1,0.0,0.0,4.12,3.28,3.88,1.01,4.35,4.34,3.97,0.0,4.64,4.02,4.32,3.37,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
09/15/2021,0.0,0.0,0.0,0.0,4.53,0.0,0.0,0.0,4.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,1.53,0.0,0.99,0.89,2.59,0.0,0.0,0.0,0.0,4.91,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,0.0,3.09,0.0,3.21,0.0,4.37,4.13,0.0,4.5,4.36,4.1,0.0,0.0,4.12,3.28,3.88,1.01,4.35,4.34,3.97,0.0,4.64,4.02,4.32,3.37,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
09/16/2021,0.0,0.0,0.0,0.0,4.59,0.0,0.0,0.0,4.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,1.55,0.0,0.97,3.15,2.6,0.0,0.0,0.0,0.0,4.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.15,0.0,3.26,0.0,4.34,4.15,0.0,4.51,4.34,4.07,0.0,0.0,4.1,3.25,3.96,1.0,4.28,4.31,3.98,0.0,4.67,4.03,4.28,3.33,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/17/2021,0.0,0.0,0.0,0.0,4.56,0.0,0.0,0.0,4.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.32,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0,1.56,0.0,0.96,5.17,2.64,0.0,0.0,0.0,0.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,3.21,0.0,4.27,4.13,0.0,4.53,4.33,4.05,0.0,0.0,0.0,3.23,3.95,1.0,4.24,4.36,4.01,0.0,4.7,4.06,4.27,3.32,1.11,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/20/2021,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.32,2.69,0.0,0.0,2.51,0.0,0.0,2.5,0.0,2.15,0.0,0.0,1.54,0.0,0.0,5.58,2.65,0.0,0.0,0.0,0.0,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,3.24,0.0,4.44,0.0,0.0,4.53,4.35,4.04,0.0,0.0,0.0,0.0,3.97,0.99,4.27,4.32,3.94,0.0,4.71,4.02,0.0,3.27,1.1,2.23,4.13,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/21/2021,0.0,0.0,0.0,0.0,4.53,0.0,0.0,0.0,4.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,2.73,0.0,0.0,2.54,0.0,0.0,2.5,0.0,2.08,0.0,0.0,1.55,0.0,0.0,5.62,2.66,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17,0.0,3.23,0.0,4.53,0.0,0.0,4.54,4.34,4.0,0.0,0.0,0.0,0.0,3.97,0.99,4.21,4.28,3.93,0.0,4.71,4.01,0.0,3.29,1.1,2.19,4.12,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/22/2021,0.0,0.0,0.0,0.0,4.53,0.0,0.0,0.0,4.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,2.73,0.0,0.0,2.54,0.0,0.0,2.5,0.0,2.08,0.0,0.0,1.55,0.0,0.0,5.62,2.66,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17,0.0,3.23,0.0,4.53,0.0,0.0,4.54,4.34,4.0,0.0,0.0,0.0,0.0,3.97,0.99,4.21,4.28,3.93,0.0,4.71,4.01,0.0,3.29,1.1,2.19,4.12,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/23/2021,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,2.68,0.0,0.0,2.53,0.0,0.0,2.47,0.0,2.09,0.0,0.0,1.56,0.0,0.0,10.1,2.63,0.0,0.0,0.0,0.0,4.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,0.0,3.21,0.0,4.45,0.0,0.0,4.59,4.27,4.0,0.0,0.0,0.0,0.0,4.01,1.0,4.26,0.0,3.94,0.0,4.75,4.09,0.0,3.33,1.1,2.15,4.04,2.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/24/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,2.53,0.0,0.0,2.47,0.0,2.11,0.0,0.0,1.57,0.0,0.0,24.48,2.64,0.0,0.0,0.0,0.0,4.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,0.0,3.2,0.0,4.41,0.0,0.0,4.56,0.0,4.02,0.0,0.0,0.0,0.0,3.95,1.01,4.21,0.0,3.91,0.0,4.75,4.11,0.0,3.3,1.09,0.0,4.0,2.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.1
09/27/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,0.0,0.0,2.58,0.0,0.0,2.49,0.0,2.13,0.0,0.0,1.56,0.0,0.0,32.02,2.67,0.0,0.0,0.0,0.0,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.53,0.0,4.06,0.0,0.0,0.0,0.0,4.05,1.01,4.25,0.0,0.0,0.0,4.72,4.07,0.0,0.0,1.1,0.0,4.12,2.98,4.23,3.98,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/28/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,0.0,2.68,0.0,0.0,2.58,0.0,0.0,4.51,0.0,2.1,0.0,0.0,1.56,0.0,0.0,1.97,2.69,0.0,0.0,0.0,0.0,4.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57,0.0,4.08,0.0,0.0,0.0,0.0,4.02,1.02,4.23,0.0,0.0,0.0,4.72,4.1,0.0,0.0,1.11,0.0,4.14,3.01,4.27,4.0,3.72,4.01,3.98,3.01,3.0,3.0,3.0,2.99,100.12
09/29/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,0.0,2.68,0.0,0.0,2.58,0.0,0.0,4.51,0.0,2.1,0.0,0.0,1.56,0.0,0.0,1.97,2.69,0.0,0.0,0.0,0.0,4.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57,0.0,4.08,0.0,0.0,0.0,0.0,4.02,1.02,4.23,0.0,0.0,0.0,4.72,4.1,0.0,0.0,1.11,0.0,4.14,3.01,4.27,4.0,3.72,4.01,3.98,3.01,3.0,3.0,3.0,2.99,100.11999999999999
