,IBM,CVS,ANTM,ENB.TO,BNS.TO,MO,GILD,CI,BMO.TO,TFC,F,CM.TO,EPD,TRP.TO,CNQ.TO,EOG,EBAY,BK,KMB,MFC.TO,WBA,ORLY,PRU,SYY,HPQ,GIS,DHI,SWK,WMB,LEN,MPLX,MCK,STT,BBY,W,NUE,KR,ET,DBK.DE,TSN,OKE,IP,ABC,DLTR,GWW,HIG,K,TSCO,PPL,STX,LB,ETR,PPL.TO,HPE,GPC,DGX,CAH,NWSA,MAS,LUMN,PHM,CTXS,SJM,AAP,XRAY,WRK,WHR,CPB,LII,HAS,GME,STLD,ALLE,GPS,CHRW,NLY,SC,CHG.BK,TPL,IRM,SNA,WSM,TPR,TAP,NWL,BPY,MMP,HSIC,RHI,UAA,WU,RS,PNW,AGNC,JNPR,KSS,RL,ARW,PII,HII,DOO.TO,JNJ,WMT,HD,PG,ADBE,VZ,CSCO,INTC,PFE,PEP,ABBV,T,MRK,COST,TXN,QCOM,PM,BMY,AMGN,LOW,MMM,AMD,EL,CL,HUM,EMR,CTAS,LVS,CDNS,TDG,ROK,VFC,SWKS,FAST,SIRI,VIACA,HSY,CERN,EIX,AMC,WDC,AMCR,ROL,BAH,CNA,RPM,STN.TO,SMG,ACI,Brookfield Business Partners LP,ARCC,OHI,DCI,LECO,JEF,Cash,YSS.V,TENO.CN,SDA.AX,BBU.UN.TO,n/a,603983.SS,UNH,AVGO,ACN,TGT,CTSH,YUM,OXY,CLX,NTAP,UI,EMN,BAP,NI,VST,JBL,BJ,PAG,TPX,ESLT.TA,M,OGE,CHE,COTY,PVH,NXST,DKS,CASY,GT,LPX,LSTR,ALGM,SSD,SUM
01/24/2022,0.0,1.97,1.6,0.0,0.0,1.35,1.24,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.64,0.62,0.0,0.61,0.61,0.46,0.0,0.51,0.0,0.47,0.56,0.0,0.34,0.0,0.0,0.51,0.0,0.0,0.39,0.0,0.0,0.0,0.42,0.37,0.0,0.0,0.35,0.33,0.33,0.0,0.0,0.0,0.32,0.27,0.25,0.0,0.0,0.23,0.0,0.0,0.0,0.22,0.21,0.0,0.0,0.18,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.15,0.18,0.0,0.0,0.15,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.1,6.34,5.74,5.32,5.72,0.0,3.22,3.57,3.09,0.0,3.51,3.43,0.0,2.97,3.11,0.0,0.0,2.32,2.09,1.88,2.26,1.46,0.0,1.02,1.02,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.47,0.0,0.0,0.42,0.39,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.17,0.0,0.0,0.19,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.21,0.0,6.36,3.28,3.28,1.55,0.66,0.53,0.48,0.32,0.29,0.26,0.24,0.16,0.16,0.15,0.14,0.13,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.08,0.09,0.07,0.08,100.01999999999998
01/25/2022,0.0,1.97,1.57,0.0,0.0,1.36,1.26,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.63,0.61,0.0,0.59,0.61,0.46,0.0,0.51,0.0,0.47,0.55,0.0,0.35,0.0,0.0,0.51,0.0,0.0,0.39,0.0,0.0,0.0,0.42,0.37,0.0,0.0,0.35,0.33,0.31,0.0,0.0,0.0,0.31,0.27,0.25,0.0,0.0,0.23,0.0,0.0,0.0,0.23,0.21,0.0,0.0,0.18,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.15,0.18,0.0,0.0,0.14,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.1,6.37,5.74,5.35,5.78,0.0,3.23,3.51,3.11,0.0,3.54,3.42,0.0,2.97,3.12,0.0,0.0,2.35,2.07,1.88,2.29,1.46,0.0,1.01,1.04,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.48,0.0,0.0,0.43,0.4,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.17,0.0,0.0,0.19,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.22,0.0,6.38,3.22,3.24,1.53,0.65,0.53,0.46,0.32,0.28,0.26,0.24,0.16,0.16,0.15,0.13,0.13,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.08,0.09,0.07,0.07,100.0
01/26/2022,0.0,1.97,1.57,0.0,0.0,1.36,1.26,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.63,0.61,0.0,0.59,0.61,0.46,0.0,0.51,0.0,0.47,0.55,0.0,0.35,0.0,0.0,0.51,0.0,0.0,0.39,0.0,0.0,0.0,0.42,0.37,0.0,0.0,0.35,0.33,0.31,0.0,0.0,0.0,0.31,0.27,0.25,0.0,0.0,0.23,0.0,0.0,0.0,0.23,0.21,0.0,0.0,0.18,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.15,0.18,0.0,0.0,0.14,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.1,6.37,5.74,5.35,5.78,0.0,3.23,3.51,3.11,0.0,3.54,3.42,0.0,2.97,3.12,0.0,0.0,2.35,2.07,1.88,2.29,1.46,0.0,1.01,1.04,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.48,0.0,0.0,0.43,0.4,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.17,0.0,0.0,0.19,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.22,0.0,6.38,3.22,3.24,1.53,0.65,0.53,0.46,0.32,0.28,0.26,0.24,0.16,0.16,0.15,0.13,0.13,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.08,0.09,0.07,0.07,100.0
01/27/2022,0.0,2.0,1.59,0.0,0.0,1.34,1.26,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.65,0.61,0.0,0.6,0.61,0.47,0.0,0.5,0.0,0.47,0.55,0.0,0.37,0.0,0.0,0.52,0.0,0.0,0.39,0.0,0.0,0.0,0.43,0.37,0.0,0.0,0.36,0.32,0.32,0.0,0.0,0.0,0.31,0.28,0.25,0.0,0.0,0.23,0.0,0.0,0.0,0.22,0.21,0.0,0.0,0.18,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.16,0.0,0.0,0.0,0.15,0.15,0.18,0.0,0.0,0.14,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.1,6.27,5.71,5.55,5.7,0.0,3.2,3.51,3.09,0.0,3.5,3.41,0.0,2.91,3.15,0.0,0.0,2.29,2.03,1.86,2.35,1.45,0.0,1.02,1.03,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.48,0.0,0.0,0.43,0.39,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.17,0.0,0.0,0.19,0.0,0.14,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.21,0.0,6.36,3.25,3.25,1.54,0.65,0.54,0.46,0.32,0.28,0.26,0.23,0.16,0.16,0.15,0.13,0.13,0.12,0.11,0.11,0.12,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.09,0.09,0.09,0.08,0.08,99.98
01/28/2022,0.0,2.0,1.57,0.0,0.0,1.35,1.27,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.65,0.62,0.0,0.59,0.61,0.47,0.0,0.52,0.0,0.48,0.55,0.0,0.36,0.0,0.0,0.49,0.0,0.0,0.39,0.0,0.0,0.0,0.44,0.37,0.0,0.0,0.35,0.33,0.31,0.0,0.0,0.0,0.31,0.28,0.25,0.0,0.0,0.23,0.0,0.0,0.0,0.22,0.21,0.0,0.0,0.19,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.15,0.18,0.0,0.0,0.14,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.1,6.5,5.63,5.52,5.68,0.0,3.23,3.48,3.05,0.0,3.49,3.46,0.0,2.95,3.1,0.0,0.0,2.34,2.04,1.87,2.34,1.47,0.0,1.0,1.01,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.47,0.0,0.0,0.42,0.4,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.17,0.0,0.0,0.19,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.22,0.0,6.34,3.23,3.24,1.51,0.64,0.53,0.51,0.32,0.28,0.26,0.24,0.16,0.16,0.15,0.13,0.13,0.12,0.11,0.11,0.12,0.11,0.1,0.1,0.1,0.1,0.11,0.1,0.09,0.09,0.09,0.07,0.07,100.01
01/31/2022,0.0,2.08,1.56,0.0,0.0,1.37,1.25,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.64,0.62,0.0,0.6,0.61,0.44,0.0,0.53,0.0,0.48,0.57,0.0,0.35,0.0,0.0,0.5,0.0,0.0,0.39,0.0,0.0,0.0,0.43,0.37,0.0,0.0,0.35,0.33,0.34,0.0,0.0,0.0,0.31,0.27,0.25,0.0,0.0,0.22,0.0,0.0,0.0,0.22,0.21,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.15,0.18,0.0,0.0,0.14,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.1,6.63,5.6,5.5,5.69,0.0,3.13,3.4,2.89,0.0,3.46,3.55,0.0,3.01,3.15,0.0,0.0,2.35,2.09,1.86,2.31,1.45,0.0,1.02,1.03,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.47,0.0,0.0,0.42,0.4,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.17,0.0,0.0,0.19,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.22,0.0,6.42,3.29,3.23,1.5,0.64,0.52,0.51,0.3,0.28,0.25,0.24,0.16,0.16,0.15,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.09,0.1,0.1,0.08,0.08,0.08,0.07,0.07,99.99999999999996
02/01/2022,0.0,2.1,1.56,0.0,0.0,1.35,1.26,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.64,0.61,0.0,0.61,0.61,0.45,0.0,0.52,0.0,0.48,0.57,0.0,0.35,0.0,0.0,0.47,0.0,0.0,0.39,0.0,0.0,0.0,0.42,0.37,0.0,0.0,0.35,0.32,0.35,0.0,0.0,0.0,0.31,0.27,0.24,0.0,0.0,0.22,0.0,0.0,0.0,0.22,0.21,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.15,0.18,0.0,0.0,0.14,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.1,6.58,5.58,5.57,5.65,0.0,3.19,3.41,2.82,0.0,3.47,3.55,0.0,2.97,3.16,0.0,0.0,2.35,2.1,1.88,2.37,1.37,0.0,1.02,1.02,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.47,0.0,0.0,0.42,0.39,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.17,0.0,0.0,0.18,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.22,0.0,6.39,3.35,3.28,1.52,0.65,0.52,0.51,0.3,0.28,0.26,0.23,0.16,0.17,0.15,0.12,0.12,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.08,0.08,0.09,0.07,0.07,99.98999999999997
02/02/2022,0.0,2.1,1.56,0.0,0.0,1.35,1.26,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.64,0.61,0.0,0.61,0.61,0.45,0.0,0.52,0.0,0.48,0.57,0.0,0.35,0.0,0.0,0.47,0.0,0.0,0.39,0.0,0.0,0.0,0.42,0.37,0.0,0.0,0.35,0.32,0.35,0.0,0.0,0.0,0.31,0.27,0.24,0.0,0.0,0.22,0.0,0.0,0.0,0.22,0.21,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.15,0.18,0.0,0.0,0.14,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.1,6.58,5.58,5.57,5.65,0.0,3.19,3.41,2.82,0.0,3.47,3.55,0.0,2.97,3.16,0.0,0.0,2.35,2.1,1.88,2.37,1.37,0.0,1.02,1.02,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.47,0.0,0.0,0.42,0.39,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.17,0.0,0.0,0.18,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.22,0.0,6.39,3.35,3.28,1.52,0.65,0.52,0.51,0.3,0.28,0.26,0.23,0.16,0.17,0.15,0.12,0.12,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.08,0.08,0.09,0.07,0.07,99.98999999999998
02/03/2022,0.0,2.1,1.56,0.0,0.0,1.35,1.26,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.64,0.61,0.0,0.61,0.61,0.45,0.0,0.52,0.0,0.48,0.57,0.0,0.35,0.0,0.0,0.47,0.0,0.0,0.39,0.0,0.0,0.0,0.42,0.37,0.0,0.0,0.35,0.32,0.35,0.0,0.0,0.0,0.31,0.27,0.24,0.0,0.0,0.22,0.0,0.0,0.0,0.22,0.21,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.15,0.18,0.0,0.0,0.14,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.1,6.58,5.58,5.57,5.65,0.0,3.19,3.41,2.82,0.0,3.47,3.55,0.0,2.97,3.16,0.0,0.0,2.35,2.1,1.88,2.37,1.37,0.0,1.02,1.02,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.47,0.0,0.0,0.42,0.39,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.17,0.0,0.0,0.18,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.22,0.0,6.39,3.35,3.28,1.52,0.65,0.52,0.51,0.3,0.28,0.26,0.23,0.16,0.17,0.15,0.12,0.12,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.08,0.08,0.09,0.07,0.07,99.98999999999998
02/04/2022,0.0,2.03,1.54,0.0,0.0,1.35,1.24,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.64,0.61,0.0,0.61,0.6,0.46,0.0,0.52,0.0,0.48,0.56,0.0,0.35,0.0,0.0,0.47,0.0,0.0,0.39,0.0,0.0,0.0,0.43,0.37,0.0,0.0,0.36,0.32,0.34,0.0,0.0,0.0,0.31,0.27,0.24,0.0,0.0,0.22,0.0,0.0,0.0,0.22,0.21,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.15,0.18,0.0,0.0,0.14,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.1,6.54,5.62,5.53,5.6,0.0,3.18,3.39,2.86,0.0,3.46,3.49,0.0,2.97,3.22,0.0,0.0,2.31,2.08,1.85,2.37,1.38,0.0,1.04,1.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.47,0.0,0.0,0.41,0.39,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.17,0.0,0.0,0.19,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.23,0.0,6.42,3.48,3.35,1.52,0.65,0.53,0.51,0.3,0.28,0.26,0.23,0.16,0.17,0.15,0.13,0.13,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.08,0.08,0.09,0.08,0.07,99.99
02/07/2022,0.0,2.06,1.58,0.0,0.0,1.33,1.18,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.64,0.62,0.0,0.62,0.6,0.45,0.0,0.53,0.0,0.49,0.58,0.0,0.34,0.0,0.0,0.48,0.0,0.0,0.38,0.0,0.0,0.0,0.43,0.38,0.0,0.0,0.36,0.32,0.35,0.0,0.0,0.0,0.32,0.27,0.24,0.0,0.0,0.22,0.0,0.0,0.0,0.22,0.21,0.0,0.0,0.18,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.15,0.19,0.0,0.0,0.14,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.1,6.53,5.65,5.47,5.71,0.0,3.2,3.34,2.82,0.0,3.48,3.57,0.0,2.87,3.31,0.0,0.0,2.32,2.04,1.81,2.33,1.36,0.0,1.01,1.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.47,0.0,0.0,0.43,0.39,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.16,0.0,0.0,0.19,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.31,0.0,6.61,3.43,3.26,1.47,0.65,0.53,0.54,0.29,0.28,0.24,0.23,0.15,0.17,0.15,0.13,0.13,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.08,0.09,0.09,0.08,0.07,100.02999999999999
