,PINS,TWTR,MTCH,SPOT,NFLX,FB,GOOGL,DIS,WOW,AMCX,MDP,IHRT,LGF.A,TTGT,IT,VIAC,YELP,GTN,NYT,DISCA,FOXA,IPG,SBTA.,NXST,GDRX,JW.A,OMC,NWSA,TGNA,IAC,AGPXX,Cash/Receivables/Payables,SBGI,IAC/InterActiveCorp Ordinary Shares - New,Interest/Overdraft,Securities Lending - Bnym,Omnicom Group Inc,LGF/A,n/a,688008.SS,SSTK,JCOM,DISH,SIRI,ZIP,JW/A,ZD,SUM
10/29/2021,4.2,4.65,5.64,5.43,5.85,4.18,4.77,4.67,2.52,2.25,3.73,2.3,0.0,3.32,2.86,2.41,2.69,0.0,0.0,2.27,2.96,2.61,0.0,2.69,0.0,2.43,2.58,2.82,3.05,3.1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93,0.0,2.63,2.52,2.94,0.0,3.0,100.04
11/01/2021,4.04,4.15,5.45,6.29,5.96,4.24,5.05,4.65,2.49,2.23,3.77,2.2,0.0,3.2,2.9,2.43,2.73,0.0,0.0,2.26,2.93,2.64,0.0,2.71,0.0,2.5,2.54,2.77,3.02,3.09,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,0.0,2.55,2.57,2.74,0.0,3.04,100.02
11/02/2021,3.97,4.1,5.28,6.31,6.12,4.34,5.14,4.65,2.42,2.19,3.77,2.18,0.0,3.3,2.95,2.38,2.69,0.0,0.0,2.19,2.87,2.64,0.0,2.72,0.0,2.49,2.51,2.74,3.0,3.07,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,0.0,2.54,2.58,2.9,0.0,3.04,100.02
11/03/2021,3.97,4.1,5.28,6.31,6.12,4.34,5.14,4.65,2.42,2.19,3.77,2.18,0.0,3.3,2.95,2.38,2.69,0.0,0.0,2.19,2.87,2.64,0.0,2.72,0.0,2.49,2.51,2.74,3.0,3.07,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,0.0,2.54,2.58,2.9,0.0,3.04,100.02
11/04/2021,3.97,4.1,5.28,6.31,6.12,4.34,5.14,4.65,2.42,2.19,3.77,2.18,0.0,3.3,2.95,2.38,2.69,0.0,0.0,2.19,2.87,2.64,0.0,2.72,0.0,2.49,2.51,2.74,3.0,3.07,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,0.0,2.54,2.58,2.9,0.0,3.04,100.02
11/05/2021,3.9,4.1,5.15,6.44,5.95,4.36,5.0,4.62,2.43,2.29,3.74,2.11,0.0,3.3,2.99,2.43,2.69,0.0,0.0,2.27,2.97,2.55,0.0,2.88,0.0,2.4,2.48,2.79,3.05,3.03,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,2.63,2.64,2.94,0.0,3.04,100.0
11/08/2021,3.83,4.07,5.43,6.33,5.85,4.45,5.08,4.62,2.44,2.33,3.73,2.16,0.0,3.42,2.9,2.33,2.74,0.0,0.0,2.35,2.95,2.56,0.0,2.91,0.0,2.45,2.46,2.78,3.04,2.98,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,0.0,2.27,2.68,2.98,0.0,2.97,100.0
11/09/2021,4.01,3.98,5.49,6.15,5.59,4.47,5.04,4.71,2.48,2.63,3.68,2.21,0.0,3.41,2.88,2.33,2.59,0.0,0.0,2.41,2.92,2.57,0.0,2.96,0.0,2.44,2.47,2.85,3.18,2.85,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,0.0,2.29,2.65,2.91,0.0,2.94,99.97
11/10/2021,4.01,3.98,5.49,6.15,5.59,4.47,5.04,4.71,2.48,2.63,3.68,2.21,0.0,3.41,2.88,2.33,2.59,0.0,0.0,2.41,2.92,2.57,0.0,2.96,0.0,2.44,2.47,2.85,3.18,2.85,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,0.0,2.29,2.65,2.91,0.0,2.94,99.97
11/11/2021,4.04,4.05,5.33,6.11,5.64,4.44,5.05,4.75,2.4,2.61,3.68,2.24,0.0,3.5,2.9,2.3,2.71,0.0,0.0,2.39,2.86,2.56,0.0,3.0,0.0,2.39,2.48,2.81,3.12,2.83,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,2.88,0.0,2.28,2.67,2.91,0.0,3.05,100.04
11/12/2021,4.06,4.03,5.33,5.95,5.69,4.4,5.06,4.71,2.39,2.62,3.69,2.3,0.0,3.61,2.95,2.28,2.65,0.0,0.0,2.43,2.86,2.55,0.0,3.01,0.0,2.4,2.49,2.78,3.19,2.78,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,0.0,2.23,2.67,2.97,0.0,3.09,100.04000000000002
11/15/2021,3.94,3.93,5.16,5.95,5.74,4.33,4.98,4.39,2.58,2.55,3.72,2.49,0.0,3.6,2.89,2.31,2.62,0.0,0.0,2.59,2.93,2.63,0.0,3.04,0.0,2.46,2.53,2.79,3.18,2.71,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,2.21,2.75,3.1,0.0,3.1,100.00999999999998
11/16/2021,4.0,3.92,5.03,5.99,5.92,4.48,5.05,4.29,2.64,2.51,3.71,2.43,0.0,3.7,2.89,2.26,2.61,0.0,0.0,2.55,2.9,2.57,0.0,2.98,0.0,2.47,2.49,2.79,3.16,2.69,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.0,2.21,2.74,3.17,0.0,2.98,100.01
11/17/2021,4.0,3.92,5.03,5.99,5.92,4.48,5.05,4.29,2.64,2.51,3.71,2.43,0.0,3.7,2.89,2.26,2.61,0.0,0.0,2.55,2.9,2.57,0.0,2.98,0.0,2.47,2.49,2.79,3.16,2.69,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.0,2.21,2.74,3.17,0.0,2.98,100.01
11/18/2021,4.16,3.96,5.07,5.93,5.88,4.55,5.03,4.25,2.5,2.61,3.72,2.46,0.0,3.68,2.89,2.3,2.62,0.0,0.0,2.55,2.91,2.55,0.0,3.02,0.0,2.43,2.48,2.74,3.18,2.63,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.0,2.19,2.74,3.17,0.0,2.96,100.04
11/19/2021,4.25,3.91,5.03,5.8,5.97,4.51,5.03,4.28,2.41,2.52,3.72,2.41,0.0,3.79,2.9,2.26,2.68,0.0,0.0,2.53,2.86,2.54,0.0,2.99,0.0,2.44,2.46,2.78,3.16,2.71,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,0.0,2.17,2.75,3.29,0.0,2.94,100.02
11/22/2021,4.25,3.91,5.03,5.8,5.97,4.51,5.03,4.28,2.41,2.52,3.72,2.41,0.0,3.79,2.9,2.26,2.68,0.0,0.0,2.53,2.86,2.54,0.0,2.99,0.0,2.44,2.46,2.78,3.16,2.71,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,0.0,2.17,2.75,3.29,0.0,2.94,100.02
11/23/2021,4.25,3.91,5.03,5.8,5.97,4.51,5.03,4.28,2.41,2.52,3.72,2.41,0.0,3.79,2.9,2.26,2.68,0.0,0.0,2.53,2.86,2.54,0.0,2.99,0.0,2.44,2.46,2.78,3.16,2.71,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,0.0,2.17,2.75,3.29,0.0,2.94,100.02
11/24/2021,4.03,3.76,5.0,5.74,6.1,4.7,5.24,4.29,2.48,2.42,3.87,2.54,0.0,3.79,3.01,2.24,2.58,0.0,0.0,2.39,2.85,2.52,0.0,3.0,0.0,2.52,2.51,2.69,3.25,2.63,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.0,2.11,2.66,3.31,0.0,2.91,100.02
11/25/2021,3.93,3.72,4.92,5.6,6.0,4.7,5.21,4.35,2.53,2.5,3.91,2.56,0.0,3.76,2.94,2.26,2.61,0.0,0.0,2.46,2.87,2.55,0.0,3.06,0.0,2.62,2.58,2.76,3.32,2.69,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,2.13,2.65,3.2,0.0,2.84,100.02
