,TECH,FICO,CGNX,MOH,SEDG,XPO,SBNY,CPT,MASI,CDAY,FDS,GGG,BRO,WSM,TTC,NDSN,MPW,STLD,RPM,AXON,RH,CREE,JAZZ,DECK,DAR,CABO,OC,LAD,HUBB,EWBC,CSL,JLL,MIDD,CLF,MANH,LEA,OLED,PEN,FHN,SCI,ACM,NBIX,Y,ATR,SYNH,CIEN,AMED,CONE,WEX,STOR,SAM,LSI,ARW,OSK,NNN,KSS,UTHR,CPRI,GNTX,DCI,ITT,EHC,LECO,AGCO,JBL,HRC,RGA,REXR,FSLR,CBSH,BC,PII,SMG,TPX,KRC,XEC,RNR,PCTY,WWD,THC,SEIC,HOG,AMG,TTEK,MAT,FAF,BRX,ACC,SON,WH,EME,JHG,PB,SLAB,SLM,TOL,SRCL,LHCG,PNFP,SNV,FL,NYT,OLN,BJ,TXRH,DKS,COHR,MAN,INGR,LFUS,X,AYI,THO,MSA,EQT,VVV,COR,PRI,EXEL,EXP,NATI,MTZ,SRC,EVR,ACHC,HELE,SLG,CC,RBC,AEO,DEI,CUZ,MMS,SYNA,AN,IBKR,TDC,TKR,ADS,KBR,CFX,TNL,RYN,NYCB,HXL,OZK,SAIC,QDEL,FLS,ESNT,CIT,CW,THG,NFG,FLO,ASH,IART,IRDM,MTG,CLH,SNX,SIGI,PK,GT,HIW,FCN,HE,WBS,WING,CR,PACW,ACIW,STL,CRI,KMPR,HRB,SMTC,WTFC,HR,ICUI,AVNT,LOPE,HPP,CCMP,RLI,WEN,ENS,UNVR,TGNA,CAR,UMPQ,LIVN,XRX,JWN,R,TRIP,SR,AVT,UMBF,FNB,SWX,BCO,MRCY,NJR,PZZA,CVLT,KBH,CMC,NSP,NAVI,SAFM,HWC,MUSA,QLYS,ETRN,VSAT,MAC,MUR,COG,WOLF,n/a,RRX,PCH,BXS,HAIN,CADE,SUM
10/12/2021,0.0,0.72,0.89,1.03,0.86,0.48,1.14,0.96,0.87,0.0,0.96,0.75,0.0,0.81,0.67,0.81,0.74,0.73,0.65,0.68,0.7,0.0,0.52,0.63,0.75,0.57,0.57,0.62,0.62,0.72,0.68,0.81,0.6,0.59,0.61,0.64,0.46,0.55,0.58,0.66,0.57,0.62,0.56,0.52,0.57,0.51,0.3,0.59,0.51,0.51,0.31,0.58,0.53,0.43,0.49,0.46,0.56,0.48,0.53,0.46,0.49,0.44,0.51,0.5,0.58,0.63,0.51,0.5,0.61,0.48,0.48,0.46,0.38,0.56,0.45,0.0,0.44,0.68,0.46,0.42,0.41,0.37,0.4,0.54,0.41,0.49,0.43,0.44,0.38,0.5,0.4,0.49,0.43,0.36,0.33,0.41,0.39,0.29,0.46,0.42,0.27,0.56,0.45,0.48,0.41,0.47,0.39,0.39,0.41,0.43,0.35,0.45,0.43,0.34,0.4,0.37,0.39,0.4,0.43,0.36,0.35,0.32,0.36,0.36,0.33,0.35,0.32,0.33,0.57,0.24,0.36,0.37,0.33,0.39,0.32,0.39,0.38,0.3,0.31,0.37,0.4,0.29,0.33,0.4,0.33,0.34,0.32,0.33,0.29,0.33,0.33,0.34,0.31,0.33,0.31,0.33,0.31,0.31,0.34,0.33,0.27,0.3,0.28,0.34,0.3,0.3,0.28,0.33,0.3,0.31,0.35,0.0,0.31,0.26,0.26,0.29,0.32,0.29,0.29,0.28,0.28,0.25,0.25,0.0,0.26,0.25,0.0,0.28,0.27,0.42,0.29,0.27,0.0,0.0,0.28,0.0,0.0,0.0,0.28,0.25,0.24,0.0,0.0,0.0,0.26,0.0,0.0,0.24,0.28,0.0,0.25,0.27,0.26,0.23,0.28,0.26,0.24,0.27,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,88.47
10/13/2021,0.0,0.72,0.89,1.03,0.86,0.48,1.14,0.96,0.87,0.0,0.96,0.75,0.0,0.81,0.67,0.81,0.74,0.73,0.65,0.68,0.7,0.0,0.52,0.63,0.75,0.57,0.57,0.62,0.62,0.72,0.68,0.81,0.6,0.59,0.61,0.64,0.46,0.55,0.58,0.66,0.57,0.62,0.56,0.52,0.57,0.51,0.3,0.59,0.51,0.51,0.31,0.58,0.53,0.43,0.49,0.46,0.56,0.48,0.53,0.46,0.49,0.44,0.51,0.5,0.58,0.63,0.51,0.5,0.61,0.48,0.48,0.46,0.38,0.56,0.45,0.0,0.44,0.68,0.46,0.42,0.41,0.37,0.4,0.54,0.41,0.49,0.43,0.44,0.38,0.5,0.4,0.49,0.43,0.36,0.33,0.41,0.39,0.29,0.46,0.42,0.27,0.56,0.45,0.48,0.41,0.47,0.39,0.39,0.41,0.43,0.35,0.45,0.43,0.34,0.4,0.37,0.39,0.4,0.43,0.36,0.35,0.32,0.36,0.36,0.33,0.35,0.32,0.33,0.57,0.24,0.36,0.37,0.33,0.39,0.32,0.39,0.38,0.3,0.31,0.37,0.4,0.29,0.33,0.4,0.33,0.34,0.32,0.33,0.29,0.33,0.33,0.34,0.31,0.33,0.31,0.33,0.31,0.31,0.34,0.33,0.27,0.3,0.28,0.34,0.3,0.3,0.28,0.33,0.3,0.31,0.35,0.0,0.31,0.26,0.26,0.29,0.32,0.29,0.29,0.28,0.28,0.25,0.25,0.0,0.26,0.25,0.0,0.28,0.27,0.42,0.29,0.27,0.0,0.0,0.28,0.0,0.0,0.0,0.28,0.25,0.24,0.0,0.0,0.0,0.26,0.0,0.0,0.24,0.28,0.0,0.25,0.27,0.26,0.23,0.28,0.26,0.24,0.27,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,88.47
10/14/2021,0.0,0.71,0.89,1.03,0.92,0.48,1.13,0.96,0.87,0.0,0.97,0.74,0.0,0.81,0.65,0.82,0.75,0.75,0.66,0.7,0.69,0.0,0.53,0.58,0.75,0.56,0.58,0.61,0.62,0.72,0.68,0.83,0.59,0.62,0.61,0.64,0.47,0.55,0.58,0.66,0.56,0.62,0.56,0.52,0.56,0.51,0.28,0.6,0.5,0.51,0.31,0.59,0.54,0.42,0.5,0.44,0.55,0.47,0.54,0.45,0.49,0.43,0.51,0.49,0.59,0.63,0.5,0.5,0.64,0.48,0.48,0.46,0.39,0.56,0.46,0.0,0.43,0.68,0.46,0.42,0.4,0.37,0.4,0.55,0.41,0.49,0.44,0.44,0.38,0.5,0.39,0.49,0.43,0.36,0.33,0.41,0.38,0.27,0.46,0.41,0.27,0.56,0.46,0.49,0.41,0.46,0.38,0.38,0.41,0.43,0.36,0.46,0.43,0.34,0.38,0.37,0.39,0.4,0.43,0.36,0.34,0.31,0.36,0.37,0.32,0.35,0.32,0.33,0.0,0.0,0.36,0.37,0.33,0.39,0.32,0.4,0.38,0.3,0.3,0.38,0.39,0.29,0.33,0.4,0.33,0.34,0.32,0.33,0.29,0.34,0.33,0.33,0.3,0.33,0.31,0.33,0.31,0.31,0.34,0.34,0.27,0.29,0.28,0.33,0.3,0.3,0.27,0.32,0.3,0.3,0.35,0.0,0.31,0.26,0.26,0.29,0.31,0.29,0.29,0.28,0.28,0.25,0.25,0.0,0.25,0.25,0.0,0.28,0.27,0.44,0.29,0.27,0.0,0.0,0.28,0.23,0.0,0.0,0.28,0.24,0.24,0.0,0.0,0.0,0.26,0.0,0.0,0.24,0.27,0.0,0.25,0.27,0.25,0.23,0.28,0.26,0.24,0.27,0.0,0.62,0.0,0.56,0.0,0.0,0.0,0.0,88.34
10/15/2021,0.0,0.72,0.89,1.03,0.98,0.47,1.12,0.98,0.87,0.0,0.98,0.74,0.0,0.82,0.63,0.81,0.75,0.76,0.66,0.71,0.69,0.0,0.52,0.59,0.75,0.55,0.58,0.63,0.62,0.72,0.68,0.82,0.59,0.62,0.6,0.65,0.47,0.57,0.57,0.65,0.56,0.62,0.56,0.52,0.57,0.5,0.3,0.59,0.51,0.51,0.3,0.59,0.53,0.42,0.5,0.45,0.54,0.49,0.55,0.45,0.48,0.42,0.5,0.49,0.57,0.63,0.51,0.51,0.66,0.47,0.48,0.46,0.39,0.55,0.46,0.0,0.43,0.69,0.46,0.42,0.4,0.36,0.39,0.54,0.41,0.5,0.44,0.45,0.37,0.5,0.39,0.48,0.43,0.36,0.33,0.42,0.39,0.28,0.47,0.41,0.27,0.55,0.46,0.48,0.4,0.47,0.38,0.38,0.41,0.42,0.37,0.46,0.43,0.34,0.38,0.4,0.39,0.41,0.43,0.36,0.34,0.31,0.36,0.37,0.32,0.34,0.32,0.33,0.0,0.23,0.37,0.37,0.33,0.38,0.32,0.39,0.39,0.31,0.31,0.37,0.39,0.29,0.33,0.4,0.33,0.34,0.32,0.32,0.28,0.34,0.32,0.33,0.3,0.33,0.31,0.33,0.3,0.32,0.34,0.34,0.27,0.3,0.28,0.33,0.3,0.3,0.27,0.33,0.31,0.29,0.35,0.0,0.31,0.26,0.26,0.28,0.31,0.29,0.29,0.28,0.28,0.25,0.26,0.0,0.25,0.24,0.0,0.28,0.27,0.47,0.28,0.27,0.0,0.0,0.28,0.23,0.0,0.0,0.27,0.24,0.24,0.0,0.0,0.0,0.26,0.0,0.0,0.24,0.27,0.0,0.25,0.26,0.25,0.23,0.28,0.27,0.0,0.26,0.0,0.61,0.0,0.57,0.0,0.0,0.0,0.0,88.43
10/18/2021,0.0,0.72,0.9,1.01,0.99,0.47,1.12,0.99,0.9,0.0,0.97,0.75,0.0,0.83,0.64,0.82,0.75,0.74,0.67,0.73,0.69,0.0,0.52,0.6,0.75,0.55,0.58,0.63,0.63,0.72,0.69,0.81,0.59,0.6,0.62,0.65,0.48,0.57,0.57,0.64,0.56,0.6,0.56,0.53,0.57,0.51,0.31,0.59,0.53,0.51,0.3,0.61,0.53,0.42,0.5,0.45,0.52,0.49,0.54,0.45,0.49,0.41,0.5,0.49,0.57,0.62,0.5,0.51,0.65,0.47,0.48,0.46,0.38,0.55,0.45,0.0,0.43,0.7,0.45,0.41,0.41,0.36,0.41,0.55,0.42,0.5,0.44,0.45,0.37,0.49,0.39,0.48,0.43,0.37,0.33,0.43,0.38,0.28,0.48,0.41,0.26,0.56,0.44,0.49,0.39,0.48,0.38,0.38,0.41,0.43,0.37,0.46,0.38,0.34,0.38,0.4,0.39,0.41,0.43,0.37,0.35,0.31,0.36,0.37,0.31,0.34,0.31,0.32,0.0,0.0,0.36,0.37,0.33,0.38,0.31,0.38,0.39,0.31,0.3,0.37,0.4,0.29,0.33,0.4,0.32,0.34,0.32,0.32,0.29,0.35,0.32,0.33,0.3,0.33,0.31,0.33,0.3,0.32,0.35,0.33,0.27,0.29,0.27,0.33,0.3,0.3,0.28,0.32,0.32,0.29,0.35,0.0,0.31,0.26,0.25,0.28,0.31,0.29,0.29,0.28,0.28,0.26,0.26,0.0,0.25,0.24,0.0,0.28,0.27,0.44,0.28,0.28,0.0,0.0,0.28,0.23,0.0,0.23,0.27,0.24,0.26,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.27,0.0,0.25,0.26,0.25,0.24,0.28,0.26,0.23,0.26,0.0,0.63,0.0,0.59,0.0,0.0,0.0,0.0,88.49000000000001
10/19/2021,0.0,0.72,0.92,1.01,0.97,0.49,1.14,0.98,0.9,0.0,0.97,0.74,0.0,0.84,0.65,0.82,0.76,0.75,0.67,0.72,0.69,0.0,0.53,0.61,0.75,0.55,0.59,0.63,0.64,0.73,0.71,0.8,0.6,0.6,0.63,0.66,0.48,0.57,0.57,0.64,0.56,0.61,0.56,0.53,0.56,0.49,0.31,0.59,0.54,0.51,0.29,0.6,0.53,0.43,0.5,0.45,0.52,0.49,0.55,0.45,0.5,0.41,0.51,0.49,0.56,0.62,0.5,0.52,0.64,0.47,0.48,0.46,0.38,0.54,0.46,0.0,0.43,0.69,0.45,0.42,0.41,0.36,0.41,0.55,0.42,0.49,0.43,0.44,0.37,0.49,0.38,0.48,0.42,0.38,0.33,0.42,0.38,0.29,0.47,0.41,0.26,0.55,0.44,0.49,0.39,0.48,0.38,0.38,0.41,0.43,0.37,0.45,0.37,0.34,0.37,0.39,0.39,0.41,0.43,0.37,0.34,0.31,0.36,0.38,0.32,0.34,0.31,0.32,0.0,0.0,0.36,0.37,0.33,0.37,0.31,0.38,0.39,0.31,0.3,0.37,0.41,0.29,0.33,0.4,0.32,0.34,0.32,0.3,0.3,0.35,0.32,0.33,0.3,0.33,0.31,0.33,0.3,0.32,0.35,0.33,0.27,0.3,0.27,0.33,0.3,0.3,0.29,0.32,0.32,0.29,0.35,0.0,0.31,0.26,0.25,0.28,0.31,0.29,0.29,0.28,0.29,0.26,0.26,0.0,0.25,0.24,0.0,0.27,0.27,0.45,0.28,0.28,0.0,0.0,0.28,0.24,0.0,0.0,0.27,0.24,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.23,0.27,0.0,0.24,0.26,0.25,0.24,0.28,0.25,0.23,0.25,0.0,0.61,0.0,0.6,0.0,0.0,0.0,0.0,88.50999999999999
10/20/2021,0.0,0.72,0.92,1.01,0.97,0.49,1.14,0.98,0.9,0.0,0.97,0.74,0.0,0.84,0.65,0.82,0.76,0.75,0.67,0.72,0.7,0.0,0.53,0.61,0.75,0.55,0.59,0.63,0.64,0.73,0.71,0.8,0.6,0.6,0.63,0.66,0.48,0.57,0.57,0.64,0.56,0.61,0.56,0.53,0.56,0.49,0.31,0.59,0.54,0.51,0.29,0.6,0.53,0.43,0.5,0.45,0.52,0.49,0.55,0.45,0.5,0.41,0.51,0.49,0.56,0.62,0.5,0.52,0.64,0.47,0.48,0.46,0.38,0.54,0.46,0.0,0.43,0.69,0.45,0.42,0.41,0.36,0.41,0.55,0.42,0.49,0.43,0.44,0.37,0.49,0.38,0.48,0.42,0.38,0.33,0.42,0.38,0.29,0.47,0.41,0.26,0.55,0.44,0.49,0.39,0.48,0.38,0.38,0.41,0.43,0.37,0.45,0.37,0.34,0.37,0.39,0.39,0.41,0.43,0.37,0.34,0.31,0.36,0.38,0.32,0.34,0.31,0.32,0.0,0.0,0.36,0.37,0.33,0.37,0.31,0.38,0.39,0.31,0.3,0.37,0.41,0.29,0.33,0.4,0.32,0.34,0.32,0.3,0.3,0.35,0.32,0.33,0.3,0.33,0.31,0.33,0.3,0.32,0.35,0.33,0.27,0.3,0.27,0.33,0.3,0.3,0.29,0.32,0.32,0.29,0.35,0.0,0.31,0.27,0.25,0.28,0.31,0.29,0.29,0.28,0.29,0.26,0.26,0.0,0.25,0.24,0.0,0.27,0.27,0.45,0.28,0.28,0.0,0.0,0.28,0.24,0.0,0.0,0.27,0.24,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.23,0.27,0.0,0.24,0.26,0.25,0.24,0.28,0.25,0.23,0.25,0.0,0.61,0.0,0.6,0.0,0.0,0.0,0.0,88.53
10/21/2021,0.0,0.73,0.93,0.99,0.99,0.49,1.15,0.99,0.87,0.0,0.97,0.75,0.0,0.86,0.65,0.82,0.75,0.75,0.68,0.73,0.73,0.0,0.53,0.63,0.76,0.55,0.59,0.63,0.64,0.74,0.7,0.8,0.59,0.6,0.65,0.65,0.48,0.56,0.56,0.64,0.55,0.6,0.55,0.52,0.55,0.49,0.32,0.59,0.53,0.51,0.29,0.61,0.53,0.42,0.5,0.47,0.51,0.49,0.53,0.45,0.49,0.41,0.51,0.48,0.56,0.61,0.5,0.52,0.64,0.47,0.48,0.47,0.37,0.56,0.45,0.0,0.42,0.7,0.45,0.41,0.41,0.36,0.41,0.54,0.42,0.49,0.44,0.44,0.37,0.48,0.39,0.48,0.42,0.38,0.33,0.43,0.38,0.29,0.47,0.41,0.26,0.55,0.46,0.49,0.39,0.49,0.38,0.38,0.4,0.44,0.36,0.46,0.37,0.34,0.37,0.39,0.39,0.41,0.42,0.37,0.34,0.31,0.35,0.38,0.32,0.34,0.31,0.32,0.0,0.24,0.36,0.37,0.32,0.38,0.31,0.39,0.39,0.31,0.3,0.37,0.4,0.28,0.33,0.4,0.31,0.34,0.32,0.3,0.3,0.34,0.32,0.33,0.29,0.33,0.3,0.33,0.3,0.32,0.34,0.34,0.27,0.29,0.28,0.33,0.29,0.3,0.28,0.32,0.31,0.29,0.35,0.0,0.31,0.27,0.25,0.27,0.31,0.29,0.29,0.27,0.29,0.25,0.25,0.0,0.25,0.24,0.0,0.27,0.27,0.47,0.28,0.27,0.0,0.0,0.28,0.23,0.0,0.0,0.27,0.24,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.26,0.0,0.24,0.25,0.25,0.24,0.28,0.25,0.24,0.25,0.0,0.63,0.0,0.61,0.0,0.0,0.0,0.0,88.46000000000001
10/22/2021,0.0,0.73,0.94,1.01,1.02,0.49,1.1,0.97,0.88,0.0,0.98,0.75,0.0,0.85,0.66,0.83,0.75,0.76,0.67,0.75,0.71,0.0,0.54,0.61,0.77,0.55,0.57,0.63,0.64,0.74,0.69,0.79,0.6,0.59,0.65,0.64,0.49,0.58,0.57,0.64,0.56,0.6,0.56,0.52,0.56,0.5,0.33,0.59,0.54,0.51,0.29,0.6,0.53,0.43,0.49,0.46,0.52,0.48,0.53,0.46,0.49,0.41,0.52,0.5,0.56,0.61,0.49,0.52,0.66,0.47,0.48,0.46,0.37,0.56,0.45,0.0,0.42,0.7,0.45,0.42,0.41,0.35,0.41,0.55,0.43,0.49,0.43,0.43,0.37,0.47,0.39,0.47,0.43,0.38,0.33,0.42,0.38,0.3,0.46,0.43,0.26,0.56,0.45,0.49,0.39,0.48,0.38,0.35,0.41,0.44,0.36,0.45,0.37,0.35,0.37,0.39,0.39,0.41,0.42,0.36,0.34,0.31,0.35,0.39,0.32,0.34,0.3,0.31,0.0,0.24,0.36,0.37,0.32,0.38,0.31,0.4,0.38,0.31,0.3,0.37,0.4,0.27,0.32,0.4,0.3,0.34,0.32,0.3,0.3,0.34,0.31,0.33,0.29,0.33,0.3,0.33,0.31,0.33,0.34,0.34,0.27,0.29,0.27,0.33,0.29,0.3,0.28,0.32,0.31,0.29,0.35,0.0,0.31,0.27,0.24,0.27,0.31,0.29,0.29,0.28,0.29,0.25,0.25,0.0,0.26,0.24,0.0,0.27,0.27,0.47,0.28,0.27,0.0,0.0,0.29,0.0,0.0,0.23,0.27,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.26,0.0,0.24,0.25,0.25,0.24,0.28,0.25,0.24,0.25,0.0,0.67,0.0,0.61,0.0,0.0,0.0,0.0,88.54
10/25/2021,0.0,0.71,0.91,1.03,0.98,0.5,1.14,0.97,0.87,0.0,0.97,0.76,0.0,0.86,0.65,0.81,0.75,0.77,0.68,0.72,0.71,0.0,0.54,0.6,0.77,0.55,0.58,0.63,0.64,0.75,0.7,0.79,0.6,0.6,0.65,0.64,0.48,0.57,0.58,0.64,0.57,0.6,0.56,0.52,0.55,0.49,0.32,0.62,0.53,0.51,0.29,0.6,0.52,0.44,0.5,0.45,0.53,0.48,0.52,0.46,0.49,0.41,0.53,0.5,0.54,0.61,0.49,0.53,0.62,0.47,0.46,0.44,0.37,0.56,0.45,0.0,0.42,0.7,0.45,0.43,0.41,0.35,0.42,0.54,0.42,0.49,0.44,0.44,0.37,0.47,0.39,0.48,0.43,0.38,0.33,0.43,0.38,0.29,0.47,0.44,0.26,0.55,0.46,0.49,0.38,0.47,0.37,0.34,0.4,0.44,0.37,0.44,0.36,0.35,0.39,0.39,0.4,0.41,0.42,0.37,0.34,0.31,0.35,0.39,0.32,0.34,0.31,0.31,0.0,0.23,0.36,0.37,0.32,0.37,0.31,0.4,0.38,0.31,0.3,0.37,0.4,0.27,0.32,0.4,0.3,0.34,0.32,0.3,0.3,0.35,0.32,0.33,0.29,0.33,0.3,0.33,0.31,0.34,0.34,0.34,0.26,0.29,0.27,0.34,0.3,0.3,0.28,0.33,0.3,0.29,0.35,0.0,0.31,0.26,0.24,0.27,0.31,0.31,0.29,0.28,0.29,0.25,0.25,0.0,0.26,0.24,0.0,0.27,0.28,0.47,0.28,0.27,0.0,0.0,0.29,0.0,0.0,0.0,0.27,0.24,0.24,0.0,0.0,0.0,0.24,0.0,0.0,0.23,0.27,0.0,0.24,0.27,0.25,0.23,0.28,0.25,0.24,0.26,0.0,0.64,0.0,0.62,0.0,0.0,0.0,0.0,88.48000000000002
10/26/2021,0.0,0.71,0.91,1.05,0.96,0.51,1.16,0.97,0.87,0.0,0.99,0.78,0.0,0.86,0.65,0.83,0.74,0.75,0.7,0.73,0.69,0.0,0.54,0.63,0.78,0.55,0.57,0.62,0.64,0.73,0.72,0.81,0.6,0.66,0.64,0.62,0.46,0.58,0.57,0.65,0.59,0.59,0.57,0.51,0.56,0.49,0.33,0.61,0.53,0.51,0.29,0.61,0.53,0.43,0.49,0.47,0.52,0.48,0.49,0.45,0.49,0.42,0.52,0.49,0.55,0.62,0.48,0.54,0.64,0.47,0.44,0.44,0.37,0.57,0.44,0.0,0.42,0.7,0.44,0.46,0.42,0.35,0.42,0.55,0.43,0.49,0.43,0.43,0.35,0.47,0.39,0.47,0.43,0.38,0.34,0.43,0.38,0.28,0.45,0.43,0.26,0.56,0.49,0.51,0.38,0.49,0.37,0.33,0.4,0.44,0.37,0.44,0.35,0.34,0.39,0.39,0.39,0.41,0.41,0.36,0.33,0.31,0.35,0.38,0.32,0.34,0.3,0.3,0.0,0.0,0.36,0.36,0.32,0.38,0.34,0.39,0.39,0.3,0.29,0.37,0.4,0.27,0.33,0.4,0.29,0.33,0.32,0.31,0.3,0.34,0.31,0.33,0.29,0.33,0.3,0.33,0.31,0.32,0.34,0.35,0.26,0.29,0.26,0.34,0.29,0.29,0.28,0.32,0.31,0.29,0.34,0.0,0.31,0.27,0.25,0.27,0.31,0.31,0.29,0.27,0.29,0.26,0.25,0.0,0.26,0.24,0.0,0.27,0.27,0.49,0.28,0.26,0.0,0.0,0.29,0.0,0.0,0.23,0.27,0.24,0.25,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.27,0.0,0.24,0.27,0.26,0.24,0.27,0.25,0.24,0.25,0.0,0.63,0.0,0.62,0.23,0.0,0.0,0.0,88.52
10/27/2021,0.0,0.71,0.91,1.05,0.96,0.51,1.16,0.97,0.87,0.0,0.99,0.78,0.0,0.86,0.65,0.83,0.74,0.75,0.7,0.73,0.69,0.0,0.54,0.63,0.78,0.55,0.57,0.62,0.64,0.73,0.72,0.81,0.6,0.66,0.64,0.62,0.46,0.58,0.57,0.65,0.59,0.59,0.57,0.51,0.56,0.49,0.33,0.61,0.53,0.51,0.29,0.61,0.53,0.43,0.49,0.47,0.52,0.48,0.49,0.45,0.49,0.42,0.52,0.49,0.55,0.62,0.48,0.54,0.64,0.47,0.44,0.44,0.37,0.57,0.44,0.0,0.42,0.7,0.44,0.46,0.42,0.35,0.42,0.55,0.43,0.49,0.43,0.43,0.35,0.47,0.39,0.47,0.43,0.38,0.34,0.43,0.38,0.28,0.45,0.43,0.26,0.56,0.49,0.51,0.38,0.49,0.37,0.33,0.4,0.44,0.37,0.44,0.35,0.34,0.39,0.39,0.39,0.41,0.41,0.36,0.33,0.31,0.35,0.38,0.32,0.34,0.3,0.3,0.0,0.0,0.36,0.36,0.32,0.38,0.34,0.39,0.39,0.3,0.29,0.37,0.4,0.27,0.33,0.4,0.29,0.33,0.32,0.31,0.3,0.34,0.31,0.33,0.29,0.33,0.3,0.33,0.31,0.32,0.34,0.35,0.26,0.29,0.26,0.34,0.29,0.29,0.28,0.32,0.31,0.29,0.34,0.0,0.31,0.27,0.25,0.27,0.31,0.31,0.29,0.27,0.29,0.26,0.25,0.0,0.26,0.24,0.0,0.27,0.27,0.49,0.28,0.26,0.0,0.0,0.29,0.0,0.0,0.23,0.27,0.24,0.25,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.27,0.0,0.24,0.27,0.26,0.24,0.27,0.25,0.24,0.25,0.0,0.63,0.0,0.62,0.23,0.0,0.0,0.0,88.52
10/28/2021,0.0,0.71,0.91,1.05,0.96,0.51,1.16,0.97,0.87,0.0,0.99,0.78,0.0,0.86,0.65,0.83,0.74,0.75,0.7,0.73,0.69,0.0,0.54,0.63,0.78,0.55,0.57,0.62,0.64,0.73,0.72,0.81,0.6,0.66,0.64,0.62,0.46,0.58,0.57,0.65,0.59,0.59,0.57,0.51,0.56,0.49,0.33,0.61,0.53,0.51,0.29,0.61,0.53,0.43,0.49,0.47,0.52,0.48,0.49,0.45,0.49,0.42,0.52,0.49,0.55,0.62,0.48,0.54,0.64,0.47,0.44,0.44,0.37,0.57,0.44,0.0,0.42,0.7,0.44,0.46,0.42,0.35,0.42,0.55,0.43,0.49,0.43,0.43,0.35,0.47,0.39,0.47,0.43,0.38,0.34,0.43,0.38,0.28,0.45,0.43,0.26,0.56,0.49,0.51,0.38,0.49,0.37,0.33,0.4,0.44,0.37,0.44,0.35,0.34,0.39,0.39,0.39,0.41,0.41,0.36,0.33,0.31,0.35,0.38,0.32,0.34,0.3,0.3,0.0,0.0,0.36,0.36,0.32,0.38,0.34,0.39,0.39,0.3,0.29,0.37,0.4,0.27,0.33,0.4,0.29,0.33,0.32,0.31,0.3,0.34,0.31,0.33,0.29,0.33,0.3,0.33,0.31,0.32,0.34,0.35,0.26,0.29,0.26,0.34,0.29,0.29,0.28,0.32,0.31,0.29,0.34,0.0,0.31,0.27,0.25,0.27,0.31,0.31,0.29,0.27,0.29,0.26,0.25,0.0,0.26,0.24,0.0,0.27,0.27,0.49,0.28,0.26,0.0,0.0,0.29,0.0,0.0,0.23,0.27,0.24,0.25,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.27,0.0,0.24,0.27,0.26,0.24,0.27,0.25,0.24,0.25,0.0,0.63,0.0,0.62,0.23,0.0,0.0,0.0,88.52
10/29/2021,0.0,0.71,0.91,1.05,0.96,0.51,1.16,0.97,0.87,0.0,0.99,0.78,0.0,0.86,0.65,0.83,0.74,0.75,0.7,0.73,0.69,0.0,0.54,0.63,0.78,0.55,0.57,0.62,0.64,0.73,0.72,0.81,0.6,0.66,0.64,0.62,0.46,0.58,0.57,0.65,0.59,0.59,0.57,0.51,0.56,0.49,0.33,0.61,0.53,0.51,0.29,0.61,0.53,0.43,0.49,0.47,0.52,0.48,0.49,0.45,0.49,0.42,0.52,0.49,0.55,0.62,0.48,0.54,0.64,0.47,0.44,0.44,0.37,0.57,0.44,0.0,0.42,0.7,0.44,0.46,0.42,0.35,0.42,0.55,0.43,0.49,0.43,0.43,0.35,0.47,0.39,0.47,0.43,0.38,0.34,0.43,0.38,0.28,0.45,0.43,0.26,0.56,0.49,0.51,0.38,0.49,0.37,0.33,0.4,0.44,0.37,0.44,0.35,0.34,0.39,0.39,0.39,0.41,0.41,0.36,0.33,0.31,0.35,0.38,0.32,0.34,0.3,0.3,0.0,0.0,0.36,0.36,0.32,0.38,0.34,0.39,0.39,0.3,0.29,0.37,0.4,0.27,0.33,0.4,0.29,0.33,0.32,0.31,0.3,0.34,0.31,0.33,0.29,0.33,0.3,0.33,0.31,0.32,0.34,0.35,0.26,0.29,0.26,0.34,0.29,0.29,0.28,0.32,0.31,0.29,0.34,0.0,0.31,0.27,0.25,0.27,0.31,0.31,0.29,0.27,0.29,0.26,0.25,0.0,0.26,0.24,0.0,0.27,0.27,0.49,0.28,0.26,0.0,0.0,0.29,0.0,0.0,0.23,0.27,0.24,0.25,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.27,0.0,0.24,0.27,0.26,0.24,0.27,0.25,0.24,0.25,0.0,0.63,0.0,0.62,0.23,0.0,0.0,0.0,88.52
