,TECH,FICO,CGNX,MOH,SEDG,XPO,SBNY,CPT,MASI,CDAY,FDS,GGG,BRO,WSM,TTC,NDSN,MPW,STLD,RPM,AXON,RH,CREE,JAZZ,DECK,DAR,CABO,OC,LAD,HUBB,EWBC,CSL,JLL,MIDD,CLF,MANH,LEA,OLED,PEN,FHN,SCI,ACM,NBIX,Y,ATR,SYNH,CIEN,AMED,CONE,WEX,STOR,SAM,LSI,ARW,OSK,NNN,KSS,UTHR,CPRI,GNTX,DCI,ITT,EHC,LECO,AGCO,JBL,HRC,RGA,REXR,FSLR,CBSH,BC,PII,SMG,TPX,KRC,XEC,RNR,PCTY,WWD,THC,SEIC,HOG,AMG,TTEK,MAT,FAF,BRX,ACC,SON,WH,EME,JHG,PB,SLAB,SLM,TOL,SRCL,LHCG,PNFP,SNV,FL,NYT,OLN,BJ,TXRH,DKS,COHR,MAN,INGR,LFUS,X,AYI,THO,MSA,EQT,VVV,COR,PRI,EXEL,EXP,NATI,MTZ,SRC,EVR,ACHC,HELE,SLG,CC,RBC,AEO,DEI,CUZ,MMS,SYNA,AN,IBKR,TDC,TKR,ADS,KBR,CFX,TNL,RYN,NYCB,HXL,OZK,SAIC,QDEL,FLS,ESNT,CIT,CW,THG,NFG,FLO,ASH,IART,IRDM,MTG,CLH,SNX,SIGI,PK,GT,HIW,FCN,HE,WBS,WING,CR,PACW,ACIW,STL,CRI,KMPR,HRB,SMTC,WTFC,HR,ICUI,AVNT,LOPE,HPP,CCMP,RLI,WEN,ENS,UNVR,TGNA,CAR,UMPQ,LIVN,XRX,JWN,R,TRIP,SR,AVT,UMBF,FNB,SWX,BCO,MRCY,NJR,PZZA,CVLT,KBH,CMC,NSP,NAVI,SAFM,HWC,MUSA,QLYS,ETRN,VSAT,MAC,MUR,COG,WOLF,n/a,RRX,PCH,BXS,HAIN,CADE,SUM
09/02/2021,0.0,0.78,0.96,0.94,0.93,0.54,0.89,0.88,0.85,0.88,0.87,0.81,0.82,0.85,0.72,0.78,0.72,0.85,0.66,0.75,0.73,0.6,0.48,0.71,0.75,0.68,0.61,0.59,0.69,0.62,0.68,0.74,0.63,0.67,0.63,0.53,0.53,0.56,0.54,0.63,0.58,0.55,0.57,0.54,0.57,0.54,0.34,0.57,0.5,0.52,0.33,0.58,0.54,0.48,0.49,0.55,0.57,0.52,0.45,0.52,0.5,0.47,0.5,0.52,0.51,0.58,0.46,0.5,0.49,0.44,0.48,0.43,0.4,0.5,0.41,0.39,0.47,0.61,0.43,0.49,0.45,0.37,0.42,0.47,0.46,0.46,0.41,0.42,0.39,0.41,0.4,0.44,0.39,0.43,0.36,0.43,0.37,0.34,0.43,0.38,0.35,0.44,0.43,0.46,0.37,0.56,0.37,0.4,0.35,0.42,0.43,0.4,0.38,0.34,0.3,0.33,0.37,0.36,0.36,0.4,0.33,0.31,0.36,0.34,0.35,0.35,0.29,0.33,0.38,0.28,0.32,0.34,0.32,0.39,0.35,0.31,0.35,0.3,0.28,0.33,0.34,0.28,0.3,0.34,0.28,0.3,0.3,0.3,0.3,0.33,0.32,0.3,0.31,0.28,0.29,0.29,0.31,0.34,0.31,0.31,0.32,0.3,0.27,0.26,0.29,0.29,0.29,0.27,0.3,0.3,0.29,0.0,0.27,0.28,0.26,0.28,0.28,0.25,0.25,0.24,0.29,0.25,0.24,0.23,0.26,0.24,0.0,0.24,0.24,0.28,0.26,0.26,0.0,0.0,0.26,0.0,0.0,0.25,0.24,0.0,0.24,0.0,0.0,0.0,0.24,0.0,0.0,0.24,0.25,0.24,0.23,0.24,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.50999999999999
09/03/2021,0.0,0.79,0.95,0.95,0.91,0.54,0.9,0.89,0.83,0.89,0.87,0.8,0.82,0.86,0.71,0.78,0.73,0.82,0.65,0.71,0.72,0.59,0.48,0.7,0.74,0.69,0.59,0.6,0.68,0.63,0.67,0.74,0.62,0.65,0.63,0.53,0.53,0.57,0.54,0.63,0.58,0.55,0.57,0.54,0.57,0.54,0.36,0.57,0.5,0.52,0.32,0.58,0.54,0.48,0.5,0.54,0.58,0.52,0.45,0.51,0.49,0.47,0.5,0.51,0.5,0.58,0.47,0.5,0.48,0.44,0.46,0.41,0.4,0.5,0.42,0.4,0.47,0.61,0.43,0.49,0.45,0.36,0.42,0.47,0.45,0.46,0.42,0.42,0.39,0.41,0.4,0.44,0.39,0.43,0.37,0.43,0.38,0.35,0.44,0.38,0.35,0.44,0.43,0.46,0.37,0.56,0.37,0.4,0.35,0.42,0.43,0.4,0.37,0.35,0.31,0.33,0.38,0.36,0.36,0.41,0.33,0.31,0.36,0.34,0.35,0.35,0.29,0.33,0.37,0.27,0.33,0.34,0.32,0.4,0.35,0.31,0.36,0.3,0.29,0.33,0.34,0.29,0.3,0.35,0.28,0.31,0.3,0.3,0.3,0.33,0.33,0.3,0.31,0.29,0.29,0.3,0.32,0.32,0.31,0.31,0.31,0.3,0.27,0.26,0.29,0.29,0.29,0.27,0.3,0.3,0.3,0.0,0.27,0.27,0.26,0.28,0.28,0.26,0.25,0.24,0.29,0.25,0.24,0.0,0.26,0.24,0.0,0.24,0.24,0.28,0.26,0.26,0.0,0.0,0.26,0.0,0.0,0.25,0.24,0.0,0.24,0.23,0.0,0.0,0.25,0.0,0.0,0.24,0.25,0.25,0.23,0.24,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.47
09/06/2021,0.0,0.81,0.94,0.96,0.91,0.54,0.91,0.9,0.85,0.9,0.88,0.8,0.83,0.83,0.7,0.79,0.76,0.81,0.64,0.71,0.68,0.6,0.49,0.68,0.73,0.69,0.6,0.59,0.66,0.62,0.66,0.76,0.61,0.67,0.63,0.53,0.53,0.57,0.52,0.64,0.58,0.55,0.56,0.53,0.58,0.55,0.36,0.59,0.48,0.53,0.32,0.59,0.52,0.47,0.49,0.54,0.57,0.52,0.45,0.49,0.49,0.48,0.49,0.51,0.5,0.61,0.49,0.51,0.49,0.45,0.46,0.41,0.4,0.51,0.42,0.42,0.46,0.62,0.43,0.49,0.45,0.36,0.41,0.49,0.45,0.45,0.42,0.43,0.4,0.4,0.4,0.46,0.38,0.38,0.36,0.43,0.39,0.35,0.43,0.38,0.36,0.45,0.42,0.48,0.37,0.56,0.37,0.41,0.35,0.41,0.43,0.39,0.4,0.35,0.33,0.33,0.4,0.36,0.38,0.4,0.33,0.31,0.36,0.34,0.37,0.35,0.29,0.33,0.37,0.24,0.33,0.34,0.32,0.41,0.34,0.31,0.37,0.29,0.28,0.33,0.34,0.28,0.31,0.35,0.29,0.3,0.3,0.33,0.31,0.33,0.34,0.3,0.31,0.29,0.29,0.3,0.32,0.33,0.31,0.32,0.32,0.3,0.27,0.27,0.29,0.28,0.29,0.27,0.31,0.29,0.29,0.0,0.27,0.27,0.26,0.29,0.31,0.25,0.26,0.24,0.28,0.26,0.25,0.23,0.26,0.25,0.0,0.24,0.24,0.29,0.26,0.27,0.0,0.0,0.26,0.0,0.0,0.24,0.24,0.0,0.25,0.23,0.0,0.0,0.26,0.0,0.0,0.0,0.26,0.24,0.23,0.24,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.72
09/07/2021,0.0,0.81,0.94,0.96,0.91,0.54,0.91,0.9,0.85,0.9,0.88,0.8,0.83,0.83,0.7,0.79,0.76,0.81,0.64,0.71,0.68,0.6,0.49,0.68,0.73,0.69,0.6,0.59,0.66,0.62,0.66,0.76,0.61,0.67,0.63,0.53,0.53,0.57,0.52,0.64,0.58,0.55,0.56,0.53,0.58,0.55,0.36,0.59,0.48,0.53,0.32,0.59,0.52,0.47,0.49,0.54,0.57,0.52,0.45,0.49,0.49,0.48,0.49,0.51,0.5,0.61,0.49,0.51,0.49,0.45,0.46,0.41,0.4,0.51,0.42,0.42,0.46,0.62,0.43,0.49,0.45,0.36,0.41,0.49,0.45,0.45,0.42,0.43,0.4,0.4,0.4,0.46,0.38,0.38,0.36,0.43,0.39,0.35,0.43,0.38,0.36,0.45,0.42,0.48,0.37,0.56,0.37,0.41,0.35,0.41,0.43,0.39,0.4,0.35,0.33,0.33,0.4,0.36,0.38,0.4,0.33,0.31,0.36,0.34,0.37,0.35,0.29,0.33,0.37,0.24,0.33,0.34,0.32,0.41,0.34,0.31,0.37,0.29,0.28,0.33,0.34,0.28,0.31,0.35,0.29,0.3,0.3,0.33,0.31,0.33,0.34,0.3,0.31,0.29,0.29,0.3,0.32,0.33,0.31,0.32,0.32,0.3,0.27,0.27,0.29,0.28,0.29,0.27,0.31,0.29,0.29,0.0,0.27,0.27,0.26,0.29,0.31,0.25,0.26,0.24,0.28,0.26,0.25,0.23,0.26,0.25,0.0,0.24,0.24,0.29,0.26,0.27,0.0,0.0,0.26,0.0,0.0,0.24,0.24,0.0,0.25,0.23,0.0,0.0,0.26,0.0,0.0,0.0,0.26,0.24,0.23,0.24,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.72
09/08/2021,0.0,0.82,0.94,0.97,0.9,0.55,0.91,0.91,0.85,0.92,0.88,0.8,0.83,0.82,0.71,0.79,0.77,0.81,0.64,0.72,0.69,0.6,0.5,0.69,0.73,0.68,0.59,0.59,0.66,0.62,0.65,0.76,0.61,0.66,0.64,0.53,0.53,0.57,0.52,0.64,0.58,0.55,0.56,0.54,0.58,0.53,0.36,0.6,0.48,0.53,0.32,0.6,0.52,0.47,0.49,0.53,0.57,0.52,0.45,0.48,0.49,0.48,0.49,0.52,0.5,0.61,0.48,0.52,0.48,0.45,0.46,0.42,0.4,0.51,0.42,0.44,0.46,0.62,0.42,0.49,0.44,0.36,0.41,0.49,0.45,0.46,0.42,0.43,0.4,0.4,0.4,0.46,0.39,0.38,0.36,0.43,0.38,0.34,0.43,0.38,0.36,0.45,0.42,0.49,0.37,0.58,0.38,0.4,0.35,0.41,0.43,0.38,0.39,0.35,0.34,0.33,0.41,0.36,0.37,0.4,0.34,0.31,0.36,0.34,0.37,0.35,0.29,0.33,0.38,0.25,0.33,0.34,0.32,0.41,0.34,0.31,0.38,0.29,0.28,0.34,0.35,0.28,0.32,0.36,0.28,0.3,0.31,0.33,0.31,0.33,0.33,0.3,0.3,0.29,0.28,0.31,0.32,0.33,0.31,0.31,0.32,0.3,0.27,0.28,0.29,0.28,0.28,0.27,0.32,0.29,0.3,0.24,0.27,0.27,0.26,0.29,0.31,0.25,0.26,0.24,0.28,0.26,0.25,0.0,0.26,0.25,0.0,0.24,0.24,0.29,0.26,0.26,0.0,0.0,0.26,0.0,0.0,0.24,0.24,0.0,0.25,0.23,0.0,0.0,0.26,0.0,0.0,0.0,0.26,0.25,0.23,0.24,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.9
09/09/2021,0.0,0.8,0.94,0.97,0.9,0.55,0.91,0.91,0.85,0.92,0.88,0.8,0.83,0.82,0.71,0.79,0.77,0.81,0.64,0.72,0.69,0.6,0.5,0.69,0.73,0.68,0.59,0.59,0.66,0.62,0.65,0.76,0.61,0.66,0.64,0.53,0.53,0.57,0.52,0.64,0.58,0.55,0.56,0.54,0.58,0.53,0.36,0.6,0.48,0.53,0.32,0.6,0.52,0.47,0.5,0.53,0.57,0.52,0.45,0.48,0.48,0.48,0.49,0.52,0.5,0.61,0.48,0.52,0.48,0.45,0.46,0.42,0.4,0.51,0.42,0.44,0.46,0.62,0.42,0.49,0.44,0.36,0.41,0.49,0.45,0.45,0.42,0.43,0.4,0.4,0.4,0.46,0.39,0.38,0.36,0.43,0.39,0.34,0.43,0.38,0.36,0.45,0.42,0.49,0.37,0.58,0.37,0.41,0.35,0.41,0.42,0.38,0.39,0.35,0.34,0.33,0.41,0.36,0.37,0.4,0.34,0.31,0.36,0.34,0.37,0.35,0.29,0.33,0.38,0.24,0.33,0.34,0.32,0.41,0.34,0.31,0.37,0.29,0.28,0.34,0.34,0.28,0.31,0.35,0.28,0.3,0.31,0.33,0.31,0.33,0.33,0.3,0.31,0.29,0.28,0.31,0.32,0.33,0.31,0.31,0.32,0.3,0.27,0.28,0.29,0.28,0.28,0.27,0.31,0.29,0.3,0.24,0.27,0.27,0.26,0.29,0.31,0.25,0.26,0.24,0.28,0.26,0.25,0.0,0.26,0.25,0.0,0.24,0.24,0.29,0.26,0.26,0.0,0.0,0.26,0.0,0.0,0.24,0.24,0.0,0.25,0.23,0.0,0.0,0.26,0.0,0.0,0.0,0.26,0.25,0.23,0.24,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.82000000000001
09/10/2021,0.0,0.82,0.95,0.96,0.89,0.54,0.93,0.9,0.84,0.93,0.88,0.8,0.83,0.81,0.7,0.8,0.78,0.82,0.63,0.72,0.69,0.6,0.5,0.69,0.74,0.66,0.59,0.58,0.66,0.64,0.65,0.77,0.6,0.67,0.63,0.53,0.53,0.56,0.53,0.64,0.59,0.54,0.55,0.53,0.59,0.53,0.36,0.6,0.47,0.53,0.32,0.6,0.52,0.47,0.49,0.53,0.57,0.53,0.45,0.47,0.49,0.49,0.48,0.51,0.52,0.62,0.48,0.52,0.49,0.45,0.46,0.41,0.4,0.51,0.43,0.44,0.46,0.62,0.43,0.49,0.43,0.36,0.41,0.49,0.45,0.46,0.42,0.43,0.39,0.4,0.39,0.46,0.39,0.37,0.36,0.43,0.39,0.34,0.44,0.38,0.34,0.45,0.42,0.49,0.37,0.56,0.38,0.4,0.35,0.41,0.44,0.38,0.39,0.35,0.35,0.34,0.41,0.35,0.37,0.39,0.33,0.31,0.36,0.34,0.36,0.35,0.3,0.33,0.38,0.25,0.34,0.35,0.32,0.4,0.33,0.32,0.38,0.29,0.29,0.33,0.35,0.29,0.32,0.36,0.28,0.3,0.3,0.33,0.3,0.33,0.34,0.29,0.31,0.29,0.28,0.31,0.32,0.36,0.31,0.31,0.33,0.3,0.27,0.28,0.29,0.28,0.28,0.27,0.33,0.28,0.3,0.24,0.27,0.27,0.26,0.29,0.31,0.26,0.26,0.25,0.27,0.26,0.26,0.24,0.26,0.25,0.0,0.24,0.0,0.3,0.26,0.27,0.0,0.0,0.26,0.0,0.0,0.24,0.24,0.0,0.25,0.0,0.0,0.0,0.27,0.0,0.23,0.0,0.26,0.25,0.23,0.24,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.94000000000001
09/13/2021,0.0,0.82,0.95,0.93,0.88,0.53,0.92,0.9,0.85,0.91,0.89,0.81,0.84,0.85,0.7,0.81,0.78,0.81,0.65,0.72,0.75,0.61,0.5,0.69,0.71,0.66,0.59,0.61,0.65,0.63,0.65,0.77,0.6,0.66,0.63,0.53,0.52,0.57,0.52,0.64,0.59,0.55,0.56,0.52,0.59,0.53,0.37,0.58,0.48,0.52,0.31,0.6,0.52,0.46,0.49,0.52,0.58,0.52,0.46,0.47,0.48,0.49,0.49,0.49,0.51,0.63,0.49,0.51,0.52,0.45,0.46,0.41,0.4,0.54,0.42,0.46,0.46,0.62,0.43,0.49,0.44,0.35,0.41,0.49,0.44,0.46,0.42,0.43,0.39,0.4,0.39,0.46,0.38,0.36,0.36,0.42,0.4,0.34,0.44,0.37,0.34,0.45,0.41,0.49,0.37,0.53,0.38,0.4,0.35,0.41,0.43,0.38,0.38,0.35,0.34,0.35,0.4,0.36,0.37,0.38,0.34,0.31,0.35,0.34,0.36,0.34,0.29,0.32,0.38,0.26,0.33,0.34,0.32,0.4,0.34,0.31,0.38,0.3,0.29,0.34,0.35,0.28,0.32,0.36,0.28,0.3,0.31,0.34,0.3,0.33,0.33,0.29,0.31,0.29,0.28,0.32,0.32,0.34,0.32,0.31,0.32,0.3,0.27,0.27,0.29,0.29,0.28,0.27,0.34,0.28,0.3,0.23,0.27,0.27,0.25,0.28,0.3,0.26,0.26,0.31,0.27,0.26,0.25,0.24,0.26,0.25,0.0,0.24,0.0,0.29,0.26,0.27,0.0,0.0,0.25,0.0,0.0,0.24,0.24,0.0,0.25,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.25,0.25,0.23,0.24,0.0,0.25,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.88000000000001
09/14/2021,0.0,0.82,0.95,0.93,0.88,0.53,0.92,0.9,0.85,0.91,0.89,0.81,0.84,0.85,0.7,0.81,0.78,0.81,0.65,0.72,0.75,0.61,0.5,0.69,0.71,0.66,0.59,0.61,0.65,0.63,0.65,0.77,0.6,0.66,0.63,0.53,0.52,0.57,0.52,0.64,0.59,0.55,0.56,0.52,0.59,0.53,0.37,0.58,0.48,0.52,0.31,0.6,0.52,0.46,0.49,0.52,0.58,0.52,0.46,0.47,0.48,0.49,0.49,0.49,0.51,0.63,0.49,0.51,0.52,0.45,0.46,0.41,0.4,0.54,0.42,0.46,0.46,0.62,0.43,0.49,0.44,0.35,0.41,0.49,0.44,0.46,0.42,0.43,0.39,0.4,0.39,0.46,0.38,0.36,0.36,0.42,0.4,0.34,0.44,0.37,0.34,0.45,0.41,0.49,0.37,0.53,0.38,0.4,0.35,0.41,0.43,0.38,0.38,0.35,0.34,0.35,0.4,0.36,0.37,0.38,0.34,0.31,0.35,0.34,0.36,0.34,0.29,0.32,0.38,0.26,0.33,0.34,0.32,0.4,0.34,0.31,0.38,0.3,0.29,0.34,0.35,0.28,0.32,0.36,0.28,0.3,0.31,0.34,0.3,0.33,0.33,0.29,0.31,0.29,0.28,0.32,0.32,0.34,0.32,0.31,0.32,0.3,0.27,0.27,0.29,0.29,0.28,0.27,0.34,0.28,0.3,0.23,0.27,0.27,0.25,0.28,0.3,0.26,0.26,0.31,0.27,0.26,0.25,0.24,0.26,0.25,0.0,0.24,0.0,0.29,0.26,0.27,0.0,0.0,0.25,0.0,0.0,0.24,0.24,0.0,0.25,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.25,0.25,0.23,0.24,0.0,0.25,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.88000000000001
09/15/2021,0.0,0.81,0.96,0.91,0.87,0.53,0.94,0.91,0.86,0.9,0.9,0.81,0.84,0.85,0.71,0.81,0.77,0.82,0.64,0.72,0.73,0.62,0.5,0.72,0.71,0.67,0.6,0.61,0.65,0.63,0.65,0.76,0.6,0.67,0.64,0.53,0.52,0.6,0.52,0.64,0.59,0.57,0.55,0.51,0.59,0.52,0.36,0.59,0.48,0.51,0.31,0.6,0.52,0.46,0.48,0.5,0.59,0.51,0.46,0.47,0.48,0.49,0.49,0.49,0.52,0.63,0.49,0.5,0.53,0.45,0.47,0.42,0.39,0.54,0.41,0.46,0.45,0.62,0.44,0.48,0.44,0.35,0.41,0.49,0.43,0.46,0.41,0.42,0.39,0.41,0.39,0.46,0.38,0.36,0.36,0.42,0.41,0.34,0.44,0.37,0.33,0.45,0.42,0.49,0.37,0.54,0.39,0.4,0.35,0.41,0.44,0.39,0.39,0.35,0.33,0.35,0.4,0.36,0.38,0.39,0.34,0.31,0.35,0.35,0.36,0.35,0.29,0.31,0.38,0.26,0.33,0.34,0.32,0.4,0.34,0.31,0.35,0.29,0.29,0.34,0.34,0.3,0.32,0.36,0.29,0.3,0.31,0.36,0.3,0.32,0.33,0.29,0.3,0.29,0.29,0.31,0.3,0.35,0.32,0.32,0.31,0.3,0.27,0.27,0.28,0.28,0.28,0.27,0.34,0.28,0.3,0.23,0.27,0.28,0.25,0.28,0.3,0.26,0.26,0.3,0.27,0.25,0.25,0.23,0.25,0.25,0.0,0.23,0.23,0.28,0.26,0.27,0.0,0.0,0.26,0.0,0.0,0.24,0.24,0.0,0.24,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.24,0.25,0.0,0.24,0.0,0.24,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.86000000000001
09/16/2021,0.0,0.79,0.96,0.95,0.88,0.53,0.95,0.91,0.84,0.89,0.89,0.8,0.83,0.84,0.7,0.8,0.76,0.79,0.64,0.7,0.73,0.63,0.5,0.72,0.74,0.67,0.61,0.6,0.64,0.64,0.64,0.77,0.61,0.64,0.63,0.53,0.52,0.59,0.52,0.64,0.59,0.57,0.55,0.51,0.6,0.52,0.35,0.58,0.49,0.52,0.31,0.6,0.52,0.46,0.49,0.5,0.58,0.51,0.46,0.47,0.49,0.48,0.49,0.49,0.52,0.62,0.48,0.5,0.56,0.45,0.47,0.43,0.4,0.54,0.42,0.48,0.45,0.6,0.44,0.49,0.44,0.35,0.41,0.49,0.44,0.47,0.42,0.43,0.38,0.41,0.39,0.47,0.38,0.36,0.36,0.42,0.4,0.34,0.43,0.37,0.32,0.44,0.43,0.49,0.37,0.53,0.39,0.4,0.36,0.4,0.43,0.38,0.39,0.34,0.34,0.35,0.39,0.36,0.39,0.39,0.34,0.31,0.35,0.34,0.36,0.35,0.29,0.32,0.38,0.26,0.34,0.34,0.32,0.4,0.35,0.31,0.34,0.3,0.29,0.34,0.35,0.3,0.32,0.37,0.29,0.3,0.31,0.34,0.3,0.33,0.33,0.29,0.3,0.29,0.28,0.31,0.3,0.34,0.32,0.31,0.31,0.29,0.28,0.28,0.29,0.28,0.27,0.27,0.34,0.29,0.3,0.23,0.27,0.28,0.26,0.28,0.31,0.26,0.26,0.29,0.27,0.25,0.25,0.23,0.25,0.25,0.0,0.24,0.24,0.29,0.27,0.27,0.0,0.0,0.26,0.0,0.0,0.24,0.24,0.0,0.24,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.25,0.26,0.0,0.24,0.0,0.25,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.9
09/17/2021,0.0,0.79,0.97,0.95,0.88,0.52,0.95,0.92,0.86,0.88,0.91,0.8,0.82,0.85,0.7,0.81,0.76,0.78,0.64,0.71,0.73,0.63,0.51,0.76,0.75,0.65,0.6,0.59,0.65,0.63,0.64,0.77,0.6,0.63,0.65,0.54,0.52,0.61,0.52,0.64,0.58,0.56,0.54,0.51,0.6,0.51,0.34,0.59,0.48,0.52,0.31,0.59,0.51,0.45,0.49,0.5,0.58,0.5,0.47,0.48,0.49,0.47,0.48,0.49,0.52,0.63,0.48,0.51,0.56,0.44,0.47,0.43,0.38,0.54,0.43,0.47,0.45,0.63,0.45,0.48,0.44,0.36,0.4,0.49,0.44,0.47,0.43,0.43,0.39,0.42,0.39,0.46,0.38,0.36,0.35,0.41,0.4,0.33,0.42,0.36,0.32,0.44,0.42,0.49,0.37,0.54,0.39,0.4,0.36,0.4,0.42,0.38,0.38,0.34,0.34,0.36,0.4,0.36,0.39,0.38,0.34,0.31,0.35,0.35,0.34,0.35,0.29,0.31,0.38,0.25,0.34,0.34,0.32,0.41,0.35,0.31,0.35,0.29,0.29,0.33,0.35,0.3,0.32,0.37,0.3,0.3,0.31,0.35,0.3,0.32,0.32,0.29,0.3,0.29,0.29,0.31,0.31,0.34,0.31,0.31,0.3,0.29,0.28,0.28,0.29,0.28,0.28,0.27,0.34,0.29,0.3,0.23,0.27,0.27,0.26,0.28,0.31,0.26,0.26,0.3,0.27,0.26,0.25,0.0,0.25,0.25,0.0,0.24,0.24,0.29,0.27,0.27,0.0,0.0,0.26,0.0,0.0,0.24,0.24,0.0,0.25,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.25,0.25,0.23,0.23,0.0,0.25,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.87
09/20/2021,0.0,0.8,0.99,0.97,0.87,0.53,0.94,0.91,0.86,0.89,0.9,0.8,0.83,0.89,0.69,0.81,0.75,0.79,0.64,0.72,0.72,0.63,0.49,0.76,0.78,0.66,0.6,0.63,0.63,0.64,0.64,0.78,0.6,0.66,0.63,0.53,0.52,0.61,0.52,0.64,0.59,0.56,0.54,0.5,0.59,0.52,0.34,0.59,0.48,0.52,0.31,0.59,0.52,0.46,0.48,0.52,0.57,0.5,0.47,0.47,0.48,0.47,0.49,0.5,0.52,0.63,0.48,0.5,0.55,0.44,0.47,0.43,0.37,0.54,0.43,0.49,0.44,0.65,0.43,0.49,0.44,0.36,0.41,0.49,0.45,0.47,0.43,0.42,0.38,0.42,0.39,0.46,0.37,0.37,0.36,0.43,0.39,0.32,0.42,0.37,0.32,0.43,0.43,0.5,0.37,0.54,0.39,0.4,0.37,0.41,0.43,0.38,0.38,0.34,0.33,0.35,0.4,0.36,0.39,0.36,0.34,0.31,0.36,0.35,0.33,0.34,0.29,0.31,0.38,0.26,0.33,0.34,0.32,0.41,0.38,0.3,0.35,0.28,0.3,0.33,0.35,0.3,0.32,0.37,0.3,0.3,0.31,0.35,0.29,0.32,0.31,0.31,0.29,0.29,0.28,0.32,0.3,0.33,0.31,0.31,0.31,0.29,0.28,0.29,0.29,0.29,0.28,0.27,0.35,0.28,0.3,0.0,0.27,0.27,0.25,0.28,0.32,0.26,0.27,0.3,0.27,0.25,0.25,0.23,0.25,0.25,0.0,0.24,0.27,0.31,0.27,0.27,0.0,0.0,0.26,0.0,0.0,0.24,0.24,0.0,0.24,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.25,0.26,0.0,0.24,0.24,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.12
09/21/2021,0.0,0.78,0.98,1.01,0.91,0.53,0.94,0.9,0.87,0.89,0.89,0.79,0.83,0.88,0.69,0.81,0.74,0.78,0.64,0.7,0.71,0.62,0.5,0.75,0.77,0.66,0.59,0.63,0.63,0.64,0.65,0.77,0.6,0.63,0.62,0.52,0.52,0.6,0.52,0.64,0.59,0.57,0.54,0.5,0.6,0.51,0.35,0.59,0.47,0.52,0.3,0.58,0.52,0.46,0.48,0.52,0.56,0.5,0.48,0.48,0.47,0.47,0.49,0.49,0.51,0.63,0.47,0.5,0.55,0.44,0.47,0.43,0.37,0.55,0.43,0.49,0.45,0.65,0.42,0.49,0.44,0.36,0.41,0.49,0.44,0.47,0.42,0.41,0.37,0.42,0.39,0.47,0.38,0.36,0.37,0.43,0.39,0.33,0.42,0.37,0.32,0.44,0.43,0.5,0.37,0.55,0.39,0.38,0.36,0.42,0.4,0.38,0.38,0.34,0.33,0.35,0.41,0.36,0.4,0.36,0.34,0.31,0.35,0.35,0.34,0.35,0.29,0.3,0.37,0.26,0.33,0.34,0.32,0.4,0.4,0.31,0.35,0.28,0.3,0.33,0.34,0.3,0.33,0.37,0.3,0.3,0.31,0.37,0.29,0.32,0.32,0.32,0.29,0.29,0.28,0.31,0.3,0.33,0.31,0.31,0.3,0.29,0.28,0.3,0.29,0.29,0.28,0.27,0.34,0.28,0.3,0.0,0.27,0.27,0.25,0.29,0.32,0.27,0.26,0.3,0.26,0.26,0.25,0.23,0.25,0.25,0.0,0.24,0.27,0.3,0.27,0.27,0.0,0.0,0.26,0.0,0.0,0.0,0.25,0.0,0.24,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.25,0.26,0.24,0.24,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0
