,939 HK,2318 HK,1398 HK,3988 HK,3968 HK,2628 HK,1288 HK,2601 HK,2328.HK,3328 HK,1658 HK,6030 HK,600036 C1,998 HK,CASH,3908 HK,1339 HK,1336 HK,601166 C1,966.HK,1988 HK,6837 HK,3360.HK,NOAH,6881 HK,6886 HK,6060.HK,1359.HK,1776 HK,300059 C2,6818 HK,600000 C1,3618 HK,165.HK,600030 C1,002142 C2,2799.HK,601288 C1,QFIN,601328 C1,601601 C1,LU,600016 C1,601818 C1,600999 C1,601211 C1,601398 C1,600919 C1,601658 C1,600926 C1,601009 C1,600837 C1,601688 C1,601229 C1,601988 C1,601169 C1,000166 C2,601336 C1,601628 C1,TIGR,9668.HK,000776 C2,601788 C1,601901 C1,600015 C1,601838 C1,601066 C1,601377 C1,300033 C2,601916 C1,600958 C1,600061 C1,600109 C1,601162 C1,002797 C2,601878 C1,601995 C1,002736 C2,601555 C1,002673 C2,000783 C2,600369 C1,601881 C1,000728 C2,601198 C1,601108 C1,601990 C1,600705 C1,601077 C1,601319 C1,002500 C2,600909 C1,601099 C1,002926 C2,002958 C2,000627 C2,000750 C2,601456 C1,000686 C2,002939 C2,000987,601128,601318,601696,000001,601939 C1,000987 C2,002939,601128 C1,n/a,600918,601939,600918 C1,601696 C1,601318 C1,000001 C2,601456,SUM
08/20/2021,9.12,8.26,8.55,7.77,7.6,3.31,2.81,2.52,2.14,1.92,2.17,1.98,1.8,1.61,0.0,1.4,1.24,1.1,1.08,1.12,1.07,1.19,1.16,0.95,1.0,1.0,0.88,0.96,1.26,0.93,0.82,0.76,0.78,0.74,0.68,0.61,0.61,0.61,0.32,0.52,0.51,0.44,0.4,0.4,0.42,0.4,0.39,0.37,0.4,0.35,0.32,0.36,0.33,0.32,0.35,0.32,0.32,0.27,0.26,0.19,0.33,0.36,0.26,0.27,0.25,0.23,0.25,0.29,0.24,0.22,0.33,0.21,0.19,0.19,0.2,0.19,0.18,0.21,0.22,0.19,0.19,0.19,0.19,0.17,0.18,0.17,0.19,0.17,0.16,0.14,0.16,0.17,0.14,0.15,0.13,0.13,0.13,0.13,0.13,0.13,0.0,0.12,0.05,0.04,0.04,0.03,0.12,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/23/2021,9.11,7.96,8.49,7.66,7.81,3.27,2.79,2.48,2.16,1.89,2.12,2.02,1.86,1.59,0.0,1.42,1.24,1.08,1.08,1.1,1.06,1.21,1.16,0.85,1.02,1.03,0.86,0.94,1.35,0.96,0.82,0.76,0.77,0.74,0.69,0.61,0.62,0.61,0.3,0.51,0.5,0.44,0.4,0.4,0.43,0.4,0.39,0.37,0.4,0.35,0.31,0.37,0.36,0.32,0.35,0.32,0.34,0.28,0.27,0.18,0.31,0.4,0.27,0.27,0.24,0.22,0.26,0.32,0.27,0.22,0.38,0.23,0.2,0.19,0.21,0.2,0.19,0.21,0.23,0.19,0.19,0.21,0.19,0.18,0.18,0.18,0.19,0.17,0.16,0.14,0.16,0.18,0.14,0.16,0.13,0.13,0.14,0.13,0.14,0.15,0.0,0.12,0.05,0.04,0.04,0.03,0.13,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
08/24/2021,9.11,7.96,8.49,7.66,7.81,3.27,2.79,2.48,2.16,1.89,2.12,2.02,1.86,1.59,0.0,1.42,1.24,1.08,1.08,1.1,1.06,1.21,1.16,0.85,1.02,1.03,0.86,0.94,1.35,0.96,0.82,0.76,0.77,0.74,0.69,0.61,0.62,0.61,0.3,0.51,0.5,0.44,0.4,0.4,0.43,0.4,0.39,0.37,0.4,0.35,0.31,0.37,0.36,0.32,0.35,0.32,0.34,0.28,0.27,0.18,0.31,0.4,0.27,0.27,0.24,0.22,0.26,0.32,0.27,0.22,0.38,0.23,0.2,0.19,0.21,0.2,0.19,0.21,0.23,0.19,0.19,0.21,0.19,0.18,0.18,0.18,0.19,0.17,0.16,0.14,0.16,0.18,0.14,0.16,0.13,0.13,0.14,0.13,0.14,0.15,0.0,0.12,0.05,0.04,0.04,0.03,0.13,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
08/25/2021,9.12,7.93,8.54,7.7,7.72,3.28,2.8,2.44,2.15,1.9,2.15,2.05,1.85,1.6,0.0,1.39,1.23,1.08,1.07,1.1,1.06,1.2,1.15,0.82,1.01,1.02,0.82,0.95,1.33,0.94,0.82,0.77,0.77,0.73,0.69,0.61,0.61,0.62,0.35,0.52,0.49,0.43,0.41,0.4,0.43,0.4,0.39,0.37,0.4,0.35,0.32,0.38,0.37,0.32,0.35,0.32,0.34,0.28,0.27,0.18,0.31,0.39,0.27,0.27,0.24,0.22,0.25,0.33,0.26,0.22,0.37,0.23,0.2,0.2,0.21,0.2,0.19,0.22,0.22,0.19,0.2,0.22,0.2,0.18,0.19,0.18,0.19,0.17,0.16,0.14,0.16,0.18,0.14,0.16,0.13,0.13,0.14,0.13,0.14,0.17,0.0,0.12,0.05,0.04,0.04,0.03,0.13,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/26/2021,9.14,7.77,8.56,7.72,8.02,3.27,2.8,2.39,2.06,1.82,2.13,2.08,1.88,1.59,0.0,1.39,1.22,1.07,1.07,1.08,1.05,1.2,1.16,0.82,1.01,1.03,0.86,0.93,1.36,0.95,0.82,0.76,0.77,0.72,0.7,0.61,0.6,0.62,0.34,0.51,0.49,0.42,0.4,0.39,0.43,0.4,0.39,0.37,0.4,0.35,0.32,0.38,0.36,0.32,0.35,0.32,0.34,0.27,0.27,0.18,0.31,0.41,0.27,0.27,0.25,0.22,0.25,0.34,0.26,0.22,0.38,0.23,0.2,0.2,0.21,0.2,0.19,0.21,0.22,0.19,0.19,0.23,0.2,0.18,0.19,0.18,0.19,0.17,0.16,0.14,0.16,0.18,0.14,0.16,0.13,0.13,0.14,0.13,0.14,0.16,0.0,0.12,0.05,0.04,0.04,0.03,0.13,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.94
08/27/2021,9.05,7.8,8.43,7.6,7.94,3.27,2.78,2.46,2.11,1.81,2.06,2.1,1.88,1.58,0.0,1.36,1.23,1.07,1.08,1.11,1.05,1.22,1.15,0.85,1.03,1.06,0.89,0.96,1.39,0.96,0.81,0.76,0.77,0.73,0.71,0.6,0.6,0.61,0.38,0.51,0.49,0.46,0.4,0.39,0.43,0.44,0.39,0.37,0.39,0.35,0.33,0.39,0.37,0.32,0.35,0.32,0.34,0.27,0.27,0.2,0.31,0.41,0.27,0.27,0.24,0.23,0.26,0.33,0.27,0.22,0.41,0.23,0.2,0.2,0.21,0.2,0.19,0.21,0.22,0.19,0.2,0.22,0.2,0.18,0.19,0.18,0.19,0.17,0.16,0.14,0.16,0.18,0.14,0.16,0.13,0.13,0.14,0.13,0.14,0.16,0.0,0.12,0.04,0.04,0.04,0.03,0.12,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
08/30/2021,9.07,7.64,8.5,7.71,7.8,3.31,2.82,2.42,2.17,1.84,2.06,2.12,1.81,1.59,0.0,1.38,1.26,1.08,1.07,1.12,1.07,1.24,1.18,0.86,1.05,1.04,0.9,0.97,1.39,0.94,0.83,0.76,0.78,0.76,0.71,0.58,0.61,0.62,0.4,0.52,0.48,0.45,0.4,0.39,0.43,0.41,0.39,0.35,0.39,0.34,0.32,0.39,0.36,0.32,0.35,0.32,0.34,0.27,0.27,0.19,0.32,0.4,0.28,0.27,0.24,0.23,0.25,0.29,0.26,0.22,0.39,0.23,0.2,0.2,0.21,0.21,0.18,0.22,0.21,0.19,0.2,0.21,0.2,0.19,0.19,0.18,0.19,0.18,0.16,0.14,0.16,0.18,0.14,0.16,0.13,0.13,0.14,0.13,0.14,0.15,0.0,0.12,0.04,0.04,0.04,0.03,0.12,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/31/2021,9.07,7.64,8.5,7.71,7.8,3.31,2.82,2.42,2.17,1.84,2.06,2.12,1.81,1.59,0.0,1.38,1.26,1.08,1.07,1.12,1.07,1.24,1.18,0.86,1.05,1.04,0.9,0.97,1.39,0.94,0.83,0.76,0.78,0.76,0.71,0.58,0.61,0.62,0.4,0.52,0.48,0.45,0.4,0.39,0.43,0.41,0.39,0.35,0.39,0.34,0.32,0.39,0.36,0.32,0.35,0.32,0.34,0.27,0.27,0.19,0.32,0.4,0.28,0.27,0.24,0.23,0.25,0.29,0.26,0.22,0.39,0.23,0.2,0.2,0.21,0.21,0.18,0.22,0.21,0.19,0.2,0.21,0.2,0.19,0.19,0.18,0.19,0.18,0.16,0.14,0.16,0.18,0.14,0.16,0.13,0.13,0.14,0.13,0.14,0.15,0.0,0.12,0.04,0.04,0.04,0.03,0.12,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/01/2021,9.07,7.88,8.47,7.65,7.83,3.32,2.8,2.43,2.15,1.83,2.09,2.07,1.83,1.6,0.0,1.35,1.26,1.12,1.06,1.11,1.07,1.24,1.18,0.87,1.04,1.02,0.93,0.96,1.38,0.93,0.83,0.76,0.77,0.77,0.71,0.57,0.6,0.61,0.4,0.51,0.49,0.45,0.4,0.39,0.43,0.41,0.39,0.36,0.39,0.33,0.32,0.39,0.36,0.32,0.35,0.32,0.34,0.28,0.27,0.18,0.32,0.4,0.28,0.26,0.24,0.24,0.24,0.29,0.27,0.22,0.39,0.23,0.19,0.19,0.21,0.21,0.18,0.21,0.21,0.18,0.2,0.21,0.2,0.18,0.18,0.18,0.19,0.17,0.16,0.14,0.16,0.18,0.14,0.16,0.13,0.13,0.14,0.13,0.14,0.15,0.0,0.12,0.04,0.04,0.04,0.03,0.12,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/02/2021,9.08,7.76,8.56,7.74,7.63,3.33,2.84,2.42,2.17,1.86,2.1,2.1,1.78,1.61,0.0,1.39,1.26,1.12,1.07,1.1,1.06,1.25,1.19,0.88,1.05,1.05,0.9,0.94,1.33,0.93,0.83,0.75,0.78,0.8,0.7,0.56,0.61,0.62,0.4,0.52,0.49,0.46,0.4,0.39,0.43,0.42,0.39,0.35,0.39,0.33,0.32,0.4,0.36,0.32,0.35,0.32,0.34,0.28,0.26,0.19,0.33,0.36,0.27,0.27,0.24,0.24,0.24,0.29,0.26,0.22,0.35,0.23,0.19,0.19,0.21,0.2,0.19,0.22,0.21,0.19,0.2,0.21,0.19,0.18,0.18,0.18,0.18,0.17,0.17,0.14,0.16,0.18,0.14,0.16,0.13,0.13,0.14,0.13,0.14,0.14,0.0,0.12,0.04,0.04,0.03,0.03,0.12,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
09/03/2021,8.88,8.26,8.5,7.78,7.33,3.32,2.82,2.42,2.2,1.87,2.13,2.1,1.39,1.61,0.0,1.38,1.24,1.12,1.09,1.1,1.06,1.25,1.13,0.92,1.06,1.05,0.93,0.94,1.14,0.93,0.84,0.76,0.78,0.8,0.74,0.57,0.6,0.62,0.46,0.52,0.49,0.44,0.4,0.4,0.43,0.42,0.46,0.35,0.4,0.35,0.33,0.4,0.37,0.32,0.35,0.32,0.34,0.28,0.27,0.25,0.32,0.39,0.28,0.27,0.25,0.25,0.25,0.3,0.27,0.22,0.35,0.25,0.2,0.19,0.2,0.21,0.19,0.22,0.21,0.19,0.2,0.21,0.2,0.19,0.19,0.18,0.18,0.18,0.17,0.14,0.16,0.18,0.14,0.16,0.13,0.13,0.14,0.13,0.14,0.14,0.0,0.12,0.04,0.04,0.03,0.03,0.12,0.0,0.0,0.18,0.1,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/06/2021,8.73,8.09,8.39,7.57,7.35,3.33,2.77,2.5,2.17,1.82,2.09,2.12,1.43,1.58,0.0,1.5,1.24,1.13,1.12,1.11,1.06,1.28,1.13,0.93,1.08,1.09,0.92,0.95,1.21,0.94,0.85,0.75,0.77,0.79,0.76,0.59,0.59,0.61,0.49,0.52,0.5,0.45,0.4,0.4,0.45,0.42,0.46,0.35,0.41,0.37,0.32,0.41,0.39,0.32,0.35,0.32,0.35,0.28,0.28,0.25,0.31,0.45,0.29,0.27,0.24,0.25,0.26,0.32,0.28,0.21,0.37,0.24,0.21,0.19,0.22,0.23,0.2,0.23,0.21,0.19,0.2,0.21,0.2,0.19,0.19,0.18,0.18,0.18,0.16,0.14,0.16,0.18,0.15,0.16,0.13,0.13,0.14,0.13,0.14,0.15,0.0,0.12,0.04,0.04,0.03,0.03,0.13,0.0,0.0,0.18,0.1,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/08/2021,8.71,8.02,8.4,7.57,7.33,3.33,2.8,2.55,2.16,1.86,2.1,2.11,1.44,1.59,0.0,1.54,1.24,1.13,1.12,1.13,1.06,1.27,1.11,0.95,1.09,1.09,0.89,0.96,1.2,0.92,0.85,0.75,0.77,0.81,0.74,0.59,0.59,0.62,0.49,0.52,0.51,0.44,0.41,0.4,0.44,0.41,0.46,0.35,0.41,0.37,0.32,0.41,0.38,0.32,0.35,0.32,0.38,0.29,0.28,0.24,0.32,0.43,0.28,0.27,0.25,0.24,0.27,0.31,0.27,0.21,0.36,0.24,0.2,0.19,0.24,0.22,0.2,0.22,0.22,0.19,0.2,0.21,0.21,0.19,0.2,0.18,0.18,0.18,0.16,0.14,0.16,0.18,0.14,0.16,0.13,0.13,0.14,0.13,0.15,0.15,0.0,0.12,0.04,0.04,0.03,0.0,0.13,0.0,0.0,0.17,0.11,0.03,0.0,0.0,0.0,0.0,0.0,100.01
09/09/2021,8.71,8.02,8.4,7.57,7.33,3.33,2.8,2.55,2.16,1.86,2.1,2.11,1.44,1.59,0.0,1.54,1.24,1.13,1.12,1.13,1.06,1.27,1.11,0.95,1.09,1.09,0.89,0.96,1.2,0.92,0.85,0.75,0.77,0.81,0.74,0.59,0.59,0.62,0.49,0.52,0.51,0.44,0.41,0.4,0.44,0.41,0.46,0.35,0.41,0.37,0.32,0.41,0.38,0.32,0.35,0.32,0.38,0.29,0.28,0.24,0.32,0.43,0.28,0.27,0.25,0.24,0.27,0.31,0.27,0.21,0.36,0.24,0.2,0.19,0.24,0.22,0.2,0.22,0.22,0.19,0.2,0.21,0.21,0.19,0.2,0.18,0.18,0.18,0.16,0.14,0.16,0.18,0.14,0.16,0.13,0.13,0.14,0.13,0.15,0.15,0.0,0.12,0.04,0.04,0.03,0.0,0.13,0.0,0.0,0.17,0.11,0.03,0.0,0.0,0.0,0.0,0.0,100.01
09/10/2021,8.61,7.99,8.34,7.54,7.3,3.29,2.8,2.58,2.24,1.84,2.09,2.15,1.43,1.58,0.0,1.63,1.25,1.13,1.12,1.14,1.05,1.26,1.06,0.94,1.07,1.12,0.88,0.93,1.22,0.98,0.84,0.74,0.77,0.81,0.74,0.59,0.59,0.61,0.51,0.51,0.51,0.41,0.4,0.4,0.45,0.42,0.45,0.34,0.4,0.37,0.32,0.41,0.4,0.32,0.34,0.32,0.42,0.28,0.28,0.24,0.31,0.47,0.28,0.26,0.24,0.24,0.28,0.33,0.3,0.21,0.4,0.25,0.2,0.2,0.23,0.22,0.2,0.22,0.22,0.19,0.2,0.21,0.2,0.19,0.19,0.19,0.18,0.17,0.16,0.14,0.16,0.18,0.14,0.16,0.13,0.13,0.14,0.13,0.15,0.16,0.0,0.12,0.04,0.04,0.04,0.0,0.13,0.0,0.0,0.16,0.11,0.03,0.0,0.0,0.0,0.0,0.0,99.98000000000002
09/13/2021,8.64,7.85,8.32,7.61,7.31,3.24,2.83,2.54,2.23,1.85,2.12,2.13,1.42,1.58,0.0,1.64,1.25,1.12,1.09,1.13,1.04,1.2,1.09,0.93,1.09,1.13,0.84,0.95,1.21,1.03,0.83,0.75,0.76,0.82,0.74,0.6,0.6,0.62,0.49,0.52,0.51,0.41,0.41,0.4,0.45,0.42,0.46,0.34,0.41,0.38,0.32,0.38,0.4,0.32,0.35,0.32,0.43,0.28,0.28,0.23,0.32,0.47,0.28,0.27,0.25,0.24,0.27,0.33,0.31,0.21,0.42,0.24,0.21,0.2,0.23,0.22,0.2,0.22,0.22,0.19,0.2,0.23,0.21,0.19,0.2,0.2,0.18,0.18,0.17,0.14,0.17,0.19,0.15,0.16,0.13,0.13,0.14,0.14,0.15,0.16,0.0,0.12,0.04,0.05,0.04,0.0,0.13,0.0,0.0,0.16,0.11,0.03,0.0,0.0,0.0,0.0,0.0,100.04000000000002
09/14/2021,8.64,7.85,8.32,7.61,7.31,3.24,2.83,2.54,2.23,1.85,2.12,2.13,1.42,1.58,0.0,1.64,1.25,1.12,1.09,1.13,1.04,1.2,1.09,0.93,1.09,1.13,0.84,0.95,1.21,1.03,0.83,0.75,0.76,0.82,0.74,0.6,0.6,0.62,0.49,0.52,0.51,0.41,0.41,0.4,0.45,0.42,0.46,0.34,0.41,0.38,0.32,0.38,0.4,0.32,0.35,0.32,0.43,0.28,0.28,0.23,0.32,0.47,0.28,0.27,0.25,0.24,0.27,0.33,0.31,0.21,0.42,0.24,0.21,0.2,0.23,0.22,0.2,0.22,0.22,0.19,0.2,0.23,0.21,0.19,0.2,0.2,0.18,0.18,0.17,0.14,0.17,0.19,0.15,0.16,0.13,0.13,0.14,0.14,0.15,0.16,0.0,0.12,0.04,0.05,0.04,0.0,0.13,0.0,0.0,0.16,0.11,0.03,0.0,0.0,0.0,0.0,0.0,100.04000000000002
09/15/2021,8.64,7.78,8.3,7.62,7.48,3.24,2.81,2.54,2.22,1.84,2.1,2.16,1.46,1.58,0.0,1.64,1.25,1.12,1.11,1.15,1.03,1.22,1.07,0.91,1.08,1.14,0.84,0.95,1.21,1.02,0.84,0.75,0.76,0.82,0.74,0.6,0.58,0.61,0.47,0.52,0.5,0.39,0.4,0.4,0.45,0.42,0.45,0.34,0.4,0.38,0.32,0.39,0.41,0.32,0.34,0.32,0.45,0.28,0.28,0.25,0.32,0.47,0.28,0.27,0.24,0.25,0.27,0.32,0.31,0.21,0.39,0.24,0.21,0.2,0.23,0.21,0.2,0.22,0.22,0.19,0.21,0.22,0.21,0.19,0.19,0.19,0.18,0.17,0.16,0.14,0.16,0.18,0.15,0.16,0.13,0.13,0.14,0.13,0.15,0.16,0.0,0.12,0.04,0.04,0.04,0.0,0.13,0.0,0.0,0.16,0.11,0.03,0.0,0.0,0.0,0.0,0.0,99.96000000000004
09/16/2021,8.68,7.66,8.32,7.7,7.43,3.24,2.82,2.55,2.25,1.86,2.1,2.14,1.45,1.59,0.0,1.66,1.25,1.11,1.12,1.16,1.03,1.21,1.06,0.91,1.08,1.15,0.82,0.98,1.2,1.04,0.84,0.74,0.76,0.82,0.74,0.59,0.59,0.61,0.42,0.52,0.5,0.39,0.4,0.4,0.45,0.43,0.45,0.34,0.41,0.38,0.32,0.38,0.41,0.32,0.34,0.32,0.46,0.28,0.28,0.23,0.32,0.49,0.28,0.26,0.24,0.25,0.27,0.33,0.31,0.21,0.4,0.24,0.2,0.2,0.23,0.21,0.2,0.22,0.22,0.19,0.21,0.21,0.2,0.19,0.19,0.19,0.17,0.17,0.16,0.14,0.16,0.18,0.15,0.16,0.13,0.13,0.14,0.13,0.15,0.17,0.0,0.12,0.04,0.04,0.04,0.0,0.13,0.0,0.0,0.15,0.11,0.03,0.0,0.0,0.0,0.0,0.0,99.95000000000002
09/17/2021,8.67,7.64,8.36,7.77,7.35,3.28,2.86,2.52,2.25,1.87,2.07,2.13,1.44,1.6,0.0,1.66,1.25,1.11,1.1,1.16,1.03,1.22,1.1,0.88,1.09,1.15,0.86,0.96,1.21,1.04,0.84,0.75,0.77,0.82,0.74,0.59,0.61,0.61,0.43,0.52,0.5,0.39,0.4,0.4,0.44,0.42,0.46,0.34,0.4,0.38,0.32,0.38,0.41,0.32,0.35,0.32,0.44,0.28,0.28,0.23,0.33,0.48,0.28,0.26,0.25,0.26,0.27,0.33,0.31,0.21,0.39,0.24,0.2,0.2,0.22,0.21,0.2,0.21,0.21,0.19,0.2,0.21,0.2,0.19,0.19,0.19,0.17,0.17,0.16,0.14,0.16,0.18,0.15,0.16,0.13,0.13,0.14,0.13,0.15,0.17,0.0,0.12,0.04,0.04,0.04,0.0,0.13,0.0,0.0,0.15,0.1,0.03,0.0,0.0,0.0,0.0,0.0,99.99000000000002
09/20/2021,8.84,7.76,8.45,7.87,7.22,3.3,2.87,2.5,2.21,1.89,2.11,2.1,1.42,1.58,0.0,1.61,1.25,1.1,1.09,1.14,0.97,1.24,1.09,0.86,1.11,1.14,0.79,0.94,1.2,1.02,0.82,0.75,0.76,0.79,0.72,0.58,0.6,0.62,0.42,0.53,0.51,0.4,0.4,0.4,0.44,0.42,0.46,0.34,0.4,0.38,0.32,0.38,0.4,0.32,0.35,0.32,0.44,0.28,0.28,0.23,0.32,0.46,0.28,0.26,0.25,0.25,0.27,0.32,0.3,0.22,0.39,0.24,0.2,0.2,0.22,0.21,0.2,0.21,0.22,0.19,0.21,0.22,0.2,0.19,0.19,0.19,0.18,0.17,0.17,0.14,0.16,0.19,0.15,0.16,0.13,0.13,0.14,0.13,0.15,0.17,0.0,0.12,0.04,0.05,0.04,0.0,0.13,0.0,0.0,0.18,0.1,0.03,0.0,0.0,0.0,0.0,0.0,100.00000000000004
09/21/2021,8.84,7.76,8.45,7.87,7.22,3.3,2.87,2.5,2.21,1.89,2.11,2.1,1.42,1.58,0.0,1.61,1.25,1.1,1.09,1.14,0.97,1.24,1.09,0.86,1.11,1.14,0.79,0.94,1.2,1.02,0.82,0.75,0.76,0.79,0.72,0.58,0.6,0.62,0.42,0.53,0.51,0.4,0.4,0.4,0.44,0.42,0.46,0.34,0.4,0.38,0.32,0.38,0.4,0.32,0.35,0.32,0.44,0.28,0.28,0.23,0.32,0.46,0.28,0.26,0.25,0.25,0.27,0.32,0.3,0.22,0.39,0.24,0.2,0.2,0.22,0.21,0.2,0.21,0.22,0.19,0.21,0.22,0.2,0.19,0.19,0.19,0.18,0.17,0.17,0.14,0.16,0.19,0.15,0.16,0.13,0.13,0.14,0.13,0.15,0.17,0.0,0.12,0.04,0.05,0.04,0.0,0.13,0.0,0.0,0.18,0.1,0.03,0.0,0.0,0.0,0.0,0.0,100.00000000000004
09/22/2021,8.89,7.42,8.47,7.86,7.21,3.28,2.89,2.52,2.22,1.89,2.09,2.14,1.48,1.59,0.0,1.6,1.22,1.11,1.13,1.13,0.92,1.26,1.08,0.88,1.13,1.16,0.83,0.91,1.2,1.07,0.84,0.78,0.77,0.79,0.76,0.63,0.62,0.64,0.42,0.55,0.52,0.39,0.41,0.41,0.46,0.45,0.48,0.34,0.41,0.41,0.33,0.4,0.42,0.33,0.37,0.33,0.45,0.29,0.29,0.23,0.31,0.49,0.29,0.27,0.25,0.27,0.29,0.33,0.32,0.22,0.4,0.25,0.21,0.2,0.23,0.22,0.21,0.22,0.24,0.2,0.22,0.22,0.21,0.19,0.2,0.2,0.18,0.18,0.17,0.15,0.17,0.19,0.15,0.16,0.14,0.14,0.15,0.13,0.16,0.18,0.0,0.0,0.04,0.05,0.04,0.0,0.13,0.0,0.12,-0.49,0.11,0.03,0.0,0.0,0.0,0.0,0.0,100.04000000000002
09/23/2021,8.82,7.24,8.5,7.93,6.76,3.26,2.87,2.52,2.27,1.89,2.06,2.15,1.53,1.56,0.0,1.61,1.23,1.11,1.16,1.12,0.9,1.25,1.07,0.85,1.13,1.17,0.8,0.92,1.22,1.11,0.84,0.8,0.75,0.77,0.79,0.65,0.63,0.66,0.41,0.56,0.54,0.39,0.43,0.42,0.47,0.46,0.5,0.35,0.43,0.42,0.34,0.41,0.43,0.35,0.38,0.34,0.46,0.3,0.3,0.22,0.3,0.5,0.3,0.28,0.26,0.28,0.3,0.34,0.33,0.23,0.42,0.26,0.21,0.21,0.24,0.23,0.21,0.23,0.25,0.21,0.22,0.23,0.22,0.2,0.2,0.2,0.19,0.18,0.18,0.15,0.18,0.2,0.16,0.17,0.14,0.14,0.15,0.13,0.16,0.19,0.0,0.0,0.04,0.05,0.04,0.0,0.14,0.0,0.13,-0.51,0.11,0.03,0.0,0.0,0.0,0.0,0.0,100.02
09/24/2021,8.75,7.39,8.46,7.9,6.75,3.27,2.86,2.55,2.32,1.89,2.06,2.14,1.53,1.54,0.0,1.61,1.24,1.11,1.16,1.13,0.93,1.26,1.08,0.84,1.12,1.16,0.81,0.92,1.22,1.1,0.83,0.8,0.75,0.77,0.78,0.65,0.61,0.66,0.44,0.56,0.53,0.39,0.42,0.42,0.47,0.46,0.49,0.35,0.42,0.42,0.34,0.41,0.43,0.34,0.38,0.34,0.46,0.3,0.3,0.22,0.31,0.5,0.3,0.28,0.26,0.27,0.3,0.34,0.33,0.23,0.41,0.26,0.21,0.21,0.24,0.23,0.21,0.23,0.24,0.21,0.22,0.23,0.22,0.2,0.2,0.2,0.19,0.18,0.18,0.15,0.18,0.2,0.16,0.17,0.14,0.14,0.15,0.13,0.16,0.18,0.0,0.0,0.04,0.05,0.04,0.0,0.14,0.0,0.12,-0.51,0.11,0.03,0.0,0.0,0.0,0.0,0.0,100.01000000000002
09/27/2021,8.79,7.38,8.42,7.91,6.8,3.3,2.89,2.56,2.29,1.91,2.02,2.16,1.4,1.56,0.0,1.61,1.25,1.12,1.09,1.15,0.99,1.25,1.06,0.89,1.13,1.18,0.81,0.93,1.22,1.05,0.82,0.77,0.75,0.78,0.76,0.6,0.6,0.63,0.45,0.54,0.51,0.38,0.41,0.4,0.45,0.45,0.47,0.32,0.4,0.39,0.32,0.4,0.42,0.33,0.37,0.33,0.45,0.28,0.28,0.22,0.31,0.49,0.28,0.27,0.25,0.25,0.29,0.33,0.33,0.22,0.42,0.25,0.2,0.21,0.23,0.22,0.21,0.23,0.24,0.2,0.21,0.23,0.21,0.2,0.2,0.19,0.18,0.18,0.17,0.15,0.17,0.19,0.15,0.16,0.14,0.14,0.15,0.13,0.15,0.2,0.0,0.12,0.04,0.05,0.04,0.0,0.14,0.0,0.0,0.16,0.11,0.03,0.0,0.0,0.0,0.0,0.0,100.02
09/28/2021,8.79,7.38,8.42,7.91,6.8,3.3,2.89,2.56,2.29,1.91,2.02,2.16,1.4,1.56,0.0,1.61,1.25,1.12,1.09,1.15,0.99,1.25,1.06,0.89,1.13,1.18,0.81,0.93,1.22,1.05,0.82,0.77,0.75,0.78,0.76,0.6,0.6,0.63,0.45,0.54,0.51,0.38,0.41,0.4,0.45,0.45,0.47,0.32,0.4,0.39,0.32,0.4,0.42,0.33,0.37,0.33,0.45,0.28,0.28,0.22,0.31,0.49,0.28,0.27,0.25,0.25,0.29,0.33,0.33,0.22,0.42,0.25,0.2,0.21,0.23,0.22,0.21,0.23,0.24,0.2,0.21,0.23,0.21,0.2,0.2,0.19,0.18,0.18,0.17,0.15,0.17,0.19,0.15,0.16,0.14,0.14,0.15,0.13,0.15,0.2,0.0,0.12,0.04,0.05,0.04,0.0,0.14,0.0,0.0,0.16,0.11,0.03,0.0,0.0,0.0,0.0,0.0,100.02
