,NTLA,2269.HK,ILMN,MRNA,NTRA,RGEN,BNTX,LONN.SW,VEEV,TXG,CTLT,CRL,TMO,PACB,GH,A,EVT.DE,CYRX,CRSP,FATE,BRKR,BEAM,NVDA,MEDP,—,ICLR,RCKT,EXAS,NEO,NSTG,PPD,MRVI,BIO,IQV,PKI,TECH,NVTA,CTVA,TWST,SANA,CERT,BRKS,QGEN,EDIT,TSHA,TDOC,BLI,RARE,VCYT,LGND,BIM.PA,AMWL,PTCT,SEER,688180.SS,601019.SS,AVTR,n/a,ACCD,DHR,AZN,GSK,SDGR,DVAX,DNAY,VCEL,QTRX,OLK,207940.KS,SUM
09/13/2021,6.45,2.97,4.4,8.72,4.4,5.86,6.38,3.48,2.86,2.5,3.13,2.91,2.98,1.95,1.56,2.96,2.01,1.7,1.34,1.26,1.79,1.33,1.39,1.38,0.33,1.53,0.0,1.03,1.26,1.01,0.99,1.29,1.96,0.94,1.96,0.97,0.81,0.77,0.66,0.9,0.87,0.65,0.98,0.77,0.54,0.0,0.0,0.0,0.45,0.37,0.42,0.0,0.0,0.27,0.0,0.0,2.05,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/14/2021,6.46,2.94,4.39,8.6,4.41,5.87,6.35,3.47,2.83,2.51,3.06,2.9,3.0,1.94,1.54,2.96,2.03,1.78,1.33,1.24,1.78,1.35,1.41,1.37,0.0,1.53,0.0,1.01,1.29,1.02,0.99,1.14,1.98,0.93,1.97,0.99,0.8,0.77,0.68,0.91,0.9,0.66,0.98,0.79,0.54,0.0,0.0,0.0,0.44,0.38,0.42,0.0,0.0,0.28,0.0,0.0,2.08,0.48,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/15/2021,6.46,2.94,4.39,8.6,4.41,5.87,6.35,3.47,2.83,2.51,3.06,2.9,3.0,1.94,1.54,2.96,2.03,1.78,1.33,1.24,1.78,1.35,1.41,1.37,0.0,1.53,0.0,1.01,1.29,1.02,0.99,1.14,1.98,0.93,1.97,0.99,0.8,0.77,0.68,0.91,0.9,0.66,0.98,0.79,0.54,0.0,0.0,0.0,0.44,0.38,0.42,0.0,0.0,0.28,0.0,0.0,2.08,0.48,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/16/2021,6.4,2.95,4.48,8.29,4.56,5.95,6.13,3.54,2.88,2.37,3.14,2.92,3.02,1.91,1.56,2.97,2.09,1.81,1.34,1.23,1.76,1.29,1.44,1.37,0.35,1.57,0.0,1.0,1.31,0.99,1.02,1.14,1.98,0.95,1.99,0.99,0.8,0.79,0.67,0.94,0.96,0.68,0.97,0.78,0.56,0.0,0.0,0.0,0.45,0.38,0.43,0.0,0.0,0.26,0.0,0.0,2.14,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/17/2021,6.36,2.99,4.43,8.42,4.53,6.03,6.26,3.6,2.87,2.18,3.16,2.95,3.03,1.88,1.56,2.96,2.16,1.84,1.32,1.21,1.76,1.27,1.44,1.34,0.34,1.61,0.0,0.97,1.23,0.99,1.02,1.16,2.0,0.95,1.99,1.0,0.79,0.77,0.65,0.93,0.9,0.68,0.98,0.75,0.55,0.0,0.0,0.0,0.44,0.37,0.44,0.0,0.0,0.27,0.0,0.0,2.12,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/20/2021,6.27,2.93,4.38,8.56,4.48,6.06,6.87,3.53,2.89,2.21,3.12,2.92,2.98,1.82,1.54,2.94,2.13,1.82,1.31,1.22,1.68,1.28,1.42,1.34,0.34,1.63,0.0,1.02,1.18,0.95,1.01,1.17,1.93,0.94,1.99,1.03,0.77,0.76,0.64,0.96,0.93,0.67,0.97,0.74,0.57,0.0,0.0,0.0,0.43,0.38,0.44,0.0,0.0,0.24,0.0,0.0,2.14,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/21/2021,6.35,3.07,4.31,8.27,4.66,6.14,6.56,3.37,2.84,2.23,3.04,2.91,3.15,1.92,1.58,2.92,2.06,1.84,1.38,1.3,1.66,1.28,1.38,1.34,0.0,1.59,0.0,1.06,1.2,0.99,1.0,1.12,1.92,0.92,1.98,1.03,0.81,0.74,0.68,0.92,0.9,0.68,0.96,0.76,0.54,0.0,0.0,0.0,0.47,0.4,0.43,0.0,0.0,0.24,0.0,0.0,2.11,0.46,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/22/2021,6.36,3.07,4.31,8.28,4.67,6.15,6.57,3.37,2.84,2.24,3.05,2.91,3.15,1.93,1.58,2.92,2.06,1.84,1.38,1.31,1.67,1.28,1.39,1.34,0.34,1.6,0.0,1.06,1.2,0.99,1.0,1.12,1.92,0.92,1.99,1.03,0.81,0.74,0.68,0.92,0.9,0.68,0.97,0.76,0.54,0.0,0.0,0.0,0.47,0.4,0.43,0.0,0.0,0.24,0.0,0.0,2.11,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/23/2021,6.35,3.07,4.31,8.27,4.66,6.14,6.56,3.37,2.84,2.23,3.04,2.91,3.15,1.92,1.58,2.92,2.06,1.84,1.38,1.3,1.66,1.28,1.38,1.34,0.0,1.59,0.0,1.06,1.2,0.99,1.0,1.12,1.92,0.92,1.98,1.03,0.81,0.74,0.68,0.92,0.9,0.68,0.96,0.76,0.54,0.0,0.0,0.0,0.47,0.4,0.43,0.0,0.0,0.24,0.0,0.0,2.11,0.46,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/24/2021,6.19,2.5,4.35,7.17,4.74,6.53,6.47,3.55,2.91,2.28,3.16,3.02,3.27,1.86,1.62,2.99,2.17,1.89,1.35,1.29,1.7,1.23,1.39,1.38,0.31,1.67,0.0,1.07,1.24,0.97,1.04,1.18,1.98,0.96,2.03,1.06,0.85,0.76,0.7,0.91,0.99,0.78,1.01,0.74,0.52,0.0,0.0,0.0,0.47,0.4,0.44,0.0,0.0,0.25,0.0,0.0,2.2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/27/2021,6.38,2.43,4.25,7.36,4.64,6.6,6.56,3.49,2.85,2.2,3.21,3.06,3.26,1.83,1.58,2.95,2.12,1.93,1.37,1.28,1.72,1.24,1.45,1.43,0.3,1.7,0.0,0.98,1.26,0.9,1.02,1.22,1.97,0.96,2.0,1.05,0.85,0.77,0.69,0.86,0.95,0.79,0.99,0.76,0.55,0.0,0.0,0.0,0.48,0.4,0.42,0.0,0.0,0.25,0.0,0.0,2.2,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/28/2021,6.26,2.43,4.33,7.11,4.53,6.72,6.33,3.48,2.93,2.19,3.28,3.15,3.34,1.74,1.6,3.01,2.09,1.97,1.34,1.23,1.76,1.22,1.45,1.48,0.0,1.75,0.0,0.98,1.21,0.89,1.04,1.24,2.03,0.98,2.01,1.08,0.81,0.78,0.65,0.83,0.97,0.81,1.0,0.74,0.56,0.0,0.0,0.0,0.46,0.4,0.42,0.0,0.0,0.24,0.0,0.0,2.26,0.44,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/29/2021,6.26,2.43,4.33,7.11,4.53,6.72,6.33,3.48,2.93,2.19,3.28,3.15,3.34,1.74,1.6,3.01,2.09,1.97,1.34,1.23,1.76,1.22,1.45,1.48,0.0,1.75,0.0,0.98,1.21,0.89,1.04,1.24,2.03,0.98,2.01,1.08,0.81,0.78,0.65,0.83,0.97,0.81,1.0,0.74,0.56,0.0,0.0,0.0,0.46,0.4,0.42,0.0,0.0,0.24,0.0,0.0,2.26,0.44,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/30/2021,6.37,2.58,4.38,6.95,4.54,6.57,6.0,3.47,2.96,2.23,3.26,3.05,3.35,1.82,1.61,2.99,2.05,2.05,1.39,1.25,1.7,1.26,1.46,1.47,0.0,1.72,0.0,0.99,1.24,0.9,1.07,1.27,1.99,0.96,2.0,1.05,0.83,0.82,0.66,0.86,0.98,0.84,1.0,0.75,0.58,0.0,0.0,0.0,0.46,0.42,0.41,0.0,0.0,0.26,0.0,0.0,2.22,0.46,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/01/2021,6.28,2.78,4.41,6.82,4.42,6.38,5.64,3.47,2.99,2.23,3.32,3.08,3.39,1.81,1.64,3.0,2.09,2.03,1.39,1.24,1.77,1.26,1.46,1.51,0.0,1.76,0.0,1.02,1.28,0.89,1.12,1.28,2.04,0.97,2.05,1.05,0.82,0.85,0.65,0.94,0.94,0.85,1.02,0.71,0.6,0.0,0.0,0.0,0.47,0.43,0.41,0.0,0.0,0.25,0.0,0.0,2.22,0.48,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/04/2021,6.22,2.79,4.44,6.74,4.44,6.41,5.67,3.48,2.97,2.23,3.36,3.13,3.42,1.82,1.62,3.01,2.14,2.04,1.37,1.22,1.77,1.21,1.45,1.51,0.0,1.78,0.0,1.0,1.35,0.89,1.12,1.31,2.04,0.98,2.07,1.06,0.82,0.85,0.65,0.89,0.94,0.83,1.02,0.57,0.58,0.0,0.0,0.0,0.46,0.43,0.42,0.0,0.0,0.24,0.0,0.0,2.25,0.48,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/05/2021,6.17,2.86,4.33,6.18,4.72,6.42,5.3,3.55,3.07,2.24,3.36,3.13,3.44,1.92,1.47,2.98,2.13,2.04,1.4,1.24,1.78,1.22,1.49,1.61,0.0,1.78,0.0,1.07,1.37,0.94,1.14,1.2,2.05,0.99,2.09,1.08,0.84,0.88,0.67,0.89,1.03,0.85,1.03,0.55,0.59,0.0,0.0,0.0,0.48,0.43,0.41,0.0,0.0,0.26,0.0,0.0,2.33,0.49,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/06/2021,6.17,2.86,4.33,6.18,4.72,6.42,5.3,3.55,3.07,2.24,3.36,3.13,3.44,1.92,1.47,2.98,2.13,2.04,1.4,1.24,1.78,1.22,1.49,1.61,0.0,1.78,0.0,1.07,1.37,0.94,1.14,1.2,2.05,0.99,2.09,1.08,0.84,0.88,0.67,0.89,1.03,0.85,1.03,0.55,0.59,0.0,0.0,0.0,0.48,0.43,0.41,0.0,0.0,0.26,0.0,0.0,2.33,0.49,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/07/2021,6.03,2.7,4.31,6.11,4.76,6.43,5.36,3.67,3.09,2.32,3.4,3.1,3.53,1.87,1.5,3.01,2.19,1.99,1.34,1.21,1.81,1.22,1.47,1.63,0.0,1.81,0.0,1.07,1.26,0.92,1.18,1.22,2.09,1.01,2.13,1.09,0.81,0.89,0.66,0.87,0.98,0.86,1.06,0.53,0.59,0.0,0.0,0.0,0.46,0.42,0.43,0.0,0.0,0.25,0.0,0.0,2.34,0.5,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/08/2021,6.03,2.7,4.31,6.11,4.76,6.43,5.36,3.67,3.09,2.32,3.4,3.1,3.53,1.87,1.5,3.01,2.19,1.99,1.34,1.21,1.81,1.22,1.47,1.63,0.0,1.81,0.0,1.07,1.26,0.92,1.18,1.22,2.09,1.01,2.13,1.09,0.81,0.89,0.66,0.87,0.98,0.86,1.06,0.53,0.59,0.0,0.0,0.0,0.46,0.42,0.43,0.0,0.0,0.25,0.0,0.0,2.34,0.5,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/11/2021,6.28,2.78,2.1,4.7,5.06,6.41,4.97,3.68,1.04,0.55,3.05,3.14,4.12,1.28,0.53,3.07,2.14,2.11,2.03,0.0,3.05,1.24,1.04,2.02,0.0,2.04,0.0,0.0,2.07,1.02,0.0,1.23,3.06,1.54,1.01,1.02,1.01,0.0,0.51,0.5,1.04,1.02,1.01,1.03,0.49,0.0,0.0,0.0,0.5,0.51,0.43,0.0,0.0,0.26,0.0,0.0,3.06,0.51,0.25,3.06,1.2,1.02,1.0,0.61,0.55,0.52,0.3,0.25,0.0,100.02
10/12/2021,6.28,2.78,2.1,4.7,5.06,6.41,4.97,3.68,1.04,0.55,3.05,3.14,4.12,1.28,0.53,3.07,2.14,2.11,2.03,0.0,3.05,1.24,1.04,2.02,0.0,2.04,0.0,0.0,2.07,1.02,0.0,1.23,3.06,1.54,1.01,1.02,1.01,0.0,0.51,0.5,1.04,1.02,1.01,1.03,0.49,0.0,0.0,0.0,0.5,0.51,0.43,0.0,0.0,0.26,0.0,0.0,3.06,0.51,0.25,3.06,1.2,1.02,1.0,0.61,0.55,0.52,0.3,0.25,0.0,100.02
10/13/2021,6.28,2.78,2.1,4.7,5.06,6.41,4.97,3.68,1.04,0.55,3.05,3.14,4.12,1.28,0.53,3.07,2.14,2.11,2.03,0.0,3.05,1.24,1.04,2.02,0.0,2.04,0.0,0.0,2.07,1.02,0.0,1.23,3.06,1.54,1.01,1.02,1.01,0.0,0.51,0.5,1.04,1.02,1.01,1.03,0.49,0.0,0.0,0.0,0.5,0.51,0.43,0.0,0.0,0.26,0.0,0.0,3.06,0.51,0.25,3.06,1.2,1.02,1.0,0.61,0.55,0.52,0.3,0.25,0.0,100.02
10/18/2021,6.04,2.82,2.13,4.78,4.78,5.98,4.97,2.55,1.04,0.57,3.02,3.11,4.11,1.23,0.5,2.96,2.03,2.13,2.04,0.0,2.99,1.3,1.03,1.93,0.0,2.06,0.0,0.0,1.92,0.97,0.0,1.1,3.0,1.52,1.0,1.01,1.02,0.0,0.53,0.49,1.09,1.0,1.02,1.0,0.49,0.0,0.0,0.0,0.5,0.51,0.0,0.0,0.0,0.26,0.0,0.0,2.81,1.48,0.24,3.03,1.21,1.03,1.0,0.61,0.55,0.48,0.3,0.25,2.47,99.98999999999998
