,MSFT,AMZN,NVDA,WMT,INTC,JPM,CSCO,PEP,ABBV,PM,C,LOW,GS,TGT,MMM,CVS,LMT,SPGI,ANTM,Us Dollars,PLD,MO,ADP,COF,CL,ADSK,WM,NOC,HUM,FCX,NEM,A,KMI,WBA,HPQ,IFF,MSI,XEL,ADM,STT,CBRE,KR,CCL,K,VTR,HBAN,PEAK,CPB,GPS,OC,Jones Lang LaSalle Inc,JLL,n/a,JNJ,ADBE,ABT,MRK,CVX,TXN,BMY,GILD,GM,F,HSY,EIX,HAS,HST,APD,CDNS,PPG,VRSK,AWK,URI,XYL,J,VTRS,SUM
09/08/2021,12.22,12.98,6.78,4.97,2.58,3.97,2.97,2.59,2.35,1.97,1.72,1.74,1.65,1.43,1.34,1.38,0.0,1.3,1.11,0.0,1.22,1.12,1.05,0.84,0.0,0.0,0.78,0.0,0.64,0.0,0.57,0.65,0.48,0.53,0.0,0.0,0.0,0.45,0.4,0.38,0.4,0.42,0.0,0.26,0.0,0.0,0.23,0.0,0.11,0.0,0.0,0.0,0.58,5.48,3.76,2.71,2.33,2.24,2.08,1.73,1.07,0.84,0.6,0.43,0.26,0.16,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/09/2021,12.22,12.98,6.78,4.97,2.58,3.97,2.97,2.59,2.35,1.97,1.72,1.74,1.65,1.43,1.34,1.38,0.0,1.3,1.11,0.0,1.22,1.12,1.05,0.84,0.0,0.0,0.78,0.0,0.64,0.0,0.57,0.65,0.48,0.53,0.0,0.0,0.0,0.45,0.4,0.38,0.4,0.42,0.0,0.26,0.0,0.0,0.23,0.0,0.11,0.0,0.0,0.0,0.58,5.48,3.76,2.71,2.33,2.24,2.08,1.73,1.07,0.84,0.6,0.43,0.26,0.16,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/10/2021,12.25,13.18,6.77,4.93,2.61,3.99,2.97,2.56,2.31,1.98,1.72,1.74,1.66,1.43,1.29,1.37,0.0,1.29,1.11,0.0,1.22,1.12,1.03,0.84,0.0,0.0,0.78,0.0,0.64,0.0,0.56,0.65,0.47,0.53,0.0,0.0,0.0,0.44,0.4,0.37,0.4,0.41,0.0,0.25,0.0,0.0,0.23,0.0,0.11,0.0,0.0,0.0,0.61,5.43,3.75,2.72,2.3,2.25,2.09,1.73,1.07,0.85,0.61,0.43,0.27,0.16,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/13/2021,12.24,13.2,6.68,4.95,2.62,4.02,2.98,2.6,2.29,1.93,1.73,1.74,1.65,1.46,1.3,1.36,0.0,1.32,1.1,0.0,1.2,1.13,1.05,0.84,0.0,0.0,0.79,0.0,0.65,0.0,0.55,0.66,0.47,0.53,0.0,0.0,0.0,0.45,0.41,0.37,0.4,0.42,0.0,0.26,0.0,0.0,0.23,0.0,0.11,0.0,0.0,0.0,0.63,5.34,3.79,2.74,2.26,2.24,2.1,1.7,1.07,0.85,0.6,0.43,0.27,0.16,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/14/2021,12.21,13.18,6.8,4.95,2.65,3.99,2.95,2.61,2.28,1.96,1.71,1.76,1.65,1.45,1.3,1.34,0.0,1.32,1.06,0.0,1.2,1.13,1.04,0.84,0.0,0.0,0.79,0.0,0.63,0.0,0.55,0.66,0.47,0.52,0.0,0.0,0.0,0.44,0.41,0.37,0.4,0.39,0.0,0.26,0.0,0.0,0.23,0.0,0.11,0.0,0.0,0.0,0.65,5.32,3.78,2.76,2.25,2.25,2.13,1.7,1.08,0.87,0.6,0.43,0.27,0.16,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/15/2021,12.21,13.18,6.8,4.95,2.65,3.99,2.95,2.61,2.28,1.96,1.71,1.76,1.65,1.45,1.3,1.34,0.0,1.32,1.06,0.0,1.2,1.13,1.04,0.84,0.0,0.0,0.79,0.0,0.63,0.0,0.55,0.66,0.47,0.52,0.0,0.0,0.0,0.44,0.41,0.37,0.4,0.39,0.0,0.26,0.0,0.0,0.23,0.0,0.11,0.0,0.0,0.0,0.65,5.32,3.78,2.76,2.25,2.25,2.13,1.7,1.08,0.87,0.6,0.43,0.27,0.16,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/16/2021,12.26,13.13,6.69,4.91,2.7,4.05,2.96,2.61,2.3,1.94,1.73,1.77,1.67,1.44,1.3,1.35,0.0,1.32,1.1,0.0,1.19,1.12,1.03,0.86,0.0,0.0,0.79,0.0,0.64,0.0,0.55,0.64,0.48,0.52,0.0,0.0,0.0,0.44,0.42,0.37,0.4,0.39,0.0,0.26,0.0,0.0,0.23,0.0,0.11,0.0,0.0,0.0,0.67,5.28,3.7,2.71,2.24,2.29,2.16,1.69,1.08,0.89,0.62,0.43,0.27,0.16,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/17/2021,12.36,13.09,6.71,4.89,2.68,3.98,2.95,2.6,2.27,1.93,1.69,1.75,1.65,1.44,1.28,1.34,0.0,1.32,1.09,0.0,1.19,1.08,1.03,0.83,0.0,0.0,0.79,0.0,0.63,0.0,0.55,0.64,0.47,0.51,0.0,0.0,0.0,0.43,0.41,0.36,0.39,0.38,0.0,0.26,0.0,0.0,0.23,0.0,0.11,0.0,0.0,0.0,1.16,5.25,3.7,2.72,2.21,2.25,2.17,1.67,1.07,0.89,0.61,0.43,0.27,0.16,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/20/2021,12.48,13.12,6.66,4.87,2.67,3.97,2.89,2.58,2.29,1.93,1.7,1.77,1.61,1.45,1.27,1.35,0.0,1.32,1.1,0.0,1.18,1.08,1.01,0.86,0.0,0.0,0.78,0.0,0.62,0.0,0.53,0.64,0.47,0.52,0.0,0.0,0.0,0.42,0.43,0.36,0.39,0.37,0.0,0.26,0.0,0.0,0.23,0.0,0.11,0.0,0.0,0.0,1.16,5.22,3.78,2.7,2.18,2.26,2.17,1.63,1.07,0.9,0.63,0.43,0.26,0.16,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/21/2021,12.35,13.12,6.6,4.9,2.66,3.99,2.89,2.58,2.3,1.92,1.71,1.79,1.6,1.46,1.27,1.37,0.0,1.31,1.13,0.0,1.16,1.08,1.02,0.86,0.0,0.0,0.78,0.0,0.64,0.0,0.53,0.64,0.47,0.52,0.0,0.0,0.0,0.42,0.42,0.35,0.39,0.37,0.0,0.26,0.0,0.0,0.23,0.0,0.11,0.0,0.0,0.0,1.17,5.24,3.75,2.71,2.19,2.26,2.18,1.64,1.08,0.9,0.64,0.43,0.26,0.16,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95000000000002
09/22/2021,12.35,13.12,6.6,4.9,2.66,3.99,2.89,2.58,2.3,1.92,1.71,1.79,1.6,1.46,1.27,1.37,0.0,1.31,1.13,0.0,1.16,1.08,1.02,0.86,0.0,0.0,0.78,0.0,0.64,0.0,0.53,0.64,0.47,0.52,0.0,0.0,0.0,0.42,0.42,0.35,0.39,0.37,0.0,0.26,0.0,0.0,0.23,0.0,0.11,0.0,0.0,0.0,1.17,5.24,3.75,2.71,2.19,2.26,2.18,1.64,1.08,0.9,0.64,0.43,0.26,0.16,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95000000000002
09/23/2021,12.35,13.12,6.6,4.9,2.66,3.99,2.89,2.58,2.3,1.92,1.71,1.79,1.6,1.46,1.27,1.37,0.0,1.31,1.13,0.0,1.16,1.08,1.02,0.86,0.0,0.0,0.78,0.0,0.64,0.0,0.53,0.64,0.47,0.52,0.0,0.0,0.0,0.42,0.42,0.35,0.39,0.37,0.0,0.26,0.0,0.0,0.23,0.0,0.11,0.0,0.0,0.0,1.17,5.24,3.75,2.71,2.19,2.26,2.18,1.64,1.08,0.9,0.64,0.43,0.26,0.16,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95000000000002
09/24/2021,12.38,12.92,6.53,4.93,2.64,3.95,2.86,2.62,2.33,1.93,1.67,1.8,1.56,1.46,1.27,1.37,0.0,1.33,1.15,0.0,1.17,1.09,1.03,0.86,0.0,0.0,0.8,0.0,0.64,0.0,0.54,0.65,0.48,0.51,0.0,0.0,0.0,0.42,0.42,0.35,0.39,0.37,0.0,0.26,0.0,0.0,0.23,0.0,0.11,0.0,0.0,0.0,1.19,5.33,3.77,2.73,2.24,2.26,2.19,1.65,1.11,0.88,0.62,0.43,0.27,0.16,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/27/2021,12.36,12.97,6.79,4.84,2.65,4.08,2.89,2.58,2.3,1.92,1.74,1.79,1.6,1.44,1.27,1.36,0.0,1.32,1.13,0.0,1.15,1.09,1.04,0.9,0.0,0.0,0.79,0.0,0.63,0.0,0.52,0.64,0.49,0.51,0.0,0.0,0.0,0.41,0.41,0.36,0.39,0.36,0.0,0.26,0.0,0.0,0.23,0.0,0.11,0.0,0.0,0.0,1.05,5.25,3.62,2.68,2.24,2.34,2.21,1.63,1.09,0.91,0.65,0.43,0.26,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/28/2021,12.36,13.01,6.68,4.85,2.66,4.13,2.89,2.59,2.29,1.93,1.75,1.79,1.6,1.44,1.27,1.36,0.0,1.33,1.13,0.0,1.15,1.08,1.04,0.9,0.0,0.0,0.79,0.0,0.63,0.0,0.52,0.64,0.49,0.51,0.0,0.0,0.0,0.41,0.41,0.36,0.39,0.36,0.0,0.26,0.0,0.0,0.22,0.0,0.11,0.0,0.0,0.0,1.07,5.24,3.57,2.67,2.26,2.36,2.24,1.62,1.08,0.92,0.65,0.43,0.26,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/29/2021,12.36,13.01,6.68,4.85,2.66,4.13,2.89,2.59,2.29,1.93,1.75,1.79,1.6,1.44,1.27,1.36,0.0,1.33,1.13,0.0,1.15,1.08,1.04,0.9,0.0,0.0,0.79,0.0,0.63,0.0,0.52,0.64,0.49,0.51,0.0,0.0,0.0,0.41,0.41,0.36,0.39,0.36,0.0,0.26,0.0,0.0,0.22,0.0,0.11,0.0,0.0,0.0,1.07,5.24,3.57,2.67,2.26,2.36,2.24,1.62,1.08,0.92,0.65,0.43,0.26,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/30/2021,12.2,13.0,6.58,4.84,2.7,4.25,2.88,2.57,2.31,1.95,1.78,1.82,1.64,1.42,1.28,1.38,0.0,1.31,1.16,0.0,1.14,1.09,1.05,0.92,0.0,0.0,0.78,0.0,0.63,0.0,0.53,0.62,0.51,0.51,0.0,0.0,0.0,0.41,0.42,0.37,0.4,0.37,0.0,0.27,0.0,0.0,0.22,0.0,0.11,0.0,0.0,0.0,1.07,5.22,3.48,2.6,2.26,2.42,2.24,1.62,1.07,0.94,0.68,0.43,0.27,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
10/01/2021,11.99,12.9,6.41,4.88,2.72,4.31,2.9,2.59,2.35,1.91,1.8,1.81,1.63,1.42,1.29,1.41,0.0,1.28,1.17,0.0,1.15,1.1,1.04,0.93,0.0,0.0,0.79,0.0,0.63,0.0,0.54,0.61,0.51,0.52,0.0,0.0,0.0,0.41,0.42,0.37,0.41,0.38,0.0,0.27,0.0,0.0,0.23,0.0,0.12,0.0,0.0,0.0,1.09,5.32,3.4,2.61,2.3,2.48,2.23,1.65,1.09,0.95,0.7,0.43,0.27,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
10/04/2021,11.99,12.82,6.34,4.87,2.69,4.3,2.89,2.61,2.38,1.92,1.8,1.82,1.61,1.43,1.3,1.42,0.0,1.28,1.18,0.0,1.16,1.11,1.05,0.92,0.0,0.0,0.79,0.0,0.63,0.0,0.53,0.61,0.51,0.52,0.0,0.0,0.0,0.42,0.42,0.37,0.41,0.38,0.0,0.28,0.0,0.0,0.23,0.0,0.12,0.0,0.0,0.0,1.12,5.34,3.39,2.62,2.35,2.47,2.2,1.67,1.1,0.95,0.69,0.44,0.26,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/05/2021,12.24,12.79,6.43,4.76,2.71,4.34,2.88,2.59,2.39,1.86,1.79,1.79,1.59,1.39,1.27,1.38,0.0,1.29,1.15,0.0,1.16,1.05,1.07,0.92,0.0,0.0,0.79,0.0,0.63,0.0,0.53,0.59,0.51,0.5,0.0,0.0,0.0,0.42,0.42,0.37,0.42,0.36,0.0,0.27,0.0,0.0,0.23,0.0,0.11,0.0,0.0,0.0,1.14,5.24,3.4,2.57,2.56,2.5,2.21,1.64,1.07,0.96,0.69,0.43,0.26,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96000000000002
10/06/2021,12.24,12.79,6.43,4.76,2.71,4.34,2.88,2.59,2.39,1.86,1.79,1.79,1.59,1.39,1.27,1.38,0.0,1.29,1.15,0.0,1.16,1.05,1.07,0.92,0.0,0.0,0.79,0.0,0.63,0.0,0.53,0.59,0.51,0.5,0.0,0.0,0.0,0.42,0.42,0.37,0.42,0.36,0.0,0.27,0.0,0.0,0.23,0.0,0.11,0.0,0.0,0.0,1.14,5.24,3.4,2.57,2.56,2.5,2.21,1.64,1.07,0.96,0.69,0.43,0.26,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96000000000002
10/07/2021,12.14,12.59,6.2,4.78,2.73,4.4,2.87,2.62,2.42,1.89,1.82,1.82,1.59,1.4,1.28,1.39,0.0,1.27,1.14,0.0,1.18,1.08,1.07,0.93,0.0,0.0,0.79,0.0,0.63,0.0,0.55,0.59,0.52,0.51,0.0,0.0,0.0,0.43,0.43,0.37,0.42,0.37,0.0,0.28,0.0,0.0,0.23,0.0,0.11,0.0,0.0,0.0,1.16,5.27,3.33,2.57,2.65,2.55,2.21,1.65,1.06,0.98,0.71,0.44,0.27,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
10/08/2021,12.26,12.58,6.36,4.76,2.73,4.4,2.87,2.6,2.41,1.87,1.83,1.8,1.62,1.39,1.28,1.38,0.0,1.28,1.14,0.0,1.16,1.06,1.08,0.94,0.0,0.0,0.79,0.0,0.63,0.0,0.54,0.58,0.52,0.51,0.0,0.0,0.0,0.42,0.44,0.38,0.42,0.37,0.0,0.27,0.0,0.0,0.23,0.0,0.11,0.0,0.0,0.0,1.15,5.23,3.34,2.55,2.57,2.55,2.22,1.63,1.05,0.98,0.7,0.44,0.26,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000002
10/11/2021,12.38,12.68,6.4,4.77,2.71,4.38,2.81,2.66,2.39,1.87,1.82,1.79,1.62,1.38,1.28,1.36,0.0,1.28,1.13,0.0,1.17,1.06,1.08,0.93,0.0,0.0,0.79,0.0,0.63,0.0,0.54,0.58,0.51,0.5,0.0,0.0,0.0,0.43,0.43,0.38,0.41,0.37,0.0,0.27,0.0,0.0,0.23,0.0,0.11,0.0,0.0,0.0,1.14,5.21,3.35,2.55,2.53,2.51,2.22,1.63,1.05,0.97,0.69,0.45,0.27,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/12/2021,12.25,12.57,6.34,4.76,2.66,4.34,2.82,2.63,2.39,1.81,1.79,1.78,1.62,1.37,1.25,1.36,0.0,1.27,1.16,0.0,1.16,1.05,1.07,0.92,0.0,0.0,0.8,0.0,0.65,0.0,0.53,0.57,0.52,0.5,0.0,0.0,0.0,0.41,0.43,0.38,0.4,0.36,0.0,0.26,0.0,0.0,0.22,0.0,0.11,0.0,0.0,0.0,1.86,5.16,3.33,2.55,2.49,2.55,2.19,1.55,1.04,1.03,0.72,0.44,0.26,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
10/13/2021,12.25,12.57,6.34,4.76,2.66,4.34,2.82,2.63,2.39,1.81,1.79,1.78,1.62,1.37,1.25,1.36,0.0,1.27,1.16,0.0,1.16,1.05,1.07,0.92,0.0,0.0,0.8,0.0,0.65,0.0,0.53,0.57,0.52,0.5,0.0,0.0,0.0,0.41,0.43,0.38,0.4,0.36,0.0,0.26,0.0,0.0,0.22,0.0,0.11,0.0,0.0,0.0,1.86,5.16,3.33,2.55,2.49,2.55,2.19,1.55,1.04,1.03,0.72,0.44,0.26,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
10/14/2021,12.3,12.48,6.33,4.79,2.66,4.28,2.83,2.65,2.39,1.82,1.78,1.82,1.59,1.38,1.25,1.37,0.0,1.27,1.15,0.0,1.17,1.06,1.06,0.91,0.0,0.0,0.8,0.0,0.66,0.0,0.53,0.56,0.53,0.5,0.0,0.0,0.0,0.41,0.44,0.38,0.4,0.36,0.0,0.26,0.0,0.0,0.22,0.0,0.1,0.0,0.0,0.0,1.87,5.17,3.33,2.54,2.48,2.54,2.18,1.56,1.04,1.03,0.73,0.45,0.26,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
10/15/2021,12.27,12.52,6.34,4.79,2.6,4.25,2.81,2.67,2.36,1.83,1.76,1.83,1.6,1.39,1.25,1.36,0.0,1.28,1.14,0.0,1.2,1.07,1.07,0.92,0.0,0.0,0.8,0.0,0.67,0.0,0.54,0.56,0.54,0.5,0.0,0.0,0.0,0.42,0.44,0.38,0.41,0.37,0.0,0.26,0.0,0.0,0.22,0.0,0.11,0.0,0.0,0.0,1.89,5.1,3.38,2.55,2.47,2.55,2.13,1.56,1.04,1.05,0.75,0.45,0.26,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/18/2021,12.36,12.6,6.39,4.74,2.59,4.12,2.81,2.68,2.34,1.86,1.74,1.84,1.6,1.42,1.26,1.35,0.0,1.27,1.13,0.0,1.21,1.08,1.07,0.89,0.0,0.0,0.8,0.0,0.67,0.0,0.55,0.56,0.54,0.5,0.0,0.0,0.0,0.42,0.43,0.38,0.41,0.36,0.0,0.26,0.0,0.0,0.23,0.0,0.1,0.0,0.0,0.0,1.88,5.13,3.43,2.53,2.44,2.55,2.11,1.55,1.04,1.02,0.74,0.45,0.26,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/19/2021,12.4,12.78,6.52,4.7,2.64,4.17,2.78,2.63,2.31,1.84,1.75,1.86,1.64,1.44,1.26,1.36,0.0,1.28,1.15,0.0,1.21,1.07,1.08,0.9,0.0,0.0,0.8,0.0,0.68,0.0,0.55,0.56,0.54,0.51,0.0,0.0,0.0,0.42,0.43,0.38,0.41,0.35,0.0,0.25,0.0,0.0,0.22,0.0,0.1,0.0,0.0,0.0,1.68,5.07,3.46,2.48,2.37,2.53,2.14,1.55,1.01,1.0,0.74,0.44,0.26,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/20/2021,12.4,12.78,6.52,4.7,2.64,4.17,2.78,2.63,2.31,1.84,1.75,1.86,1.64,1.44,1.26,1.36,0.0,1.28,1.15,0.0,1.21,1.07,1.08,0.9,0.0,0.0,0.8,0.0,0.68,0.0,0.55,0.56,0.54,0.51,0.0,0.0,0.0,0.42,0.43,0.38,0.41,0.35,0.0,0.25,0.0,0.0,0.22,0.0,0.1,0.0,0.0,0.0,1.68,5.07,3.46,2.48,2.37,2.53,2.14,1.55,1.01,1.0,0.74,0.44,0.26,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/21/2021,12.4,12.78,6.52,4.7,2.64,4.17,2.78,2.63,2.31,1.84,1.75,1.86,1.64,1.44,1.26,1.36,0.0,1.28,1.15,0.0,1.21,1.07,1.08,0.9,0.0,0.0,0.8,0.0,0.68,0.0,0.55,0.56,0.54,0.51,0.0,0.0,0.0,0.42,0.43,0.38,0.41,0.35,0.0,0.25,0.0,0.0,0.22,0.0,0.1,0.0,0.0,0.0,1.68,5.07,3.46,2.48,2.37,2.53,2.14,1.55,1.01,1.0,0.74,0.44,0.26,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/22/2021,12.43,12.78,6.58,4.79,2.65,4.17,2.77,2.62,2.24,1.77,1.72,1.87,1.65,1.46,1.25,1.33,0.0,1.29,1.14,0.0,1.22,1.05,1.08,0.9,0.0,0.0,0.79,0.0,0.68,0.0,0.54,0.56,0.53,0.49,0.0,0.0,0.0,0.41,0.43,0.4,0.41,0.35,0.0,0.25,0.0,0.0,0.22,0.0,0.1,0.0,0.0,0.0,1.64,5.1,3.57,2.5,2.38,2.55,2.16,1.51,0.99,0.97,0.72,0.43,0.26,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/25/2021,12.34,12.62,6.5,4.81,2.65,4.21,2.78,2.63,2.25,1.78,1.72,1.88,1.62,1.46,1.25,1.35,0.0,1.26,1.23,0.0,1.25,1.05,1.07,0.91,0.0,0.0,0.8,0.0,0.69,0.0,0.54,0.57,0.54,0.49,0.0,0.0,0.0,0.42,0.43,0.4,0.41,0.35,0.0,0.25,0.0,0.0,0.22,0.0,0.1,0.0,0.0,0.0,1.64,5.08,3.53,2.57,2.42,2.58,2.16,1.52,0.99,0.98,0.74,0.43,0.26,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/26/2021,12.41,12.32,6.68,4.89,2.36,4.23,2.73,2.61,2.27,1.78,1.7,1.91,1.65,1.48,1.23,1.36,0.0,1.28,1.25,0.0,1.25,1.05,1.09,0.88,0.0,0.0,0.82,0.0,0.7,0.0,0.54,0.57,0.51,0.5,0.0,0.0,0.0,0.42,0.44,0.4,0.41,0.36,0.0,0.25,0.0,0.0,0.22,0.0,0.1,0.0,0.0,0.0,1.64,5.07,3.59,2.64,2.42,2.57,2.16,1.51,0.99,0.99,0.75,0.44,0.27,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
10/27/2021,12.41,12.32,6.68,4.89,2.36,4.23,2.73,2.61,2.27,1.78,1.7,1.91,1.65,1.48,1.23,1.36,0.0,1.28,1.25,0.0,1.25,1.05,1.09,0.88,0.0,0.0,0.82,0.0,0.7,0.0,0.54,0.57,0.51,0.5,0.0,0.0,0.0,0.42,0.44,0.4,0.41,0.36,0.0,0.25,0.0,0.0,0.22,0.0,0.1,0.0,0.0,0.0,1.64,5.07,3.59,2.64,2.42,2.57,2.16,1.51,0.99,0.99,0.75,0.44,0.27,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
10/28/2021,12.35,12.24,6.8,4.94,2.36,4.21,2.73,2.59,2.25,1.77,1.69,1.93,1.65,1.5,1.24,1.36,0.0,1.27,1.25,0.0,1.26,1.04,1.09,0.89,0.0,0.0,0.8,0.0,0.71,0.0,0.55,0.57,0.51,0.5,0.0,0.0,0.0,0.41,0.44,0.4,0.42,0.36,0.0,0.25,0.0,0.0,0.22,0.0,0.1,0.0,0.0,0.0,1.64,5.08,3.6,2.63,2.43,2.59,2.17,1.51,1.0,0.98,0.74,0.43,0.27,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/29/2021,12.35,12.24,6.8,4.94,2.36,4.21,2.73,2.59,2.25,1.77,1.69,1.93,1.65,1.5,1.24,1.36,0.0,1.27,1.25,0.0,1.26,1.04,1.09,0.89,0.0,0.0,0.8,0.0,0.71,0.0,0.55,0.57,0.51,0.5,0.0,0.0,0.0,0.41,0.44,0.4,0.42,0.36,0.0,0.25,0.0,0.0,0.22,0.0,0.1,0.0,0.0,0.0,1.64,5.08,3.6,2.63,2.43,2.59,2.17,1.51,1.0,0.98,0.74,0.43,0.27,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/01/2021,12.89,12.45,7.14,4.83,2.27,4.11,2.77,2.6,2.24,1.73,1.67,1.92,1.62,1.47,1.21,1.36,0.0,1.31,1.25,0.0,1.25,1.02,1.11,0.8,0.0,0.0,0.77,0.0,0.7,0.0,0.54,0.56,0.5,0.48,0.0,0.0,0.0,0.4,0.42,0.39,0.41,0.35,0.0,0.24,0.0,0.0,0.23,0.0,0.1,0.0,0.0,0.0,1.65,5.04,3.55,2.64,2.41,2.53,2.01,1.47,0.98,0.92,0.71,0.43,0.28,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/02/2021,13.06,12.21,7.37,4.83,2.3,4.11,2.72,2.58,2.34,1.7,1.62,1.91,1.61,1.47,1.2,1.36,0.0,1.33,1.23,0.0,1.24,0.94,1.1,0.78,0.0,0.0,0.78,0.0,0.69,0.0,0.5,0.56,0.47,0.47,0.0,0.0,0.0,0.4,0.42,0.39,0.41,0.35,0.0,0.24,0.0,0.0,0.22,0.0,0.1,0.0,0.0,0.0,1.63,4.95,3.56,2.63,2.57,2.56,1.99,1.5,0.94,0.91,0.77,0.41,0.27,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/03/2021,13.06,12.21,7.37,4.83,2.3,4.11,2.72,2.58,2.34,1.7,1.62,1.91,1.61,1.47,1.2,1.36,0.0,1.33,1.23,0.0,1.24,0.94,1.1,0.78,0.0,0.0,0.78,0.0,0.69,0.0,0.5,0.56,0.47,0.47,0.0,0.0,0.0,0.4,0.42,0.39,0.41,0.35,0.0,0.24,0.0,0.0,0.22,0.0,0.1,0.0,0.0,0.0,1.63,4.95,3.56,2.63,2.57,2.56,1.99,1.5,0.94,0.91,0.77,0.41,0.27,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/04/2021,13.06,12.21,7.37,4.83,2.3,4.11,2.72,2.58,2.34,1.7,1.62,1.91,1.61,1.47,1.2,1.36,0.0,1.33,1.23,0.0,1.24,0.94,1.1,0.78,0.0,0.0,0.78,0.0,0.69,0.0,0.5,0.56,0.47,0.47,0.0,0.0,0.0,0.4,0.42,0.39,0.41,0.35,0.0,0.24,0.0,0.0,0.22,0.0,0.1,0.0,0.0,0.0,1.63,4.95,3.56,2.63,2.57,2.56,1.99,1.5,0.94,0.91,0.77,0.41,0.27,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/05/2021,13.05,11.94,7.57,4.82,2.32,4.1,2.79,2.59,2.36,1.69,1.6,1.9,1.64,1.47,1.21,1.39,0.0,1.28,1.19,0.0,1.25,0.94,1.1,0.78,0.0,0.0,0.78,0.0,0.68,0.0,0.5,0.56,0.48,0.48,0.0,0.0,0.0,0.4,0.41,0.39,0.4,0.35,0.0,0.24,0.0,0.0,0.22,0.0,0.1,0.0,0.0,0.0,1.67,5.01,3.49,2.6,2.59,2.53,2.0,1.5,0.95,0.93,0.81,0.41,0.28,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
