,BRK.B,JPM,V,MA,BAC,WFC,C,MS,BLK,GS,AMT,AXP,SCHW,SPGI,PLD,CCI,PNC,USB,CME,EQIX,TFC,MMC,CB,COF,BX,ICE,MCO,PGR,AON,PSA,TROW,MSCI,MET,DLR,SPG,AIG,BK,PRU,ALL,TRV,DFS,WELL,SBAC,KKR,AFL,FRC,CSGP,SIVB,AVB,WLTW,AJG,AMP,CBRE,STT,EQR,FITB,ARE,SYF,O,WY,NTRS,EXR,INVH,HIG,VTR,HBAN,NDAQ,SUI,KEY,MAA,ESS,CFG,RF,ALLY,PEAK,MTB,DRE,MKTX,CINF,MKL,VICI,BXP,PFG,ACGL,RJF,XTSLA,UDR,SBNY,WPC,APO,CPT,ELS,FDS,IRM,MPW,L,NLY,CBOE,BRO,HST,EQH,LNC,LPLA,AMH,FNF,VER,WRB,GLPI,REG,RE,EWBC,WAL,Y,AIZ,FHN,CMA,IVZ,CUBE,JLL,COLD,STOR,LSI,ATH,OHI,BEN,AGNC,GL,KIM,TW,CONE,LAMR,ZION,AFG,NNN,FRT,RNR,PBCT,SEIC,VNO,KRC,ARES,STWD,CBSH,RGA,AIRC,REXR,VOYA,EGP,JHG,PB,PNFP,JEF,BRX,SLM,FAF,AMG,ACC,ORI,FR,SF,FFIN,OPEN,PRI,BPOP,COR,CFR,USD,SNV,COIN,HTA,OMF,GBCI,NYCB,CACC,LAZ,IBKR,VLY,MORN,SRC,SLG,CUZ,DEI,UNM,FCNCA,CG,UBSI,BXMT,WBS,MTG,HIW,ERIE,SIGI,NRZ,THG,ESNT,OZK,RYN,DOC,BHF,FNB,AXS,UMPQ,SBRA,ANSGR.IS,HHC,HR,WTFC,RLI,UMBF,KMPR,HPP,RDN,LXP,UPST,BR,EVR,PACW,STL,WTM,AGO,FHB,BOH,LMND,BOKF,SC,RKT,VIRT,MCY,CNA,TFSL,SGAFT,UWMC,GOCO,IXAZ1,BISXX,DJEZ1,SUM
08/31/2021,7.55,6.86,5.48,4.25,4.36,2.87,2.1,2.19,1.89,1.99,1.81,1.53,1.59,1.47,1.35,1.15,1.15,1.1,1.0,1.03,1.09,1.11,1.17,1.11,1.18,0.93,0.85,0.8,0.9,0.67,0.7,0.72,0.65,0.63,0.61,0.66,0.63,0.59,0.57,0.57,0.57,0.5,0.54,0.52,0.5,0.5,0.46,0.47,0.44,0.39,0.41,0.45,0.45,0.46,0.4,0.39,0.39,0.39,0.37,0.38,0.35,0.34,0.32,0.34,0.29,0.32,0.31,0.31,0.28,0.3,0.29,0.27,0.28,0.28,0.27,0.25,0.27,0.26,0.26,0.24,0.23,0.22,0.24,0.23,0.24,0.3,0.22,0.21,0.19,0.17,0.2,0.2,0.2,0.19,0.17,0.18,0.17,0.19,0.19,0.16,0.17,0.18,0.17,0.15,0.2,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.13,0.14,0.13,0.15,0.14,0.15,0.18,0.13,0.12,0.13,0.11,0.11,0.13,0.12,0.13,0.18,0.13,0.13,0.14,0.13,0.13,0.12,0.12,0.11,0.1,0.1,0.09,0.1,0.12,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.11,0.09,0.1,0.1,0.1,0.09,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.08,0.08,0.09,0.09,0.09,0.0,0.09,0.1,0.09,0.09,0.07,0.08,0.09,0.08,0.07,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.09,0.08,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.07,0.07,0.08,0.07,0.07,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.41
09/01/2021,7.55,6.86,5.48,4.25,4.36,2.87,2.1,2.19,1.89,1.99,1.81,1.53,1.59,1.47,1.35,1.15,1.15,1.1,1.0,1.03,1.09,1.11,1.17,1.11,1.18,0.93,0.85,0.8,0.9,0.67,0.7,0.72,0.65,0.63,0.61,0.66,0.63,0.59,0.57,0.57,0.57,0.5,0.54,0.52,0.5,0.5,0.46,0.47,0.44,0.39,0.41,0.45,0.45,0.46,0.4,0.39,0.39,0.39,0.37,0.38,0.35,0.34,0.32,0.34,0.29,0.32,0.31,0.31,0.28,0.3,0.29,0.27,0.28,0.28,0.27,0.25,0.27,0.26,0.26,0.24,0.23,0.22,0.24,0.23,0.24,0.3,0.22,0.21,0.19,0.17,0.2,0.2,0.2,0.19,0.17,0.18,0.17,0.19,0.19,0.16,0.17,0.18,0.17,0.15,0.2,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.13,0.14,0.13,0.15,0.14,0.15,0.18,0.13,0.12,0.13,0.11,0.11,0.13,0.12,0.13,0.18,0.13,0.13,0.14,0.13,0.13,0.12,0.12,0.11,0.1,0.1,0.09,0.1,0.12,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.11,0.09,0.1,0.1,0.1,0.09,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.08,0.08,0.09,0.09,0.09,0.0,0.09,0.1,0.09,0.09,0.07,0.08,0.09,0.08,0.07,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.09,0.08,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.07,0.07,0.08,0.07,0.07,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.41
09/02/2021,7.61,6.82,5.5,4.27,4.32,2.82,2.09,2.18,1.89,1.98,1.87,1.51,1.55,1.51,1.39,1.17,1.14,1.09,1.01,1.06,1.08,1.12,1.16,1.05,1.2,0.95,0.86,0.79,0.91,0.69,0.71,0.74,0.65,0.64,0.62,0.65,0.63,0.59,0.57,0.56,0.55,0.5,0.55,0.53,0.5,0.49,0.47,0.46,0.45,0.39,0.41,0.45,0.45,0.45,0.41,0.38,0.4,0.38,0.38,0.38,0.35,0.35,0.33,0.34,0.29,0.32,0.31,0.32,0.28,0.31,0.3,0.26,0.28,0.27,0.27,0.25,0.27,0.26,0.26,0.24,0.23,0.22,0.24,0.23,0.24,0.31,0.22,0.21,0.2,0.18,0.2,0.2,0.2,0.19,0.17,0.18,0.17,0.19,0.19,0.16,0.17,0.17,0.17,0.16,0.2,0.16,0.15,0.15,0.15,0.15,0.14,0.14,0.13,0.14,0.13,0.14,0.13,0.15,0.18,0.13,0.12,0.13,0.12,0.11,0.12,0.12,0.13,0.18,0.13,0.13,0.14,0.13,0.13,0.12,0.12,0.11,0.1,0.1,0.09,0.1,0.12,0.1,0.1,0.11,0.11,0.12,0.11,0.1,0.11,0.09,0.1,0.1,0.1,0.08,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.08,0.09,0.09,0.09,0.09,0.0,0.09,0.1,0.09,0.09,0.07,0.08,0.09,0.08,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.09,0.08,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.53
09/03/2021,7.61,6.8,5.45,4.18,4.33,2.66,2.09,2.19,1.89,1.98,1.87,1.52,1.54,1.51,1.4,1.19,1.14,1.1,1.02,1.06,1.08,1.13,1.17,1.06,1.21,0.95,0.86,0.79,0.91,0.69,0.72,0.74,0.65,0.65,0.62,0.66,0.63,0.59,0.57,0.57,0.55,0.51,0.55,0.53,0.5,0.49,0.47,0.46,0.45,0.4,0.41,0.45,0.46,0.46,0.41,0.39,0.4,0.38,0.38,0.38,0.35,0.35,0.33,0.34,0.3,0.32,0.32,0.32,0.28,0.31,0.3,0.26,0.28,0.28,0.27,0.25,0.28,0.25,0.26,0.25,0.23,0.23,0.24,0.23,0.24,0.31,0.23,0.21,0.2,0.18,0.21,0.2,0.2,0.19,0.17,0.18,0.17,0.19,0.19,0.16,0.17,0.17,0.17,0.16,0.2,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.13,0.14,0.13,0.15,0.13,0.15,0.18,0.13,0.12,0.13,0.12,0.11,0.12,0.12,0.13,0.18,0.13,0.13,0.14,0.13,0.13,0.12,0.12,0.11,0.1,0.1,0.09,0.1,0.12,0.1,0.1,0.11,0.11,0.12,0.11,0.1,0.11,0.09,0.1,0.1,0.1,0.09,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.08,0.09,0.09,0.09,0.09,0.0,0.09,0.1,0.09,0.09,0.07,0.08,0.09,0.08,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.09,0.08,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.5
09/06/2021,7.58,6.82,5.32,4.12,4.25,2.59,2.08,2.2,1.9,1.98,1.93,1.48,1.54,1.52,1.44,1.2,1.15,1.08,1.0,1.1,1.07,1.14,1.16,1.02,1.24,0.96,0.87,0.79,0.92,0.71,0.71,0.75,0.65,0.67,0.63,0.67,0.62,0.58,0.56,0.57,0.53,0.52,0.56,0.53,0.5,0.5,0.48,0.47,0.46,0.42,0.42,0.45,0.46,0.45,0.42,0.38,0.4,0.37,0.38,0.38,0.35,0.36,0.34,0.34,0.3,0.32,0.32,0.33,0.28,0.32,0.31,0.26,0.27,0.27,0.28,0.25,0.28,0.26,0.26,0.24,0.24,0.23,0.24,0.22,0.24,0.19,0.23,0.21,0.2,0.18,0.21,0.21,0.21,0.2,0.18,0.17,0.17,0.19,0.19,0.16,0.17,0.17,0.17,0.16,0.2,0.16,0.15,0.16,0.15,0.15,0.15,0.14,0.13,0.15,0.12,0.14,0.13,0.15,0.18,0.13,0.12,0.14,0.12,0.11,0.12,0.12,0.13,0.19,0.13,0.14,0.14,0.13,0.13,0.12,0.12,0.11,0.1,0.1,0.09,0.1,0.12,0.1,0.1,0.11,0.11,0.12,0.11,0.1,0.11,0.09,0.1,0.1,0.1,0.08,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.09,0.1,0.1,0.09,0.07,0.08,0.11,0.08,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.09,0.08,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.34
09/07/2021,7.52,6.8,5.36,4.12,4.27,2.58,2.08,2.19,1.88,1.98,1.94,1.46,1.53,1.54,1.45,1.21,1.15,1.07,0.99,1.12,1.07,1.15,1.16,1.0,1.25,0.96,0.88,0.8,0.93,0.71,0.7,0.76,0.64,0.67,0.63,0.67,0.61,0.58,0.57,0.57,0.53,0.51,0.57,0.53,0.5,0.5,0.49,0.47,0.46,0.42,0.42,0.45,0.47,0.46,0.42,0.38,0.4,0.36,0.38,0.39,0.35,0.36,0.34,0.34,0.3,0.32,0.32,0.33,0.28,0.32,0.31,0.26,0.27,0.27,0.28,0.25,0.28,0.26,0.26,0.24,0.24,0.23,0.24,0.22,0.24,0.2,0.23,0.21,0.2,0.18,0.21,0.21,0.21,0.2,0.18,0.17,0.17,0.19,0.19,0.16,0.17,0.17,0.17,0.16,0.2,0.16,0.15,0.16,0.15,0.14,0.15,0.14,0.13,0.15,0.12,0.14,0.13,0.16,0.18,0.13,0.12,0.14,0.12,0.11,0.12,0.12,0.13,0.19,0.13,0.14,0.14,0.13,0.13,0.12,0.12,0.11,0.1,0.1,0.09,0.1,0.12,0.1,0.1,0.11,0.12,0.12,0.11,0.1,0.11,0.09,0.1,0.1,0.1,0.08,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.08,0.09,0.09,0.06,0.09,0.11,0.1,0.09,0.07,0.08,0.11,0.08,0.07,0.07,0.09,0.08,0.07,0.08,0.08,0.08,0.09,0.08,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.38
09/08/2021,7.52,6.8,5.36,4.12,4.27,2.58,2.08,2.19,1.88,1.98,1.94,1.46,1.53,1.54,1.45,1.21,1.15,1.07,0.99,1.12,1.07,1.15,1.16,1.0,1.25,0.96,0.88,0.8,0.93,0.71,0.7,0.76,0.64,0.67,0.63,0.67,0.61,0.58,0.57,0.57,0.53,0.51,0.57,0.53,0.5,0.5,0.49,0.47,0.46,0.42,0.42,0.45,0.47,0.46,0.42,0.38,0.4,0.36,0.38,0.39,0.35,0.36,0.34,0.34,0.3,0.32,0.32,0.33,0.28,0.32,0.31,0.26,0.27,0.27,0.28,0.25,0.28,0.26,0.26,0.24,0.24,0.23,0.24,0.22,0.24,0.2,0.23,0.21,0.2,0.18,0.21,0.21,0.21,0.2,0.18,0.17,0.17,0.19,0.19,0.16,0.17,0.17,0.17,0.16,0.2,0.16,0.15,0.16,0.15,0.14,0.15,0.14,0.13,0.15,0.12,0.14,0.13,0.16,0.18,0.13,0.12,0.14,0.12,0.11,0.12,0.12,0.13,0.19,0.13,0.14,0.14,0.13,0.13,0.12,0.12,0.11,0.1,0.1,0.09,0.1,0.12,0.1,0.1,0.11,0.12,0.12,0.11,0.1,0.11,0.09,0.1,0.1,0.1,0.08,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.08,0.09,0.09,0.06,0.09,0.11,0.1,0.09,0.07,0.08,0.11,0.08,0.07,0.07,0.09,0.08,0.07,0.08,0.08,0.08,0.09,0.08,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.38
09/09/2021,7.53,6.8,5.37,4.12,4.27,2.58,2.08,2.19,1.88,1.98,1.94,1.46,1.53,1.54,1.45,1.21,1.15,1.08,0.99,1.12,1.07,1.15,1.17,1.0,1.25,0.96,0.88,0.8,0.93,0.71,0.7,0.76,0.64,0.67,0.63,0.67,0.61,0.58,0.57,0.57,0.53,0.51,0.57,0.53,0.5,0.5,0.49,0.47,0.46,0.42,0.42,0.45,0.47,0.46,0.42,0.38,0.4,0.36,0.38,0.39,0.35,0.37,0.34,0.34,0.3,0.32,0.32,0.33,0.28,0.32,0.31,0.26,0.27,0.27,0.28,0.25,0.28,0.26,0.26,0.24,0.24,0.23,0.24,0.22,0.24,0.2,0.23,0.21,0.2,0.18,0.21,0.21,0.21,0.2,0.18,0.17,0.17,0.19,0.19,0.16,0.17,0.17,0.17,0.16,0.2,0.16,0.15,0.16,0.15,0.15,0.15,0.14,0.13,0.15,0.12,0.14,0.13,0.16,0.18,0.13,0.12,0.14,0.12,0.11,0.12,0.12,0.13,0.19,0.13,0.14,0.14,0.13,0.13,0.12,0.12,0.11,0.1,0.1,0.09,0.1,0.12,0.1,0.1,0.11,0.12,0.12,0.11,0.1,0.11,0.09,0.1,0.1,0.1,0.08,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.08,0.09,0.09,0.06,0.09,0.11,0.1,0.09,0.07,0.08,0.11,0.08,0.07,0.07,0.09,0.08,0.07,0.08,0.08,0.08,0.09,0.08,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.44
09/10/2021,7.49,6.83,5.43,4.2,4.32,2.6,2.08,2.2,1.86,1.98,1.93,1.48,1.54,1.53,1.45,1.2,1.16,1.08,0.99,1.12,1.07,1.14,1.16,1.01,1.24,0.95,0.87,0.78,0.92,0.71,0.69,0.77,0.64,0.67,0.63,0.67,0.61,0.59,0.56,0.56,0.53,0.5,0.57,0.52,0.5,0.5,0.49,0.49,0.45,0.42,0.42,0.44,0.47,0.44,0.41,0.39,0.4,0.36,0.38,0.38,0.34,0.36,0.33,0.34,0.3,0.32,0.32,0.33,0.28,0.31,0.3,0.26,0.27,0.26,0.27,0.25,0.28,0.24,0.25,0.24,0.24,0.23,0.23,0.22,0.24,0.2,0.23,0.22,0.2,0.19,0.21,0.21,0.21,0.2,0.18,0.17,0.17,0.19,0.19,0.16,0.17,0.17,0.17,0.16,0.19,0.16,0.15,0.16,0.15,0.14,0.15,0.14,0.13,0.14,0.12,0.14,0.13,0.16,0.18,0.13,0.12,0.14,0.12,0.11,0.12,0.12,0.13,0.19,0.13,0.14,0.14,0.13,0.13,0.12,0.12,0.11,0.1,0.1,0.09,0.1,0.12,0.1,0.1,0.11,0.11,0.12,0.11,0.1,0.11,0.09,0.1,0.1,0.1,0.08,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.08,0.08,0.09,0.09,0.0,0.09,0.1,0.1,0.08,0.07,0.08,0.11,0.08,0.07,0.07,0.09,0.08,0.07,0.08,0.08,0.08,0.09,0.08,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.06,0.06,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.36
09/13/2021,7.5,6.84,5.47,4.29,4.29,2.61,2.07,2.2,1.86,1.96,1.92,1.48,1.54,1.55,1.42,1.18,1.16,1.08,0.98,1.09,1.07,1.16,1.16,1.0,1.26,0.96,0.88,0.78,0.94,0.7,0.7,0.77,0.65,0.63,0.61,0.67,0.61,0.59,0.56,0.57,0.52,0.51,0.56,0.52,0.5,0.49,0.5,0.49,0.45,0.43,0.42,0.45,0.47,0.44,0.4,0.39,0.4,0.36,0.37,0.37,0.34,0.36,0.33,0.35,0.3,0.32,0.32,0.33,0.28,0.31,0.3,0.26,0.27,0.27,0.27,0.25,0.27,0.24,0.25,0.24,0.23,0.22,0.23,0.23,0.24,0.16,0.23,0.21,0.2,0.18,0.21,0.21,0.21,0.2,0.18,0.17,0.17,0.19,0.19,0.16,0.17,0.17,0.17,0.16,0.19,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.13,0.15,0.12,0.15,0.13,0.15,0.18,0.13,0.12,0.14,0.12,0.11,0.12,0.12,0.13,0.18,0.13,0.14,0.14,0.13,0.13,0.12,0.12,0.11,0.1,0.1,0.09,0.1,0.13,0.1,0.1,0.11,0.11,0.12,0.11,0.1,0.1,0.09,0.1,0.1,0.1,0.08,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.08,0.08,0.09,0.09,0.1,0.09,0.1,0.1,0.09,0.07,0.08,0.1,0.08,0.07,0.07,0.09,0.08,0.07,0.08,0.08,0.08,0.09,0.08,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.06,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.37
09/14/2021,7.54,6.83,5.45,4.28,4.26,2.63,2.07,2.22,1.87,1.97,1.92,1.48,1.54,1.56,1.42,1.17,1.17,1.08,0.98,1.09,1.07,1.17,1.16,1.01,1.27,0.96,0.88,0.78,0.95,0.71,0.71,0.77,0.65,0.63,0.6,0.67,0.6,0.59,0.57,0.56,0.53,0.52,0.55,0.52,0.5,0.5,0.51,0.5,0.45,0.44,0.42,0.44,0.47,0.44,0.4,0.39,0.39,0.37,0.36,0.37,0.34,0.36,0.33,0.35,0.3,0.33,0.32,0.32,0.28,0.31,0.3,0.26,0.27,0.27,0.27,0.25,0.27,0.24,0.25,0.24,0.23,0.22,0.24,0.23,0.24,0.17,0.23,0.22,0.19,0.18,0.21,0.2,0.21,0.19,0.18,0.17,0.17,0.19,0.19,0.16,0.16,0.17,0.17,0.16,0.19,0.16,0.14,0.15,0.15,0.15,0.15,0.14,0.13,0.15,0.12,0.15,0.13,0.15,0.17,0.13,0.12,0.14,0.12,0.11,0.12,0.12,0.13,0.18,0.13,0.14,0.14,0.13,0.13,0.11,0.12,0.1,0.1,0.1,0.09,0.1,0.12,0.1,0.1,0.11,0.11,0.12,0.11,0.1,0.11,0.09,0.1,0.11,0.1,0.08,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.08,0.09,0.09,0.09,0.1,0.09,0.1,0.1,0.09,0.07,0.08,0.1,0.08,0.07,0.07,0.09,0.08,0.07,0.08,0.08,0.08,0.09,0.08,0.0,0.07,0.0,0.07,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.06,0.06,0.06,0.06,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.43
09/15/2021,7.54,6.83,5.45,4.28,4.26,2.63,2.07,2.22,1.87,1.97,1.92,1.48,1.54,1.56,1.42,1.17,1.17,1.08,0.98,1.09,1.07,1.17,1.16,1.01,1.27,0.96,0.88,0.78,0.95,0.71,0.71,0.77,0.65,0.63,0.6,0.67,0.6,0.59,0.57,0.56,0.53,0.52,0.55,0.52,0.5,0.5,0.51,0.5,0.45,0.44,0.42,0.44,0.47,0.44,0.4,0.39,0.39,0.37,0.36,0.37,0.34,0.36,0.33,0.35,0.3,0.33,0.32,0.32,0.28,0.31,0.3,0.26,0.27,0.27,0.27,0.25,0.27,0.24,0.25,0.24,0.23,0.22,0.24,0.23,0.24,0.17,0.23,0.22,0.19,0.18,0.21,0.2,0.21,0.19,0.18,0.17,0.17,0.19,0.19,0.16,0.16,0.17,0.17,0.16,0.19,0.16,0.14,0.15,0.15,0.15,0.15,0.14,0.13,0.15,0.12,0.15,0.13,0.15,0.17,0.13,0.12,0.14,0.12,0.11,0.12,0.12,0.13,0.18,0.13,0.14,0.14,0.13,0.13,0.11,0.12,0.1,0.1,0.1,0.09,0.1,0.12,0.1,0.1,0.11,0.11,0.12,0.11,0.1,0.11,0.09,0.1,0.11,0.1,0.08,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.08,0.09,0.09,0.09,0.1,0.09,0.1,0.1,0.09,0.07,0.08,0.1,0.08,0.07,0.07,0.09,0.08,0.07,0.08,0.08,0.08,0.09,0.08,0.0,0.07,0.0,0.07,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.06,0.06,0.06,0.06,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.43
09/16/2021,7.54,6.87,5.4,4.25,4.29,2.69,2.08,2.21,1.85,1.98,1.91,1.5,1.54,1.54,1.4,1.17,1.18,1.09,0.97,1.07,1.08,1.15,1.17,1.02,1.26,0.95,0.87,0.78,0.94,0.7,0.7,0.76,0.65,0.62,0.61,0.67,0.6,0.59,0.57,0.57,0.53,0.52,0.55,0.52,0.5,0.51,0.5,0.5,0.44,0.43,0.42,0.45,0.47,0.44,0.4,0.4,0.39,0.38,0.36,0.37,0.34,0.35,0.33,0.36,0.31,0.32,0.32,0.32,0.29,0.31,0.3,0.27,0.27,0.28,0.27,0.25,0.27,0.23,0.25,0.24,0.23,0.22,0.24,0.23,0.24,0.17,0.23,0.22,0.19,0.19,0.21,0.2,0.21,0.19,0.17,0.17,0.17,0.19,0.19,0.17,0.16,0.17,0.17,0.16,0.19,0.16,0.14,0.15,0.15,0.15,0.15,0.15,0.13,0.14,0.12,0.15,0.13,0.15,0.18,0.13,0.12,0.14,0.12,0.11,0.12,0.12,0.13,0.19,0.13,0.13,0.14,0.14,0.13,0.12,0.12,0.1,0.1,0.1,0.09,0.1,0.12,0.1,0.1,0.11,0.11,0.12,0.11,0.1,0.11,0.09,0.1,0.1,0.1,0.08,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.08,0.09,0.09,0.09,0.1,0.09,0.09,0.1,0.09,0.07,0.08,0.1,0.08,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.09,0.08,0.0,0.07,0.0,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.43
