,XOM,CVX,COP,EOG,SLB,MPC,KMI,PSX,VLO,WMB,PXD,OXY,OKE,HAL,LNG,HES,DVN,BKR,FANG,MRO,TPL,TRGP,APA,OVV,XEC,COG,NOV,EQT,CHX,HFC,PDCE,SWN,FTI,MTDR,AR,ETRN,MUR,RRC,CNX,HP,CLR,REGI,AM,SM,RIG,INT,CLB,WHD,MGY,PAGP,CPE,PBF,PTEN,GPRE,DK,TELL,OII,LBRT,CLNE,ENLC,CDEV,KOS,AROC,DRQ,VNOM,BCEI,BOOM,NBR,SLCA,ARCH,PUMP,MNRL,NOG,HLX,NEX,TDW,Hess Midstream LP Class A,CVI,REX,TALO,PARR,INSW,LPG,FI,BRY,WTI,DEN,OAS,WLL,RES,CRC,GEVO,CRK,OIS,BTU,RTLR,WTTR,PVAC,SOI,DSSI,FLMN,EXTN,CHG.BK,HESM,PTBL.TA,NBRWF,1379.T,SAR.AX,DTM,n/a,SUM
08/19/2021,21.95,16.56,6.17,4.01,3.53,3.27,3.06,3.12,2.65,2.66,2.81,2.39,2.03,1.69,1.65,1.59,1.51,1.28,1.38,0.93,0.84,0.83,0.68,0.7,0.63,0.59,0.49,0.49,0.44,0.44,0.42,0.38,0.32,0.36,0.35,0.3,0.3,0.34,0.27,0.31,0.31,0.26,0.27,0.26,0.24,0.18,0.16,0.17,0.2,0.18,0.24,0.15,0.18,0.16,0.15,0.14,0.15,0.13,0.17,0.16,0.16,0.13,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.09,0.08,0.09,0.09,0.08,0.08,0.05,0.0,0.05,0.05,0.06,0.07,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.04,0.0,0.0,0.0,99.99000000000002
08/20/2021,21.95,16.56,6.17,4.01,3.53,3.27,3.06,3.12,2.65,2.66,2.81,2.39,2.03,1.69,1.65,1.59,1.51,1.28,1.38,0.93,0.84,0.83,0.68,0.7,0.63,0.59,0.49,0.49,0.44,0.44,0.42,0.38,0.32,0.36,0.35,0.3,0.3,0.34,0.27,0.31,0.31,0.26,0.27,0.26,0.24,0.18,0.16,0.17,0.2,0.18,0.24,0.15,0.18,0.16,0.15,0.14,0.15,0.13,0.17,0.16,0.16,0.13,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.09,0.08,0.09,0.09,0.08,0.08,0.05,0.0,0.05,0.05,0.06,0.07,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.0,0.0,0.0,0.0,0.0,99.99000000000002
08/23/2021,21.95,16.56,6.17,4.01,3.53,3.27,3.06,3.12,2.65,2.66,2.81,2.39,2.03,1.69,1.65,1.59,1.51,1.28,1.38,0.93,0.84,0.83,0.68,0.7,0.63,0.59,0.49,0.49,0.44,0.44,0.42,0.38,0.32,0.36,0.35,0.3,0.3,0.34,0.27,0.31,0.31,0.26,0.27,0.26,0.24,0.18,0.16,0.17,0.2,0.18,0.24,0.15,0.18,0.16,0.15,0.14,0.15,0.13,0.17,0.16,0.16,0.13,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.09,0.08,0.09,0.09,0.08,0.08,0.05,0.0,0.05,0.05,0.06,0.07,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.0,0.0,0.0,0.0,0.0,99.99000000000002
08/24/2021,21.95,16.56,6.17,4.01,3.53,3.27,3.06,3.12,2.65,2.66,2.81,2.39,2.03,1.69,1.65,1.59,1.51,1.28,1.38,0.93,0.84,0.83,0.68,0.7,0.63,0.59,0.49,0.49,0.44,0.44,0.42,0.38,0.32,0.36,0.35,0.3,0.3,0.34,0.27,0.31,0.31,0.26,0.27,0.26,0.24,0.18,0.16,0.17,0.2,0.18,0.24,0.15,0.18,0.16,0.15,0.14,0.15,0.13,0.17,0.16,0.16,0.13,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.09,0.08,0.09,0.09,0.08,0.08,0.05,0.0,0.05,0.05,0.06,0.07,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.04,0.0,0.0,99.99000000000002
08/25/2021,21.95,16.56,6.17,4.01,3.53,3.27,3.06,3.12,2.65,2.66,2.81,2.39,2.03,1.69,1.65,1.59,1.51,1.28,1.38,0.93,0.84,0.83,0.68,0.7,0.63,0.59,0.49,0.49,0.44,0.44,0.42,0.38,0.32,0.36,0.35,0.3,0.3,0.34,0.27,0.31,0.31,0.26,0.27,0.26,0.24,0.18,0.16,0.17,0.2,0.18,0.24,0.15,0.18,0.16,0.15,0.14,0.15,0.13,0.17,0.16,0.16,0.13,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.09,0.08,0.09,0.09,0.08,0.08,0.05,0.0,0.05,0.05,0.06,0.07,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.04,0.0,0.0,99.99000000000002
08/26/2021,21.95,16.56,6.17,4.01,3.53,3.27,3.06,3.12,2.65,2.66,2.81,2.39,2.03,1.69,1.65,1.59,1.51,1.28,1.38,0.93,0.84,0.83,0.68,0.7,0.63,0.59,0.49,0.49,0.44,0.44,0.42,0.38,0.32,0.36,0.35,0.3,0.3,0.34,0.27,0.31,0.31,0.26,0.27,0.26,0.24,0.18,0.16,0.17,0.2,0.18,0.24,0.15,0.18,0.16,0.15,0.14,0.15,0.13,0.17,0.16,0.16,0.13,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.09,0.08,0.09,0.09,0.08,0.08,0.05,0.0,0.05,0.05,0.06,0.07,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.04,0.0,0.0,99.99000000000002
08/27/2021,21.95,16.56,6.17,4.01,3.53,3.27,3.06,3.12,2.65,2.66,2.81,2.39,2.03,1.69,1.65,1.59,1.51,1.28,1.38,0.93,0.84,0.83,0.68,0.7,0.63,0.59,0.49,0.49,0.44,0.44,0.42,0.38,0.32,0.36,0.35,0.3,0.3,0.34,0.27,0.31,0.31,0.26,0.27,0.26,0.24,0.18,0.16,0.17,0.2,0.18,0.24,0.15,0.18,0.16,0.15,0.14,0.15,0.13,0.17,0.16,0.16,0.13,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.09,0.08,0.09,0.09,0.08,0.08,0.05,0.0,0.05,0.05,0.06,0.07,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.04,0.0,0.0,99.99000000000002
08/30/2021,21.95,16.56,6.17,4.01,3.53,3.27,3.06,3.12,2.65,2.66,2.81,2.39,2.03,1.69,1.65,1.59,1.51,1.28,1.38,0.93,0.84,0.83,0.68,0.7,0.63,0.59,0.49,0.49,0.44,0.44,0.42,0.38,0.32,0.36,0.35,0.3,0.3,0.34,0.27,0.31,0.31,0.26,0.27,0.26,0.24,0.18,0.16,0.17,0.2,0.18,0.24,0.15,0.18,0.16,0.15,0.14,0.15,0.13,0.17,0.16,0.16,0.13,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.09,0.08,0.09,0.09,0.08,0.08,0.05,0.0,0.05,0.05,0.06,0.07,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.04,0.0,0.0,99.99000000000002
08/31/2021,21.95,16.56,6.17,4.01,3.53,3.27,3.06,3.12,2.65,2.66,2.81,2.39,2.03,1.69,1.65,1.59,1.51,1.28,1.38,0.93,0.84,0.83,0.68,0.7,0.63,0.59,0.49,0.49,0.44,0.44,0.42,0.38,0.32,0.36,0.35,0.3,0.3,0.34,0.27,0.31,0.31,0.26,0.27,0.26,0.24,0.18,0.16,0.17,0.2,0.18,0.24,0.15,0.18,0.16,0.15,0.14,0.15,0.13,0.17,0.16,0.16,0.13,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.09,0.08,0.09,0.09,0.08,0.08,0.05,0.0,0.05,0.05,0.06,0.07,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.04,0.0,0.0,99.99000000000002
09/01/2021,21.95,16.56,6.17,4.01,3.53,3.27,3.06,3.12,2.65,2.66,2.81,2.39,2.03,1.69,1.65,1.59,1.51,1.28,1.38,0.93,0.84,0.83,0.68,0.7,0.63,0.59,0.49,0.49,0.44,0.44,0.42,0.38,0.32,0.36,0.35,0.3,0.3,0.34,0.27,0.31,0.31,0.26,0.27,0.26,0.24,0.18,0.16,0.17,0.2,0.18,0.24,0.15,0.18,0.16,0.15,0.14,0.15,0.13,0.17,0.16,0.16,0.13,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.09,0.08,0.09,0.09,0.08,0.08,0.05,0.0,0.05,0.05,0.06,0.07,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.04,0.0,0.0,99.99000000000002
09/02/2021,22.0,17.67,6.23,3.85,3.49,3.29,3.21,2.93,2.5,2.75,2.76,2.19,2.08,1.66,1.78,1.53,1.47,1.31,1.25,0.87,0.86,0.85,0.65,0.63,0.62,0.59,0.49,0.44,0.44,0.43,0.4,0.35,0.28,0.34,0.34,0.32,0.31,0.34,0.27,0.3,0.29,0.28,0.27,0.22,0.21,0.22,0.15,0.19,0.2,0.17,0.18,0.1,0.16,0.18,0.13,0.13,0.14,0.1,0.14,0.16,0.13,0.09,0.11,0.1,0.11,0.1,0.09,0.1,0.1,0.11,0.07,0.09,0.08,0.06,0.07,0.05,0.0,0.04,0.05,0.05,0.07,0.07,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.09,0.03,0.0,100.04
09/03/2021,22.0,17.67,6.23,3.85,3.49,3.29,3.21,2.93,2.5,2.75,2.76,2.19,2.08,1.66,1.78,1.53,1.47,1.31,1.25,0.87,0.86,0.85,0.65,0.63,0.62,0.59,0.49,0.44,0.44,0.43,0.4,0.35,0.28,0.34,0.34,0.32,0.31,0.34,0.27,0.3,0.29,0.28,0.27,0.22,0.21,0.22,0.15,0.19,0.2,0.17,0.18,0.1,0.16,0.18,0.13,0.13,0.14,0.1,0.14,0.16,0.13,0.09,0.11,0.1,0.11,0.1,0.09,0.1,0.1,0.11,0.07,0.09,0.08,0.06,0.07,0.05,0.0,0.04,0.05,0.05,0.07,0.07,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.09,0.03,0.0,100.04
09/06/2021,22.0,17.67,6.23,3.85,3.49,3.29,3.21,2.93,2.5,2.75,2.76,2.19,2.08,1.66,1.78,1.53,1.47,1.31,1.25,0.87,0.86,0.85,0.65,0.63,0.62,0.59,0.49,0.44,0.44,0.43,0.4,0.35,0.28,0.34,0.34,0.32,0.31,0.34,0.27,0.3,0.29,0.28,0.27,0.22,0.21,0.22,0.15,0.19,0.2,0.17,0.18,0.1,0.16,0.18,0.13,0.13,0.14,0.1,0.14,0.16,0.13,0.09,0.11,0.1,0.11,0.1,0.09,0.1,0.1,0.11,0.07,0.09,0.08,0.06,0.07,0.05,0.0,0.04,0.05,0.05,0.07,0.07,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.09,0.03,0.0,100.04
09/07/2021,22.0,17.67,6.23,3.85,3.49,3.29,3.21,2.93,2.5,2.75,2.76,2.19,2.08,1.66,1.78,1.53,1.47,1.31,1.25,0.87,0.86,0.85,0.65,0.63,0.62,0.59,0.49,0.44,0.44,0.43,0.4,0.35,0.28,0.34,0.34,0.32,0.31,0.34,0.27,0.3,0.29,0.28,0.27,0.22,0.21,0.22,0.15,0.19,0.2,0.17,0.18,0.1,0.16,0.18,0.13,0.13,0.14,0.1,0.14,0.16,0.13,0.09,0.11,0.1,0.11,0.1,0.09,0.1,0.1,0.11,0.07,0.09,0.08,0.06,0.07,0.05,0.0,0.04,0.05,0.05,0.07,0.07,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.03,0.09,100.04
09/08/2021,22.0,17.67,6.23,3.85,3.49,3.29,3.21,2.93,2.5,2.75,2.76,2.19,2.08,1.66,1.78,1.53,1.47,1.31,1.25,0.87,0.86,0.85,0.65,0.63,0.62,0.59,0.49,0.44,0.44,0.43,0.4,0.35,0.28,0.34,0.34,0.32,0.31,0.34,0.27,0.3,0.29,0.28,0.27,0.22,0.21,0.22,0.15,0.19,0.2,0.17,0.18,0.1,0.16,0.18,0.13,0.13,0.14,0.1,0.14,0.16,0.13,0.09,0.11,0.1,0.11,0.1,0.09,0.1,0.1,0.11,0.07,0.09,0.08,0.06,0.07,0.05,0.0,0.04,0.05,0.05,0.07,0.07,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.03,0.09,100.04
