,NESN.SW,Cash & Cash Equivalents,ASML.AS,ROG.SW,MC.PA,NOVN.SW,AZN.L,ULVR.L,SAP.DE,NOVO B.CO,SIE.DE,HSBA.L,SAN.PA,DGE.L,TTE.PA,OR.PA,ALV.DE,GSK.L,RIO.L,BP.L,SU.PA,BATS.L,RDSA.AS,AI.PA,ENEL.MI,AIR.PA,DAI.DE,IBE.MC,RYDBF,BAS.DE,ADS.DE,DTE.DE,BNP.PA,DPW.DE,KER.PA,SAN.MC,RKT.L,BHP.L,RITN.,BAYN.DE,ZURN.SW,ABBN.SW,DG.PA,UBSG.SW,ABI.BR,REL.L,LONN.SW,AAL.L,EL.PA,IFX.DE,INGA.AS,PRU.L,DSV.CO,CS.PA,ADYEN.AS,SAF.PA,BN.PA,SIKA.SW,NG.L,ISP.MI,PRX.AS,RI.PA,RMS.PA,LLOY.L,VOW3.DE,VOD.L,PHIA.AS,GIVN.SW,GLEN.L,INVE B.ST,BBVA.MC,ATCO A.ST,VWS.CO,BARC.L,STLA.MI,CPG.L,CRH.L,ITX.MC,MUV2.DE,ERIC B.ST,VNA.DE,NDA SE.ST,EXPN.L,LSEG.L,ALC.SW,PGHN.SW,VOLV B.ST,BMW.DE,DSY.PA,AHT.L,SGO.PA,CLNX.MC,DB1.DE,DSM.AS,FLTR.L,AMS.MC,FERG.L,CAP.PA,HEIA.AS,AD.AS,ENI.MI,ASSA B.ST,HOLN.SW,NOKIA.HE,HEXA B.ST,SAND.ST,ORSTED.CO,LR.PA,EVO.ST,GEBN.SW,KNEBV.HE,SREN.SW,GMAB.CO,WKL.AS,ML.PA,EOAN.DE,NESTE.HE,DBK.DE,RACE.MI,UCG.MI,STM.PA,ENGI.PA,TSCO.L,CSGN.SW,MRK.DE,VIV.PA,BA.L,TEF.MC,GLE.PA,TEP.PA,RWE.DE,BT.A.L,SAMPO.HE,AV.L,KRZ.IR,AKZA.AS,WLN.PA,DHER.DE,ORA.PA,G.MI,SSE.L,FRE.DE,LOGN.SW,DWNI.DE,LGEN.L,ESSITY B.ST,MT.AS,SOON.SW,SEB A.ST,ZAL.DE,EQNR.OL,UPM.HE,IMB.L,DNB.OL,ATCOB.ST,SN.L,CARL B.CO,COLO B.CO,KBC.BR,HEN3.DE,KNIN.SW,SGRO.L,SGSN.SW,SY1.DE,REP.MC,MAERSK B.CO,HM B.ST,WPP.L,HFG.DE,CNHI.MI,STMN.SW,TKWY.AS,VIE.PA,SHB A.ST,SWED A.ST,SHL.DE,STAN.L,FME.DE,III.L,ACA.PA,ASM.AS,SLHN.SW,NZYM B.CO,PAH3.DE,KRX.IR,CON.DE,ERF.PA,NIBE B.ST,EDP.LS,ENT.L,SCMN.SW,EPI A.ST,HLMA.L,EDEN.PA,BNR.DE,PUB.PA,ARGX.BR,SRT3.,FER.MC,CRDA.L,DSYA.,DIM.PA,SWMA.ST,SPX.L,DWN.,NXT.L,RTO.L,BAER.SW,n/a,NWG.L,NN.AS,UCB.BR,CFR.SW,UMG.AS,RR.L,SUM
08/19/2021,3.09,0.0,2.82,2.43,1.95,1.79,1.55,1.29,1.33,1.52,1.1,0.98,1.01,1.01,0.95,1.01,0.83,0.89,0.74,0.72,0.83,0.69,0.69,0.71,0.65,0.68,0.64,0.61,0.61,0.63,0.6,0.62,0.62,0.58,0.58,0.55,0.48,0.58,0.55,0.48,0.57,0.56,0.49,0.53,0.41,0.5,0.5,0.51,0.47,0.45,0.46,0.46,0.44,0.47,0.47,0.37,0.43,0.44,0.39,0.41,0.36,0.39,0.42,0.38,0.38,0.38,0.34,0.39,0.39,0.38,0.39,0.4,0.34,0.37,0.37,0.32,0.35,0.32,0.36,0.28,0.33,0.34,0.34,0.31,0.31,0.35,0.29,0.28,0.0,0.3,0.33,0.3,0.28,0.3,0.28,0.24,0.27,0.31,0.25,0.29,0.26,0.28,0.26,0.28,0.28,0.25,0.25,0.26,0.23,0.27,0.24,0.25,0.26,0.26,0.24,0.25,0.21,0.23,0.24,0.23,0.25,0.22,0.22,0.22,0.25,0.22,0.23,0.23,0.22,0.21,0.2,0.19,0.22,0.2,0.2,0.2,0.18,0.18,0.19,0.19,0.2,0.2,0.16,0.19,0.19,0.18,0.22,0.18,0.19,0.2,0.17,0.19,0.18,0.17,0.19,0.15,0.16,0.18,0.18,0.15,0.16,0.18,0.16,0.16,0.14,0.15,0.13,0.15,0.14,0.15,0.17,0.13,0.15,0.15,0.15,0.16,0.14,0.14,0.15,0.14,0.15,0.15,0.14,0.13,0.15,0.13,0.15,0.15,0.13,0.13,0.13,0.0,0.13,0.0,0.14,0.0,0.0,0.14,0.0,0.15,0.33,0.14,0.13,0.14,0.0,0.0,0.0,0.13,2.82,0.0,0.13,0.0,0.0,0.0,0.0,83.53
08/20/2021,3.12,0.0,2.8,2.43,1.92,1.8,1.56,1.29,1.33,1.54,1.1,0.97,1.02,1.0,0.95,1.01,0.82,0.89,0.72,0.73,0.83,0.69,0.7,0.71,0.64,0.66,0.63,0.61,0.62,0.62,0.6,0.62,0.6,0.58,0.57,0.54,0.48,0.59,0.54,0.48,0.57,0.55,0.49,0.53,0.4,0.5,0.51,0.5,0.47,0.44,0.45,0.45,0.45,0.47,0.47,0.36,0.43,0.44,0.39,0.4,0.66,0.38,0.42,0.37,0.38,0.38,0.34,0.39,0.38,0.38,0.38,0.39,0.33,0.37,0.36,0.31,0.34,0.32,0.36,0.28,0.33,0.33,0.34,0.31,0.31,0.35,0.28,0.27,0.0,0.29,0.32,0.31,0.28,0.3,0.28,0.23,0.27,0.31,0.25,0.29,0.26,0.28,0.26,0.28,0.29,0.25,0.26,0.26,0.23,0.27,0.24,0.25,0.26,0.26,0.24,0.25,0.21,0.22,0.24,0.23,0.25,0.22,0.22,0.21,0.25,0.22,0.22,0.23,0.21,0.21,0.2,0.18,0.22,0.2,0.2,0.19,0.17,0.18,0.19,0.19,0.2,0.2,0.16,0.19,0.19,0.17,0.21,0.18,0.18,0.2,0.18,0.18,0.18,0.17,0.19,0.15,0.15,0.18,0.18,0.15,0.17,0.18,0.16,0.16,0.14,0.15,0.13,0.14,0.14,0.15,0.17,0.13,0.15,0.14,0.15,0.16,0.14,0.14,0.15,0.14,0.15,0.15,0.14,0.13,0.15,0.0,0.15,0.15,0.13,0.13,0.13,0.0,0.13,0.0,0.13,0.0,0.0,0.15,0.0,0.15,0.32,0.14,0.13,0.14,0.0,0.0,0.13,0.13,3.09,0.0,0.13,0.0,0.0,0.0,0.0,83.71000000000001
08/23/2021,3.15,0.0,2.83,2.46,1.72,1.78,1.6,1.28,1.33,1.57,1.08,0.95,1.04,0.99,0.92,0.99,0.82,0.9,0.69,0.69,0.83,0.68,0.67,0.73,0.66,0.65,0.61,0.64,0.6,0.6,0.59,0.62,0.6,0.6,0.5,0.53,0.48,0.54,0.49,0.48,0.57,0.56,0.49,0.52,0.39,0.5,0.52,0.44,0.47,0.44,0.45,0.45,0.45,0.47,0.5,0.36,0.42,0.43,0.4,0.4,0.65,0.37,0.39,0.37,0.37,0.38,0.35,0.39,0.36,0.37,0.37,0.39,0.35,0.37,0.35,0.31,0.34,0.32,0.36,0.28,0.33,0.33,0.34,0.31,0.35,0.34,0.27,0.26,0.0,0.29,0.32,0.31,0.29,0.31,0.27,0.23,0.27,0.31,0.24,0.3,0.26,0.27,0.25,0.27,0.28,0.24,0.27,0.26,0.23,0.26,0.24,0.24,0.26,0.26,0.24,0.26,0.21,0.22,0.23,0.22,0.25,0.23,0.22,0.21,0.26,0.22,0.22,0.23,0.21,0.21,0.21,0.18,0.22,0.2,0.2,0.19,0.18,0.19,0.19,0.19,0.2,0.19,0.16,0.19,0.18,0.17,0.2,0.18,0.18,0.2,0.17,0.18,0.17,0.17,0.19,0.15,0.15,0.18,0.17,0.15,0.17,0.18,0.16,0.16,0.14,0.15,0.0,0.14,0.16,0.14,0.17,0.14,0.16,0.14,0.15,0.16,0.14,0.14,0.15,0.14,0.15,0.15,0.14,0.0,0.15,0.0,0.16,0.16,0.13,0.13,0.13,0.0,0.13,0.0,0.14,0.0,0.13,0.15,0.0,0.15,0.33,0.14,0.13,0.14,0.0,0.0,0.13,0.13,3.61,0.0,0.13,0.12,0.0,0.0,0.0,83.69
08/24/2021,3.15,0.0,2.86,2.43,1.74,1.78,1.59,1.28,1.33,1.59,1.07,0.95,1.04,0.97,0.92,1.0,0.82,0.89,0.69,0.69,0.82,0.69,0.67,0.73,0.66,0.65,0.61,0.65,0.6,0.59,0.58,0.63,0.6,0.6,0.5,0.53,0.48,0.55,0.0,0.47,0.57,0.56,0.49,0.52,0.4,0.5,0.53,0.44,0.47,0.45,0.45,0.45,0.44,0.47,0.52,0.36,0.42,0.44,0.41,0.4,0.65,0.37,0.39,0.36,0.37,0.39,0.35,0.39,0.36,0.37,0.37,0.4,0.35,0.36,0.35,0.31,0.34,0.33,0.36,0.28,0.33,0.33,0.34,0.31,0.35,0.35,0.27,0.26,0.33,0.29,0.31,0.31,0.29,0.31,0.27,0.23,0.27,0.31,0.24,0.3,0.26,0.27,0.25,0.28,0.29,0.24,0.28,0.26,0.23,0.27,0.24,0.24,0.27,0.26,0.24,0.26,0.21,0.22,0.23,0.22,0.25,0.23,0.22,0.21,0.26,0.23,0.22,0.23,0.21,0.22,0.21,0.18,0.22,0.2,0.2,0.19,0.17,0.18,0.19,0.19,0.2,0.19,0.16,0.19,0.18,0.18,0.2,0.18,0.18,0.2,0.17,0.18,0.17,0.16,0.19,0.15,0.15,0.18,0.18,0.15,0.16,0.18,0.16,0.16,0.14,0.15,0.13,0.14,0.16,0.14,0.17,0.14,0.16,0.14,0.15,0.16,0.14,0.14,0.15,0.14,0.15,0.15,0.14,0.0,0.15,0.0,0.16,0.17,0.13,0.13,0.13,0.0,0.14,0.0,0.13,0.0,0.13,0.15,0.0,0.15,0.0,0.15,0.13,0.14,0.0,0.0,0.13,0.13,3.45,0.0,0.12,0.0,0.49,0.0,0.0,83.66999999999999
08/25/2021,3.15,0.0,2.86,2.43,1.74,1.78,1.59,1.28,1.33,1.59,1.07,0.95,1.04,0.97,0.92,1.0,0.82,0.89,0.69,0.69,0.82,0.69,0.67,0.73,0.66,0.65,0.61,0.65,0.6,0.59,0.58,0.63,0.6,0.6,0.5,0.53,0.48,0.55,0.0,0.47,0.57,0.56,0.49,0.52,0.4,0.5,0.53,0.44,0.47,0.45,0.45,0.45,0.44,0.47,0.52,0.36,0.42,0.44,0.41,0.4,0.65,0.37,0.39,0.36,0.37,0.39,0.35,0.39,0.36,0.37,0.37,0.4,0.35,0.36,0.35,0.31,0.34,0.33,0.36,0.28,0.33,0.33,0.34,0.31,0.35,0.35,0.27,0.26,0.33,0.29,0.31,0.31,0.29,0.31,0.27,0.23,0.27,0.31,0.24,0.3,0.26,0.27,0.25,0.28,0.29,0.24,0.28,0.26,0.23,0.27,0.24,0.24,0.27,0.26,0.24,0.26,0.21,0.22,0.23,0.22,0.25,0.23,0.22,0.21,0.26,0.23,0.22,0.23,0.21,0.22,0.21,0.18,0.22,0.2,0.2,0.19,0.17,0.18,0.19,0.19,0.2,0.19,0.16,0.19,0.18,0.18,0.2,0.18,0.18,0.2,0.17,0.18,0.17,0.16,0.19,0.15,0.15,0.18,0.18,0.15,0.16,0.18,0.16,0.16,0.14,0.15,0.13,0.14,0.16,0.14,0.17,0.14,0.16,0.14,0.15,0.16,0.14,0.14,0.15,0.14,0.15,0.15,0.14,0.0,0.15,0.0,0.16,0.17,0.13,0.13,0.13,0.0,0.14,0.0,0.13,0.0,0.13,0.15,0.0,0.15,0.0,0.15,0.13,0.14,0.0,0.0,0.13,0.13,3.45,0.0,0.12,0.0,0.49,0.0,0.0,83.66999999999999
08/26/2021,3.14,0.0,2.91,2.43,1.78,1.79,1.57,1.28,1.34,1.58,1.08,0.95,1.02,0.98,0.94,1.0,0.82,0.89,0.7,0.71,0.82,0.69,0.69,0.72,0.65,0.66,0.61,0.64,0.61,0.6,0.59,0.63,0.6,0.6,0.51,0.54,0.47,0.55,0.0,0.48,0.58,0.56,0.49,0.53,0.4,0.5,0.53,0.44,0.47,0.45,0.45,0.46,0.45,0.47,0.54,0.36,0.42,0.44,0.4,0.4,0.64,0.37,0.4,0.37,0.37,0.39,0.35,0.39,0.37,0.37,0.37,0.4,0.36,0.37,0.35,0.31,0.34,0.33,0.36,0.29,0.33,0.33,0.34,0.31,0.35,0.35,0.28,0.26,0.33,0.29,0.32,0.32,0.29,0.31,0.27,0.23,0.27,0.31,0.25,0.3,0.26,0.27,0.25,0.28,0.29,0.24,0.28,0.26,0.24,0.27,0.24,0.25,0.27,0.26,0.24,0.26,0.21,0.22,0.23,0.23,0.25,0.23,0.23,0.22,0.26,0.23,0.22,0.23,0.21,0.22,0.21,0.18,0.22,0.2,0.2,0.19,0.18,0.19,0.19,0.19,0.2,0.2,0.16,0.19,0.19,0.18,0.2,0.18,0.18,0.21,0.17,0.18,0.17,0.17,0.19,0.15,0.15,0.18,0.18,0.15,0.17,0.18,0.16,0.16,0.15,0.15,0.13,0.14,0.16,0.14,0.17,0.14,0.16,0.14,0.15,0.16,0.14,0.14,0.15,0.14,0.15,0.15,0.14,0.0,0.15,0.0,0.16,0.17,0.13,0.13,0.13,0.0,0.14,0.0,0.14,0.0,0.13,0.15,0.0,0.15,0.0,0.15,0.13,0.14,0.0,0.0,0.13,0.13,2.95,0.0,0.13,0.0,0.51,0.0,0.0,83.65
08/27/2021,3.13,0.0,2.9,2.42,1.75,1.76,1.55,1.27,1.33,1.54,1.09,0.94,1.01,0.97,0.94,1.0,0.83,0.88,0.72,0.72,0.82,0.69,0.69,0.72,0.64,0.67,0.61,0.64,0.62,0.61,0.59,0.62,0.61,0.6,0.51,0.54,0.47,0.56,0.0,0.48,0.58,0.56,0.49,0.53,0.4,0.5,0.53,0.46,0.47,0.46,0.45,0.47,0.44,0.47,0.55,0.36,0.42,0.44,0.4,0.4,0.67,0.37,0.4,0.36,0.38,0.39,0.35,0.39,0.38,0.37,0.37,0.4,0.36,0.37,0.35,0.32,0.34,0.33,0.36,0.29,0.32,0.33,0.34,0.31,0.35,0.35,0.28,0.27,0.33,0.29,0.32,0.32,0.28,0.31,0.28,0.24,0.27,0.31,0.24,0.3,0.26,0.28,0.26,0.28,0.29,0.24,0.28,0.26,0.24,0.27,0.24,0.25,0.26,0.26,0.24,0.25,0.21,0.22,0.23,0.23,0.25,0.23,0.23,0.22,0.26,0.23,0.22,0.23,0.21,0.22,0.21,0.18,0.22,0.2,0.2,0.2,0.18,0.2,0.19,0.19,0.2,0.2,0.16,0.19,0.19,0.17,0.21,0.18,0.18,0.21,0.17,0.18,0.17,0.17,0.19,0.15,0.15,0.17,0.18,0.15,0.17,0.18,0.16,0.16,0.15,0.15,0.13,0.14,0.16,0.14,0.17,0.15,0.16,0.14,0.15,0.16,0.14,0.14,0.15,0.14,0.15,0.15,0.14,0.13,0.15,0.0,0.16,0.17,0.13,0.13,0.13,0.0,0.14,0.0,0.14,0.0,0.13,0.15,0.0,0.15,0.0,0.15,0.13,0.14,0.0,0.0,0.13,0.13,2.89,0.0,0.0,0.0,0.51,0.0,0.0,83.57
08/31/2021,3.14,0.0,2.99,2.42,1.75,1.76,1.56,1.26,1.33,1.51,1.09,0.95,1.01,0.96,0.96,1.0,0.82,0.87,0.72,0.73,0.82,0.69,0.7,0.72,0.64,0.68,0.62,0.63,0.63,0.61,0.59,0.62,0.61,0.6,0.51,0.55,0.47,0.57,0.0,0.47,0.57,0.55,0.49,0.53,0.4,0.5,0.54,0.47,0.47,0.48,0.46,0.47,0.45,0.47,0.54,0.37,0.41,0.44,0.39,0.4,0.67,0.37,0.39,0.37,0.38,0.39,0.35,0.39,0.39,0.37,0.37,0.4,0.36,0.38,0.35,0.32,0.36,0.32,0.36,0.3,0.32,0.34,0.34,0.31,0.36,0.35,0.28,0.27,0.33,0.3,0.32,0.32,0.28,0.31,0.28,0.23,0.27,0.31,0.24,0.3,0.27,0.28,0.26,0.28,0.29,0.25,0.26,0.26,0.24,0.27,0.25,0.25,0.26,0.26,0.24,0.25,0.22,0.22,0.23,0.24,0.26,0.22,0.23,0.22,0.26,0.23,0.22,0.23,0.22,0.22,0.21,0.18,0.22,0.2,0.2,0.19,0.17,0.19,0.19,0.19,0.2,0.19,0.15,0.19,0.19,0.17,0.21,0.18,0.19,0.21,0.18,0.18,0.17,0.17,0.19,0.15,0.15,0.17,0.18,0.15,0.17,0.18,0.16,0.16,0.15,0.15,0.0,0.14,0.16,0.15,0.17,0.14,0.15,0.14,0.15,0.16,0.14,0.14,0.15,0.14,0.16,0.15,0.14,0.13,0.15,0.0,0.16,0.17,0.13,0.13,0.13,0.0,0.14,0.0,0.14,0.13,0.13,0.15,0.0,0.15,0.0,0.15,0.13,0.14,0.0,0.0,0.13,0.13,2.61,0.0,0.0,0.0,0.51,0.0,0.0,83.5
09/01/2021,3.14,0.0,2.99,2.42,1.75,1.76,1.56,1.26,1.33,1.51,1.09,0.95,1.01,0.96,0.96,1.0,0.82,0.87,0.72,0.73,0.82,0.69,0.7,0.72,0.64,0.68,0.62,0.63,0.63,0.61,0.59,0.62,0.61,0.6,0.51,0.55,0.47,0.57,0.0,0.47,0.57,0.55,0.49,0.53,0.4,0.5,0.54,0.47,0.47,0.48,0.46,0.47,0.45,0.47,0.54,0.37,0.41,0.44,0.39,0.4,0.67,0.37,0.39,0.37,0.38,0.39,0.35,0.39,0.39,0.37,0.37,0.4,0.36,0.38,0.35,0.32,0.36,0.32,0.36,0.3,0.32,0.34,0.34,0.31,0.36,0.35,0.28,0.27,0.33,0.3,0.32,0.32,0.28,0.31,0.28,0.23,0.27,0.31,0.24,0.3,0.27,0.28,0.26,0.28,0.29,0.25,0.26,0.26,0.24,0.27,0.25,0.25,0.26,0.26,0.24,0.25,0.22,0.22,0.23,0.24,0.26,0.22,0.23,0.22,0.26,0.23,0.22,0.23,0.22,0.22,0.21,0.18,0.22,0.2,0.2,0.19,0.17,0.19,0.19,0.19,0.2,0.19,0.15,0.19,0.19,0.17,0.21,0.18,0.19,0.21,0.18,0.18,0.17,0.17,0.19,0.15,0.15,0.17,0.18,0.15,0.17,0.18,0.16,0.16,0.15,0.15,0.0,0.14,0.16,0.15,0.17,0.14,0.15,0.14,0.15,0.16,0.14,0.14,0.15,0.14,0.16,0.15,0.14,0.13,0.15,0.0,0.16,0.17,0.13,0.13,0.13,0.0,0.14,0.0,0.14,0.13,0.13,0.15,0.0,0.15,0.0,0.15,0.13,0.14,0.0,0.0,0.13,0.13,2.61,0.0,0.0,0.0,0.51,0.0,0.0,83.5
09/02/2021,3.14,0.0,3.01,2.4,1.75,1.74,1.56,1.26,1.34,1.51,1.1,0.95,1.01,0.96,0.95,1.01,0.82,0.87,0.72,0.73,0.83,0.69,0.7,0.73,0.64,0.68,0.62,0.63,0.63,0.61,0.58,0.62,0.61,0.6,0.52,0.54,0.47,0.57,0.0,0.47,0.56,0.55,0.49,0.53,0.4,0.5,0.53,0.47,0.47,0.48,0.46,0.47,0.45,0.47,0.55,0.37,0.41,0.44,0.39,0.4,0.66,0.37,0.4,0.37,0.38,0.39,0.35,0.39,0.39,0.37,0.37,0.4,0.36,0.38,0.34,0.32,0.35,0.32,0.35,0.3,0.32,0.34,0.34,0.31,0.36,0.35,0.28,0.27,0.33,0.3,0.31,0.31,0.28,0.31,0.28,0.23,0.27,0.31,0.24,0.3,0.26,0.28,0.26,0.28,0.29,0.26,0.27,0.26,0.24,0.27,0.25,0.24,0.27,0.26,0.24,0.25,0.22,0.22,0.23,0.23,0.26,0.22,0.23,0.22,0.26,0.24,0.22,0.23,0.21,0.22,0.21,0.18,0.22,0.2,0.2,0.2,0.18,0.19,0.19,0.19,0.2,0.19,0.16,0.19,0.19,0.18,0.21,0.18,0.19,0.21,0.18,0.18,0.17,0.17,0.19,0.15,0.15,0.17,0.18,0.15,0.17,0.18,0.16,0.16,0.15,0.15,0.0,0.14,0.16,0.15,0.17,0.14,0.16,0.14,0.15,0.16,0.14,0.13,0.15,0.14,0.16,0.15,0.14,0.13,0.15,0.13,0.16,0.17,0.13,0.13,0.13,0.0,0.14,0.0,0.14,0.0,0.13,0.15,0.0,0.15,0.0,0.15,0.13,0.14,0.0,0.0,0.13,0.13,2.69,0.0,0.0,0.0,0.5,0.0,0.0,83.56
09/03/2021,3.14,0.0,3.01,2.43,1.77,1.77,1.56,1.26,1.35,1.45,1.1,0.94,1.01,0.97,0.95,1.02,0.84,0.87,0.71,0.72,0.83,0.71,0.7,0.73,0.64,0.69,0.62,0.63,0.63,0.61,0.58,0.61,0.62,0.6,0.52,0.55,0.47,0.57,0.0,0.47,0.57,0.55,0.5,0.53,0.4,0.5,0.54,0.47,0.49,0.48,0.46,0.47,0.44,0.47,0.55,0.37,0.41,0.44,0.39,0.41,0.71,0.38,0.4,0.37,0.38,0.4,0.36,0.4,0.39,0.38,0.38,0.4,0.36,0.38,0.35,0.32,0.36,0.32,0.35,0.3,0.32,0.33,0.35,0.31,0.36,0.35,0.28,0.28,0.33,0.3,0.31,0.3,0.28,0.32,0.28,0.24,0.28,0.31,0.24,0.3,0.27,0.27,0.26,0.28,0.29,0.25,0.26,0.26,0.23,0.27,0.24,0.24,0.27,0.26,0.23,0.25,0.22,0.22,0.23,0.23,0.26,0.23,0.23,0.23,0.26,0.23,0.22,0.22,0.22,0.22,0.22,0.18,0.22,0.19,0.2,0.2,0.18,0.2,0.2,0.19,0.2,0.19,0.15,0.19,0.19,0.17,0.2,0.18,0.19,0.21,0.18,0.18,0.17,0.17,0.19,0.15,0.16,0.17,0.18,0.15,0.17,0.18,0.16,0.16,0.15,0.14,0.0,0.14,0.15,0.15,0.17,0.14,0.16,0.14,0.15,0.17,0.14,0.13,0.15,0.14,0.16,0.14,0.14,0.13,0.15,0.0,0.16,0.17,0.13,0.13,0.13,0.0,0.14,0.0,0.14,0.0,0.13,0.15,0.0,0.15,0.0,0.15,0.13,0.14,0.0,0.0,0.13,0.13,2.33,0.15,0.0,0.0,0.5,0.0,0.0,83.44999999999999
09/06/2021,3.11,0.0,3.07,2.4,1.82,1.75,1.58,1.23,1.33,1.46,1.1,0.94,1.01,0.98,0.95,1.02,0.83,0.88,0.72,0.72,0.84,0.7,0.7,0.73,0.65,0.7,0.62,0.64,0.64,0.61,0.58,0.61,0.63,0.6,0.53,0.55,0.47,0.53,0.0,0.48,0.57,0.56,0.51,0.53,0.4,0.5,0.54,0.47,0.49,0.49,0.47,0.48,0.45,0.47,0.54,0.37,0.41,0.44,0.39,0.41,0.74,0.4,0.41,0.37,0.38,0.4,0.37,0.4,0.39,0.38,0.38,0.4,0.37,0.38,0.35,0.32,0.36,0.33,0.35,0.3,0.31,0.35,0.36,0.31,0.36,0.35,0.28,0.27,0.34,0.31,0.31,0.3,0.28,0.32,0.28,0.24,0.28,0.31,0.25,0.3,0.27,0.28,0.25,0.28,0.3,0.25,0.26,0.26,0.25,0.27,0.24,0.24,0.27,0.26,0.24,0.25,0.23,0.22,0.23,0.24,0.26,0.22,0.23,0.23,0.27,0.24,0.22,0.22,0.22,0.22,0.22,0.17,0.22,0.2,0.2,0.2,0.18,0.22,0.19,0.19,0.2,0.19,0.15,0.19,0.19,0.17,0.21,0.18,0.19,0.21,0.18,0.19,0.17,0.17,0.2,0.15,0.15,0.18,0.18,0.15,0.17,0.18,0.16,0.15,0.15,0.14,0.13,0.15,0.16,0.15,0.18,0.15,0.17,0.14,0.15,0.17,0.14,0.13,0.15,0.14,0.16,0.15,0.14,0.14,0.15,0.0,0.16,0.18,0.13,0.13,0.0,0.0,0.14,0.0,0.14,0.13,0.14,0.15,0.0,0.15,0.0,0.15,0.13,0.14,0.0,0.0,0.0,0.13,1.87,0.15,0.0,0.0,0.51,0.0,0.0,83.43
09/07/2021,3.11,0.0,3.07,2.4,1.82,1.75,1.58,1.23,1.33,1.46,1.1,0.94,1.01,0.98,0.95,1.02,0.83,0.88,0.72,0.72,0.84,0.7,0.7,0.73,0.65,0.7,0.62,0.64,0.64,0.61,0.58,0.61,0.63,0.6,0.53,0.55,0.47,0.53,0.0,0.48,0.57,0.56,0.51,0.53,0.4,0.5,0.54,0.47,0.49,0.49,0.47,0.48,0.45,0.47,0.54,0.37,0.41,0.44,0.39,0.41,0.74,0.4,0.41,0.37,0.38,0.4,0.37,0.4,0.39,0.38,0.38,0.4,0.37,0.38,0.35,0.32,0.36,0.33,0.35,0.3,0.31,0.35,0.36,0.31,0.36,0.35,0.28,0.27,0.34,0.31,0.31,0.3,0.28,0.32,0.28,0.24,0.28,0.31,0.25,0.3,0.27,0.28,0.25,0.28,0.3,0.25,0.26,0.26,0.25,0.27,0.24,0.24,0.27,0.26,0.24,0.25,0.23,0.22,0.23,0.24,0.26,0.22,0.23,0.23,0.27,0.24,0.22,0.22,0.22,0.22,0.22,0.17,0.22,0.2,0.2,0.2,0.18,0.22,0.19,0.19,0.2,0.19,0.15,0.19,0.19,0.17,0.21,0.18,0.19,0.21,0.18,0.19,0.17,0.17,0.2,0.15,0.15,0.18,0.18,0.15,0.17,0.18,0.16,0.15,0.15,0.14,0.13,0.15,0.16,0.15,0.18,0.15,0.17,0.14,0.15,0.17,0.14,0.13,0.15,0.14,0.16,0.15,0.14,0.14,0.15,0.0,0.16,0.18,0.13,0.13,0.0,0.0,0.14,0.0,0.14,0.13,0.14,0.15,0.0,0.15,0.0,0.15,0.13,0.14,0.0,0.0,0.0,0.13,1.87,0.15,0.0,0.0,0.51,0.0,0.0,83.43
09/08/2021,3.12,0.0,3.09,2.41,1.8,1.74,1.57,1.25,1.34,1.46,1.11,0.94,1.02,0.98,0.95,1.02,0.83,0.89,0.72,0.72,0.85,0.7,0.7,0.73,0.64,0.69,0.62,0.64,0.63,0.61,0.58,0.61,0.62,0.6,0.53,0.54,0.49,0.54,0.0,0.48,0.56,0.56,0.5,0.53,0.39,0.51,0.54,0.47,0.49,0.49,0.47,0.48,0.46,0.46,0.54,0.36,0.41,0.44,0.4,0.41,0.74,0.39,0.41,0.37,0.39,0.4,0.37,0.4,0.39,0.38,0.38,0.4,0.37,0.38,0.36,0.32,0.36,0.33,0.34,0.3,0.3,0.35,0.36,0.31,0.37,0.35,0.28,0.27,0.34,0.31,0.31,0.3,0.28,0.32,0.29,0.23,0.28,0.31,0.24,0.3,0.27,0.27,0.25,0.28,0.3,0.25,0.26,0.26,0.25,0.27,0.24,0.24,0.28,0.26,0.23,0.25,0.23,0.22,0.23,0.24,0.26,0.22,0.23,0.23,0.27,0.24,0.22,0.22,0.22,0.22,0.22,0.17,0.22,0.2,0.2,0.2,0.18,0.21,0.19,0.19,0.2,0.19,0.15,0.19,0.2,0.17,0.2,0.18,0.19,0.21,0.19,0.19,0.17,0.17,0.2,0.15,0.15,0.18,0.18,0.15,0.17,0.18,0.16,0.16,0.15,0.15,0.13,0.15,0.16,0.15,0.18,0.15,0.17,0.14,0.15,0.17,0.14,0.13,0.15,0.14,0.16,0.14,0.14,0.14,0.15,0.0,0.16,0.18,0.13,0.13,0.13,0.0,0.14,0.0,0.14,0.0,0.14,0.16,0.0,0.15,0.0,0.15,0.13,0.14,0.0,0.0,0.13,0.0,1.78,0.15,0.0,0.0,0.5,0.0,0.0,83.36
