,NVDA,ORCL,GOOGL,FB,SHOP,ADBE,MSFT,ACN,CSCO,CRM,AMZN,SIE.DE,AAPL,NFLX,INTC,005930.KS,IBM,QCOM,700.HK,BABA,3690.HK,NOW,UBER,SNAP,000660.KS,NXPI,TWTR,TWLO,IFX.DE,BIDU,6954.T,TRI,EBAY,SNPS,WDAY,ERIC,CDNS,EXPN.L,XLNX,STM IM,ROK,TTD,OKTA,ZS,ZBRA,VRSK,WKL.AS,TDC,SPLK,DDOG,CAN,6502.T,STX,UI,DXC,HPE,WIX,VSAT,DLG.DE,CSOD,2353.TW,AMP.MI,G,PRO,HUBB,NLSN,3443.TW,AFYA,SMAR,STNE,SMCI,5803.T,ABMD,PEGA,763 HK,FEYE,TSEM,TIETO.HE,BAH,3665.TW,3661.TW,UBI.PA,VRNT,VNET,CASH,CGNT,4488 JP,4488.T,PATH,UPST,AI,n/a,005930.KQ,MNDT,KD WI,KD,SUM
08/30/2021,3.36,2.92,3.28,3.1,2.83,3.12,3.12,3.16,3.24,3.22,2.71,3.08,3.0,3.2,2.83,2.74,2.37,2.98,2.58,2.3,2.41,2.35,1.46,1.8,1.23,1.17,0.95,1.1,1.04,0.84,0.82,1.08,0.99,0.95,0.89,0.7,0.85,0.77,0.71,0.74,0.71,0.65,0.62,0.69,0.59,0.61,0.58,0.32,0.48,0.58,0.44,0.37,0.37,0.36,0.28,0.38,0.24,0.31,0.31,0.35,0.27,0.31,0.31,0.29,0.31,0.26,0.29,0.26,0.32,0.26,0.31,0.36,0.33,0.29,0.29,0.27,0.32,0.3,0.27,0.27,0.27,0.28,0.31,0.32,0.0,0.0,0.0,0.23,0.52,0.55,0.28,0.17,0.0,0.0,0.0,0.0,100.05
08/31/2021,3.36,2.92,3.28,3.1,2.83,3.12,3.12,3.16,3.24,3.22,2.71,3.08,3.0,3.2,2.83,2.74,2.37,2.98,2.58,2.3,2.41,2.35,1.46,1.8,1.23,1.17,0.95,1.1,1.04,0.84,0.82,1.08,0.99,0.95,0.89,0.7,0.85,0.77,0.71,0.74,0.71,0.65,0.62,0.69,0.59,0.61,0.58,0.32,0.48,0.58,0.44,0.37,0.37,0.36,0.28,0.38,0.24,0.31,0.31,0.35,0.27,0.31,0.31,0.29,0.31,0.26,0.29,0.26,0.32,0.26,0.31,0.36,0.33,0.29,0.29,0.27,0.32,0.3,0.27,0.27,0.27,0.28,0.31,0.32,0.0,0.0,0.0,0.23,0.52,0.55,0.28,0.17,0.0,0.0,0.0,0.0,100.05
09/01/2021,3.41,2.91,3.31,3.14,2.83,3.12,3.09,3.15,3.19,3.17,2.71,3.1,2.99,3.22,2.84,2.71,2.35,3.0,2.52,2.2,2.37,2.36,1.44,1.82,1.22,1.18,0.96,1.11,1.05,0.82,0.8,1.08,1.0,0.96,0.96,0.69,0.85,0.77,0.73,0.76,0.7,0.66,0.62,0.7,0.59,0.61,0.58,0.32,0.48,0.59,0.47,0.37,0.37,0.38,0.28,0.38,0.24,0.31,0.3,0.34,0.27,0.31,0.31,0.31,0.31,0.26,0.29,0.25,0.33,0.26,0.31,0.35,0.33,0.3,0.29,0.27,0.32,0.3,0.27,0.26,0.27,0.28,0.31,0.29,0.0,0.0,0.0,0.24,0.52,0.56,0.28,0.17,0.0,0.0,0.0,0.0,100.0
09/02/2021,3.42,2.89,3.32,3.18,2.87,3.15,3.13,3.17,3.2,3.15,2.78,3.12,3.08,3.27,2.83,2.7,2.33,3.0,2.52,2.22,2.39,2.38,1.4,1.84,1.21,1.18,0.97,1.12,1.05,0.81,0.81,1.08,1.0,0.96,0.96,0.68,0.86,0.76,0.71,0.76,0.71,0.66,0.62,0.71,0.59,0.61,0.58,0.32,0.47,0.6,0.45,0.37,0.37,0.4,0.27,0.37,0.24,0.3,0.0,0.34,0.27,0.31,0.31,0.3,0.31,0.26,0.28,0.25,0.33,0.25,0.31,0.35,0.33,0.3,0.28,0.27,0.32,0.3,0.27,0.27,0.28,0.27,0.31,0.3,0.0,0.0,0.0,0.24,0.52,0.54,0.28,0.18,0.0,0.0,0.0,0.0,100.03
09/03/2021,3.35,2.87,3.31,3.16,2.81,3.13,3.1,3.15,3.18,3.14,2.8,3.09,3.04,3.27,2.82,2.78,2.34,2.99,2.6,2.28,2.59,2.37,1.37,1.87,1.25,1.11,0.96,1.08,1.04,0.83,0.82,1.08,0.99,0.95,0.96,0.68,0.85,0.76,0.71,0.76,0.7,0.65,0.61,0.71,0.59,0.61,0.57,0.32,0.47,0.6,0.44,0.37,0.37,0.38,0.28,0.38,0.23,0.3,0.0,0.34,0.28,0.31,0.31,0.3,0.31,0.26,0.29,0.26,0.33,0.23,0.31,0.35,0.33,0.29,0.29,0.26,0.32,0.3,0.27,0.27,0.29,0.28,0.31,0.31,0.0,0.0,0.0,0.27,0.5,0.57,0.28,0.19,0.0,0.0,0.0,0.0,100.03
09/06/2021,3.33,2.87,3.25,3.1,2.82,3.11,3.07,3.16,3.18,3.1,2.78,3.1,3.05,3.35,2.78,2.74,2.32,2.95,2.66,2.33,2.62,2.42,1.44,1.8,1.24,1.08,0.96,1.08,1.07,0.85,0.84,1.1,0.98,0.95,0.95,0.69,0.85,0.77,0.7,0.76,0.7,0.63,0.63,0.71,0.58,0.61,0.57,0.33,0.48,0.59,0.43,0.36,0.38,0.38,0.27,0.37,0.24,0.3,0.0,0.34,0.27,0.32,0.31,0.29,0.3,0.25,0.3,0.26,0.33,0.22,0.32,0.35,0.33,0.3,0.28,0.26,0.31,0.3,0.27,0.28,0.3,0.29,0.31,0.32,0.0,0.0,0.0,0.26,0.49,0.59,0.26,0.19,0.0,0.0,0.0,0.0,99.96
09/08/2021,3.39,2.86,3.25,3.1,2.83,3.11,3.06,3.18,3.17,3.13,2.78,3.12,3.06,3.35,2.76,2.76,2.31,2.93,2.61,2.3,2.52,2.48,1.4,1.83,1.24,1.08,0.95,1.1,1.06,0.85,0.87,1.09,0.97,0.95,0.97,0.69,0.85,0.77,0.71,0.76,0.69,0.63,0.62,0.72,0.58,0.61,0.57,0.33,0.48,0.6,0.44,0.36,0.38,0.38,0.27,0.37,0.24,0.29,0.0,0.34,0.27,0.31,0.31,0.29,0.3,0.25,0.31,0.26,0.34,0.22,0.32,0.36,0.33,0.3,0.28,0.26,0.31,0.3,0.27,0.28,0.29,0.28,0.3,0.34,0.0,0.0,0.0,0.25,0.5,0.61,0.27,0.18,0.0,0.0,0.0,0.0,99.99
09/09/2021,3.39,2.86,3.25,3.1,2.83,3.11,3.06,3.18,3.17,3.13,2.78,3.12,3.06,3.35,2.76,2.76,2.31,2.93,2.61,2.3,2.52,2.48,1.4,1.83,1.24,1.08,0.95,1.1,1.06,0.85,0.87,1.09,0.97,0.95,0.97,0.69,0.85,0.77,0.71,0.76,0.69,0.63,0.62,0.72,0.58,0.61,0.57,0.33,0.48,0.6,0.44,0.36,0.38,0.38,0.27,0.37,0.24,0.29,0.0,0.34,0.27,0.31,0.31,0.29,0.3,0.25,0.31,0.26,0.34,0.22,0.32,0.36,0.33,0.3,0.28,0.26,0.31,0.3,0.27,0.28,0.29,0.28,0.3,0.34,0.0,0.0,0.0,0.25,0.5,0.61,0.27,0.18,0.0,0.0,0.0,0.0,99.99
09/10/2021,3.35,2.82,3.26,3.14,2.8,3.08,3.04,3.15,3.13,3.1,2.8,3.18,3.1,3.44,2.76,2.73,2.28,2.91,2.75,2.36,2.65,2.41,1.42,1.86,1.21,1.08,0.96,1.08,1.05,0.87,0.88,1.08,0.95,0.95,0.96,0.67,0.85,0.77,0.7,0.76,0.68,0.6,0.61,0.71,0.57,0.61,0.57,0.33,0.47,0.59,0.44,0.36,0.37,0.37,0.27,0.36,0.24,0.29,0.0,0.33,0.27,0.31,0.3,0.28,0.29,0.25,0.3,0.26,0.34,0.22,0.31,0.36,0.33,0.29,0.28,0.25,0.31,0.3,0.26,0.28,0.31,0.28,0.3,0.35,0.0,0.0,0.0,0.25,0.49,0.64,0.28,0.17,0.0,0.0,0.0,0.0,99.97
09/13/2021,3.33,2.89,3.3,3.15,2.78,3.12,3.06,3.2,3.16,3.09,2.83,3.16,3.09,3.44,2.79,2.72,2.31,2.91,2.58,2.29,2.6,2.41,1.42,1.84,1.2,1.09,0.93,1.07,1.06,0.87,0.89,1.1,0.94,0.95,0.95,0.68,0.86,0.78,0.71,0.76,0.68,0.59,0.62,0.71,0.58,0.62,0.57,0.33,0.48,0.62,0.42,0.37,0.37,0.37,0.27,0.35,0.24,0.29,0.0,0.34,0.27,0.31,0.31,0.28,0.29,0.25,0.3,0.27,0.31,0.22,0.31,0.36,0.33,0.29,0.3,0.26,0.32,0.29,0.27,0.29,0.3,0.29,0.3,0.34,0.0,0.0,0.0,0.25,0.43,0.72,0.28,0.17,0.0,0.0,0.0,0.0,100.04
09/14/2021,3.33,2.89,3.3,3.15,2.78,3.12,3.06,3.2,3.16,3.09,2.83,3.16,3.09,3.44,2.79,2.72,2.31,2.91,2.58,2.29,2.6,2.41,1.42,1.84,1.2,1.09,0.93,1.07,1.06,0.87,0.89,1.1,0.94,0.95,0.95,0.68,0.86,0.78,0.71,0.76,0.68,0.59,0.62,0.71,0.58,0.62,0.57,0.33,0.48,0.62,0.42,0.37,0.37,0.37,0.27,0.35,0.24,0.29,0.0,0.34,0.27,0.31,0.31,0.28,0.29,0.25,0.3,0.27,0.31,0.22,0.31,0.36,0.33,0.29,0.3,0.26,0.32,0.29,0.27,0.29,0.3,0.29,0.3,0.34,0.0,0.0,0.0,0.25,0.43,0.72,0.28,0.17,0.0,0.0,0.0,0.0,100.04
09/15/2021,3.38,2.9,3.24,3.16,2.75,3.12,3.05,3.21,3.13,3.05,2.82,3.23,2.99,3.45,2.82,2.72,2.3,2.93,2.64,2.3,2.72,2.4,1.4,1.84,1.23,1.1,0.92,1.04,1.08,0.87,0.9,1.1,0.94,0.95,0.95,0.68,0.87,0.8,0.71,0.77,0.68,0.59,0.59,0.69,0.58,0.62,0.57,0.3,0.47,0.6,0.4,0.37,0.36,0.37,0.26,0.35,0.23,0.28,0.0,0.34,0.28,0.31,0.3,0.28,0.29,0.24,0.31,0.26,0.3,0.22,0.32,0.37,0.33,0.29,0.3,0.26,0.32,0.29,0.27,0.29,0.33,0.29,0.3,0.34,0.0,0.0,0.0,0.28,0.44,0.67,0.27,0.16,0.0,0.0,0.0,0.0,100.01999999999998
09/16/2021,3.35,2.89,3.29,3.16,2.75,3.07,3.08,3.2,3.16,3.03,2.83,3.25,3.02,3.41,2.89,2.76,2.33,2.96,2.59,2.28,2.61,2.38,1.42,1.77,1.24,1.11,0.9,1.03,1.08,0.87,0.91,1.11,0.94,0.95,0.95,0.68,0.86,0.8,0.72,0.77,0.69,0.58,0.59,0.68,0.58,0.63,0.57,0.3,0.47,0.6,0.41,0.37,0.36,0.37,0.27,0.35,0.23,0.29,0.0,0.34,0.27,0.3,0.3,0.28,0.29,0.25,0.32,0.27,0.29,0.22,0.32,0.37,0.32,0.29,0.29,0.26,0.32,0.29,0.27,0.29,0.33,0.29,0.3,0.34,0.0,0.0,0.0,0.28,0.45,0.7,0.27,0.16,0.0,0.0,0.0,0.0,100.01
09/17/2021,3.37,2.81,3.31,3.17,2.71,3.08,3.11,3.22,3.15,3.05,2.83,3.29,3.0,3.36,2.88,2.79,2.3,2.93,2.57,2.21,2.59,2.41,1.39,1.77,1.26,1.1,0.91,1.04,1.11,0.86,0.94,1.11,0.93,0.96,0.96,0.68,0.87,0.81,0.72,0.8,0.69,0.58,0.6,0.71,0.58,0.63,0.58,0.3,0.47,0.61,0.44,0.37,0.36,0.36,0.27,0.34,0.23,0.28,0.0,0.34,0.27,0.31,0.3,0.27,0.29,0.24,0.33,0.27,0.29,0.21,0.31,0.39,0.32,0.28,0.29,0.27,0.34,0.28,0.26,0.29,0.33,0.29,0.3,0.32,0.0,0.0,0.0,0.29,0.45,0.68,0.27,0.16,0.0,0.0,0.0,0.0,100.0
09/20/2021,3.37,2.83,3.32,3.13,2.75,3.16,3.16,3.23,3.12,3.11,2.86,3.31,3.01,3.4,2.89,2.76,2.3,2.86,2.45,2.15,2.45,2.45,1.4,1.8,1.22,1.11,0.94,1.06,1.08,0.85,0.91,1.1,0.97,0.96,0.97,0.67,0.88,0.8,0.73,0.81,0.69,0.6,0.6,0.7,0.59,0.62,0.57,0.31,0.47,0.63,0.37,0.37,0.37,0.36,0.27,0.34,0.22,0.3,0.0,0.34,0.27,0.3,0.3,0.28,0.28,0.24,0.33,0.26,0.31,0.2,0.32,0.4,0.32,0.28,0.29,0.26,0.34,0.28,0.26,0.29,0.34,0.29,0.31,0.31,0.0,0.0,0.0,0.27,0.43,0.74,0.28,0.16,0.0,0.0,0.0,0.0,99.99
09/21/2021,3.37,2.83,3.32,3.13,2.75,3.16,3.16,3.23,3.12,3.11,2.86,3.31,3.01,3.4,2.89,2.76,2.3,2.86,2.45,2.15,2.45,2.45,1.4,1.8,1.22,1.11,0.94,1.06,1.08,0.85,0.91,1.1,0.97,0.96,0.97,0.67,0.88,0.8,0.73,0.81,0.69,0.6,0.6,0.7,0.59,0.62,0.57,0.31,0.47,0.63,0.37,0.37,0.37,0.36,0.27,0.34,0.22,0.3,0.0,0.34,0.27,0.3,0.3,0.28,0.28,0.24,0.33,0.26,0.31,0.2,0.32,0.4,0.32,0.28,0.29,0.26,0.34,0.28,0.26,0.29,0.34,0.29,0.31,0.31,0.0,0.0,0.0,0.27,0.43,0.74,0.28,0.16,0.0,0.0,0.0,0.0,99.99
09/22/2021,3.33,2.82,3.27,3.08,2.78,3.13,3.12,3.18,3.1,3.12,2.85,3.31,2.96,3.43,2.87,2.8,2.29,2.77,2.52,2.21,2.55,2.44,1.41,1.86,1.26,1.09,0.94,1.09,1.07,0.87,0.92,1.1,0.97,0.94,0.96,0.66,0.86,0.79,0.72,0.78,0.68,0.6,0.61,0.71,0.58,0.62,0.57,0.3,0.47,0.63,0.38,0.37,0.36,0.36,0.27,0.33,0.22,0.3,0.0,0.34,0.28,0.3,0.3,0.28,0.28,0.24,0.34,0.27,0.31,0.21,0.32,0.4,0.32,0.29,0.3,0.26,0.34,0.28,0.26,0.3,0.35,0.29,0.31,0.31,0.0,0.0,0.0,0.27,0.44,0.76,0.28,0.16,0.0,0.0,0.0,0.0,99.97
09/23/2021,3.28,2.87,3.29,3.06,2.74,3.13,3.13,3.22,3.12,3.16,2.82,3.2,2.96,3.42,2.86,2.86,2.32,2.82,2.52,2.14,2.53,2.48,1.45,1.83,1.28,1.08,0.94,1.06,1.06,0.85,0.95,1.11,0.97,0.95,0.98,0.65,0.87,0.81,0.71,0.79,0.68,0.59,0.61,0.71,0.57,0.63,0.58,0.32,0.46,0.64,0.35,0.38,0.36,0.36,0.27,0.33,0.22,0.31,0.0,0.35,0.29,0.31,0.3,0.27,0.28,0.24,0.35,0.26,0.31,0.21,0.32,0.41,0.32,0.29,0.29,0.26,0.34,0.28,0.27,0.31,0.35,0.28,0.31,0.29,0.0,0.0,0.0,0.28,0.43,0.75,0.27,0.16,0.0,0.0,0.0,0.0,100.02
09/24/2021,3.28,2.88,3.28,3.06,2.73,3.13,3.12,3.19,3.07,3.14,2.79,3.28,2.96,3.39,2.84,2.85,2.29,2.78,2.49,2.11,2.48,2.49,1.6,1.93,1.28,1.09,0.96,1.08,1.07,0.86,0.91,1.11,0.96,0.93,0.98,0.65,0.86,0.81,0.72,0.8,0.67,0.6,0.6,0.71,0.56,0.63,0.59,0.32,0.47,0.65,0.35,0.38,0.36,0.36,0.27,0.33,0.22,0.31,0.0,0.35,0.28,0.32,0.3,0.27,0.27,0.24,0.35,0.26,0.31,0.21,0.32,0.4,0.32,0.29,0.29,0.26,0.34,0.28,0.26,0.31,0.35,0.28,0.31,0.29,0.0,0.0,0.0,0.27,0.44,0.82,0.26,0.16,0.0,0.0,0.0,0.0,100.02
09/27/2021,3.39,2.9,3.26,2.9,2.74,2.99,3.1,3.23,3.08,3.31,2.79,3.31,2.96,3.43,2.84,0.0,2.3,2.76,2.51,2.08,2.55,2.47,1.61,1.97,1.23,1.12,1.0,1.07,1.09,0.86,0.86,1.06,0.95,0.93,0.96,0.66,0.85,0.8,0.72,0.8,0.66,0.62,0.6,0.71,0.56,0.64,0.57,0.32,0.47,0.65,0.37,0.37,0.37,0.36,0.27,0.33,0.22,0.32,0.0,0.34,0.27,0.33,0.29,0.27,0.28,0.24,0.34,0.25,0.32,0.2,0.32,0.37,0.32,0.29,0.29,0.26,0.35,0.28,0.26,0.3,0.36,0.28,0.31,0.29,0.0,0.0,0.0,0.25,0.43,0.84,0.27,0.15,2.79,0.0,0.0,0.0,99.98999999999998
09/28/2021,3.39,2.9,3.26,2.9,2.74,2.99,3.1,3.23,3.08,3.31,2.79,3.31,2.96,3.43,2.84,2.79,2.3,2.76,2.51,2.08,2.55,2.47,1.61,1.97,1.23,1.12,1.0,1.07,1.09,0.86,0.86,1.06,0.95,0.93,0.96,0.66,0.85,0.8,0.72,0.8,0.66,0.62,0.6,0.71,0.56,0.64,0.57,0.32,0.47,0.65,0.37,0.37,0.37,0.36,0.27,0.33,0.22,0.32,0.0,0.34,0.27,0.33,0.29,0.27,0.28,0.24,0.34,0.25,0.32,0.2,0.32,0.37,0.32,0.29,0.29,0.26,0.35,0.28,0.26,0.3,0.36,0.28,0.31,0.29,0.0,0.0,0.0,0.25,0.43,0.84,0.27,0.15,0.0,0.0,0.0,0.0,99.98999999999998
09/29/2021,3.34,2.92,3.29,2.96,2.69,2.96,3.1,3.2,3.08,3.41,2.8,3.25,2.97,3.43,2.85,2.79,2.32,2.77,2.49,2.0,2.57,2.48,1.65,2.06,1.21,1.13,1.01,1.05,1.08,0.84,0.87,1.07,0.95,0.92,0.96,0.67,0.86,0.78,0.73,0.79,0.66,0.63,0.6,0.72,0.56,0.63,0.56,0.33,0.47,0.65,0.29,0.38,0.37,0.36,0.26,0.33,0.22,0.32,0.0,0.34,0.27,0.32,0.3,0.27,0.28,0.24,0.35,0.25,0.32,0.2,0.32,0.38,0.32,0.29,0.29,0.26,0.35,0.27,0.26,0.3,0.36,0.28,0.32,0.28,0.0,0.0,0.0,0.26,0.42,0.82,0.27,0.15,0.0,0.0,0.0,0.0,99.98
09/30/2021,3.3,2.97,3.28,2.99,2.7,2.89,3.07,3.18,3.07,3.36,2.8,3.25,2.95,3.45,2.89,2.82,2.35,2.78,2.53,2.08,2.63,2.43,1.68,2.0,1.23,1.13,0.99,1.06,1.09,0.84,0.87,1.06,0.96,0.91,0.94,0.68,0.83,0.75,0.74,0.8,0.67,0.62,0.57,0.7,0.56,0.63,0.55,0.33,0.46,0.63,0.29,0.38,0.38,0.36,0.27,0.35,0.22,0.32,0.0,0.34,0.28,0.31,0.3,0.27,0.28,0.24,0.35,0.24,0.31,0.19,0.33,0.38,0.31,0.29,0.28,0.26,0.36,0.27,0.26,0.3,0.37,0.28,0.32,0.28,0.0,0.0,0.0,0.25,0.44,0.84,0.27,0.15,0.0,0.0,0.0,0.0,99.97
10/01/2021,3.24,3.04,3.25,2.96,2.64,2.85,3.04,3.17,3.12,3.36,2.81,3.24,2.97,3.5,2.94,2.82,2.4,2.78,2.63,2.17,2.74,2.36,1.68,1.91,1.24,1.11,0.97,1.02,1.05,0.85,0.89,1.08,0.96,0.9,0.93,0.69,0.83,0.76,0.72,0.78,0.67,0.59,0.57,0.68,0.55,0.64,0.55,0.34,0.44,0.63,0.28,0.38,0.38,0.36,0.27,0.36,0.22,0.33,0.0,0.36,0.29,0.3,0.3,0.26,0.29,0.25,0.36,0.23,0.3,0.19,0.33,0.39,0.31,0.29,0.29,0.26,0.35,0.27,0.27,0.29,0.38,0.28,0.32,0.28,0.0,0.0,0.0,0.24,0.43,0.81,0.26,0.17,0.0,0.0,0.0,0.0,99.99
10/04/2021,3.27,2.95,3.23,2.97,2.63,2.86,3.05,3.15,3.09,3.38,2.8,3.22,2.98,3.69,2.92,2.77,2.44,2.78,2.61,2.12,2.71,2.42,1.65,1.91,1.25,1.06,0.95,1.02,1.06,0.86,0.87,1.08,0.94,0.9,0.93,0.68,0.83,0.76,0.73,0.78,0.67,0.6,0.58,0.7,0.54,0.64,0.56,0.36,0.47,0.65,0.3,0.38,0.37,0.37,0.27,0.36,0.21,0.34,0.0,0.36,0.28,0.3,0.3,0.26,0.28,0.24,0.36,0.25,0.3,0.18,0.33,0.38,0.31,0.29,0.29,0.26,0.34,0.27,0.27,0.28,0.39,0.27,0.32,0.29,0.0,0.0,0.0,0.24,0.44,0.83,0.27,0.17,0.0,0.0,0.0,0.0,100.02
10/05/2021,3.27,2.95,3.23,2.97,2.63,2.86,3.05,3.15,3.09,3.38,2.8,3.22,2.98,3.69,2.92,0.0,2.44,2.78,2.61,2.12,2.71,2.42,1.65,1.91,1.25,1.06,0.95,1.02,1.06,0.86,0.87,1.08,0.94,0.9,0.93,0.68,0.83,0.76,0.73,0.78,0.67,0.6,0.58,0.7,0.54,0.64,0.56,0.36,0.47,0.65,0.3,0.38,0.37,0.37,0.27,0.36,0.21,0.34,0.0,0.36,0.28,0.3,0.3,0.26,0.28,0.24,0.36,0.25,0.3,0.18,0.33,0.38,0.31,0.29,0.29,0.26,0.34,0.27,0.27,0.28,0.39,0.27,0.32,0.29,0.0,0.0,0.0,0.24,0.44,0.83,0.27,0.17,2.77,0.0,0.0,0.0,100.02
10/06/2021,3.26,3.02,3.28,2.99,2.61,2.85,3.11,3.18,3.09,3.41,2.79,3.11,2.99,3.69,2.94,0.0,2.51,2.76,2.59,2.06,2.69,2.45,1.73,1.94,1.2,1.04,0.97,1.03,1.03,0.84,0.85,1.07,0.94,0.9,0.94,0.67,0.83,0.76,0.73,0.77,0.67,0.6,0.58,0.7,0.53,0.63,0.56,0.36,0.46,0.66,0.32,0.39,0.38,0.37,0.27,0.37,0.2,0.34,0.0,0.36,0.28,0.3,0.3,0.27,0.28,0.25,0.34,0.24,0.3,0.18,0.34,0.37,0.3,0.29,0.29,0.26,0.34,0.27,0.28,0.28,0.37,0.28,0.32,0.28,0.0,0.0,0.0,0.24,0.43,0.78,0.26,0.19,2.72,0.0,0.0,0.0,100.0
10/07/2021,3.17,3.08,3.28,2.91,2.6,2.82,3.11,3.2,3.13,3.43,2.77,3.15,2.98,3.71,2.99,2.78,2.58,2.78,2.63,2.04,2.65,2.44,1.72,1.88,1.23,1.04,0.93,1.02,1.03,0.83,0.84,1.09,0.94,0.88,0.94,0.69,0.82,0.77,0.73,0.76,0.68,0.57,0.56,0.68,0.54,0.64,0.57,0.36,0.46,0.64,0.32,0.4,0.38,0.38,0.28,0.39,0.2,0.35,0.0,0.36,0.28,0.3,0.31,0.26,0.29,0.25,0.34,0.24,0.28,0.18,0.34,0.38,0.3,0.28,0.28,0.0,0.34,0.28,0.28,0.31,0.34,0.28,0.33,0.27,0.0,0.0,0.0,0.23,0.44,0.77,0.25,0.19,0.0,0.26,0.0,0.0,100.01
10/08/2021,3.24,3.11,3.3,2.93,2.57,2.82,3.13,3.21,3.11,3.4,2.76,3.14,2.99,3.85,2.97,2.7,2.53,2.76,2.55,2.06,2.58,2.47,1.69,1.91,1.18,1.04,0.94,1.03,1.06,0.84,0.8,1.08,0.95,0.88,0.94,0.69,0.83,0.77,0.74,0.77,0.68,0.58,0.56,0.69,0.53,0.65,0.56,0.35,0.46,0.65,0.33,0.39,0.38,0.38,0.28,0.39,0.19,0.34,0.0,0.36,0.27,0.3,0.3,0.26,0.29,0.25,0.35,0.24,0.29,0.18,0.34,0.36,0.32,0.28,0.28,0.0,0.34,0.27,0.28,0.31,0.37,0.28,0.33,0.27,0.0,0.0,0.0,0.22,0.43,0.78,0.25,0.19,0.0,0.26,0.0,0.0,99.96
10/11/2021,3.28,3.07,3.3,2.85,2.68,2.83,3.14,3.17,3.08,3.37,2.76,3.07,2.98,3.77,2.93,2.63,2.46,2.72,2.65,2.21,2.7,2.44,1.74,1.95,1.13,1.04,0.99,1.02,1.05,0.86,0.79,1.09,0.99,0.88,0.94,0.69,0.82,0.76,0.75,0.75,0.68,0.59,0.57,0.71,0.52,0.65,0.55,0.34,0.48,0.64,0.32,0.39,0.36,0.38,0.27,0.37,0.2,0.35,0.0,0.35,0.28,0.3,0.3,0.25,0.28,0.24,0.36,0.24,0.29,0.18,0.33,0.36,0.32,0.28,0.28,0.0,0.33,0.27,0.28,0.31,0.4,0.25,0.33,0.29,0.0,0.0,0.0,0.23,0.43,0.79,0.26,0.21,0.0,0.26,0.0,0.0,99.98
10/12/2021,3.28,3.07,3.3,2.85,2.68,2.83,3.14,3.17,3.08,3.37,2.76,3.07,2.98,3.77,2.93,2.63,2.46,2.72,2.65,2.21,2.7,2.44,1.74,1.95,1.13,1.04,0.99,1.02,1.05,0.86,0.79,1.09,0.99,0.88,0.94,0.69,0.82,0.76,0.75,0.75,0.68,0.59,0.57,0.71,0.52,0.65,0.55,0.34,0.48,0.64,0.32,0.39,0.36,0.38,0.27,0.37,0.2,0.35,0.0,0.35,0.28,0.3,0.3,0.25,0.28,0.24,0.36,0.24,0.29,0.18,0.33,0.36,0.32,0.28,0.28,0.0,0.33,0.27,0.28,0.31,0.4,0.25,0.33,0.29,0.0,0.0,0.0,0.23,0.43,0.79,0.26,0.21,0.0,0.26,0.0,0.0,99.98
10/13/2021,3.25,3.16,3.32,2.86,2.64,2.83,3.15,3.16,3.09,3.35,2.76,3.08,2.98,3.78,2.92,2.62,2.49,2.7,2.71,2.29,2.76,2.37,1.74,1.92,1.11,1.02,0.99,1.01,1.05,0.89,0.79,1.1,1.0,0.86,0.94,0.7,0.81,0.76,0.75,0.74,0.68,0.6,0.55,0.7,0.52,0.65,0.54,0.34,0.48,0.64,0.31,0.38,0.35,0.37,0.27,0.37,0.2,0.34,0.0,0.35,0.28,0.3,0.3,0.25,0.28,0.25,0.37,0.24,0.28,0.17,0.33,0.37,0.31,0.28,0.28,0.0,0.33,0.27,0.28,0.32,0.4,0.25,0.33,0.29,0.0,0.0,0.0,0.23,0.42,0.8,0.25,0.21,0.0,0.26,0.0,0.0,100.02
10/14/2021,3.23,3.19,3.31,2.82,2.61,2.81,3.15,3.18,3.08,3.38,2.73,3.06,2.98,3.75,2.9,2.62,2.48,2.67,2.8,2.33,3.0,2.37,1.69,1.88,1.11,1.0,0.96,1.01,1.05,0.89,0.8,1.1,1.0,0.86,0.93,0.71,0.81,0.76,0.74,0.74,0.67,0.6,0.55,0.71,0.51,0.65,0.54,0.34,0.48,0.64,0.33,0.38,0.36,0.38,0.26,0.38,0.2,0.34,0.0,0.36,0.28,0.29,0.3,0.24,0.28,0.25,0.37,0.23,0.27,0.16,0.33,0.36,0.31,0.27,0.29,0.0,0.33,0.27,0.27,0.32,0.4,0.25,0.33,0.28,0.0,0.0,0.0,0.23,0.4,0.8,0.25,0.21,0.0,0.26,0.0,0.0,100.0
10/15/2021,3.24,3.21,3.26,2.82,2.61,2.86,3.14,3.19,3.06,3.45,2.74,3.06,2.96,3.75,2.84,2.53,2.45,2.63,2.74,2.32,2.92,2.43,1.71,1.93,1.09,0.99,0.96,1.03,1.04,0.88,0.79,1.11,1.0,0.87,0.95,0.71,0.81,0.76,0.75,0.73,0.67,0.62,0.57,0.74,0.52,0.66,0.54,0.35,0.5,0.66,0.32,0.38,0.35,0.38,0.26,0.37,0.2,0.35,0.0,0.36,0.28,0.29,0.3,0.24,0.28,0.25,0.36,0.24,0.28,0.16,0.32,0.37,0.31,0.28,0.28,0.0,0.32,0.27,0.27,0.31,0.38,0.25,0.33,0.26,0.0,0.0,0.0,0.22,0.4,0.86,0.26,0.22,0.0,0.26,0.0,0.0,99.97
