,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,ABT,KO,T,PEP,NKE,ABBV,TMO,CVX,MRK,AVGO,ACN,WMT,LLY,WFC,DHR,COST,TXN,MCD,MDT,QCOM,PM,HON,UPS,ORCL,LIN,BMY,UNP,NEE,C,AMGN,LOW,INTU,SBUX,MS,RTX,BA,BLK,GS,AMT,AMAT,IBM,TGT,CAT,AMD,MMM,GE,ISRG,AXP,NOW,DE,CVS,SCHW,CHTR,SPGI,ANTM,LMT,ZTS,BKNG,PLD,MU,FIS,LRCX,MDLZ,SYK,MO,CCI,GILD,TMUS,ADP,TJX,COP,CI,PNC,DUK,USB,CME,EL,CSX,TFC,ATVI,EQIX,CB,GM,BDX,MMC,FDX,COF,CL,ILMN,NSC,ICE,EW,SHW,SO,ADSK,FISV,ITW,APD,BSX,ADI,D,REGN,ETN,MCO,HUM,PGR,EMR,F,GPN,HCA,IDXX,NXPI,TWTR,WM,NOC,AON,FCX,VRTX,BIIB,ECL,DG,NEM,ROP,JCI,EOG,KLAC,IQV,PSA,TROW,DOW,KMB,MSCI,A,TEL,LHX,ROST,EBAY,MET,STATE STREET INSTITUTIONAL LIQ STATE STR,TT,CMG,EXC,SLB,ALGN,GD,APTV,CNC,SNPS,INFO,DXCM,AEP,DLR,SRE,DD,SPG,APH,EA,BAX,ORLY,ALXN,AIG,BK,ALL,PPG,PRU,CARR,PH,STZ,MCHP,CDNS,MPC,SYY,MSI,TRV,DFS,4970.T,XEL,WELL,RMD,MRNA,MAR,SBAC,CTSH,YUM,GEN.,FTNT,GE.,LWB.WA,n/a,WBA,SUM
09/01/2021,6.1,5.92,3.76,2.34,2.27,2.16,1.42,1.48,1.44,1.29,1.19,1.03,1.03,0.86,0.9,0.91,0.81,0.86,0.84,0.82,0.71,0.62,0.65,0.59,0.67,0.57,0.65,0.68,0.58,0.56,0.5,0.56,0.56,0.55,0.56,0.5,0.5,0.53,0.56,0.53,0.54,0.54,0.53,0.52,0.46,0.46,0.47,0.43,0.41,0.42,0.36,0.43,0.43,0.39,0.39,0.43,0.4,0.34,0.38,0.4,0.35,0.41,0.34,0.32,0.36,0.37,0.34,0.33,0.33,0.32,0.3,0.35,0.29,0.3,0.32,0.29,0.33,0.31,0.29,0.3,0.29,0.28,0.24,0.23,0.25,0.25,0.25,0.22,0.21,0.23,0.23,0.23,0.24,0.22,0.23,0.21,0.23,0.23,0.2,0.19,0.21,0.21,0.21,0.19,0.21,0.2,0.2,0.17,0.19,0.22,0.16,0.19,0.21,0.17,0.21,0.17,0.18,0.17,0.17,0.19,0.19,0.18,0.18,0.18,0.17,0.15,0.17,0.23,0.16,0.18,0.18,0.16,0.14,0.15,0.16,0.14,0.13,0.17,0.15,0.16,0.13,0.16,0.14,0.17,0.14,0.14,0.13,0.15,0.14,0.12,0.13,0.14,0.11,0.14,0.13,0.13,0.13,0.13,0.12,0.14,0.14,0.13,0.12,0.11,0.13,0.12,0.0,0.12,0.14,0.12,0.11,0.13,0.12,0.11,0.0,0.13,0.12,0.13,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.0,0.11,0.0,0.12,0.12,0.11,0.0,0.11,0.12,0.0,0.0,0.11,0.12,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.3,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.1,0.0,83.75
09/02/2021,6.26,5.97,3.82,2.38,2.27,2.16,1.41,1.48,1.47,1.27,1.19,1.02,1.03,0.88,0.91,0.91,0.8,0.85,0.82,0.83,0.71,0.61,0.65,0.59,0.67,0.57,0.65,0.68,0.58,0.57,0.5,0.56,0.56,0.55,0.57,0.5,0.5,0.53,0.55,0.53,0.54,0.52,0.54,0.53,0.46,0.46,0.47,0.43,0.42,0.42,0.36,0.42,0.43,0.39,0.38,0.43,0.39,0.34,0.38,0.4,0.35,0.41,0.34,0.31,0.35,0.37,0.34,0.32,0.32,0.32,0.3,0.35,0.3,0.3,0.32,0.28,0.33,0.31,0.29,0.29,0.29,0.28,0.24,0.23,0.26,0.24,0.26,0.21,0.21,0.23,0.23,0.23,0.24,0.22,0.24,0.21,0.23,0.23,0.2,0.19,0.21,0.21,0.2,0.19,0.21,0.2,0.2,0.16,0.19,0.22,0.16,0.19,0.21,0.17,0.19,0.17,0.17,0.17,0.17,0.19,0.19,0.18,0.18,0.18,0.17,0.15,0.17,0.23,0.16,0.18,0.18,0.16,0.14,0.15,0.16,0.13,0.12,0.17,0.15,0.16,0.13,0.16,0.14,0.17,0.14,0.13,0.13,0.15,0.14,0.12,0.13,0.14,0.1,0.14,0.13,0.13,0.13,0.12,0.12,0.14,0.14,0.13,0.12,0.11,0.13,0.12,0.0,0.12,0.14,0.12,0.1,0.13,0.12,0.11,0.0,0.13,0.12,0.13,0.12,0.12,0.11,0.1,0.11,0.12,0.11,0.0,0.11,0.0,0.12,0.12,0.11,0.0,0.11,0.12,0.0,0.0,0.11,0.12,0.0,0.1,0.11,0.1,0.0,0.0,0.0,0.0,0.11,0.29,0.0,0.1,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.0,83.84000000000002
09/03/2021,6.21,5.94,3.88,2.38,2.27,2.17,1.42,1.46,1.48,1.27,1.19,1.01,1.02,0.89,0.91,0.91,0.79,0.86,0.82,0.83,0.73,0.6,0.66,0.59,0.67,0.57,0.65,0.67,0.58,0.57,0.51,0.56,0.55,0.55,0.57,0.49,0.5,0.53,0.55,0.53,0.54,0.49,0.54,0.53,0.46,0.46,0.47,0.43,0.42,0.42,0.37,0.42,0.43,0.39,0.38,0.43,0.39,0.34,0.38,0.4,0.36,0.41,0.34,0.31,0.35,0.37,0.35,0.32,0.33,0.32,0.3,0.35,0.29,0.3,0.32,0.28,0.33,0.31,0.3,0.28,0.3,0.28,0.24,0.23,0.25,0.25,0.26,0.21,0.21,0.23,0.23,0.24,0.24,0.22,0.24,0.21,0.23,0.23,0.2,0.19,0.21,0.21,0.2,0.19,0.21,0.19,0.2,0.17,0.19,0.22,0.16,0.19,0.21,0.17,0.2,0.17,0.17,0.17,0.17,0.19,0.19,0.18,0.18,0.18,0.17,0.15,0.17,0.23,0.16,0.18,0.17,0.16,0.14,0.15,0.16,0.13,0.12,0.17,0.15,0.15,0.13,0.16,0.14,0.17,0.14,0.14,0.13,0.15,0.14,0.12,0.13,0.14,0.1,0.14,0.13,0.13,0.13,0.12,0.12,0.14,0.14,0.13,0.12,0.11,0.13,0.12,0.0,0.12,0.14,0.12,0.0,0.13,0.12,0.11,0.0,0.13,0.12,0.13,0.12,0.12,0.11,0.1,0.11,0.12,0.11,0.0,0.11,0.0,0.12,0.12,0.11,0.0,0.11,0.12,0.0,0.0,0.11,0.12,0.0,0.1,0.11,0.1,0.1,0.0,0.0,0.0,0.11,0.3,0.0,0.1,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.0,83.84
09/06/2021,6.27,5.91,3.86,2.34,2.24,2.14,1.41,1.45,1.47,1.27,1.2,0.98,1.04,0.87,0.91,0.92,0.78,0.86,0.81,0.83,0.74,0.61,0.68,0.59,0.66,0.57,0.65,0.68,0.59,0.57,0.51,0.56,0.54,0.51,0.58,0.49,0.51,0.52,0.56,0.53,0.54,0.48,0.55,0.53,0.45,0.46,0.47,0.43,0.43,0.42,0.37,0.42,0.43,0.39,0.38,0.44,0.38,0.34,0.38,0.4,0.36,0.41,0.33,0.31,0.35,0.37,0.36,0.32,0.33,0.32,0.3,0.34,0.29,0.3,0.33,0.27,0.34,0.31,0.3,0.28,0.3,0.28,0.24,0.23,0.26,0.25,0.27,0.21,0.2,0.22,0.23,0.24,0.25,0.22,0.24,0.21,0.23,0.22,0.2,0.19,0.21,0.21,0.2,0.18,0.21,0.19,0.2,0.16,0.2,0.21,0.16,0.19,0.21,0.17,0.19,0.17,0.18,0.16,0.18,0.19,0.19,0.18,0.16,0.18,0.17,0.15,0.17,0.23,0.16,0.18,0.17,0.16,0.14,0.15,0.16,0.13,0.12,0.17,0.15,0.15,0.13,0.16,0.14,0.17,0.14,0.13,0.13,0.15,0.14,0.12,0.13,0.14,0.1,0.14,0.13,0.13,0.13,0.12,0.12,0.14,0.14,0.13,0.12,0.11,0.13,0.12,0.0,0.13,0.14,0.13,0.1,0.14,0.12,0.11,0.0,0.13,0.12,0.14,0.12,0.12,0.11,0.1,0.12,0.12,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.0,0.11,0.12,0.0,0.0,0.11,0.12,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.11,0.31,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.13,0.0,83.76
09/07/2021,6.29,5.9,3.88,2.35,2.25,2.15,1.39,1.48,1.47,1.26,1.2,0.99,1.03,0.88,0.91,0.92,0.77,0.86,0.81,0.83,0.74,0.61,0.68,0.59,0.67,0.56,0.65,0.68,0.59,0.57,0.51,0.56,0.54,0.51,0.58,0.49,0.51,0.53,0.56,0.53,0.54,0.47,0.55,0.53,0.45,0.46,0.47,0.42,0.43,0.41,0.37,0.43,0.42,0.38,0.37,0.44,0.38,0.34,0.38,0.4,0.36,0.4,0.33,0.31,0.35,0.36,0.36,0.32,0.32,0.31,0.3,0.34,0.29,0.3,0.33,0.27,0.35,0.32,0.3,0.28,0.29,0.28,0.24,0.23,0.26,0.25,0.27,0.21,0.2,0.23,0.23,0.24,0.25,0.22,0.23,0.21,0.23,0.22,0.2,0.19,0.21,0.21,0.2,0.18,0.21,0.19,0.2,0.16,0.2,0.21,0.16,0.19,0.21,0.17,0.18,0.17,0.18,0.16,0.18,0.2,0.19,0.18,0.16,0.18,0.17,0.15,0.17,0.23,0.16,0.18,0.17,0.16,0.14,0.15,0.16,0.13,0.12,0.17,0.15,0.15,0.13,0.16,0.14,0.17,0.14,0.13,0.13,0.14,0.14,0.12,0.13,0.14,0.1,0.14,0.13,0.13,0.13,0.12,0.12,0.14,0.14,0.13,0.12,0.11,0.13,0.12,0.0,0.12,0.14,0.13,0.1,0.13,0.12,0.11,0.0,0.13,0.12,0.14,0.12,0.12,0.11,0.0,0.11,0.12,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.0,0.11,0.12,0.0,0.0,0.11,0.12,0.0,0.1,0.11,0.1,0.0,0.0,0.0,0.0,0.11,0.33,0.0,0.11,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.0,83.70000000000002
09/08/2021,6.29,5.91,3.88,2.35,2.25,2.15,1.39,1.48,1.47,1.26,1.2,0.99,1.04,0.88,0.92,0.92,0.77,0.86,0.81,0.83,0.74,0.61,0.68,0.59,0.67,0.56,0.65,0.68,0.59,0.57,0.51,0.56,0.54,0.51,0.58,0.49,0.51,0.53,0.56,0.53,0.54,0.47,0.55,0.53,0.45,0.46,0.47,0.42,0.43,0.41,0.37,0.43,0.42,0.38,0.37,0.44,0.38,0.34,0.38,0.4,0.36,0.41,0.33,0.31,0.35,0.37,0.36,0.32,0.32,0.31,0.3,0.35,0.29,0.3,0.33,0.27,0.35,0.32,0.3,0.28,0.29,0.28,0.24,0.23,0.26,0.25,0.27,0.21,0.2,0.23,0.23,0.24,0.25,0.22,0.23,0.21,0.23,0.22,0.2,0.19,0.21,0.21,0.2,0.18,0.21,0.19,0.2,0.16,0.2,0.21,0.16,0.19,0.21,0.17,0.18,0.17,0.18,0.16,0.18,0.2,0.19,0.18,0.16,0.18,0.17,0.15,0.17,0.23,0.16,0.18,0.17,0.16,0.14,0.15,0.16,0.13,0.12,0.17,0.15,0.15,0.13,0.16,0.14,0.17,0.14,0.13,0.13,0.14,0.14,0.12,0.13,0.14,0.1,0.14,0.13,0.13,0.13,0.12,0.12,0.14,0.14,0.13,0.12,0.11,0.13,0.12,0.0,0.12,0.14,0.13,0.1,0.13,0.12,0.11,0.0,0.13,0.12,0.14,0.12,0.12,0.11,0.0,0.11,0.12,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.0,0.11,0.12,0.0,0.0,0.11,0.12,0.0,0.1,0.11,0.1,0.0,0.0,0.0,0.0,0.11,0.33,0.0,0.11,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.0,83.76000000000002
09/09/2021,6.29,5.91,3.88,2.35,2.25,2.15,1.39,1.48,1.47,1.26,1.2,0.99,1.04,0.88,0.92,0.92,0.77,0.86,0.81,0.83,0.74,0.61,0.68,0.59,0.67,0.56,0.65,0.68,0.59,0.57,0.51,0.56,0.54,0.51,0.58,0.49,0.51,0.53,0.56,0.53,0.54,0.47,0.55,0.53,0.45,0.46,0.47,0.42,0.43,0.41,0.37,0.43,0.42,0.38,0.37,0.44,0.38,0.34,0.38,0.4,0.36,0.41,0.33,0.31,0.35,0.37,0.36,0.32,0.32,0.31,0.3,0.35,0.29,0.3,0.33,0.27,0.35,0.32,0.3,0.28,0.29,0.28,0.24,0.23,0.26,0.25,0.27,0.21,0.2,0.23,0.23,0.24,0.25,0.22,0.23,0.21,0.23,0.22,0.2,0.19,0.21,0.21,0.2,0.18,0.21,0.19,0.2,0.16,0.2,0.21,0.16,0.19,0.21,0.17,0.18,0.17,0.18,0.16,0.18,0.2,0.19,0.18,0.16,0.18,0.17,0.15,0.17,0.23,0.16,0.18,0.17,0.16,0.14,0.15,0.16,0.13,0.12,0.17,0.15,0.15,0.13,0.16,0.14,0.17,0.14,0.13,0.13,0.14,0.14,0.12,0.13,0.14,0.1,0.14,0.13,0.13,0.13,0.12,0.12,0.14,0.14,0.13,0.12,0.11,0.13,0.12,0.0,0.12,0.14,0.13,0.1,0.13,0.12,0.11,0.0,0.13,0.12,0.14,0.12,0.12,0.11,0.0,0.11,0.12,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.0,0.11,0.12,0.0,0.0,0.11,0.12,0.0,0.1,0.11,0.1,0.0,0.0,0.0,0.0,0.11,0.33,0.0,0.11,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.0,83.76000000000002
09/10/2021,6.41,5.91,3.93,2.39,2.27,2.17,1.38,1.48,1.52,1.26,1.19,1.0,1.03,0.9,0.91,0.92,0.79,0.88,0.82,0.83,0.72,0.6,0.7,0.59,0.67,0.57,0.65,0.68,0.59,0.56,0.51,0.55,0.54,0.5,0.58,0.49,0.5,0.53,0.56,0.53,0.53,0.48,0.55,0.53,0.45,0.46,0.47,0.42,0.43,0.4,0.37,0.42,0.43,0.38,0.37,0.43,0.38,0.33,0.38,0.4,0.36,0.41,0.33,0.31,0.34,0.37,0.35,0.33,0.32,0.31,0.3,0.34,0.28,0.3,0.33,0.27,0.34,0.3,0.3,0.28,0.29,0.28,0.24,0.22,0.26,0.25,0.27,0.21,0.2,0.22,0.22,0.24,0.25,0.22,0.23,0.21,0.22,0.22,0.2,0.19,0.21,0.21,0.2,0.18,0.2,0.19,0.2,0.16,0.2,0.21,0.16,0.19,0.21,0.17,0.18,0.17,0.17,0.16,0.17,0.2,0.19,0.18,0.16,0.18,0.17,0.15,0.17,0.23,0.16,0.18,0.17,0.16,0.14,0.14,0.16,0.13,0.12,0.17,0.15,0.15,0.13,0.15,0.14,0.17,0.14,0.13,0.13,0.15,0.14,0.12,0.13,0.14,0.1,0.14,0.13,0.13,0.13,0.12,0.12,0.14,0.14,0.13,0.12,0.11,0.13,0.12,0.0,0.12,0.14,0.13,0.1,0.13,0.12,0.11,0.0,0.13,0.12,0.14,0.11,0.12,0.11,0.0,0.11,0.12,0.11,0.11,0.11,0.0,0.12,0.11,0.1,0.0,0.11,0.12,0.0,0.0,0.11,0.12,0.0,0.1,0.11,0.1,0.0,0.0,0.0,0.0,0.11,0.34,0.0,0.11,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.0,83.88000000000002
09/13/2021,6.34,5.88,3.92,2.38,2.27,2.17,1.39,1.45,1.53,1.27,1.16,1.01,1.02,0.88,0.93,0.93,0.81,0.89,0.81,0.83,0.72,0.6,0.69,0.59,0.66,0.57,0.65,0.68,0.59,0.57,0.51,0.56,0.55,0.49,0.58,0.49,0.49,0.53,0.57,0.53,0.5,0.48,0.55,0.54,0.45,0.47,0.47,0.42,0.42,0.41,0.36,0.43,0.43,0.37,0.37,0.44,0.38,0.33,0.38,0.41,0.37,0.41,0.33,0.31,0.34,0.36,0.35,0.32,0.32,0.32,0.29,0.34,0.28,0.3,0.33,0.27,0.34,0.3,0.29,0.28,0.29,0.29,0.24,0.22,0.26,0.25,0.26,0.21,0.21,0.22,0.22,0.24,0.25,0.22,0.23,0.2,0.23,0.22,0.2,0.19,0.21,0.21,0.2,0.18,0.21,0.19,0.2,0.16,0.2,0.21,0.16,0.2,0.21,0.16,0.18,0.17,0.17,0.16,0.18,0.2,0.19,0.19,0.17,0.18,0.17,0.15,0.17,0.24,0.17,0.18,0.17,0.16,0.14,0.14,0.16,0.13,0.13,0.18,0.15,0.15,0.13,0.16,0.14,0.17,0.13,0.13,0.12,0.15,0.14,0.12,0.13,0.14,0.1,0.14,0.13,0.13,0.13,0.12,0.12,0.14,0.14,0.13,0.12,0.11,0.12,0.12,0.0,0.12,0.14,0.13,0.0,0.14,0.12,0.11,0.0,0.13,0.12,0.14,0.12,0.11,0.11,0.0,0.11,0.12,0.11,0.11,0.11,0.0,0.12,0.11,0.1,0.0,0.11,0.12,0.0,0.0,0.11,0.12,0.0,0.1,0.11,0.1,0.0,0.0,0.0,0.0,0.11,0.36,0.0,0.1,0.11,0.1,0.0,0.11,0.0,0.0,0.11,0.0,83.84
09/14/2021,6.34,5.88,3.92,2.38,2.27,2.17,1.39,1.45,1.53,1.27,1.16,1.01,1.02,0.88,0.93,0.93,0.81,0.89,0.81,0.83,0.72,0.6,0.69,0.59,0.66,0.57,0.65,0.68,0.59,0.57,0.51,0.56,0.55,0.49,0.58,0.49,0.49,0.53,0.57,0.53,0.5,0.48,0.55,0.54,0.45,0.47,0.47,0.42,0.42,0.41,0.36,0.43,0.43,0.37,0.37,0.44,0.38,0.33,0.38,0.41,0.37,0.41,0.33,0.31,0.34,0.36,0.35,0.32,0.32,0.32,0.29,0.34,0.28,0.3,0.33,0.27,0.34,0.3,0.29,0.28,0.29,0.29,0.24,0.22,0.26,0.25,0.26,0.21,0.21,0.22,0.22,0.24,0.25,0.22,0.23,0.2,0.23,0.22,0.2,0.19,0.21,0.21,0.2,0.18,0.21,0.19,0.2,0.16,0.2,0.21,0.16,0.2,0.21,0.16,0.18,0.17,0.17,0.16,0.18,0.2,0.19,0.19,0.17,0.18,0.17,0.15,0.17,0.24,0.17,0.18,0.17,0.16,0.14,0.14,0.16,0.13,0.13,0.18,0.15,0.15,0.13,0.16,0.14,0.17,0.13,0.13,0.12,0.15,0.14,0.12,0.13,0.14,0.1,0.14,0.13,0.13,0.13,0.12,0.12,0.14,0.14,0.13,0.12,0.11,0.12,0.12,0.0,0.12,0.14,0.13,0.0,0.14,0.12,0.11,0.0,0.13,0.12,0.14,0.12,0.11,0.11,0.0,0.11,0.12,0.11,0.11,0.11,0.0,0.12,0.11,0.1,0.0,0.11,0.12,0.0,0.0,0.11,0.12,0.0,0.1,0.11,0.1,0.0,0.0,0.0,0.0,0.11,0.36,0.0,0.1,0.11,0.1,0.0,0.11,0.0,0.0,0.11,0.0,83.84
09/15/2021,6.18,5.9,3.93,2.4,2.24,2.14,1.39,1.48,1.5,1.26,1.16,1.0,1.01,0.88,0.94,0.93,0.8,0.89,0.81,0.83,0.72,0.61,0.7,0.59,0.66,0.58,0.64,0.68,0.6,0.57,0.51,0.57,0.55,0.5,0.59,0.49,0.49,0.54,0.57,0.53,0.5,0.48,0.55,0.54,0.46,0.47,0.47,0.43,0.43,0.41,0.37,0.43,0.43,0.37,0.37,0.44,0.38,0.33,0.38,0.41,0.37,0.41,0.33,0.3,0.35,0.36,0.35,0.33,0.32,0.32,0.3,0.34,0.28,0.3,0.32,0.27,0.34,0.3,0.29,0.28,0.29,0.29,0.23,0.22,0.26,0.25,0.26,0.22,0.2,0.23,0.22,0.24,0.25,0.22,0.24,0.2,0.23,0.22,0.2,0.19,0.21,0.21,0.2,0.18,0.21,0.19,0.2,0.16,0.2,0.21,0.16,0.2,0.21,0.16,0.19,0.17,0.18,0.16,0.18,0.2,0.19,0.18,0.16,0.17,0.17,0.16,0.17,0.24,0.16,0.18,0.17,0.16,0.14,0.14,0.16,0.13,0.13,0.18,0.15,0.15,0.13,0.16,0.14,0.17,0.14,0.13,0.12,0.15,0.14,0.12,0.13,0.14,0.1,0.14,0.13,0.13,0.13,0.12,0.12,0.14,0.14,0.13,0.13,0.11,0.12,0.12,0.0,0.12,0.14,0.13,0.0,0.14,0.12,0.1,0.0,0.13,0.12,0.14,0.12,0.11,0.11,0.0,0.11,0.12,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.0,0.11,0.12,0.0,0.0,0.11,0.12,0.0,0.1,0.11,0.1,0.0,0.0,0.0,0.0,0.11,0.36,0.0,0.1,0.11,0.1,0.0,0.11,0.0,0.0,0.14,0.0,83.81
09/16/2021,6.19,5.91,3.91,2.38,2.26,2.16,1.4,1.46,1.51,1.28,1.15,1.0,1.03,0.87,0.94,0.94,0.8,0.89,0.82,0.81,0.73,0.62,0.69,0.59,0.65,0.59,0.64,0.66,0.59,0.57,0.52,0.57,0.54,0.5,0.58,0.5,0.49,0.54,0.57,0.53,0.5,0.5,0.54,0.54,0.47,0.47,0.46,0.43,0.42,0.41,0.37,0.43,0.43,0.37,0.36,0.44,0.38,0.33,0.38,0.4,0.37,0.41,0.34,0.31,0.34,0.37,0.35,0.34,0.33,0.32,0.3,0.33,0.28,0.3,0.32,0.28,0.33,0.3,0.29,0.28,0.29,0.29,0.24,0.22,0.26,0.25,0.26,0.22,0.2,0.23,0.23,0.23,0.25,0.22,0.24,0.2,0.22,0.22,0.21,0.19,0.22,0.21,0.2,0.18,0.2,0.19,0.2,0.16,0.2,0.22,0.17,0.2,0.21,0.17,0.19,0.17,0.17,0.16,0.18,0.2,0.19,0.18,0.16,0.17,0.17,0.16,0.17,0.25,0.16,0.17,0.17,0.16,0.14,0.15,0.16,0.13,0.13,0.18,0.15,0.16,0.12,0.16,0.14,0.17,0.14,0.13,0.12,0.15,0.14,0.12,0.13,0.14,0.11,0.15,0.13,0.13,0.13,0.12,0.12,0.14,0.14,0.13,0.12,0.11,0.12,0.12,0.0,0.12,0.14,0.13,0.1,0.13,0.12,0.11,0.0,0.13,0.12,0.14,0.12,0.11,0.11,0.0,0.11,0.12,0.11,0.11,0.11,0.0,0.13,0.11,0.11,0.0,0.11,0.12,0.0,0.0,0.11,0.12,0.0,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.33,0.0,0.1,0.11,0.0,0.0,0.11,0.0,0.0,0.15,0.0,83.88999999999999
09/17/2021,6.16,6.0,3.93,2.4,2.28,2.17,1.4,1.47,1.52,1.26,1.15,1.0,1.03,0.88,0.94,0.95,0.8,0.88,0.8,0.82,0.68,0.61,0.68,0.6,0.65,0.59,0.65,0.66,0.6,0.57,0.52,0.57,0.54,0.5,0.58,0.49,0.48,0.54,0.57,0.53,0.49,0.5,0.55,0.54,0.48,0.48,0.47,0.42,0.42,0.41,0.36,0.42,0.43,0.37,0.36,0.44,0.38,0.33,0.38,0.41,0.37,0.4,0.33,0.31,0.34,0.37,0.36,0.34,0.32,0.32,0.29,0.34,0.28,0.29,0.32,0.28,0.34,0.3,0.29,0.28,0.28,0.29,0.24,0.22,0.26,0.25,0.26,0.22,0.2,0.23,0.23,0.24,0.24,0.22,0.23,0.2,0.23,0.22,0.2,0.19,0.21,0.21,0.2,0.18,0.2,0.18,0.2,0.16,0.2,0.22,0.17,0.2,0.21,0.16,0.18,0.17,0.17,0.16,0.18,0.2,0.19,0.18,0.16,0.17,0.17,0.16,0.17,0.25,0.16,0.18,0.17,0.16,0.14,0.14,0.15,0.13,0.13,0.18,0.15,0.15,0.13,0.16,0.14,0.17,0.13,0.13,0.12,0.15,0.14,0.12,0.13,0.14,0.11,0.15,0.13,0.13,0.13,0.12,0.12,0.14,0.14,0.13,0.12,0.11,0.12,0.12,0.0,0.12,0.14,0.13,0.1,0.13,0.12,0.11,0.0,0.14,0.12,0.14,0.12,0.11,0.11,0.0,0.11,0.12,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.0,0.11,0.12,0.0,0.0,0.11,0.12,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.11,0.34,0.0,0.1,0.11,0.1,0.0,0.11,0.0,0.0,0.15,0.0,83.87
09/20/2021,6.15,6.07,3.94,2.36,2.28,2.17,1.39,1.46,1.54,1.26,1.15,1.0,1.03,0.88,0.94,0.93,0.8,0.88,0.81,0.84,0.69,0.62,0.68,0.59,0.66,0.58,0.64,0.66,0.59,0.56,0.52,0.56,0.53,0.5,0.58,0.5,0.48,0.55,0.57,0.53,0.48,0.5,0.54,0.54,0.48,0.48,0.46,0.41,0.42,0.4,0.37,0.42,0.43,0.36,0.36,0.43,0.38,0.33,0.39,0.41,0.36,0.4,0.34,0.31,0.33,0.36,0.36,0.35,0.32,0.32,0.29,0.34,0.28,0.29,0.32,0.28,0.34,0.29,0.29,0.28,0.28,0.29,0.24,0.22,0.25,0.25,0.26,0.22,0.21,0.23,0.22,0.24,0.24,0.22,0.24,0.2,0.22,0.22,0.21,0.19,0.21,0.2,0.2,0.18,0.2,0.18,0.2,0.16,0.2,0.21,0.17,0.2,0.21,0.16,0.19,0.17,0.17,0.16,0.18,0.2,0.19,0.18,0.17,0.17,0.17,0.15,0.17,0.25,0.16,0.18,0.17,0.16,0.14,0.14,0.16,0.14,0.13,0.18,0.15,0.15,0.13,0.16,0.14,0.17,0.13,0.13,0.12,0.15,0.14,0.12,0.13,0.14,0.11,0.15,0.13,0.13,0.13,0.12,0.12,0.14,0.14,0.13,0.12,0.11,0.13,0.12,0.0,0.12,0.14,0.13,0.11,0.14,0.12,0.11,0.0,0.14,0.12,0.14,0.11,0.11,0.11,0.0,0.11,0.12,0.1,0.11,0.11,0.0,0.12,0.11,0.1,0.0,0.11,0.12,0.0,0.0,0.11,0.12,0.0,0.1,0.11,0.1,0.0,0.0,0.0,0.0,0.11,0.35,0.0,0.1,0.11,0.0,0.0,0.11,0.0,0.0,0.17,0.0,83.86000000000001
