,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,NFLX,VZ,CRM,INTC,CSCO,PFE,ABT,KO,T,PEP,ABBV,NKE,TMO,MRK,ACN,AVGO,WMT,LLY,WFC,DHR,TXN,COST,MCD,MDT,QCOM,PM,UPS,HON,ORCL,LIN,BMY,UNP,NEE,C,AMGN,LOW,INTU,SBUX,MS,RTX,BA,BLK,GS,AMAT,AMT,IBM,TGT,CAT,AMD,MMM,GE,ISRG,NOW,AXP,DE,CVS,SCHW,SPGI,CHTR,ANTM,LMT,ZTS,BKNG,MU,PLD,FIS,LRCX,MDLZ,SYK,MO,CCI,TMUS,GILD,ADP,TJX,CI,PNC,DUK,USB,CME,EL,GM,CSX,EQIX,ATVI,TFC,BDX,MMC,CB,FDX,COF,CL,ILMN,NSC,ICE,EW,SHW,SO,ADSK,FISV,ITW,APD,ADI,BSX,REGN,D,ETN,MCO,HUM,EMR,PGR,GPN,F,HCA,IDXX,TWTR,WM,NXPI,NOC,AON,FCX,ECL,BIIB,VRTX,DG,NEM,ROP,JCI,IQV,KLAC,PSA,DOW,TROW,A,KMB,MSCI,ROST,EBAY,LHX,TEL,TT,CMG,MET,SLB,ALGN,EXC,CNC,DLR,APTV,INFO,DXCM,AEP,GD,SNPS,SRE,SPG,APH,EA,ALXN,BAX,DD,ORLY,AIG,PPG,BK,MCHP,PRU,ALL,CARR,PH,STATE STREET INSTITUTIONAL LIQ STATE STR,SYY,MPC,STZ,CDNS,MSI,TRV,MAR,PSX,IFF,DFS,XEL,SSIXX,WELL,RMD,GIS,State Street Instl Liquid Reserves Prem,FTNT,YUM,SBAC,CTSH,HLT,GEN.,GE.,NUE,WBA,XLNX,ROK,n/a,MTD,MRNA,SIVB,AZO,PAYX,O,CTAS,FRC,HPQ,SUM
08/13/2021,6.21,5.87,3.87,2.35,2.24,2.14,1.49,1.35,1.49,1.31,1.24,1.1,1.06,0.88,0.96,0.95,0.88,0.88,0.85,0.81,0.73,0.62,0.63,0.64,0.59,0.64,0.73,0.59,0.6,0.55,0.58,0.55,0.6,0.58,0.52,0.55,0.54,0.56,0.58,0.56,0.53,0.48,0.53,0.47,0.46,0.45,0.42,0.37,0.44,0.44,0.43,0.41,0.4,0.43,0.41,0.36,0.37,0.4,0.37,0.41,0.36,0.35,0.35,0.38,0.35,0.34,0.34,0.35,0.32,0.35,0.32,0.32,0.32,0.31,0.3,0.32,0.3,0.3,0.28,0.29,0.25,0.24,0.26,0.25,0.23,0.26,0.22,0.24,0.24,0.23,0.24,0.22,0.23,0.24,0.25,0.23,0.2,0.22,0.22,0.21,0.2,0.21,0.19,0.2,0.19,0.17,0.21,0.19,0.21,0.22,0.18,0.21,0.18,0.2,0.18,0.18,0.19,0.19,0.19,0.2,0.18,0.18,0.17,0.17,0.16,0.17,0.17,0.18,0.17,0.14,0.17,0.15,0.14,0.15,0.17,0.15,0.14,0.16,0.16,0.15,0.16,0.15,0.15,0.14,0.14,0.15,0.13,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.14,0.12,0.12,0.13,0.13,0.13,0.14,0.13,0.11,0.14,0.13,0.1,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.0,0.0,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.12,0.1,0.0,0.11,0.0,0.0,0.11,0.11,0.1,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.15000000000002
08/16/2021,6.31,5.9,3.83,2.35,2.23,2.13,1.49,1.34,1.5,1.32,1.25,1.06,1.04,0.87,0.96,0.95,0.86,0.88,0.86,0.82,0.73,0.61,0.62,0.65,0.58,0.64,0.72,0.59,0.6,0.54,0.58,0.55,0.59,0.58,0.52,0.55,0.54,0.55,0.57,0.57,0.54,0.47,0.53,0.48,0.47,0.45,0.42,0.38,0.44,0.44,0.43,0.41,0.41,0.44,0.42,0.36,0.37,0.4,0.37,0.42,0.36,0.36,0.35,0.38,0.32,0.34,0.34,0.35,0.33,0.35,0.32,0.0,0.32,0.31,0.3,0.33,0.3,0.3,0.28,0.29,0.24,0.24,0.26,0.25,0.21,0.26,0.23,0.23,0.24,0.23,0.24,0.23,0.23,0.24,0.25,0.23,0.19,0.22,0.22,0.21,0.2,0.2,0.19,0.21,0.2,0.18,0.21,0.19,0.21,0.22,0.18,0.21,0.18,0.2,0.18,0.18,0.19,0.2,0.19,0.2,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.18,0.16,0.14,0.17,0.15,0.13,0.15,0.17,0.15,0.14,0.16,0.16,0.15,0.17,0.15,0.15,0.14,0.14,0.15,0.13,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.14,0.12,0.12,0.13,0.14,0.12,0.14,0.13,0.11,0.14,0.13,0.0,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.0,0.0,0.11,0.11,0.13,0.11,0.12,0.11,0.11,0.11,0.12,0.1,0.0,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.1,0.11,0.0,0.0,0.31,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.19
08/17/2021,6.31,5.95,3.81,2.35,2.23,2.13,1.47,1.36,1.49,1.31,1.25,1.06,1.04,0.87,0.95,0.95,0.86,0.89,0.85,0.82,0.73,0.62,0.62,0.66,0.58,0.64,0.73,0.59,0.6,0.54,0.58,0.56,0.59,0.58,0.52,0.55,0.54,0.56,0.57,0.56,0.54,0.47,0.54,0.48,0.47,0.45,0.43,0.38,0.44,0.44,0.44,0.41,0.41,0.44,0.41,0.36,0.36,0.4,0.37,0.42,0.36,0.35,0.35,0.38,0.32,0.35,0.34,0.35,0.32,0.36,0.32,0.0,0.32,0.31,0.29,0.32,0.3,0.3,0.29,0.29,0.24,0.24,0.26,0.25,0.21,0.26,0.23,0.22,0.24,0.23,0.24,0.23,0.23,0.24,0.25,0.23,0.19,0.22,0.22,0.21,0.2,0.2,0.18,0.21,0.2,0.18,0.21,0.19,0.21,0.22,0.18,0.22,0.18,0.21,0.18,0.18,0.19,0.2,0.19,0.2,0.18,0.18,0.17,0.17,0.17,0.18,0.17,0.18,0.16,0.14,0.17,0.15,0.14,0.14,0.17,0.15,0.14,0.16,0.16,0.15,0.17,0.15,0.15,0.14,0.14,0.15,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.14,0.12,0.13,0.13,0.14,0.12,0.14,0.13,0.11,0.13,0.13,0.0,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.0,0.1,0.11,0.11,0.13,0.11,0.12,0.11,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.1,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.1,0.11,0.0,0.0,0.31,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.22000000000001
08/18/2021,6.31,5.95,3.81,2.35,2.23,2.13,1.47,1.36,1.49,1.31,1.25,1.06,1.04,0.87,0.95,0.95,0.86,0.89,0.85,0.82,0.73,0.62,0.62,0.66,0.58,0.64,0.73,0.59,0.6,0.54,0.58,0.56,0.59,0.58,0.52,0.55,0.54,0.56,0.57,0.56,0.54,0.47,0.54,0.48,0.47,0.45,0.43,0.38,0.44,0.44,0.44,0.41,0.41,0.44,0.41,0.36,0.36,0.4,0.37,0.42,0.36,0.35,0.35,0.38,0.32,0.35,0.34,0.35,0.32,0.36,0.32,0.0,0.32,0.31,0.29,0.32,0.3,0.3,0.29,0.29,0.24,0.24,0.26,0.25,0.21,0.26,0.23,0.22,0.24,0.23,0.24,0.23,0.23,0.24,0.25,0.23,0.19,0.22,0.22,0.21,0.2,0.2,0.18,0.21,0.2,0.18,0.21,0.19,0.21,0.22,0.18,0.22,0.18,0.21,0.18,0.18,0.19,0.2,0.19,0.2,0.18,0.18,0.17,0.17,0.17,0.18,0.17,0.18,0.16,0.14,0.17,0.15,0.14,0.14,0.17,0.15,0.14,0.16,0.16,0.15,0.17,0.15,0.15,0.14,0.14,0.15,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.14,0.12,0.13,0.13,0.14,0.12,0.14,0.13,0.11,0.13,0.13,0.0,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.0,0.1,0.11,0.11,0.13,0.11,0.12,0.11,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.1,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.1,0.11,0.0,0.0,0.31,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.22000000000001
08/19/2021,6.37,5.97,3.8,2.36,2.24,2.13,1.48,1.34,1.42,1.29,1.26,1.07,1.06,0.88,0.96,0.95,0.86,0.88,0.84,0.82,0.73,0.62,0.62,0.65,0.58,0.64,0.74,0.6,0.6,0.54,0.59,0.56,0.59,0.59,0.53,0.56,0.54,0.56,0.58,0.55,0.55,0.47,0.54,0.48,0.47,0.45,0.43,0.38,0.44,0.44,0.44,0.41,0.41,0.44,0.4,0.36,0.37,0.4,0.37,0.42,0.36,0.34,0.35,0.38,0.33,0.35,0.34,0.35,0.32,0.35,0.32,0.3,0.32,0.31,0.29,0.32,0.3,0.29,0.29,0.29,0.25,0.24,0.26,0.24,0.21,0.26,0.22,0.23,0.24,0.23,0.24,0.23,0.22,0.24,0.25,0.23,0.19,0.22,0.22,0.21,0.2,0.2,0.18,0.21,0.2,0.17,0.21,0.19,0.21,0.22,0.18,0.21,0.18,0.21,0.18,0.18,0.19,0.2,0.19,0.19,0.18,0.18,0.17,0.17,0.17,0.18,0.17,0.18,0.17,0.14,0.17,0.15,0.13,0.14,0.17,0.15,0.14,0.16,0.16,0.15,0.17,0.15,0.15,0.14,0.13,0.15,0.13,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.14,0.12,0.13,0.13,0.14,0.13,0.14,0.12,0.1,0.13,0.13,0.0,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.0,0.1,0.11,0.11,0.13,0.11,0.12,0.11,0.11,0.11,0.12,0.1,0.0,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.23
08/20/2021,6.38,5.98,3.76,2.33,2.23,2.12,1.48,1.31,1.39,1.29,1.28,1.08,1.08,0.86,0.92,0.96,0.86,0.87,0.84,0.82,0.74,0.62,0.63,0.65,0.58,0.64,0.77,0.61,0.6,0.55,0.59,0.57,0.59,0.59,0.54,0.57,0.53,0.56,0.59,0.54,0.55,0.47,0.54,0.49,0.48,0.44,0.43,0.39,0.44,0.45,0.44,0.42,0.41,0.45,0.4,0.36,0.35,0.4,0.37,0.42,0.36,0.33,0.35,0.37,0.32,0.35,0.34,0.34,0.32,0.35,0.31,0.3,0.33,0.31,0.29,0.32,0.31,0.29,0.29,0.3,0.25,0.24,0.26,0.24,0.21,0.27,0.23,0.22,0.24,0.24,0.24,0.23,0.22,0.25,0.25,0.22,0.19,0.22,0.22,0.21,0.2,0.2,0.17,0.21,0.2,0.17,0.2,0.2,0.21,0.22,0.18,0.21,0.18,0.21,0.18,0.18,0.2,0.2,0.19,0.19,0.18,0.18,0.17,0.17,0.17,0.18,0.17,0.18,0.17,0.14,0.17,0.15,0.13,0.14,0.17,0.16,0.14,0.16,0.15,0.15,0.17,0.14,0.15,0.14,0.14,0.15,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.13,0.14,0.12,0.1,0.13,0.13,0.1,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.0,0.1,0.11,0.11,0.13,0.11,0.12,0.11,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.2
08/23/2021,6.29,6.11,3.73,2.32,2.23,2.13,1.48,1.35,1.42,1.28,1.29,1.07,1.1,0.87,0.94,0.97,0.85,0.86,0.83,0.83,0.74,0.66,0.63,0.67,0.58,0.66,0.75,0.61,0.6,0.54,0.6,0.57,0.58,0.59,0.54,0.57,0.53,0.56,0.59,0.53,0.56,0.47,0.55,0.48,0.48,0.43,0.43,0.38,0.43,0.44,0.44,0.42,0.41,0.45,0.4,0.35,0.39,0.41,0.37,0.41,0.35,0.32,0.35,0.37,0.33,0.36,0.34,0.33,0.31,0.34,0.31,0.3,0.34,0.32,0.28,0.31,0.3,0.29,0.29,0.3,0.25,0.24,0.27,0.23,0.21,0.27,0.22,0.23,0.24,0.24,0.24,0.23,0.22,0.24,0.24,0.24,0.19,0.21,0.22,0.2,0.19,0.21,0.17,0.21,0.2,0.18,0.2,0.2,0.21,0.23,0.18,0.21,0.18,0.19,0.18,0.18,0.2,0.2,0.19,0.2,0.19,0.18,0.16,0.17,0.17,0.19,0.17,0.18,0.16,0.15,0.17,0.15,0.13,0.14,0.18,0.16,0.13,0.16,0.15,0.15,0.17,0.13,0.15,0.14,0.14,0.15,0.12,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.14,0.13,0.14,0.12,0.13,0.13,0.13,0.13,0.14,0.12,0.0,0.13,0.13,0.1,0.13,0.11,0.12,0.13,0.12,0.12,0.13,0.11,0.11,0.12,0.11,0.0,0.1,0.11,0.11,0.12,0.1,0.12,0.11,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.28000000000002
08/24/2021,6.3,6.21,3.72,2.33,2.24,2.14,1.47,1.41,1.42,1.27,1.28,1.06,1.1,0.87,0.95,0.96,0.84,0.86,0.83,0.84,0.74,0.66,0.62,0.67,0.57,0.67,0.74,0.61,0.59,0.53,0.59,0.57,0.58,0.59,0.54,0.57,0.53,0.56,0.59,0.53,0.55,0.46,0.55,0.48,0.48,0.44,0.43,0.38,0.43,0.44,0.44,0.42,0.4,0.46,0.39,0.35,0.4,0.4,0.37,0.41,0.35,0.32,0.35,0.37,0.32,0.36,0.34,0.34,0.31,0.34,0.31,0.0,0.33,0.32,0.28,0.3,0.3,0.29,0.29,0.3,0.25,0.24,0.27,0.23,0.21,0.27,0.22,0.22,0.24,0.23,0.24,0.23,0.22,0.25,0.24,0.24,0.19,0.21,0.22,0.2,0.19,0.21,0.17,0.21,0.2,0.17,0.2,0.2,0.21,0.23,0.18,0.2,0.18,0.19,0.18,0.18,0.2,0.2,0.19,0.2,0.19,0.18,0.16,0.17,0.17,0.19,0.17,0.18,0.16,0.14,0.16,0.15,0.13,0.13,0.18,0.16,0.13,0.16,0.15,0.15,0.17,0.13,0.15,0.14,0.14,0.15,0.12,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.14,0.13,0.14,0.12,0.13,0.13,0.13,0.13,0.14,0.12,0.0,0.13,0.13,0.1,0.12,0.11,0.12,0.14,0.12,0.12,0.13,0.11,0.11,0.12,0.11,0.0,0.1,0.1,0.11,0.13,0.1,0.12,0.11,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.1,0.11,0.1,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.29
08/25/2021,6.3,6.21,3.72,2.33,2.24,2.14,1.47,1.41,1.42,1.27,1.28,1.06,1.1,0.87,0.95,0.96,0.84,0.86,0.83,0.84,0.74,0.66,0.62,0.67,0.57,0.67,0.74,0.61,0.59,0.53,0.59,0.57,0.58,0.59,0.54,0.57,0.53,0.56,0.59,0.53,0.55,0.46,0.55,0.48,0.47,0.44,0.43,0.38,0.43,0.44,0.44,0.42,0.4,0.46,0.39,0.35,0.4,0.4,0.37,0.41,0.35,0.32,0.35,0.37,0.32,0.36,0.34,0.34,0.31,0.34,0.31,0.3,0.33,0.32,0.28,0.3,0.3,0.29,0.29,0.3,0.25,0.24,0.27,0.23,0.21,0.27,0.22,0.22,0.24,0.23,0.24,0.23,0.22,0.25,0.24,0.24,0.19,0.21,0.22,0.2,0.19,0.21,0.17,0.21,0.2,0.17,0.2,0.2,0.21,0.23,0.18,0.2,0.18,0.19,0.18,0.18,0.2,0.2,0.19,0.2,0.19,0.18,0.16,0.17,0.17,0.19,0.17,0.18,0.16,0.14,0.16,0.15,0.13,0.13,0.18,0.16,0.13,0.16,0.15,0.15,0.17,0.13,0.15,0.14,0.14,0.15,0.12,0.14,0.14,0.13,0.13,0.13,0.12,0.13,0.14,0.13,0.14,0.12,0.13,0.13,0.13,0.13,0.14,0.12,0.0,0.13,0.13,0.1,0.12,0.11,0.12,0.14,0.12,0.12,0.13,0.11,0.11,0.12,0.11,0.0,0.1,0.1,0.11,0.13,0.1,0.12,0.11,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.1,0.11,0.1,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.28
08/26/2021,6.03,5.73,4.14,2.34,2.06,2.0,1.48,1.4,1.47,1.32,1.22,1.11,1.06,0.96,0.95,0.93,0.9,0.9,0.87,0.79,0.73,0.66,0.65,0.63,0.64,0.63,0.61,0.58,0.59,0.58,0.57,0.56,0.55,0.56,0.55,0.53,0.55,0.54,0.51,0.53,0.48,0.5,0.49,0.48,0.47,0.45,0.43,0.42,0.43,0.4,0.42,0.42,0.41,0.4,0.41,0.39,0.38,0.38,0.37,0.38,0.36,0.37,0.35,0.36,0.37,0.34,0.37,0.34,0.33,0.32,0.32,0.33,0.31,0.3,0.3,0.31,0.31,0.31,0.28,0.28,0.26,0.26,0.25,0.25,0.27,0.25,0.25,0.26,0.25,0.24,0.25,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.21,0.22,0.21,0.21,0.21,0.2,0.2,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.16,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.87
08/27/2021,6.3,6.12,3.8,2.35,2.28,2.18,1.46,1.46,1.47,1.28,1.24,1.06,1.07,0.88,0.93,0.94,0.85,0.87,0.84,0.84,0.73,0.66,0.61,0.67,0.58,0.67,0.73,0.6,0.58,0.53,0.58,0.57,0.58,0.58,0.53,0.56,0.53,0.55,0.56,0.54,0.55,0.47,0.54,0.48,0.48,0.44,0.42,0.37,0.43,0.43,0.44,0.41,0.4,0.44,0.4,0.35,0.39,0.41,0.37,0.41,0.35,0.33,0.36,0.37,0.33,0.35,0.33,0.33,0.31,0.35,0.3,0.3,0.33,0.33,0.28,0.31,0.3,0.3,0.28,0.29,0.25,0.24,0.26,0.25,0.22,0.26,0.22,0.23,0.23,0.24,0.24,0.22,0.22,0.24,0.24,0.24,0.19,0.21,0.22,0.21,0.19,0.21,0.17,0.2,0.2,0.17,0.2,0.19,0.21,0.22,0.18,0.21,0.18,0.19,0.17,0.18,0.2,0.19,0.19,0.2,0.19,0.18,0.16,0.16,0.17,0.19,0.17,0.18,0.16,0.14,0.17,0.15,0.13,0.14,0.18,0.15,0.14,0.16,0.16,0.15,0.17,0.14,0.15,0.14,0.14,0.15,0.12,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.12,0.14,0.12,0.13,0.13,0.13,0.13,0.14,0.12,0.11,0.14,0.13,0.0,0.12,0.12,0.12,0.13,0.12,0.12,0.13,0.11,0.12,0.12,0.11,0.0,0.0,0.11,0.11,0.13,0.1,0.12,0.11,0.11,0.11,0.12,0.1,0.0,0.11,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.29000000000002
08/30/2021,6.24,6.07,3.83,2.35,2.29,2.18,1.46,1.48,1.46,1.32,1.23,1.05,1.06,0.87,0.92,0.94,0.83,0.87,0.85,0.84,0.73,0.66,0.61,0.7,0.58,0.67,0.72,0.6,0.58,0.52,0.58,0.57,0.57,0.59,0.52,0.57,0.54,0.55,0.56,0.55,0.55,0.47,0.54,0.48,0.48,0.43,0.43,0.37,0.43,0.44,0.44,0.4,0.4,0.44,0.4,0.34,0.39,0.41,0.36,0.42,0.35,0.32,0.36,0.38,0.33,0.35,0.33,0.33,0.31,0.35,0.31,0.3,0.33,0.33,0.29,0.32,0.29,0.3,0.28,0.3,0.24,0.24,0.26,0.25,0.22,0.26,0.22,0.23,0.23,0.24,0.24,0.22,0.22,0.24,0.24,0.24,0.19,0.22,0.22,0.21,0.19,0.21,0.17,0.2,0.2,0.17,0.21,0.19,0.21,0.22,0.18,0.21,0.18,0.19,0.17,0.18,0.2,0.19,0.19,0.18,0.19,0.18,0.16,0.17,0.17,0.19,0.17,0.18,0.16,0.14,0.17,0.15,0.13,0.14,0.18,0.15,0.13,0.16,0.16,0.15,0.17,0.14,0.15,0.14,0.14,0.14,0.12,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.14,0.12,0.14,0.11,0.13,0.13,0.13,0.13,0.14,0.12,0.11,0.14,0.13,0.0,0.12,0.11,0.12,0.14,0.12,0.12,0.13,0.11,0.12,0.12,0.11,0.0,0.0,0.11,0.11,0.13,0.1,0.12,0.11,0.11,0.11,0.13,0.11,0.0,0.11,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.26
08/31/2021,6.23,6.03,3.83,2.38,2.31,2.2,1.45,1.51,1.47,1.32,1.22,1.05,1.06,0.87,0.92,0.93,0.83,0.87,0.86,0.84,0.73,0.66,0.61,0.69,0.58,0.67,0.7,0.59,0.58,0.52,0.57,0.57,0.57,0.58,0.52,0.57,0.54,0.54,0.55,0.55,0.54,0.47,0.53,0.47,0.48,0.44,0.43,0.37,0.43,0.43,0.44,0.4,0.39,0.44,0.4,0.34,0.39,0.41,0.36,0.42,0.35,0.33,0.36,0.38,0.34,0.35,0.33,0.33,0.31,0.36,0.3,0.31,0.33,0.33,0.29,0.32,0.29,0.3,0.28,0.3,0.24,0.24,0.26,0.25,0.22,0.26,0.21,0.23,0.23,0.24,0.24,0.22,0.22,0.24,0.24,0.24,0.19,0.22,0.21,0.21,0.19,0.21,0.17,0.2,0.2,0.17,0.21,0.19,0.21,0.22,0.17,0.21,0.17,0.18,0.17,0.18,0.19,0.19,0.19,0.18,0.19,0.18,0.16,0.24,0.17,0.18,0.17,0.18,0.16,0.14,0.17,0.15,0.13,0.14,0.18,0.15,0.13,0.16,0.17,0.15,0.17,0.14,0.15,0.14,0.14,0.14,0.12,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.14,0.12,0.14,0.11,0.13,0.13,0.13,0.13,0.14,0.13,0.11,0.14,0.13,0.0,0.12,0.11,0.12,0.13,0.12,0.12,0.13,0.11,0.12,0.12,0.11,0.0,0.0,0.11,0.11,0.13,0.1,0.12,0.12,0.11,0.11,0.13,0.1,0.0,0.11,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.22
09/01/2021,6.23,6.03,3.83,2.38,2.31,2.2,1.45,1.51,1.47,1.32,1.22,1.05,1.06,0.87,0.92,0.93,0.83,0.87,0.86,0.84,0.73,0.66,0.61,0.69,0.58,0.67,0.7,0.59,0.58,0.52,0.57,0.57,0.57,0.58,0.52,0.57,0.54,0.54,0.55,0.55,0.54,0.47,0.53,0.47,0.48,0.44,0.43,0.37,0.43,0.43,0.44,0.4,0.39,0.44,0.4,0.34,0.39,0.41,0.36,0.42,0.35,0.33,0.36,0.38,0.34,0.35,0.33,0.33,0.31,0.36,0.3,0.31,0.33,0.33,0.29,0.32,0.29,0.3,0.28,0.3,0.24,0.24,0.26,0.25,0.22,0.26,0.21,0.23,0.23,0.24,0.24,0.22,0.22,0.24,0.24,0.24,0.19,0.22,0.21,0.21,0.19,0.21,0.17,0.2,0.2,0.17,0.21,0.19,0.21,0.22,0.17,0.21,0.17,0.18,0.17,0.18,0.19,0.19,0.19,0.18,0.19,0.18,0.16,0.24,0.17,0.18,0.17,0.18,0.16,0.14,0.17,0.15,0.13,0.14,0.18,0.15,0.13,0.16,0.17,0.15,0.17,0.14,0.15,0.14,0.14,0.14,0.12,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.14,0.12,0.14,0.11,0.13,0.13,0.13,0.13,0.14,0.13,0.11,0.14,0.13,0.0,0.12,0.11,0.12,0.13,0.12,0.12,0.13,0.11,0.12,0.12,0.11,0.0,0.0,0.11,0.11,0.13,0.1,0.12,0.12,0.11,0.11,0.13,0.1,0.0,0.11,0.0,0.0,0.12,0.11,0.11,0.0,0.0,0.1,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.22
