,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,NFLX,VZ,CRM,INTC,CSCO,PFE,ABT,KO,T,PEP,ABBV,NKE,TMO,MRK,ACN,AVGO,WMT,LLY,WFC,DHR,TXN,COST,MCD,MDT,QCOM,PM,UPS,HON,ORCL,LIN,BMY,UNP,NEE,C,AMGN,LOW,INTU,SBUX,MS,RTX,BA,BLK,GS,AMAT,AMT,IBM,TGT,CAT,AMD,MMM,GE,ISRG,NOW,AXP,DE,CVS,SCHW,SPGI,CHTR,ANTM,LMT,ZTS,BKNG,MU,PLD,FIS,LRCX,MDLZ,SYK,MO,CCI,TMUS,GILD,ADP,TJX,CI,PNC,DUK,USB,CME,EL,GM,CSX,EQIX,ATVI,TFC,BDX,MMC,CB,FDX,COF,CL,ILMN,NSC,ICE,EW,SHW,SO,ADSK,FISV,ITW,APD,ADI,BSX,REGN,D,ETN,MCO,HUM,EMR,PGR,GPN,F,HCA,IDXX,TWTR,WM,NXPI,NOC,AON,FCX,ECL,BIIB,VRTX,DG,NEM,ROP,JCI,IQV,KLAC,PSA,DOW,TROW,A,KMB,MSCI,ROST,EBAY,LHX,TEL,TT,CMG,MET,SLB,ALGN,EXC,CNC,DLR,APTV,INFO,DXCM,AEP,GD,SNPS,SRE,SPG,APH,EA,ALXN,BAX,DD,ORLY,AIG,PPG,BK,MCHP,PRU,ALL,CARR,PH,STATE STREET INSTITUTIONAL LIQ STATE STR,SYY,MPC,STZ,CDNS,MSI,TRV,MAR,PSX,IFF,DFS,XEL,SSIXX,WELL,RMD,GIS,State Street Instl Liquid Reserves Prem,FTNT,YUM,SBAC,CTSH,HLT,GEN.,GE.,NUE,WBA,XLNX,ROK,n/a,MTD,MRNA,SIVB,AZO,PAYX,O,CTAS,FRC,HPQ,SUM
09/22/2021,6.23,6.12,4.09,2.36,2.3,2.16,1.39,1.48,1.67,1.28,1.18,1.02,1.08,0.88,0.97,0.95,0.81,0.91,0.81,0.85,0.71,0.71,0.61,0.68,0.6,0.65,0.67,0.61,0.57,0.53,0.58,0.52,0.54,0.64,0.49,0.58,0.56,0.56,0.5,0.52,0.56,0.49,0.55,0.49,0.47,0.41,0.43,0.37,0.41,0.39,0.43,0.37,0.36,0.43,0.38,0.34,0.4,0.42,0.36,0.4,0.34,0.32,0.34,0.36,0.35,0.36,0.33,0.33,0.3,0.34,0.29,0.3,0.33,0.35,0.29,0.27,0.31,0.29,0.29,0.26,0.25,0.23,0.26,0.26,0.23,0.26,0.21,0.24,0.23,0.25,0.24,0.22,0.2,0.24,0.23,0.23,0.19,0.22,0.21,0.21,0.18,0.2,0.2,0.19,0.21,0.17,0.2,0.2,0.21,0.22,0.17,0.19,0.17,0.18,0.16,0.18,0.2,0.19,0.18,0.17,0.18,0.17,0.16,0.25,0.17,0.18,0.16,0.17,0.16,0.14,0.16,0.15,0.13,0.14,0.17,0.15,0.14,0.16,0.15,0.14,0.18,0.13,0.15,0.12,0.13,0.14,0.12,0.13,0.14,0.13,0.15,0.13,0.12,0.13,0.14,0.12,0.14,0.11,0.13,0.12,0.13,0.12,0.15,0.12,0.11,0.14,0.13,0.1,0.12,0.11,0.13,0.15,0.11,0.12,0.13,0.11,0.12,0.12,0.1,0.0,0.11,0.0,0.11,0.12,0.0,0.11,0.12,0.11,0.11,0.13,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.18,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.47000000000001
09/23/2021,6.2,6.11,4.04,2.34,2.31,2.16,1.4,1.45,1.64,1.26,1.19,1.03,1.07,0.88,0.97,0.96,0.82,0.9,0.8,0.84,0.71,0.7,0.62,0.69,0.59,0.65,0.68,0.61,0.58,0.54,0.59,0.52,0.54,0.64,0.5,0.58,0.56,0.56,0.51,0.52,0.57,0.49,0.55,0.49,0.48,0.41,0.43,0.38,0.41,0.39,0.43,0.37,0.36,0.44,0.38,0.34,0.4,0.42,0.36,0.4,0.35,0.32,0.34,0.35,0.34,0.37,0.33,0.33,0.29,0.34,0.29,0.3,0.33,0.35,0.29,0.27,0.31,0.28,0.3,0.26,0.25,0.23,0.26,0.27,0.22,0.26,0.21,0.23,0.23,0.25,0.25,0.22,0.2,0.25,0.23,0.23,0.19,0.22,0.21,0.21,0.19,0.2,0.2,0.19,0.21,0.16,0.2,0.21,0.22,0.22,0.17,0.19,0.18,0.18,0.16,0.18,0.2,0.19,0.19,0.17,0.18,0.17,0.16,0.25,0.17,0.18,0.17,0.17,0.16,0.14,0.16,0.15,0.13,0.14,0.17,0.15,0.13,0.16,0.15,0.14,0.18,0.13,0.15,0.12,0.13,0.15,0.12,0.13,0.14,0.13,0.15,0.13,0.12,0.13,0.14,0.12,0.14,0.11,0.13,0.12,0.13,0.12,0.15,0.12,0.11,0.14,0.13,0.1,0.12,0.11,0.13,0.15,0.12,0.12,0.14,0.11,0.12,0.12,0.1,0.0,0.11,0.0,0.11,0.13,0.0,0.11,0.12,0.11,0.11,0.13,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.18,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.49000000000001
09/24/2021,6.22,6.12,4.02,2.35,2.31,2.17,1.4,1.46,1.66,1.26,1.2,1.03,1.07,0.87,0.98,0.96,0.81,0.86,0.8,0.85,0.71,0.7,0.62,0.69,0.59,0.64,0.68,0.61,0.58,0.53,0.59,0.52,0.55,0.65,0.5,0.58,0.56,0.56,0.5,0.52,0.57,0.49,0.55,0.5,0.47,0.41,0.43,0.38,0.41,0.4,0.44,0.37,0.35,0.44,0.37,0.34,0.4,0.42,0.37,0.4,0.35,0.32,0.33,0.35,0.34,0.37,0.33,0.33,0.29,0.34,0.29,0.29,0.33,0.36,0.29,0.26,0.31,0.28,0.3,0.26,0.26,0.23,0.26,0.26,0.22,0.26,0.21,0.23,0.23,0.25,0.25,0.22,0.2,0.25,0.23,0.23,0.19,0.22,0.21,0.21,0.18,0.2,0.2,0.19,0.21,0.16,0.2,0.21,0.22,0.21,0.17,0.19,0.18,0.18,0.16,0.18,0.2,0.19,0.19,0.17,0.17,0.17,0.16,0.25,0.17,0.19,0.17,0.17,0.16,0.14,0.15,0.15,0.13,0.14,0.17,0.16,0.14,0.16,0.15,0.14,0.18,0.12,0.15,0.12,0.13,0.14,0.12,0.13,0.14,0.14,0.15,0.13,0.12,0.13,0.14,0.12,0.15,0.11,0.13,0.12,0.13,0.12,0.15,0.12,0.1,0.14,0.13,0.1,0.12,0.11,0.13,0.15,0.11,0.12,0.13,0.11,0.12,0.12,0.0,0.0,0.11,0.0,0.12,0.13,0.0,0.11,0.12,0.1,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.12,0.0,0.0,0.11,0.1,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.28,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.57000000000001
09/27/2021,6.24,6.09,4.03,2.23,2.3,2.16,1.4,1.52,1.66,1.3,1.17,1.04,1.04,0.89,0.97,0.95,0.83,0.87,0.84,0.81,0.7,0.71,0.61,0.73,0.59,0.65,0.67,0.6,0.57,0.53,0.58,0.51,0.55,0.65,0.5,0.59,0.56,0.55,0.5,0.53,0.56,0.5,0.54,0.49,0.48,0.41,0.43,0.37,0.41,0.4,0.43,0.36,0.36,0.43,0.39,0.33,0.4,0.43,0.36,0.41,0.35,0.33,0.34,0.36,0.35,0.35,0.33,0.32,0.29,0.35,0.28,0.31,0.34,0.35,0.3,0.27,0.3,0.3,0.29,0.25,0.25,0.23,0.26,0.28,0.22,0.26,0.2,0.24,0.23,0.25,0.24,0.22,0.21,0.24,0.23,0.23,0.19,0.22,0.2,0.22,0.19,0.2,0.2,0.18,0.21,0.16,0.21,0.2,0.22,0.21,0.15,0.2,0.18,0.17,0.16,0.18,0.2,0.19,0.18,0.17,0.18,0.17,0.16,0.26,0.17,0.18,0.16,0.17,0.16,0.14,0.16,0.14,0.13,0.15,0.17,0.16,0.14,0.16,0.16,0.14,0.18,0.13,0.15,0.12,0.13,0.14,0.12,0.13,0.14,0.14,0.15,0.13,0.12,0.13,0.14,0.12,0.15,0.11,0.13,0.12,0.13,0.12,0.15,0.12,0.11,0.14,0.13,0.0,0.12,0.11,0.13,0.15,0.11,0.12,0.13,0.11,0.12,0.13,0.0,0.0,0.11,0.0,0.12,0.13,0.0,0.11,0.12,0.11,0.11,0.13,0.0,0.0,0.11,0.11,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.11,0.11,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.43,0.1,0.0,0.0,0.0,0.0,0.0,0.0,84.4
09/28/2021,6.24,6.08,4.03,2.27,2.31,2.17,1.39,1.49,1.7,1.32,1.17,1.06,1.04,0.88,0.97,0.94,0.84,0.86,0.84,0.8,0.7,0.71,0.61,0.75,0.59,0.65,0.67,0.6,0.57,0.52,0.58,0.51,0.52,0.65,0.5,0.58,0.56,0.55,0.5,0.53,0.56,0.5,0.56,0.5,0.47,0.41,0.43,0.37,0.41,0.4,0.43,0.36,0.36,0.43,0.39,0.33,0.4,0.43,0.36,0.41,0.36,0.33,0.34,0.36,0.35,0.35,0.33,0.32,0.29,0.35,0.28,0.31,0.33,0.36,0.31,0.27,0.3,0.31,0.3,0.25,0.25,0.23,0.26,0.28,0.22,0.26,0.2,0.24,0.23,0.25,0.24,0.21,0.2,0.24,0.23,0.23,0.19,0.22,0.2,0.22,0.19,0.2,0.2,0.19,0.2,0.16,0.21,0.2,0.22,0.21,0.15,0.2,0.17,0.17,0.16,0.18,0.2,0.19,0.18,0.18,0.18,0.17,0.16,0.26,0.17,0.18,0.16,0.17,0.16,0.14,0.16,0.14,0.13,0.15,0.17,0.16,0.14,0.16,0.16,0.14,0.18,0.13,0.15,0.12,0.13,0.14,0.12,0.13,0.14,0.14,0.15,0.13,0.12,0.13,0.14,0.12,0.15,0.11,0.13,0.12,0.13,0.12,0.15,0.12,0.11,0.14,0.13,0.0,0.12,0.11,0.13,0.15,0.11,0.12,0.13,0.11,0.12,0.13,0.0,0.0,0.11,0.0,0.12,0.13,0.0,0.11,0.12,0.11,0.11,0.12,0.0,0.0,0.11,0.11,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.12,0.0,0.1,0.11,0.1,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.41,0.1,0.0,0.0,0.0,0.0,0.0,0.0,84.46000000000001
09/29/2021,6.24,6.08,4.03,2.27,2.31,2.17,1.39,1.49,1.7,1.32,1.17,1.06,1.04,0.88,0.97,0.94,0.84,0.86,0.84,0.8,0.7,0.71,0.61,0.75,0.59,0.65,0.67,0.6,0.57,0.52,0.58,0.51,0.52,0.65,0.5,0.58,0.56,0.55,0.5,0.53,0.56,0.5,0.56,0.5,0.47,0.41,0.43,0.37,0.41,0.4,0.43,0.36,0.36,0.43,0.39,0.33,0.4,0.43,0.36,0.41,0.36,0.33,0.34,0.36,0.35,0.35,0.33,0.32,0.29,0.35,0.28,0.31,0.33,0.36,0.31,0.27,0.3,0.31,0.3,0.25,0.25,0.23,0.26,0.28,0.22,0.26,0.2,0.24,0.23,0.25,0.24,0.21,0.2,0.24,0.23,0.23,0.19,0.22,0.2,0.22,0.19,0.2,0.2,0.19,0.2,0.16,0.21,0.2,0.22,0.21,0.15,0.2,0.17,0.17,0.16,0.18,0.2,0.19,0.18,0.18,0.18,0.17,0.16,0.26,0.17,0.18,0.16,0.17,0.16,0.14,0.16,0.14,0.13,0.15,0.17,0.16,0.14,0.16,0.16,0.14,0.18,0.13,0.15,0.12,0.13,0.14,0.12,0.13,0.14,0.14,0.15,0.13,0.12,0.13,0.14,0.12,0.15,0.11,0.13,0.12,0.13,0.12,0.15,0.12,0.11,0.14,0.13,0.0,0.12,0.11,0.13,0.15,0.11,0.12,0.13,0.11,0.12,0.13,0.0,0.0,0.11,0.0,0.12,0.13,0.0,0.11,0.12,0.11,0.11,0.12,0.0,0.0,0.11,0.11,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.12,0.0,0.1,0.11,0.1,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.41,0.1,0.0,0.0,0.0,0.0,0.0,0.0,84.46000000000001
09/30/2021,6.19,6.0,4.02,2.29,2.3,2.16,1.41,1.46,1.74,1.35,1.16,1.05,1.04,0.87,0.98,0.93,0.84,0.88,0.87,0.78,0.7,0.71,0.61,0.73,0.6,0.64,0.66,0.58,0.56,0.53,0.57,0.52,0.51,0.63,0.5,0.58,0.56,0.55,0.49,0.53,0.54,0.5,0.55,0.5,0.47,0.41,0.43,0.37,0.41,0.41,0.43,0.36,0.36,0.42,0.4,0.33,0.4,0.42,0.36,0.42,0.36,0.33,0.34,0.37,0.35,0.34,0.34,0.32,0.3,0.36,0.29,0.31,0.33,0.35,0.31,0.27,0.31,0.31,0.29,0.25,0.26,0.24,0.25,0.28,0.23,0.25,0.21,0.24,0.23,0.25,0.24,0.21,0.2,0.24,0.23,0.23,0.19,0.23,0.2,0.22,0.19,0.2,0.21,0.19,0.2,0.16,0.22,0.2,0.22,0.21,0.15,0.21,0.17,0.17,0.16,0.18,0.2,0.19,0.18,0.18,0.18,0.17,0.16,0.26,0.17,0.18,0.16,0.17,0.16,0.14,0.16,0.14,0.13,0.15,0.17,0.15,0.14,0.16,0.16,0.15,0.18,0.14,0.15,0.12,0.13,0.14,0.12,0.13,0.14,0.13,0.15,0.12,0.12,0.13,0.14,0.12,0.14,0.11,0.13,0.12,0.13,0.12,0.15,0.13,0.12,0.14,0.13,0.0,0.11,0.11,0.13,0.14,0.11,0.12,0.13,0.11,0.12,0.13,0.1,0.0,0.11,0.0,0.12,0.13,0.0,0.12,0.12,0.11,0.11,0.12,0.0,0.0,0.11,0.11,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.39,0.11,0.0,0.0,0.0,0.0,0.0,0.0,84.34
10/01/2021,6.17,5.9,4.0,2.25,2.27,2.13,1.42,1.43,1.75,1.37,1.19,1.05,1.04,0.85,0.98,0.95,0.85,0.88,0.89,0.76,0.69,0.72,0.62,0.73,0.61,0.65,0.67,0.58,0.57,0.54,0.58,0.53,0.52,0.63,0.51,0.57,0.56,0.56,0.49,0.52,0.53,0.5,0.55,0.5,0.47,0.41,0.42,0.37,0.41,0.41,0.43,0.37,0.36,0.42,0.4,0.33,0.4,0.41,0.36,0.41,0.36,0.33,0.34,0.36,0.34,0.34,0.34,0.32,0.3,0.34,0.29,0.32,0.33,0.33,0.31,0.28,0.31,0.32,0.28,0.26,0.26,0.24,0.25,0.28,0.23,0.26,0.21,0.23,0.23,0.25,0.25,0.21,0.2,0.24,0.23,0.23,0.19,0.23,0.21,0.23,0.2,0.2,0.21,0.19,0.2,0.16,0.22,0.2,0.22,0.21,0.15,0.21,0.18,0.17,0.17,0.18,0.2,0.18,0.18,0.18,0.18,0.17,0.16,0.26,0.17,0.17,0.16,0.17,0.16,0.14,0.16,0.15,0.13,0.16,0.17,0.15,0.14,0.16,0.15,0.15,0.18,0.14,0.15,0.12,0.13,0.14,0.12,0.13,0.14,0.13,0.15,0.13,0.12,0.13,0.13,0.12,0.14,0.11,0.13,0.12,0.13,0.12,0.14,0.13,0.12,0.14,0.13,0.0,0.11,0.12,0.13,0.14,0.11,0.12,0.13,0.11,0.12,0.13,0.11,0.0,0.11,0.0,0.12,0.13,0.0,0.12,0.12,0.11,0.11,0.12,0.0,0.0,0.12,0.11,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.37,0.11,0.0,0.0,0.0,0.0,0.0,0.0,84.22000000000001
10/04/2021,6.22,5.93,4.0,2.26,2.25,2.1,1.42,1.44,1.76,1.37,1.19,1.05,1.03,0.86,0.98,0.95,0.85,0.86,0.88,0.77,0.72,0.76,0.63,0.73,0.6,0.64,0.67,0.59,0.57,0.54,0.58,0.53,0.52,0.63,0.53,0.57,0.56,0.56,0.51,0.53,0.54,0.5,0.56,0.5,0.47,0.41,0.41,0.37,0.41,0.4,0.42,0.37,0.36,0.43,0.4,0.34,0.4,0.41,0.36,0.4,0.36,0.34,0.33,0.36,0.33,0.34,0.35,0.32,0.29,0.35,0.28,0.32,0.33,0.34,0.3,0.27,0.31,0.31,0.29,0.26,0.25,0.24,0.26,0.27,0.22,0.26,0.21,0.23,0.23,0.25,0.24,0.21,0.21,0.24,0.24,0.22,0.19,0.23,0.21,0.23,0.19,0.19,0.21,0.19,0.2,0.17,0.22,0.2,0.22,0.21,0.15,0.2,0.18,0.17,0.17,0.18,0.2,0.19,0.18,0.18,0.18,0.17,0.16,0.25,0.17,0.18,0.16,0.17,0.16,0.14,0.16,0.15,0.13,0.16,0.17,0.15,0.13,0.16,0.15,0.15,0.18,0.13,0.15,0.12,0.13,0.14,0.12,0.13,0.14,0.13,0.14,0.13,0.12,0.13,0.13,0.12,0.14,0.11,0.13,0.12,0.13,0.11,0.14,0.13,0.12,0.13,0.13,0.0,0.11,0.11,0.13,0.15,0.11,0.13,0.13,0.11,0.12,0.12,0.11,0.0,0.11,0.0,0.12,0.13,0.0,0.12,0.12,0.11,0.11,0.13,0.0,0.0,0.11,0.11,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.38,0.11,0.1,0.0,0.0,0.0,0.0,0.0,84.27000000000001
10/05/2021,6.2,6.01,3.96,2.26,2.28,2.13,1.41,1.43,1.74,1.38,1.17,1.08,1.02,0.86,0.97,0.94,0.87,0.89,0.88,0.76,0.73,0.75,0.62,0.74,0.6,0.64,0.67,0.58,0.57,0.54,0.58,0.53,0.52,0.62,0.57,0.57,0.55,0.54,0.5,0.53,0.53,0.5,0.55,0.5,0.47,0.4,0.41,0.36,0.41,0.41,0.43,0.37,0.36,0.43,0.4,0.34,0.4,0.41,0.37,0.4,0.37,0.34,0.33,0.35,0.33,0.34,0.35,0.31,0.29,0.34,0.28,0.32,0.33,0.35,0.31,0.27,0.31,0.31,0.29,0.26,0.25,0.24,0.26,0.28,0.22,0.26,0.21,0.22,0.23,0.25,0.23,0.21,0.21,0.24,0.24,0.22,0.19,0.23,0.21,0.23,0.2,0.2,0.21,0.19,0.2,0.17,0.22,0.19,0.22,0.21,0.15,0.21,0.18,0.16,0.17,0.18,0.19,0.19,0.18,0.17,0.18,0.16,0.16,0.25,0.17,0.16,0.16,0.17,0.16,0.14,0.16,0.15,0.13,0.15,0.17,0.15,0.14,0.16,0.14,0.15,0.18,0.13,0.15,0.12,0.13,0.14,0.12,0.13,0.14,0.13,0.14,0.13,0.12,0.12,0.13,0.12,0.14,0.11,0.13,0.12,0.13,0.11,0.14,0.13,0.12,0.13,0.13,0.0,0.11,0.12,0.13,0.15,0.11,0.13,0.13,0.11,0.12,0.12,0.11,0.0,0.11,0.0,0.12,0.13,0.0,0.12,0.11,0.11,0.11,0.13,0.0,0.0,0.12,0.11,0.0,0.12,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.33,0.11,0.0,0.0,0.0,0.0,0.0,0.0,84.22999999999999
10/06/2021,6.2,6.01,3.96,2.26,2.28,2.13,1.41,1.43,1.74,1.38,1.17,1.08,1.02,0.86,0.97,0.94,0.87,0.89,0.88,0.76,0.73,0.75,0.62,0.74,0.6,0.64,0.67,0.58,0.57,0.54,0.58,0.53,0.52,0.62,0.57,0.57,0.55,0.54,0.5,0.53,0.53,0.5,0.55,0.5,0.47,0.4,0.41,0.36,0.41,0.41,0.43,0.37,0.36,0.43,0.4,0.34,0.4,0.41,0.37,0.4,0.37,0.34,0.33,0.35,0.33,0.34,0.35,0.31,0.29,0.34,0.28,0.32,0.33,0.35,0.31,0.27,0.31,0.31,0.29,0.26,0.25,0.24,0.26,0.28,0.22,0.26,0.21,0.22,0.23,0.25,0.23,0.21,0.21,0.24,0.24,0.22,0.19,0.23,0.21,0.23,0.2,0.2,0.21,0.19,0.2,0.17,0.22,0.19,0.22,0.21,0.15,0.21,0.18,0.16,0.17,0.18,0.19,0.19,0.18,0.17,0.18,0.16,0.16,0.25,0.17,0.16,0.16,0.17,0.16,0.14,0.16,0.15,0.13,0.15,0.17,0.15,0.14,0.16,0.14,0.15,0.18,0.13,0.15,0.12,0.13,0.14,0.12,0.13,0.14,0.13,0.14,0.13,0.12,0.12,0.13,0.12,0.14,0.11,0.13,0.12,0.13,0.11,0.14,0.13,0.12,0.13,0.13,0.0,0.11,0.12,0.13,0.15,0.11,0.13,0.13,0.11,0.12,0.12,0.11,0.0,0.11,0.0,0.12,0.13,0.0,0.12,0.11,0.11,0.11,0.13,0.0,0.0,0.12,0.11,0.0,0.12,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.33,0.11,0.0,0.0,0.0,0.0,0.0,0.0,84.22999999999999
10/07/2021,6.13,5.97,3.9,2.18,2.26,2.11,1.42,1.38,1.78,1.4,1.18,1.06,1.02,0.84,0.97,0.95,0.84,0.88,0.9,0.75,0.73,0.75,0.63,0.74,0.61,0.64,0.67,0.57,0.58,0.55,0.58,0.54,0.53,0.63,0.59,0.57,0.55,0.54,0.5,0.54,0.53,0.49,0.55,0.51,0.47,0.4,0.42,0.36,0.42,0.41,0.43,0.37,0.38,0.44,0.41,0.34,0.41,0.4,0.37,0.4,0.37,0.35,0.33,0.35,0.32,0.34,0.36,0.31,0.3,0.34,0.29,0.32,0.32,0.34,0.31,0.27,0.31,0.31,0.28,0.26,0.25,0.24,0.26,0.28,0.22,0.26,0.21,0.22,0.23,0.25,0.24,0.21,0.21,0.24,0.24,0.22,0.19,0.24,0.22,0.23,0.2,0.2,0.22,0.19,0.2,0.17,0.23,0.19,0.22,0.21,0.15,0.21,0.18,0.16,0.17,0.18,0.19,0.19,0.19,0.17,0.18,0.17,0.16,0.25,0.17,0.16,0.17,0.17,0.16,0.14,0.16,0.15,0.13,0.16,0.17,0.15,0.13,0.16,0.14,0.15,0.18,0.14,0.15,0.12,0.13,0.14,0.12,0.13,0.14,0.13,0.14,0.13,0.12,0.12,0.13,0.12,0.14,0.11,0.13,0.12,0.13,0.12,0.14,0.13,0.12,0.13,0.13,0.0,0.12,0.12,0.13,0.14,0.12,0.13,0.12,0.11,0.12,0.12,0.11,0.0,0.11,0.0,0.12,0.13,0.0,0.12,0.11,0.11,0.11,0.13,0.0,0.0,0.12,0.11,0.0,0.11,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.1,0.11,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.11,0.0,0.0,0.0,0.0,0.0,0.0,84.14000000000001
10/08/2021,6.15,6.02,3.89,2.2,2.27,2.13,1.43,1.41,1.76,1.4,1.17,1.05,1.03,0.85,0.97,0.94,0.83,0.88,0.91,0.75,0.72,0.78,0.63,0.73,0.61,0.64,0.66,0.57,0.57,0.54,0.58,0.54,0.53,0.62,0.57,0.57,0.55,0.54,0.51,0.55,0.53,0.5,0.55,0.51,0.47,0.4,0.42,0.36,0.41,0.42,0.43,0.36,0.38,0.43,0.41,0.33,0.4,0.4,0.36,0.4,0.37,0.34,0.33,0.36,0.32,0.33,0.36,0.31,0.29,0.34,0.29,0.32,0.33,0.35,0.31,0.27,0.31,0.32,0.28,0.26,0.25,0.24,0.26,0.28,0.22,0.26,0.21,0.22,0.23,0.24,0.24,0.21,0.2,0.23,0.24,0.22,0.19,0.24,0.21,0.23,0.2,0.2,0.22,0.2,0.19,0.17,0.22,0.19,0.22,0.21,0.15,0.21,0.17,0.16,0.17,0.18,0.19,0.19,0.18,0.17,0.18,0.17,0.16,0.25,0.17,0.16,0.16,0.17,0.16,0.14,0.16,0.15,0.13,0.16,0.17,0.15,0.13,0.16,0.14,0.15,0.18,0.13,0.15,0.12,0.13,0.14,0.12,0.13,0.14,0.13,0.14,0.12,0.12,0.12,0.13,0.12,0.14,0.11,0.13,0.12,0.13,0.12,0.14,0.13,0.12,0.13,0.13,0.0,0.11,0.12,0.13,0.15,0.12,0.13,0.12,0.11,0.12,0.12,0.11,0.0,0.11,0.0,0.12,0.14,0.0,0.12,0.11,0.12,0.11,0.13,0.0,0.0,0.12,0.11,0.0,0.12,0.11,0.11,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.1,0.1,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.11,0.0,0.0,0.0,0.0,0.0,0.0,84.12
10/11/2021,6.17,6.07,3.94,2.15,2.3,2.15,1.44,1.44,1.76,1.39,1.16,1.07,1.05,0.85,0.98,0.95,0.84,0.88,0.9,0.76,0.72,0.77,0.61,0.73,0.6,0.64,0.66,0.57,0.57,0.53,0.59,0.54,0.53,0.63,0.57,0.57,0.55,0.55,0.51,0.54,0.53,0.49,0.55,0.51,0.47,0.4,0.41,0.36,0.41,0.42,0.42,0.36,0.38,0.44,0.4,0.33,0.4,0.4,0.36,0.4,0.37,0.34,0.33,0.36,0.32,0.33,0.35,0.31,0.29,0.35,0.28,0.32,0.33,0.35,0.31,0.27,0.3,0.31,0.29,0.26,0.25,0.24,0.26,0.28,0.22,0.26,0.21,0.22,0.23,0.24,0.24,0.2,0.2,0.23,0.24,0.21,0.19,0.23,0.21,0.23,0.2,0.2,0.22,0.2,0.19,0.16,0.22,0.19,0.22,0.21,0.15,0.21,0.17,0.16,0.18,0.19,0.19,0.19,0.18,0.17,0.18,0.17,0.16,0.25,0.17,0.16,0.16,0.17,0.16,0.14,0.16,0.15,0.13,0.16,0.16,0.15,0.14,0.16,0.14,0.16,0.18,0.14,0.15,0.12,0.13,0.14,0.12,0.13,0.14,0.13,0.14,0.13,0.12,0.12,0.13,0.12,0.14,0.11,0.13,0.13,0.13,0.12,0.14,0.13,0.12,0.13,0.13,0.0,0.11,0.12,0.13,0.14,0.12,0.13,0.12,0.11,0.12,0.12,0.11,0.0,0.11,0.0,0.12,0.13,0.0,0.12,0.11,0.12,0.1,0.13,0.0,0.0,0.12,0.11,0.0,0.12,0.11,0.11,0.12,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.3,0.11,0.0,0.1,0.0,0.0,0.0,0.0,84.23000000000002
