,FSR,MP,SOFI,PRCH,GENI,ETWO,LAZR,QS,HYLN,PSFE,BTRS,OPEN,BFLY,CHPT,GOEV,CANO,CLOV,DM,AEVA,VLDR,n/a,SKLZ,DNMR,RIDE,APPH,HIMS,ALIT,PAYO,LCID,ASTR,STEM,MTTR,MVST,IS,PTRA,WE,DNA,AUR,EMBK,IONQ,MIR,NVTS,SUM
11/29/2021,0.0,0.0,3.53,4.19,2.72,4.36,4.05,0.0,0.0,3.86,0.0,3.22,3.96,4.28,0.0,3.49,3.28,3.46,4.99,0.0,0.0,3.45,0.0,0.0,0.0,0.0,4.16,3.95,5.25,4.33,3.83,5.62,3.93,3.56,4.07,4.41,4.06,0.0,0.0,0.0,0.0,0.0,100.01
11/30/2021,0.0,0.0,3.55,4.11,2.72,4.29,4.03,0.0,0.0,3.86,0.0,3.14,3.84,4.28,0.0,3.59,3.36,3.38,4.98,0.0,0.0,3.5,0.0,0.0,0.0,0.0,4.18,3.96,5.24,4.72,3.75,5.45,3.9,3.54,4.17,4.34,4.14,0.0,0.0,0.0,0.0,0.0,100.02
12/01/2021,0.0,0.0,3.55,4.11,2.72,4.29,4.03,0.0,0.0,3.86,0.0,3.14,3.84,4.28,0.0,3.59,3.36,3.38,4.98,0.0,0.0,3.5,0.0,0.0,0.0,0.0,4.18,3.96,5.24,4.72,3.75,5.45,3.9,3.54,4.17,4.34,4.14,0.0,0.0,0.0,0.0,0.0,100.02
12/02/2021,0.0,0.0,3.55,4.11,2.72,4.29,4.03,0.0,0.0,3.86,0.0,3.14,3.84,4.28,0.0,3.59,3.36,3.38,4.98,0.0,0.0,3.5,0.0,0.0,0.0,0.0,4.18,3.96,5.24,4.72,3.75,5.45,3.9,3.54,4.17,4.34,4.14,0.0,0.0,0.0,0.0,0.0,100.02
12/06/2021,0.0,0.0,3.4,3.9,2.63,4.55,3.82,0.0,0.0,3.63,0.0,2.95,3.7,4.15,0.0,3.7,2.95,3.24,5.35,0.0,0.0,3.14,0.0,0.0,0.0,0.0,4.28,4.03,5.51,4.47,3.83,6.63,3.96,3.49,4.16,4.35,4.16,0.0,0.0,0.0,0.0,0.0,99.98
12/07/2021,0.0,0.0,3.4,3.9,2.63,4.55,3.82,0.0,0.0,3.63,0.0,2.95,3.7,4.15,0.0,3.7,2.95,3.24,5.35,0.0,0.0,3.14,0.0,0.0,0.0,0.0,4.28,4.03,5.51,4.47,3.83,6.63,3.96,3.49,4.16,4.35,4.16,0.0,0.0,0.0,0.0,0.0,99.98
12/08/2021,0.0,0.0,3.4,3.9,2.63,4.55,3.82,0.0,0.0,3.63,0.0,2.95,3.7,4.15,0.0,3.7,2.95,3.24,5.35,0.0,0.0,3.14,0.0,0.0,0.0,0.0,4.28,4.03,5.51,4.47,3.83,6.63,3.96,3.49,4.16,4.35,4.16,0.0,0.0,0.0,0.0,0.0,99.98
12/09/2021,0.0,0.0,3.4,3.9,2.63,4.55,3.82,0.0,0.0,3.63,0.0,2.95,3.7,4.15,0.0,3.7,2.95,3.24,5.35,0.0,0.0,3.14,0.0,0.0,0.0,0.0,4.28,4.03,5.51,4.47,3.83,6.63,3.96,3.49,4.16,4.35,4.16,0.0,0.0,0.0,0.0,0.0,99.98
12/10/2021,0.0,0.0,3.4,3.9,2.63,4.55,3.82,0.0,0.0,3.63,0.0,2.95,3.7,4.15,0.0,3.7,2.95,3.24,5.35,0.0,0.0,3.14,0.0,0.0,0.0,0.0,4.28,4.03,5.51,4.47,3.83,6.63,3.96,3.49,4.16,4.35,4.16,0.0,0.0,0.0,0.0,0.0,99.98
12/13/2021,0.0,0.0,3.4,3.9,2.63,4.55,3.82,0.0,0.0,3.63,0.0,2.95,3.7,4.15,0.0,3.7,2.95,3.24,5.35,0.0,0.0,3.14,0.0,0.0,0.0,0.0,4.28,4.03,5.51,4.47,3.83,6.63,3.96,3.49,4.16,4.35,4.16,0.0,0.0,0.0,0.0,0.0,99.98
12/14/2021,0.0,0.0,3.4,3.9,2.63,4.55,3.82,0.0,0.0,3.63,0.0,2.95,3.7,4.15,0.0,3.7,2.95,3.24,5.35,0.0,0.0,3.14,0.0,0.0,0.0,0.0,4.28,4.03,5.51,4.47,3.83,6.63,3.96,3.49,4.16,4.35,4.16,0.0,0.0,0.0,0.0,0.0,99.98
12/15/2021,0.0,0.0,3.4,3.9,2.63,4.55,3.82,0.0,0.0,3.63,0.0,2.95,3.7,4.15,0.0,3.7,2.95,3.24,5.35,0.0,0.0,3.14,0.0,0.0,0.0,0.0,4.28,4.03,5.51,4.47,3.83,6.63,3.96,3.49,4.16,4.35,4.16,0.0,0.0,0.0,0.0,0.0,99.98
12/16/2021,0.0,0.0,3.4,3.9,2.63,4.55,3.82,0.0,0.0,3.63,0.0,2.95,3.7,4.15,0.0,3.7,2.95,3.24,5.35,0.0,0.0,3.14,0.0,0.0,0.0,0.0,4.28,4.03,5.51,4.47,3.83,6.63,3.96,3.49,4.16,4.35,4.16,0.0,0.0,0.0,0.0,0.0,99.98
12/17/2021,0.0,0.0,3.4,3.9,2.63,4.55,3.82,0.0,0.0,3.63,0.0,2.95,3.7,4.15,0.0,3.7,2.95,3.24,5.35,0.0,0.0,3.14,0.0,0.0,0.0,0.0,4.28,4.03,5.51,4.47,3.83,6.63,3.96,3.49,4.16,4.35,4.16,0.0,0.0,0.0,0.0,0.0,99.98
12/20/2021,0.0,0.0,3.4,3.9,2.63,4.55,3.82,0.0,0.0,3.63,0.0,2.95,3.7,4.15,0.0,3.7,2.95,3.24,5.35,0.0,0.0,3.14,0.0,0.0,0.0,0.0,4.28,4.03,5.51,4.47,3.83,6.63,3.96,3.49,4.16,4.35,4.16,0.0,0.0,0.0,0.0,0.0,99.98
12/21/2021,0.0,0.0,3.99,0.0,4.07,3.68,0.0,0.0,0.0,4.17,0.0,0.0,4.16,3.83,0.0,4.23,4.03,0.0,3.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12,4.24,4.08,3.97,4.03,3.98,3.97,4.18,4.08,3.9,4.55,4.01,3.93,3.7,3.67,3.63,100.01
12/22/2021,0.0,0.0,3.99,0.0,4.07,3.68,0.0,0.0,0.0,4.17,0.0,0.0,4.16,3.83,0.0,4.23,4.03,0.0,3.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12,4.24,4.08,3.97,4.03,3.98,3.97,4.18,4.08,3.9,4.55,4.01,3.93,3.7,3.67,3.63,100.01
12/23/2021,0.0,0.0,3.99,0.0,4.07,3.68,0.0,0.0,0.0,4.17,0.0,0.0,4.16,3.83,0.0,4.23,4.03,0.0,3.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.12,4.24,4.08,3.97,4.03,3.98,3.97,4.18,4.08,3.9,4.55,4.01,3.93,3.7,3.67,3.63,100.01
12/24/2021,0.0,0.0,4.15,0.0,4.05,3.82,0.0,0.0,0.0,4.0,0.0,0.0,4.24,3.79,0.0,4.29,3.99,0.0,3.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.22,4.15,4.05,3.87,4.06,3.9,3.8,4.18,4.08,4.12,4.71,4.05,3.93,3.52,3.73,3.52,100.0
12/27/2021,0.0,0.0,4.12,0.0,4.17,3.76,0.0,0.0,0.0,4.18,0.0,0.0,4.12,3.78,0.0,4.24,3.97,0.0,3.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,4.23,3.99,3.83,4.26,4.26,3.66,4.32,4.19,3.88,4.56,3.7,3.83,3.75,3.57,3.6,100.0
12/28/2021,0.0,0.0,4.09,0.0,4.13,3.83,0.0,0.0,0.0,4.35,0.0,0.0,4.21,3.82,0.0,4.17,4.03,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34,4.45,3.82,3.77,4.23,4.04,3.57,4.26,4.15,3.9,4.33,3.69,3.77,3.92,3.71,3.62,100.0
12/29/2021,0.0,0.0,4.09,0.0,4.13,3.83,0.0,0.0,0.0,4.35,0.0,0.0,4.21,3.82,0.0,4.17,4.03,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34,4.45,3.82,3.77,4.23,4.04,3.57,4.26,4.15,3.9,4.33,3.69,3.77,3.92,3.71,3.62,100.0
12/30/2021,0.0,0.0,4.09,0.0,4.13,3.83,0.0,0.0,0.0,4.35,0.0,0.0,4.21,3.82,0.0,4.17,4.03,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34,4.45,3.82,3.77,4.23,4.04,3.57,4.26,4.15,3.9,4.33,3.69,3.77,3.92,3.71,3.62,100.0
12/31/2021,0.0,0.0,4.14,0.0,4.02,4.05,0.0,0.0,0.0,4.27,0.0,0.0,4.07,3.84,0.0,4.1,3.83,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.53,4.52,3.86,3.61,4.18,3.98,3.54,4.17,4.19,4.25,3.81,3.73,3.98,3.85,3.89,3.81,100.02
01/03/2022,0.0,0.0,4.13,0.0,4.1,4.18,0.0,0.0,0.0,4.41,0.0,0.0,3.83,3.74,0.0,4.19,3.77,0.0,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.59,4.62,3.95,3.17,4.21,3.9,3.3,4.18,4.25,4.29,3.79,3.72,4.03,4.09,3.91,3.93,99.99
01/03/2022,0.0,0.0,4.4,0.0,4.36,4.09,0.0,0.0,0.0,4.34,0.0,0.0,3.92,3.94,0.0,4.13,3.75,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.51,4.68,4.01,3.13,4.22,3.86,3.4,4.21,4.2,4.25,3.71,3.62,3.84,3.96,3.79,4.05,99.99
01/03/2022,0.0,0.0,4.4,0.0,4.36,4.09,0.0,0.0,0.0,4.34,0.0,0.0,3.92,3.94,0.0,4.13,3.75,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.51,4.68,4.01,3.13,4.22,3.86,3.4,4.21,4.2,4.25,3.71,3.62,3.84,3.96,3.79,4.05,99.99
01/04/2022,0.0,0.0,4.4,0.0,4.36,4.09,0.0,0.0,0.0,4.34,0.0,0.0,3.92,3.94,0.0,4.13,3.75,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.51,4.68,4.01,3.13,4.22,3.86,3.4,4.21,4.2,4.25,3.71,3.62,3.84,3.96,3.79,4.05,99.99
01/05/2022,0.0,0.0,4.4,0.0,4.36,4.09,0.0,0.0,0.0,4.34,0.0,0.0,3.92,3.94,0.0,4.13,3.75,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.51,4.68,4.01,3.13,4.22,3.86,3.4,4.21,4.2,4.25,3.71,3.62,3.84,3.96,3.79,4.05,99.99
01/06/2022,0.0,0.0,4.4,0.0,4.36,4.09,0.0,0.0,0.0,4.34,0.0,0.0,3.92,3.94,0.0,4.13,3.75,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.51,4.68,4.01,3.13,4.22,3.86,3.4,4.21,4.2,4.25,3.71,3.62,3.84,3.96,3.79,4.05,99.99
