,Us Dollars,ORCL,GOOGL,AAPL,IT,CRUS,AYI,MSCI,TGT,MTD,HCA,ORLY,BRKR,WAT,TPX,WH,CHTR,CHDN,AN,FICO,QCOM,HPQ,TMO,QRVO,A,AMED,ANTM,CE,WSM,NSC,VOYA,GWW,UNP,WMT,PII,HD,MOH,KR,LB,STT,DG,TTC,DECK,HON,FB,CDW,DD,FCN,CMI,SHW,TXT,HSY,LOW,NVR,EBAY,ODFL,ATUS,LII,KSU,CI,LKQ,ALL,DVA,AMP,BRK.B,SEE,MAS,MET,BWA,CSL,EQH,KEYS,LPX,SPOT,NUE,NXST,JEF,LRCX,GS,RHI,L,KLAC,ARW,FL,KSS,BBY,GNTX,BEN,SLM,VVV,MAN,PHM,FNF,OC,TOL,QRTEA,MHK,BOKF,AOS,ACM,AFG,VSCO WI,n/a,BBWI WI,VSCO,HWM,EVR,DFS,CTVA,KEY,JPM,COF,USB,CSX,LNC,HRB,CMA,ESI,AFL,LBRDK,SYF,BAC,BK,BPOP,JBL,ULTA,PRU,MCO,ALLY,DBX,HIG,AMH,SCI,DKS,AMAT,DPZ,HRC,MCK,AAP,TSCO,AZO,STLD,CCK,LH,DGX,HOLX,SUM
08/09/2021,0.0,1.1,1.09,1.05,1.17,0.93,0.98,1.15,1.06,1.08,1.16,1.03,1.04,1.11,1.01,0.95,1.04,0.94,1.18,0.95,1.02,0.94,1.05,0.98,1.03,0.75,0.96,0.98,0.97,0.93,1.03,0.97,0.96,1.03,0.97,1.02,1.03,1.07,0.83,1.02,1.06,1.01,1.09,1.02,1.01,1.06,0.93,1.03,0.93,1.05,1.02,1.01,0.96,1.0,0.94,1.03,0.83,0.93,0.94,0.85,0.98,0.94,1.04,1.02,0.98,0.96,1.01,0.95,0.93,1.04,1.01,1.06,0.9,0.8,1.03,0.98,0.99,0.99,1.0,1.09,0.96,1.1,1.0,0.85,0.92,0.97,0.95,0.95,0.88,0.93,0.95,0.94,1.03,0.94,0.97,0.88,0.99,0.97,0.97,0.96,1.03,0.26,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.93999999999998
08/10/2021,0.0,1.1,1.08,1.04,1.16,0.92,0.99,1.15,1.05,1.07,1.16,1.03,1.06,1.1,0.99,0.95,1.04,0.96,1.17,0.93,1.01,0.94,1.04,0.98,1.03,0.71,0.97,0.99,0.94,0.93,1.06,0.97,0.97,1.02,0.95,1.0,1.01,1.07,0.82,1.05,1.06,1.01,1.09,1.02,1.01,1.05,0.95,1.03,0.93,1.06,1.03,1.0,0.95,0.98,0.91,1.03,0.84,0.94,0.93,0.86,0.99,0.96,1.06,1.03,1.0,0.97,1.0,0.98,0.9,1.05,1.02,1.06,0.92,0.81,1.05,0.98,1.01,0.99,1.03,1.09,0.97,1.1,1.0,0.85,0.94,0.96,0.95,0.96,0.89,0.93,0.96,0.93,1.03,0.94,0.96,0.85,1.0,1.0,0.97,0.96,1.03,0.26,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
08/11/2021,0.0,1.1,1.08,1.04,1.16,0.92,0.99,1.15,1.05,1.07,1.16,1.03,1.06,1.1,0.99,0.95,1.04,0.96,1.17,0.93,1.01,0.94,1.04,0.98,1.03,0.71,0.97,0.99,0.94,0.93,1.06,0.97,0.97,1.02,0.95,1.0,1.01,1.07,0.82,1.05,1.06,1.01,1.09,1.02,1.01,1.05,0.95,1.03,0.93,1.06,1.03,1.0,0.95,0.98,0.91,1.03,0.84,0.94,0.93,0.86,0.99,0.96,1.06,1.03,1.0,0.97,1.0,0.98,0.9,1.05,1.02,1.06,0.92,0.81,1.05,0.98,1.01,0.99,1.03,1.09,0.97,1.1,1.0,0.85,0.94,0.96,0.95,0.96,0.89,0.93,0.96,0.93,1.03,0.94,0.96,0.85,1.0,1.0,0.97,0.96,1.03,0.26,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
08/12/2021,0.0,1.11,1.09,1.05,1.14,0.92,0.97,1.15,1.06,1.07,1.15,1.02,1.06,1.1,1.01,0.95,1.04,0.95,1.17,0.91,1.02,0.95,1.04,0.98,1.04,0.75,0.96,1.0,0.93,0.93,1.06,0.97,0.97,1.02,0.94,1.0,1.0,1.08,0.82,1.06,1.06,1.01,1.09,1.01,1.0,1.05,0.94,1.02,0.93,1.06,1.03,1.01,0.94,0.97,0.91,1.03,0.84,0.94,0.93,0.87,0.98,0.98,1.06,1.03,1.01,0.97,0.99,0.98,0.91,1.04,1.01,1.06,0.91,0.82,1.09,0.97,1.01,0.99,1.04,1.09,0.98,1.1,1.01,0.86,0.95,0.95,0.95,0.98,0.87,0.91,0.97,0.92,1.05,0.93,0.96,0.82,0.97,0.99,0.97,0.97,1.04,0.31,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/13/2021,0.0,1.1,1.08,1.03,1.14,0.92,0.99,1.14,1.06,1.06,1.11,1.02,1.05,1.09,1.0,0.96,1.03,0.96,1.16,0.89,1.01,0.95,1.03,0.96,1.03,0.72,0.96,1.02,0.96,0.94,1.06,0.97,0.97,1.04,0.95,1.0,0.97,1.09,0.0,1.06,1.06,1.01,1.07,1.02,0.99,1.06,0.96,1.01,0.94,1.05,1.03,1.0,0.94,0.97,0.93,1.03,0.81,0.95,0.99,0.86,0.98,0.98,1.05,1.04,1.0,0.98,0.99,0.99,0.91,1.03,1.03,1.05,0.93,0.78,1.19,0.96,1.01,0.94,1.05,1.09,0.98,1.06,0.99,0.88,0.96,0.96,0.95,0.99,0.87,0.9,0.97,0.93,1.06,0.94,0.96,0.84,0.99,0.99,0.97,0.95,1.03,0.32,0.53,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/16/2021,0.0,1.09,1.08,1.05,1.18,0.91,0.99,1.13,1.04,1.05,1.11,1.0,1.04,1.1,1.01,0.94,1.03,0.95,1.15,0.87,1.01,0.97,1.03,0.94,1.03,0.68,0.92,1.03,0.98,0.97,1.03,0.95,0.99,1.03,0.97,1.0,0.93,1.08,0.0,1.05,1.05,0.99,1.06,1.02,0.99,1.08,0.96,1.02,0.95,1.07,1.04,0.99,0.95,0.97,0.95,1.04,0.8,0.95,0.99,0.85,0.98,0.98,1.03,1.05,1.0,0.98,1.02,1.0,0.91,1.04,1.01,1.04,0.96,0.77,1.25,0.94,1.02,0.88,1.06,1.11,0.98,1.01,0.99,0.88,0.97,0.98,0.93,0.99,0.86,0.91,0.99,0.94,1.06,0.95,0.99,0.82,1.03,0.99,0.96,0.98,1.04,0.31,0.52,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
08/17/2021,0.0,1.1,1.09,1.05,1.19,0.92,1.0,1.14,1.04,1.07,1.11,1.0,1.05,1.12,1.02,0.94,1.03,0.93,1.14,0.87,1.02,0.92,1.04,0.94,1.04,0.67,0.93,1.03,0.96,0.97,1.04,0.96,0.99,1.04,0.95,1.0,0.94,1.08,0.0,1.05,1.05,1.0,1.08,1.02,0.99,1.09,0.95,1.01,0.95,1.07,1.04,1.0,0.94,0.97,1.02,1.05,0.79,0.95,0.99,0.86,0.97,0.98,1.03,1.05,1.0,0.98,1.03,1.0,0.9,1.05,1.01,1.05,0.94,0.76,1.26,0.93,1.0,0.88,1.05,1.12,0.97,1.01,0.98,0.87,0.95,0.94,0.92,0.98,0.86,0.9,1.0,0.94,1.07,0.94,1.0,0.82,1.03,0.98,0.97,0.97,1.04,0.33,0.54,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/18/2021,0.0,1.1,1.09,1.05,1.19,0.92,1.0,1.14,1.04,1.07,1.11,1.0,1.05,1.12,1.02,0.94,1.03,0.93,1.14,0.87,1.02,0.92,1.04,0.94,1.04,0.67,0.93,1.03,0.96,0.97,1.04,0.96,0.99,1.04,0.95,1.0,0.94,1.08,0.0,1.05,1.05,1.0,1.08,1.02,0.99,1.09,0.95,1.01,0.95,1.07,1.04,1.0,0.94,0.97,1.02,1.05,0.79,0.95,0.99,0.86,0.97,0.98,1.03,1.05,1.0,0.98,1.03,1.0,0.9,1.05,1.01,1.05,0.94,0.76,1.26,0.93,1.0,0.88,1.05,1.12,0.97,1.01,0.98,0.87,0.95,0.94,0.92,0.98,0.86,0.9,1.0,0.94,1.07,0.94,1.0,0.82,1.03,0.98,0.97,0.97,1.04,0.33,0.54,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/19/2021,0.0,1.1,1.09,1.06,1.2,0.92,1.0,1.13,1.04,1.08,1.12,1.01,1.06,1.12,1.02,0.93,1.04,0.91,1.2,0.86,1.01,0.93,1.05,0.93,1.06,0.68,0.95,1.0,0.99,0.97,1.04,0.95,0.98,1.04,0.95,1.01,0.95,1.1,0.0,1.04,1.05,1.0,1.07,1.02,1.0,1.09,0.94,1.01,0.95,1.08,1.03,1.0,0.95,0.97,1.04,1.05,0.78,0.94,0.99,0.85,0.97,0.99,1.04,1.04,1.0,0.98,1.03,0.99,0.89,1.05,0.99,1.05,0.92,0.75,1.24,0.92,1.0,0.89,1.04,1.12,0.97,1.01,0.98,0.86,0.94,0.95,0.93,0.98,0.86,0.91,0.99,0.94,1.06,0.94,1.0,0.79,1.01,0.96,0.97,0.96,1.04,0.31,0.54,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.94000000000004
08/20/2021,0.0,1.12,1.09,1.07,1.22,0.91,1.0,1.15,1.02,1.09,1.13,1.02,1.06,1.13,1.01,0.92,1.06,0.9,1.14,0.89,1.0,0.92,1.07,0.92,1.07,0.69,0.97,1.0,0.98,0.97,1.05,0.96,0.99,1.06,0.94,0.98,0.99,1.16,0.0,1.03,1.04,0.99,1.06,1.03,0.99,1.09,0.94,1.04,0.95,1.08,1.02,1.02,0.91,0.96,1.02,1.06,0.79,0.94,1.0,0.86,0.97,0.99,1.06,1.04,1.01,0.98,1.02,0.99,0.89,1.06,0.99,1.05,0.91,0.75,1.21,0.93,1.0,0.89,1.05,1.13,0.98,1.0,1.0,0.84,0.93,0.93,0.93,0.96,0.87,0.91,1.0,0.92,1.07,0.92,0.97,0.8,0.99,0.97,0.96,0.96,1.06,0.32,0.55,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/23/2021,0.0,1.1,1.09,1.06,1.21,0.91,0.99,1.12,1.0,1.09,1.15,1.04,1.08,1.14,1.01,0.92,1.07,0.93,1.14,0.88,0.98,0.9,1.07,0.92,1.12,0.67,0.97,0.98,0.98,0.96,1.02,0.95,0.99,1.06,0.91,0.99,1.01,1.19,0.0,1.01,1.05,0.97,1.08,1.02,0.99,1.09,0.92,1.04,0.95,1.09,1.0,1.02,1.02,0.96,1.03,1.07,0.77,0.94,1.01,0.85,1.0,0.99,1.06,1.02,1.01,0.98,1.01,0.98,0.85,1.05,0.95,1.07,0.93,0.75,1.2,0.91,0.99,0.89,1.03,1.12,0.98,1.01,1.0,0.86,0.99,0.93,0.92,0.94,0.86,0.89,0.98,0.91,1.08,0.91,0.97,0.78,0.98,0.96,0.96,0.97,1.06,0.31,0.55,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
08/24/2021,0.0,1.09,1.09,1.06,1.19,0.93,1.0,1.13,1.02,1.08,1.15,1.03,1.08,1.12,1.0,0.93,1.07,0.94,1.14,0.86,0.98,0.91,1.07,0.91,1.11,0.66,0.96,0.98,1.0,0.96,1.01,0.95,0.98,1.06,0.9,1.0,1.02,1.2,0.0,1.0,1.05,0.97,1.09,1.01,0.99,1.08,0.91,1.02,0.94,1.09,1.01,1.01,1.04,0.97,1.02,1.07,0.81,0.94,1.0,0.85,0.99,0.99,1.06,1.02,1.0,0.98,1.01,0.98,0.84,1.05,0.96,1.07,0.94,0.79,1.17,0.92,0.99,0.87,1.03,1.12,0.97,0.99,1.0,0.91,1.01,0.94,0.91,0.94,0.85,0.89,0.98,0.92,1.07,0.91,0.99,0.79,0.99,0.97,0.96,0.96,1.06,0.3,0.56,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/25/2021,0.0,1.09,1.09,1.06,1.19,0.93,1.0,1.13,1.02,1.08,1.15,1.03,1.08,1.12,1.0,0.93,1.07,0.94,1.14,0.86,0.98,0.91,1.07,0.91,1.11,0.66,0.96,0.98,1.0,0.96,1.01,0.95,0.98,1.06,0.9,1.0,1.02,1.2,0.0,1.0,1.05,0.97,1.09,1.01,0.99,1.08,0.91,1.02,0.94,1.09,1.01,1.01,1.04,0.97,1.02,1.07,0.81,0.94,1.0,0.85,0.99,0.99,1.06,1.02,1.0,0.98,1.01,0.98,0.84,1.05,0.96,1.07,0.94,0.79,1.17,0.92,0.99,0.87,1.03,1.12,0.97,0.99,1.0,0.91,1.01,0.94,0.91,0.94,0.85,0.89,0.98,0.92,1.07,0.91,0.99,0.79,0.99,0.97,0.96,0.96,1.06,0.0,0.56,0.88,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/26/2021,0.0,1.09,1.11,1.06,1.19,0.93,1.01,1.13,1.01,1.07,1.15,1.02,1.07,1.12,1.01,0.92,1.07,0.95,1.13,0.86,0.99,0.91,1.06,0.92,1.12,0.66,0.96,0.99,0.98,0.96,1.01,0.95,0.98,1.05,0.9,0.99,1.0,1.19,0.0,1.02,1.05,0.96,1.08,1.01,1.0,1.09,0.91,1.0,0.95,1.08,1.01,1.0,1.02,0.95,1.02,1.07,0.82,0.93,1.0,0.85,0.98,1.0,1.05,1.02,0.99,0.98,1.01,0.98,0.84,1.04,0.95,1.08,0.95,0.8,1.2,0.93,1.02,0.89,1.04,1.11,0.98,1.02,1.0,0.91,1.02,0.94,0.9,0.95,0.85,0.88,0.98,0.91,1.07,0.9,0.98,0.8,0.99,0.97,0.96,0.96,1.06,0.0,0.56,0.89,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96999999999998
08/27/2021,0.0,1.08,1.11,1.06,1.17,0.93,1.02,1.11,1.0,1.06,1.14,1.01,1.1,1.11,1.02,0.94,1.06,0.97,1.13,0.87,0.99,0.92,1.05,0.92,1.12,0.67,0.95,0.99,1.02,0.93,1.0,0.94,0.96,1.03,0.91,0.98,1.01,1.16,0.0,1.03,1.03,0.96,1.08,1.01,1.0,1.08,0.92,1.0,0.94,1.06,1.02,0.98,1.0,0.95,1.0,1.07,0.8,0.92,0.99,0.86,0.99,0.99,1.04,1.03,0.99,0.98,1.0,0.98,0.85,1.04,0.97,1.1,0.97,0.8,1.23,0.94,1.03,0.89,1.05,1.11,0.97,1.01,1.0,0.92,1.05,1.01,0.9,0.96,0.84,0.89,0.98,0.93,1.06,0.92,1.0,0.81,0.99,0.97,0.96,0.98,1.05,0.0,0.55,0.9,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
08/30/2021,0.0,1.08,1.11,1.04,1.19,0.95,1.01,1.12,0.99,1.08,1.15,1.01,1.11,1.12,1.04,0.95,1.06,0.98,1.08,0.86,0.97,0.92,1.05,0.92,1.13,0.65,0.93,1.0,1.12,0.93,1.01,0.93,0.96,1.02,0.88,0.97,1.0,1.14,0.0,1.07,1.0,0.97,1.05,1.01,0.99,1.08,0.91,0.99,0.95,1.06,1.0,0.97,1.01,0.94,1.04,1.07,0.78,0.91,0.99,0.84,0.99,0.99,1.02,1.04,0.98,0.99,1.01,0.99,0.83,1.06,0.96,1.1,1.0,0.8,1.18,0.93,1.05,0.89,1.06,1.11,0.97,1.02,1.01,0.89,1.02,0.98,0.88,0.96,0.85,0.89,0.97,0.93,1.06,0.94,1.03,0.8,0.98,0.96,0.96,1.0,1.04,0.0,0.59,0.89,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/31/2021,0.0,1.07,1.12,1.04,1.19,0.96,1.02,1.12,0.98,1.07,1.14,0.98,1.1,1.11,1.05,0.96,1.06,1.01,1.08,0.87,0.98,0.91,1.03,0.94,1.12,0.65,0.93,1.0,1.09,0.93,1.0,0.93,0.95,1.01,0.87,0.96,1.0,1.14,0.0,1.07,0.99,0.96,1.04,1.0,1.01,1.08,0.91,0.97,0.95,1.05,1.01,0.96,1.0,0.93,1.04,1.07,0.78,0.92,0.99,0.84,0.99,0.99,1.02,1.05,0.98,0.98,1.01,0.99,0.84,1.06,0.97,1.1,1.02,0.8,1.18,0.94,1.06,0.91,1.06,1.11,0.98,1.04,1.02,0.87,1.01,0.96,0.89,0.98,0.86,0.89,0.97,0.94,1.06,0.95,1.04,0.82,0.98,0.97,0.96,1.0,1.04,0.0,0.6,0.89,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/01/2021,0.0,1.07,1.12,1.04,1.19,0.96,1.02,1.12,0.98,1.07,1.14,0.98,1.1,1.11,1.05,0.96,1.06,1.01,1.08,0.87,0.98,0.91,1.03,0.94,1.12,0.65,0.93,1.0,1.09,0.93,1.0,0.93,0.95,1.01,0.87,0.96,1.0,1.14,0.0,1.07,0.99,0.96,1.04,1.0,1.01,1.08,0.91,0.97,0.95,1.05,1.01,0.96,1.0,0.93,1.04,1.07,0.78,0.92,0.99,0.84,0.99,0.99,1.02,1.05,0.98,0.98,1.01,0.99,0.84,1.06,0.97,1.1,1.02,0.8,1.18,0.94,1.06,0.91,1.06,1.11,0.98,1.04,1.02,0.87,1.01,0.96,0.89,0.98,0.86,0.89,0.97,0.94,1.06,0.95,1.04,0.82,0.98,0.97,0.96,1.0,1.04,0.0,0.6,0.89,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/02/2021,0.0,1.08,1.12,1.07,1.18,0.97,1.0,1.14,0.98,1.09,1.15,0.99,1.12,1.12,1.05,0.95,1.07,1.01,1.08,0.86,0.99,0.94,1.05,0.94,1.14,0.64,0.92,1.0,1.11,0.92,0.99,0.93,0.94,1.01,0.88,0.97,0.99,1.15,0.0,1.05,0.99,0.96,1.03,1.0,1.03,1.09,0.9,0.98,0.94,1.06,1.0,0.97,1.0,0.93,1.06,1.09,0.76,0.92,0.98,0.83,0.99,0.96,1.02,1.04,0.98,0.98,1.01,0.98,0.83,1.07,0.96,1.11,1.03,0.83,1.19,0.93,1.04,0.91,1.05,1.11,0.96,1.04,1.02,0.85,1.0,0.97,0.88,0.96,0.84,0.88,0.97,0.93,1.06,0.94,1.03,0.81,0.98,0.95,0.97,0.99,1.04,0.0,0.6,0.9,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/03/2021,0.0,1.08,1.12,1.07,1.18,0.97,1.0,1.14,0.98,1.09,1.15,0.99,1.12,1.12,1.05,0.95,1.07,1.01,1.08,0.86,0.99,0.94,1.05,0.94,1.14,0.64,0.92,1.0,1.11,0.92,0.99,0.93,0.94,1.01,0.88,0.97,0.99,1.15,0.0,1.05,0.99,0.96,1.03,1.0,1.03,1.09,0.9,0.98,0.94,1.06,1.0,0.97,1.0,0.93,1.06,1.09,0.76,0.92,0.98,0.83,0.99,0.96,1.02,1.04,0.98,0.98,1.01,0.98,0.83,1.07,0.96,1.11,1.03,0.83,1.19,0.93,1.04,0.91,1.05,1.11,0.96,1.04,1.02,0.85,1.0,0.97,0.88,0.96,0.84,0.88,0.97,0.93,1.06,0.94,1.03,0.81,0.98,0.95,0.97,0.99,1.04,0.0,0.6,0.9,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/06/2021,0.0,1.08,1.11,1.07,1.2,0.95,0.97,1.16,0.97,1.07,1.14,0.96,1.13,1.15,1.05,0.94,1.08,1.03,1.05,0.89,0.98,0.93,1.06,0.91,1.15,0.68,0.95,0.98,1.08,0.9,0.99,0.94,0.93,1.02,0.84,0.97,1.02,1.18,0.0,1.06,0.99,0.94,0.99,1.0,1.01,1.1,0.9,0.97,0.94,1.07,1.02,0.98,1.01,0.93,1.04,1.11,0.78,0.92,0.99,0.88,0.97,0.96,1.04,1.04,0.97,0.99,1.0,0.97,0.84,1.04,0.97,1.12,1.0,0.9,1.14,0.95,1.04,0.9,1.05,1.12,0.96,1.03,0.98,0.88,0.99,0.95,0.88,0.96,0.84,0.89,0.99,0.93,1.04,0.93,1.04,0.8,0.96,0.95,0.98,1.0,1.05,0.0,0.62,0.85,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.93000000000002
09/07/2021,0.0,1.09,1.12,1.08,1.21,0.95,0.96,1.16,0.97,1.08,1.15,0.98,1.15,1.16,1.06,0.93,1.08,1.05,1.04,0.89,0.98,0.94,1.07,0.92,1.17,0.67,0.95,0.97,1.07,0.9,0.99,0.93,0.93,1.03,0.86,0.99,1.03,1.17,0.0,1.06,0.98,0.95,1.01,0.99,1.02,1.1,0.88,0.97,0.95,1.07,1.01,0.98,1.01,0.93,1.05,1.12,0.78,0.92,0.98,0.87,0.97,0.97,1.04,1.04,0.97,0.99,1.0,0.97,0.84,1.04,0.97,1.13,1.02,0.89,1.13,0.94,1.03,0.92,1.05,1.11,0.95,1.04,0.98,0.88,0.97,0.94,0.89,0.95,0.83,0.9,0.98,0.92,1.04,0.92,1.04,0.79,0.94,0.95,0.97,1.01,1.05,0.0,0.6,0.86,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
