,ASAN,SYKE,TTD,MSTR,APPN,SPT,BILL,AVLR,WK,COUP,SPLK,SMAR,FIVN,HUBS,NET,EVBG,DOMO,CRWD,VRNS,RIOT,PAYC,DOCU,DDOG,ZUO,RPD,SQ,NOW,MARA,CDAY,ATEN,PCTY,DT,RNG,ADBE,NTNX,SAIL,QADA,RAMP,FTNT,ZM,TYL,IT,ESTC,JCOM,DCT,BKI,ZS,BL,PYPL,ALTR,MSFT,CDNS,PAYA,ZEN,PANW,ACN,JAMF,PRFT,PTC,PEGA,ADSK,CRNC,SNPS,INTU,ZNGA,ANSS,BOX,AZPN,SPSC,VRRM,CNXC,LPSN,ALRM,MIME,VERX,CRM,MGI,DBX,PD,QLYS,AGYS,WDAY,PLAN,AYX,PAYX,ECOM,MA,EGHT,GWRE,CSOD,MANH,MSP,RPAY,QTWO,CSGS,FICO,EPAM,V,MITK,IMXI,G,JKHY,CLDR,BR,EXLS,MCFE,MDLA,ADP,MNTV,EPAY,PFPT,ORCL,WORK,TTEC,DLB,TDC,PLTR,AFRM,BLKB,FIS,GPN,NUAN,NEWR,SSNC,SWI,UPLD,AI,VG,EVTC,FEYE,FISV,APPF,TENB,EVOP,IIIV,BNFT,EA,MODN,CVLT,ZIXI,XM,NLOK,FOUR,CTSH,PRGS,CTXS,ATVI,OSPN,WEX,YEXT,VRNT,PRO,VMW,ACIW,DXC,AVYA,FLT,ENV,APPS,TTWO,UIS,XPER,PING,ADS,CDK,WU,BTRS,DMRC,IBM,MMS,SCPL,TLS,PLTK,VERI,ETWO,CLSK,EEFT,IDCC,SKLZ,EBIX,CNDT,Sabre Corp.,AMSWA,CASS,STATE STREET INSTITUTIONAL LIQ STATE STR,U.S. Dollar,SABR,Skillz Inc. Class A,Cleanspark Inc.,SDA.AX,N-able Inc.,NABL WI,002810.KS,GVMXX,SWIEUR,SSIXX,NABL,603121.SS,n/a,GSKY,OLO,GDYN,NCR,APP,KNBE,CTLP,HCKT,CCSI,MNDT,ZD,KD WI,LYLTV,LYLT,KD,TASK,CFLT,BSY,U,NCNO,SUMO,YOU,S,LTCH,MTTR,MQ,PATH,PAYO,AVPT,PYCR,CCCS,LAW,FLYW,GTLB,EMBK,CWAN,FRSH,TWKS,INFA,TOST,CXM,AMPL,BFH,SUM
09/28/2021,0.65,0.0,0.56,0.51,0.56,0.59,0.51,0.54,0.56,0.53,0.52,0.55,0.52,0.58,0.0,0.54,0.58,0.53,0.51,0.5,0.57,0.52,0.57,0.55,0.54,0.56,0.54,0.53,0.55,0.56,0.59,0.56,0.53,0.5,0.52,0.53,0.53,0.51,0.53,0.48,0.54,0.55,0.55,0.56,0.52,0.5,0.55,0.55,0.52,0.53,0.53,0.52,0.51,0.55,0.55,0.52,0.54,0.55,0.52,0.53,0.55,0.54,0.51,0.54,0.46,0.51,0.58,0.52,0.64,0.56,0.52,0.5,0.54,0.52,0.54,0.59,0.51,0.53,0.56,0.55,0.54,0.53,0.53,0.55,0.53,0.52,0.54,0.55,0.52,0.53,0.52,0.52,0.56,0.54,0.54,0.49,0.53,0.54,0.49,0.4,0.52,0.53,0.53,0.53,0.54,0.56,0.53,0.53,0.52,0.51,0.0,0.53,0.0,0.49,0.52,0.57,0.57,0.53,0.57,0.52,0.51,0.53,0.53,0.52,0.0,0.53,0.52,0.59,0.54,0.53,0.52,0.54,0.55,0.5,0.44,0.52,0.47,0.49,0.52,0.47,0.52,0.5,0.58,0.54,0.62,0.54,0.5,0.52,0.53,0.52,0.56,0.52,0.54,0.52,0.54,0.55,0.54,0.54,0.63,0.51,0.57,0.52,0.56,0.58,0.55,0.51,0.54,0.53,0.53,0.53,0.58,0.47,0.49,0.68,0.53,0.47,0.52,0.53,0.54,0.55,0.51,0.0,0.46,0.28,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.06,0.72,0.53,0.56,0.53,0.54,0.48,0.42,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/29/2021,0.65,0.0,0.56,0.51,0.56,0.59,0.51,0.54,0.56,0.53,0.52,0.55,0.52,0.58,0.0,0.54,0.58,0.53,0.51,0.5,0.57,0.52,0.57,0.55,0.54,0.56,0.54,0.53,0.55,0.56,0.59,0.56,0.53,0.5,0.52,0.53,0.53,0.51,0.53,0.48,0.54,0.55,0.55,0.56,0.52,0.5,0.55,0.55,0.52,0.53,0.53,0.52,0.51,0.55,0.55,0.52,0.54,0.55,0.52,0.53,0.55,0.54,0.51,0.54,0.46,0.51,0.58,0.52,0.64,0.56,0.52,0.5,0.54,0.52,0.54,0.59,0.51,0.53,0.56,0.55,0.54,0.53,0.53,0.55,0.53,0.52,0.54,0.55,0.52,0.53,0.52,0.52,0.56,0.54,0.54,0.49,0.53,0.54,0.49,0.4,0.52,0.53,0.53,0.53,0.54,0.56,0.53,0.53,0.52,0.51,0.0,0.53,0.0,0.49,0.52,0.57,0.57,0.53,0.57,0.52,0.51,0.53,0.53,0.52,0.0,0.53,0.52,0.59,0.54,0.53,0.52,0.54,0.55,0.5,0.44,0.52,0.47,0.49,0.52,0.47,0.52,0.5,0.58,0.54,0.62,0.54,0.5,0.52,0.53,0.52,0.56,0.52,0.54,0.52,0.54,0.55,0.54,0.54,0.63,0.51,0.57,0.52,0.56,0.58,0.55,0.51,0.54,0.53,0.53,0.53,0.58,0.47,0.49,0.68,0.53,0.47,0.52,0.53,0.54,0.55,0.51,0.0,0.46,0.28,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.06,0.72,0.53,0.56,0.53,0.54,0.48,0.42,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/30/2021,0.65,0.0,0.56,0.51,0.56,0.59,0.51,0.54,0.56,0.53,0.52,0.55,0.52,0.58,0.0,0.54,0.58,0.53,0.51,0.5,0.57,0.52,0.57,0.55,0.54,0.56,0.54,0.53,0.55,0.56,0.59,0.56,0.53,0.5,0.52,0.53,0.53,0.51,0.53,0.48,0.54,0.55,0.55,0.56,0.52,0.5,0.55,0.55,0.52,0.53,0.53,0.52,0.51,0.55,0.55,0.52,0.54,0.55,0.52,0.53,0.55,0.54,0.51,0.54,0.46,0.51,0.58,0.52,0.64,0.56,0.52,0.5,0.54,0.52,0.54,0.59,0.51,0.53,0.56,0.55,0.54,0.53,0.53,0.55,0.53,0.52,0.54,0.55,0.52,0.53,0.52,0.52,0.56,0.54,0.54,0.49,0.53,0.54,0.49,0.4,0.52,0.53,0.53,0.53,0.54,0.56,0.53,0.53,0.52,0.51,0.0,0.53,0.0,0.49,0.52,0.57,0.57,0.53,0.57,0.52,0.51,0.53,0.53,0.52,0.0,0.53,0.52,0.59,0.54,0.53,0.52,0.54,0.55,0.5,0.44,0.52,0.47,0.49,0.52,0.47,0.52,0.5,0.58,0.54,0.62,0.54,0.5,0.52,0.53,0.52,0.56,0.52,0.54,0.52,0.54,0.55,0.54,0.54,0.63,0.51,0.57,0.52,0.56,0.58,0.55,0.51,0.54,0.53,0.53,0.53,0.58,0.47,0.49,0.68,0.53,0.47,0.52,0.53,0.54,0.55,0.51,0.0,0.46,0.28,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.06,0.72,0.53,0.56,0.53,0.54,0.48,0.42,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/01/2021,0.57,0.0,0.52,0.51,0.51,0.5,0.51,0.52,0.53,0.49,0.5,0.53,0.52,0.55,0.0,0.52,0.57,0.51,0.49,0.48,0.56,0.51,0.55,0.53,0.53,0.54,0.52,0.5,0.57,0.54,0.58,0.54,0.54,0.48,0.49,0.53,0.55,0.5,0.51,0.48,0.53,0.53,0.52,0.57,0.51,0.51,0.52,0.54,0.51,0.52,0.53,0.5,0.54,0.55,0.56,0.52,0.55,0.54,0.53,0.53,0.56,0.56,0.5,0.53,0.47,0.51,0.58,0.54,0.64,0.57,0.55,0.49,0.55,0.52,0.53,0.58,0.53,0.52,0.54,0.53,0.55,0.52,0.52,0.55,0.53,0.53,0.56,0.54,0.53,0.55,0.52,0.54,0.58,0.53,0.56,0.49,0.5,0.55,0.48,0.41,0.52,0.54,0.55,0.54,0.56,0.58,0.55,0.54,0.54,0.52,0.0,0.55,0.0,0.5,0.52,0.6,0.53,0.51,0.58,0.54,0.54,0.55,0.51,0.53,0.0,0.52,0.51,0.6,0.56,0.54,0.54,0.53,0.55,0.52,0.44,0.55,0.51,0.5,0.54,0.46,0.49,0.52,0.57,0.55,0.59,0.55,0.53,0.52,0.58,0.52,0.57,0.5,0.58,0.52,0.55,0.56,0.56,0.56,0.63,0.53,0.6,0.53,0.54,0.61,0.56,0.54,0.54,0.54,0.55,0.55,0.61,0.47,0.51,0.64,0.54,0.47,0.55,0.53,0.52,0.57,0.54,0.0,0.45,0.29,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.07,0.75,0.52,0.55,0.54,0.52,0.46,0.41,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
10/05/2021,0.56,0.0,0.52,0.54,0.51,0.53,0.53,0.52,0.54,0.48,0.51,0.51,0.52,0.55,0.0,0.52,0.59,0.52,0.49,0.48,0.58,0.5,0.57,0.55,0.52,0.52,0.53,0.5,0.56,0.54,0.58,0.56,0.56,0.47,0.5,0.52,0.54,0.52,0.52,0.48,0.53,0.53,0.51,0.56,0.49,0.53,0.53,0.54,0.5,0.51,0.53,0.5,0.54,0.54,0.56,0.51,0.55,0.55,0.52,0.52,0.54,0.49,0.49,0.52,0.46,0.5,0.59,0.53,0.64,0.55,0.57,0.5,0.54,0.52,0.58,0.58,0.51,0.51,0.52,0.52,0.58,0.51,0.51,0.55,0.57,0.52,0.56,0.55,0.53,0.54,0.52,0.53,0.58,0.51,0.56,0.49,0.5,0.55,0.5,0.42,0.52,0.53,0.54,0.53,0.56,0.57,0.54,0.54,0.55,0.51,0.0,0.54,0.0,0.5,0.51,0.61,0.5,0.52,0.59,0.54,0.52,0.54,0.52,0.53,0.0,0.5,0.5,0.61,0.55,0.53,0.54,0.56,0.55,0.51,0.43,0.54,0.54,0.5,0.54,0.47,0.5,0.51,0.56,0.53,0.59,0.55,0.53,0.55,0.58,0.51,0.57,0.5,0.58,0.53,0.55,0.57,0.55,0.58,0.62,0.56,0.6,0.52,0.53,0.61,0.55,0.53,0.57,0.51,0.57,0.56,0.62,0.46,0.53,0.63,0.52,0.53,0.55,0.54,0.47,0.57,0.55,0.0,0.46,0.29,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.08,0.72,0.49,0.54,0.56,0.52,0.45,0.42,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/06/2021,0.56,0.0,0.52,0.54,0.51,0.53,0.53,0.52,0.54,0.48,0.51,0.51,0.52,0.55,0.0,0.52,0.59,0.52,0.49,0.48,0.58,0.5,0.57,0.55,0.52,0.52,0.53,0.5,0.56,0.54,0.58,0.56,0.56,0.47,0.5,0.52,0.54,0.52,0.52,0.48,0.53,0.53,0.51,0.56,0.49,0.53,0.53,0.54,0.5,0.51,0.53,0.5,0.54,0.54,0.56,0.51,0.55,0.55,0.52,0.52,0.54,0.49,0.49,0.52,0.46,0.5,0.59,0.53,0.64,0.55,0.57,0.5,0.54,0.52,0.58,0.58,0.51,0.51,0.52,0.52,0.58,0.51,0.51,0.55,0.57,0.52,0.56,0.55,0.53,0.54,0.52,0.53,0.58,0.51,0.56,0.49,0.5,0.55,0.5,0.42,0.52,0.53,0.54,0.53,0.56,0.57,0.54,0.54,0.55,0.51,0.0,0.54,0.0,0.5,0.51,0.61,0.5,0.52,0.59,0.54,0.52,0.54,0.52,0.53,0.0,0.5,0.5,0.61,0.55,0.53,0.54,0.56,0.55,0.51,0.43,0.54,0.54,0.5,0.54,0.47,0.5,0.51,0.56,0.53,0.59,0.55,0.53,0.55,0.58,0.51,0.57,0.5,0.58,0.53,0.55,0.57,0.55,0.58,0.62,0.56,0.6,0.52,0.53,0.61,0.55,0.53,0.57,0.51,0.57,0.56,0.62,0.46,0.53,0.63,0.52,0.53,0.55,0.54,0.47,0.57,0.55,0.0,0.46,0.29,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.08,0.72,0.49,0.54,0.56,0.52,0.45,0.42,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/07/2021,0.57,0.0,0.51,0.55,0.48,0.49,0.52,0.51,0.53,0.48,0.51,0.49,0.5,0.53,0.0,0.49,0.57,0.51,0.49,0.48,0.58,0.5,0.56,0.54,0.52,0.51,0.53,0.53,0.57,0.54,0.58,0.56,0.55,0.47,0.49,0.52,0.56,0.51,0.52,0.48,0.54,0.54,0.5,0.56,0.48,0.54,0.52,0.54,0.5,0.52,0.53,0.5,0.52,0.53,0.56,0.52,0.55,0.56,0.52,0.52,0.54,0.48,0.48,0.52,0.46,0.5,0.6,0.55,0.63,0.56,0.57,0.5,0.55,0.52,0.55,0.59,0.49,0.49,0.5,0.53,0.58,0.52,0.5,0.53,0.58,0.53,0.55,0.54,0.52,0.56,0.52,0.52,0.58,0.49,0.59,0.49,0.5,0.56,0.49,0.42,0.54,0.54,0.56,0.53,0.58,0.56,0.56,0.56,0.57,0.51,0.0,0.56,0.0,0.5,0.51,0.62,0.49,0.49,0.6,0.54,0.52,0.56,0.52,0.54,0.0,0.5,0.48,0.62,0.58,0.53,0.55,0.57,0.55,0.51,0.42,0.53,0.55,0.5,0.53,0.48,0.49,0.51,0.56,0.54,0.6,0.55,0.54,0.56,0.59,0.5,0.58,0.5,0.59,0.53,0.56,0.56,0.56,0.58,0.62,0.57,0.61,0.51,0.52,0.61,0.57,0.54,0.56,0.49,0.59,0.57,0.62,0.45,0.53,0.61,0.51,0.53,0.57,0.55,0.45,0.56,0.56,0.0,0.47,0.29,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.08,0.73,0.47,0.53,0.58,0.52,0.45,0.43,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/08/2021,0.57,0.0,0.51,0.55,0.48,0.49,0.52,0.51,0.53,0.48,0.51,0.49,0.5,0.53,0.0,0.49,0.57,0.51,0.49,0.48,0.58,0.5,0.56,0.54,0.52,0.51,0.53,0.53,0.57,0.54,0.58,0.56,0.55,0.47,0.49,0.52,0.56,0.51,0.52,0.48,0.54,0.54,0.5,0.56,0.48,0.54,0.52,0.54,0.5,0.52,0.53,0.5,0.52,0.53,0.56,0.52,0.55,0.56,0.52,0.52,0.54,0.48,0.48,0.52,0.46,0.5,0.6,0.55,0.63,0.56,0.57,0.5,0.55,0.52,0.55,0.59,0.49,0.49,0.5,0.53,0.58,0.52,0.5,0.53,0.58,0.53,0.55,0.54,0.52,0.56,0.52,0.52,0.58,0.49,0.59,0.49,0.5,0.56,0.49,0.42,0.54,0.54,0.56,0.53,0.58,0.56,0.56,0.56,0.57,0.51,0.0,0.56,0.0,0.5,0.51,0.62,0.49,0.49,0.6,0.54,0.52,0.56,0.52,0.54,0.0,0.5,0.48,0.62,0.58,0.53,0.55,0.57,0.55,0.51,0.42,0.53,0.55,0.5,0.53,0.48,0.49,0.51,0.56,0.54,0.6,0.55,0.54,0.56,0.59,0.5,0.58,0.5,0.59,0.53,0.56,0.56,0.56,0.58,0.62,0.57,0.61,0.51,0.52,0.61,0.57,0.54,0.56,0.49,0.59,0.57,0.62,0.45,0.53,0.61,0.51,0.53,0.57,0.55,0.45,0.56,0.56,0.0,0.47,0.29,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.08,0.73,0.47,0.53,0.58,0.52,0.45,0.43,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/11/2021,0.6,0.0,0.52,0.61,0.49,0.5,0.53,0.49,0.52,0.5,0.53,0.49,0.46,0.55,0.0,0.5,0.57,0.52,0.48,0.48,0.58,0.52,0.56,0.53,0.53,0.54,0.53,0.58,0.58,0.53,0.57,0.55,0.54,0.47,0.46,0.53,0.54,0.52,0.54,0.46,0.54,0.53,0.52,0.57,0.49,0.52,0.54,0.53,0.5,0.52,0.54,0.49,0.51,0.53,0.57,0.52,0.56,0.56,0.52,0.51,0.54,0.46,0.48,0.51,0.46,0.5,0.61,0.59,0.63,0.54,0.57,0.49,0.54,0.51,0.56,0.58,0.53,0.5,0.5,0.53,0.57,0.52,0.5,0.55,0.58,0.54,0.55,0.53,0.53,0.54,0.52,0.51,0.56,0.5,0.58,0.49,0.51,0.55,0.48,0.42,0.52,0.53,0.54,0.54,0.55,0.57,0.54,0.56,0.6,0.51,0.0,0.56,0.0,0.5,0.51,0.59,0.49,0.58,0.6,0.53,0.52,0.54,0.53,0.53,0.0,0.48,0.49,0.59,0.57,0.53,0.53,0.57,0.57,0.5,0.45,0.51,0.51,0.49,0.53,0.48,0.49,0.51,0.55,0.53,0.59,0.52,0.52,0.56,0.58,0.5,0.57,0.48,0.59,0.52,0.54,0.55,0.55,0.58,0.68,0.6,0.6,0.5,0.54,0.59,0.56,0.53,0.54,0.51,0.56,0.55,0.59,0.45,0.53,0.64,0.52,0.58,0.56,0.54,0.43,0.57,0.55,0.0,0.48,0.29,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.07,0.74,0.48,0.54,0.58,0.59,0.5,0.44,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/12/2021,0.59,0.0,0.53,0.63,0.49,0.48,0.53,0.49,0.52,0.49,0.54,0.49,0.45,0.55,0.0,0.49,0.57,0.51,0.46,0.48,0.58,0.52,0.56,0.54,0.54,0.52,0.52,0.6,0.59,0.53,0.57,0.55,0.56,0.48,0.45,0.53,0.55,0.53,0.54,0.46,0.55,0.53,0.53,0.46,0.5,0.52,0.54,0.53,0.5,0.52,0.54,0.49,0.48,0.52,0.57,0.52,0.56,0.56,0.52,0.51,0.54,0.47,0.48,0.51,0.46,0.5,0.61,0.61,0.63,0.55,0.58,0.49,0.54,0.5,0.56,0.58,0.51,0.49,0.49,0.52,0.56,0.52,0.5,0.55,0.59,0.53,0.56,0.53,0.53,0.55,0.52,0.5,0.55,0.48,0.59,0.48,0.51,0.56,0.48,0.42,0.52,0.54,0.0,0.54,0.56,0.56,0.55,0.56,0.66,0.51,0.0,0.57,0.0,0.49,0.51,0.59,0.49,0.62,0.6,0.53,0.52,0.55,0.53,0.54,0.0,0.48,0.48,0.59,0.57,0.53,0.53,0.57,0.57,0.49,0.44,0.51,0.53,0.48,0.51,0.49,0.49,0.51,0.51,0.54,0.59,0.5,0.53,0.57,0.58,0.49,0.58,0.47,0.57,0.51,0.55,0.56,0.55,0.58,0.69,0.62,0.6,0.5,0.54,0.6,0.56,0.54,0.53,0.51,0.57,0.56,0.58,0.43,0.53,0.63,0.52,0.61,0.56,0.54,0.39,0.58,0.55,0.0,0.5,0.29,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.61,0.75,0.47,0.52,0.57,0.61,0.49,0.43,0.31,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/13/2021,0.59,0.0,0.53,0.63,0.49,0.48,0.53,0.49,0.52,0.49,0.54,0.49,0.45,0.55,0.0,0.49,0.57,0.51,0.46,0.48,0.58,0.52,0.56,0.54,0.54,0.52,0.52,0.6,0.59,0.53,0.57,0.55,0.56,0.48,0.45,0.53,0.55,0.53,0.54,0.46,0.55,0.53,0.53,0.46,0.5,0.52,0.54,0.53,0.5,0.52,0.54,0.49,0.48,0.52,0.57,0.52,0.56,0.56,0.52,0.51,0.54,0.47,0.48,0.51,0.46,0.5,0.61,0.61,0.63,0.55,0.58,0.49,0.54,0.5,0.56,0.58,0.51,0.49,0.49,0.52,0.56,0.52,0.5,0.55,0.59,0.53,0.56,0.53,0.53,0.55,0.52,0.5,0.55,0.48,0.59,0.48,0.51,0.56,0.48,0.42,0.52,0.54,0.0,0.54,0.56,0.56,0.55,0.56,0.66,0.51,0.0,0.57,0.0,0.49,0.51,0.59,0.49,0.62,0.6,0.53,0.52,0.55,0.53,0.54,0.0,0.48,0.48,0.59,0.57,0.53,0.53,0.57,0.57,0.49,0.44,0.51,0.53,0.48,0.51,0.49,0.49,0.51,0.51,0.54,0.59,0.5,0.53,0.57,0.58,0.49,0.58,0.47,0.57,0.51,0.55,0.56,0.55,0.58,0.69,0.62,0.6,0.5,0.54,0.6,0.56,0.54,0.53,0.51,0.57,0.56,0.58,0.43,0.53,0.63,0.52,0.61,0.56,0.54,0.39,0.58,0.55,0.0,0.5,0.29,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.61,0.75,0.47,0.52,0.57,0.61,0.49,0.43,0.31,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/19/2021,0.63,0.0,0.57,0.64,0.48,0.52,0.56,0.5,0.53,0.54,0.57,0.51,0.47,0.62,0.0,0.49,0.6,0.55,0.48,0.5,0.58,0.5,0.6,0.62,0.54,0.53,0.54,0.72,0.59,0.53,0.56,0.57,0.57,0.49,0.43,0.53,0.53,0.56,0.54,0.47,0.57,0.53,0.57,0.0,0.38,0.51,0.57,0.54,0.5,0.52,0.54,0.49,0.51,0.56,0.57,0.53,0.59,0.58,0.52,0.51,0.54,0.49,0.49,0.52,0.44,0.51,0.61,0.68,0.62,0.53,0.56,0.47,0.54,0.51,0.5,0.6,0.48,0.51,0.5,0.53,0.55,0.54,0.52,0.55,0.57,0.51,0.54,0.53,0.53,0.53,0.53,0.49,0.54,0.5,0.56,0.48,0.52,0.54,0.48,0.41,0.53,0.53,0.0,0.56,0.54,0.55,0.53,0.56,0.66,0.52,0.0,0.56,0.0,0.48,0.5,0.6,0.48,0.63,0.59,0.53,0.51,0.53,0.52,0.53,0.0,0.5,0.48,0.59,0.56,0.0,0.53,0.56,0.58,0.49,0.44,0.51,0.49,0.47,0.51,0.48,0.49,0.49,0.51,0.55,0.59,0.48,0.51,0.56,0.6,0.48,0.57,0.46,0.59,0.52,0.54,0.54,0.55,0.58,0.72,0.59,0.6,0.5,0.55,0.57,0.56,0.53,0.49,0.53,0.56,0.55,0.61,0.45,0.53,0.63,0.5,0.65,0.56,0.53,0.41,0.6,0.53,0.0,0.49,0.28,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.04,0.76,0.45,0.53,0.58,0.63,0.45,0.41,0.31,0.08,0.53,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/20/2021,0.63,0.0,0.57,0.64,0.48,0.52,0.56,0.5,0.53,0.54,0.57,0.51,0.47,0.62,0.0,0.49,0.6,0.55,0.48,0.5,0.58,0.5,0.6,0.62,0.54,0.53,0.54,0.72,0.59,0.53,0.56,0.57,0.57,0.49,0.43,0.53,0.53,0.56,0.54,0.47,0.57,0.53,0.57,0.0,0.38,0.51,0.57,0.54,0.5,0.52,0.54,0.49,0.51,0.56,0.57,0.53,0.59,0.58,0.52,0.51,0.54,0.49,0.49,0.52,0.44,0.51,0.61,0.68,0.62,0.53,0.56,0.47,0.54,0.51,0.5,0.6,0.48,0.51,0.5,0.53,0.55,0.54,0.52,0.55,0.57,0.51,0.54,0.53,0.53,0.53,0.53,0.49,0.54,0.5,0.56,0.48,0.52,0.54,0.48,0.41,0.53,0.53,0.0,0.56,0.54,0.55,0.53,0.56,0.66,0.52,0.0,0.56,0.0,0.48,0.5,0.6,0.48,0.63,0.59,0.53,0.51,0.53,0.52,0.53,0.0,0.5,0.48,0.59,0.56,0.0,0.53,0.56,0.58,0.49,0.44,0.51,0.49,0.47,0.51,0.48,0.49,0.49,0.51,0.55,0.59,0.48,0.51,0.56,0.6,0.48,0.57,0.46,0.59,0.52,0.54,0.54,0.55,0.58,0.72,0.59,0.6,0.5,0.55,0.57,0.56,0.53,0.49,0.53,0.56,0.55,0.61,0.45,0.53,0.63,0.5,0.65,0.56,0.53,0.41,0.6,0.53,0.0,0.49,0.28,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.04,0.76,0.45,0.53,0.58,0.63,0.45,0.41,0.31,0.08,0.53,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
