,ENB.TO,EPD,TRP CN,ET,KMI,OKE,LNG,IPL.TO,PPL.TO,WMB,TRGP,PAGP,KEY.TO,MPLX,MMP,AM,ETRN,MIC,GEI.TO,ENLC,WES,TELL,PSXP,NS,SHLX,CEQP,HESM,RTLR,GEL,HEP,Cash Equivalent,ENBL,BPMP,OMP,ALTM,PBFX,NGL,TRP.TO,Cash,State Street Instl Trs Pls MMkt Premier,8174.T,TPIXX,n/a,XLE,SUM
10/25/2021,9.6,8.29,8.18,5.28,5.22,5.55,5.47,4.61,4.98,5.35,5.73,5.27,3.85,3.21,3.12,2.72,3.03,0.18,1.93,1.86,1.27,0.8,0.78,0.47,0.42,0.47,0.42,0.34,0.33,0.25,0.0,0.2,0.18,0.09,0.16,0.12,0.09,0.0,0.0,0.0,0.0,0.0,0.18,0.0,100.0
10/26/2021,9.64,8.29,8.22,5.26,5.25,5.58,5.43,4.6,4.94,5.36,5.77,5.27,3.79,3.18,3.12,2.73,3.03,0.18,1.94,1.87,1.26,0.81,0.79,0.47,0.42,0.47,0.42,0.34,0.33,0.25,0.0,0.2,0.18,0.1,0.13,0.12,0.08,0.0,0.0,0.0,0.0,0.0,0.18,0.0,100.0
10/27/2021,9.64,8.29,8.22,5.26,5.25,5.58,5.43,4.6,4.94,5.36,5.77,5.27,3.79,3.18,3.12,2.73,3.03,0.18,1.94,1.87,1.26,0.81,0.79,0.47,0.42,0.47,0.42,0.34,0.33,0.25,0.0,0.2,0.18,0.1,0.13,0.12,0.08,0.0,0.0,0.0,0.0,0.0,0.18,0.0,100.0
10/28/2021,9.58,8.3,8.17,5.3,5.28,5.65,5.55,4.36,4.94,5.37,5.81,5.24,3.82,3.2,3.05,2.78,3.08,0.18,1.94,1.88,1.24,0.87,0.77,0.46,0.43,0.48,0.42,0.32,0.34,0.24,0.0,0.2,0.18,0.09,0.12,0.12,0.08,0.0,0.0,0.0,0.0,0.0,0.16,0.0,100.0
10/29/2021,9.65,8.28,8.2,5.29,5.27,5.71,5.56,4.41,4.96,5.38,5.81,5.15,3.82,3.22,3.02,2.65,3.03,0.18,1.98,1.85,1.25,0.87,0.78,0.45,0.43,0.46,0.41,0.33,0.35,0.24,0.0,0.2,0.18,0.1,0.12,0.12,0.08,0.0,0.0,0.0,0.0,0.0,0.21,0.0,100.0
11/01/2021,9.67,7.97,8.3,5.24,5.24,5.73,5.48,4.5,5.0,5.4,5.76,5.03,3.91,3.21,3.03,2.63,3.0,0.18,2.03,1.86,1.23,0.88,0.76,0.45,0.42,0.48,0.41,0.34,0.34,0.24,0.0,0.2,0.17,0.1,0.12,0.12,0.08,0.0,0.0,0.0,0.0,0.0,0.49,0.0,100.0
11/02/2021,10.19,8.31,8.73,5.47,5.37,5.92,5.76,4.47,5.25,5.67,6.06,5.27,4.12,3.37,3.21,2.74,3.06,0.2,2.14,1.9,1.27,0.96,0.79,0.47,0.46,0.5,0.43,0.36,0.35,0.25,0.0,0.22,0.19,0.11,0.13,0.13,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.90999999999998
11/03/2021,10.19,8.31,8.73,5.47,5.37,5.92,5.76,4.47,5.25,5.67,6.06,5.27,4.12,3.37,3.21,2.74,3.06,0.2,2.14,1.9,1.27,0.96,0.79,0.47,0.46,0.5,0.43,0.36,0.35,0.25,0.0,0.22,0.19,0.11,0.13,0.13,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.90999999999998
11/04/2021,10.13,8.2,8.64,5.61,5.37,5.86,5.76,4.46,5.22,5.66,6.08,5.41,4.09,3.36,3.2,2.71,3.01,0.19,2.14,1.9,1.25,1.01,0.8,0.46,0.44,0.51,0.44,0.35,0.35,0.25,0.0,0.22,0.19,0.11,0.13,0.13,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.71999999999998
11/05/2021,10.1,8.01,8.62,5.57,5.36,5.88,5.79,0.0,5.2,5.65,6.08,5.39,4.06,3.44,3.28,2.72,3.07,0.19,2.05,1.88,1.28,1.0,0.8,0.46,0.45,0.51,0.44,0.35,0.34,0.24,0.0,0.22,0.18,0.11,0.13,0.13,0.08,0.0,0.0,0.0,0.0,0.0,0.94,0.0,100.0
11/09/2021,10.44,8.2,8.24,5.3,5.39,5.97,5.95,0.0,5.31,5.72,6.23,5.49,3.88,3.45,3.11,2.75,2.94,0.19,1.99,1.75,1.28,1.15,0.81,0.45,0.44,0.49,0.42,0.33,0.37,0.24,0.0,0.21,0.18,0.11,0.14,0.13,0.08,0.0,0.0,0.0,0.0,0.0,0.87,0.0,100.0
11/10/2021,10.44,8.2,8.24,5.3,5.39,5.97,5.95,0.0,5.31,5.72,6.23,5.49,3.88,3.45,3.11,2.75,2.94,0.19,1.99,1.75,1.28,1.15,0.81,0.45,0.44,0.49,0.42,0.33,0.37,0.24,0.0,0.21,0.18,0.11,0.14,0.13,0.08,0.0,0.0,0.0,0.0,0.0,0.87,0.0,100.0
11/11/2021,10.18,8.23,8.08,5.31,5.34,5.97,5.94,0.0,5.39,5.68,6.34,5.51,3.94,3.53,3.1,2.77,3.05,0.19,1.97,1.75,1.29,1.11,0.81,0.44,0.45,0.49,0.43,0.34,0.39,0.24,0.0,0.21,0.18,0.11,0.13,0.13,0.09,0.0,0.0,0.0,0.0,0.0,0.89,0.0,100.0
11/12/2021,10.17,8.24,8.06,5.32,5.33,5.95,5.89,0.0,5.4,5.7,6.28,5.55,3.91,3.53,3.11,2.76,3.07,0.2,2.04,1.77,1.27,1.09,0.82,0.44,0.45,0.5,0.43,0.34,0.42,0.23,0.0,0.21,0.18,0.11,0.13,0.13,0.09,0.0,0.0,0.0,0.0,0.0,0.88,0.0,100.0
11/15/2021,10.51,8.66,8.27,5.45,5.57,6.09,6.0,0.0,5.41,6.03,6.33,5.66,4.05,3.59,3.3,2.87,3.13,0.2,2.09,1.84,1.38,0.98,0.85,0.48,0.47,0.5,0.45,0.36,0.43,0.24,0.0,0.22,0.19,0.11,0.14,0.13,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.07
11/16/2021,10.19,8.85,8.31,5.45,5.55,6.09,6.02,0.0,5.43,6.0,6.24,5.62,4.09,3.57,3.34,2.83,3.19,0.2,2.08,1.82,1.38,0.99,0.84,0.49,0.48,0.51,0.44,0.34,0.43,0.24,0.0,0.21,0.19,0.11,0.14,0.13,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.76,102.62999999999998
11/17/2021,10.19,8.85,8.31,5.45,5.55,6.09,6.02,0.0,5.43,6.0,6.24,5.62,4.09,3.57,3.34,2.83,3.19,0.2,2.08,1.82,1.38,0.99,0.84,0.49,0.48,0.51,0.44,0.34,0.43,0.24,0.0,0.21,0.19,0.11,0.14,0.13,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.76,102.62999999999998
11/18/2021,10.18,8.69,8.29,5.53,5.6,6.11,5.96,0.0,5.49,5.98,6.33,5.63,4.03,3.58,3.35,2.81,3.2,0.2,2.06,1.81,1.36,1.04,0.86,0.49,0.48,0.52,0.45,0.34,0.42,0.25,0.0,0.22,0.19,0.11,0.14,0.13,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.77,102.69
11/19/2021,11.09,8.47,7.55,5.57,5.1,5.26,5.46,5.19,5.13,4.81,5.19,4.34,4.07,2.89,2.86,2.69,2.82,2.22,2.05,1.17,1.13,0.74,0.69,0.43,0.39,0.42,0.48,0.35,0.23,0.23,0.0,0.19,0.17,0.15,0.14,0.1,0.06,0.0,0.0,0.0,0.0,0.0,0.17,0.0,100.0
11/22/2021,10.28,8.62,8.22,5.43,5.57,6.21,6.14,0.0,5.5,5.99,6.37,5.57,4.05,3.53,3.32,2.83,3.28,0.21,2.09,1.78,1.35,0.97,0.83,0.5,0.48,0.51,0.44,0.34,0.42,0.24,0.0,0.21,0.19,0.11,0.14,0.13,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.77,102.71
11/23/2021,10.28,8.62,8.22,5.43,5.57,6.21,6.14,0.0,5.5,5.99,6.37,5.57,4.05,3.53,3.32,2.83,3.28,0.21,2.09,1.78,1.35,0.97,0.83,0.5,0.48,0.51,0.44,0.34,0.42,0.24,0.0,0.21,0.19,0.11,0.14,0.13,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.77,102.71
11/24/2021,10.19,8.38,8.1,5.28,5.46,6.02,6.11,0.0,5.5,5.83,6.26,5.36,3.97,3.5,3.19,2.76,3.19,0.21,2.08,1.74,1.33,0.89,0.78,0.49,0.46,0.5,0.43,0.33,0.41,0.24,0.0,0.2,0.2,0.11,0.14,0.12,0.09,0.0,0.0,0.0,0.0,0.0,0.15,0.0,100.0
11/25/2021,10.12,8.5,8.11,5.35,5.45,6.08,6.03,0.0,5.33,5.87,6.29,5.33,3.93,3.54,3.26,2.74,3.18,0.21,2.1,1.77,1.28,0.89,0.81,0.47,0.45,0.49,0.44,0.33,0.4,0.24,0.0,0.21,0.2,0.11,0.15,0.12,0.08,0.0,0.0,0.0,0.0,0.0,0.14,0.0,100.0
11/26/2021,10.06,8.36,8.13,5.35,5.44,6.19,6.06,0.0,5.14,5.89,6.4,5.4,3.84,3.55,3.21,2.79,3.22,0.2,2.09,1.82,1.31,0.9,0.81,0.46,0.45,0.49,0.44,0.33,0.4,0.24,0.0,0.21,0.19,0.11,0.15,0.12,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.0,100.0
11/29/2021,9.98,8.36,8.06,5.34,5.44,6.19,6.21,0.0,5.08,5.91,6.45,5.43,3.82,3.56,3.22,2.77,3.26,0.2,2.06,1.81,1.3,0.89,0.8,0.47,0.45,0.48,0.44,0.33,0.38,0.25,0.0,0.21,0.19,0.11,0.16,0.12,0.08,0.0,0.0,0.0,0.0,0.0,0.19,0.0,100.0
11/30/2021,9.98,8.47,8.1,5.35,5.49,6.12,6.25,0.0,5.06,6.0,6.36,5.41,3.79,3.57,3.27,2.78,3.21,0.21,2.05,1.79,1.3,0.86,0.78,0.46,0.45,0.48,0.44,0.33,0.38,0.25,0.0,0.21,0.19,0.11,0.15,0.11,0.08,0.0,0.0,0.0,0.0,0.0,0.16,0.0,100.0
12/01/2021,9.98,8.47,8.1,5.35,5.49,6.12,6.25,0.0,5.06,6.0,6.36,5.41,3.79,3.57,3.27,2.78,3.21,0.21,2.05,1.79,1.3,0.86,0.78,0.46,0.45,0.48,0.44,0.33,0.38,0.25,0.0,0.21,0.19,0.11,0.15,0.11,0.08,0.0,0.0,0.0,0.0,0.0,0.16,0.0,100.0
12/02/2021,9.89,8.45,8.21,5.27,5.46,6.19,6.31,0.0,5.1,6.02,6.37,5.38,3.86,3.56,3.26,2.76,3.17,0.21,2.09,1.76,1.27,0.87,0.79,0.45,0.44,0.47,0.44,0.33,0.36,0.24,0.0,0.2,0.2,0.1,0.14,0.11,0.08,0.0,0.0,0.0,0.0,0.0,0.19,0.0,100.0
12/06/2021,9.92,8.52,8.1,5.22,5.5,6.16,6.37,0.0,5.15,6.0,6.35,5.35,3.79,3.57,3.31,2.72,3.14,0.21,2.03,1.78,1.27,0.86,0.82,0.46,0.46,0.48,0.46,0.35,0.38,0.25,0.0,0.2,0.2,0.1,0.15,0.12,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.0,100.0
12/07/2021,9.92,8.52,8.1,5.22,5.5,6.16,6.37,0.0,5.15,6.0,6.35,5.35,3.79,3.57,3.31,2.72,3.14,0.21,2.03,1.78,1.27,0.86,0.82,0.46,0.46,0.48,0.46,0.35,0.38,0.25,0.0,0.2,0.2,0.1,0.15,0.12,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.0,100.0
12/08/2021,9.92,8.52,8.1,5.22,5.5,6.16,6.37,0.0,5.15,6.0,6.35,5.35,3.79,3.57,3.31,2.72,3.14,0.21,2.03,1.78,1.27,0.86,0.82,0.46,0.46,0.48,0.46,0.35,0.38,0.25,0.0,0.2,0.2,0.1,0.15,0.12,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.0,100.0
12/09/2021,9.92,8.52,8.1,5.22,5.5,6.16,6.37,0.0,5.15,6.0,6.35,5.35,3.79,3.57,3.31,2.72,3.14,0.21,2.03,1.78,1.27,0.86,0.82,0.46,0.46,0.48,0.46,0.35,0.38,0.25,0.0,0.2,0.2,0.1,0.15,0.12,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.0,100.0
12/10/2021,9.92,8.52,8.1,5.22,5.5,6.16,6.37,0.0,5.15,6.0,6.35,5.35,3.79,3.57,3.31,2.72,3.14,0.21,2.03,1.78,1.27,0.86,0.82,0.46,0.46,0.48,0.46,0.35,0.38,0.25,0.0,0.2,0.2,0.1,0.15,0.12,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.0,100.0
12/13/2021,9.92,8.52,8.1,5.22,5.5,6.16,6.37,0.0,5.15,6.0,6.35,5.35,3.79,3.57,3.31,2.72,3.14,0.21,2.03,1.78,1.27,0.86,0.82,0.46,0.46,0.48,0.46,0.35,0.38,0.25,0.0,0.2,0.2,0.1,0.15,0.12,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.0,100.0
12/14/2021,9.92,8.52,8.1,5.22,5.5,6.16,6.37,0.0,5.15,6.0,6.35,5.35,3.79,3.57,3.31,2.72,3.14,0.21,2.03,1.78,1.27,0.86,0.82,0.46,0.46,0.48,0.46,0.35,0.38,0.25,0.0,0.2,0.2,0.1,0.15,0.12,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.0,100.0
12/15/2021,9.92,8.52,8.1,5.22,5.5,6.16,6.37,0.0,5.15,6.0,6.35,5.35,3.79,3.57,3.31,2.72,3.14,0.21,2.03,1.78,1.27,0.86,0.82,0.46,0.46,0.48,0.46,0.35,0.38,0.25,0.0,0.2,0.2,0.1,0.15,0.12,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.0,100.0
12/16/2021,9.92,8.52,8.1,5.22,5.5,6.16,6.37,0.0,5.15,6.0,6.35,5.35,3.79,3.57,3.31,2.72,3.14,0.21,2.03,1.78,1.27,0.86,0.82,0.46,0.46,0.48,0.46,0.35,0.38,0.25,0.0,0.2,0.2,0.1,0.15,0.12,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.0,100.0
12/17/2021,9.92,8.52,8.1,5.22,5.5,6.16,6.37,0.0,5.15,6.0,6.35,5.35,3.79,3.57,3.31,2.72,3.14,0.21,2.03,1.78,1.27,0.86,0.82,0.46,0.46,0.48,0.46,0.35,0.38,0.25,0.0,0.2,0.2,0.1,0.15,0.12,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.0,100.0
12/20/2021,9.92,8.52,8.1,5.22,5.5,6.16,6.37,0.0,5.15,6.0,6.35,5.35,3.79,3.57,3.31,2.72,3.14,0.21,2.03,1.78,1.27,0.86,0.82,0.46,0.46,0.48,0.46,0.35,0.38,0.25,0.0,0.2,0.2,0.1,0.15,0.12,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.0,100.0
12/21/2021,10.0,8.31,7.46,5.19,5.08,4.79,5.02,0.0,5.09,5.24,4.88,4.9,4.95,3.66,3.29,3.91,4.66,0.31,2.93,2.35,1.44,1.32,0.89,0.49,0.47,0.5,0.97,0.5,0.38,0.25,0.0,0.0,0.21,0.1,0.21,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.0,100.0
12/22/2021,10.0,8.31,7.46,5.19,5.08,4.79,5.02,0.0,5.09,5.24,4.88,4.9,4.95,3.66,3.29,3.91,4.66,0.31,2.93,2.35,1.44,1.32,0.89,0.49,0.47,0.5,0.97,0.5,0.38,0.25,0.0,0.0,0.21,0.1,0.21,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.0,100.0
12/23/2021,10.11,8.28,7.54,5.19,5.02,4.74,5.12,0.0,5.13,5.21,4.86,4.86,4.95,3.63,3.26,3.86,4.72,0.31,2.94,2.38,1.42,1.26,0.87,0.48,0.47,0.49,0.97,0.49,0.37,0.25,0.0,0.0,0.24,0.1,0.21,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.19,0.0,100.0
12/24/2021,10.04,8.22,7.49,5.05,5.06,4.76,5.24,0.0,5.09,5.17,4.92,4.91,4.92,3.64,3.2,3.87,4.71,0.3,2.94,2.43,1.44,1.35,0.89,0.48,0.46,0.49,0.98,0.49,0.37,0.25,0.0,0.0,0.25,0.11,0.21,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.19,0.0,100.0
12/27/2021,10.13,8.34,7.6,5.03,5.01,4.73,5.12,0.0,5.11,5.17,4.9,4.94,4.93,3.63,3.2,3.86,4.71,0.3,2.96,2.45,1.45,1.32,0.88,0.48,0.46,0.49,0.98,0.48,0.39,0.25,0.0,0.0,0.25,0.11,0.2,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.06,0.0,100.0
12/28/2021,10.13,8.34,7.6,5.03,5.01,4.73,5.12,0.0,5.11,5.17,4.9,4.94,4.93,3.63,3.2,3.86,4.71,0.3,2.96,2.45,1.45,1.32,0.88,0.48,0.46,0.49,0.98,0.48,0.39,0.25,0.0,0.0,0.25,0.11,0.2,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.06,0.0,100.0
12/29/2021,10.13,8.34,7.6,5.03,5.01,4.73,5.12,0.0,5.11,5.17,4.9,4.94,4.93,3.63,3.2,3.86,4.71,0.3,2.96,2.45,1.45,1.32,0.88,0.48,0.46,0.49,0.98,0.48,0.39,0.25,0.0,0.0,0.25,0.11,0.2,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.06,0.0,100.0
12/30/2021,10.01,8.29,7.51,5.02,5.01,4.79,5.04,0.0,5.05,5.19,5.01,4.96,4.88,3.65,3.22,3.91,4.75,0.3,2.92,2.51,1.46,1.38,0.87,0.48,0.47,0.51,1.01,0.49,0.39,0.25,0.0,0.0,0.25,0.11,0.21,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.02,0.0,100.0
12/31/2021,10.03,8.32,7.53,5.01,5.03,4.79,5.06,0.0,5.06,5.18,5.0,4.98,4.88,3.62,3.2,3.9,4.67,0.3,2.93,2.51,1.46,1.35,0.89,0.49,0.47,0.52,1.0,0.5,0.39,0.25,0.0,0.0,0.25,0.11,0.2,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.05,0.0,100.0
01/03/2022,10.23,8.37,7.4,4.96,5.03,4.74,4.96,0.0,5.07,5.15,4.93,4.99,4.95,3.64,3.23,3.84,4.64,0.3,2.9,2.54,1.48,1.3,0.88,0.5,0.47,0.53,1.0,0.5,0.39,0.25,0.0,0.0,0.25,0.11,0.2,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.19,0.0,100.0
01/03/2022,10.22,8.38,7.37,4.95,4.99,4.71,4.91,0.0,5.06,5.11,4.95,4.96,4.96,3.66,3.29,3.83,4.7,0.3,2.91,2.55,1.52,1.33,0.86,0.52,0.47,0.53,0.99,0.51,0.39,0.25,0.0,0.0,0.24,0.11,0.2,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.2,0.0,100.0
01/03/2022,10.22,8.38,7.37,4.95,4.99,4.71,4.91,0.0,5.06,5.11,4.95,4.96,4.96,3.66,3.29,3.83,4.7,0.3,2.91,2.55,1.52,1.33,0.86,0.52,0.47,0.53,0.99,0.51,0.39,0.25,0.0,0.0,0.24,0.11,0.2,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.2,0.0,100.0
01/04/2022,10.22,8.38,7.37,4.95,4.99,4.71,4.91,0.0,5.06,5.11,4.95,4.96,4.96,3.66,3.29,3.83,4.7,0.3,2.91,2.55,1.52,1.33,0.86,0.52,0.47,0.53,0.99,0.51,0.39,0.25,0.0,0.0,0.24,0.11,0.2,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.2,0.0,100.0
01/05/2022,10.22,8.38,7.37,4.95,4.99,4.71,4.91,0.0,5.06,5.11,4.95,4.96,4.96,3.66,3.29,3.83,4.7,0.3,2.91,2.55,1.52,1.33,0.86,0.52,0.47,0.53,0.99,0.51,0.39,0.25,0.0,0.0,0.24,0.11,0.2,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.2,0.0,100.0
01/06/2022,9.99,8.51,7.2,5.16,5.07,4.73,4.89,0.0,4.94,5.13,4.97,5.12,4.85,3.64,3.26,3.85,4.64,0.3,2.84,2.58,1.52,1.43,0.89,0.53,0.48,0.53,0.99,0.51,0.4,0.26,0.0,0.0,0.25,0.11,0.19,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.16,0.0,100.0
01/07/2022,9.9,8.5,7.23,5.2,5.07,4.77,4.92,0.0,4.92,5.1,5.0,5.11,4.82,3.69,3.27,3.83,4.53,0.29,2.86,2.6,1.52,1.43,0.92,0.53,0.49,0.53,0.98,0.51,0.4,0.26,0.0,0.0,0.25,0.11,0.19,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.19,0.0,100.0
01/10/2022,10.02,8.5,7.22,5.23,5.13,4.73,5.08,0.0,4.93,5.16,5.04,5.1,4.72,3.66,3.23,3.86,4.51,0.29,2.87,2.52,1.52,1.29,0.92,0.52,0.48,0.52,0.98,0.51,0.4,0.26,0.0,0.0,0.25,0.11,0.2,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.16,0.0,100.0
01/11/2022,10.06,8.47,7.33,5.26,5.15,4.74,4.98,0.0,4.94,5.21,5.02,5.07,4.76,3.65,3.19,3.83,4.46,0.28,2.85,2.6,1.51,1.22,0.93,0.51,0.49,0.52,0.97,0.51,0.41,0.27,0.0,0.0,0.26,0.11,0.19,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.0,100.0
01/13/2022,10.12,8.54,7.4,5.2,5.21,4.62,4.96,0.0,4.91,5.21,4.91,5.08,4.76,3.62,3.21,3.81,4.52,0.28,2.78,2.62,1.5,1.27,0.96,0.5,0.5,0.53,1.0,0.51,0.41,0.26,0.0,0.0,0.26,0.11,0.19,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.16,0.0,100.0
01/14/2022,10.06,8.49,7.36,5.22,5.16,4.65,5.01,0.0,4.9,5.27,4.97,5.12,4.69,3.62,3.19,3.8,4.47,0.28,2.81,2.63,1.48,1.34,0.96,0.51,0.5,0.53,0.99,0.5,0.41,0.27,0.0,0.0,0.26,0.11,0.19,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.0,100.0
01/17/2022,10.09,8.41,7.45,5.25,5.12,4.57,5.05,0.0,4.95,5.26,5.01,5.2,4.67,3.59,3.2,3.85,4.51,0.28,2.85,2.64,1.48,1.23,0.96,0.49,0.49,0.51,0.99,0.5,0.38,0.25,0.0,0.0,0.26,0.11,0.19,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.13,0.0,100.0
01/19/2022,9.99,8.39,7.26,5.28,5.16,4.6,5.01,0.0,4.92,5.27,5.02,5.26,4.59,3.57,3.22,3.87,4.64,0.27,2.83,2.64,1.51,1.25,0.97,0.5,0.49,0.52,1.0,0.5,0.38,0.25,0.0,0.0,0.27,0.11,0.19,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.19,0.0,100.0
01/20/2022,9.99,8.39,7.26,5.28,5.16,4.6,5.01,0.0,4.92,5.27,5.02,5.26,4.59,3.57,3.22,3.87,4.64,0.27,2.83,2.64,1.51,1.25,0.97,0.5,0.49,0.52,1.0,0.5,0.38,0.25,0.0,0.0,0.27,0.11,0.19,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.19,0.0,100.0
01/21/2022,10.1,8.43,7.33,5.34,5.1,4.5,4.98,0.0,4.95,5.32,4.98,5.35,4.72,3.54,3.18,3.8,4.52,0.27,2.83,2.66,1.5,1.17,0.97,0.5,0.5,0.52,1.0,0.51,0.37,0.25,0.0,0.0,0.27,0.11,0.19,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.16,0.0,100.0
01/24/2022,10.21,8.57,7.54,5.35,5.13,4.44,4.81,0.0,4.95,5.28,4.92,5.23,4.68,3.66,3.18,3.71,4.49,0.28,2.89,2.68,1.52,1.13,0.96,0.5,0.5,0.52,0.97,0.5,0.38,0.25,0.0,0.0,0.27,0.11,0.19,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.12,0.0,100.0
01/25/2022,10.16,8.64,7.56,5.24,5.2,4.46,4.81,0.0,4.93,5.37,5.0,5.17,4.56,3.67,3.2,3.73,4.47,0.28,2.89,2.68,1.51,1.08,0.95,0.5,0.5,0.51,0.97,0.51,0.37,0.26,0.0,0.0,0.27,0.11,0.19,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.0,100.0
01/26/2022,10.16,8.64,7.56,5.24,5.2,4.46,4.81,0.0,4.93,5.37,5.0,5.17,4.56,3.67,3.2,3.73,4.47,0.28,2.89,2.68,1.51,1.08,0.95,0.5,0.5,0.51,0.97,0.51,0.37,0.26,0.0,0.0,0.27,0.11,0.19,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.17,0.0,100.0
01/27/2022,10.07,8.63,7.47,5.28,5.21,4.49,4.87,0.0,4.86,5.31,5.03,5.13,4.62,3.69,3.22,3.76,4.52,0.28,2.87,2.68,1.5,1.11,0.95,0.51,0.49,0.51,0.97,0.52,0.37,0.26,0.0,0.0,0.26,0.11,0.19,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.18,0.0,100.0
01/28/2022,10.07,8.63,0.0,5.28,5.21,4.49,4.87,0.0,4.86,5.31,5.03,5.13,4.62,3.69,3.22,3.76,4.52,0.28,2.87,2.68,1.5,1.11,0.95,0.51,0.49,0.51,0.97,0.52,0.37,0.26,0.0,0.0,0.26,0.11,0.19,0.0,0.08,7.47,0.0,0.0,0.0,0.08,0.1,0.0,100.0
01/31/2022,10.15,8.74,7.58,5.43,5.18,4.54,5.02,0.0,4.87,5.43,5.15,5.38,4.6,3.74,3.21,3.57,3.46,0.28,2.9,2.74,1.55,0.92,0.97,0.5,0.5,0.52,0.98,0.53,0.37,0.26,0.0,0.0,0.27,0.11,0.18,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.29,0.0,100.0
02/01/2022,10.16,8.46,0.0,5.35,5.07,4.45,5.12,0.0,4.87,5.45,5.14,5.28,4.7,3.74,3.23,3.55,3.47,0.28,2.92,2.7,1.5,0.94,0.93,0.51,0.5,0.51,0.98,0.53,0.37,0.27,0.0,0.0,0.26,0.11,0.19,0.0,0.08,7.62,0.0,0.0,0.0,0.08,0.7,0.0,100.02
02/02/2022,10.16,8.46,7.62,5.35,5.07,4.45,5.12,0.0,4.87,5.45,5.14,5.28,4.7,3.74,3.23,3.55,3.47,0.28,2.92,2.7,1.5,0.94,0.93,0.51,0.5,0.51,0.98,0.53,0.37,0.27,0.0,0.0,0.26,0.11,0.19,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.76,0.0,100.0
02/03/2022,10.24,8.35,7.57,5.32,5.06,4.5,5.01,0.0,4.9,5.44,5.18,5.22,4.79,3.75,3.2,3.64,3.41,0.28,2.92,2.73,1.51,1.0,0.93,0.51,0.48,0.49,0.98,0.53,0.38,0.26,0.0,0.0,0.26,0.11,0.19,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.78,0.0,100.0
02/04/2022,10.15,8.28,7.33,5.37,5.0,4.51,5.08,0.0,4.89,5.46,5.24,5.42,4.8,3.81,3.22,3.62,3.33,0.28,2.91,2.74,1.55,1.0,0.94,0.52,0.48,0.49,0.98,0.52,0.39,0.27,0.0,0.0,0.26,0.1,0.19,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.78,0.0,100.0
