,MSFT,AMZN,FB,BKNG,QCOM,AMAT,GOOGL,APO,NVDA,PANW,AAPL,BGNE,V,ATVI,PYPL,IQV,FTCH,OXY,URI,ISRG,STNE,USFD,RNG,FCX,BABA,PENN,KURA,SQ,DOCU,SHOP,SE,EA,APA,MDB,RETA,UNH,ZS,SUM
11/10/2021,13.72,7.19,5.04,5.71,5.4,4.96,5.07,4.57,5.92,5.08,4.27,0.0,0.0,0.0,2.4,2.29,2.53,3.08,2.75,2.31,0.0,0.0,0.0,2.2,0.0,2.84,2.91,1.36,1.97,1.87,2.39,2.18,0.0,0.0,0.0,0.0,0.0,100.01
11/11/2021,13.66,7.09,4.97,5.72,5.46,4.92,5.04,4.54,6.09,5.29,4.22,0.0,0.0,0.0,2.42,2.32,2.58,3.14,2.74,2.3,0.0,0.0,0.0,2.32,0.0,2.69,2.86,1.35,2.0,1.87,2.28,2.14,0.0,0.0,0.0,0.0,0.0,100.01
11/12/2021,13.67,7.29,4.94,5.76,5.5,5.04,5.06,4.51,6.08,5.25,4.24,0.0,0.0,0.0,2.18,2.33,2.59,3.1,2.74,2.3,0.0,0.0,0.0,2.32,0.0,2.7,2.73,1.32,2.02,1.9,2.27,2.17,0.0,0.0,0.0,0.0,0.0,100.01
11/15/2021,13.79,7.21,4.93,5.49,5.53,5.06,5.05,4.52,6.15,5.31,4.24,0.0,0.0,0.0,2.18,2.38,2.71,3.01,2.73,2.26,0.0,0.0,0.0,2.46,0.0,2.72,2.64,1.32,1.9,1.86,2.26,2.29,0.0,0.0,0.0,0.0,0.0,100.0
11/16/2021,13.72,7.19,5.03,5.34,5.45,5.07,5.06,4.44,6.04,5.29,4.22,0.0,0.0,0.0,2.21,2.36,3.13,2.96,2.68,2.25,0.0,0.0,0.0,2.44,0.0,2.67,2.63,1.3,1.94,2.04,2.28,2.27,0.0,0.0,0.0,0.0,0.0,100.01
11/17/2021,13.72,7.19,5.03,5.34,5.45,5.07,5.06,4.44,6.04,5.29,4.22,0.0,0.0,0.0,2.21,2.36,3.13,2.96,2.68,2.25,0.0,0.0,0.0,2.44,0.0,2.67,2.63,1.3,1.94,2.04,2.28,2.27,0.0,0.0,0.0,0.0,0.0,100.01
11/18/2021,13.71,7.24,5.14,5.24,5.58,5.05,5.05,4.51,5.97,5.33,4.23,0.0,0.0,0.0,2.26,2.33,3.1,2.95,2.7,2.24,0.0,0.0,0.0,2.42,0.0,2.58,2.59,1.33,1.94,2.03,2.29,2.2,0.0,0.0,0.0,0.0,0.0,100.01
11/19/2021,13.74,7.18,5.03,5.15,5.97,5.07,5.0,4.46,5.96,5.36,4.22,0.0,0.0,0.0,2.27,2.46,3.15,2.91,2.66,2.27,0.0,0.0,0.0,2.33,0.0,2.58,2.58,1.35,1.95,2.04,2.18,2.16,0.0,0.0,0.0,0.0,0.0,100.03
11/22/2021,13.74,7.18,5.03,5.15,5.97,5.07,5.0,4.46,5.96,5.36,4.22,0.0,0.0,0.0,2.27,2.46,3.15,2.91,2.66,2.27,0.0,0.0,0.0,2.33,0.0,2.58,2.58,1.35,1.95,2.04,2.18,2.16,0.0,0.0,0.0,0.0,0.0,100.03
11/23/2021,13.74,7.18,5.03,5.15,5.97,5.07,5.0,4.46,5.96,5.36,4.22,0.0,0.0,0.0,2.27,2.46,3.15,2.91,2.66,2.27,0.0,0.0,0.0,2.33,0.0,2.58,2.58,1.35,1.95,2.04,2.18,2.16,0.0,0.0,0.0,0.0,0.0,100.03
11/24/2021,13.99,7.51,5.1,5.1,6.12,2.87,5.07,4.44,6.55,5.45,4.52,0.0,0.0,0.0,0.0,2.48,2.65,0.0,2.63,2.21,0.0,0.0,0.0,2.27,0.0,2.4,2.52,1.29,1.94,4.03,2.07,2.06,2.62,2.13,0.0,0.0,0.0,100.02
11/25/2021,14.14,7.45,5.14,5.11,6.12,2.88,5.08,4.59,6.48,5.66,4.63,0.0,0.0,0.0,0.0,2.53,2.32,0.0,2.7,2.2,0.0,0.0,0.0,2.28,0.0,2.49,2.5,1.23,1.86,3.88,2.04,2.01,2.73,1.97,0.0,0.0,0.0,100.02
11/26/2021,14.14,7.45,5.14,5.11,6.12,2.88,5.08,4.59,6.48,5.66,4.63,0.0,0.0,0.0,0.0,2.53,2.32,0.0,2.7,2.2,0.0,0.0,0.0,2.28,0.0,2.49,2.5,1.23,1.86,3.88,2.04,2.01,2.73,1.97,0.0,0.0,0.0,100.02
11/29/2021,14.03,7.45,5.13,5.15,6.09,2.9,5.06,4.46,6.61,5.75,4.65,0.0,0.0,0.0,0.0,2.5,2.54,0.0,2.67,2.19,0.0,0.0,0.0,2.33,0.0,2.49,2.12,1.26,1.82,3.95,1.97,2.01,2.94,1.93,0.0,0.0,0.0,100.0
11/30/2021,14.07,7.49,5.15,4.91,6.09,2.87,5.07,4.45,6.55,5.74,4.63,0.0,0.0,0.0,0.0,2.54,2.54,0.0,2.66,2.18,0.0,0.0,0.0,2.31,0.0,2.53,2.17,1.27,1.92,3.93,2.07,2.06,2.77,2.03,0.0,0.0,0.0,100.0
12/01/2021,14.07,7.49,5.15,4.91,6.09,2.87,5.07,4.45,6.55,5.74,4.63,0.0,0.0,0.0,0.0,2.54,2.54,0.0,2.66,2.18,0.0,0.0,0.0,2.31,0.0,2.53,2.17,1.27,1.92,3.93,2.07,2.06,2.77,2.03,0.0,0.0,0.0,100.0
12/02/2021,14.07,7.46,5.12,4.87,6.23,2.97,5.08,4.46,6.8,5.81,4.63,0.0,0.0,0.0,0.0,2.53,2.54,0.0,2.57,2.17,0.0,0.0,0.0,2.31,0.0,2.46,2.12,1.25,1.9,3.83,2.04,2.0,2.78,2.02,0.0,0.0,0.0,100.02
12/06/2021,14.4,7.53,4.91,4.82,6.22,3.1,5.14,4.48,6.69,5.81,4.97,0.0,0.0,0.0,0.0,2.57,2.46,0.0,2.5,2.17,0.0,0.0,0.0,2.3,0.0,2.35,0.0,1.19,1.82,3.72,1.87,2.01,2.73,1.83,2.45,0.0,0.0,100.04
12/07/2021,14.4,7.53,4.91,4.82,6.22,3.1,5.14,4.48,6.69,5.81,4.97,0.0,0.0,0.0,0.0,2.57,2.46,0.0,2.5,2.17,0.0,0.0,0.0,2.3,0.0,2.35,0.0,1.19,1.82,3.72,1.87,2.01,2.73,1.83,2.45,0.0,0.0,100.04
12/08/2021,14.4,7.53,4.91,4.82,6.22,3.1,5.14,4.48,6.69,5.81,4.97,0.0,0.0,0.0,0.0,2.57,2.46,0.0,2.5,2.17,0.0,0.0,0.0,2.3,0.0,2.35,0.0,1.19,1.82,3.72,1.87,2.01,2.73,1.83,2.45,0.0,0.0,100.04
12/09/2021,14.4,7.53,4.91,4.82,6.22,3.1,5.14,4.48,6.69,5.81,4.97,0.0,0.0,0.0,0.0,2.57,2.46,0.0,2.5,2.17,0.0,0.0,0.0,2.3,0.0,2.35,0.0,1.19,1.82,3.72,1.87,2.01,2.73,1.83,2.45,0.0,0.0,100.04
12/10/2021,14.4,7.53,4.91,4.82,6.22,3.1,5.14,4.48,6.69,5.81,4.97,0.0,0.0,0.0,0.0,2.57,2.46,0.0,2.5,2.17,0.0,0.0,0.0,2.3,0.0,2.35,0.0,1.19,1.82,3.72,1.87,2.01,2.73,1.83,2.45,0.0,0.0,100.04
12/13/2021,14.4,7.53,4.91,4.82,6.22,3.1,5.14,4.48,6.69,5.81,4.97,0.0,0.0,0.0,0.0,2.57,2.46,0.0,2.5,2.17,0.0,0.0,0.0,2.3,0.0,2.35,0.0,1.19,1.82,3.72,1.87,2.01,2.73,1.83,2.45,0.0,0.0,100.04
12/14/2021,14.4,7.53,4.91,4.82,6.22,3.1,5.14,4.48,6.69,5.81,4.97,0.0,0.0,0.0,0.0,2.57,2.46,0.0,2.5,2.17,0.0,0.0,0.0,2.3,0.0,2.35,0.0,1.19,1.82,3.72,1.87,2.01,2.73,1.83,2.45,0.0,0.0,100.04
12/15/2021,14.4,7.53,4.91,4.82,6.22,3.1,5.14,4.48,6.69,5.81,4.97,0.0,0.0,0.0,0.0,2.57,2.46,0.0,2.5,2.17,0.0,0.0,0.0,2.3,0.0,2.35,0.0,1.19,1.82,3.72,1.87,2.01,2.73,1.83,2.45,0.0,0.0,100.04
12/16/2021,14.4,7.53,4.91,4.82,6.22,3.1,5.14,4.48,6.69,5.81,4.97,0.0,0.0,0.0,0.0,2.57,2.46,0.0,2.5,2.17,0.0,0.0,0.0,2.3,0.0,2.35,0.0,1.19,1.82,3.72,1.87,2.01,2.73,1.83,2.45,0.0,0.0,100.04
12/17/2021,14.4,7.53,4.91,4.82,6.22,3.1,5.14,4.48,6.69,5.81,4.97,0.0,0.0,0.0,0.0,2.57,2.46,0.0,2.5,2.17,0.0,0.0,0.0,2.3,0.0,2.35,0.0,1.19,1.82,3.72,1.87,2.01,2.73,1.83,2.45,0.0,0.0,100.04
12/20/2021,14.4,7.53,4.91,4.82,6.22,3.1,5.14,4.48,6.69,5.81,4.97,0.0,0.0,0.0,0.0,2.57,2.46,0.0,2.5,2.17,0.0,0.0,0.0,2.3,0.0,2.35,0.0,1.19,1.82,3.72,1.87,2.01,2.73,1.83,2.45,0.0,0.0,100.04
12/21/2021,14.58,5.98,5.69,4.73,6.47,3.74,7.37,5.13,5.89,6.61,3.86,0.0,0.0,0.0,0.0,3.52,1.31,0.0,2.92,2.84,0.0,0.0,0.0,2.63,0.0,0.89,0.0,0.64,0.0,3.44,1.66,2.47,3.29,2.74,0.0,1.3,0.33,100.03000000000002
12/22/2021,14.58,5.98,5.69,4.73,6.47,3.74,7.37,5.13,5.89,6.61,3.86,0.0,0.0,0.0,0.0,3.52,1.31,0.0,2.92,2.84,0.0,0.0,0.0,2.63,0.0,0.89,0.0,0.64,0.0,3.44,1.66,2.47,3.29,2.74,0.0,1.3,0.33,100.03000000000002
12/23/2021,14.57,5.94,5.61,4.78,6.54,3.76,7.45,5.06,5.94,6.67,3.87,0.0,0.0,0.0,0.0,3.52,1.29,0.0,2.86,2.83,0.0,0.0,0.0,2.62,0.0,0.88,0.0,0.61,0.0,3.37,1.62,2.54,3.27,2.76,0.0,1.31,0.33,100.0
12/24/2021,14.4,5.86,5.57,4.95,6.43,3.79,7.29,5.13,6.02,6.55,3.81,0.0,0.0,0.0,0.0,3.45,1.33,0.0,2.83,2.86,0.0,0.0,0.0,2.65,0.0,0.92,0.0,0.64,0.0,3.48,1.74,2.5,3.34,2.9,0.0,1.27,0.33,100.04
12/27/2021,14.4,5.75,5.46,4.91,6.39,3.81,7.3,5.18,6.0,6.69,3.8,0.0,0.0,0.0,0.0,3.49,1.33,0.0,2.79,2.93,0.0,0.0,0.0,2.72,0.0,0.91,0.0,0.61,0.0,3.58,1.66,2.45,3.36,2.9,0.0,1.27,0.33,100.02
12/28/2021,14.4,5.75,5.46,4.91,6.39,3.81,7.3,5.18,6.0,6.69,3.8,0.0,0.0,0.0,0.0,3.49,1.33,0.0,2.79,2.93,0.0,0.0,0.0,2.72,0.0,0.91,0.0,0.61,0.0,3.58,1.66,2.45,3.36,2.9,0.0,1.27,0.33,100.02
12/29/2021,14.4,5.75,5.46,4.91,6.39,3.81,7.3,5.18,6.0,6.69,3.8,0.0,0.0,0.0,0.0,3.49,1.33,0.0,2.79,2.93,0.0,0.0,0.0,2.72,0.0,0.91,0.0,0.61,0.0,3.58,1.66,2.45,3.36,2.9,0.0,1.27,0.33,100.02
12/30/2021,14.4,5.75,5.46,4.91,6.39,3.81,7.3,5.18,6.0,6.69,3.8,0.0,0.0,0.0,0.0,3.49,1.33,0.0,2.79,2.93,0.0,0.0,0.0,2.72,0.0,0.91,0.0,0.61,0.0,3.58,1.66,2.45,3.36,2.9,0.0,1.27,0.33,100.02
12/31/2021,14.4,5.75,5.46,4.91,6.39,3.81,7.3,5.18,6.0,6.69,3.8,0.0,0.0,0.0,0.0,3.49,1.33,0.0,2.79,2.93,0.0,0.0,0.0,2.72,0.0,0.91,0.0,0.61,0.0,3.58,1.66,2.45,3.36,2.9,0.0,1.27,0.33,100.02
01/03/2022,14.4,6.07,5.53,4.83,6.3,3.81,7.58,5.02,5.9,6.59,4.53,0.0,0.0,0.0,0.0,3.5,1.35,0.0,2.73,2.88,0.0,0.0,0.0,2.72,0.0,0.89,0.0,0.6,0.0,3.12,1.65,2.45,3.44,2.49,0.0,1.27,0.33,99.98
01/03/2022,14.37,6.05,5.44,4.87,6.36,3.83,7.57,5.02,5.91,6.59,4.55,0.0,0.0,0.0,0.0,3.52,1.34,0.0,2.77,2.87,0.0,0.0,0.0,2.74,0.0,0.91,0.0,0.59,0.0,3.1,1.66,2.42,3.44,2.5,0.0,1.28,0.33,100.03
01/03/2022,14.37,6.05,5.44,4.87,6.36,3.83,7.57,5.02,5.91,6.59,4.55,0.0,0.0,0.0,0.0,3.52,1.34,0.0,2.77,2.87,0.0,0.0,0.0,2.74,0.0,0.91,0.0,0.59,0.0,3.1,1.66,2.42,3.44,2.5,0.0,1.28,0.33,100.03
01/04/2022,14.37,6.05,5.44,4.87,6.36,3.83,7.57,5.02,5.91,6.59,4.55,0.0,0.0,0.0,0.0,3.52,1.34,0.0,2.77,2.87,0.0,0.0,0.0,2.74,0.0,0.91,0.0,0.59,0.0,3.1,1.66,2.42,3.44,2.5,0.0,1.28,0.33,100.03
01/05/2022,14.37,6.05,5.44,4.87,6.36,3.83,7.57,5.02,5.91,6.59,4.55,0.0,0.0,0.0,0.0,3.52,1.34,0.0,2.77,2.87,0.0,0.0,0.0,2.74,0.0,0.91,0.0,0.59,0.0,3.1,1.66,2.42,3.44,2.5,0.0,1.28,0.33,100.03
01/06/2022,14.26,6.16,5.46,4.99,6.45,3.88,7.55,4.94,6.04,6.42,4.65,0.0,0.0,0.0,0.0,3.4,1.37,0.0,2.75,2.86,0.0,0.0,0.0,2.72,0.0,0.89,0.0,0.59,0.0,3.06,1.65,2.47,3.58,2.29,0.0,1.27,0.31,100.01
01/07/2022,14.19,6.13,5.5,5.05,6.57,3.89,7.61,5.14,5.94,6.25,4.65,0.0,0.0,0.0,0.0,3.38,1.34,0.0,2.92,2.86,0.0,0.0,0.0,2.8,0.0,0.88,0.0,0.57,0.0,2.77,1.48,2.52,3.81,2.22,0.0,1.26,0.29,100.02
01/10/2022,13.98,6.17,5.61,5.15,6.74,3.96,7.5,5.02,5.9,6.57,4.59,0.0,0.0,0.0,0.0,3.41,1.24,0.0,2.91,2.78,0.0,0.0,0.0,2.78,0.0,0.86,0.0,0.55,0.0,2.74,1.49,2.48,3.95,2.11,0.0,1.24,0.28,100.01
01/11/2022,14.12,6.21,5.65,5.21,6.6,3.86,7.53,5.03,5.76,6.54,4.64,0.0,0.0,0.0,0.0,3.37,1.24,0.0,2.86,2.72,0.0,0.0,0.0,2.9,0.0,0.87,0.0,0.54,0.0,2.71,1.46,2.55,4.0,2.13,0.0,1.23,0.28,100.01
01/12/2022,14.12,6.21,5.65,5.21,6.6,3.86,7.53,5.03,5.76,6.54,4.64,0.0,0.0,0.0,0.0,3.37,1.24,0.0,2.86,2.72,0.0,0.0,0.0,2.9,0.0,0.87,0.0,0.54,0.0,2.71,1.46,2.55,4.0,2.13,0.0,1.23,0.28,100.01
01/13/2022,14.12,6.21,5.65,5.21,6.6,3.86,7.53,5.03,5.76,6.54,4.64,0.0,0.0,0.0,0.0,3.37,1.24,0.0,2.86,2.72,0.0,0.0,0.0,2.9,0.0,0.87,0.0,0.54,0.0,2.71,1.46,2.55,4.0,2.13,0.0,1.23,0.28,100.01
01/14/2022,13.92,6.21,5.6,5.19,6.67,3.83,7.55,5.06,5.78,6.44,4.64,0.0,0.0,0.0,0.0,3.36,1.21,0.0,2.88,2.71,0.0,0.0,0.0,2.92,0.0,0.87,0.0,0.56,0.0,2.69,1.52,2.48,4.24,2.17,0.0,1.23,0.29,100.02
01/17/2022,13.81,6.2,5.6,5.3,6.78,4.05,7.68,5.11,5.66,6.25,4.68,0.0,0.0,0.0,0.0,3.34,1.13,0.0,2.97,2.65,0.0,0.0,0.0,3.09,0.0,0.85,0.0,0.53,0.0,2.54,1.42,2.55,4.35,1.95,0.0,1.26,0.27,100.02
01/18/2022,13.93,6.18,5.64,5.23,6.89,4.26,7.66,5.01,5.69,6.2,4.66,0.0,0.0,0.0,0.0,3.24,1.14,0.0,2.87,2.58,0.0,0.0,0.0,3.04,0.0,0.82,0.0,0.51,0.0,2.61,1.36,2.52,4.48,1.97,0.0,1.25,0.27,100.01
01/19/2022,13.93,6.18,5.64,5.23,6.89,4.26,7.66,5.01,5.69,6.2,4.66,0.0,0.0,0.0,0.0,3.24,1.14,0.0,2.87,2.58,0.0,0.0,0.0,3.04,0.0,0.82,0.0,0.51,0.0,2.61,1.36,2.52,4.48,1.97,0.0,1.25,0.27,100.01
01/20/2022,13.93,6.18,5.64,5.23,6.89,4.26,7.66,5.01,5.69,6.2,4.66,0.0,0.0,0.0,0.0,3.24,1.14,0.0,2.87,2.58,0.0,0.0,0.0,3.04,0.0,0.82,0.0,0.51,0.0,2.61,1.36,2.52,4.48,1.97,0.0,1.25,0.27,100.01
01/21/2022,13.96,6.22,5.56,5.23,6.71,4.0,7.67,5.06,5.62,6.42,4.7,0.0,0.0,0.0,0.0,3.27,1.1,0.0,2.83,2.55,0.0,0.0,0.0,3.14,0.0,0.81,0.0,0.51,0.0,2.56,1.36,2.65,4.56,1.97,0.0,1.26,0.28,100.0
01/24/2022,14.21,6.06,5.65,5.45,6.38,3.73,7.68,5.12,5.35,6.77,4.64,0.0,0.0,0.0,0.0,3.36,1.02,0.0,2.82,2.58,0.0,0.0,0.0,3.13,0.0,0.81,0.0,0.51,0.0,2.54,1.39,2.81,4.41,2.02,0.0,1.3,0.28,100.02
01/25/2022,14.45,5.91,5.6,5.45,6.55,3.75,7.78,5.22,5.37,6.54,4.75,0.0,0.0,0.0,0.0,3.44,0.99,0.0,2.83,2.46,0.0,0.0,0.0,3.08,0.0,0.82,0.0,0.49,0.0,2.27,1.31,2.92,4.4,2.02,0.0,1.34,0.28,100.02
01/26/2022,14.45,5.91,5.6,5.45,6.55,3.75,7.78,5.22,5.37,6.54,4.75,0.0,0.0,0.0,0.0,3.44,0.99,0.0,2.83,2.46,0.0,0.0,0.0,3.08,0.0,0.82,0.0,0.49,0.0,2.27,1.31,2.92,4.4,2.02,0.0,1.34,0.28,100.02
01/27/2022,14.32,5.93,5.65,5.4,6.68,3.83,7.72,5.12,5.31,6.74,4.68,0.0,0.0,0.0,0.0,3.44,0.99,0.0,2.94,2.45,0.0,0.0,0.0,2.97,0.0,0.84,0.0,0.48,0.0,2.39,1.25,2.81,4.42,2.06,0.0,1.33,0.28,100.03
01/28/2022,14.32,5.93,5.65,5.4,6.68,3.83,7.72,5.12,5.31,6.74,4.68,0.0,0.0,0.0,0.0,3.44,0.99,0.0,2.94,2.45,0.0,0.0,0.0,2.97,0.0,0.84,0.0,0.48,0.0,2.39,1.25,2.81,4.42,2.06,0.0,1.33,0.28,100.03
01/31/2022,14.86,5.88,5.53,5.56,6.5,3.67,7.82,5.32,5.12,6.66,4.73,0.0,0.0,0.0,0.0,3.36,0.89,0.0,3.1,2.43,0.0,0.0,0.0,2.83,0.0,0.86,0.0,0.45,0.0,2.13,1.1,2.79,4.89,1.92,0.0,1.36,0.26,100.02
02/01/2022,14.83,5.88,4.86,4.93,7.09,3.62,7.84,4.53,4.94,6.61,4.91,0.0,0.0,0.0,0.0,3.36,0.88,0.0,2.99,3.18,0.0,0.0,0.0,2.67,0.0,0.87,0.0,0.45,0.0,2.21,1.14,2.73,4.78,1.98,0.0,2.47,0.27,100.02
02/02/2022,14.83,5.88,4.86,4.93,7.09,3.62,7.84,4.53,4.94,6.61,4.91,0.0,0.0,0.0,0.0,3.36,0.88,0.0,2.99,3.18,0.0,0.0,0.0,2.67,0.0,0.87,0.0,0.45,0.0,2.21,1.14,2.73,4.78,1.98,0.0,2.47,0.27,100.02
02/03/2022,14.83,5.88,4.86,4.93,7.09,3.62,7.84,4.53,4.94,6.61,4.91,0.0,0.0,0.0,0.0,3.36,0.88,0.0,2.99,3.18,0.0,0.0,0.0,2.67,0.0,0.87,0.0,0.45,0.0,2.21,1.14,2.73,4.78,1.98,0.0,2.47,0.27,100.02
02/04/2022,14.25,5.92,4.92,4.83,7.22,3.64,7.76,4.5,5.11,6.55,4.83,0.0,0.0,0.0,0.0,3.33,1.0,0.0,2.97,3.21,0.0,0.0,0.0,2.77,0.0,0.9,0.0,0.5,0.0,2.39,1.27,2.58,4.8,2.09,0.0,2.39,0.29,100.02
02/07/2022,14.37,5.62,3.79,4.93,7.54,3.7,8.34,4.54,5.14,6.5,4.94,0.0,0.0,0.0,0.0,3.48,0.85,0.0,3.02,3.31,0.0,0.0,0.0,2.8,0.0,0.89,0.0,0.41,0.0,2.03,1.2,2.81,4.93,2.01,0.0,2.57,0.28,100.0
02/08/2022,14.37,5.62,3.79,4.93,7.54,3.7,8.34,4.54,5.14,6.5,4.94,0.0,0.0,0.0,0.0,3.48,0.85,0.0,3.02,3.31,0.0,0.0,0.0,2.8,0.0,0.89,0.0,0.41,0.0,2.03,1.2,2.81,4.93,2.01,0.0,2.57,0.28,100.0
02/09/2022,14.37,5.62,3.79,4.93,7.54,3.7,8.34,4.54,5.14,6.5,4.94,0.0,0.0,0.0,0.0,3.48,0.85,0.0,3.02,3.31,0.0,0.0,0.0,2.8,0.0,0.89,0.0,0.41,0.0,2.03,1.2,2.81,4.93,2.01,0.0,2.57,0.28,100.0
02/10/2022,14.37,5.62,3.79,4.93,7.54,3.7,8.34,4.54,5.14,6.5,4.94,0.0,0.0,0.0,0.0,3.48,0.85,0.0,3.02,3.31,0.0,0.0,0.0,2.8,0.0,0.89,0.0,0.41,0.0,2.03,1.2,2.81,4.93,2.01,0.0,2.57,0.28,100.0
02/11/2022,14.37,5.62,3.79,4.93,7.54,3.7,8.34,4.54,5.14,6.5,4.94,0.0,0.0,0.0,0.0,3.48,0.85,0.0,3.02,3.31,0.0,0.0,0.0,2.8,0.0,0.89,0.0,0.41,0.0,2.03,1.2,2.81,4.93,2.01,0.0,2.57,0.28,100.0
02/14/2022,14.37,5.62,3.79,4.93,7.54,3.7,8.34,4.54,5.14,6.5,4.94,0.0,0.0,0.0,0.0,3.48,0.85,0.0,3.02,3.31,0.0,0.0,0.0,2.8,0.0,0.89,0.0,0.41,0.0,2.03,1.2,2.81,4.93,2.01,0.0,2.57,0.28,100.0
02/15/2022,14.37,5.62,3.79,4.93,7.54,3.7,8.34,4.54,5.14,6.5,4.94,0.0,0.0,0.0,0.0,3.48,0.85,0.0,3.02,3.31,0.0,0.0,0.0,2.8,0.0,0.89,0.0,0.41,0.0,2.03,1.2,2.81,4.93,2.01,0.0,2.57,0.28,100.0
02/16/2022,14.37,5.62,3.79,4.93,7.54,3.7,8.34,4.54,5.14,6.5,4.94,0.0,0.0,0.0,0.0,3.48,0.85,0.0,3.02,3.31,0.0,0.0,0.0,2.8,0.0,0.89,0.0,0.41,0.0,2.03,1.2,2.81,4.93,2.01,0.0,2.57,0.28,100.0
