,ALB,002812 C2,300750 C2,002460 C2,300014 C2,002371 C2,1211 HK,300450 C2,MIN.AX,006400.KS,051910.KS,SQM,6752.T,TSLA,300207 C2,ENS,603659 C1,300037 C2,LTHM,VAR1.DE,300073 C2,6674.T,6121 TT,PLS.AX,ORE.AX,819.HK,066970.KQ,020150.KS,GXY.AX,300457 C2,AMG.AS,LAC.TO,3211 TT,CASH,INR.AX,047310.KQ,8137.HK,082920.KQ,6619.T,L & F CO LTD - RTS,6619 JP,082920 KS,047310 KS,n/a,6762.T,SLI.V,VUL.AX,FREY,PLLDA.AX,MVST,002709 C2,QS,SUM
10/11/2021,14.09,7.06,5.6,6.12,4.93,5.99,4.99,4.62,2.86,3.17,2.71,3.7,3.07,3.78,3.37,1.89,2.5,2.86,2.06,1.41,2.19,0.97,0.94,1.38,1.86,0.46,1.55,0.9,0.0,0.74,0.53,0.53,0.25,0.0,0.35,0.09,0.11,0.09,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/12/2021,14.09,7.06,5.6,6.12,4.93,5.99,4.99,4.62,2.86,3.17,2.71,3.7,3.07,3.78,3.37,1.89,2.5,2.86,2.06,1.41,2.19,0.97,0.94,1.38,1.86,0.46,1.55,0.9,0.0,0.74,0.53,0.53,0.25,0.0,0.35,0.09,0.11,0.09,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/13/2021,13.86,6.49,5.79,6.0,5.1,5.88,5.02,4.72,2.96,3.3,2.85,3.76,3.15,3.8,3.42,1.91,2.44,2.61,2.03,1.42,2.19,1.0,0.98,1.38,1.89,0.46,1.66,0.94,0.0,0.77,0.53,0.52,0.25,0.0,0.36,0.09,0.11,0.09,0.14,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/14/2021,13.69,6.46,5.6,5.99,5.07,5.57,5.24,4.7,3.04,3.28,2.83,3.82,3.3,3.8,3.49,1.91,2.44,2.68,2.09,1.44,2.23,0.99,0.97,1.38,1.93,0.47,1.64,0.93,0.0,0.77,0.55,0.52,0.25,0.0,0.36,0.09,0.11,0.09,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/15/2021,13.98,6.28,5.47,5.84,5.09,5.49,5.18,4.64,3.03,3.18,2.96,3.9,3.37,3.9,3.46,1.93,2.34,2.65,2.23,1.48,2.12,1.0,0.94,1.39,1.93,0.48,1.7,0.94,0.0,0.76,0.55,0.62,0.25,0.0,0.35,0.09,0.11,0.09,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/18/2021,14.3,6.51,5.53,6.01,5.16,5.41,4.96,4.62,2.81,3.22,3.05,3.79,3.22,3.8,3.51,1.92,2.42,2.45,2.22,1.47,2.11,0.97,0.87,1.41,1.9,0.46,1.83,0.94,0.0,0.75,0.54,0.6,0.23,0.0,0.38,0.09,0.11,0.1,0.14,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/19/2021,14.3,6.51,5.53,6.01,5.16,5.41,4.96,4.62,2.81,3.22,3.05,3.79,3.22,3.8,3.51,1.92,2.42,2.45,2.22,1.47,2.11,0.97,0.87,1.41,1.9,0.46,1.83,0.94,0.0,0.75,0.54,0.6,0.23,0.0,0.38,0.09,0.11,0.1,0.14,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/21/2021,13.98,6.76,5.92,6.04,5.16,5.5,5.17,4.84,2.73,3.13,2.84,3.68,3.11,3.86,3.67,1.79,2.41,2.53,2.15,1.43,2.08,0.96,0.86,1.38,1.92,0.43,1.77,0.91,0.0,0.74,0.52,0.6,0.23,0.0,0.36,0.09,0.11,0.09,0.14,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/22/2021,13.85,6.91,5.89,6.08,5.28,5.28,5.23,4.68,2.71,3.23,2.86,3.63,3.08,3.81,3.86,1.8,2.41,2.44,2.05,1.42,2.05,0.95,0.87,1.38,1.91,0.44,1.83,0.97,0.0,0.81,0.52,0.61,0.23,0.0,0.39,0.09,0.11,0.1,0.14,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/25/2021,13.81,7.09,5.97,6.07,5.28,5.27,5.27,4.68,2.62,3.23,2.79,3.56,3.05,3.96,4.04,1.79,2.36,2.39,2.06,1.38,2.03,0.93,0.85,1.41,1.93,0.48,1.66,0.89,0.0,0.83,0.52,0.61,0.23,0.0,0.39,0.09,0.11,0.1,0.14,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/26/2021,13.81,7.09,5.97,6.07,5.28,5.27,5.27,4.68,2.62,3.23,2.79,3.56,3.05,3.96,4.04,1.79,2.36,2.39,2.06,1.38,2.03,0.93,0.85,1.41,1.93,0.48,1.66,0.89,0.0,0.83,0.52,0.61,0.23,0.0,0.39,0.09,0.11,0.1,0.14,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/27/2021,13.67,7.13,6.03,5.94,5.28,5.67,5.53,4.62,2.51,3.3,2.84,3.5,3.08,4.03,3.83,1.78,2.36,2.3,2.03,1.41,2.0,0.92,0.86,1.38,1.95,0.47,1.64,0.87,0.0,0.82,0.52,0.59,0.23,0.0,0.39,0.09,0.1,0.1,0.14,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/28/2021,13.77,7.0,5.95,5.87,5.3,5.61,5.5,4.62,2.67,3.21,2.79,3.42,3.14,4.43,3.83,1.74,2.42,2.33,2.02,1.37,1.98,0.89,0.84,1.34,1.91,0.44,1.53,0.86,0.0,0.81,0.51,0.61,0.23,0.0,0.39,0.09,0.1,0.1,0.13,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/29/2021,13.54,6.64,5.82,5.93,5.3,5.63,5.59,4.7,2.32,3.27,2.82,3.64,3.3,4.39,3.85,1.66,2.39,2.42,2.02,1.3,1.99,0.88,0.8,1.45,1.99,0.44,1.48,0.86,0.0,0.82,0.51,0.62,0.22,0.0,0.4,0.08,0.09,0.09,0.14,0.0,0.0,0.0,0.0,0.01,0.25,0.14,0.1,0.06,0.04,0.03,0.0,0.0,100.02000000000002
11/01/2021,14.08,5.53,5.81,5.61,5.14,5.6,5.41,4.73,2.05,3.74,3.64,3.26,3.22,4.63,3.96,1.55,2.43,2.46,2.1,1.25,2.02,0.75,0.7,1.36,1.85,0.38,1.44,0.77,0.0,0.79,0.37,0.7,0.2,0.0,0.37,0.06,0.09,0.08,0.08,0.0,0.0,0.0,0.0,0.2,0.9,0.31,0.09,0.13,0.06,0.08,0.0,0.0,99.98
11/02/2021,14.08,5.53,5.81,5.61,5.14,5.6,5.41,4.73,2.05,3.74,3.64,3.26,3.22,4.63,3.96,1.55,2.43,2.46,2.1,1.25,2.02,0.75,0.7,1.36,1.85,0.38,1.44,0.77,0.0,0.79,0.37,0.7,0.2,0.0,0.37,0.06,0.09,0.08,0.08,0.0,0.0,0.0,0.0,0.2,0.9,0.31,0.09,0.13,0.06,0.08,0.0,0.0,99.98
11/03/2021,10.68,4.64,4.97,4.55,4.64,4.54,4.79,4.25,1.73,4.6,4.46,2.86,4.37,5.83,2.91,1.21,1.92,1.89,1.65,1.02,1.66,0.59,0.62,1.33,1.42,0.27,1.23,0.59,0.0,0.56,0.31,0.88,0.0,0.0,0.31,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,-0.27,4.82,0.56,0.32,0.39,0.34,0.45,4.19,1.82,99.97
11/04/2021,10.9,4.57,5.05,4.4,4.46,3.92,4.62,4.23,1.76,4.49,4.4,2.96,4.33,6.31,2.78,1.27,1.82,1.86,1.7,1.02,1.62,0.6,0.62,1.38,1.51,0.25,1.23,0.56,0.0,0.55,0.31,0.89,0.0,0.0,0.33,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.42,4.81,0.61,0.31,0.41,0.33,0.48,3.99,1.87,100.0
11/05/2021,10.93,4.44,5.05,4.54,4.59,4.05,4.73,4.41,1.65,4.49,4.35,3.14,4.24,6.04,2.77,1.26,1.82,1.83,1.73,0.99,1.58,0.59,0.62,1.31,1.42,0.25,1.25,0.56,0.0,0.56,0.29,0.87,0.0,0.0,0.33,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.31,5.17,0.6,0.27,0.41,0.33,0.45,3.91,1.8,100.0
11/08/2021,11.3,4.53,4.91,4.25,4.58,3.85,4.96,4.23,1.64,4.53,4.06,3.34,4.28,6.26,2.7,1.22,1.83,1.75,1.75,0.96,1.68,0.59,0.61,1.36,1.49,0.25,1.32,0.58,0.0,0.57,0.29,0.95,0.0,0.0,0.34,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,5.17,0.57,0.31,0.44,0.33,0.48,3.73,1.92,99.94
11/09/2021,11.3,4.53,4.91,4.25,4.58,3.85,4.96,4.23,1.64,4.53,4.06,3.34,4.28,6.26,2.7,1.22,1.83,1.75,1.75,0.96,1.68,0.59,0.61,1.36,1.49,0.25,1.32,0.58,0.0,0.57,0.29,0.95,0.0,0.0,0.34,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,5.17,0.57,0.31,0.44,0.33,0.48,3.73,1.92,99.94
11/10/2021,11.4,4.2,4.86,4.34,4.58,3.84,4.93,4.35,1.64,4.59,4.07,3.29,4.25,6.28,2.72,1.27,1.87,1.7,1.79,0.83,1.67,0.58,0.61,1.38,1.51,0.25,1.35,0.58,0.0,0.6,0.3,0.98,0.0,0.0,0.34,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,5.16,0.56,0.31,0.43,0.34,0.5,3.81,1.9,99.99
11/11/2021,11.39,4.14,4.95,4.59,5.19,3.79,4.71,4.4,1.63,4.43,3.91,3.3,4.14,5.84,2.73,1.23,2.01,1.7,1.81,0.84,1.74,0.52,0.58,1.31,1.43,0.24,1.33,0.58,0.0,0.61,0.3,1.03,0.0,0.0,0.34,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,5.01,0.55,0.27,0.43,0.32,0.51,3.88,2.26,100.0
11/12/2021,11.28,4.16,4.99,4.56,5.33,4.03,4.83,4.41,1.64,4.49,3.93,3.29,4.12,5.16,2.83,1.24,2.01,1.67,1.77,0.86,1.76,0.51,0.58,1.37,1.45,0.24,1.43,0.61,0.0,0.62,0.3,1.01,0.0,0.0,0.33,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,5.06,0.53,0.27,0.42,0.33,0.48,3.87,2.21,100.0
11/15/2021,11.23,4.16,4.96,4.24,5.25,4.53,4.71,4.33,1.65,4.53,3.88,3.32,4.19,5.39,3.03,1.2,1.95,1.66,1.72,0.86,1.72,0.49,0.58,1.33,1.4,0.25,1.39,0.6,0.0,0.64,0.29,1.01,0.0,0.0,0.31,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,5.09,0.51,0.26,0.41,0.31,0.49,3.69,2.4,99.96999999999998
