,CUBE,AMH,ATR,ZNGA,RGLD,LSTR,CDK,SCI,MMS,LSI,UTHR,THG,IDA,FLO,DLB,COR,PINC,WSO,POR,ALKS,BJ,FCN,LANC,SXT,SLGN,WTM,AXS,HTA,MUSA,WDFC,TMX,EQC,COLD,NLSN,TTC,NUAN,SFM,AMN,GMED,CVLT,AVA,SHEN,HLI,XTSLA,DORM,HE,CASY,ICUI,JCOM,ALE,NEU,BCPC,LHCG,HALO,FTDR,GHC,CWT,IBKR,NWE,HR,HELE,SIGI,OZK,COLM,SSTK,AM,WERN,OGS,AMEH,HAIN,UPWK,NEOG,SYKE,TWNK,MODV,ESGR,LGF/B,MSGS,VIRT,THS,LOPE,IRWD,SAGE,HRC,SPSC,TDC,MORN,GOLF,MCY,PBH,AWR,CSWI,PRK,SWCH,WWE,SON,RGEN,X,OSIS,SWBI,EWBC,AMCX,GO,EVTC,MAT,CBZ,VRNT,NWN,HLIO,PFPT,WABC,HSKA,PACB,RGR,CSL,NWBI,CORT,OMI,DEA,HRB,CRVL,INOV,FHB,SRNE,BLKB,JW.A,POST,ARNA,OPK,LMNX,CALM,SR,NFG,MGNX,TRS,CLDX,SNDR,GSAT,SEB,BRC,LGF.A,TDS,CBSH,UNF,EIG,BAND,TFSL,VNDA,QTS,CIEN,PRTA,SAFT,IDCC,AMSF,MNRO,IMAX,GGG,ADC,ANGO,TRNO,MLAB,NKTR,BERY,CSGS,UMBF,DFIN,MSGE,MDGL,OBNK,NHC,PSB,RUBY,ATRI,BGS,IART,VIAV,KRNY,HTLD,WMK,BATRK,GABC,VIVO,ETWO,PLYA,SUPN,VCRA,IMKTA,SAFM,JBGS,CLBK,PZZA,ANGI,EME,DVAX,ASIX,PCRX,AMPH,MDP,CORE,ENTA,FWRD,ASH,ARCH,HCC,XEC,NTCT,PACK,MYOV,USD,CFFN,MGEE,JBSS,BCRX,WNC,SRRK,MARA,HSTM,CBB,CSV,HONE,NFBK,PRGS,BISXX,LGF.B,HCI,n/a,GNTX,ZD,TBI,OCGN,FUBO,TCX,WINA,BNL,EBC,CCOI,FIVN,KD WI,NYT,EVBG,FYBR,MGLN,CACI,REYN,PRGO,HUBG,CWST,EXEL,QDEL,IONS,DNB,VIR,VNT,BPMC,QLYS,SCL,BWXT,FRHC,PTCT,XNCR,CHE,BL,VRT,AAON,ALLK,OCDX,AJRD,LAND,SPTN,KD,PRA,MRTX,CPK,CNNE,SUM
08/09/2021,1.79,1.62,1.26,1.13,1.24,1.22,1.14,1.32,1.05,1.13,1.12,1.0,1.09,0.93,0.93,0.92,0.86,0.84,0.9,0.9,0.92,0.82,0.74,0.74,0.71,0.71,0.76,0.73,0.79,0.65,0.63,0.64,0.62,0.59,0.63,0.61,0.58,0.65,0.59,0.57,0.6,0.29,0.61,0.0,0.55,0.6,0.59,0.54,0.59,0.6,0.57,0.56,0.51,0.47,0.48,0.53,0.62,0.51,0.53,0.51,0.48,0.5,0.5,0.49,0.49,0.42,0.47,0.46,0.57,0.45,0.34,0.41,0.43,0.42,0.47,0.48,0.31,0.4,0.37,0.34,0.39,0.41,0.3,0.44,0.41,0.39,0.38,0.4,0.33,0.39,0.4,0.37,0.37,0.34,0.31,0.32,0.42,0.39,0.33,0.29,0.36,0.27,0.32,0.35,0.35,0.32,0.31,0.33,0.34,0.31,0.31,0.34,0.32,0.29,0.31,0.27,0.27,0.26,0.3,0.3,0.32,0.31,0.26,0.24,0.25,0.26,0.24,0.23,0.25,0.0,0.26,0.27,0.26,0.23,0.28,0.38,0.25,0.19,0.23,0.23,0.17,0.21,0.23,0.23,0.23,0.2,0.22,0.18,0.23,0.23,0.23,0.24,0.21,0.22,0.21,0.16,0.22,0.22,0.21,0.22,0.22,0.19,0.19,0.2,0.21,0.22,0.25,0.17,0.19,0.21,0.18,0.0,0.19,0.16,0.18,0.17,0.19,0.18,0.19,0.17,0.19,0.18,0.16,0.0,0.0,0.19,0.18,0.17,0.17,0.18,0.2,0.16,0.18,0.19,0.2,0.17,0.16,0.17,0.0,0.17,0.0,0.16,0.18,0.19,0.0,0.0,0.18,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.66999999999999
08/10/2021,1.79,1.6,1.27,0.92,1.23,1.22,1.15,1.32,1.04,1.12,1.16,1.01,1.09,0.93,0.93,0.93,0.88,0.83,0.91,0.92,0.92,0.82,0.74,0.75,0.71,0.71,0.77,0.73,0.79,0.64,0.62,0.64,0.6,0.59,0.64,0.61,0.57,0.65,0.6,0.57,0.59,0.29,0.61,0.0,0.56,0.6,0.59,0.54,0.57,0.6,0.58,0.57,0.5,0.47,0.48,0.52,0.61,0.51,0.53,0.51,0.48,0.51,0.51,0.49,0.47,0.42,0.47,0.46,0.49,0.45,0.33,0.41,0.43,0.42,0.46,0.48,0.31,0.4,0.37,0.34,0.38,0.41,0.29,0.44,0.41,0.37,0.38,0.41,0.33,0.41,0.4,0.39,0.38,0.4,0.31,0.32,0.41,0.4,0.34,0.28,0.36,0.29,0.32,0.35,0.35,0.33,0.31,0.33,0.35,0.31,0.31,0.34,0.29,0.29,0.32,0.28,0.27,0.27,0.3,0.31,0.32,0.31,0.27,0.24,0.25,0.26,0.26,0.2,0.25,0.0,0.26,0.26,0.27,0.22,0.28,0.38,0.25,0.19,0.23,0.23,0.17,0.2,0.23,0.24,0.24,0.19,0.22,0.18,0.23,0.23,0.24,0.24,0.22,0.22,0.21,0.16,0.22,0.22,0.21,0.22,0.21,0.19,0.2,0.2,0.21,0.21,0.26,0.18,0.19,0.2,0.18,0.0,0.19,0.17,0.18,0.17,0.2,0.18,0.19,0.17,0.2,0.17,0.16,0.0,0.0,0.19,0.18,0.17,0.17,0.19,0.2,0.0,0.18,0.2,0.2,0.0,0.16,0.17,0.0,0.17,0.0,0.0,0.18,0.19,0.0,0.0,0.19,0.16,0.0,0.0,0.16,0.0,0.0,0.16,0.0,0.18,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.58
08/11/2021,1.79,1.6,1.27,0.92,1.23,1.22,1.15,1.32,1.04,1.12,1.16,1.01,1.09,0.93,0.93,0.93,0.88,0.83,0.91,0.92,0.92,0.82,0.74,0.75,0.71,0.71,0.77,0.73,0.79,0.64,0.62,0.64,0.6,0.59,0.64,0.61,0.57,0.65,0.6,0.57,0.59,0.29,0.61,0.0,0.56,0.6,0.59,0.54,0.57,0.6,0.58,0.57,0.5,0.47,0.48,0.52,0.61,0.51,0.53,0.51,0.48,0.51,0.51,0.49,0.47,0.42,0.47,0.46,0.49,0.45,0.33,0.41,0.43,0.42,0.46,0.48,0.31,0.4,0.37,0.34,0.38,0.41,0.29,0.44,0.41,0.37,0.38,0.41,0.33,0.41,0.4,0.39,0.38,0.4,0.31,0.32,0.41,0.4,0.34,0.28,0.36,0.29,0.32,0.35,0.35,0.33,0.31,0.33,0.35,0.31,0.31,0.34,0.29,0.29,0.32,0.28,0.27,0.27,0.3,0.31,0.32,0.31,0.27,0.24,0.25,0.26,0.26,0.2,0.25,0.0,0.26,0.26,0.27,0.22,0.28,0.38,0.25,0.19,0.23,0.23,0.17,0.2,0.23,0.24,0.24,0.19,0.22,0.18,0.23,0.23,0.24,0.24,0.22,0.22,0.21,0.16,0.22,0.22,0.21,0.22,0.21,0.19,0.2,0.2,0.21,0.21,0.26,0.18,0.19,0.2,0.18,0.0,0.19,0.17,0.18,0.17,0.2,0.18,0.19,0.17,0.2,0.17,0.16,0.0,0.0,0.19,0.18,0.17,0.17,0.19,0.2,0.0,0.18,0.2,0.2,0.0,0.16,0.17,0.0,0.17,0.0,0.0,0.18,0.19,0.0,0.0,0.19,0.16,0.0,0.0,0.16,0.0,0.0,0.16,0.0,0.18,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.58
08/13/2021,1.78,1.57,1.28,0.93,1.2,1.22,1.14,1.34,1.02,1.12,1.12,1.03,1.09,0.93,0.91,0.91,0.89,0.83,0.9,0.93,0.94,0.81,0.74,0.75,0.73,0.71,0.78,0.73,0.78,0.65,0.59,0.65,0.58,0.59,0.64,0.61,0.59,0.65,0.57,0.57,0.59,0.29,0.62,0.0,0.57,0.61,0.6,0.53,0.56,0.6,0.6,0.56,0.49,0.48,0.5,0.52,0.6,0.52,0.53,0.5,0.5,0.52,0.51,0.49,0.49,0.43,0.46,0.46,0.5,0.47,0.34,0.4,0.43,0.43,0.47,0.48,0.29,0.39,0.37,0.34,0.38,0.42,0.3,0.42,0.4,0.4,0.38,0.41,0.34,0.41,0.39,0.4,0.38,0.41,0.31,0.33,0.41,0.43,0.34,0.28,0.36,0.3,0.3,0.35,0.36,0.33,0.31,0.33,0.36,0.31,0.31,0.34,0.28,0.3,0.31,0.28,0.27,0.26,0.3,0.31,0.31,0.3,0.27,0.25,0.24,0.26,0.26,0.19,0.24,0.0,0.27,0.26,0.27,0.23,0.28,0.37,0.25,0.19,0.25,0.23,0.16,0.21,0.23,0.24,0.24,0.19,0.23,0.18,0.23,0.23,0.24,0.24,0.23,0.22,0.2,0.0,0.22,0.22,0.21,0.22,0.21,0.18,0.2,0.2,0.21,0.21,0.25,0.17,0.19,0.2,0.18,0.17,0.19,0.17,0.18,0.17,0.2,0.18,0.2,0.17,0.2,0.17,0.17,0.0,0.0,0.19,0.19,0.18,0.0,0.19,0.2,0.0,0.18,0.22,0.22,0.0,0.16,0.17,0.16,0.17,0.0,0.0,0.18,0.18,0.0,0.0,0.21,0.0,0.0,0.0,0.16,0.0,0.0,0.16,0.17,0.18,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71000000000001
08/16/2021,1.79,1.56,1.31,0.95,1.2,1.25,1.14,1.34,1.02,1.12,1.11,1.04,1.08,0.93,0.93,0.93,0.9,0.83,0.91,0.93,0.92,0.82,0.74,0.76,0.74,0.71,0.78,0.74,0.79,0.64,0.57,0.65,0.6,0.59,0.63,0.61,0.59,0.65,0.57,0.58,0.58,0.29,0.62,0.0,0.56,0.61,0.6,0.52,0.56,0.59,0.6,0.55,0.49,0.49,0.48,0.51,0.6,0.51,0.53,0.5,0.5,0.52,0.52,0.49,0.48,0.43,0.47,0.45,0.46,0.47,0.32,0.4,0.43,0.42,0.47,0.48,0.29,0.39,0.37,0.33,0.37,0.43,0.31,0.43,0.41,0.4,0.38,0.41,0.34,0.41,0.39,0.4,0.39,0.4,0.31,0.33,0.42,0.43,0.34,0.28,0.37,0.29,0.27,0.35,0.35,0.32,0.31,0.33,0.35,0.31,0.31,0.34,0.28,0.3,0.32,0.28,0.26,0.27,0.29,0.31,0.3,0.31,0.27,0.26,0.24,0.26,0.27,0.18,0.25,0.0,0.27,0.26,0.27,0.22,0.28,0.36,0.25,0.21,0.25,0.23,0.16,0.21,0.23,0.24,0.24,0.18,0.23,0.18,0.23,0.22,0.24,0.25,0.23,0.22,0.2,0.0,0.22,0.22,0.21,0.22,0.21,0.17,0.2,0.2,0.21,0.2,0.25,0.17,0.19,0.2,0.18,0.18,0.19,0.17,0.18,0.16,0.2,0.18,0.2,0.17,0.2,0.17,0.17,0.16,0.0,0.19,0.19,0.18,0.0,0.19,0.21,0.0,0.18,0.24,0.21,0.16,0.0,0.18,0.0,0.17,0.17,0.0,0.19,0.18,0.0,0.0,0.21,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.18,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.72
08/17/2021,1.8,1.56,1.31,0.95,1.23,1.26,1.14,1.34,1.03,1.12,1.11,1.04,1.1,0.99,0.95,0.94,0.89,0.83,0.92,0.93,0.89,0.82,0.75,0.76,0.74,0.71,0.79,0.75,0.8,0.64,0.56,0.66,0.6,0.59,0.63,0.61,0.58,0.65,0.57,0.58,0.58,0.29,0.63,0.0,0.55,0.61,0.6,0.52,0.55,0.59,0.61,0.55,0.48,0.49,0.47,0.51,0.61,0.51,0.53,0.49,0.51,0.52,0.51,0.49,0.49,0.42,0.48,0.45,0.46,0.47,0.32,0.4,0.43,0.43,0.47,0.47,0.28,0.38,0.37,0.33,0.38,0.42,0.3,0.44,0.42,0.42,0.38,0.4,0.33,0.41,0.39,0.39,0.39,0.4,0.31,0.33,0.42,0.44,0.35,0.27,0.37,0.28,0.26,0.36,0.35,0.32,0.31,0.33,0.35,0.31,0.32,0.34,0.27,0.29,0.32,0.28,0.26,0.26,0.29,0.31,0.3,0.3,0.26,0.26,0.24,0.26,0.27,0.18,0.24,0.0,0.26,0.26,0.27,0.21,0.28,0.35,0.26,0.19,0.25,0.24,0.0,0.22,0.23,0.24,0.24,0.18,0.23,0.18,0.23,0.22,0.24,0.25,0.23,0.22,0.2,0.0,0.22,0.22,0.21,0.22,0.21,0.17,0.2,0.2,0.21,0.2,0.25,0.17,0.19,0.2,0.18,0.18,0.19,0.17,0.18,0.0,0.2,0.18,0.2,0.17,0.2,0.17,0.17,0.16,0.0,0.19,0.19,0.18,0.17,0.19,0.21,0.0,0.17,0.24,0.21,0.16,0.0,0.18,0.0,0.17,0.17,0.17,0.19,0.18,0.0,0.0,0.21,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.78999999999999
08/18/2021,1.8,1.56,1.31,0.95,1.23,1.26,1.14,1.34,1.03,1.12,1.11,1.04,1.1,0.99,0.95,0.94,0.89,0.83,0.92,0.93,0.89,0.82,0.75,0.76,0.74,0.71,0.79,0.75,0.8,0.64,0.56,0.66,0.6,0.59,0.63,0.61,0.58,0.65,0.57,0.58,0.58,0.29,0.63,0.0,0.55,0.61,0.6,0.52,0.55,0.59,0.61,0.55,0.48,0.49,0.47,0.51,0.61,0.51,0.53,0.49,0.51,0.52,0.51,0.49,0.49,0.42,0.48,0.45,0.46,0.47,0.32,0.4,0.43,0.43,0.47,0.47,0.28,0.38,0.37,0.33,0.38,0.42,0.3,0.44,0.42,0.42,0.38,0.4,0.33,0.41,0.39,0.39,0.39,0.4,0.31,0.33,0.42,0.44,0.35,0.27,0.37,0.28,0.26,0.36,0.35,0.32,0.31,0.33,0.35,0.31,0.32,0.34,0.27,0.29,0.32,0.28,0.26,0.26,0.29,0.31,0.3,0.3,0.26,0.26,0.24,0.26,0.27,0.18,0.24,0.0,0.26,0.26,0.27,0.21,0.28,0.35,0.26,0.19,0.25,0.24,0.0,0.22,0.23,0.24,0.24,0.18,0.23,0.18,0.23,0.22,0.24,0.25,0.23,0.22,0.2,0.0,0.22,0.22,0.21,0.22,0.21,0.17,0.2,0.2,0.21,0.2,0.25,0.17,0.19,0.2,0.18,0.18,0.19,0.17,0.18,0.16,0.2,0.18,0.2,0.17,0.2,0.17,0.17,0.0,0.0,0.19,0.19,0.18,0.17,0.19,0.21,0.0,0.17,0.24,0.21,0.0,0.0,0.18,0.16,0.17,0.17,0.17,0.19,0.18,0.0,0.0,0.21,0.0,0.0,0.0,0.16,0.0,0.0,0.16,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.78999999999999
08/19/2021,1.81,1.57,1.31,0.94,1.22,1.25,1.13,1.35,1.04,1.12,1.09,1.04,1.1,1.0,0.97,0.95,0.89,0.84,0.93,0.91,0.93,0.82,0.74,0.76,0.76,0.71,0.79,0.74,0.81,0.64,0.56,0.66,0.59,0.59,0.64,0.61,0.58,0.67,0.58,0.57,0.59,0.28,0.63,0.0,0.56,0.62,0.6,0.54,0.54,0.59,0.6,0.56,0.48,0.48,0.47,0.51,0.61,0.51,0.54,0.49,0.5,0.52,0.51,0.49,0.49,0.41,0.48,0.45,0.46,0.47,0.31,0.4,0.43,0.43,0.47,0.47,0.27,0.38,0.37,0.34,0.37,0.42,0.3,0.43,0.43,0.42,0.39,0.41,0.33,0.41,0.4,0.39,0.38,0.39,0.31,0.33,0.42,0.45,0.35,0.28,0.36,0.28,0.26,0.35,0.35,0.32,0.31,0.33,0.35,0.31,0.31,0.34,0.26,0.29,0.32,0.28,0.26,0.26,0.29,0.31,0.31,0.3,0.26,0.24,0.24,0.26,0.27,0.18,0.24,0.0,0.27,0.26,0.26,0.21,0.28,0.35,0.26,0.19,0.25,0.24,0.0,0.21,0.23,0.24,0.24,0.18,0.23,0.18,0.23,0.22,0.24,0.25,0.22,0.22,0.2,0.0,0.22,0.22,0.21,0.22,0.2,0.0,0.2,0.2,0.21,0.2,0.24,0.0,0.19,0.2,0.18,0.18,0.19,0.17,0.19,0.17,0.2,0.18,0.2,0.17,0.2,0.17,0.16,0.0,0.0,0.19,0.19,0.18,0.0,0.19,0.21,0.0,0.17,0.22,0.21,0.16,0.0,0.17,0.16,0.18,0.17,0.17,0.19,0.19,0.0,0.0,0.21,0.16,0.0,0.0,0.16,0.0,0.0,0.16,0.17,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.78
08/20/2021,1.82,1.56,1.32,0.95,1.21,1.24,1.13,1.34,1.08,1.13,1.12,1.05,1.12,1.03,0.95,0.96,0.91,0.83,0.94,0.94,0.94,0.83,0.75,0.75,0.75,0.7,0.8,0.74,0.81,0.62,0.58,0.65,0.6,0.58,0.63,0.62,0.6,0.66,0.58,0.57,0.6,0.28,0.62,0.0,0.55,0.62,0.61,0.55,0.54,0.59,0.61,0.56,0.48,0.48,0.47,0.51,0.61,0.5,0.55,0.49,0.5,0.53,0.51,0.48,0.47,0.42,0.48,0.45,0.45,0.47,0.3,0.41,0.43,0.43,0.47,0.47,0.27,0.39,0.37,0.34,0.36,0.42,0.3,0.43,0.43,0.41,0.38,0.39,0.34,0.41,0.4,0.39,0.38,0.39,0.3,0.33,0.43,0.44,0.34,0.27,0.35,0.27,0.27,0.35,0.34,0.32,0.31,0.33,0.35,0.31,0.31,0.35,0.25,0.29,0.32,0.28,0.26,0.26,0.3,0.31,0.31,0.3,0.26,0.24,0.23,0.26,0.28,0.18,0.25,0.0,0.27,0.26,0.27,0.22,0.28,0.37,0.25,0.18,0.25,0.23,0.0,0.21,0.23,0.24,0.24,0.18,0.23,0.18,0.23,0.22,0.25,0.25,0.22,0.22,0.2,0.0,0.22,0.22,0.21,0.22,0.2,0.16,0.2,0.2,0.2,0.2,0.23,0.16,0.19,0.2,0.18,0.18,0.2,0.17,0.19,0.17,0.2,0.18,0.2,0.17,0.19,0.16,0.0,0.0,0.0,0.18,0.19,0.18,0.16,0.18,0.21,0.0,0.17,0.23,0.2,0.16,0.0,0.17,0.16,0.18,0.17,0.0,0.19,0.19,0.0,0.0,0.2,0.16,0.0,0.0,0.16,0.0,0.0,0.16,0.19,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.86
08/23/2021,1.85,1.59,1.33,0.99,1.19,1.24,1.02,1.34,1.07,1.14,1.12,1.05,1.13,1.03,0.94,0.98,0.95,0.84,0.95,0.98,0.98,0.84,0.75,0.75,0.75,0.72,0.8,0.77,0.83,0.63,0.57,0.66,0.61,0.59,0.62,0.63,0.6,0.66,0.59,0.56,0.59,0.3,0.62,0.0,0.55,0.63,0.62,0.56,0.54,0.58,0.61,0.57,0.48,0.46,0.46,0.5,0.61,0.5,0.55,0.5,0.5,0.53,0.5,0.48,0.48,0.41,0.48,0.45,0.42,0.46,0.31,0.41,0.44,0.43,0.48,0.46,0.26,0.4,0.37,0.32,0.37,0.41,0.29,0.44,0.44,0.4,0.39,0.39,0.33,0.41,0.4,0.4,0.38,0.4,0.3,0.34,0.44,0.43,0.35,0.27,0.34,0.26,0.26,0.36,0.34,0.33,0.31,0.33,0.34,0.32,0.31,0.35,0.24,0.29,0.32,0.28,0.26,0.26,0.3,0.31,0.32,0.33,0.26,0.24,0.23,0.26,0.27,0.17,0.23,0.0,0.28,0.26,0.26,0.2,0.28,0.37,0.26,0.17,0.25,0.23,0.0,0.21,0.23,0.25,0.24,0.17,0.23,0.17,0.23,0.22,0.25,0.25,0.22,0.22,0.2,0.0,0.22,0.22,0.22,0.22,0.21,0.16,0.2,0.2,0.2,0.2,0.23,0.16,0.19,0.2,0.18,0.0,0.21,0.17,0.19,0.17,0.2,0.18,0.2,0.17,0.19,0.16,0.0,0.0,0.0,0.19,0.19,0.18,0.16,0.19,0.21,0.0,0.18,0.22,0.2,0.0,0.0,0.17,0.16,0.18,0.16,0.16,0.17,0.18,0.0,0.0,0.21,0.16,0.0,0.0,0.0,0.0,0.0,0.16,0.17,0.17,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.05000000000001
08/24/2021,1.84,1.58,1.33,0.99,1.16,1.24,1.0,1.33,1.07,1.14,1.12,1.05,1.13,1.01,0.94,0.97,0.94,0.84,0.94,0.98,1.02,0.82,0.73,0.75,0.75,0.71,0.79,0.76,0.83,0.62,0.57,0.65,0.61,0.58,0.61,0.62,0.6,0.67,0.58,0.57,0.6,0.3,0.63,0.0,0.55,0.62,0.61,0.56,0.55,0.59,0.61,0.57,0.48,0.47,0.46,0.5,0.61,0.51,0.55,0.49,0.49,0.53,0.5,0.48,0.48,0.41,0.49,0.45,0.43,0.46,0.31,0.41,0.43,0.42,0.49,0.46,0.26,0.4,0.37,0.32,0.37,0.41,0.29,0.44,0.45,0.41,0.38,0.39,0.33,0.41,0.41,0.4,0.38,0.4,0.3,0.33,0.44,0.42,0.35,0.27,0.35,0.26,0.25,0.36,0.34,0.33,0.31,0.33,0.34,0.31,0.31,0.35,0.25,0.28,0.32,0.28,0.26,0.26,0.29,0.31,0.32,0.33,0.26,0.24,0.23,0.26,0.27,0.17,0.24,0.0,0.28,0.25,0.26,0.2,0.28,0.38,0.26,0.17,0.24,0.23,0.0,0.21,0.23,0.25,0.24,0.17,0.23,0.18,0.23,0.22,0.25,0.25,0.22,0.22,0.2,0.0,0.22,0.22,0.22,0.22,0.2,0.16,0.2,0.2,0.2,0.2,0.23,0.16,0.19,0.2,0.18,0.0,0.21,0.17,0.19,0.17,0.2,0.18,0.21,0.17,0.2,0.16,0.0,0.0,0.0,0.19,0.19,0.18,0.16,0.19,0.2,0.0,0.18,0.22,0.2,0.0,0.0,0.17,0.16,0.19,0.16,0.16,0.18,0.19,0.0,0.0,0.21,0.16,0.0,0.0,0.17,0.0,0.0,0.16,0.17,0.18,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.92
