,XEC,GT,AA,AN,SIG,M,DKS,PDCE,LPX,FL,MTDR,CC,SLM,EQT,RRC,SAIA,R,EXP,EVR,SF,MRO,AL,SNX,SM,NAVI,ADS,TKR,SNV,SWN,ANF,CMC,DAN,JBL,IRDM,ENSG,MTG,AR,CRI,WAL,NOV,BKU,BPOP,UMPQ,UFPI,MUR,TRTN,MUSA,UNM,UFS,CBRL,KSS,CPRI,SFBS,GATX,HRI,MTH,WTFC,VSH,AVT,BHF,PRG,NUS,AEO,TPH,RDN,CNO,HP,THG,NSIT,CBT,CPE,PFSI,FNB,MATX,BIG,HTH,AEL,JHG,MTZ,BOH,VSTO,DOOR,SFM,WLL,OMI,UMBF,AX,KMT,SANM,CIT,SCL,BCC,TEX,TDS,VLY,REGI,ATI,AIN,CATY,SHEN,TRN,UNFI,PLXS,MLI,ASB,CCS,WERN,URBN,HXL,IBOC,COOP,ESNT,MGRC,FBC,ETRN,PTEN,SIGI,UCTT,ARNC,VSAT,HIBB,ATKR,THRM,BKD,TBIO,CLH,FBP,PBH,IDCC,HUBG,ARCB,TRGP,AAWW,AMKR,GPI,INT,TCBI,LZB,MHO,DY,UCBI,AXS,LGIH,PIPR,PDCO,WAFD,NPO,KALU,PSMT,MIC,OII,PACW,GDOT,GTN,DDS,BKE,CRS,EGBN,AROC,WWE,SWBI,HCSG,WTM,GNW,WBS,ASTE,NMIH,HNI,CORE,SKYW,CDE,ISBC,SCHN,MYRG,SONO,KFY,ENLC,KFRC,TRMK,BCEI,ABG,FTI,BBBY,SFNC,GBX,OMF,MODV,MBUU,BANR,MGLN,TROX,RCII,CADE,NNI,KOS,IMKTA,TBBK,SUPN,ABCB,OVV,FLO,SAFM,HOME,MCY,HZO,ODP,WD,RGR,MRTN,UNF,AM,FLGT,RIG,QDEL,WIRE,STC,CAL,LKFN,SHYF,TGH,SAH,TMHC,CNX,ATSG,KRA,SYKE,SAGE,PLLDA.AX,MWA,VRTV,PRGO,n/a,CTRA,WGO,HCC,GVA,ASIX,ASO,ARCH,EBS,HEES,CUBI,MGY,APY.UN,PJC,168288,PBF,NEU,COKE,QURE,AGM,INVA,HOG,SUM
08/26/2021,0.73,0.75,0.83,0.84,0.66,0.91,0.8,0.62,0.71,0.68,0.52,0.61,0.59,0.51,0.51,0.74,0.63,0.66,0.55,0.6,0.46,0.56,0.6,0.38,0.65,0.48,0.52,0.53,0.41,0.47,0.59,0.5,0.53,0.56,0.48,0.57,0.44,0.54,0.5,0.42,0.49,0.5,0.54,0.0,0.41,0.5,0.54,0.42,0.45,0.42,0.45,0.0,0.49,0.44,0.5,0.51,0.43,0.43,0.43,0.45,0.41,0.39,0.29,0.46,0.44,0.43,0.31,0.44,0.4,0.38,0.21,0.43,0.38,0.46,0.35,0.35,0.38,0.41,0.32,0.39,0.38,0.4,0.37,0.3,0.33,0.37,0.38,0.37,0.35,0.56,0.34,0.35,0.39,0.32,0.36,0.29,0.3,0.31,0.36,0.21,0.37,0.34,0.33,0.33,0.33,0.33,0.34,0.31,0.0,0.31,0.37,0.33,0.27,0.35,0.29,0.21,0.47,0.23,0.29,0.32,0.28,0.37,0.0,0.23,0.37,0.31,0.29,0.31,0.28,0.26,0.31,0.25,0.3,0.3,0.28,0.26,0.28,0.25,0.29,0.26,0.25,0.43,0.24,0.29,0.0,0.27,0.22,0.0,0.24,0.25,0.19,0.25,0.26,0.23,0.27,0.2,0.21,0.24,0.2,0.2,0.18,0.19,0.23,0.21,0.21,0.21,0.23,0.2,0.22,0.0,0.0,0.21,0.21,0.23,0.23,0.21,0.2,0.19,0.21,0.0,0.22,0.0,0.18,0.2,0.21,0.0,0.0,0.2,0.21,0.0,0.0,0.0,0.24,0.2,0.0,0.22,0.21,0.0,0.29,0.0,0.26,0.34,0.0,0.0,0.18,0.18,0.18,0.0,0.0,0.0,0.2,0.23,0.18,0.0,0.21,0.17,0.0,0.18,0.18,0.17,0.0,0.0,0.23,0.18,0.18,0.19,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.31
08/27/2021,0.72,0.76,0.84,0.84,0.68,0.94,0.81,0.63,0.72,0.68,0.53,0.62,0.58,0.5,0.52,0.73,0.64,0.66,0.54,0.6,0.47,0.57,0.59,0.4,0.64,0.49,0.51,0.53,0.41,0.49,0.59,0.51,0.52,0.54,0.48,0.57,0.44,0.54,0.5,0.43,0.49,0.5,0.53,0.0,0.43,0.49,0.53,0.42,0.44,0.42,0.46,0.0,0.48,0.44,0.49,0.51,0.43,0.43,0.43,0.45,0.41,0.39,0.29,0.47,0.44,0.43,0.31,0.43,0.4,0.38,0.22,0.42,0.38,0.46,0.35,0.34,0.38,0.41,0.33,0.38,0.37,0.4,0.36,0.31,0.32,0.36,0.37,0.38,0.35,0.55,0.34,0.35,0.39,0.31,0.36,0.29,0.3,0.31,0.36,0.2,0.37,0.34,0.33,0.33,0.33,0.34,0.34,0.32,0.0,0.31,0.37,0.33,0.27,0.35,0.3,0.22,0.46,0.24,0.29,0.32,0.28,0.37,0.0,0.23,0.37,0.31,0.29,0.3,0.27,0.26,0.31,0.25,0.29,0.3,0.28,0.27,0.27,0.25,0.29,0.26,0.25,0.42,0.25,0.28,0.0,0.27,0.22,0.0,0.23,0.25,0.19,0.26,0.25,0.23,0.27,0.21,0.21,0.23,0.2,0.2,0.18,0.19,0.23,0.21,0.21,0.21,0.23,0.2,0.22,0.0,0.0,0.21,0.21,0.23,0.23,0.2,0.21,0.18,0.21,0.0,0.22,0.0,0.18,0.2,0.21,0.0,0.0,0.21,0.21,0.0,0.18,0.0,0.23,0.2,0.0,0.21,0.21,0.0,0.29,0.0,0.25,0.33,0.0,0.0,0.19,0.18,0.0,0.0,0.0,0.0,0.2,0.22,0.18,0.0,0.21,0.18,0.0,0.18,0.18,0.18,0.0,0.0,0.23,0.18,0.18,0.19,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.30000000000001
08/30/2021,0.74,0.77,0.83,0.8,0.7,0.9,0.95,0.63,0.75,0.66,0.52,0.63,0.59,0.53,0.55,0.68,0.66,0.67,0.54,0.6,0.47,0.55,0.61,0.4,0.66,0.5,0.51,0.52,0.42,0.43,0.58,0.5,0.53,0.53,0.47,0.57,0.46,0.52,0.5,0.45,0.48,0.5,0.53,0.0,0.42,0.5,0.53,0.43,0.44,0.43,0.45,0.0,0.48,0.45,0.49,0.51,0.43,0.42,0.44,0.46,0.41,0.38,0.27,0.46,0.44,0.43,0.31,0.43,0.41,0.37,0.23,0.43,0.38,0.46,0.33,0.34,0.37,0.41,0.33,0.38,0.38,0.4,0.36,0.33,0.32,0.36,0.37,0.38,0.35,0.56,0.34,0.36,0.39,0.31,0.35,0.29,0.29,0.31,0.36,0.2,0.37,0.34,0.33,0.32,0.33,0.34,0.34,0.28,0.0,0.3,0.37,0.32,0.26,0.35,0.3,0.22,0.45,0.24,0.3,0.32,0.31,0.37,0.0,0.23,0.36,0.31,0.29,0.3,0.27,0.26,0.31,0.25,0.29,0.31,0.27,0.27,0.28,0.25,0.29,0.26,0.25,0.41,0.24,0.28,0.0,0.27,0.22,0.0,0.24,0.25,0.19,0.25,0.26,0.23,0.26,0.19,0.2,0.23,0.2,0.21,0.18,0.19,0.23,0.21,0.21,0.21,0.23,0.2,0.22,0.0,0.0,0.21,0.2,0.24,0.24,0.2,0.2,0.18,0.22,0.0,0.21,0.0,0.18,0.2,0.21,0.0,0.0,0.2,0.21,0.0,0.19,0.0,0.24,0.2,0.0,0.22,0.2,0.0,0.29,0.0,0.25,0.33,0.0,0.0,0.18,0.18,0.17,0.0,0.0,0.0,0.21,0.23,0.18,0.17,0.2,0.18,0.0,0.0,0.18,0.0,0.0,0.17,0.23,0.18,0.18,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.32000000000001
08/31/2021,0.76,0.79,0.86,0.79,0.72,0.9,0.96,0.64,0.75,0.63,0.53,0.63,0.59,0.55,0.58,0.67,0.65,0.65,0.54,0.61,0.48,0.55,0.59,0.42,0.66,0.5,0.51,0.52,0.44,0.43,0.58,0.51,0.53,0.53,0.47,0.56,0.48,0.51,0.5,0.46,0.48,0.49,0.52,0.0,0.43,0.51,0.52,0.42,0.43,0.42,0.44,0.0,0.48,0.45,0.5,0.5,0.42,0.43,0.43,0.45,0.42,0.38,0.27,0.46,0.44,0.43,0.33,0.42,0.41,0.37,0.24,0.42,0.38,0.47,0.3,0.34,0.36,0.41,0.32,0.38,0.37,0.41,0.36,0.33,0.31,0.36,0.37,0.37,0.36,0.56,0.33,0.36,0.39,0.3,0.35,0.29,0.29,0.31,0.36,0.2,0.37,0.34,0.33,0.33,0.33,0.34,0.34,0.27,0.0,0.31,0.36,0.32,0.26,0.34,0.31,0.23,0.45,0.25,0.31,0.31,0.27,0.37,0.0,0.23,0.35,0.3,0.29,0.29,0.27,0.26,0.31,0.25,0.28,0.31,0.27,0.27,0.27,0.25,0.29,0.26,0.25,0.4,0.24,0.28,0.0,0.26,0.22,0.0,0.24,0.24,0.19,0.26,0.26,0.23,0.26,0.19,0.2,0.24,0.2,0.2,0.18,0.19,0.23,0.21,0.21,0.21,0.23,0.2,0.22,0.0,0.0,0.21,0.2,0.24,0.23,0.2,0.21,0.18,0.21,0.0,0.21,0.0,0.18,0.2,0.21,0.0,0.0,0.19,0.21,0.0,0.19,0.0,0.24,0.2,0.0,0.21,0.21,0.0,0.29,0.0,0.24,0.32,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.21,0.22,0.2,0.17,0.2,0.18,0.0,0.0,0.18,0.18,0.0,0.0,0.23,0.0,0.18,0.19,0.18,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.31
09/01/2021,0.76,0.79,0.86,0.79,0.72,0.9,0.96,0.64,0.75,0.63,0.53,0.63,0.59,0.55,0.58,0.67,0.65,0.65,0.54,0.61,0.48,0.55,0.59,0.42,0.66,0.5,0.51,0.52,0.44,0.43,0.58,0.51,0.53,0.53,0.47,0.56,0.48,0.51,0.5,0.46,0.48,0.49,0.52,0.0,0.43,0.51,0.52,0.42,0.43,0.42,0.44,0.0,0.48,0.45,0.5,0.5,0.42,0.43,0.43,0.45,0.42,0.38,0.27,0.46,0.44,0.43,0.33,0.42,0.41,0.37,0.24,0.42,0.38,0.47,0.3,0.34,0.36,0.41,0.32,0.38,0.37,0.41,0.36,0.33,0.31,0.36,0.37,0.37,0.36,0.56,0.33,0.36,0.39,0.3,0.35,0.29,0.29,0.31,0.36,0.2,0.37,0.34,0.33,0.33,0.33,0.34,0.34,0.27,0.0,0.31,0.36,0.32,0.26,0.34,0.31,0.23,0.45,0.25,0.31,0.31,0.27,0.37,0.0,0.23,0.35,0.3,0.29,0.29,0.27,0.26,0.31,0.25,0.28,0.31,0.27,0.27,0.27,0.25,0.29,0.26,0.25,0.4,0.24,0.28,0.0,0.26,0.22,0.0,0.24,0.24,0.19,0.26,0.26,0.23,0.26,0.19,0.2,0.24,0.2,0.2,0.18,0.19,0.23,0.21,0.21,0.21,0.23,0.2,0.22,0.0,0.0,0.21,0.2,0.24,0.23,0.2,0.21,0.18,0.21,0.0,0.21,0.0,0.18,0.2,0.21,0.0,0.0,0.19,0.21,0.0,0.19,0.0,0.24,0.2,0.0,0.21,0.21,0.0,0.29,0.0,0.24,0.32,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.21,0.22,0.2,0.17,0.2,0.18,0.0,0.0,0.18,0.18,0.0,0.0,0.23,0.0,0.18,0.19,0.18,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.31
09/02/2021,0.78,0.78,0.87,0.8,0.73,0.89,0.99,0.63,0.76,0.63,0.54,0.62,0.58,0.54,0.58,0.69,0.66,0.66,0.55,0.6,0.47,0.55,0.6,0.43,0.66,0.49,0.5,0.52,0.44,0.43,0.58,0.51,0.54,0.62,0.47,0.56,0.48,0.52,0.5,0.49,0.48,0.49,0.52,0.0,0.43,0.51,0.53,0.42,0.44,0.42,0.44,0.0,0.48,0.46,0.52,0.51,0.42,0.43,0.44,0.45,0.43,0.38,0.27,0.46,0.43,0.43,0.32,0.42,0.43,0.37,0.24,0.42,0.37,0.48,0.31,0.34,0.36,0.41,0.26,0.37,0.38,0.41,0.36,0.33,0.32,0.36,0.37,0.38,0.36,0.57,0.33,0.37,0.39,0.31,0.35,0.28,0.29,0.31,0.35,0.2,0.37,0.35,0.33,0.33,0.32,0.34,0.35,0.27,0.0,0.3,0.37,0.32,0.26,0.34,0.34,0.23,0.45,0.23,0.34,0.33,0.28,0.38,0.0,0.23,0.36,0.31,0.29,0.3,0.27,0.27,0.32,0.25,0.28,0.32,0.27,0.27,0.27,0.25,0.29,0.26,0.24,0.4,0.25,0.28,0.0,0.26,0.22,0.0,0.24,0.25,0.19,0.25,0.27,0.23,0.26,0.19,0.2,0.23,0.2,0.21,0.18,0.19,0.23,0.21,0.21,0.21,0.22,0.19,0.22,0.0,0.0,0.21,0.2,0.24,0.23,0.21,0.2,0.18,0.21,0.0,0.21,0.0,0.18,0.2,0.21,0.0,0.0,0.2,0.21,0.0,0.18,0.0,0.24,0.2,0.0,0.22,0.2,0.0,0.28,0.0,0.25,0.33,0.0,0.0,0.18,0.18,0.17,0.0,0.0,0.0,0.25,0.21,0.19,0.23,0.2,0.18,0.0,0.0,0.18,0.18,0.0,0.0,0.23,0.0,0.18,0.0,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.73
09/03/2021,0.78,0.78,0.87,0.8,0.73,0.89,0.99,0.63,0.76,0.63,0.54,0.62,0.58,0.54,0.58,0.69,0.66,0.66,0.55,0.6,0.47,0.55,0.6,0.43,0.66,0.49,0.5,0.52,0.44,0.43,0.58,0.51,0.54,0.62,0.47,0.56,0.48,0.52,0.5,0.49,0.48,0.49,0.52,0.0,0.43,0.51,0.53,0.42,0.44,0.42,0.44,0.0,0.48,0.46,0.52,0.51,0.42,0.43,0.44,0.45,0.43,0.38,0.27,0.46,0.43,0.43,0.32,0.42,0.43,0.37,0.24,0.42,0.37,0.48,0.31,0.34,0.36,0.41,0.26,0.37,0.38,0.41,0.36,0.33,0.32,0.36,0.37,0.38,0.36,0.57,0.33,0.37,0.39,0.31,0.35,0.28,0.29,0.31,0.35,0.2,0.37,0.35,0.33,0.33,0.32,0.34,0.35,0.27,0.0,0.3,0.37,0.32,0.26,0.34,0.34,0.23,0.45,0.23,0.34,0.33,0.28,0.38,0.0,0.23,0.36,0.31,0.29,0.3,0.27,0.27,0.32,0.25,0.28,0.32,0.27,0.27,0.27,0.25,0.29,0.26,0.24,0.4,0.25,0.28,0.0,0.26,0.22,0.0,0.24,0.25,0.19,0.25,0.27,0.23,0.26,0.19,0.2,0.23,0.2,0.21,0.18,0.19,0.23,0.21,0.21,0.21,0.22,0.19,0.22,0.0,0.0,0.21,0.2,0.24,0.23,0.21,0.2,0.18,0.21,0.0,0.21,0.0,0.18,0.2,0.21,0.0,0.0,0.2,0.21,0.0,0.18,0.0,0.24,0.2,0.0,0.22,0.2,0.0,0.28,0.0,0.25,0.33,0.0,0.0,0.18,0.18,0.17,0.0,0.0,0.0,0.25,0.21,0.19,0.23,0.2,0.18,0.0,0.0,0.18,0.18,0.0,0.0,0.23,0.0,0.18,0.0,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.73
09/06/2021,0.83,0.79,0.91,0.77,0.77,0.88,0.98,0.67,0.73,0.64,0.54,0.61,0.58,0.58,0.64,0.69,0.65,0.66,0.54,0.59,0.46,0.54,0.59,0.47,0.65,0.49,0.48,0.51,0.47,0.41,0.55,0.49,0.52,0.61,0.47,0.56,0.54,0.49,0.49,0.49,0.47,0.48,0.51,0.0,0.43,0.5,0.52,0.41,0.43,0.43,0.43,0.0,0.48,0.45,0.5,0.5,0.41,0.41,0.42,0.45,0.42,0.37,0.23,0.46,0.43,0.41,0.32,0.42,0.42,0.37,0.23,0.41,0.36,0.49,0.28,0.33,0.37,0.4,0.26,0.36,0.36,0.4,0.4,0.35,0.33,0.35,0.35,0.38,0.35,0.57,0.34,0.35,0.38,0.31,0.34,0.27,0.29,0.3,0.35,0.2,0.36,0.35,0.32,0.32,0.32,0.34,0.34,0.26,0.0,0.3,0.37,0.32,0.27,0.35,0.34,0.23,0.44,0.23,0.32,0.33,0.29,0.38,0.0,0.24,0.36,0.31,0.29,0.3,0.27,0.27,0.32,0.25,0.28,0.32,0.27,0.31,0.24,0.24,0.3,0.24,0.24,0.38,0.25,0.28,0.0,0.26,0.21,0.0,0.23,0.24,0.2,0.25,0.28,0.23,0.25,0.19,0.2,0.23,0.2,0.21,0.0,0.19,0.23,0.21,0.21,0.21,0.22,0.19,0.0,0.0,0.0,0.21,0.2,0.25,0.23,0.21,0.24,0.18,0.2,0.0,0.2,0.0,0.17,0.19,0.21,0.0,0.0,0.18,0.2,0.0,0.18,0.0,0.24,0.2,0.0,0.23,0.2,0.0,0.28,0.0,0.3,0.33,0.0,0.0,0.18,0.18,0.19,0.0,0.0,0.0,0.25,0.22,0.2,0.24,0.2,0.18,0.0,0.17,0.18,0.18,0.0,0.0,0.3,0.17,0.18,0.0,0.19,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.46000000000001
09/07/2021,0.86,0.8,0.92,0.76,0.76,0.85,1.0,0.67,0.75,0.64,0.53,0.61,0.57,0.61,0.67,0.7,0.65,0.65,0.54,0.58,0.46,0.55,0.59,0.46,0.66,0.49,0.48,0.51,0.49,0.41,0.55,0.49,0.53,0.61,0.48,0.56,0.57,0.5,0.49,0.48,0.48,0.48,0.51,0.0,0.41,0.5,0.53,0.42,0.44,0.43,0.42,0.0,0.48,0.45,0.5,0.49,0.42,0.41,0.42,0.46,0.42,0.37,0.23,0.45,0.43,0.41,0.32,0.42,0.42,0.36,0.23,0.42,0.36,0.5,0.28,0.33,0.37,0.4,0.26,0.36,0.37,0.4,0.4,0.35,0.33,0.36,0.35,0.38,0.36,0.56,0.34,0.36,0.37,0.31,0.34,0.18,0.29,0.3,0.35,0.2,0.36,0.35,0.33,0.32,0.32,0.34,0.34,0.25,0.0,0.31,0.38,0.32,0.27,0.35,0.35,0.23,0.45,0.23,0.32,0.32,0.3,0.37,0.0,0.24,0.36,0.3,0.29,0.3,0.27,0.27,0.32,0.25,0.28,0.33,0.27,0.31,0.25,0.24,0.29,0.24,0.24,0.38,0.25,0.28,0.0,0.26,0.21,0.0,0.23,0.25,0.2,0.25,0.28,0.23,0.26,0.19,0.2,0.23,0.2,0.21,0.0,0.19,0.23,0.21,0.21,0.21,0.22,0.19,0.0,0.0,0.17,0.21,0.2,0.25,0.23,0.21,0.24,0.18,0.21,0.0,0.2,0.0,0.17,0.19,0.21,0.0,0.0,0.18,0.2,0.0,0.18,0.0,0.24,0.2,0.0,0.23,0.2,0.0,0.28,0.0,0.3,0.34,0.0,0.0,0.18,0.18,0.19,0.0,0.0,0.0,0.26,0.22,0.2,0.25,0.2,0.18,0.0,0.17,0.18,0.18,0.0,0.0,0.31,0.0,0.18,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.66000000000001
09/08/2021,0.86,0.8,0.92,0.76,0.76,0.85,1.0,0.67,0.75,0.64,0.53,0.61,0.57,0.61,0.67,0.7,0.65,0.65,0.54,0.58,0.46,0.55,0.59,0.46,0.66,0.49,0.48,0.51,0.49,0.41,0.55,0.49,0.53,0.61,0.48,0.56,0.57,0.5,0.49,0.48,0.48,0.48,0.51,0.0,0.41,0.5,0.53,0.42,0.44,0.43,0.42,0.0,0.48,0.45,0.5,0.49,0.42,0.41,0.42,0.46,0.42,0.37,0.23,0.45,0.43,0.41,0.32,0.42,0.42,0.36,0.23,0.42,0.36,0.5,0.28,0.33,0.37,0.4,0.26,0.36,0.37,0.4,0.4,0.35,0.33,0.36,0.35,0.38,0.36,0.56,0.34,0.36,0.37,0.31,0.34,0.18,0.29,0.3,0.35,0.2,0.36,0.35,0.33,0.32,0.32,0.34,0.34,0.25,0.0,0.31,0.38,0.32,0.27,0.35,0.35,0.23,0.45,0.23,0.32,0.32,0.3,0.37,0.0,0.24,0.36,0.3,0.29,0.3,0.27,0.27,0.32,0.25,0.28,0.33,0.27,0.31,0.25,0.24,0.29,0.24,0.24,0.38,0.25,0.28,0.0,0.26,0.21,0.0,0.23,0.25,0.2,0.25,0.28,0.23,0.26,0.19,0.2,0.23,0.2,0.21,0.0,0.19,0.23,0.21,0.21,0.21,0.22,0.19,0.0,0.0,0.17,0.21,0.2,0.25,0.23,0.21,0.24,0.18,0.21,0.0,0.2,0.0,0.17,0.19,0.21,0.0,0.0,0.18,0.2,0.0,0.18,0.0,0.24,0.2,0.0,0.23,0.2,0.0,0.28,0.0,0.3,0.34,0.0,0.0,0.18,0.18,0.19,0.0,0.0,0.0,0.26,0.22,0.2,0.25,0.2,0.18,0.0,0.17,0.18,0.18,0.0,0.0,0.31,0.0,0.18,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.66000000000001
09/09/2021,0.86,0.8,0.92,0.76,0.76,0.85,1.0,0.67,0.75,0.64,0.53,0.61,0.57,0.61,0.67,0.7,0.65,0.65,0.54,0.58,0.46,0.55,0.59,0.46,0.66,0.49,0.48,0.51,0.49,0.41,0.55,0.49,0.53,0.61,0.48,0.56,0.57,0.5,0.49,0.48,0.48,0.48,0.51,0.0,0.41,0.5,0.53,0.42,0.44,0.43,0.42,0.0,0.48,0.45,0.5,0.49,0.42,0.41,0.42,0.46,0.42,0.37,0.23,0.45,0.43,0.41,0.32,0.42,0.42,0.36,0.23,0.42,0.36,0.5,0.28,0.33,0.37,0.4,0.26,0.36,0.37,0.4,0.4,0.35,0.33,0.36,0.35,0.38,0.36,0.56,0.34,0.36,0.37,0.31,0.34,0.18,0.29,0.3,0.35,0.2,0.36,0.35,0.33,0.32,0.32,0.34,0.34,0.25,0.0,0.31,0.38,0.32,0.27,0.35,0.35,0.23,0.45,0.23,0.32,0.32,0.3,0.37,0.0,0.24,0.36,0.3,0.29,0.3,0.27,0.27,0.32,0.25,0.28,0.33,0.27,0.31,0.25,0.24,0.29,0.24,0.24,0.38,0.25,0.28,0.0,0.26,0.21,0.0,0.23,0.25,0.2,0.25,0.28,0.23,0.26,0.19,0.2,0.23,0.2,0.21,0.0,0.19,0.23,0.21,0.21,0.21,0.22,0.19,0.0,0.0,0.17,0.21,0.2,0.25,0.23,0.21,0.24,0.18,0.21,0.0,0.2,0.0,0.17,0.19,0.21,0.0,0.0,0.18,0.2,0.0,0.18,0.0,0.24,0.2,0.0,0.23,0.2,0.0,0.28,0.0,0.3,0.34,0.0,0.0,0.18,0.18,0.19,0.0,0.0,0.0,0.26,0.22,0.2,0.25,0.2,0.18,0.0,0.17,0.18,0.18,0.0,0.0,0.31,0.0,0.18,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.66000000000001
09/10/2021,0.86,0.8,0.92,0.74,0.71,0.87,0.98,0.67,0.74,0.6,0.53,0.6,0.57,0.61,0.66,0.7,0.65,0.63,0.54,0.59,0.46,0.55,0.6,0.46,0.67,0.49,0.48,0.51,0.49,0.4,0.56,0.49,0.54,0.65,0.47,0.56,0.56,0.49,0.49,0.48,0.48,0.48,0.51,0.0,0.41,0.5,0.52,0.42,0.44,0.42,0.42,0.0,0.49,0.45,0.51,0.49,0.43,0.41,0.42,0.46,0.41,0.38,0.23,0.45,0.42,0.41,0.33,0.42,0.43,0.36,0.24,0.41,0.36,0.51,0.28,0.33,0.37,0.4,0.26,0.36,0.36,0.39,0.39,0.37,0.31,0.36,0.36,0.38,0.36,0.57,0.33,0.36,0.36,0.31,0.34,0.18,0.28,0.31,0.36,0.2,0.36,0.35,0.33,0.32,0.32,0.35,0.34,0.25,0.0,0.3,0.38,0.32,0.27,0.35,0.35,0.23,0.44,0.23,0.33,0.33,0.26,0.38,0.0,0.24,0.36,0.3,0.29,0.29,0.27,0.27,0.32,0.25,0.29,0.33,0.26,0.32,0.25,0.24,0.29,0.24,0.24,0.37,0.25,0.27,0.0,0.26,0.21,0.0,0.23,0.25,0.2,0.25,0.28,0.22,0.26,0.19,0.2,0.23,0.2,0.2,0.0,0.19,0.23,0.21,0.21,0.2,0.22,0.19,0.0,0.0,0.0,0.21,0.2,0.25,0.23,0.21,0.24,0.18,0.21,0.17,0.2,0.0,0.0,0.19,0.21,0.0,0.0,0.18,0.2,0.0,0.18,0.0,0.25,0.21,0.0,0.23,0.21,0.17,0.28,0.0,0.3,0.34,0.0,0.0,0.18,0.0,0.19,0.0,0.0,0.0,0.26,0.21,0.2,0.24,0.2,0.17,0.0,0.17,0.18,0.18,0.0,0.17,0.3,0.0,0.18,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.47
