,MSFT,AAPL,AMZN,GOOGL,FB,WMT,BRK.B,CSCO,INTC,HD,V,ORCL,VZ,T,PG,JPM,PFE,PM,LOW,PYPL,MA,TSLA,JNJ,BLK,UPS,IBM,QCOM,AMAT,TGT,MRK,ABBV,MMM,UNH,ADBE,CVS,HON,ACN,NFLX,BAC,CRM,MO,GILD,LMT,XOM,ABT,MDLZ,FDX,DHR,HCA,CSX,UNP,NSC,GM,CAT,KO,ADP,CVX,D,NVDA,EMR,NOC,F,MMC,CHTR,FCX,CL,COF,JCI,TT,KHC,GD,AMT,DOW,MDT,AON,CI,TROW,NOW,DD,PH,ALXN,STZ,DE,HPQ,CMI,PAYX,DIS,CMCSA,GIS,MU,LRCX,HSY,ADM,CCI,SWK,NXPI,CTVA,DFS,GLW,BBY,MCK,OXY,TXN,ANTM,NKE,WLTW,ATVI,CBRE,REGN,TMO,GRMN,ORLY,TSN,ILMN,LH,FITB,LLY,URI,ADSK,WFC,WY,KLAC,ITW,IP,PEP,CDW,MCD,MS,GWW,AJG,TMUS,AVGO,DLTR,DISH,TWTR,DOV,IT,EXPD,HAL,COST,AZO,LB,KMI,ROP,AMGN,OMC,STX,BA,GPC,NTAP,LIN,GS,BMY,First American Government Obligs X,PKI,NEE,CAG,AVY,C,FOXA,AMP,SNPS,EA,SCHW,ULTA,BEN,AXP,SBUX,INTU,MHK,HWM,EMN,VRTX,RTX,CDNS,AAP,LKQ,SJM,CTSH,WRK,GE,SYK,SBAC,WHR,EL,SPGI,AMD,IPG,ISRG,BKNG,CARR,USB,LEN,IVZ,K,AES,ANSS,SNA,MOS,IR,FGXXX,NWL,ZTS,PLD,NUE,NDAQ,MRNA,EOG,HES,TPR,BBWI WI,GE.,SHW,MPC,LYB,YUM,TEL,OKE,LHX,PPL,DGX,HOLX,TXT,PENN,PNR,CF,COP,SIVB,EBAY,BRO,MRO,TAP,J,ARE,SPG,SLB,WBA,PNC,VLO,RJF,WDC,RHI,ETN,CE,APA,FTV,KIM,SUM
09/13/2021,6.56,6.3,5.3,5.27,3.18,1.7,1.63,1.54,1.29,1.4,1.2,1.02,1.03,0.96,0.49,0.73,1.46,1.01,0.73,0.91,0.86,1.0,1.48,0.88,0.87,0.74,0.14,0.75,0.75,0.69,1.19,0.7,0.77,0.78,0.7,0.13,0.59,0.66,0.3,0.6,0.59,0.57,0.59,0.66,0.56,0.48,0.0,0.58,0.56,0.43,0.47,0.3,0.44,0.33,0.82,0.5,0.36,0.0,0.41,0.38,0.3,0.33,0.32,0.37,0.33,0.31,0.09,0.33,0.3,0.28,0.31,0.33,0.29,0.16,0.15,0.46,0.3,0.32,0.23,0.24,0.0,0.26,0.19,0.23,0.21,0.25,0.25,0.24,0.09,0.2,0.51,0.22,0.21,0.21,0.19,0.0,0.0,0.19,0.2,0.2,0.2,0.15,0.15,0.51,0.19,0.0,0.15,0.0,0.2,0.2,0.17,0.25,0.18,0.17,0.19,0.0,0.18,0.0,0.16,0.22,0.16,0.28,0.0,0.15,0.16,0.0,0.46,0.54,0.15,0.18,0.13,0.16,0.13,0.15,0.12,0.09,0.17,0.13,0.08,0.15,0.2,0.0,0.15,0.13,0.11,0.11,0.12,0.1,0.11,0.12,0.12,0.36,0.11,0.0,0.13,0.12,0.0,0.11,0.11,0.13,0.09,0.13,0.1,0.23,0.13,0.1,0.1,0.1,0.11,0.09,0.0,0.09,0.0,0.09,0.11,0.09,0.09,0.0,0.1,0.08,0.47,0.09,0.1,0.08,0.09,0.09,0.09,0.09,0.09,0.08,0.0,0.07,0.08,0.07,0.0,0.0,0.08,0.07,0.07,0.0,0.0,0.0,0.07,0.08,0.21,0.08,0.13,0.24,0.13,0.0,0.11,0.0,0.07,0.23,0.19,0.18,0.14,0.14,0.14,0.14,0.12,0.11,0.1,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.23
09/14/2021,6.53,6.29,5.27,5.29,3.2,1.69,1.64,1.55,1.29,1.41,1.2,1.03,1.02,0.96,0.49,0.74,1.45,1.01,0.73,0.92,0.87,1.01,1.45,0.88,0.85,0.74,0.14,0.77,0.76,0.68,1.17,0.69,0.77,0.78,0.7,0.13,0.6,0.65,0.3,0.6,0.59,0.56,0.59,0.66,0.56,0.48,0.0,0.58,0.57,0.43,0.46,0.3,0.44,0.33,0.82,0.5,0.36,0.0,0.41,0.37,0.3,0.32,0.32,0.36,0.33,0.31,0.09,0.34,0.3,0.28,0.31,0.33,0.29,0.16,0.16,0.46,0.3,0.32,0.23,0.24,0.0,0.26,0.19,0.23,0.21,0.25,0.25,0.24,0.09,0.2,0.52,0.22,0.21,0.21,0.19,0.0,0.0,0.2,0.2,0.2,0.2,0.15,0.15,0.51,0.19,0.0,0.15,0.0,0.19,0.2,0.17,0.25,0.18,0.17,0.18,0.0,0.17,0.0,0.16,0.22,0.16,0.29,0.0,0.15,0.16,0.0,0.46,0.54,0.15,0.18,0.13,0.16,0.13,0.14,0.12,0.09,0.17,0.13,0.08,0.15,0.2,0.0,0.15,0.13,0.11,0.11,0.12,0.11,0.11,0.13,0.12,0.36,0.11,0.0,0.13,0.12,0.0,0.11,0.11,0.13,0.09,0.13,0.1,0.24,0.13,0.1,0.1,0.1,0.11,0.09,0.0,0.09,0.0,0.09,0.11,0.09,0.09,0.0,0.1,0.08,0.47,0.09,0.1,0.08,0.09,0.09,0.09,0.09,0.09,0.08,0.0,0.07,0.08,0.07,0.0,0.0,0.08,0.07,0.07,0.0,0.0,0.0,0.07,0.07,0.22,0.08,0.14,0.24,0.13,0.0,0.11,0.0,0.07,0.23,0.19,0.18,0.14,0.15,0.14,0.14,0.12,0.11,0.1,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.21
09/15/2021,6.54,6.12,5.28,5.22,3.23,1.7,1.64,1.54,1.31,1.42,1.2,1.04,1.03,0.96,0.5,0.73,1.44,1.02,0.74,0.91,0.86,0.99,1.45,0.88,0.87,0.74,0.14,0.78,0.76,0.68,1.17,0.69,0.76,0.79,0.69,0.13,0.6,0.66,0.3,0.6,0.59,0.57,0.59,0.67,0.57,0.48,0.0,0.59,0.57,0.43,0.46,0.3,0.45,0.33,0.82,0.5,0.36,0.0,0.41,0.37,0.3,0.32,0.33,0.36,0.34,0.31,0.09,0.34,0.3,0.28,0.31,0.32,0.29,0.16,0.16,0.44,0.3,0.32,0.23,0.24,0.0,0.25,0.19,0.23,0.21,0.25,0.25,0.24,0.09,0.21,0.53,0.22,0.21,0.2,0.19,0.0,0.0,0.2,0.2,0.2,0.2,0.15,0.16,0.49,0.19,0.0,0.15,0.0,0.2,0.2,0.17,0.26,0.18,0.17,0.18,0.0,0.17,0.0,0.16,0.23,0.16,0.29,0.0,0.15,0.16,0.0,0.47,0.55,0.15,0.18,0.13,0.16,0.13,0.14,0.12,0.09,0.17,0.13,0.09,0.15,0.2,0.0,0.15,0.13,0.11,0.11,0.12,0.11,0.11,0.13,0.12,0.36,0.11,0.0,0.13,0.12,0.0,0.12,0.11,0.13,0.09,0.13,0.11,0.23,0.13,0.1,0.1,0.11,0.12,0.09,0.0,0.09,0.0,0.09,0.11,0.09,0.09,0.0,0.1,0.09,0.47,0.09,0.1,0.08,0.09,0.09,0.09,0.09,0.09,0.08,0.0,0.07,0.08,0.07,0.0,0.0,0.08,0.07,0.07,0.0,0.07,0.0,0.07,0.07,0.22,0.08,0.14,0.24,0.13,0.0,0.11,0.0,0.0,0.23,0.2,0.18,0.14,0.15,0.14,0.14,0.12,0.11,0.1,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.21
09/16/2021,6.54,6.12,5.28,5.22,3.23,1.7,1.64,1.54,1.31,1.42,1.2,1.04,1.03,0.96,0.5,0.73,1.44,1.02,0.74,0.91,0.86,0.99,1.45,0.88,0.87,0.74,0.14,0.78,0.76,0.68,1.17,0.69,0.76,0.79,0.69,0.13,0.6,0.66,0.3,0.6,0.59,0.57,0.59,0.67,0.57,0.48,0.0,0.59,0.57,0.43,0.46,0.3,0.45,0.33,0.82,0.5,0.36,0.0,0.41,0.37,0.3,0.32,0.33,0.36,0.34,0.31,0.09,0.34,0.3,0.28,0.31,0.32,0.29,0.16,0.16,0.44,0.3,0.32,0.23,0.24,0.0,0.25,0.19,0.23,0.21,0.25,0.25,0.24,0.09,0.21,0.53,0.22,0.21,0.2,0.19,0.0,0.0,0.2,0.2,0.2,0.2,0.15,0.16,0.49,0.19,0.0,0.15,0.0,0.2,0.2,0.17,0.26,0.18,0.17,0.18,0.0,0.17,0.0,0.16,0.23,0.16,0.29,0.0,0.15,0.16,0.0,0.47,0.55,0.15,0.18,0.13,0.16,0.13,0.14,0.12,0.09,0.17,0.13,0.09,0.15,0.2,0.0,0.15,0.13,0.11,0.11,0.12,0.11,0.11,0.13,0.12,0.36,0.11,0.0,0.13,0.12,0.0,0.12,0.11,0.13,0.09,0.13,0.11,0.23,0.13,0.1,0.1,0.11,0.12,0.09,0.0,0.09,0.0,0.09,0.11,0.09,0.09,0.0,0.1,0.09,0.47,0.09,0.1,0.08,0.09,0.09,0.09,0.09,0.09,0.08,0.0,0.07,0.08,0.07,0.0,0.0,0.08,0.07,0.07,0.0,0.07,0.0,0.07,0.07,0.22,0.08,0.14,0.24,0.13,0.0,0.11,0.0,0.0,0.23,0.2,0.18,0.14,0.15,0.14,0.14,0.12,0.11,0.1,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.21
09/17/2021,6.55,6.13,5.25,5.26,3.2,1.68,1.65,1.54,1.34,1.43,1.19,1.03,1.03,0.97,0.5,0.74,1.41,1.01,0.74,0.9,0.86,1.0,1.44,0.88,0.88,0.75,0.14,0.8,0.75,0.68,1.17,0.69,0.77,0.77,0.7,0.13,0.6,0.65,0.31,0.59,0.59,0.57,0.59,0.68,0.56,0.49,0.0,0.57,0.57,0.43,0.46,0.3,0.47,0.33,0.83,0.49,0.37,0.0,0.41,0.37,0.3,0.33,0.32,0.37,0.34,0.31,0.09,0.34,0.3,0.28,0.31,0.32,0.29,0.16,0.16,0.45,0.3,0.31,0.23,0.24,0.0,0.25,0.19,0.23,0.21,0.24,0.25,0.24,0.09,0.21,0.54,0.22,0.21,0.2,0.19,0.0,0.0,0.2,0.2,0.2,0.2,0.16,0.16,0.51,0.19,0.0,0.15,0.0,0.19,0.19,0.17,0.25,0.18,0.17,0.18,0.0,0.17,0.0,0.15,0.23,0.16,0.29,0.0,0.15,0.16,0.0,0.47,0.55,0.15,0.18,0.13,0.16,0.13,0.15,0.12,0.09,0.17,0.13,0.09,0.15,0.2,0.0,0.15,0.12,0.11,0.11,0.12,0.11,0.11,0.13,0.12,0.37,0.11,0.0,0.13,0.12,0.0,0.11,0.11,0.13,0.09,0.12,0.1,0.24,0.13,0.1,0.1,0.1,0.11,0.1,0.0,0.09,0.0,0.09,0.11,0.09,0.09,0.0,0.1,0.08,0.48,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.0,0.08,0.07,0.07,0.0,0.0,0.08,0.07,0.08,0.0,0.08,0.0,0.07,0.07,0.21,0.08,0.13,0.25,0.14,0.0,0.11,0.0,0.0,0.23,0.2,0.18,0.14,0.15,0.14,0.14,0.12,0.11,0.1,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.24000000000002
09/20/2021,6.7,6.08,5.26,5.32,3.16,1.67,1.63,1.52,1.34,1.41,1.18,1.01,1.03,0.96,0.5,0.73,1.41,1.02,0.74,0.9,0.85,1.01,1.43,0.87,0.87,0.74,0.14,0.8,0.75,0.67,1.17,0.69,0.78,0.78,0.7,0.13,0.6,0.64,0.3,0.59,0.57,0.57,0.58,0.69,0.56,0.48,0.0,0.58,0.56,0.42,0.45,0.3,0.47,0.33,0.82,0.49,0.37,0.0,0.41,0.37,0.3,0.33,0.32,0.35,0.35,0.31,0.09,0.34,0.3,0.27,0.3,0.33,0.28,0.16,0.16,0.45,0.3,0.32,0.23,0.24,0.0,0.26,0.19,0.23,0.21,0.24,0.25,0.23,0.09,0.21,0.54,0.22,0.22,0.2,0.19,0.0,0.0,0.2,0.2,0.2,0.21,0.17,0.16,0.51,0.18,0.0,0.15,0.0,0.2,0.19,0.16,0.26,0.18,0.16,0.18,0.0,0.17,0.0,0.16,0.24,0.16,0.3,0.0,0.14,0.16,0.0,0.47,0.54,0.15,0.19,0.13,0.16,0.13,0.14,0.12,0.09,0.17,0.13,0.09,0.15,0.21,0.0,0.15,0.12,0.11,0.11,0.12,0.11,0.11,0.13,0.12,0.36,0.11,0.0,0.13,0.12,0.0,0.11,0.11,0.13,0.09,0.13,0.1,0.23,0.13,0.1,0.1,0.1,0.12,0.09,0.0,0.09,0.0,0.09,0.11,0.09,0.1,0.0,0.1,0.08,0.47,0.09,0.1,0.08,0.09,0.09,0.09,0.09,0.09,0.08,0.0,0.08,0.07,0.07,0.0,0.0,0.08,0.07,0.08,0.0,0.11,0.0,0.07,0.07,0.21,0.08,0.13,0.27,0.14,0.0,0.11,0.0,0.0,0.24,0.2,0.18,0.14,0.15,0.14,0.14,0.12,0.11,0.1,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.21
09/21/2021,6.72,6.08,5.28,5.3,3.16,1.68,1.63,1.52,1.33,1.43,1.19,1.0,1.02,0.97,0.5,0.73,1.4,1.01,0.75,0.91,0.85,1.02,1.43,0.85,0.87,0.74,0.14,0.82,0.76,0.67,1.18,0.68,0.78,0.79,0.7,0.13,0.6,0.64,0.3,0.6,0.57,0.57,0.58,0.69,0.56,0.49,0.0,0.58,0.58,0.42,0.45,0.3,0.47,0.33,0.81,0.49,0.36,0.0,0.41,0.37,0.29,0.34,0.32,0.35,0.33,0.31,0.09,0.34,0.29,0.28,0.3,0.33,0.28,0.16,0.16,0.44,0.3,0.32,0.23,0.24,0.0,0.26,0.19,0.23,0.2,0.24,0.24,0.23,0.09,0.21,0.54,0.22,0.22,0.2,0.19,0.0,0.0,0.2,0.2,0.2,0.21,0.16,0.16,0.51,0.18,0.0,0.15,0.0,0.2,0.19,0.16,0.26,0.18,0.16,0.18,0.0,0.17,0.0,0.16,0.23,0.17,0.31,0.0,0.14,0.16,0.0,0.47,0.54,0.15,0.19,0.13,0.16,0.13,0.14,0.12,0.08,0.17,0.13,0.09,0.15,0.21,0.0,0.15,0.12,0.11,0.11,0.12,0.11,0.11,0.13,0.12,0.35,0.11,0.0,0.13,0.12,0.0,0.11,0.11,0.14,0.09,0.13,0.1,0.23,0.13,0.1,0.1,0.1,0.12,0.09,0.0,0.09,0.0,0.09,0.11,0.09,0.1,0.0,0.1,0.08,0.46,0.09,0.1,0.08,0.09,0.09,0.09,0.09,0.09,0.08,0.0,0.08,0.08,0.07,0.0,0.0,0.08,0.07,0.08,0.0,0.11,0.0,0.07,0.07,0.21,0.08,0.13,0.27,0.14,0.0,0.11,0.0,0.0,0.24,0.2,0.18,0.14,0.15,0.13,0.14,0.12,0.11,0.1,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.23
09/22/2021,6.72,6.08,5.28,5.3,3.16,1.68,1.63,1.52,1.33,1.43,1.19,1.0,1.02,0.97,0.5,0.73,1.4,1.01,0.75,0.91,0.85,1.02,1.43,0.85,0.87,0.74,0.14,0.82,0.76,0.67,1.18,0.68,0.78,0.79,0.7,0.13,0.6,0.64,0.3,0.6,0.57,0.57,0.58,0.69,0.56,0.49,0.0,0.58,0.58,0.42,0.45,0.3,0.47,0.33,0.81,0.49,0.36,0.0,0.41,0.37,0.29,0.34,0.32,0.35,0.33,0.31,0.09,0.34,0.29,0.28,0.3,0.33,0.28,0.16,0.16,0.44,0.3,0.32,0.23,0.24,0.0,0.26,0.19,0.23,0.2,0.24,0.24,0.23,0.09,0.21,0.54,0.22,0.22,0.2,0.19,0.0,0.0,0.2,0.2,0.2,0.21,0.16,0.16,0.51,0.18,0.0,0.15,0.0,0.2,0.19,0.16,0.26,0.18,0.16,0.18,0.0,0.17,0.0,0.16,0.23,0.17,0.31,0.0,0.14,0.16,0.0,0.47,0.54,0.15,0.19,0.13,0.16,0.13,0.14,0.12,0.08,0.17,0.13,0.09,0.15,0.21,0.0,0.15,0.12,0.11,0.11,0.12,0.11,0.11,0.13,0.12,0.35,0.11,0.0,0.13,0.12,0.0,0.11,0.11,0.14,0.09,0.13,0.1,0.23,0.13,0.1,0.1,0.1,0.12,0.09,0.0,0.09,0.0,0.09,0.11,0.09,0.1,0.0,0.1,0.08,0.46,0.09,0.1,0.08,0.09,0.09,0.09,0.09,0.09,0.08,0.0,0.08,0.08,0.07,0.0,0.0,0.08,0.07,0.08,0.0,0.11,0.0,0.07,0.07,0.21,0.08,0.13,0.27,0.14,0.0,0.11,0.0,0.0,0.24,0.2,0.18,0.14,0.15,0.13,0.14,0.12,0.11,0.1,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.23
09/23/2021,6.72,6.08,5.28,5.3,3.16,1.68,1.63,1.52,1.33,1.43,1.19,1.0,1.02,0.97,0.5,0.73,1.4,1.01,0.75,0.91,0.85,1.02,1.43,0.85,0.87,0.74,0.14,0.82,0.76,0.67,1.18,0.68,0.78,0.79,0.7,0.13,0.6,0.64,0.3,0.6,0.57,0.57,0.58,0.69,0.56,0.49,0.0,0.58,0.58,0.42,0.45,0.3,0.47,0.33,0.81,0.49,0.36,0.0,0.41,0.37,0.29,0.34,0.32,0.35,0.33,0.31,0.09,0.34,0.29,0.28,0.3,0.33,0.28,0.16,0.16,0.44,0.3,0.32,0.23,0.24,0.0,0.26,0.19,0.23,0.2,0.24,0.24,0.23,0.09,0.21,0.54,0.22,0.22,0.2,0.19,0.0,0.0,0.2,0.2,0.2,0.21,0.16,0.16,0.51,0.18,0.0,0.15,0.0,0.2,0.19,0.16,0.26,0.18,0.16,0.18,0.0,0.17,0.0,0.16,0.23,0.17,0.31,0.0,0.14,0.16,0.0,0.47,0.54,0.15,0.19,0.13,0.16,0.13,0.14,0.12,0.08,0.17,0.13,0.09,0.15,0.21,0.0,0.15,0.12,0.11,0.11,0.12,0.11,0.11,0.13,0.12,0.35,0.11,0.0,0.13,0.12,0.0,0.11,0.11,0.14,0.09,0.13,0.1,0.23,0.13,0.1,0.1,0.1,0.12,0.09,0.0,0.09,0.0,0.09,0.11,0.09,0.1,0.0,0.1,0.08,0.46,0.09,0.1,0.08,0.09,0.09,0.09,0.09,0.09,0.08,0.0,0.08,0.08,0.07,0.0,0.0,0.08,0.07,0.08,0.0,0.11,0.0,0.07,0.07,0.21,0.08,0.13,0.27,0.14,0.0,0.11,0.0,0.0,0.24,0.2,0.18,0.14,0.15,0.13,0.14,0.12,0.11,0.1,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.23
09/24/2021,6.67,6.03,5.21,5.28,3.12,1.7,1.65,1.5,1.32,1.46,1.2,1.03,1.05,0.97,0.51,0.73,1.42,1.02,0.76,0.89,0.86,1.02,1.47,0.83,0.88,0.74,0.13,0.79,0.77,0.68,1.2,0.69,0.79,0.79,0.71,0.13,0.6,0.64,0.3,0.61,0.58,0.59,0.59,0.68,0.57,0.5,0.0,0.59,0.58,0.42,0.45,0.3,0.46,0.32,0.82,0.5,0.36,0.0,0.4,0.36,0.3,0.33,0.32,0.35,0.3,0.32,0.09,0.33,0.3,0.28,0.3,0.33,0.27,0.16,0.16,0.45,0.29,0.33,0.23,0.24,0.0,0.25,0.18,0.23,0.2,0.25,0.23,0.23,0.09,0.21,0.53,0.23,0.22,0.21,0.19,0.0,0.0,0.21,0.2,0.2,0.2,0.16,0.16,0.53,0.19,0.0,0.14,0.0,0.2,0.21,0.17,0.27,0.18,0.16,0.18,0.0,0.17,0.0,0.16,0.24,0.17,0.3,0.0,0.14,0.16,0.0,0.48,0.53,0.15,0.19,0.13,0.16,0.13,0.14,0.13,0.08,0.17,0.13,0.09,0.15,0.22,0.0,0.15,0.12,0.11,0.11,0.12,0.11,0.11,0.13,0.12,0.34,0.11,0.0,0.13,0.12,0.0,0.11,0.11,0.14,0.09,0.12,0.09,0.23,0.13,0.1,0.1,0.1,0.12,0.09,0.0,0.09,0.0,0.1,0.11,0.09,0.09,0.0,0.1,0.08,0.46,0.09,0.1,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.08,0.08,0.07,0.0,0.0,0.08,0.07,0.08,0.0,0.13,0.0,0.07,0.07,0.19,0.08,0.14,0.27,0.13,0.0,0.11,0.0,0.0,0.24,0.2,0.18,0.14,0.15,0.13,0.14,0.12,0.11,0.1,0.07,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.28000000000002
09/27/2021,6.65,6.05,5.21,5.25,2.96,1.67,1.65,1.51,1.32,1.44,1.22,1.04,1.03,0.96,0.5,0.75,1.4,1.01,0.75,0.9,0.88,1.02,1.44,0.84,0.85,0.74,0.13,0.81,0.76,0.68,1.18,0.68,0.77,0.75,0.7,0.13,0.61,0.65,0.31,0.65,0.57,0.58,0.59,0.71,0.56,0.49,0.0,0.58,0.57,0.42,0.45,0.3,0.48,0.32,0.8,0.5,0.38,0.0,0.42,0.36,0.3,0.35,0.32,0.34,0.31,0.31,0.09,0.34,0.3,0.28,0.31,0.32,0.27,0.16,0.16,0.44,0.3,0.33,0.23,0.24,0.0,0.26,0.19,0.23,0.2,0.25,0.24,0.23,0.09,0.21,0.54,0.22,0.21,0.2,0.19,0.0,0.0,0.21,0.2,0.19,0.2,0.17,0.16,0.53,0.19,0.0,0.14,0.0,0.2,0.21,0.17,0.27,0.18,0.16,0.18,0.0,0.17,0.0,0.16,0.24,0.18,0.31,0.0,0.14,0.16,0.0,0.48,0.55,0.15,0.19,0.13,0.16,0.12,0.14,0.13,0.08,0.18,0.13,0.09,0.15,0.22,0.0,0.16,0.12,0.11,0.11,0.12,0.11,0.11,0.13,0.12,0.35,0.11,0.0,0.13,0.12,0.0,0.11,0.11,0.14,0.09,0.12,0.09,0.24,0.13,0.1,0.11,0.1,0.12,0.09,0.0,0.09,0.0,0.1,0.11,0.1,0.1,0.0,0.1,0.08,0.48,0.09,0.1,0.08,0.09,0.09,0.1,0.1,0.09,0.09,0.0,0.08,0.08,0.0,0.0,0.0,0.08,0.07,0.08,0.0,0.13,0.0,0.07,0.07,0.19,0.08,0.14,0.28,0.14,0.0,0.12,0.0,0.0,0.25,0.2,0.17,0.14,0.16,0.13,0.14,0.12,0.11,0.1,0.08,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.21
09/28/2021,6.65,6.05,5.21,5.25,2.96,1.67,1.65,1.51,1.32,1.44,1.22,1.04,1.03,0.96,0.5,0.75,1.4,1.01,0.75,0.9,0.88,1.02,1.44,0.84,0.85,0.74,0.13,0.81,0.76,0.68,1.18,0.68,0.77,0.75,0.7,0.13,0.61,0.65,0.31,0.65,0.57,0.58,0.59,0.71,0.56,0.49,0.0,0.58,0.57,0.42,0.45,0.3,0.48,0.32,0.8,0.5,0.38,0.0,0.42,0.36,0.3,0.35,0.32,0.34,0.31,0.31,0.09,0.34,0.3,0.28,0.31,0.32,0.27,0.16,0.16,0.44,0.3,0.33,0.23,0.24,0.0,0.26,0.19,0.23,0.2,0.25,0.24,0.23,0.09,0.21,0.54,0.22,0.21,0.2,0.19,0.0,0.0,0.21,0.2,0.19,0.2,0.17,0.16,0.53,0.19,0.0,0.14,0.0,0.2,0.21,0.17,0.27,0.18,0.16,0.18,0.0,0.17,0.0,0.16,0.24,0.18,0.31,0.0,0.14,0.16,0.0,0.48,0.55,0.15,0.19,0.13,0.16,0.12,0.14,0.13,0.08,0.18,0.13,0.09,0.15,0.22,0.0,0.16,0.12,0.11,0.11,0.12,0.11,0.11,0.13,0.12,0.35,0.11,0.0,0.13,0.12,0.0,0.11,0.11,0.14,0.09,0.12,0.09,0.24,0.13,0.1,0.11,0.1,0.12,0.09,0.0,0.09,0.0,0.1,0.11,0.1,0.1,0.0,0.1,0.08,0.48,0.09,0.1,0.08,0.09,0.09,0.1,0.1,0.09,0.09,0.0,0.08,0.08,0.0,0.0,0.0,0.08,0.07,0.08,0.0,0.13,0.0,0.07,0.07,0.19,0.08,0.14,0.28,0.14,0.0,0.12,0.0,0.0,0.25,0.2,0.17,0.14,0.16,0.13,0.14,0.12,0.11,0.1,0.08,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.21
