,MSFT,AAPL,AMZN,GOOGL,FB,WMT,BRK.B,CSCO,INTC,HD,V,ORCL,VZ,T,PG,JPM,PFE,PM,LOW,PYPL,MA,TSLA,JNJ,BLK,UPS,IBM,QCOM,AMAT,TGT,MRK,ABBV,MMM,UNH,ADBE,CVS,HON,ACN,NFLX,BAC,CRM,MO,GILD,LMT,XOM,ABT,MDLZ,FDX,DHR,HCA,CSX,UNP,NSC,GM,CAT,KO,ADP,CVX,D,NVDA,EMR,NOC,F,MMC,CHTR,FCX,CL,COF,JCI,TT,KHC,GD,AMT,DOW,MDT,AON,CI,TROW,NOW,DD,PH,ALXN,STZ,DE,HPQ,CMI,PAYX,DIS,CMCSA,GIS,MU,LRCX,HSY,ADM,CCI,SWK,NXPI,CTVA,DFS,GLW,BBY,MCK,OXY,TXN,ANTM,NKE,WLTW,ATVI,CBRE,REGN,TMO,GRMN,ORLY,TSN,ILMN,LH,FITB,LLY,URI,ADSK,WFC,WY,KLAC,ITW,IP,PEP,CDW,MCD,MS,GWW,AJG,TMUS,AVGO,DLTR,DISH,TWTR,DOV,IT,EXPD,HAL,COST,AZO,LB,KMI,ROP,AMGN,OMC,STX,BA,GPC,NTAP,LIN,GS,BMY,First American Government Obligs X,PKI,NEE,CAG,AVY,C,FOXA,AMP,SNPS,EA,SCHW,ULTA,BEN,AXP,SBUX,INTU,MHK,HWM,EMN,VRTX,RTX,CDNS,AAP,LKQ,SJM,CTSH,WRK,GE,SYK,SBAC,WHR,EL,SPGI,AMD,IPG,ISRG,BKNG,CARR,USB,LEN,IVZ,K,AES,ANSS,SNA,MOS,IR,FGXXX,NWL,ZTS,PLD,NUE,NDAQ,MRNA,EOG,HES,TPR,BBWI WI,GE.,SHW,MPC,LYB,YUM,TEL,OKE,LHX,PPL,DGX,HOLX,TXT,PENN,PNR,CF,COP,SIVB,EBAY,BRO,MRO,TAP,J,ARE,SPG,SLB,WBA,PNC,VLO,RJF,WDC,RHI,ETN,CE,APA,FTV,KIM,SUM
08/10/2021,6.5,6.18,5.19,5.05,3.12,1.94,1.67,1.48,1.4,1.33,1.28,1.15,1.09,1.07,0.98,0.97,1.12,0.99,0.9,0.91,0.92,1.0,1.31,0.86,0.77,0.8,0.58,0.82,0.82,0.68,0.89,0.75,1.18,0.76,0.66,0.35,0.55,0.58,0.29,0.59,0.56,0.56,0.61,0.52,0.54,0.49,0.39,0.55,0.55,0.44,0.44,0.39,0.48,0.37,0.56,0.45,0.38,0.39,0.38,0.26,0.36,0.34,0.35,0.36,0.34,0.32,0.34,0.33,0.33,0.28,0.33,0.31,0.29,0.15,0.36,0.36,0.3,0.29,0.25,0.25,0.0,0.26,0.26,0.24,0.16,0.26,0.24,0.24,0.23,0.23,0.23,0.23,0.21,0.21,0.2,0.17,0.19,0.21,0.2,0.19,0.2,0.16,0.41,0.36,0.2,0.17,0.16,0.22,0.19,0.19,0.2,0.26,0.17,0.19,0.18,0.1,0.19,0.16,0.18,0.17,0.16,0.28,0.11,0.14,0.16,0.17,0.15,0.24,0.16,0.17,0.14,0.16,0.14,0.14,0.14,0.09,0.16,0.13,0.11,0.15,0.17,0.11,0.0,0.13,0.12,0.11,0.13,0.12,0.11,0.11,0.12,0.15,0.12,0.0,0.11,0.12,0.1,0.11,0.11,0.14,0.08,0.11,0.1,0.1,0.12,0.1,0.1,0.11,0.11,0.1,0.09,0.09,0.0,0.1,0.11,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.08,0.0,0.08,0.08,0.0,0.08,0.0,0.08,0.08,0.07,0.0,0.08,0.0,0.07,0.07,0.19,0.12,0.13,0.09,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.59
08/11/2021,6.5,6.18,5.19,5.05,3.12,1.94,1.67,1.48,1.4,1.33,1.28,1.15,1.09,1.07,0.98,0.97,1.12,0.99,0.9,0.91,0.92,1.0,1.31,0.86,0.77,0.8,0.58,0.82,0.82,0.68,0.89,0.75,1.18,0.76,0.66,0.35,0.55,0.58,0.29,0.59,0.56,0.56,0.61,0.52,0.54,0.49,0.39,0.55,0.55,0.44,0.44,0.39,0.48,0.37,0.56,0.45,0.38,0.39,0.38,0.26,0.36,0.34,0.35,0.36,0.34,0.32,0.34,0.33,0.33,0.28,0.33,0.31,0.29,0.15,0.36,0.36,0.3,0.29,0.25,0.25,0.0,0.26,0.26,0.24,0.16,0.26,0.24,0.24,0.23,0.23,0.23,0.23,0.21,0.21,0.2,0.17,0.19,0.21,0.2,0.19,0.2,0.16,0.41,0.36,0.2,0.17,0.16,0.22,0.19,0.19,0.2,0.26,0.17,0.19,0.18,0.1,0.19,0.16,0.18,0.17,0.16,0.28,0.11,0.14,0.16,0.17,0.15,0.24,0.16,0.17,0.14,0.16,0.14,0.14,0.14,0.09,0.16,0.13,0.11,0.15,0.17,0.11,0.0,0.13,0.12,0.11,0.13,0.12,0.11,0.11,0.12,0.15,0.12,0.0,0.11,0.12,0.1,0.11,0.11,0.14,0.08,0.11,0.1,0.1,0.12,0.1,0.1,0.11,0.11,0.1,0.09,0.09,0.0,0.1,0.11,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.08,0.0,0.08,0.08,0.0,0.08,0.0,0.08,0.08,0.07,0.0,0.08,0.0,0.07,0.07,0.19,0.12,0.13,0.09,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.59
08/12/2021,6.47,6.13,5.13,5.07,3.11,1.94,1.71,1.47,1.4,1.32,1.28,1.16,1.08,1.06,0.97,0.99,1.14,0.98,0.89,0.9,0.91,1.0,1.31,0.87,0.77,0.79,0.58,0.82,0.82,0.67,0.88,0.75,1.18,0.76,0.68,0.35,0.55,0.58,0.31,0.58,0.56,0.55,0.61,0.52,0.55,0.49,0.39,0.55,0.55,0.44,0.44,0.39,0.48,0.38,0.57,0.45,0.38,0.39,0.38,0.26,0.36,0.35,0.35,0.36,0.34,0.32,0.35,0.33,0.33,0.29,0.33,0.31,0.29,0.15,0.36,0.37,0.3,0.29,0.25,0.25,0.0,0.26,0.27,0.24,0.16,0.26,0.24,0.24,0.24,0.23,0.23,0.23,0.21,0.21,0.2,0.17,0.21,0.21,0.19,0.19,0.2,0.15,0.4,0.36,0.2,0.17,0.16,0.21,0.19,0.19,0.2,0.26,0.18,0.19,0.19,0.1,0.19,0.17,0.18,0.17,0.16,0.28,0.11,0.15,0.16,0.16,0.15,0.25,0.16,0.17,0.14,0.16,0.14,0.14,0.14,0.09,0.16,0.13,0.11,0.15,0.16,0.0,0.0,0.13,0.11,0.11,0.13,0.12,0.11,0.12,0.12,0.16,0.11,0.0,0.11,0.12,0.1,0.11,0.11,0.13,0.08,0.11,0.1,0.1,0.12,0.1,0.1,0.1,0.11,0.1,0.09,0.09,0.0,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0.0,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.08,0.0,0.08,0.08,0.0,0.08,0.0,0.08,0.08,0.08,0.0,0.08,0.0,0.07,0.07,0.2,0.12,0.15,0.09,0.0,0.07,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.58
08/13/2021,6.41,6.1,5.09,5.05,3.1,1.98,1.71,1.47,1.4,1.32,1.27,1.15,1.09,1.07,0.97,1.0,1.19,0.99,0.89,0.88,0.9,0.99,1.31,0.88,0.77,0.79,0.57,0.79,0.82,0.67,0.88,0.75,1.18,0.75,0.69,0.36,0.55,0.57,0.31,0.57,0.57,0.56,0.61,0.53,0.54,0.49,0.38,0.55,0.53,0.45,0.45,0.39,0.48,0.39,0.57,0.45,0.38,0.39,0.37,0.26,0.37,0.35,0.35,0.36,0.36,0.32,0.36,0.33,0.32,0.29,0.33,0.31,0.3,0.15,0.36,0.37,0.3,0.28,0.26,0.25,0.0,0.26,0.27,0.24,0.16,0.26,0.24,0.24,0.24,0.21,0.22,0.23,0.22,0.21,0.2,0.17,0.21,0.22,0.19,0.19,0.19,0.16,0.4,0.36,0.2,0.17,0.16,0.21,0.19,0.19,0.2,0.26,0.19,0.19,0.19,0.1,0.2,0.17,0.18,0.18,0.16,0.27,0.11,0.15,0.16,0.17,0.15,0.25,0.16,0.17,0.14,0.16,0.14,0.14,0.13,0.09,0.16,0.13,0.11,0.15,0.17,0.0,0.0,0.13,0.11,0.11,0.13,0.12,0.11,0.12,0.12,0.16,0.11,0.0,0.1,0.12,0.1,0.11,0.11,0.14,0.08,0.11,0.1,0.1,0.12,0.1,0.1,0.1,0.11,0.1,0.09,0.1,0.0,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0.0,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.08,0.0,0.08,0.08,0.07,0.08,0.0,0.08,0.08,0.08,0.0,0.08,0.0,0.0,0.07,0.22,0.12,0.14,0.09,0.0,0.07,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.53000000000002
08/16/2021,6.45,6.2,5.04,5.04,3.09,1.97,1.71,1.49,1.38,1.33,1.23,1.15,1.08,1.06,0.97,1.01,1.16,0.98,0.9,0.88,0.88,1.0,1.31,0.88,0.78,0.8,0.57,0.74,0.81,0.67,0.88,0.75,1.16,0.76,0.7,0.35,0.55,0.56,0.31,0.58,0.56,0.57,0.6,0.52,0.54,0.49,0.39,0.55,0.54,0.46,0.46,0.41,0.48,0.39,0.56,0.45,0.38,0.39,0.37,0.26,0.36,0.35,0.35,0.36,0.36,0.32,0.37,0.33,0.32,0.28,0.33,0.31,0.3,0.15,0.37,0.37,0.3,0.28,0.26,0.25,0.0,0.25,0.28,0.25,0.17,0.26,0.24,0.24,0.24,0.2,0.21,0.23,0.22,0.21,0.2,0.17,0.21,0.22,0.19,0.2,0.2,0.16,0.39,0.35,0.2,0.18,0.16,0.21,0.19,0.19,0.2,0.26,0.19,0.19,0.18,0.11,0.19,0.18,0.18,0.18,0.16,0.26,0.11,0.15,0.16,0.17,0.15,0.25,0.16,0.17,0.15,0.16,0.14,0.14,0.13,0.09,0.16,0.13,0.11,0.15,0.16,0.0,0.0,0.13,0.11,0.11,0.13,0.12,0.11,0.12,0.12,0.16,0.11,0.0,0.1,0.12,0.1,0.11,0.11,0.13,0.08,0.11,0.1,0.1,0.13,0.1,0.1,0.1,0.11,0.11,0.09,0.1,0.0,0.1,0.1,0.09,0.09,0.09,0.1,0.09,0.0,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.0,0.08,0.08,0.07,0.08,0.0,0.08,0.08,0.08,0.0,0.09,0.0,0.0,0.07,0.23,0.12,0.12,0.09,0.0,0.07,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.51000000000002
08/17/2021,6.45,6.2,5.04,5.04,3.09,1.97,1.71,1.49,1.38,1.33,1.23,1.15,1.08,1.06,0.97,1.01,1.16,0.98,0.9,0.88,0.88,1.0,1.31,0.88,0.78,0.8,0.57,0.74,0.81,0.67,0.88,0.75,1.16,0.76,0.7,0.35,0.55,0.56,0.31,0.58,0.56,0.57,0.6,0.52,0.54,0.49,0.39,0.55,0.54,0.46,0.46,0.41,0.48,0.39,0.56,0.45,0.38,0.39,0.37,0.26,0.36,0.35,0.35,0.36,0.36,0.32,0.37,0.33,0.32,0.28,0.33,0.31,0.3,0.15,0.37,0.37,0.3,0.28,0.26,0.25,0.0,0.25,0.28,0.25,0.17,0.26,0.24,0.24,0.24,0.2,0.21,0.23,0.22,0.21,0.2,0.17,0.21,0.22,0.19,0.2,0.2,0.16,0.39,0.35,0.2,0.18,0.16,0.21,0.19,0.19,0.2,0.26,0.19,0.19,0.18,0.11,0.19,0.18,0.18,0.18,0.16,0.26,0.11,0.15,0.16,0.17,0.15,0.25,0.16,0.17,0.15,0.16,0.14,0.14,0.13,0.09,0.16,0.13,0.11,0.15,0.16,0.0,0.0,0.13,0.11,0.11,0.13,0.12,0.11,0.12,0.12,0.16,0.11,0.0,0.1,0.12,0.1,0.11,0.11,0.13,0.08,0.11,0.1,0.1,0.13,0.1,0.1,0.1,0.11,0.11,0.09,0.1,0.0,0.1,0.1,0.09,0.09,0.09,0.1,0.09,0.0,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.0,0.08,0.08,0.07,0.08,0.0,0.08,0.08,0.08,0.0,0.09,0.0,0.0,0.07,0.23,0.12,0.12,0.09,0.0,0.07,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.51000000000002
08/18/2021,6.51,6.2,5.01,5.05,3.09,1.97,1.7,1.49,1.37,1.31,1.23,1.15,1.09,1.07,0.98,1.0,1.19,1.0,0.89,0.88,0.88,0.99,1.32,0.88,0.78,0.8,0.58,0.74,0.81,0.68,0.89,0.75,1.17,0.76,0.69,0.35,0.55,0.57,0.31,0.58,0.57,0.57,0.6,0.51,0.54,0.5,0.39,0.55,0.54,0.46,0.46,0.41,0.47,0.39,0.57,0.45,0.38,0.39,0.37,0.26,0.36,0.34,0.35,0.36,0.36,0.32,0.37,0.33,0.32,0.29,0.33,0.31,0.3,0.15,0.37,0.37,0.3,0.29,0.25,0.24,0.0,0.25,0.28,0.24,0.16,0.26,0.24,0.24,0.24,0.2,0.21,0.23,0.22,0.21,0.2,0.17,0.21,0.22,0.19,0.19,0.2,0.15,0.39,0.34,0.2,0.17,0.16,0.21,0.19,0.19,0.2,0.26,0.19,0.19,0.18,0.1,0.19,0.18,0.18,0.18,0.16,0.26,0.11,0.15,0.16,0.17,0.15,0.25,0.16,0.17,0.14,0.16,0.14,0.14,0.13,0.09,0.16,0.13,0.11,0.15,0.16,0.0,0.0,0.13,0.11,0.11,0.13,0.12,0.11,0.11,0.12,0.16,0.11,0.0,0.1,0.12,0.1,0.11,0.11,0.13,0.08,0.11,0.1,0.1,0.13,0.1,0.1,0.1,0.11,0.1,0.09,0.1,0.0,0.1,0.1,0.09,0.09,0.09,0.1,0.08,0.0,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.08,0.0,0.08,0.08,0.0,0.08,0.0,0.08,0.08,0.08,0.0,0.09,0.0,0.07,0.07,0.23,0.12,0.12,0.09,0.0,0.07,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.51
08/19/2021,6.51,6.2,5.01,5.05,3.09,1.97,1.7,1.49,1.37,1.31,1.23,1.15,1.09,1.07,0.98,1.0,1.19,1.0,0.89,0.88,0.88,0.99,1.32,0.88,0.78,0.8,0.58,0.74,0.81,0.68,0.89,0.75,1.17,0.76,0.69,0.35,0.55,0.57,0.31,0.58,0.57,0.57,0.6,0.51,0.54,0.5,0.39,0.55,0.54,0.46,0.46,0.41,0.47,0.39,0.57,0.45,0.38,0.39,0.37,0.26,0.36,0.34,0.35,0.36,0.36,0.32,0.37,0.33,0.32,0.29,0.33,0.31,0.3,0.15,0.37,0.37,0.3,0.29,0.25,0.24,0.0,0.25,0.28,0.24,0.16,0.26,0.24,0.24,0.24,0.2,0.21,0.23,0.22,0.21,0.2,0.17,0.21,0.22,0.19,0.19,0.2,0.15,0.39,0.34,0.2,0.17,0.16,0.21,0.19,0.19,0.2,0.26,0.19,0.19,0.18,0.1,0.19,0.18,0.18,0.18,0.16,0.26,0.11,0.15,0.16,0.17,0.15,0.25,0.16,0.17,0.14,0.16,0.14,0.14,0.13,0.09,0.16,0.13,0.11,0.15,0.16,0.0,0.0,0.13,0.11,0.11,0.13,0.12,0.11,0.11,0.12,0.16,0.11,0.0,0.1,0.12,0.1,0.11,0.11,0.13,0.08,0.11,0.1,0.1,0.13,0.1,0.1,0.1,0.11,0.1,0.09,0.1,0.0,0.1,0.1,0.09,0.09,0.09,0.1,0.08,0.0,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.08,0.0,0.08,0.08,0.0,0.08,0.0,0.08,0.08,0.08,0.0,0.09,0.0,0.07,0.07,0.23,0.12,0.12,0.09,0.0,0.07,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.51
08/20/2021,6.52,6.26,5.0,5.05,3.11,1.98,1.7,1.47,1.37,1.32,1.24,1.15,1.08,1.06,0.98,0.99,1.2,1.0,0.9,0.89,0.88,0.95,1.32,0.88,0.79,0.79,0.57,0.75,0.81,0.69,0.9,0.75,1.18,0.76,0.7,0.35,0.55,0.57,0.31,0.57,0.56,0.57,0.6,0.5,0.55,0.5,0.39,0.56,0.54,0.46,0.45,0.41,0.46,0.39,0.57,0.45,0.38,0.39,0.36,0.26,0.37,0.33,0.36,0.36,0.34,0.32,0.37,0.33,0.32,0.29,0.33,0.31,0.29,0.15,0.37,0.37,0.3,0.28,0.25,0.25,0.0,0.25,0.27,0.24,0.16,0.26,0.24,0.24,0.24,0.2,0.21,0.23,0.22,0.21,0.2,0.16,0.2,0.22,0.19,0.19,0.2,0.15,0.39,0.35,0.2,0.17,0.16,0.2,0.19,0.19,0.2,0.26,0.19,0.19,0.19,0.1,0.19,0.17,0.18,0.17,0.16,0.26,0.11,0.15,0.16,0.17,0.16,0.25,0.16,0.17,0.14,0.16,0.14,0.14,0.13,0.09,0.17,0.13,0.11,0.15,0.16,0.0,0.0,0.13,0.11,0.11,0.13,0.11,0.11,0.11,0.12,0.16,0.11,0.0,0.1,0.12,0.1,0.11,0.11,0.13,0.08,0.11,0.1,0.1,0.13,0.1,0.1,0.1,0.11,0.1,0.09,0.1,0.0,0.1,0.1,0.09,0.09,0.09,0.1,0.08,0.0,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.08,0.0,0.08,0.08,0.0,0.08,0.0,0.08,0.08,0.08,0.0,0.11,0.0,0.07,0.07,0.23,0.12,0.11,0.08,0.0,0.07,0.11,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.51
08/23/2021,6.69,6.18,4.92,5.04,3.07,2.01,1.7,1.53,1.37,1.3,1.24,1.15,1.09,1.06,1.0,0.98,1.21,1.01,0.96,0.88,0.88,0.95,1.35,0.88,0.79,0.78,0.55,0.74,0.77,0.7,0.91,0.74,1.24,0.77,0.7,0.35,0.56,0.61,0.3,0.59,0.57,0.58,0.6,0.48,0.56,0.51,0.38,0.57,0.55,0.46,0.45,0.4,0.44,0.37,0.57,0.45,0.36,0.4,0.37,0.26,0.37,0.32,0.36,0.37,0.31,0.32,0.36,0.33,0.33,0.28,0.33,0.32,0.29,0.15,0.38,0.36,0.3,0.29,0.24,0.24,0.0,0.26,0.26,0.23,0.16,0.26,0.23,0.24,0.24,0.2,0.21,0.23,0.21,0.22,0.19,0.16,0.19,0.21,0.2,0.19,0.2,0.13,0.39,0.36,0.2,0.17,0.16,0.2,0.2,0.19,0.2,0.26,0.19,0.17,0.19,0.1,0.2,0.17,0.18,0.17,0.16,0.26,0.11,0.15,0.16,0.17,0.16,0.25,0.16,0.17,0.14,0.15,0.15,0.14,0.13,0.09,0.16,0.13,0.1,0.15,0.16,0.0,0.0,0.13,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.15,0.12,0.0,0.1,0.12,0.1,0.11,0.11,0.13,0.08,0.12,0.1,0.1,0.13,0.1,0.1,0.1,0.11,0.1,0.09,0.09,0.0,0.09,0.11,0.09,0.09,0.09,0.1,0.08,0.0,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.07,0.0,0.07,0.08,0.0,0.08,0.0,0.08,0.07,0.07,0.0,0.16,0.0,0.07,0.07,0.22,0.12,0.12,0.08,0.0,0.0,0.11,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.58
08/24/2021,6.69,6.18,4.92,5.04,3.07,2.01,1.7,1.53,1.37,1.3,1.24,1.15,1.09,1.06,1.0,0.98,1.21,1.01,0.96,0.88,0.88,0.95,1.35,0.88,0.79,0.78,0.55,0.74,0.77,0.7,0.91,0.74,1.24,0.77,0.7,0.35,0.56,0.61,0.3,0.59,0.57,0.58,0.6,0.48,0.56,0.51,0.38,0.57,0.55,0.46,0.45,0.4,0.44,0.37,0.57,0.45,0.36,0.4,0.37,0.26,0.37,0.32,0.36,0.37,0.31,0.32,0.36,0.33,0.33,0.28,0.33,0.32,0.29,0.15,0.38,0.36,0.3,0.29,0.24,0.24,0.0,0.26,0.26,0.23,0.16,0.26,0.23,0.24,0.24,0.2,0.21,0.23,0.21,0.22,0.19,0.16,0.19,0.21,0.2,0.19,0.2,0.13,0.39,0.36,0.2,0.17,0.16,0.2,0.2,0.19,0.2,0.26,0.19,0.17,0.19,0.1,0.2,0.17,0.18,0.17,0.16,0.26,0.11,0.15,0.16,0.17,0.16,0.25,0.16,0.17,0.14,0.15,0.15,0.14,0.13,0.09,0.16,0.13,0.1,0.15,0.16,0.0,0.0,0.13,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.15,0.12,0.0,0.1,0.12,0.1,0.11,0.11,0.13,0.08,0.12,0.1,0.1,0.13,0.1,0.1,0.1,0.11,0.1,0.09,0.09,0.0,0.09,0.11,0.09,0.09,0.09,0.1,0.08,0.0,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.07,0.0,0.07,0.08,0.0,0.08,0.0,0.08,0.07,0.07,0.0,0.16,0.0,0.07,0.07,0.22,0.12,0.12,0.08,0.0,0.0,0.11,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.58
08/25/2021,6.8,6.2,4.9,5.07,3.08,2.01,1.69,1.54,1.34,1.31,1.23,1.14,1.09,1.05,0.99,0.97,1.2,1.0,0.98,0.88,0.87,0.95,1.35,0.88,0.78,0.78,0.56,0.73,0.79,0.7,0.91,0.73,1.23,0.78,0.7,0.35,0.57,0.6,0.3,0.6,0.57,0.58,0.6,0.48,0.56,0.5,0.38,0.57,0.55,0.46,0.45,0.4,0.43,0.37,0.56,0.44,0.35,0.41,0.38,0.26,0.37,0.31,0.36,0.37,0.31,0.32,0.35,0.33,0.32,0.28,0.33,0.32,0.29,0.15,0.38,0.36,0.3,0.29,0.24,0.24,0.0,0.25,0.25,0.23,0.16,0.26,0.23,0.24,0.24,0.2,0.2,0.23,0.21,0.21,0.19,0.16,0.19,0.21,0.19,0.19,0.2,0.13,0.39,0.36,0.2,0.17,0.16,0.2,0.2,0.19,0.2,0.26,0.19,0.18,0.19,0.1,0.2,0.17,0.18,0.17,0.16,0.25,0.11,0.15,0.16,0.17,0.15,0.25,0.16,0.17,0.14,0.15,0.15,0.14,0.13,0.09,0.16,0.13,0.1,0.15,0.16,0.0,0.0,0.13,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.15,0.12,0.0,0.1,0.13,0.1,0.11,0.11,0.13,0.08,0.12,0.1,0.1,0.13,0.1,0.1,0.1,0.11,0.1,0.09,0.09,0.0,0.09,0.11,0.09,0.09,0.09,0.1,0.08,0.08,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.07,0.0,0.07,0.08,0.0,0.08,0.0,0.08,0.07,0.07,0.0,0.17,0.0,0.07,0.07,0.22,0.12,0.12,0.08,0.0,0.0,0.11,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.56000000000002
