,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,NVDA,TSLA,BRK.B,JPM,JNJ,UNH,V,PG,HD,PYPL,DIS,ADBE,BAC,CMCSA,MA,PFE,NFLX,CRM,CSCO,TMO,XOM,VZ,KO,ACN,PEP,INTC,ABT,NKE,DHR,LLY,AVGO,WMT,T,COST,ABBV,WFC,MRK,TXN,CVX,MDT,PM,MCD,LIN,QCOM,HON,INTU,NEE,ORCL,UNP,MS,LOW,GS,C,UPS,BMY,ISRG,NOW,BLK,SBUX,SPGI,AMT,AMGN,AMD,TGT,BA,CAT,IBM,RTX,MRNA,AMAT,CHTR,CVS,MMM,DE,AXP,ANTM,LMT,GE,SCHW,PLD,BKNG,EL,ADI,LRCX,MMC,MO,SHW,EQIX,ADP,ZTS,CCI,n/a,MDLZ,CB,SYK,PNC,CI,GILD,TJX,REGN,TMUS,FDX,DUK,CME,USB,ETN,FIS,NSC,HCA,TFC,COP,NVR,BDX,MU,AON,ICE,ROP,EW,CSX,COF,ITW,DG,ECL,APD,ILMN,FISV,SO,WM,CL,ADSK,NXPI,EMR,VRTX,MSCI,GM,D,IQV,TT,BSX,ATVI,IDXX,HUM,GD,LHX,NOC,SBAC,TROW,PGR,JCI,DXCM,CMG,MCO,SNPS,KLAC,ALGN,A,FCX,GPN,DOW,PPG,XLNX,IT,PRU,DLR,MTD,MCHP,FTNT,AIG,TRV,BIIB,F,CDNS,PSA,ROK,TWTR,SIVB,CARR,PH,EA,ORLY,KSU,RMD,EXC,NEM,TEL,MET,APH,AZO,LH,PXD,EBAY,IFF,APTV,ODFL,AME,CTAS,MAR,ALL,EOG,XEL,OTIS,INFO,MTCH,KMB,CTSH,BAX,AEP,ROST,WELL,YUM,DD,SPG,FRC,MNST,CNC,HLT,SRE,ANSS,BK,SLB,MPC,WST,MSI,EFX,SYY,AMP,CPRT,ETSY,HPQ,SUM
11/15/2021,6.11,6.56,3.97,2.06,2.29,2.18,2.01,2.3,1.39,1.32,1.14,1.14,0.93,0.93,1.04,0.62,0.79,0.78,0.93,0.66,0.8,0.75,0.75,0.79,0.64,0.67,0.72,0.57,0.59,0.6,0.6,0.55,0.61,0.57,0.5,0.55,0.6,0.55,0.48,0.59,0.56,0.54,0.56,0.47,0.59,0.44,0.39,0.48,0.47,0.49,0.41,0.45,0.44,0.42,0.42,0.37,0.43,0.35,0.36,0.4,0.35,0.34,0.33,0.36,0.33,0.3,0.32,0.31,0.48,0.34,0.33,0.31,0.28,0.36,0.2,0.35,0.25,0.32,0.27,0.26,0.31,0.28,0.23,0.32,0.33,0.28,0.21,0.22,0.27,0.23,0.23,0.22,0.21,0.21,0.25,0.25,0.2,0.33,0.23,0.22,0.22,0.23,0.18,0.23,0.22,0.19,0.18,0.18,0.19,0.22,0.22,0.19,0.18,0.19,0.17,0.21,0.25,0.0,0.18,0.22,0.19,0.2,0.14,0.18,0.2,0.17,0.17,0.16,0.17,0.19,0.14,0.15,0.17,0.17,0.17,0.2,0.16,0.14,0.14,0.17,0.23,0.17,0.0,0.13,0.16,0.14,0.16,0.17,0.13,0.0,0.13,0.0,0.13,0.14,0.14,0.18,0.0,0.15,0.13,0.15,0.16,0.12,0.15,0.0,0.11,0.11,0.14,0.0,0.12,0.0,0.0,0.12,0.13,0.13,0.12,0.0,0.2,0.13,0.12,0.0,0.11,0.0,0.12,0.12,0.11,0.0,0.0,0.0,0.14,0.12,0.14,0.12,0.12,0.0,0.0,0.13,0.13,0.11,0.13,0.0,0.0,0.11,0.12,0.0,0.14,0.0,0.0,0.14,0.11,0.11,0.12,0.11,0.12,0.12,0.0,0.0,0.12,0.14,0.0,0.0,0.11,0.11,0.0,0.0,0.13,0.12,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,87.37
11/16/2021,6.19,6.64,4.03,2.14,2.34,2.22,2.01,2.23,1.39,1.31,1.15,1.15,0.94,0.93,1.05,0.64,0.77,0.8,0.92,0.65,0.82,0.74,0.78,0.8,0.64,0.67,0.72,0.57,0.59,0.6,0.6,0.54,0.62,0.57,0.5,0.55,0.61,0.55,0.48,0.59,0.56,0.55,0.56,0.47,0.59,0.44,0.39,0.48,0.47,0.5,0.41,0.47,0.45,0.42,0.42,0.37,0.44,0.35,0.36,0.4,0.35,0.34,0.34,0.36,0.33,0.3,0.32,0.31,0.49,0.35,0.33,0.31,0.27,0.36,0.2,0.36,0.25,0.31,0.27,0.27,0.31,0.29,0.23,0.32,0.33,0.28,0.21,0.22,0.27,0.23,0.23,0.22,0.22,0.21,0.26,0.25,0.2,0.33,0.23,0.22,0.22,0.23,0.18,0.23,0.22,0.19,0.18,0.18,0.19,0.22,0.22,0.19,0.18,0.19,0.18,0.21,0.25,0.0,0.18,0.23,0.19,0.2,0.15,0.18,0.2,0.17,0.18,0.16,0.17,0.19,0.14,0.15,0.17,0.17,0.17,0.2,0.16,0.14,0.14,0.17,0.24,0.16,0.0,0.14,0.16,0.15,0.16,0.17,0.13,0.0,0.13,0.0,0.14,0.14,0.15,0.18,0.11,0.16,0.13,0.15,0.16,0.12,0.15,0.0,0.11,0.11,0.14,0.0,0.12,0.12,0.0,0.12,0.13,0.13,0.12,0.0,0.2,0.13,0.12,0.0,0.11,0.0,0.13,0.12,0.11,0.0,0.0,0.0,0.14,0.12,0.14,0.12,0.12,0.0,0.0,0.13,0.13,0.11,0.13,0.0,0.0,0.0,0.12,0.0,0.14,0.0,0.0,0.14,0.11,0.11,0.12,0.0,0.12,0.12,0.0,0.0,0.12,0.14,0.0,0.0,0.0,0.11,0.0,0.0,0.13,0.12,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,88.01
11/17/2021,6.19,6.64,4.03,2.14,2.34,2.22,2.01,2.23,1.39,1.31,1.15,1.15,0.94,0.93,1.05,0.64,0.77,0.8,0.92,0.65,0.82,0.74,0.78,0.8,0.64,0.67,0.72,0.57,0.59,0.6,0.6,0.54,0.62,0.57,0.5,0.55,0.61,0.55,0.48,0.59,0.56,0.55,0.56,0.47,0.59,0.44,0.39,0.48,0.47,0.5,0.41,0.47,0.45,0.42,0.42,0.37,0.44,0.35,0.36,0.4,0.35,0.34,0.34,0.36,0.33,0.3,0.32,0.31,0.49,0.35,0.33,0.31,0.27,0.36,0.2,0.36,0.25,0.31,0.27,0.27,0.31,0.29,0.23,0.32,0.33,0.28,0.21,0.22,0.27,0.23,0.23,0.22,0.22,0.21,0.26,0.25,0.2,0.33,0.23,0.22,0.22,0.23,0.18,0.23,0.22,0.19,0.18,0.18,0.19,0.22,0.22,0.19,0.18,0.19,0.18,0.21,0.25,0.0,0.18,0.23,0.19,0.2,0.15,0.18,0.2,0.17,0.18,0.16,0.17,0.19,0.14,0.15,0.17,0.17,0.17,0.2,0.16,0.14,0.14,0.17,0.24,0.16,0.0,0.14,0.16,0.15,0.16,0.17,0.13,0.0,0.13,0.0,0.14,0.14,0.15,0.18,0.11,0.16,0.13,0.15,0.16,0.12,0.15,0.0,0.11,0.11,0.14,0.0,0.12,0.12,0.0,0.12,0.13,0.13,0.12,0.0,0.2,0.13,0.12,0.0,0.11,0.0,0.13,0.12,0.11,0.0,0.0,0.0,0.14,0.12,0.14,0.12,0.12,0.0,0.0,0.13,0.13,0.11,0.13,0.0,0.0,0.0,0.12,0.0,0.14,0.0,0.0,0.14,0.11,0.11,0.12,0.0,0.12,0.12,0.0,0.0,0.12,0.14,0.0,0.0,0.0,0.11,0.0,0.0,0.13,0.12,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,88.01
11/18/2021,6.2,6.63,4.06,2.19,2.33,2.22,1.99,2.19,1.39,1.31,1.14,1.13,0.94,0.94,1.05,0.65,0.77,0.8,0.92,0.65,0.82,0.74,0.78,0.79,0.64,0.67,0.72,0.57,0.59,0.6,0.61,0.54,0.62,0.57,0.49,0.55,0.61,0.55,0.47,0.59,0.56,0.55,0.56,0.47,0.6,0.43,0.4,0.48,0.46,0.51,0.41,0.47,0.45,0.42,0.42,0.37,0.44,0.35,0.36,0.39,0.35,0.34,0.33,0.35,0.33,0.3,0.3,0.31,0.48,0.35,0.35,0.31,0.27,0.36,0.21,0.36,0.25,0.31,0.27,0.27,0.32,0.29,0.23,0.32,0.33,0.28,0.21,0.22,0.27,0.23,0.23,0.22,0.22,0.22,0.26,0.25,0.2,0.33,0.23,0.22,0.22,0.23,0.18,0.22,0.22,0.19,0.18,0.18,0.19,0.22,0.22,0.19,0.18,0.19,0.17,0.21,0.25,0.0,0.18,0.23,0.19,0.2,0.15,0.18,0.2,0.17,0.18,0.16,0.17,0.19,0.14,0.15,0.17,0.17,0.17,0.2,0.16,0.14,0.14,0.17,0.24,0.17,0.0,0.13,0.15,0.15,0.16,0.16,0.13,0.0,0.13,0.0,0.14,0.14,0.15,0.18,0.11,0.16,0.13,0.15,0.16,0.12,0.15,0.0,0.11,0.11,0.14,0.0,0.12,0.12,0.0,0.12,0.12,0.13,0.12,0.0,0.2,0.14,0.12,0.0,0.11,0.0,0.13,0.12,0.11,0.0,0.0,0.0,0.14,0.12,0.14,0.12,0.13,0.0,0.0,0.13,0.13,0.0,0.13,0.0,0.0,0.11,0.12,0.0,0.14,0.0,0.0,0.14,0.11,0.11,0.12,0.0,0.12,0.12,0.0,0.0,0.11,0.14,0.0,0.0,0.0,0.11,0.0,0.0,0.13,0.12,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.0,87.95
11/19/2021,6.24,6.68,4.05,2.16,2.33,2.22,2.0,2.28,1.38,1.3,1.14,1.12,0.95,0.94,1.11,0.66,0.77,0.82,0.92,0.65,0.83,0.74,0.79,0.8,0.64,0.68,0.73,0.57,0.58,0.6,0.61,0.55,0.63,0.58,0.5,0.55,0.62,0.53,0.47,0.6,0.56,0.54,0.56,0.47,0.6,0.43,0.39,0.48,0.46,0.55,0.41,0.48,0.45,0.43,0.42,0.37,0.45,0.35,0.35,0.39,0.35,0.35,0.34,0.35,0.33,0.31,0.3,0.31,0.5,0.36,0.34,0.31,0.27,0.36,0.21,0.36,0.25,0.31,0.27,0.27,0.31,0.28,0.23,0.31,0.33,0.28,0.2,0.23,0.28,0.24,0.23,0.22,0.22,0.22,0.26,0.26,0.2,0.35,0.23,0.22,0.22,0.23,0.18,0.22,0.22,0.19,0.18,0.18,0.19,0.22,0.22,0.19,0.18,0.18,0.17,0.21,0.25,0.0,0.18,0.23,0.19,0.2,0.15,0.19,0.2,0.17,0.18,0.16,0.17,0.19,0.14,0.15,0.17,0.17,0.17,0.21,0.16,0.14,0.14,0.17,0.24,0.17,0.12,0.14,0.16,0.14,0.16,0.17,0.13,0.0,0.13,0.0,0.14,0.14,0.15,0.19,0.0,0.16,0.13,0.16,0.16,0.12,0.15,0.0,0.11,0.12,0.15,0.0,0.12,0.12,0.0,0.13,0.13,0.13,0.12,0.0,0.2,0.14,0.12,0.12,0.11,0.0,0.13,0.12,0.0,0.0,0.0,0.0,0.14,0.12,0.14,0.12,0.13,0.0,0.0,0.13,0.13,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.15,0.11,0.11,0.12,0.11,0.12,0.12,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.11,0.0,0.0,0.12,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.11,0.0,88.46
11/22/2021,6.34,6.69,4.06,2.14,2.33,2.22,1.94,2.35,1.37,1.29,1.14,1.12,0.91,0.94,1.12,0.63,0.76,0.81,0.91,0.66,0.81,0.76,0.79,0.8,0.64,0.67,0.72,0.57,0.58,0.61,0.61,0.54,0.62,0.58,0.5,0.55,0.62,0.53,0.47,0.6,0.56,0.53,0.55,0.47,0.6,0.43,0.39,0.48,0.46,0.55,0.41,0.47,0.46,0.43,0.42,0.36,0.46,0.34,0.35,0.39,0.35,0.35,0.33,0.35,0.33,0.31,0.3,0.31,0.5,0.34,0.34,0.3,0.27,0.35,0.21,0.36,0.25,0.31,0.27,0.26,0.31,0.28,0.23,0.3,0.33,0.28,0.2,0.23,0.28,0.23,0.23,0.22,0.22,0.22,0.26,0.26,0.21,0.36,0.23,0.21,0.22,0.23,0.18,0.23,0.24,0.19,0.17,0.18,0.19,0.22,0.21,0.19,0.17,0.18,0.17,0.21,0.25,0.0,0.19,0.23,0.19,0.2,0.15,0.18,0.21,0.17,0.18,0.16,0.17,0.18,0.14,0.15,0.17,0.17,0.17,0.2,0.16,0.14,0.14,0.17,0.24,0.17,0.12,0.14,0.16,0.13,0.16,0.16,0.13,0.0,0.13,0.11,0.13,0.13,0.15,0.19,0.0,0.16,0.13,0.16,0.16,0.12,0.14,0.0,0.11,0.12,0.15,0.0,0.12,0.12,0.0,0.12,0.13,0.13,0.12,0.0,0.2,0.14,0.12,0.12,0.11,0.0,0.13,0.12,0.0,0.0,0.0,0.0,0.14,0.12,0.14,0.12,0.13,0.0,0.0,0.12,0.13,0.0,0.13,0.0,0.0,0.0,0.12,0.0,0.13,0.0,0.0,0.14,0.11,0.11,0.12,0.0,0.12,0.12,0.0,0.0,0.0,0.14,0.0,0.0,0.11,0.11,0.0,0.0,0.12,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.0,88.24000000000001
11/23/2021,6.34,6.69,4.06,2.14,2.33,2.22,1.94,2.35,1.37,1.29,1.14,1.12,0.91,0.94,1.12,0.63,0.76,0.81,0.91,0.66,0.81,0.76,0.79,0.8,0.64,0.67,0.72,0.57,0.58,0.61,0.61,0.54,0.62,0.58,0.5,0.55,0.62,0.53,0.47,0.6,0.56,0.53,0.55,0.47,0.6,0.43,0.39,0.48,0.46,0.55,0.41,0.47,0.46,0.43,0.42,0.36,0.46,0.34,0.35,0.39,0.35,0.35,0.33,0.35,0.33,0.31,0.3,0.31,0.5,0.34,0.34,0.3,0.27,0.35,0.21,0.36,0.25,0.31,0.27,0.26,0.31,0.28,0.23,0.3,0.33,0.28,0.2,0.23,0.28,0.23,0.23,0.22,0.22,0.22,0.26,0.26,0.21,0.36,0.23,0.21,0.22,0.23,0.18,0.23,0.24,0.19,0.17,0.18,0.19,0.22,0.21,0.19,0.17,0.18,0.17,0.21,0.25,0.0,0.19,0.23,0.19,0.2,0.15,0.18,0.21,0.17,0.18,0.16,0.17,0.18,0.14,0.15,0.17,0.17,0.17,0.2,0.16,0.14,0.14,0.17,0.24,0.17,0.12,0.14,0.16,0.13,0.16,0.16,0.13,0.0,0.13,0.11,0.13,0.13,0.15,0.19,0.0,0.16,0.13,0.16,0.16,0.12,0.14,0.0,0.11,0.12,0.15,0.0,0.12,0.12,0.0,0.12,0.13,0.13,0.12,0.0,0.2,0.14,0.12,0.12,0.11,0.0,0.13,0.12,0.0,0.0,0.0,0.0,0.14,0.12,0.14,0.12,0.13,0.0,0.0,0.12,0.13,0.0,0.13,0.0,0.0,0.0,0.12,0.0,0.13,0.0,0.0,0.14,0.11,0.11,0.12,0.0,0.12,0.12,0.0,0.0,0.0,0.14,0.0,0.0,0.11,0.11,0.0,0.0,0.12,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.0,88.24000000000001
01/03/2022,7.12,6.53,3.78,2.09,2.26,2.11,1.9,2.28,1.38,1.19,1.15,1.21,0.93,1.01,1.11,0.57,0.73,0.69,0.81,0.59,0.8,0.84,0.69,0.65,0.7,0.68,0.65,0.55,0.57,0.65,0.61,0.53,0.63,0.55,0.52,0.55,0.71,0.52,0.44,0.63,0.61,0.5,0.49,0.43,0.57,0.35,0.38,0.51,0.43,0.53,0.37,0.46,0.45,0.36,0.41,0.37,0.47,0.32,0.31,0.4,0.35,0.32,0.3,0.34,0.35,0.3,0.33,0.32,0.44,0.27,0.29,0.29,0.31,0.32,0.21,0.36,0.22,0.35,0.27,0.26,0.26,0.31,0.24,0.25,0.32,0.32,0.2,0.23,0.25,0.26,0.23,0.22,0.23,0.22,0.28,0.28,0.23,0.19,0.24,0.22,0.22,0.23,0.18,0.22,0.23,0.18,0.18,0.17,0.2,0.2,0.2,0.18,0.17,0.2,0.17,0.2,0.25,0.0,0.19,0.27,0.15,0.21,0.15,0.2,0.22,0.16,0.18,0.15,0.16,0.15,0.14,0.16,0.18,0.16,0.19,0.14,0.16,0.14,0.15,0.15,0.22,0.16,0.13,0.13,0.16,0.14,0.16,0.16,0.13,0.11,0.14,0.11,0.13,0.15,0.15,0.14,0.0,0.15,0.14,0.16,0.0,0.12,0.16,0.0,0.11,0.11,0.14,0.0,0.11,0.13,0.0,0.13,0.14,0.13,0.0,0.0,0.21,0.14,0.14,0.11,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.1,0.15,0.12,0.13,0.12,0.13,0.0,0.0,0.12,0.11,0.1,0.12,0.0,0.0,0.11,0.12,0.0,0.13,0.0,0.0,0.13,0.0,0.11,0.13,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.0,0.0,0.13,0.12,0.1,0.1,0.12,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.12,86.92
01/03/2022,7.12,6.53,3.78,2.09,2.26,2.11,1.9,2.28,1.38,1.19,1.15,1.21,0.93,1.01,1.11,0.57,0.73,0.69,0.81,0.59,0.8,0.84,0.69,0.65,0.7,0.68,0.65,0.55,0.57,0.65,0.61,0.53,0.63,0.55,0.52,0.55,0.71,0.52,0.44,0.63,0.61,0.5,0.49,0.43,0.57,0.35,0.38,0.51,0.43,0.53,0.37,0.46,0.45,0.36,0.41,0.37,0.47,0.32,0.31,0.4,0.35,0.32,0.3,0.34,0.35,0.3,0.33,0.32,0.44,0.27,0.29,0.29,0.31,0.32,0.21,0.36,0.22,0.35,0.27,0.26,0.26,0.31,0.24,0.25,0.32,0.32,0.2,0.23,0.25,0.26,0.23,0.22,0.23,0.22,0.28,0.28,0.23,0.19,0.24,0.22,0.22,0.23,0.18,0.22,0.23,0.18,0.18,0.17,0.2,0.2,0.2,0.18,0.17,0.2,0.17,0.2,0.25,0.0,0.19,0.27,0.15,0.21,0.15,0.2,0.22,0.16,0.18,0.15,0.16,0.15,0.14,0.16,0.18,0.16,0.19,0.14,0.16,0.14,0.15,0.15,0.22,0.16,0.13,0.13,0.16,0.14,0.16,0.16,0.13,0.11,0.14,0.11,0.13,0.15,0.15,0.14,0.0,0.15,0.14,0.16,0.0,0.12,0.16,0.0,0.11,0.11,0.14,0.0,0.11,0.13,0.0,0.13,0.14,0.13,0.0,0.0,0.21,0.14,0.14,0.11,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.1,0.15,0.12,0.13,0.12,0.13,0.0,0.0,0.12,0.11,0.1,0.12,0.0,0.0,0.11,0.12,0.0,0.13,0.0,0.0,0.13,0.0,0.11,0.13,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.0,0.0,0.13,0.12,0.1,0.1,0.12,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.12,86.92
01/03/2022,7.12,6.53,3.78,2.09,2.26,2.11,1.9,2.28,1.38,1.19,1.15,1.21,0.93,1.01,1.11,0.57,0.73,0.69,0.81,0.59,0.8,0.84,0.69,0.65,0.7,0.68,0.65,0.55,0.57,0.65,0.61,0.53,0.63,0.55,0.52,0.55,0.71,0.52,0.44,0.63,0.61,0.5,0.49,0.43,0.57,0.35,0.38,0.51,0.43,0.53,0.37,0.46,0.45,0.36,0.41,0.37,0.47,0.32,0.31,0.4,0.35,0.32,0.3,0.34,0.35,0.3,0.33,0.32,0.44,0.27,0.29,0.29,0.31,0.32,0.21,0.36,0.22,0.35,0.27,0.26,0.26,0.31,0.24,0.25,0.32,0.32,0.2,0.23,0.25,0.26,0.23,0.22,0.23,0.22,0.28,0.28,0.23,0.19,0.24,0.22,0.22,0.23,0.18,0.22,0.23,0.18,0.18,0.17,0.2,0.2,0.2,0.18,0.17,0.2,0.17,0.2,0.25,0.0,0.19,0.27,0.15,0.21,0.15,0.2,0.22,0.16,0.18,0.15,0.16,0.15,0.14,0.16,0.18,0.16,0.19,0.14,0.16,0.14,0.15,0.15,0.22,0.16,0.13,0.13,0.16,0.14,0.16,0.16,0.13,0.11,0.14,0.11,0.13,0.15,0.15,0.14,0.0,0.15,0.14,0.16,0.0,0.12,0.16,0.0,0.11,0.11,0.14,0.0,0.11,0.13,0.0,0.13,0.14,0.13,0.0,0.0,0.21,0.14,0.14,0.11,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.1,0.15,0.12,0.13,0.12,0.13,0.0,0.0,0.12,0.11,0.1,0.12,0.0,0.0,0.11,0.12,0.0,0.13,0.0,0.0,0.13,0.0,0.11,0.13,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.0,0.0,0.13,0.12,0.1,0.1,0.12,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.12,86.92
