,MSFT,GOOG,GOOGL,NVDA,TSLA,V,HD,PG,MA,PYPL,DIS,ADBE,VZ,CRM,INTC,CSCO,KO,PEP,ABBV,NKE,MRK,ACN,TXN,MCD,ORCL,UPS,LIN,UNP,BMY,LOW,AMGN,INTU,BLK,SBUX,AMAT,IBM,TGT,AMT,CAT,AXP,AMD,MMM,NOW,DE,SCHW,SPGI,ZTS,BKNG,PLD,LRCX,MDLZ,GILD,ADP,CI,COP,PNC,CME,CSX,EL,TFC,EQIX,CB,BDX,MMC,SHW,ITW,ILMN,NSC,EW,ICE,CL,ADSK,APD,MCO,ADI,ETN,HUM,HCA,PGR,IDXX,ECL,BIIB,VRTX,NEM,ROP,JCI,IQV,TROW,A,KMB,SLB,TEL,TT,ALGN,INFO,WDAY,DLR,CNC,APTV,DXCM,SRE,SPG,XTSLA,ALL,PRU,EA,PPG,BK,MCHP,PH,CDNS,MAR,SYY,MPC,TRV,HPQ,MSI,CTSH,SBAC,RMD,GIS,IFF,PSX,CMI,HLT,FTNT,ROK,SWKS,FRC,ADM,SWK,PXD,MTD,FAST,WLTW,AVB,PCAR,GLW,OKTA,VLO,SIVB,ANSS,AJG,WST,VFC,ES,NUE,EQR,OXY,CBRE,KEYS,WEC,STT,AMP,AWK,ZBRA,CPRT,KSU,WY,BBY,LH,DELL,BLL,KR,KHC,CERN,HES,KDP,ED,OKE,HIG,WORK,EXPD,TRU,DOV,XYL,PPL,TSCO,KMX,MKC,TDOC,WAT,FTV,URI,GRMN,NTRS,CLX,SPLK,DRI,KEY,ALB,PAYC,GWW,COO,FE,HBAN,TRMB,LNG,CMS,AVY,DGX,AMCR,TECH,DVN,OMC,ABC,HOLX,PEAK,DRE,DPZ,ULTA,CAG,RF,CFG,RCL,IEX,MTB,ANSGR.IS,ALLY,USD,PODD,ON,HPE,POOL,PFG,MS,STE,BISXX,BKR,VMW,ANTM,NXPI,SNPS,CARR,HUBS,WELL,WMB,DFS,SYF,CHD,STX,SUM
08/31/2021,10.17,4.04,4.1,2.65,2.59,1.87,1.65,1.66,1.49,1.47,1.55,1.49,1.07,1.23,1.04,1.18,1.08,1.01,1.0,1.01,0.91,1.01,0.83,0.84,0.81,0.66,0.78,0.7,0.71,0.71,0.61,0.73,0.69,0.64,0.59,0.59,0.59,0.6,0.55,0.55,0.64,0.53,0.59,0.54,0.52,0.5,0.46,0.45,0.46,0.41,0.41,0.42,0.42,0.35,0.36,0.39,0.34,0.36,0.37,0.37,0.35,0.4,0.34,0.38,0.37,0.35,0.32,0.31,0.34,0.31,0.3,0.33,0.28,0.3,0.42,0.32,0.25,0.32,0.27,0.27,0.27,0.25,0.25,0.22,0.24,0.25,0.24,0.24,0.25,0.22,0.19,0.24,0.22,0.25,0.21,0.23,0.21,0.18,0.2,0.24,0.2,0.21,0.14,0.2,0.2,0.19,0.18,0.22,0.2,0.19,0.21,0.18,0.19,0.18,0.19,0.17,0.19,0.19,0.18,0.2,0.17,0.18,0.15,0.17,0.17,0.21,0.18,0.14,0.17,0.16,0.15,0.15,0.17,0.15,0.13,0.15,0.13,0.15,0.15,0.13,0.15,0.15,0.13,0.16,0.12,0.15,0.17,0.14,0.11,0.15,0.16,0.14,0.16,0.15,0.16,0.15,0.15,0.13,0.13,0.13,0.14,0.12,0.15,0.16,0.12,0.11,0.0,0.12,0.12,0.11,0.12,0.0,0.1,0.11,0.12,0.12,0.11,0.11,0.1,0.1,0.0,0.12,0.11,0.12,0.13,0.11,0.1,0.12,0.0,0.1,0.13,0.12,0.09,0.1,0.1,0.11,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.09,0.0,0.1,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.81
09/01/2021,10.17,4.04,4.1,2.65,2.59,1.87,1.65,1.66,1.49,1.47,1.55,1.49,1.07,1.23,1.04,1.18,1.08,1.01,1.0,1.01,0.91,1.01,0.83,0.84,0.81,0.66,0.78,0.7,0.71,0.71,0.61,0.73,0.69,0.64,0.59,0.59,0.59,0.6,0.55,0.55,0.64,0.53,0.59,0.54,0.52,0.5,0.46,0.45,0.46,0.41,0.41,0.42,0.42,0.35,0.36,0.39,0.34,0.36,0.37,0.37,0.35,0.4,0.34,0.38,0.37,0.35,0.32,0.31,0.34,0.31,0.3,0.33,0.28,0.3,0.42,0.32,0.25,0.32,0.27,0.27,0.27,0.25,0.25,0.22,0.24,0.25,0.24,0.24,0.25,0.22,0.19,0.24,0.22,0.25,0.21,0.23,0.21,0.18,0.2,0.24,0.2,0.21,0.14,0.2,0.2,0.19,0.18,0.22,0.2,0.19,0.21,0.18,0.19,0.18,0.19,0.17,0.19,0.19,0.18,0.2,0.17,0.18,0.15,0.17,0.17,0.21,0.18,0.14,0.17,0.16,0.15,0.15,0.17,0.15,0.13,0.15,0.13,0.15,0.15,0.13,0.15,0.15,0.13,0.16,0.12,0.15,0.17,0.14,0.11,0.15,0.16,0.14,0.16,0.15,0.16,0.15,0.15,0.13,0.13,0.13,0.14,0.12,0.15,0.16,0.12,0.11,0.0,0.12,0.12,0.11,0.12,0.0,0.1,0.11,0.12,0.12,0.11,0.11,0.1,0.1,0.0,0.12,0.11,0.12,0.13,0.11,0.1,0.12,0.0,0.1,0.13,0.12,0.09,0.1,0.1,0.11,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.09,0.0,0.1,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.81
09/02/2021,10.27,4.05,4.1,2.65,2.65,1.85,1.66,1.66,1.48,1.51,1.54,1.5,1.07,1.21,1.03,1.18,1.09,1.02,1.0,1.01,0.91,1.01,0.83,0.83,0.81,0.66,0.78,0.69,0.71,0.71,0.61,0.73,0.68,0.64,0.59,0.59,0.59,0.61,0.54,0.53,0.64,0.54,0.59,0.54,0.5,0.5,0.46,0.44,0.47,0.41,0.41,0.43,0.42,0.34,0.36,0.38,0.34,0.36,0.37,0.36,0.35,0.39,0.34,0.38,0.37,0.35,0.31,0.31,0.35,0.32,0.3,0.33,0.28,0.3,0.42,0.32,0.25,0.33,0.27,0.28,0.27,0.25,0.24,0.22,0.24,0.25,0.24,0.24,0.25,0.22,0.19,0.24,0.22,0.25,0.21,0.23,0.21,0.17,0.19,0.24,0.2,0.21,0.14,0.19,0.2,0.19,0.18,0.22,0.2,0.18,0.22,0.18,0.19,0.18,0.19,0.17,0.2,0.19,0.18,0.2,0.17,0.18,0.15,0.17,0.16,0.21,0.18,0.14,0.16,0.16,0.15,0.15,0.18,0.15,0.13,0.15,0.13,0.15,0.15,0.13,0.15,0.15,0.13,0.16,0.12,0.15,0.17,0.14,0.11,0.15,0.16,0.14,0.15,0.15,0.16,0.15,0.15,0.13,0.13,0.13,0.14,0.12,0.15,0.16,0.12,0.11,0.0,0.12,0.12,0.11,0.11,0.0,0.1,0.11,0.12,0.12,0.11,0.11,0.1,0.1,0.0,0.12,0.11,0.12,0.13,0.11,0.1,0.12,0.0,0.0,0.13,0.12,0.0,0.1,0.1,0.11,0.11,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.85
09/03/2021,10.12,3.97,4.08,2.61,2.82,1.82,1.62,1.63,1.43,1.51,1.54,1.49,1.07,1.21,1.02,1.16,1.08,1.01,1.0,0.98,0.9,1.0,0.83,0.83,0.78,0.66,0.77,0.67,0.7,0.67,0.61,0.72,0.67,0.65,0.58,0.59,0.57,0.62,0.54,0.53,0.63,0.53,0.6,0.53,0.49,0.5,0.45,0.44,0.47,0.4,0.41,0.43,0.42,0.34,0.35,0.38,0.34,0.35,0.37,0.36,0.35,0.39,0.34,0.37,0.36,0.34,0.31,0.3,0.34,0.32,0.29,0.32,0.28,0.3,0.41,0.31,0.24,0.32,0.26,0.27,0.27,0.24,0.24,0.22,0.24,0.25,0.23,0.24,0.25,0.22,0.18,0.23,0.22,0.25,0.21,0.24,0.22,0.17,0.19,0.24,0.2,0.21,0.0,0.19,0.2,0.2,0.18,0.22,0.2,0.18,0.21,0.18,0.19,0.18,0.19,0.17,0.19,0.19,0.18,0.2,0.17,0.18,0.15,0.16,0.16,0.2,0.18,0.14,0.16,0.16,0.15,0.16,0.17,0.15,0.13,0.15,0.13,0.15,0.15,0.13,0.15,0.15,0.14,0.16,0.12,0.15,0.16,0.14,0.11,0.15,0.15,0.14,0.15,0.15,0.15,0.15,0.14,0.12,0.13,0.12,0.14,0.13,0.15,0.16,0.11,0.11,0.09,0.12,0.12,0.11,0.11,0.0,0.1,0.11,0.12,0.11,0.11,0.1,0.1,0.1,0.0,0.12,0.11,0.12,0.13,0.11,0.1,0.12,0.0,0.0,0.13,0.12,0.09,0.1,0.1,0.11,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.17,0.0,0.0,0.0,0.0,0.0,0.68,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.62
09/06/2021,10.07,3.93,4.03,2.61,2.8,1.77,1.63,1.65,1.41,1.49,1.54,1.49,1.07,1.2,1.01,1.17,1.09,1.01,0.93,0.98,0.91,1.01,0.82,0.84,0.79,0.67,0.77,0.68,0.69,0.68,0.61,0.72,0.68,0.65,0.58,0.58,0.57,0.64,0.54,0.52,0.62,0.53,0.61,0.54,0.49,0.51,0.46,0.44,0.48,0.4,0.41,0.42,0.41,0.35,0.36,0.38,0.33,0.35,0.37,0.36,0.37,0.38,0.35,0.38,0.37,0.34,0.32,0.3,0.35,0.32,0.3,0.3,0.28,0.3,0.41,0.31,0.25,0.32,0.26,0.27,0.27,0.24,0.24,0.22,0.24,0.25,0.24,0.23,0.25,0.22,0.19,0.23,0.22,0.26,0.22,0.24,0.22,0.18,0.19,0.24,0.2,0.21,0.0,0.19,0.19,0.2,0.18,0.21,0.2,0.18,0.21,0.18,0.19,0.18,0.19,0.17,0.2,0.19,0.19,0.2,0.17,0.18,0.14,0.16,0.16,0.2,0.18,0.14,0.17,0.16,0.15,0.16,0.17,0.15,0.14,0.15,0.14,0.15,0.16,0.12,0.15,0.15,0.14,0.16,0.12,0.15,0.16,0.14,0.12,0.15,0.16,0.14,0.15,0.15,0.16,0.15,0.14,0.13,0.13,0.12,0.14,0.13,0.15,0.16,0.11,0.11,0.0,0.12,0.12,0.11,0.11,0.0,0.1,0.11,0.12,0.12,0.11,0.11,0.1,0.1,0.0,0.12,0.11,0.12,0.13,0.11,0.1,0.12,0.0,0.0,0.13,0.12,0.0,0.1,0.1,0.11,0.11,0.1,0.09,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.68,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.6
09/07/2021,10.07,3.94,4.04,2.66,2.81,1.78,1.64,1.65,1.41,1.51,1.54,1.49,1.07,1.21,1.01,1.17,1.09,1.01,0.92,0.97,0.91,1.02,0.82,0.83,0.79,0.67,0.76,0.67,0.69,0.68,0.61,0.72,0.67,0.65,0.58,0.58,0.57,0.64,0.54,0.51,0.62,0.53,0.63,0.54,0.49,0.51,0.47,0.44,0.48,0.41,0.41,0.42,0.41,0.35,0.35,0.38,0.33,0.34,0.37,0.35,0.37,0.39,0.35,0.38,0.37,0.34,0.32,0.29,0.35,0.32,0.29,0.3,0.28,0.3,0.41,0.31,0.25,0.32,0.26,0.27,0.27,0.23,0.24,0.22,0.24,0.25,0.24,0.23,0.26,0.22,0.18,0.23,0.22,0.25,0.22,0.25,0.22,0.18,0.19,0.25,0.2,0.21,0.12,0.19,0.19,0.2,0.17,0.21,0.2,0.17,0.22,0.17,0.19,0.18,0.19,0.17,0.19,0.19,0.19,0.2,0.16,0.18,0.14,0.16,0.16,0.21,0.18,0.14,0.17,0.16,0.14,0.16,0.17,0.15,0.14,0.15,0.14,0.15,0.16,0.12,0.15,0.15,0.14,0.16,0.12,0.15,0.16,0.14,0.11,0.15,0.16,0.14,0.15,0.15,0.16,0.15,0.14,0.12,0.13,0.12,0.14,0.13,0.15,0.16,0.11,0.11,0.0,0.12,0.12,0.11,0.11,0.0,0.1,0.11,0.12,0.12,0.11,0.11,0.1,0.1,0.0,0.12,0.11,0.12,0.13,0.11,0.1,0.12,0.0,0.0,0.13,0.12,0.0,0.1,0.1,0.11,0.11,0.1,0.09,0.09,0.1,0.0,0.0,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.58
09/08/2021,10.07,3.94,4.04,2.66,2.81,1.78,1.64,1.65,1.41,1.51,1.54,1.49,1.07,1.21,1.01,1.17,1.09,1.01,0.92,0.97,0.91,1.02,0.82,0.83,0.79,0.67,0.76,0.67,0.69,0.68,0.61,0.72,0.67,0.65,0.58,0.58,0.57,0.64,0.54,0.51,0.62,0.53,0.63,0.54,0.49,0.51,0.47,0.44,0.48,0.41,0.41,0.42,0.41,0.35,0.35,0.38,0.33,0.34,0.37,0.35,0.37,0.39,0.35,0.38,0.37,0.34,0.32,0.29,0.35,0.32,0.29,0.3,0.28,0.3,0.41,0.31,0.25,0.32,0.26,0.27,0.27,0.23,0.24,0.22,0.24,0.25,0.24,0.23,0.26,0.22,0.18,0.23,0.22,0.25,0.22,0.25,0.22,0.18,0.19,0.25,0.2,0.21,0.12,0.19,0.19,0.2,0.17,0.21,0.2,0.17,0.22,0.17,0.19,0.18,0.19,0.17,0.19,0.19,0.19,0.2,0.16,0.18,0.14,0.16,0.16,0.21,0.18,0.14,0.17,0.16,0.14,0.16,0.17,0.15,0.14,0.15,0.14,0.15,0.16,0.12,0.15,0.15,0.14,0.16,0.12,0.15,0.16,0.14,0.11,0.15,0.16,0.14,0.15,0.15,0.16,0.15,0.14,0.12,0.13,0.12,0.14,0.13,0.15,0.16,0.11,0.11,0.0,0.12,0.12,0.11,0.11,0.0,0.1,0.11,0.12,0.12,0.11,0.11,0.1,0.1,0.0,0.12,0.11,0.12,0.13,0.11,0.1,0.12,0.0,0.0,0.13,0.12,0.0,0.1,0.1,0.11,0.11,0.1,0.09,0.09,0.1,0.0,0.0,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.58
09/09/2021,10.08,3.95,4.05,2.66,2.81,1.78,1.64,1.65,1.41,1.51,1.54,1.49,1.07,1.21,1.01,1.17,1.09,1.02,0.92,0.97,0.92,1.02,0.82,0.83,0.79,0.67,0.76,0.67,0.69,0.68,0.61,0.72,0.67,0.65,0.58,0.58,0.57,0.64,0.54,0.51,0.63,0.53,0.63,0.54,0.49,0.51,0.47,0.44,0.48,0.41,0.41,0.42,0.41,0.35,0.36,0.38,0.33,0.34,0.37,0.36,0.37,0.39,0.35,0.38,0.37,0.34,0.32,0.29,0.35,0.32,0.29,0.3,0.28,0.3,0.41,0.31,0.25,0.32,0.26,0.27,0.27,0.24,0.24,0.22,0.24,0.25,0.24,0.23,0.26,0.22,0.18,0.23,0.22,0.25,0.22,0.25,0.22,0.18,0.19,0.25,0.2,0.21,0.12,0.19,0.19,0.2,0.17,0.21,0.2,0.18,0.22,0.17,0.19,0.18,0.19,0.17,0.19,0.19,0.19,0.2,0.16,0.18,0.14,0.16,0.16,0.21,0.18,0.14,0.17,0.16,0.14,0.16,0.17,0.15,0.14,0.15,0.14,0.15,0.16,0.12,0.15,0.15,0.14,0.16,0.12,0.15,0.16,0.14,0.11,0.15,0.16,0.14,0.15,0.15,0.16,0.15,0.15,0.12,0.13,0.12,0.14,0.13,0.15,0.16,0.11,0.11,0.0,0.12,0.12,0.11,0.11,0.0,0.1,0.11,0.12,0.12,0.11,0.11,0.1,0.1,0.0,0.12,0.11,0.12,0.13,0.11,0.1,0.12,0.0,0.0,0.13,0.12,0.0,0.1,0.1,0.11,0.11,0.1,0.09,0.09,0.1,0.0,0.0,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.69
09/10/2021,10.1,3.99,4.08,2.66,2.9,1.8,1.64,1.65,1.43,1.54,1.57,1.49,1.07,1.21,1.02,1.17,1.07,1.0,0.91,0.97,0.9,1.02,0.82,0.83,0.78,0.67,0.77,0.67,0.68,0.68,0.6,0.72,0.66,0.64,0.59,0.58,0.56,0.64,0.54,0.51,0.62,0.51,0.61,0.52,0.49,0.51,0.46,0.45,0.48,0.4,0.4,0.42,0.4,0.35,0.36,0.38,0.33,0.34,0.37,0.35,0.37,0.38,0.35,0.38,0.36,0.33,0.32,0.29,0.36,0.31,0.29,0.3,0.28,0.3,0.41,0.31,0.25,0.32,0.26,0.27,0.27,0.23,0.23,0.22,0.24,0.25,0.24,0.23,0.25,0.22,0.18,0.23,0.22,0.25,0.21,0.24,0.22,0.17,0.19,0.25,0.2,0.21,0.12,0.19,0.19,0.2,0.17,0.21,0.2,0.18,0.22,0.17,0.19,0.18,0.19,0.17,0.2,0.19,0.19,0.2,0.16,0.18,0.14,0.16,0.16,0.21,0.17,0.14,0.16,0.16,0.14,0.16,0.17,0.15,0.14,0.15,0.13,0.15,0.16,0.13,0.15,0.15,0.14,0.16,0.11,0.14,0.16,0.14,0.11,0.15,0.16,0.14,0.15,0.15,0.16,0.15,0.14,0.12,0.13,0.12,0.14,0.13,0.15,0.16,0.11,0.11,0.0,0.12,0.12,0.11,0.11,0.0,0.1,0.11,0.12,0.11,0.11,0.11,0.1,0.1,0.0,0.12,0.11,0.12,0.13,0.11,0.1,0.12,0.0,0.0,0.13,0.12,0.09,0.1,0.1,0.11,0.11,0.1,0.0,0.0,0.1,0.09,0.0,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.68,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.63
09/13/2021,10.04,3.99,4.08,2.61,2.92,1.82,1.67,1.66,1.47,1.51,1.59,1.49,1.06,1.2,1.02,1.17,1.08,1.02,0.89,0.98,0.88,1.02,0.82,0.84,0.79,0.65,0.77,0.66,0.67,0.68,0.58,0.73,0.66,0.66,0.58,0.58,0.57,0.64,0.53,0.51,0.61,0.51,0.61,0.51,0.49,0.51,0.46,0.45,0.47,0.4,0.4,0.42,0.41,0.35,0.35,0.39,0.33,0.34,0.37,0.35,0.36,0.38,0.36,0.38,0.36,0.33,0.32,0.29,0.36,0.32,0.29,0.3,0.28,0.3,0.43,0.3,0.25,0.33,0.26,0.27,0.28,0.21,0.23,0.22,0.24,0.26,0.24,0.23,0.25,0.22,0.18,0.23,0.21,0.26,0.22,0.24,0.21,0.17,0.19,0.25,0.2,0.2,0.1,0.19,0.19,0.19,0.17,0.21,0.2,0.18,0.22,0.18,0.19,0.18,0.19,0.17,0.2,0.19,0.19,0.2,0.17,0.18,0.14,0.16,0.17,0.2,0.17,0.14,0.16,0.16,0.14,0.16,0.17,0.14,0.14,0.15,0.14,0.15,0.16,0.12,0.16,0.15,0.14,0.16,0.11,0.15,0.16,0.14,0.11,0.16,0.16,0.14,0.14,0.15,0.16,0.15,0.14,0.12,0.12,0.12,0.14,0.13,0.15,0.16,0.12,0.11,0.09,0.12,0.12,0.11,0.12,0.0,0.1,0.11,0.12,0.11,0.11,0.11,0.1,0.1,0.0,0.12,0.11,0.12,0.13,0.11,0.1,0.12,0.0,0.0,0.13,0.12,0.0,0.1,0.1,0.11,0.11,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.11,0.0,0.0,0.0,0.0,0.0,0.68,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.61
09/14/2021,10.05,3.93,4.03,2.66,2.86,1.81,1.68,1.68,1.46,1.51,1.59,1.5,1.07,1.19,1.03,1.16,1.08,1.02,0.9,0.99,0.88,1.03,0.84,0.85,0.8,0.66,0.77,0.66,0.67,0.69,0.58,0.74,0.66,0.67,0.6,0.58,0.57,0.63,0.53,0.51,0.61,0.51,0.61,0.51,0.49,0.52,0.47,0.45,0.47,0.41,0.4,0.42,0.41,0.33,0.36,0.39,0.32,0.33,0.37,0.35,0.36,0.39,0.36,0.39,0.36,0.33,0.32,0.29,0.36,0.32,0.29,0.3,0.28,0.31,0.43,0.3,0.25,0.33,0.26,0.28,0.28,0.21,0.23,0.22,0.24,0.26,0.24,0.23,0.26,0.22,0.18,0.23,0.22,0.26,0.22,0.24,0.21,0.17,0.19,0.25,0.2,0.2,0.15,0.19,0.19,0.2,0.17,0.21,0.2,0.17,0.22,0.18,0.19,0.18,0.19,0.17,0.2,0.19,0.18,0.2,0.17,0.17,0.14,0.16,0.17,0.2,0.17,0.14,0.16,0.16,0.14,0.17,0.18,0.15,0.14,0.15,0.14,0.15,0.15,0.12,0.16,0.15,0.14,0.16,0.11,0.14,0.16,0.14,0.11,0.15,0.16,0.14,0.14,0.15,0.16,0.15,0.14,0.12,0.12,0.12,0.14,0.13,0.15,0.15,0.12,0.11,0.0,0.12,0.12,0.11,0.12,0.0,0.1,0.11,0.12,0.11,0.11,0.11,0.1,0.1,0.0,0.12,0.11,0.12,0.13,0.11,0.1,0.12,0.0,0.0,0.13,0.12,0.0,0.11,0.1,0.11,0.11,0.1,0.0,0.0,0.1,0.0,0.1,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.69,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.74
09/15/2021,10.05,3.93,4.03,2.66,2.86,1.81,1.68,1.68,1.46,1.51,1.59,1.5,1.07,1.19,1.03,1.16,1.08,1.02,0.9,0.99,0.88,1.03,0.84,0.85,0.8,0.66,0.77,0.66,0.67,0.69,0.58,0.74,0.66,0.67,0.6,0.58,0.57,0.63,0.53,0.51,0.61,0.51,0.61,0.51,0.49,0.52,0.47,0.45,0.47,0.41,0.4,0.42,0.41,0.33,0.36,0.39,0.32,0.33,0.37,0.35,0.36,0.39,0.36,0.39,0.36,0.33,0.32,0.29,0.36,0.32,0.29,0.3,0.28,0.31,0.43,0.3,0.25,0.33,0.26,0.28,0.28,0.21,0.23,0.22,0.24,0.26,0.24,0.23,0.26,0.22,0.18,0.23,0.22,0.26,0.22,0.24,0.21,0.17,0.19,0.25,0.2,0.2,0.15,0.19,0.19,0.2,0.17,0.21,0.2,0.17,0.22,0.18,0.19,0.18,0.19,0.17,0.2,0.19,0.18,0.2,0.17,0.17,0.14,0.16,0.17,0.2,0.17,0.14,0.16,0.16,0.14,0.17,0.18,0.15,0.14,0.15,0.14,0.15,0.15,0.12,0.16,0.15,0.14,0.16,0.11,0.14,0.16,0.14,0.11,0.15,0.16,0.14,0.14,0.15,0.16,0.15,0.14,0.12,0.12,0.12,0.14,0.13,0.15,0.15,0.12,0.11,0.0,0.12,0.12,0.11,0.12,0.0,0.1,0.11,0.12,0.11,0.11,0.11,0.1,0.1,0.0,0.12,0.11,0.12,0.13,0.11,0.1,0.12,0.0,0.0,0.13,0.12,0.0,0.11,0.1,0.11,0.11,0.1,0.0,0.0,0.1,0.0,0.1,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.69,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.74
09/16/2021,10.07,3.96,4.06,2.62,2.88,1.8,1.69,1.69,1.46,1.48,1.59,1.46,1.07,1.17,1.05,1.16,1.09,1.02,0.9,0.96,0.88,1.02,0.85,0.85,0.79,0.67,0.77,0.65,0.67,0.69,0.59,0.72,0.66,0.67,0.61,0.58,0.57,0.63,0.54,0.52,0.6,0.51,0.6,0.51,0.49,0.51,0.46,0.45,0.47,0.41,0.4,0.42,0.4,0.34,0.37,0.39,0.32,0.33,0.37,0.36,0.36,0.39,0.36,0.38,0.36,0.33,0.31,0.29,0.35,0.32,0.29,0.29,0.28,0.3,0.44,0.3,0.25,0.33,0.26,0.26,0.27,0.22,0.23,0.22,0.24,0.25,0.23,0.23,0.25,0.22,0.19,0.23,0.21,0.25,0.22,0.24,0.21,0.17,0.19,0.25,0.2,0.2,0.15,0.19,0.2,0.2,0.17,0.21,0.21,0.18,0.22,0.18,0.19,0.18,0.19,0.17,0.19,0.19,0.18,0.2,0.17,0.17,0.14,0.16,0.17,0.2,0.17,0.14,0.17,0.16,0.14,0.17,0.17,0.15,0.14,0.15,0.14,0.15,0.15,0.13,0.16,0.15,0.14,0.15,0.11,0.14,0.15,0.14,0.12,0.16,0.16,0.14,0.15,0.15,0.16,0.15,0.14,0.12,0.12,0.12,0.14,0.13,0.15,0.15,0.12,0.11,0.0,0.12,0.12,0.11,0.12,0.0,0.1,0.11,0.12,0.11,0.11,0.11,0.1,0.1,0.0,0.12,0.11,0.12,0.12,0.11,0.1,0.12,0.0,0.0,0.13,0.11,0.09,0.1,0.1,0.11,0.11,0.1,0.09,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.69,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.61
