,AAPL,MSFT,AMZN,FB,GOOG,GOOGL,2330.TW,NVDA,TSLA,JNJ,JPM,9988.HK,V,700.HK,UNH,005930.KS,NESN.SW,PG,BRK.B,HD,MA,PYPL,DIS,BAC,ASML.AS,ROG.SW,ADBE,CMCSA,NFLX,KO,INTC,VZ,CSCO,CRM,MC.PA,PFE,T,ABT,ABBV,WMT,PEP,7203.T,MRK,TMO,ACN,AVGO,NKE,COST,LLY,NOVN.SW,DHR,WFC,MDT,TXN,SHOP,QCOM,ULVR.L,MCD,HON,6758.T,ORCL,PM,BMY,1299.HK,SAP.DE,PXD,C,SBUX,AZN.L,UPS,NOVO B.CO,UNP,RTX,KMI,AMAT,XTSLA,SIE.DE,IBM,LOW,AMGN,ENB.TO,GS,NEE,INTU,BA,3690.HK,8031.T,DGE.L,AMT,MS,SLB,LIN,OR.PA,CBA.AX,VALE3.SA,CAT,AMD,AXP,TGT,ALV.DE,GE,ISRG,BLK,RY.TO,SAN.PA,HSBA.L,CVS,SU.PA,MMM,BKNG,NOW,9984.T,TD.TO,7741.T,SQ,BATS.L,ZTS,GSK.L,CSL.AX,MDLZ,SCHW,SPGI,DE,FIS,HAL,MO,RIO.L,AWK,6861.T,4063.T,TMUS,GILD,6594.T,CHTR,LRCX,ES,ADP,SYK,ANTM,PLD,CCI,ZM,AIR.PA,BAM.A.TO,SHW,DG.PA,LMT,PNC,TJX,939.HK,DAI.DE,NPN.JO,EL,MU,MMC,FCX,RELIANCE.NS,8306.T,USB,ECL,6098.T,INFY.NS,CI,SIKA.SW,TFC,NIO,CB,EQIX,BNS.TO,ADI,SAN.MC,NSC,BX,NESTE.HE,ADS.DE,GM,NXPI,ITW,PPG,KER.PA,FISV,MELI,CME,PPL.TO,MRNA,INVE B.ST,UBER,WBC.AX,ILMN,WTRG,EW,CSX,BDX,EMR,CL,BSX,DTE.DE,6981.T,WMB,BMO.TO,NG.L,JCI,ABI.BR,WES.AX,BAS.DE,000660.KS,SNAP,388.HK,JD,2881.TW,ETN,ADSK,CS.PA,NAB.AX,USD,SBER.ME,HCA,TWLO,ABBN.SW,RKT.L,EL.PA,RITN.,6201.T,ADYEN.AS,GE.,BAYN.DE,COF,IFX.DE,PRX.AS,1180.SR,CNR.TO,SRT3.,BAM,ALA.TO,PRU.L,6501.T,2269.HK,IQV,BNP.PA,TEL,601985.SS,CFR.SW,KLAC,9020.T,REL.L,4568.T,SUM
08/30/2021,3.67,3.14,2.12,1.29,1.31,1.2,0.8,0.82,0.81,0.7,0.7,0.5,0.57,0.5,0.58,0.48,0.54,0.56,0.54,0.51,0.47,0.45,0.47,0.48,0.51,0.42,0.44,0.39,0.36,0.36,0.33,0.33,0.37,0.37,0.31,0.4,0.3,0.34,0.34,0.34,0.33,0.31,0.31,0.33,0.33,0.31,0.32,0.32,0.32,0.28,0.31,0.31,0.28,0.26,0.25,0.25,0.23,0.25,0.26,0.24,0.26,0.25,0.24,0.23,0.24,0.21,0.24,0.23,0.27,0.2,0.26,0.21,0.21,0.21,0.2,0.18,0.21,0.21,0.22,0.19,0.2,0.22,0.22,0.22,0.18,0.15,0.18,0.18,0.19,0.22,0.17,0.21,0.2,0.17,0.15,0.17,0.2,0.17,0.18,0.17,0.18,0.2,0.19,0.19,0.18,0.16,0.16,0.17,0.15,0.16,0.18,0.13,0.15,0.19,0.15,0.14,0.15,0.15,0.16,0.14,0.15,0.16,0.16,0.13,0.14,0.16,0.14,0.15,0.15,0.12,0.13,0.14,0.13,0.15,0.13,0.16,0.14,0.14,0.14,0.15,0.12,0.0,0.13,0.0,0.14,0.13,0.12,0.13,0.14,0.12,0.13,0.0,0.14,0.12,0.13,0.11,0.12,0.12,0.12,0.13,0.13,0.14,0.11,0.12,0.11,0.0,0.12,0.11,0.11,0.13,0.0,0.0,0.13,0.1,0.0,0.0,0.11,0.11,0.0,0.0,0.12,0.13,0.0,0.11,0.2,0.11,0.0,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.0,0.11,0.11,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.11,0.0,0.0,0.1,0.1,0.12,0.0,0.1,0.0,0.14,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.360000000000014
08/31/2021,3.67,3.13,2.12,1.31,1.32,1.22,0.81,0.84,0.82,0.69,0.7,0.47,0.58,0.49,0.58,0.47,0.54,0.55,0.54,0.51,0.47,0.45,0.48,0.48,0.52,0.42,0.44,0.39,0.37,0.36,0.33,0.33,0.37,0.37,0.31,0.39,0.3,0.34,0.33,0.34,0.33,0.3,0.3,0.33,0.33,0.31,0.32,0.32,0.31,0.28,0.31,0.31,0.28,0.26,0.25,0.25,0.23,0.25,0.26,0.24,0.26,0.25,0.24,0.23,0.24,0.22,0.24,0.23,0.27,0.2,0.26,0.21,0.21,0.22,0.2,0.18,0.21,0.21,0.22,0.19,0.2,0.22,0.22,0.22,0.18,0.15,0.18,0.18,0.19,0.22,0.18,0.21,0.2,0.17,0.15,0.17,0.21,0.17,0.18,0.17,0.18,0.19,0.19,0.19,0.18,0.16,0.16,0.17,0.15,0.16,0.18,0.13,0.15,0.18,0.16,0.14,0.15,0.15,0.16,0.14,0.16,0.15,0.16,0.13,0.14,0.16,0.14,0.15,0.14,0.12,0.13,0.14,0.13,0.15,0.14,0.15,0.14,0.14,0.14,0.15,0.12,0.0,0.13,0.0,0.14,0.12,0.12,0.13,0.14,0.12,0.13,0.0,0.14,0.12,0.13,0.11,0.12,0.11,0.12,0.13,0.13,0.13,0.11,0.12,0.11,0.0,0.12,0.11,0.0,0.13,0.0,0.0,0.13,0.1,0.1,0.0,0.12,0.11,0.0,0.0,0.12,0.13,0.0,0.11,0.19,0.11,0.0,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.12,0.0,0.1,0.0,0.14,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.37000000000001
09/01/2021,3.67,3.13,2.12,1.31,1.32,1.22,0.81,0.84,0.82,0.69,0.7,0.47,0.58,0.49,0.58,0.47,0.54,0.55,0.54,0.51,0.47,0.45,0.48,0.48,0.52,0.42,0.44,0.39,0.37,0.36,0.33,0.33,0.37,0.37,0.31,0.39,0.3,0.34,0.33,0.34,0.33,0.3,0.3,0.33,0.33,0.31,0.32,0.32,0.31,0.28,0.31,0.31,0.28,0.26,0.25,0.25,0.23,0.25,0.26,0.24,0.26,0.25,0.24,0.23,0.24,0.22,0.24,0.23,0.27,0.2,0.26,0.21,0.21,0.22,0.2,0.18,0.21,0.21,0.22,0.19,0.2,0.22,0.22,0.22,0.18,0.15,0.18,0.18,0.19,0.22,0.18,0.21,0.2,0.17,0.15,0.17,0.21,0.17,0.18,0.17,0.18,0.19,0.19,0.19,0.18,0.16,0.16,0.17,0.15,0.16,0.18,0.13,0.15,0.18,0.16,0.14,0.15,0.15,0.16,0.14,0.16,0.15,0.16,0.13,0.14,0.16,0.14,0.15,0.14,0.12,0.13,0.14,0.13,0.15,0.14,0.15,0.14,0.14,0.14,0.15,0.12,0.0,0.13,0.0,0.14,0.12,0.12,0.13,0.14,0.12,0.13,0.0,0.14,0.12,0.13,0.11,0.12,0.11,0.12,0.13,0.13,0.13,0.11,0.12,0.11,0.0,0.12,0.11,0.0,0.13,0.0,0.0,0.13,0.1,0.1,0.0,0.12,0.11,0.0,0.0,0.12,0.13,0.0,0.11,0.19,0.11,0.0,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.12,0.0,0.1,0.0,0.14,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.37000000000001
09/02/2021,3.77,3.15,2.16,1.33,1.33,1.22,0.81,0.84,0.84,0.69,0.69,0.48,0.57,0.49,0.58,0.47,0.54,0.55,0.53,0.51,0.47,0.47,0.47,0.47,0.52,0.42,0.44,0.39,0.37,0.36,0.33,0.33,0.37,0.37,0.31,0.39,0.3,0.34,0.33,0.34,0.33,0.3,0.3,0.33,0.33,0.31,0.32,0.32,0.32,0.28,0.32,0.3,0.28,0.26,0.25,0.25,0.23,0.24,0.26,0.24,0.25,0.25,0.24,0.23,0.24,0.21,0.24,0.23,0.27,0.2,0.26,0.21,0.21,0.21,0.2,0.18,0.21,0.2,0.22,0.19,0.2,0.22,0.22,0.22,0.18,0.15,0.18,0.18,0.19,0.22,0.17,0.21,0.2,0.17,0.15,0.17,0.21,0.17,0.18,0.16,0.18,0.2,0.19,0.18,0.18,0.16,0.16,0.17,0.15,0.16,0.18,0.13,0.15,0.19,0.16,0.14,0.15,0.15,0.16,0.14,0.15,0.16,0.16,0.13,0.14,0.16,0.14,0.15,0.15,0.12,0.13,0.14,0.13,0.15,0.13,0.16,0.14,0.14,0.13,0.15,0.12,0.11,0.13,0.0,0.14,0.12,0.12,0.13,0.14,0.12,0.13,0.0,0.14,0.12,0.13,0.11,0.12,0.11,0.12,0.13,0.14,0.13,0.0,0.11,0.11,0.0,0.12,0.11,0.0,0.13,0.0,0.1,0.13,0.0,0.1,0.0,0.12,0.11,0.0,0.0,0.12,0.13,0.0,0.11,0.18,0.11,0.0,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.0,0.11,0.11,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.0,0.1,0.0,0.14,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.50000000000001
09/03/2021,3.73,3.13,2.19,1.33,1.3,1.22,0.83,0.83,0.84,0.69,0.68,0.5,0.56,0.51,0.57,0.49,0.53,0.55,0.53,0.51,0.46,0.47,0.48,0.47,0.51,0.42,0.44,0.4,0.37,0.36,0.33,0.33,0.37,0.37,0.31,0.38,0.3,0.34,0.33,0.34,0.33,0.31,0.3,0.33,0.33,0.31,0.31,0.32,0.31,0.28,0.31,0.28,0.28,0.26,0.25,0.25,0.23,0.24,0.26,0.24,0.25,0.25,0.24,0.22,0.24,0.21,0.24,0.23,0.26,0.2,0.25,0.21,0.21,0.21,0.2,0.18,0.21,0.21,0.21,0.19,0.19,0.22,0.22,0.22,0.18,0.16,0.18,0.18,0.19,0.22,0.17,0.21,0.2,0.17,0.15,0.17,0.21,0.17,0.18,0.16,0.18,0.2,0.19,0.19,0.18,0.15,0.17,0.17,0.15,0.16,0.18,0.13,0.15,0.19,0.16,0.14,0.15,0.15,0.16,0.14,0.15,0.16,0.16,0.13,0.14,0.16,0.14,0.15,0.14,0.12,0.12,0.14,0.13,0.15,0.13,0.15,0.14,0.15,0.14,0.15,0.12,0.0,0.13,0.0,0.14,0.12,0.12,0.13,0.14,0.12,0.13,0.0,0.14,0.12,0.13,0.11,0.12,0.11,0.12,0.13,0.14,0.13,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.12,0.0,0.1,0.13,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.12,0.13,0.0,0.11,0.18,0.11,0.0,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.0,0.11,0.11,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.1,0.11,0.11,0.11,0.1,0.0,0.0,0.43,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.13,0.1,0.0,0.0,0.13,0.0,0.1,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.720000000000006
09/06/2021,3.75,3.11,2.17,1.31,1.28,1.2,0.81,0.82,0.83,0.69,0.68,0.51,0.55,0.52,0.58,0.48,0.53,0.55,0.53,0.51,0.44,0.46,0.47,0.46,0.53,0.41,0.44,0.4,0.38,0.36,0.33,0.33,0.37,0.36,0.32,0.39,0.3,0.34,0.31,0.34,0.33,0.31,0.3,0.33,0.34,0.31,0.31,0.33,0.31,0.28,0.32,0.27,0.28,0.25,0.25,0.25,0.22,0.24,0.26,0.24,0.25,0.25,0.23,0.22,0.24,0.21,0.23,0.23,0.27,0.2,0.25,0.2,0.21,0.21,0.2,0.0,0.21,0.2,0.22,0.19,0.2,0.22,0.22,0.21,0.18,0.2,0.18,0.18,0.2,0.22,0.17,0.2,0.2,0.18,0.15,0.17,0.2,0.16,0.17,0.16,0.18,0.2,0.19,0.19,0.18,0.15,0.17,0.17,0.15,0.16,0.18,0.13,0.15,0.19,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.16,0.16,0.13,0.14,0.16,0.14,0.16,0.13,0.11,0.12,0.14,0.13,0.15,0.13,0.16,0.14,0.14,0.14,0.16,0.12,0.0,0.13,0.0,0.14,0.13,0.12,0.13,0.13,0.12,0.13,0.0,0.14,0.12,0.13,0.11,0.13,0.11,0.12,0.13,0.14,0.13,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.12,0.0,0.0,0.14,0.0,0.0,0.0,0.11,0.11,0.1,0.11,0.11,0.13,0.0,0.11,0.19,0.11,0.0,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.0,0.11,0.11,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.11,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.13,0.1,0.11,0.0,0.14,0.0,0.0,0.13,0.13,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.24000000000001
09/07/2021,3.77,3.11,2.18,1.31,1.29,1.2,0.82,0.84,0.83,0.69,0.68,0.49,0.55,0.51,0.58,0.49,0.53,0.55,0.52,0.51,0.44,0.47,0.47,0.46,0.54,0.41,0.44,0.4,0.38,0.36,0.33,0.33,0.37,0.37,0.31,0.39,0.3,0.34,0.31,0.34,0.33,0.31,0.3,0.34,0.34,0.32,0.31,0.33,0.31,0.28,0.32,0.27,0.28,0.28,0.25,0.24,0.22,0.24,0.26,0.25,0.25,0.25,0.23,0.22,0.24,0.21,0.23,0.23,0.26,0.2,0.25,0.2,0.2,0.21,0.2,0.0,0.22,0.2,0.21,0.19,0.2,0.21,0.22,0.22,0.18,0.19,0.18,0.18,0.2,0.22,0.17,0.2,0.2,0.18,0.15,0.17,0.2,0.16,0.17,0.16,0.18,0.2,0.19,0.19,0.18,0.15,0.17,0.17,0.15,0.16,0.19,0.13,0.15,0.19,0.16,0.14,0.15,0.15,0.15,0.14,0.15,0.16,0.16,0.13,0.14,0.16,0.14,0.16,0.13,0.11,0.12,0.14,0.14,0.15,0.13,0.16,0.14,0.14,0.14,0.16,0.12,0.0,0.13,0.0,0.14,0.12,0.12,0.13,0.13,0.12,0.12,0.0,0.14,0.12,0.13,0.11,0.13,0.13,0.12,0.13,0.14,0.13,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.12,0.0,0.1,0.14,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.14,0.1,0.11,0.2,0.11,0.0,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.0,0.11,0.11,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.13,0.1,0.12,0.1,0.14,0.0,0.0,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.61
09/08/2021,3.77,3.11,2.18,1.31,1.29,1.2,0.82,0.84,0.83,0.69,0.68,0.49,0.55,0.51,0.58,0.49,0.53,0.55,0.52,0.51,0.44,0.47,0.47,0.46,0.54,0.41,0.44,0.4,0.38,0.36,0.33,0.33,0.37,0.37,0.31,0.39,0.3,0.34,0.31,0.34,0.33,0.31,0.3,0.34,0.34,0.32,0.31,0.33,0.31,0.28,0.32,0.27,0.28,0.28,0.25,0.24,0.22,0.24,0.26,0.25,0.25,0.25,0.23,0.22,0.24,0.21,0.23,0.23,0.26,0.2,0.25,0.2,0.2,0.21,0.2,0.0,0.22,0.2,0.21,0.19,0.2,0.21,0.22,0.22,0.18,0.19,0.18,0.18,0.2,0.22,0.17,0.2,0.2,0.18,0.15,0.17,0.2,0.16,0.17,0.16,0.18,0.2,0.19,0.19,0.18,0.15,0.17,0.17,0.15,0.16,0.19,0.13,0.15,0.19,0.16,0.14,0.15,0.15,0.15,0.14,0.15,0.16,0.16,0.13,0.14,0.16,0.14,0.16,0.13,0.11,0.12,0.14,0.14,0.15,0.13,0.16,0.14,0.14,0.14,0.16,0.12,0.0,0.13,0.0,0.14,0.12,0.12,0.13,0.13,0.12,0.12,0.0,0.14,0.12,0.13,0.11,0.13,0.13,0.12,0.13,0.14,0.13,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.12,0.0,0.1,0.14,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.14,0.1,0.11,0.2,0.11,0.0,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.0,0.11,0.11,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.13,0.1,0.12,0.1,0.14,0.0,0.0,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.61
09/09/2021,3.77,3.12,2.18,1.31,1.29,1.2,0.84,0.84,0.83,0.69,0.68,0.5,0.55,0.53,0.58,0.49,0.53,0.55,0.52,0.51,0.44,0.47,0.47,0.46,0.55,0.41,0.44,0.4,0.38,0.36,0.33,0.33,0.37,0.37,0.32,0.39,0.3,0.34,0.31,0.34,0.33,0.32,0.3,0.34,0.34,0.32,0.31,0.33,0.31,0.28,0.32,0.27,0.28,0.28,0.25,0.24,0.22,0.24,0.26,0.25,0.25,0.25,0.23,0.23,0.24,0.21,0.23,0.23,0.27,0.2,0.25,0.2,0.2,0.21,0.2,0.0,0.22,0.2,0.21,0.19,0.2,0.21,0.22,0.22,0.18,0.2,0.19,0.18,0.2,0.22,0.17,0.2,0.2,0.18,0.15,0.17,0.2,0.16,0.17,0.16,0.18,0.2,0.19,0.19,0.18,0.15,0.17,0.17,0.15,0.16,0.19,0.13,0.15,0.19,0.16,0.14,0.15,0.15,0.16,0.14,0.15,0.16,0.16,0.13,0.14,0.16,0.14,0.16,0.13,0.11,0.12,0.14,0.14,0.15,0.13,0.16,0.14,0.14,0.14,0.16,0.12,0.0,0.13,0.0,0.14,0.12,0.12,0.13,0.13,0.12,0.12,0.0,0.14,0.12,0.13,0.11,0.13,0.13,0.12,0.13,0.14,0.14,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.12,0.0,0.1,0.14,0.11,0.1,0.0,0.11,0.11,0.0,0.11,0.11,0.14,0.0,0.11,0.2,0.11,0.0,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.0,0.11,0.11,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.13,0.0,0.12,0.0,0.14,0.0,0.0,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.78000000000001
09/10/2021,3.83,3.1,2.2,1.33,1.29,1.2,0.83,0.83,0.86,0.68,0.67,0.51,0.55,0.54,0.58,0.48,0.53,0.55,0.52,0.51,0.45,0.47,0.48,0.46,0.54,0.41,0.44,0.39,0.39,0.35,0.33,0.32,0.37,0.36,0.32,0.39,0.3,0.34,0.3,0.34,0.32,0.32,0.3,0.34,0.34,0.32,0.31,0.33,0.3,0.27,0.32,0.27,0.28,0.28,0.25,0.24,0.22,0.24,0.25,0.25,0.25,0.25,0.23,0.23,0.24,0.21,0.23,0.23,0.26,0.2,0.25,0.2,0.2,0.21,0.2,0.33,0.22,0.2,0.21,0.19,0.2,0.21,0.22,0.21,0.17,0.2,0.18,0.18,0.19,0.22,0.17,0.2,0.2,0.18,0.15,0.17,0.2,0.16,0.17,0.16,0.17,0.2,0.18,0.19,0.18,0.15,0.17,0.17,0.14,0.16,0.18,0.15,0.15,0.19,0.15,0.14,0.15,0.15,0.16,0.14,0.15,0.16,0.16,0.13,0.13,0.16,0.14,0.16,0.14,0.11,0.12,0.14,0.14,0.15,0.13,0.16,0.14,0.15,0.14,0.16,0.12,0.0,0.13,0.0,0.14,0.12,0.12,0.13,0.13,0.12,0.12,0.0,0.14,0.12,0.13,0.11,0.13,0.13,0.12,0.13,0.14,0.13,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.12,0.0,0.0,0.13,0.11,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.14,0.1,0.11,0.21,0.11,0.0,0.11,0.11,0.11,0.12,0.0,0.11,0.12,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.13,0.0,0.11,0.0,0.14,0.0,0.0,0.14,0.13,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.70000000000001
09/13/2021,3.79,3.1,2.2,1.33,1.3,1.21,0.83,0.82,0.86,0.67,0.68,0.49,0.56,0.5,0.57,0.48,0.53,0.56,0.52,0.52,0.46,0.47,0.49,0.46,0.54,0.39,0.44,0.39,0.39,0.36,0.33,0.33,0.37,0.36,0.33,0.39,0.3,0.34,0.3,0.34,0.33,0.32,0.29,0.34,0.34,0.32,0.31,0.34,0.29,0.27,0.32,0.27,0.28,0.28,0.25,0.24,0.22,0.25,0.25,0.26,0.26,0.25,0.23,0.22,0.24,0.21,0.23,0.23,0.26,0.19,0.25,0.2,0.21,0.21,0.2,0.19,0.22,0.2,0.21,0.18,0.2,0.21,0.22,0.22,0.18,0.2,0.19,0.18,0.19,0.22,0.16,0.2,0.2,0.17,0.14,0.17,0.2,0.16,0.18,0.16,0.18,0.2,0.18,0.19,0.17,0.15,0.16,0.17,0.15,0.16,0.18,0.15,0.15,0.19,0.15,0.13,0.15,0.14,0.16,0.14,0.15,0.16,0.15,0.13,0.13,0.16,0.13,0.16,0.14,0.11,0.12,0.14,0.14,0.15,0.13,0.16,0.14,0.15,0.13,0.15,0.12,0.0,0.13,0.0,0.14,0.12,0.12,0.13,0.13,0.12,0.12,0.0,0.14,0.12,0.13,0.11,0.13,0.13,0.12,0.13,0.14,0.13,0.11,0.11,0.11,0.0,0.12,0.11,0.11,0.13,0.0,0.1,0.14,0.11,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.13,0.0,0.11,0.22,0.11,0.0,0.11,0.11,0.11,0.12,0.0,0.11,0.11,0.0,0.11,0.11,0.11,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.13,0.0,0.11,0.0,0.14,0.0,0.0,0.14,0.13,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,56.48000000000002
09/14/2021,3.68,3.09,2.2,1.33,1.28,1.19,0.84,0.83,0.85,0.67,0.67,0.51,0.56,0.52,0.56,0.48,0.53,0.56,0.52,0.52,0.46,0.46,0.49,0.46,0.55,0.39,0.44,0.39,0.39,0.36,0.33,0.32,0.37,0.36,0.33,0.39,0.3,0.35,0.3,0.34,0.33,0.32,0.29,0.34,0.34,0.33,0.31,0.34,0.29,0.26,0.32,0.27,0.27,0.28,0.24,0.24,0.22,0.25,0.25,0.26,0.26,0.25,0.22,0.23,0.24,0.22,0.23,0.24,0.26,0.2,0.25,0.2,0.21,0.21,0.2,0.11,0.22,0.2,0.22,0.18,0.2,0.21,0.22,0.22,0.17,0.21,0.19,0.18,0.19,0.22,0.16,0.2,0.2,0.18,0.14,0.17,0.2,0.16,0.17,0.16,0.17,0.19,0.18,0.19,0.17,0.15,0.16,0.17,0.14,0.16,0.18,0.15,0.15,0.2,0.15,0.14,0.15,0.14,0.15,0.14,0.15,0.16,0.15,0.13,0.13,0.16,0.14,0.16,0.14,0.12,0.12,0.14,0.14,0.15,0.13,0.16,0.14,0.14,0.13,0.15,0.12,0.0,0.13,0.0,0.14,0.12,0.12,0.13,0.13,0.12,0.12,0.0,0.14,0.12,0.13,0.11,0.13,0.14,0.12,0.13,0.15,0.13,0.0,0.11,0.11,0.0,0.12,0.11,0.11,0.13,0.0,0.0,0.14,0.11,0.0,0.0,0.11,0.11,0.1,0.11,0.11,0.13,0.0,0.11,0.22,0.11,0.0,0.11,0.11,0.11,0.12,0.0,0.11,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.13,0.0,0.11,0.0,0.14,0.1,0.0,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.30000000000001
