,2330.TW,700.HK,9988.HK,3690.HK,NPN.JO,RELIANCE.NS,939.HK,NIO,2318.HK,HDFC.NS,2269.HK,2454.TW,INFY,GAZP.ME,035420.KS,035720.KS,TCS.NS,LKOH.ME,006400.KS,051910.KS,M4B.,2010.SR,YUMC,HINDUNILVR.NS,2331.HK,BY6.,BBDC4.SA,AXISBANK.NS,BBCA.JK,2303.TW,INFY.NS,QNBK.QA,2603.TW,2308.TW,NVTK.L,2313.HK,FAB.,FSR.JO,105560.KS,B3SA3.SA,175.HK,2319.HK,2881.TW,Cash & Cash Equivalents,2002.TW,GFNORTEO.MX,FEMSAUBD.MX,1303.TW,066570.KS,2412.TW,LI,055550.KS,ASIANPAINT.NS,2882.TW,6098.HK,2688.HK,2891.TW,051900.KS,PBBANK.KL,XPEV,ESGE,HCLTECH.NS,IMP.JO,1216.TW,3711.TW,2886.TW,096770.KS,CEMEXCPO.MX,MTN.JO,OTP.BD,1093.HK,KFH.,017670.KS,SBK.JO,300750.SZ,WEGE3.SA,ETISALAT.,CPALL-R.BK,2884.TW,SBIN.NS,NTCO3.SA,960.HK,2333.HK,SCVUF,2885.TW,384.HK,1177.HK,968.HK,009150.KS,CPI.JO,M&M.NS,WIPRO.NS,1101.TW,GLOB,EMIRATESNBD.DB,5871.TW,2327.TW,688.HK,GFI.JO,992.HK,PKO.WA,TITAN.NS,091990.KQ,2892.TW,VIPS,2359.HK,AOT-R.BK,GNDI3.SA,HINDALCO.NS,241.HK,SLM.JO,MAYBANK.KL,268.HK,NESTLEIND.NS,034730.KS,POLY.L,CIMB.KL,LREN3.SA,SMPH.PM,1211.SR,6186.HK,BID.JO,RENT3.SA,2207.TW,090430.KS,003550.KS,586.HK,BDMS-R.BK,KGH.WA,3481.TW,ABG.JO,2409.TW,AMS.JO,601318.SS,267.HK,PLZL.ME,000810.KS,NVAA.,SQM/B.SN,PKN.WA,SHP.JO,ALI.PM,3045.TW,5876.TW,PZU.WA,018260.KS,1066.HK,2887.TW,2880.TW,NHM.JO,NAUKRI.NS,BBAS3.SA,VOD.JO,ADANIGREEN.NS,2018.HK,BPCL.NS,853.HK,3692.HK,1193.HK,EICHERMOT.NS,GRASIM.NS,1548.HK,ADCB.,PTTEP-R.BK,2202.HK,SM.PM,CSAN3.SA,UPL.NS,881.HK,2890.TW,2912.TW,BRITANNIA.NS,TOPGLOV.KL,034220.KS,AC.PM,DABUR.NS,RAIL3.SA,601888.SS,9910.TW,2301.TW,APN.JO,HEROMOTOCO.NS,MBT,BBDC3.SA,009830.KS,601166.SS,003490.KS,PEO.WA,ALDAR.,011170.KS,NED.JO,NLMK.ME,SHREECEM.NS,EQTL3.SA,OMU.JO,PTTGC-R.BK,2280.SR,000720.KS,1772.HK,PIDILITIND.NS,003670.KS,COMI.CA,CLS.JO,REM.JO,688185.SS,MOTHERSUMI.NS,2196.HK,MSCI Emerging Markets Index Future Sept 21,AMER3.SA,021240.KS,AMBUJACEM.NS,HTO.AT,MARICO.NS,n/a,1140.SR,002594.SZ,WHL.JO,VIVT3.SA,PMETAL.KL,PFBCOLO.BC,JGS.PM,2609.TW,RDOR3.SA,2615.TW,ATGL.NS,HAVELLS.NS,SUM
08/13/2021,11.47,7.89,8.24,2.43,1.9,1.75,1.49,1.25,1.23,1.35,1.2,1.1,1.16,1.01,1.05,0.87,0.91,0.79,0.83,0.74,0.71,0.64,0.57,0.58,0.54,0.65,0.51,0.51,0.53,0.56,0.54,0.51,0.3,0.44,0.46,0.41,0.44,0.43,0.4,0.4,0.45,0.39,0.41,0.0,0.34,0.36,0.37,0.36,0.33,0.36,0.32,0.33,0.34,0.34,0.26,0.38,0.34,0.25,0.3,0.36,0.34,0.34,0.28,0.29,0.31,0.28,0.24,0.27,0.29,0.27,0.29,0.27,0.23,0.25,0.26,0.25,0.26,0.22,0.24,0.22,0.2,0.19,0.29,0.21,0.2,0.23,0.21,0.24,0.2,0.21,0.2,0.23,0.2,0.23,0.21,0.22,0.17,0.18,0.17,0.16,0.19,0.19,0.18,0.19,0.17,0.18,0.16,0.17,0.2,0.15,0.17,0.17,0.17,0.18,0.17,0.16,0.16,0.15,0.15,0.18,0.14,0.16,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.14,0.15,0.14,0.15,0.13,0.13,0.13,0.13,0.14,0.15,0.12,0.13,0.11,0.13,0.12,0.13,0.12,0.1,0.13,0.13,0.11,0.13,0.12,0.12,0.11,0.1,0.12,0.1,0.1,0.13,0.12,0.12,0.14,0.13,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.11,0.11,0.1,0.09,0.1,0.0,0.0,0.09,0.11,0.11,0.09,0.1,0.11,0.09,0.09,0.09,0.0,0.0,0.0,0.12,0.09,0.0,0.1,0.09,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.18,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.9
08/16/2021,11.44,7.87,8.11,2.42,1.84,1.79,1.53,1.21,1.21,1.36,1.13,1.08,1.19,1.04,1.03,0.87,0.92,0.81,0.85,0.76,0.73,0.65,0.57,0.58,0.54,0.67,0.5,0.51,0.53,0.57,0.54,0.53,0.3,0.44,0.48,0.4,0.44,0.43,0.4,0.36,0.48,0.38,0.42,0.0,0.36,0.37,0.38,0.37,0.32,0.36,0.36,0.33,0.34,0.35,0.27,0.39,0.34,0.24,0.3,0.35,0.34,0.35,0.28,0.29,0.31,0.26,0.23,0.27,0.3,0.27,0.29,0.27,0.24,0.25,0.25,0.25,0.26,0.22,0.24,0.23,0.2,0.2,0.3,0.21,0.2,0.23,0.2,0.23,0.2,0.21,0.2,0.23,0.19,0.24,0.2,0.23,0.17,0.2,0.17,0.17,0.19,0.19,0.19,0.19,0.16,0.17,0.16,0.18,0.2,0.14,0.17,0.17,0.18,0.18,0.16,0.16,0.17,0.15,0.15,0.18,0.14,0.16,0.15,0.15,0.14,0.15,0.14,0.14,0.15,0.14,0.16,0.14,0.13,0.13,0.14,0.13,0.13,0.14,0.15,0.13,0.13,0.11,0.13,0.12,0.13,0.12,0.1,0.14,0.13,0.12,0.13,0.12,0.13,0.11,0.1,0.12,0.1,0.1,0.13,0.11,0.12,0.12,0.13,0.09,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.1,0.09,0.09,0.1,0.11,0.09,0.1,0.11,0.11,0.1,0.09,0.1,0.0,0.0,0.09,0.11,0.11,0.09,0.1,0.11,0.09,0.09,0.09,0.0,0.0,0.0,0.12,0.09,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.16,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.85000000000001
08/19/2021,11.56,7.52,7.86,2.3,1.71,1.87,1.56,1.12,1.24,1.41,1.16,1.1,1.21,1.07,1.03,0.87,0.97,0.82,0.86,0.79,0.75,0.66,0.58,0.6,0.57,0.62,0.51,0.52,0.55,0.54,0.56,0.53,0.29,0.45,0.5,0.42,0.45,0.46,0.4,0.36,0.45,0.38,0.42,0.0,0.36,0.38,0.38,0.36,0.32,0.37,0.33,0.33,0.34,0.35,0.26,0.41,0.32,0.25,0.3,0.32,0.34,0.37,0.28,0.28,0.31,0.27,0.24,0.27,0.33,0.28,0.3,0.27,0.24,0.26,0.24,0.24,0.27,0.22,0.24,0.23,0.2,0.2,0.29,0.21,0.2,0.23,0.2,0.22,0.2,0.22,0.21,0.24,0.19,0.25,0.21,0.23,0.16,0.21,0.18,0.18,0.2,0.2,0.19,0.19,0.15,0.17,0.16,0.18,0.21,0.14,0.18,0.17,0.17,0.18,0.16,0.16,0.17,0.15,0.15,0.19,0.15,0.16,0.14,0.15,0.14,0.15,0.15,0.14,0.15,0.14,0.16,0.13,0.14,0.14,0.14,0.13,0.14,0.14,0.15,0.13,0.14,0.11,0.13,0.12,0.14,0.12,0.1,0.13,0.13,0.12,0.13,0.12,0.13,0.11,0.1,0.13,0.1,0.1,0.13,0.11,0.12,0.13,0.13,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.1,0.0,0.09,0.11,0.1,0.1,0.09,0.11,0.12,0.1,0.09,0.1,0.0,0.0,0.09,0.11,0.11,0.0,0.1,0.11,0.0,0.09,0.1,0.09,0.0,0.0,0.11,0.09,0.09,0.11,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.1,0.0,0.12,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.73000000000002
08/20/2021,11.64,7.3,7.59,2.25,1.58,1.89,1.58,1.12,1.23,1.43,1.1,1.08,1.24,1.09,1.02,0.85,1.0,0.84,0.84,0.79,0.74,0.68,0.58,0.62,0.58,0.63,0.51,0.52,0.56,0.54,0.58,0.55,0.28,0.43,0.51,0.43,0.46,0.46,0.41,0.36,0.44,0.39,0.43,0.0,0.35,0.39,0.39,0.37,0.32,0.37,0.34,0.33,0.35,0.35,0.26,0.39,0.33,0.25,0.31,0.33,0.34,0.38,0.29,0.28,0.3,0.27,0.24,0.27,0.34,0.3,0.3,0.28,0.23,0.26,0.25,0.25,0.28,0.23,0.25,0.23,0.2,0.21,0.28,0.22,0.2,0.23,0.2,0.22,0.2,0.22,0.21,0.25,0.19,0.27,0.21,0.23,0.16,0.21,0.19,0.18,0.2,0.2,0.19,0.19,0.15,0.16,0.17,0.18,0.21,0.14,0.18,0.18,0.17,0.19,0.16,0.17,0.17,0.15,0.15,0.19,0.15,0.17,0.14,0.15,0.14,0.16,0.15,0.15,0.15,0.14,0.16,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.13,0.14,0.12,0.14,0.12,0.14,0.12,0.1,0.14,0.14,0.12,0.13,0.12,0.14,0.12,0.1,0.13,0.09,0.09,0.13,0.11,0.12,0.13,0.13,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.13,0.12,0.11,0.0,0.1,0.11,0.1,0.0,0.09,0.11,0.12,0.1,0.1,0.1,0.0,0.0,0.0,0.11,0.11,0.0,0.1,0.11,0.09,0.09,0.1,0.09,0.0,0.0,0.11,0.09,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.12,0.1,0.1,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.61000000000001
08/23/2021,11.48,7.29,7.4,2.17,1.33,1.93,1.62,1.09,1.22,1.45,1.13,1.11,1.26,1.08,1.03,0.89,1.02,0.81,0.84,0.81,0.78,0.67,0.58,0.64,0.62,0.65,0.5,0.53,0.58,0.54,0.59,0.56,0.29,0.44,0.5,0.45,0.46,0.46,0.4,0.37,0.47,0.4,0.43,0.0,0.35,0.38,0.39,0.36,0.32,0.37,0.34,0.33,0.36,0.35,0.25,0.39,0.33,0.26,0.31,0.33,0.34,0.38,0.26,0.28,0.3,0.28,0.23,0.27,0.34,0.31,0.3,0.29,0.23,0.26,0.27,0.25,0.27,0.23,0.25,0.23,0.2,0.2,0.29,0.22,0.2,0.23,0.21,0.23,0.19,0.23,0.22,0.25,0.19,0.28,0.21,0.23,0.15,0.21,0.19,0.18,0.2,0.21,0.19,0.2,0.14,0.17,0.17,0.18,0.21,0.14,0.18,0.18,0.18,0.2,0.16,0.17,0.18,0.15,0.16,0.18,0.15,0.16,0.15,0.15,0.14,0.16,0.15,0.14,0.14,0.14,0.16,0.13,0.13,0.14,0.14,0.14,0.14,0.14,0.15,0.13,0.14,0.12,0.13,0.12,0.14,0.11,0.1,0.14,0.14,0.11,0.13,0.12,0.13,0.12,0.1,0.13,0.0,0.1,0.13,0.12,0.12,0.13,0.13,0.1,0.11,0.12,0.11,0.11,0.11,0.12,0.13,0.12,0.11,0.0,0.1,0.11,0.1,0.0,0.09,0.11,0.12,0.1,0.1,0.1,0.0,0.0,0.0,0.11,0.11,0.0,0.1,0.11,0.09,0.09,0.1,0.0,0.0,0.0,0.11,0.1,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.1,0.09,0.19,0.1,0.11,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,87.46000000000001
08/26/2021,11.61,7.5,6.93,2.09,0.76,1.98,1.62,1.14,1.18,1.5,1.12,1.14,1.29,1.1,1.04,0.91,1.05,0.83,0.86,0.72,0.79,0.66,0.59,0.67,0.61,0.66,0.51,0.52,0.58,0.57,0.59,0.55,0.32,0.45,0.5,0.45,0.46,0.46,0.4,0.36,0.44,0.39,0.44,0.0,0.35,0.38,0.39,0.36,0.3,0.37,0.36,0.32,0.37,0.36,0.25,0.38,0.33,0.25,0.32,0.35,0.3,0.39,0.27,0.28,0.31,0.27,0.24,0.28,0.34,0.31,0.29,0.29,0.23,0.27,0.27,0.25,0.28,0.24,0.25,0.23,0.2,0.2,0.29,0.23,0.2,0.23,0.2,0.24,0.19,0.23,0.21,0.25,0.19,0.29,0.22,0.25,0.15,0.2,0.19,0.18,0.2,0.21,0.2,0.2,0.14,0.16,0.18,0.18,0.2,0.13,0.18,0.18,0.19,0.21,0.17,0.17,0.18,0.15,0.15,0.18,0.15,0.16,0.15,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.17,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.16,0.13,0.14,0.12,0.13,0.12,0.14,0.11,0.1,0.14,0.14,0.11,0.13,0.12,0.14,0.12,0.1,0.13,0.0,0.0,0.13,0.12,0.12,0.13,0.13,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.13,0.13,0.11,0.0,0.1,0.11,0.1,0.0,0.09,0.11,0.12,0.1,0.1,0.12,0.0,0.0,0.0,0.11,0.11,0.0,0.1,0.11,0.09,0.1,0.1,0.0,0.0,0.0,0.12,0.1,0.0,0.11,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09,0.75,0.1,0.09,0.09,0.09,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,87.58000000000001
08/27/2021,11.45,7.95,7.4,2.31,0.78,1.95,1.57,1.13,1.17,1.45,1.17,1.11,1.25,1.08,1.04,0.89,1.01,0.82,0.81,0.7,0.77,0.65,0.58,0.66,0.61,0.66,0.51,0.51,0.57,0.56,0.57,0.54,0.31,0.43,0.49,0.41,0.45,0.46,0.4,0.36,0.43,0.39,0.44,0.0,0.34,0.36,0.38,0.36,0.3,0.36,0.37,0.33,0.35,0.36,0.26,0.32,0.33,0.25,0.32,0.35,0.3,0.38,0.26,0.28,0.3,0.27,0.24,0.28,0.34,0.3,0.28,0.28,0.23,0.27,0.27,0.25,0.27,0.24,0.25,0.23,0.2,0.2,0.29,0.22,0.2,0.22,0.2,0.23,0.19,0.23,0.21,0.25,0.19,0.29,0.21,0.25,0.15,0.2,0.19,0.18,0.2,0.2,0.19,0.19,0.15,0.17,0.18,0.18,0.2,0.13,0.18,0.18,0.2,0.2,0.16,0.17,0.18,0.15,0.15,0.18,0.15,0.16,0.15,0.14,0.14,0.15,0.15,0.15,0.14,0.12,0.16,0.12,0.13,0.13,0.14,0.14,0.14,0.14,0.15,0.13,0.15,0.12,0.13,0.12,0.14,0.11,0.1,0.14,0.13,0.11,0.14,0.12,0.13,0.12,0.1,0.12,0.0,0.0,0.12,0.11,0.12,0.14,0.13,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.13,0.12,0.11,0.0,0.1,0.11,0.1,0.09,0.1,0.11,0.12,0.1,0.1,0.13,0.0,0.0,0.09,0.11,0.11,0.0,0.1,0.11,0.0,0.1,0.1,0.09,0.0,0.0,0.12,0.09,0.0,0.11,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.66,0.1,0.11,0.0,0.09,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,87.67000000000002
09/02/2021,12.01,7.74,6.94,2.35,0.77,2.02,1.53,1.09,1.13,1.48,1.14,1.1,1.22,1.09,1.0,0.9,1.04,0.8,0.79,0.67,0.72,0.65,0.57,0.67,0.63,0.64,0.51,0.54,0.56,0.6,0.56,0.53,0.31,0.45,0.47,0.38,0.45,0.47,0.4,0.36,0.45,0.41,0.46,0.0,0.36,0.37,0.37,0.37,0.29,0.34,0.35,0.32,0.36,0.38,0.26,0.34,0.34,0.24,0.33,0.35,0.3,0.38,0.26,0.28,0.32,0.28,0.23,0.28,0.34,0.3,0.26,0.29,0.22,0.28,0.25,0.26,0.26,0.25,0.25,0.23,0.2,0.19,0.31,0.23,0.2,0.21,0.19,0.27,0.2,0.23,0.21,0.24,0.19,0.29,0.21,0.26,0.16,0.2,0.19,0.18,0.2,0.2,0.19,0.19,0.14,0.17,0.19,0.18,0.21,0.14,0.19,0.18,0.19,0.2,0.16,0.16,0.18,0.15,0.15,0.18,0.14,0.16,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.12,0.17,0.12,0.13,0.12,0.15,0.13,0.14,0.14,0.15,0.13,0.15,0.12,0.13,0.13,0.14,0.11,0.1,0.16,0.14,0.11,0.14,0.12,0.14,0.13,0.09,0.13,0.0,0.0,0.12,0.11,0.12,0.13,0.13,0.11,0.1,0.11,0.11,0.11,0.1,0.12,0.12,0.13,0.11,0.0,0.1,0.11,0.1,0.0,0.09,0.11,0.12,0.1,0.1,0.12,0.0,0.0,0.09,0.11,0.11,0.0,0.1,0.11,0.09,0.1,0.1,0.1,0.0,0.0,0.13,0.09,0.0,0.11,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.1,0.0,0.64,0.1,0.11,0.09,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.62000000000002
09/03/2021,11.88,7.75,7.03,2.8,0.82,1.92,1.51,1.16,1.07,1.43,1.21,1.07,1.17,1.08,1.02,0.9,1.04,0.77,0.81,0.65,0.71,0.64,0.57,0.67,0.64,0.58,0.48,0.53,0.55,0.59,0.55,0.52,0.29,0.43,0.47,0.39,0.44,0.47,0.39,0.36,0.46,0.4,0.45,0.0,0.36,0.37,0.37,0.37,0.29,0.34,0.36,0.32,0.37,0.37,0.25,0.34,0.34,0.24,0.32,0.36,0.29,0.38,0.26,0.28,0.32,0.28,0.24,0.27,0.34,0.29,0.26,0.28,0.0,0.28,0.24,0.25,0.25,0.25,0.25,0.23,0.2,0.18,0.3,0.23,0.2,0.21,0.2,0.26,0.2,0.23,0.21,0.24,0.19,0.29,0.21,0.26,0.16,0.19,0.19,0.18,0.21,0.2,0.19,0.19,0.14,0.17,0.19,0.18,0.22,0.15,0.18,0.18,0.2,0.2,0.16,0.15,0.18,0.15,0.15,0.18,0.14,0.16,0.14,0.15,0.14,0.15,0.15,0.15,0.14,0.12,0.17,0.11,0.13,0.12,0.16,0.13,0.14,0.14,0.15,0.13,0.15,0.12,0.13,0.13,0.14,0.11,0.09,0.15,0.14,0.11,0.14,0.12,0.14,0.13,0.09,0.13,0.0,0.0,0.12,0.12,0.12,0.13,0.13,0.1,0.1,0.11,0.1,0.11,0.1,0.11,0.12,0.13,0.11,0.0,0.0,0.11,0.1,0.0,0.09,0.11,0.12,0.1,0.1,0.12,0.0,0.0,0.09,0.11,0.1,0.0,0.1,0.11,0.1,0.1,0.11,0.1,0.0,0.0,0.13,0.09,0.0,0.1,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.59,0.1,0.1,0.1,0.0,0.09,0.0,0.0,0.17,0.12,0.11,0.0,0.0,87.49000000000001
09/06/2021,11.72,7.98,7.26,2.84,0.86,1.95,1.52,1.19,1.07,1.42,1.14,1.11,1.16,1.12,1.02,0.9,1.05,0.79,0.77,0.61,0.73,0.63,0.58,0.68,0.61,0.58,0.46,0.54,0.55,0.6,0.55,0.52,0.28,0.42,0.51,0.39,0.44,0.48,0.39,0.36,0.46,0.39,0.44,0.0,0.35,0.36,0.37,0.36,0.29,0.34,0.37,0.32,0.38,0.37,0.26,0.34,0.33,0.25,0.31,0.34,0.3,0.38,0.24,0.28,0.31,0.27,0.24,0.27,0.33,0.3,0.26,0.28,0.0,0.28,0.24,0.25,0.25,0.25,0.25,0.23,0.19,0.19,0.29,0.22,0.19,0.21,0.2,0.26,0.2,0.23,0.2,0.25,0.19,0.29,0.21,0.25,0.16,0.19,0.18,0.18,0.21,0.21,0.19,0.18,0.15,0.16,0.18,0.18,0.21,0.15,0.18,0.18,0.2,0.2,0.16,0.15,0.18,0.14,0.15,0.18,0.15,0.16,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.12,0.16,0.11,0.12,0.12,0.16,0.13,0.14,0.14,0.16,0.13,0.15,0.11,0.12,0.12,0.14,0.11,0.1,0.15,0.14,0.1,0.15,0.11,0.13,0.13,0.09,0.13,0.0,0.0,0.12,0.12,0.12,0.13,0.13,0.1,0.1,0.11,0.1,0.11,0.1,0.11,0.12,0.13,0.11,0.0,0.0,0.12,0.1,0.0,0.0,0.11,0.13,0.1,0.1,0.12,0.0,0.0,0.0,0.11,0.1,0.0,0.1,0.11,0.1,0.1,0.11,0.09,0.0,0.0,0.12,0.1,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09,0.54,0.09,0.1,0.09,0.0,0.09,0.0,0.0,0.16,0.12,0.1,0.12,0.09,87.67
09/07/2021,11.72,7.98,7.26,2.84,0.86,1.95,1.52,1.19,1.07,1.42,1.14,1.11,1.16,1.12,1.02,0.9,1.05,0.79,0.77,0.61,0.73,0.63,0.58,0.68,0.61,0.58,0.46,0.54,0.55,0.6,0.55,0.52,0.28,0.42,0.51,0.39,0.44,0.48,0.39,0.36,0.46,0.39,0.44,0.0,0.35,0.36,0.37,0.36,0.29,0.34,0.37,0.32,0.38,0.37,0.26,0.34,0.33,0.25,0.31,0.34,0.3,0.38,0.24,0.28,0.31,0.27,0.24,0.27,0.33,0.3,0.26,0.28,0.0,0.28,0.24,0.25,0.25,0.25,0.25,0.23,0.19,0.19,0.29,0.22,0.19,0.21,0.2,0.26,0.2,0.23,0.2,0.25,0.19,0.29,0.21,0.25,0.16,0.19,0.18,0.18,0.21,0.21,0.19,0.18,0.15,0.16,0.18,0.18,0.21,0.15,0.18,0.18,0.2,0.2,0.16,0.15,0.18,0.14,0.15,0.18,0.15,0.16,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.12,0.16,0.11,0.12,0.12,0.16,0.13,0.14,0.14,0.16,0.13,0.15,0.11,0.12,0.12,0.14,0.11,0.1,0.15,0.14,0.1,0.15,0.11,0.13,0.13,0.09,0.13,0.0,0.0,0.12,0.12,0.12,0.13,0.13,0.1,0.1,0.11,0.1,0.11,0.1,0.11,0.12,0.13,0.11,0.0,0.0,0.12,0.1,0.0,0.0,0.11,0.13,0.1,0.1,0.12,0.0,0.0,0.0,0.11,0.1,0.0,0.1,0.11,0.1,0.1,0.11,0.09,0.0,0.0,0.12,0.1,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09,0.54,0.09,0.1,0.09,0.0,0.09,0.0,0.0,0.16,0.12,0.1,0.12,0.09,87.67
09/08/2021,11.97,7.84,6.98,2.74,0.85,2.02,1.52,1.19,1.06,1.4,1.16,1.09,1.18,1.13,1.04,0.91,1.05,0.78,0.78,0.62,0.73,0.63,0.57,0.68,0.61,0.56,0.45,0.54,0.55,0.65,0.55,0.52,0.27,0.43,0.51,0.4,0.44,0.48,0.39,0.36,0.45,0.4,0.45,0.0,0.35,0.35,0.36,0.36,0.32,0.34,0.36,0.32,0.38,0.37,0.26,0.34,0.33,0.24,0.32,0.33,0.3,0.38,0.25,0.28,0.32,0.27,0.24,0.27,0.34,0.3,0.26,0.28,0.0,0.28,0.24,0.25,0.25,0.24,0.25,0.23,0.19,0.19,0.28,0.22,0.2,0.21,0.2,0.25,0.2,0.23,0.19,0.25,0.19,0.3,0.21,0.25,0.16,0.19,0.19,0.18,0.21,0.21,0.19,0.19,0.15,0.17,0.18,0.18,0.22,0.15,0.18,0.18,0.19,0.2,0.16,0.16,0.18,0.14,0.15,0.18,0.15,0.16,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.12,0.16,0.11,0.13,0.12,0.16,0.13,0.14,0.14,0.16,0.13,0.15,0.11,0.12,0.12,0.14,0.11,0.1,0.15,0.14,0.1,0.14,0.11,0.13,0.13,0.0,0.13,0.0,0.0,0.12,0.12,0.12,0.13,0.13,0.1,0.1,0.11,0.1,0.11,0.1,0.11,0.12,0.13,0.1,0.0,0.0,0.11,0.1,0.0,0.09,0.11,0.12,0.1,0.1,0.12,0.0,0.0,0.09,0.11,0.1,0.0,0.1,0.11,0.1,0.1,0.11,0.0,0.0,0.0,0.11,0.1,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.55,0.09,0.09,0.09,0.0,0.09,0.0,0.0,0.15,0.11,0.1,0.12,0.1,87.51
09/10/2021,11.92,8.19,7.12,2.85,0.88,2.03,1.52,1.18,1.07,1.42,1.19,1.06,1.14,1.14,1.01,0.89,1.03,0.76,0.78,0.64,0.73,0.63,0.57,0.67,0.65,0.59,0.45,0.52,0.55,0.63,0.54,0.51,0.27,0.42,0.52,0.4,0.44,0.46,0.38,0.36,0.46,0.4,0.45,0.0,0.36,0.36,0.36,0.36,0.3,0.34,0.36,0.31,0.37,0.37,0.25,0.35,0.33,0.24,0.31,0.35,0.3,0.37,0.23,0.27,0.3,0.27,0.24,0.26,0.33,0.3,0.25,0.27,0.0,0.27,0.25,0.25,0.25,0.24,0.25,0.22,0.19,0.18,0.28,0.22,0.19,0.2,0.2,0.25,0.19,0.23,0.19,0.25,0.19,0.29,0.21,0.25,0.15,0.19,0.18,0.17,0.21,0.21,0.18,0.18,0.15,0.18,0.18,0.18,0.21,0.15,0.18,0.17,0.19,0.2,0.16,0.15,0.18,0.14,0.15,0.18,0.14,0.15,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.12,0.16,0.11,0.12,0.12,0.16,0.13,0.13,0.15,0.15,0.13,0.15,0.11,0.12,0.13,0.14,0.11,0.1,0.15,0.14,0.1,0.14,0.11,0.13,0.13,0.0,0.13,0.0,0.0,0.12,0.12,0.12,0.13,0.13,0.1,0.1,0.11,0.1,0.11,0.1,0.11,0.11,0.13,0.1,0.0,0.0,0.11,0.1,0.0,0.09,0.11,0.12,0.1,0.1,0.12,0.0,0.0,0.09,0.11,0.1,0.0,0.1,0.1,0.1,0.1,0.11,0.0,0.0,0.0,0.12,0.09,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.55,0.09,0.1,0.09,0.0,0.1,0.0,0.0,0.15,0.12,0.1,0.11,0.1,87.71000000000001
