,ABBV,PM,IBM,IP,GILD,PFE,VZ,MO,IPG,DOW,KHC,SO,PFG,OMC,DHR.,XRX,UNM,SJI,ORI,FHN,NYCB,NAVI,APAM,ASB,MC,CWEN,Cash&Other,CFFI,SPKE,UNB,MCY,SGU,EBF,UBFO,SXC,NWFL,FNLC,UVV,PWOD,UVE,FRG,VGR,RGP,SPTN,ATLO,CIZN,VLGEA,ETH,SAFT,PFBI,SWM,KMI,WBA,HBAN,WU,HRB,ETRN,PBCT,OMF,KEY,VIRT,GLT,ISBC,FNB,ACNB,AGM,FFBC,FULT,n/a,BGS,ETD,SLVM WI,LYB,CAH,NEM,BG3.,CWH,HESM,CO2A.,PETS,RGR,KD WI,BGFV,CATO,KD,4I1.,PG4.,DOUG WI,SUM
08/31/2021,0.0,0.0,5.95,4.75,4.79,0.0,5.61,6.04,4.69,4.94,4.36,4.6,1.2,4.41,0.0,1.93,0.0,0.0,1.69,1.0,1.68,0.7,0.62,0.81,0.53,0.0,1.02,0.0,0.0,0.0,0.43,0.78,0.0,0.0,0.86,0.0,0.48,0.77,0.0,0.47,0.84,0.91,0.96,0.0,0.49,0.0,0.0,0.0,0.52,0.0,0.83,5.57,4.67,4.17,1.84,1.76,1.72,1.39,1.26,1.04,0.88,1.14,0.56,0.49,0.46,0.46,0.47,0.46,0.0,1.26,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/01/2021,0.0,0.0,5.95,4.75,4.79,0.0,5.61,6.04,4.69,4.94,4.36,4.6,1.2,4.41,0.0,1.93,0.0,0.0,1.69,1.0,1.68,0.7,0.62,0.81,0.53,0.0,1.02,0.0,0.0,0.0,0.43,0.78,0.0,0.0,0.86,0.0,0.48,0.77,0.0,0.47,0.84,0.91,0.96,0.0,0.49,0.0,0.0,0.0,0.52,0.0,0.83,5.57,4.67,4.17,1.84,1.76,1.72,1.39,1.26,1.04,0.88,1.14,0.56,0.49,0.46,0.46,0.47,0.46,0.0,1.26,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/02/2021,0.0,0.0,5.98,4.73,4.88,0.0,5.65,6.11,4.66,4.93,4.32,4.62,1.18,4.38,0.0,1.9,0.0,0.0,1.68,0.98,1.67,0.7,0.62,0.78,0.53,0.0,1.16,0.0,0.0,0.0,0.44,0.78,0.0,0.0,0.86,0.0,0.47,0.77,0.0,0.47,0.85,0.91,0.95,0.0,0.5,0.0,0.0,0.0,0.51,0.0,0.82,5.53,4.73,4.13,1.82,1.76,1.72,1.38,1.23,1.02,0.85,1.14,0.54,0.48,0.46,0.46,0.46,0.45,0.0,1.28,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/03/2021,0.0,0.0,5.99,4.75,4.9,0.0,5.63,6.13,4.75,4.81,4.32,4.58,1.17,4.41,0.0,1.9,0.0,0.0,1.67,0.98,1.68,0.71,0.62,0.79,0.52,0.0,1.15,0.0,0.0,0.0,0.43,0.8,0.0,0.0,0.84,0.0,0.46,0.77,0.0,0.47,0.84,0.91,0.96,0.0,0.49,0.0,0.0,0.0,0.51,0.0,0.83,5.46,4.89,4.14,1.84,1.75,1.65,1.38,1.23,1.02,0.83,1.13,0.55,0.48,0.46,0.45,0.46,0.45,0.0,1.3,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
09/06/2021,0.0,0.0,5.95,4.74,4.84,0.0,5.64,6.2,4.76,4.76,4.31,4.64,1.16,4.46,0.0,1.95,0.0,0.0,1.64,0.95,1.67,0.69,0.62,0.77,0.53,0.0,1.14,0.0,0.0,0.0,0.42,0.78,0.0,0.0,0.85,0.0,0.46,0.77,0.0,0.45,0.85,0.92,0.96,0.0,0.49,0.0,0.0,0.0,0.5,0.0,0.81,5.49,4.97,4.08,1.83,1.77,1.76,1.37,1.22,1.01,0.83,1.12,0.54,0.47,0.46,0.46,0.46,0.44,0.0,1.3,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/07/2021,0.0,0.0,5.96,4.73,4.84,0.0,5.68,6.22,4.75,4.75,4.3,4.62,1.16,4.44,0.0,1.9,0.0,0.0,1.62,0.95,1.67,0.7,0.62,0.77,0.53,0.0,1.15,0.0,0.0,0.0,0.43,0.78,0.0,0.0,0.85,0.0,0.46,0.78,0.0,0.45,0.86,0.93,0.96,0.0,0.49,0.0,0.0,0.0,0.51,0.0,0.82,5.48,4.95,4.07,1.84,1.77,1.76,1.37,1.21,1.01,0.83,1.14,0.54,0.47,0.45,0.47,0.46,0.44,0.0,1.31,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/08/2021,0.0,0.0,5.96,4.73,4.84,0.0,5.68,6.22,4.75,4.75,4.3,4.62,1.16,4.44,0.0,1.9,0.0,0.0,1.62,0.95,1.67,0.7,0.62,0.77,0.53,0.0,1.15,0.0,0.0,0.0,0.43,0.78,0.0,0.0,0.85,0.0,0.46,0.78,0.0,0.45,0.86,0.93,0.96,0.0,0.49,0.0,0.0,0.0,0.51,0.0,0.82,5.48,4.95,4.07,1.84,1.77,1.76,1.37,1.21,1.01,0.83,1.14,0.54,0.47,0.45,0.47,0.46,0.44,0.0,1.31,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/09/2021,0.0,0.0,5.96,4.73,4.84,0.0,5.68,6.22,4.75,4.75,4.3,4.62,1.16,4.44,0.0,1.9,0.0,0.0,1.62,0.95,1.67,0.7,0.62,0.77,0.53,0.0,1.15,0.0,0.0,0.0,0.43,0.78,0.0,0.0,0.85,0.0,0.46,0.78,0.0,0.45,0.86,0.93,0.96,0.0,0.49,0.0,0.0,0.0,0.51,0.0,0.82,5.48,4.95,4.07,1.84,1.77,1.76,1.37,1.21,1.01,0.83,1.14,0.54,0.47,0.45,0.47,0.46,0.44,0.0,1.31,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/10/2021,0.0,0.0,5.95,4.68,4.83,0.0,5.67,6.25,4.74,4.77,4.32,4.65,1.16,4.44,0.0,1.86,0.0,0.0,1.62,0.95,1.68,0.71,0.61,0.78,0.53,0.0,1.15,0.0,0.0,0.0,0.42,0.78,0.0,0.0,0.88,0.0,0.45,0.79,0.0,0.44,0.87,0.92,0.95,0.0,0.49,0.0,0.0,0.0,0.5,0.0,0.81,5.47,4.96,4.12,1.84,1.76,1.77,1.38,1.21,1.02,0.83,1.12,0.54,0.47,0.45,0.47,0.46,0.44,0.0,1.3,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/13/2021,0.0,0.0,5.96,4.69,4.82,0.0,5.65,6.26,4.76,4.67,4.45,4.75,1.16,4.4,0.0,1.82,0.0,0.0,1.65,0.94,1.68,0.72,0.61,0.78,0.53,0.0,1.18,0.0,0.0,0.0,0.43,0.77,0.0,0.0,0.85,0.0,0.45,0.77,0.0,0.45,0.87,0.9,0.95,0.0,0.49,0.0,0.0,0.0,0.51,0.0,0.79,5.44,4.94,4.15,1.83,1.74,1.75,1.37,1.22,1.02,0.83,1.12,0.55,0.47,0.45,0.47,0.45,0.44,0.0,1.3,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/14/2021,0.0,0.0,5.97,4.7,4.88,0.0,5.67,6.3,4.7,4.71,4.45,4.71,1.16,4.41,0.0,1.79,0.0,0.0,1.63,0.93,1.69,0.72,0.61,0.81,0.53,0.0,1.19,0.0,0.0,0.0,0.43,0.77,0.0,0.0,0.87,0.0,0.45,0.77,0.0,0.45,0.85,0.89,0.96,0.0,0.49,0.0,0.0,0.0,0.51,0.0,0.77,5.47,4.87,4.18,1.83,1.72,1.75,1.37,1.21,1.02,0.81,1.12,0.55,0.46,0.45,0.47,0.45,0.44,0.0,1.31,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/15/2021,0.0,0.0,5.97,4.7,4.88,0.0,5.67,6.3,4.7,4.71,4.45,4.71,1.16,4.41,0.0,1.79,0.0,0.0,1.63,0.93,1.69,0.72,0.61,0.81,0.53,0.0,1.19,0.0,0.0,0.0,0.43,0.77,0.0,0.0,0.87,0.0,0.45,0.77,0.0,0.45,0.85,0.89,0.96,0.0,0.49,0.0,0.0,0.0,0.51,0.0,0.77,5.47,4.87,4.18,1.83,1.72,1.75,1.37,1.21,1.02,0.81,1.12,0.55,0.46,0.45,0.47,0.45,0.44,0.0,1.31,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/16/2021,0.0,0.0,5.98,4.7,4.81,0.0,5.68,6.09,4.79,4.71,4.46,4.69,1.18,4.43,0.0,1.79,0.0,0.0,1.54,0.95,1.74,0.73,0.62,0.81,0.53,0.0,1.45,0.0,0.0,0.0,0.43,0.76,0.0,0.0,0.84,0.0,0.44,0.76,0.0,0.45,0.85,0.79,0.94,0.0,0.49,0.0,0.0,0.0,0.5,0.0,0.77,5.5,4.81,4.17,1.87,1.71,1.82,1.37,1.22,1.06,0.82,1.1,0.56,0.47,0.45,0.46,0.45,0.44,0.0,1.28,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/17/2021,0.0,0.0,5.97,4.68,4.87,0.0,5.72,6.06,4.85,4.68,4.46,4.72,1.18,4.48,0.0,1.79,0.0,0.0,1.53,0.93,1.74,0.72,0.62,0.8,0.53,0.0,1.49,0.0,0.0,0.0,0.43,0.74,0.0,0.0,0.83,0.0,0.44,0.76,0.0,0.45,0.83,0.78,0.94,0.0,0.51,0.0,0.0,0.0,0.5,0.0,0.75,5.52,4.78,4.12,1.82,1.72,1.81,1.35,1.2,1.06,0.84,1.08,0.55,0.46,0.45,0.46,0.45,0.43,0.0,1.3,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
09/20/2021,0.0,0.0,5.94,4.66,4.89,0.0,5.68,6.07,4.82,4.63,4.47,4.65,1.18,4.5,0.0,1.81,0.0,0.0,1.52,0.94,1.73,0.73,0.62,0.8,0.54,0.0,1.52,0.0,0.0,0.0,0.42,0.74,0.0,0.0,0.81,0.0,0.44,0.75,0.0,0.43,0.86,0.77,0.93,0.0,0.5,0.0,0.0,0.0,0.49,0.0,0.75,5.53,4.91,4.09,1.84,1.73,1.88,1.38,1.2,1.07,0.84,1.05,0.56,0.46,0.45,0.47,0.44,0.43,0.0,1.29,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/21/2021,0.0,0.0,5.92,4.58,4.94,0.0,5.7,6.08,4.84,4.53,4.5,4.58,1.17,4.47,0.0,1.82,0.0,0.0,1.51,0.93,1.75,0.74,0.63,0.79,0.53,0.0,1.57,0.0,0.0,0.0,0.42,0.74,0.0,0.0,0.79,0.0,0.45,0.75,0.0,0.44,0.89,0.77,0.91,0.0,0.5,0.0,0.0,0.0,0.52,0.0,0.77,5.5,4.91,4.09,1.81,1.75,1.87,1.38,1.21,1.07,0.85,1.07,0.56,0.46,0.46,0.48,0.46,0.43,0.0,1.32,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/22/2021,0.0,0.0,5.92,4.58,4.94,0.0,5.7,6.08,4.84,4.53,4.5,4.58,1.17,4.47,0.0,1.82,0.0,0.0,1.51,0.93,1.75,0.74,0.63,0.79,0.53,0.0,1.57,0.0,0.0,0.0,0.42,0.74,0.0,0.0,0.79,0.0,0.45,0.75,0.0,0.44,0.89,0.77,0.91,0.0,0.5,0.0,0.0,0.0,0.52,0.0,0.77,5.5,4.91,4.09,1.81,1.75,1.87,1.38,1.21,1.07,0.85,1.07,0.56,0.46,0.46,0.48,0.46,0.43,0.0,1.32,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/23/2021,0.0,0.0,5.97,4.59,4.97,0.0,5.79,6.11,4.81,4.47,4.52,4.64,1.13,4.48,0.0,1.84,0.0,0.0,1.51,0.93,1.75,0.72,0.61,0.79,0.52,0.0,1.59,0.0,0.0,0.0,0.43,0.74,0.0,0.0,0.77,0.0,0.44,0.76,0.0,0.44,0.89,0.77,0.95,0.0,0.51,0.0,0.0,0.0,0.51,0.0,0.77,5.48,4.86,4.0,1.81,1.79,1.82,1.36,1.21,1.05,0.86,1.07,0.55,0.46,0.46,0.48,0.45,0.42,0.0,1.34,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/24/2021,0.0,0.0,5.95,4.57,5.06,0.0,5.8,6.14,4.81,4.44,4.52,4.66,1.14,4.47,0.0,1.79,0.0,0.0,1.52,0.93,1.75,0.71,0.61,0.79,0.52,0.0,1.6,0.0,0.0,0.0,0.42,0.74,0.0,0.0,0.76,0.0,0.45,0.76,0.0,0.43,0.88,0.77,0.93,0.0,0.51,0.0,0.0,0.0,0.51,0.0,0.76,5.55,4.85,3.98,1.76,1.78,1.81,1.37,1.22,1.05,0.87,1.08,0.55,0.46,0.46,0.49,0.44,0.42,0.0,1.36,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/27/2021,0.0,0.0,5.95,4.6,4.7,0.0,5.69,6.07,4.99,4.47,4.44,4.51,1.15,4.56,0.0,1.78,0.0,0.0,1.51,0.97,1.73,0.69,0.62,0.81,0.53,0.0,1.77,0.0,0.0,0.0,0.42,0.74,0.0,0.0,0.77,0.0,0.46,0.75,0.0,0.43,0.87,0.78,0.95,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.76,5.65,4.77,4.11,1.75,1.77,1.88,1.42,1.24,1.08,0.83,1.08,0.57,0.47,0.45,0.49,0.45,0.43,0.0,1.32,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
09/28/2021,0.0,0.0,6.04,4.63,4.71,0.0,5.73,6.09,5.1,4.47,4.49,4.53,1.17,4.63,0.0,1.81,0.0,0.0,1.52,0.99,1.75,0.71,0.62,0.83,0.55,0.0,0.66,0.0,0.0,0.0,0.42,0.76,0.0,0.0,0.76,0.0,0.47,0.75,0.0,0.44,0.88,0.77,0.97,0.0,0.5,0.0,0.0,0.0,0.51,0.0,0.77,5.71,4.8,4.17,1.77,1.79,1.95,1.45,1.25,1.09,0.84,1.09,0.58,0.48,0.46,0.51,0.46,0.44,0.0,1.32,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/29/2021,0.0,0.0,6.04,4.63,4.71,0.0,5.73,6.09,5.1,4.47,4.49,4.53,1.17,4.63,0.0,1.81,0.0,0.0,1.52,0.99,1.75,0.71,0.62,0.83,0.55,0.0,0.66,0.0,0.0,0.0,0.42,0.76,0.0,0.0,0.76,0.0,0.47,0.75,0.0,0.44,0.88,0.77,0.97,0.0,0.5,0.0,0.0,0.0,0.51,0.0,0.77,5.71,4.8,4.17,1.77,1.79,1.95,1.45,1.25,1.09,0.84,1.09,0.58,0.48,0.46,0.51,0.46,0.44,0.0,1.32,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/30/2021,0.0,0.0,5.99,4.59,4.58,0.0,5.65,6.02,5.0,4.62,4.48,4.41,1.18,4.62,0.0,1.82,0.0,0.0,1.51,1.01,1.78,0.72,0.63,0.84,0.54,0.0,0.64,0.0,0.0,0.0,0.41,0.77,0.0,0.0,0.79,0.0,0.47,0.75,0.0,0.43,0.94,0.78,0.97,0.0,0.49,0.0,0.0,0.0,0.51,0.0,0.78,5.77,4.77,4.27,1.78,1.76,1.98,1.5,1.25,1.11,0.84,1.08,0.59,0.5,0.46,0.52,0.47,0.45,0.0,1.34,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/01/2021,0.0,0.0,6.0,4.61,4.6,0.0,5.68,6.02,4.7,4.65,4.49,4.42,1.18,4.55,0.0,1.8,0.0,0.0,1.5,1.01,1.78,0.7,0.61,0.84,0.53,0.0,0.89,0.0,0.0,0.0,0.42,0.77,0.0,0.0,0.79,0.0,0.47,0.76,0.0,0.44,0.94,0.79,0.97,0.0,0.5,0.0,0.0,0.0,0.51,0.0,0.78,5.8,4.74,4.27,1.8,1.75,1.98,1.51,1.24,1.12,0.85,1.07,0.6,0.5,0.46,0.53,0.47,0.45,0.0,1.32,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/04/2021,0.0,0.0,6.16,4.59,4.66,0.0,5.74,5.77,4.66,4.57,4.59,4.48,1.18,4.53,0.0,1.77,0.0,0.0,1.54,1.01,1.79,0.62,0.6,0.85,0.54,0.0,0.92,0.0,0.0,0.0,0.42,0.77,0.0,0.0,0.79,0.0,0.47,0.77,0.0,0.44,0.88,0.81,0.99,0.0,0.51,0.0,0.0,0.0,0.52,0.0,0.78,5.83,4.71,4.28,1.78,1.77,2.0,1.52,1.22,1.13,0.86,1.05,0.6,0.5,0.47,0.52,0.48,0.45,0.0,1.33,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/05/2021,0.0,0.0,6.27,4.31,4.51,0.0,5.7,5.73,4.74,4.58,4.51,4.41,1.18,4.57,0.0,1.82,0.0,0.0,1.54,1.02,1.84,0.6,0.6,0.86,0.56,0.0,0.91,0.0,0.0,0.0,0.41,0.76,0.0,0.0,0.8,0.0,0.47,0.77,0.0,0.44,0.9,0.83,0.99,0.0,0.5,0.0,0.0,0.0,0.51,0.0,0.78,5.81,4.62,4.33,1.79,1.78,2.01,1.53,1.24,1.15,0.86,1.05,0.61,0.5,0.46,0.54,0.48,0.45,0.0,1.32,0.78,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
10/06/2021,0.0,0.0,6.27,4.31,4.51,0.0,5.7,5.73,4.74,4.58,4.51,4.41,1.18,4.57,0.0,1.82,0.0,0.0,1.54,1.02,1.84,0.6,0.6,0.86,0.56,0.0,0.91,0.0,0.0,0.0,0.41,0.76,0.0,0.0,0.8,0.0,0.47,0.77,0.0,0.44,0.9,0.83,0.99,0.0,0.5,0.0,0.0,0.0,0.51,0.0,0.78,5.81,4.62,4.33,1.79,1.78,2.01,1.53,1.24,1.15,0.86,1.05,0.61,0.5,0.46,0.54,0.48,0.45,0.0,1.32,0.78,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
10/07/2021,0.0,0.0,6.29,4.35,4.44,0.0,5.71,5.8,4.69,4.55,4.52,4.45,1.17,4.55,0.0,1.8,0.0,0.0,1.55,1.02,1.85,0.59,0.58,0.87,0.56,0.0,0.91,0.0,0.0,0.0,0.42,0.75,0.0,0.0,0.81,0.0,0.47,0.79,0.0,0.43,0.9,0.83,1.0,0.0,0.5,0.0,0.0,0.0,0.51,0.0,0.78,5.81,4.6,4.33,1.78,1.79,2.05,1.54,1.24,1.15,0.87,1.04,0.61,0.5,0.46,0.54,0.48,0.46,0.0,1.32,0.79,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/08/2021,0.0,0.0,6.22,4.37,4.41,0.0,5.68,5.73,4.73,4.6,4.53,4.4,1.19,4.63,0.0,1.81,0.0,0.0,1.56,1.01,1.83,0.58,0.6,0.86,0.57,0.0,0.9,0.0,0.0,0.0,0.41,0.77,0.0,0.0,0.82,0.0,0.48,0.79,0.0,0.45,0.92,0.84,1.01,0.0,0.5,0.0,0.0,0.0,0.51,0.0,0.78,5.78,4.62,4.35,1.77,1.78,2.05,1.53,1.24,1.16,0.86,1.05,0.62,0.5,0.46,0.54,0.48,0.46,0.0,1.3,0.79,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/11/2021,0.0,0.0,6.13,4.34,4.44,0.0,5.59,5.74,4.67,4.53,4.51,4.42,1.21,4.6,0.0,1.81,0.0,0.0,1.6,1.0,1.84,0.6,0.6,0.86,0.57,0.0,1.16,0.0,0.0,0.0,0.41,0.78,0.0,0.0,0.82,0.0,0.47,0.76,0.0,0.45,0.94,0.84,1.18,0.0,0.5,0.0,0.0,0.0,0.51,0.0,0.78,5.76,4.67,4.31,1.79,1.75,2.05,1.53,1.23,1.16,0.88,1.05,0.61,0.5,0.46,0.54,0.48,0.46,0.0,1.28,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95999999999998
10/12/2021,0.0,0.0,6.19,4.35,4.43,0.0,5.52,5.77,4.61,4.54,4.47,4.42,1.23,4.59,0.0,1.8,0.0,0.0,1.6,1.01,1.85,0.6,0.6,0.86,0.58,0.0,1.16,0.0,0.0,0.0,0.41,0.76,0.0,0.0,0.82,0.0,0.47,0.76,0.0,0.45,0.93,0.85,1.09,0.0,0.5,0.0,0.0,0.0,0.52,0.0,0.78,5.94,4.63,4.32,1.79,1.75,2.07,1.53,1.22,1.17,0.88,1.05,0.62,0.5,0.46,0.54,0.48,0.47,0.0,1.27,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98999999999998
10/13/2021,0.0,0.0,6.19,4.35,4.43,0.0,5.52,5.77,4.61,4.54,4.47,4.42,1.23,4.59,0.0,1.8,0.0,0.0,1.6,1.01,1.85,0.6,0.6,0.86,0.58,0.0,1.16,0.0,0.0,0.0,0.41,0.76,0.0,0.0,0.82,0.0,0.47,0.76,0.0,0.45,0.93,0.85,1.09,0.0,0.5,0.0,0.0,0.0,0.52,0.0,0.78,5.94,4.63,4.32,1.79,1.75,2.07,1.53,1.22,1.17,0.88,1.05,0.62,0.5,0.46,0.54,0.48,0.47,0.0,1.27,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98999999999998
10/14/2021,0.0,0.0,6.17,4.47,4.44,0.0,5.42,5.78,4.64,4.51,4.48,4.38,1.21,4.6,0.0,1.77,0.0,0.0,1.59,1.01,1.86,0.62,0.59,0.85,0.57,0.0,1.16,0.0,0.0,0.0,0.41,0.78,0.0,0.0,0.83,0.0,0.46,0.76,0.0,0.45,0.91,0.85,1.1,0.0,0.5,0.0,0.0,0.0,0.51,0.0,0.79,6.04,4.64,4.28,1.77,1.74,2.08,1.51,1.22,1.17,0.89,1.07,0.61,0.5,0.45,0.55,0.47,0.46,0.0,1.28,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/15/2021,0.0,0.0,6.1,4.48,4.41,0.0,5.35,5.85,4.59,4.49,4.49,4.41,1.21,4.52,1.29,1.77,0.0,0.0,1.6,1.01,1.87,0.62,0.56,0.85,0.58,0.0,1.16,0.0,0.0,0.0,0.42,0.78,0.0,0.0,0.83,0.0,0.47,0.77,0.0,0.45,0.9,0.85,1.09,0.0,0.5,0.0,0.0,0.0,0.52,0.0,0.81,6.13,4.66,4.28,1.75,1.73,2.1,1.51,1.24,1.17,0.89,1.1,0.61,0.5,0.45,0.55,0.47,0.46,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/18/2021,0.0,0.0,6.12,4.41,4.38,0.0,5.32,5.94,4.66,4.49,4.47,4.41,1.2,4.61,1.27,1.72,0.0,0.0,1.56,1.01,1.86,0.61,0.57,0.84,0.57,0.0,1.13,0.0,0.0,0.0,0.4,0.77,0.0,0.0,0.83,0.0,0.46,0.76,0.0,0.45,0.9,0.84,1.08,0.0,0.49,0.0,0.0,0.0,0.5,0.0,0.79,6.17,4.9,4.28,1.77,1.69,2.12,1.49,1.24,1.17,0.86,1.14,0.6,0.5,0.44,0.54,0.47,0.46,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/19/2021,5.97,5.92,4.9,2.99,0.0,0.0,5.99,0.0,0.0,5.97,4.82,4.85,1.49,1.87,0.0,1.62,2.48,0.83,1.41,1.46,0.0,1.28,0.67,0.0,0.0,0.8,0.96,0.0,0.0,0.0,0.68,0.86,0.0,0.0,0.84,0.0,0.69,0.85,0.0,0.68,0.85,0.83,0.0,0.0,0.68,0.0,0.0,0.0,0.68,0.0,0.84,0.0,0.0,0.0,2.56,1.33,1.09,1.74,2.27,0.0,0.99,0.86,0.0,0.87,0.68,0.0,0.68,0.67,0.0,0.0,0.84,0.0,4.89,4.85,4.79,1.39,1.25,0.87,0.86,0.86,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95000000000002
10/20/2021,5.97,5.92,4.9,2.99,0.0,0.0,5.99,0.0,0.0,5.97,4.82,4.85,1.49,1.87,0.0,1.62,2.48,0.83,1.41,1.46,0.0,1.28,0.67,0.0,0.0,0.8,0.96,0.0,0.0,0.0,0.68,0.86,0.0,0.0,0.84,0.0,0.69,0.85,0.0,0.68,0.85,0.83,0.0,0.0,0.68,0.0,0.0,0.0,0.68,0.0,0.84,0.0,0.0,0.0,2.56,1.33,1.09,1.74,2.27,0.0,0.99,0.86,0.0,0.87,0.68,0.0,0.68,0.67,0.0,0.0,0.84,0.0,4.89,4.85,4.79,1.39,1.25,0.87,0.86,0.86,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95000000000002
