,PLD,PSA,DLR,SPG,Vonovia SE,EQIX,WELL,AVB,EQR,ARE,O,EXR,INVH,8801.T,VTR,DWNI.DE,16.HK,823.HK,ESS,MAA,SUI,SGRO.L,8802.T,PEAK,BXP,DRE,1113.HK,VICI,UDR,8830.T,WPC,ELS,CPT,URW.AS,MPW,HST,AMH,LEG.DE,REG,SCG.AX,VER,GLPI,US Dollar,1997.HK,COLD,CUBE,8951.T,Aroundtown S.A.,CONE,FRT,Dexus / New,OHI,STOR,MGR.AX,LSI,KIM,CAR.UN.TO,8952.T,NNN,GFC.PA,KRC,SGP.AX,VNO,AIRC,REXR,SPSN.SW,8953.T,New World Development Company Limited,A17U.SI,C31.SI,CAST.ST,3283.T,3462.T,C38U.SI,GLP J-REIT,GPT.AX,FR,ACC,BRX,EGP,Fastighets AB Balder (Class B),LAND.L,BLND.L,Daiwa House Residential Investment Corporation,12.HK,STAG,HTA,REI.UN.TO,COR,SLG,Warehouses De Pauw Comm. VA,SRC,CUZ,83.HK,DEI,PSPN.SW,H78.SI,QTS,Sagax AB (Class B),"ORIX JREIT, Inc.",AED.BR,LI.PA,UTG.L,101.HK,ADC,Derwent London Plc,IIPR,BBOX.L,M44U.SI,SBB B.ST,PK,KOJAMO.HE,AP.UN.TO,HIW,COFB.BR,Advance Residence Investment Corporation,Covivo,Fabege AB,HR,TRNO,United Urban Investment Corporation,VCX.AX,TEG.DE,3003.T,GRT.UN.TO,HPP,JBGS,DOC,RHP,SBRA,Industrial & Infrastructure Fund Investment Corporation,WRI,ME8U.SI,EPR,HR.UN.TO,ENTRA.OL,DBRG,MRL.MC,NSA,N2IU.SI,8955.T,"Sekisui House Reit, Inc.",MAC,"Inmobiliaria Colonial, S.A.",BNL,AOX.DE,CAI.VI,OFC,EPRT,LXP,Activia Properties Inc.,3231.T,Wihlborgs Fastigheter AB,1972.HK,SRU.UN.TO,PSB,FCR.UN.TO,Nippon Accommodations Fund Inc.,EQC,CHP.UN.TO,BYG.L,APLE,3466.T,NHI,8804.T,SAFE.L,Primary Health Properties Plc,PEB,Kenedix Office Investment Corporation,LondonMetric Property Plc,Japan Hotel REIT Investment Corporation,ICAD.PA,BUOU.SI,ALLN.SW,WALL B.ST,U14.SI,SITC,3471.T,Japan Logistics Fund Inc.,Assura Plc,GRI.L,KLED.ST,SHO,RPAI,NYF.ST,Mori Hills REIT Investment Corp.,14.HK,Great Portland Estates Plc,GYC.DE,C09.SI,AZRG.TA,ADO Properties SA,KW,T82U.SI,SMU.UN.TO,Shaftesbury Plc,RLJ,AJBU.SI,PDM,Japan Rental Housing Investments Inc.,MOBN.SW,VNA.DE,AT1.DE,DXS.AX,3281.T,17.HK,BALD B.ST,8984.T,WDP.BR,SAGAB.ST,8954.T,MISXX,DLN.L,COV.PA,FABG.ST,8960.T,3269.T,3249.T,COL.MC,3309.T,3279.T,WIHL.ST,3226.T,LMP.L,PHP.L,8972.T,AGR.L,8985.T,GPOR.L,8967.T,ADJ.DE,3234.T,SHB.L,BDN,CSH.UN.TO,3292.T,8964.T,Morgan Stanley Instl Lqudty Trs Instl,CTRE,DIR-U.NE,TCN.TO,AEON REIT Investment Corporation,n/a,777.DE,8986.T,CXP,SCP.AX,WRE,CLI.SI,IRT,UE,9CI.SI,DIR.UN.TO,ROIC,FCPT,KRG,COREB.ST,XHR,SKT,NSR.AX,HMSO.L,DRH,GPE.L,CLW.AX,NWH.UN.TO,IVT,SUM
08/10/2021,4.92,2.36,2.27,2.27,0.0,1.89,1.83,1.64,1.61,1.57,1.36,1.18,1.17,1.11,1.12,1.1,1.04,1.02,1.09,1.12,1.12,1.07,0.92,1.01,0.95,0.98,0.82,0.84,0.83,0.66,0.73,0.75,0.72,0.64,0.61,0.58,0.6,0.58,0.58,0.52,0.58,0.55,0.0,0.42,0.48,0.52,0.5,0.0,0.48,0.48,0.0,0.42,0.45,0.44,0.47,0.65,0.44,0.41,0.44,0.42,0.4,0.4,0.39,0.42,0.43,0.41,0.36,0.0,0.39,0.4,0.39,0.4,0.36,0.36,0.0,0.35,0.36,0.35,0.36,0.35,0.0,0.37,0.35,0.0,0.29,0.34,0.32,0.29,0.31,0.26,0.0,0.3,0.3,0.28,0.28,0.3,0.26,0.27,0.0,0.0,0.27,0.24,0.28,0.28,0.26,0.0,0.28,0.27,0.23,0.27,0.23,0.25,0.23,0.25,0.25,0.0,0.0,0.0,0.23,0.24,0.0,0.23,0.22,0.22,0.2,0.2,0.2,0.2,0.22,0.19,0.0,0.0,0.21,0.19,0.19,0.21,0.17,0.2,0.22,0.18,0.17,0.0,0.17,0.0,0.2,0.19,0.0,0.17,0.18,0.19,0.0,0.14,0.0,0.15,0.16,0.16,0.16,0.0,0.16,0.15,0.17,0.16,0.17,0.15,0.15,0.16,0.0,0.15,0.0,0.0,0.0,0.15,0.15,0.15,0.14,0.14,0.14,0.15,0.0,0.0,0.15,0.14,0.12,0.14,0.15,0.0,0.12,0.0,0.13,0.12,0.15,0.0,0.13,0.0,0.12,0.0,0.12,0.12,0.12,0.0,0.11,2.02,0.5,0.43,0.39,0.35,0.37,0.32,0.31,0.33,0.25,0.22,0.27,0.25,0.23,0.23,0.23,0.19,0.18,0.18,0.15,0.16,0.14,0.16,0.16,0.14,0.15,0.13,0.14,0.13,0.0,0.12,0.13,0.12,0.11,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.09
08/11/2021,4.92,2.36,2.27,2.27,0.0,1.89,1.83,1.64,1.61,1.57,1.36,1.18,1.17,1.11,1.12,1.1,1.04,1.02,1.09,1.12,1.12,1.07,0.92,1.01,0.95,0.98,0.82,0.84,0.83,0.66,0.73,0.75,0.72,0.64,0.61,0.58,0.6,0.58,0.58,0.52,0.58,0.55,0.0,0.42,0.48,0.52,0.5,0.0,0.48,0.48,0.0,0.42,0.45,0.44,0.47,0.65,0.44,0.41,0.44,0.42,0.4,0.4,0.39,0.42,0.43,0.41,0.36,0.0,0.39,0.4,0.39,0.4,0.36,0.36,0.0,0.35,0.36,0.35,0.36,0.35,0.0,0.37,0.35,0.0,0.29,0.34,0.32,0.29,0.31,0.26,0.0,0.3,0.3,0.28,0.28,0.3,0.26,0.27,0.0,0.0,0.27,0.24,0.28,0.28,0.26,0.0,0.28,0.27,0.23,0.27,0.23,0.25,0.23,0.25,0.25,0.0,0.0,0.0,0.23,0.24,0.0,0.23,0.22,0.22,0.2,0.2,0.2,0.2,0.22,0.19,0.0,0.0,0.21,0.19,0.19,0.21,0.17,0.2,0.22,0.18,0.17,0.0,0.17,0.0,0.2,0.19,0.0,0.17,0.18,0.19,0.0,0.14,0.0,0.15,0.16,0.16,0.16,0.0,0.16,0.15,0.17,0.16,0.17,0.15,0.15,0.16,0.0,0.15,0.0,0.0,0.0,0.15,0.15,0.15,0.14,0.14,0.14,0.15,0.0,0.0,0.15,0.14,0.12,0.14,0.15,0.0,0.12,0.0,0.13,0.12,0.15,0.0,0.13,0.0,0.12,0.0,0.12,0.12,0.12,0.0,0.11,2.02,0.5,0.43,0.39,0.35,0.37,0.32,0.31,0.33,0.25,0.22,0.27,0.25,0.23,0.23,0.23,0.19,0.18,0.18,0.15,0.16,0.14,0.16,0.16,0.14,0.15,0.13,0.14,0.13,0.0,0.12,0.13,0.12,0.11,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.09
08/13/2021,4.97,2.44,2.26,2.25,0.0,1.86,1.85,1.62,1.58,1.56,1.37,1.19,1.15,1.09,1.11,1.11,1.04,1.01,1.07,1.1,1.11,1.08,0.92,0.99,0.95,0.98,0.81,0.83,0.83,0.67,0.71,0.74,0.7,0.62,0.6,0.59,0.59,0.59,0.58,0.52,0.58,0.54,0.0,0.44,0.48,0.52,0.51,0.0,0.47,0.48,0.0,0.43,0.45,0.45,0.48,0.66,0.44,0.41,0.43,0.42,0.4,0.41,0.38,0.41,0.42,0.41,0.36,0.0,0.39,0.4,0.4,0.4,0.36,0.36,0.0,0.35,0.37,0.34,0.36,0.35,0.0,0.37,0.35,0.0,0.3,0.34,0.33,0.29,0.31,0.26,0.0,0.3,0.3,0.29,0.28,0.3,0.27,0.28,0.0,0.0,0.27,0.23,0.27,0.28,0.26,0.0,0.28,0.27,0.24,0.27,0.23,0.25,0.23,0.25,0.25,0.0,0.0,0.0,0.22,0.24,0.0,0.23,0.22,0.22,0.21,0.2,0.19,0.2,0.21,0.19,0.0,0.0,0.21,0.2,0.2,0.22,0.18,0.2,0.22,0.18,0.17,0.0,0.17,0.0,0.2,0.2,0.0,0.16,0.18,0.19,0.0,0.15,0.0,0.16,0.16,0.16,0.16,0.0,0.16,0.16,0.17,0.16,0.17,0.14,0.15,0.16,0.0,0.15,0.0,0.0,0.0,0.15,0.15,0.15,0.14,0.14,0.14,0.15,0.0,0.0,0.15,0.14,0.12,0.14,0.15,0.0,0.12,0.0,0.13,0.12,0.15,0.0,0.13,0.12,0.13,0.0,0.12,0.12,0.12,0.0,0.0,2.01,0.5,0.43,0.39,0.35,0.38,0.32,0.32,0.33,0.25,0.0,0.27,0.24,0.24,0.23,0.23,0.19,0.18,0.18,0.15,0.17,0.14,0.16,0.16,0.14,0.15,0.14,0.14,0.13,0.0,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.11
08/16/2021,4.96,2.46,2.29,2.26,0.0,1.88,1.81,1.6,1.56,1.55,1.37,1.19,1.15,1.09,1.1,1.11,1.04,1.01,1.06,1.1,1.12,1.06,0.93,0.98,0.95,0.98,0.81,0.84,0.81,0.69,0.71,0.74,0.71,0.61,0.6,0.58,0.59,0.6,0.58,0.52,0.59,0.55,0.0,0.44,0.48,0.52,0.51,0.0,0.48,0.48,0.0,0.42,0.45,0.45,0.48,0.66,0.44,0.42,0.43,0.42,0.4,0.4,0.38,0.4,0.42,0.42,0.36,0.0,0.39,0.4,0.4,0.4,0.36,0.36,0.0,0.35,0.36,0.35,0.36,0.35,0.0,0.37,0.35,0.0,0.3,0.34,0.33,0.29,0.31,0.26,0.0,0.3,0.3,0.28,0.27,0.3,0.26,0.27,0.0,0.0,0.27,0.23,0.28,0.28,0.26,0.0,0.28,0.28,0.23,0.27,0.23,0.25,0.23,0.24,0.25,0.0,0.0,0.0,0.22,0.24,0.0,0.23,0.22,0.22,0.21,0.2,0.19,0.2,0.22,0.19,0.0,0.0,0.21,0.19,0.2,0.22,0.18,0.2,0.22,0.18,0.17,0.0,0.17,0.0,0.19,0.19,0.0,0.16,0.18,0.19,0.0,0.15,0.0,0.15,0.16,0.16,0.16,0.0,0.16,0.16,0.17,0.16,0.16,0.14,0.16,0.16,0.0,0.15,0.0,0.0,0.0,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.0,0.0,0.15,0.14,0.12,0.14,0.15,0.0,0.0,0.0,0.14,0.12,0.15,0.0,0.13,0.0,0.14,0.0,0.12,0.12,0.12,0.0,0.12,2.02,0.5,0.43,0.39,0.35,0.38,0.32,0.32,0.33,0.25,0.22,0.27,0.24,0.24,0.22,0.23,0.19,0.18,0.18,0.15,0.17,0.14,0.16,0.16,0.15,0.15,0.14,0.14,0.13,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.03999999999999
08/17/2021,5.0,2.44,2.29,2.24,0.0,1.87,1.83,1.61,1.57,1.54,1.38,1.18,1.16,1.09,1.1,1.11,1.03,1.0,1.05,1.1,1.12,1.08,0.93,0.99,0.95,0.98,0.81,0.83,0.81,0.67,0.71,0.74,0.71,0.62,0.6,0.57,0.58,0.61,0.57,0.5,0.59,0.55,0.0,0.44,0.48,0.52,0.51,0.0,0.47,0.48,0.0,0.42,0.45,0.45,0.47,0.66,0.43,0.41,0.43,0.42,0.4,0.41,0.38,0.4,0.42,0.42,0.35,0.0,0.38,0.4,0.4,0.4,0.36,0.35,0.0,0.34,0.36,0.34,0.36,0.36,0.0,0.37,0.35,0.0,0.3,0.34,0.33,0.29,0.31,0.26,0.0,0.3,0.3,0.27,0.27,0.3,0.26,0.27,0.0,0.0,0.27,0.24,0.28,0.28,0.26,0.0,0.28,0.28,0.23,0.28,0.22,0.25,0.23,0.24,0.25,0.0,0.0,0.0,0.22,0.24,0.0,0.23,0.22,0.22,0.21,0.2,0.19,0.21,0.22,0.19,0.0,0.0,0.21,0.19,0.19,0.22,0.17,0.2,0.22,0.17,0.17,0.0,0.17,0.0,0.2,0.19,0.0,0.16,0.19,0.19,0.0,0.15,0.0,0.15,0.16,0.16,0.16,0.0,0.16,0.16,0.18,0.16,0.16,0.14,0.16,0.16,0.0,0.14,0.0,0.0,0.0,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.0,0.0,0.15,0.14,0.12,0.14,0.15,0.0,0.0,0.0,0.14,0.12,0.15,0.0,0.13,0.0,0.14,0.0,0.12,0.12,0.12,0.0,0.12,2.03,0.51,0.43,0.39,0.35,0.39,0.32,0.32,0.34,0.25,0.25,0.27,0.25,0.24,0.22,0.23,0.19,0.19,0.18,0.15,0.17,0.14,0.16,0.16,0.15,0.15,0.13,0.14,0.13,0.12,0.12,0.13,0.12,0.12,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.05000000000001
08/18/2021,5.0,2.44,2.29,2.24,0.0,1.87,1.83,1.61,1.57,1.54,1.38,1.18,1.16,1.09,1.1,1.11,1.03,1.0,1.05,1.1,1.12,1.08,0.93,0.99,0.95,0.98,0.81,0.83,0.81,0.67,0.71,0.74,0.71,0.62,0.6,0.57,0.58,0.61,0.57,0.5,0.59,0.55,0.0,0.44,0.48,0.52,0.51,0.0,0.47,0.48,0.0,0.42,0.45,0.45,0.47,0.66,0.43,0.41,0.43,0.42,0.4,0.41,0.38,0.4,0.42,0.42,0.35,0.0,0.38,0.4,0.4,0.4,0.36,0.35,0.0,0.34,0.36,0.34,0.36,0.36,0.0,0.37,0.35,0.0,0.3,0.34,0.33,0.29,0.31,0.26,0.0,0.3,0.3,0.27,0.27,0.3,0.26,0.27,0.0,0.0,0.27,0.24,0.28,0.28,0.26,0.0,0.28,0.28,0.23,0.28,0.22,0.25,0.23,0.24,0.25,0.0,0.0,0.0,0.22,0.24,0.0,0.23,0.22,0.22,0.21,0.2,0.19,0.21,0.22,0.19,0.0,0.0,0.21,0.19,0.19,0.22,0.17,0.2,0.22,0.17,0.17,0.0,0.17,0.0,0.2,0.19,0.0,0.16,0.19,0.19,0.0,0.15,0.0,0.15,0.16,0.16,0.16,0.0,0.16,0.16,0.18,0.16,0.16,0.14,0.16,0.16,0.0,0.14,0.0,0.0,0.0,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.0,0.0,0.15,0.14,0.12,0.14,0.15,0.0,0.0,0.0,0.14,0.12,0.15,0.0,0.13,0.0,0.14,0.0,0.12,0.12,0.12,0.0,0.12,2.03,0.51,0.43,0.39,0.35,0.39,0.32,0.32,0.34,0.25,0.0,0.27,0.25,0.24,0.22,0.23,0.19,0.19,0.18,0.15,0.17,0.14,0.16,0.16,0.15,0.15,0.13,0.14,0.13,0.12,0.12,0.13,0.12,0.12,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.05000000000001
08/19/2021,5.07,2.47,2.33,2.2,0.0,1.89,1.83,1.61,1.57,1.55,1.39,1.18,1.16,1.07,1.09,1.1,1.03,1.01,1.05,1.11,1.12,1.08,0.92,0.99,0.94,0.98,0.81,0.83,0.81,0.65,0.72,0.74,0.71,0.61,0.59,0.56,0.59,0.61,0.57,0.5,0.59,0.55,0.0,0.44,0.48,0.52,0.51,0.0,0.48,0.47,0.0,0.41,0.45,0.45,0.47,0.65,0.42,0.41,0.43,0.42,0.4,0.41,0.38,0.41,0.42,0.42,0.35,0.0,0.38,0.4,0.41,0.4,0.36,0.35,0.0,0.35,0.36,0.34,0.35,0.36,0.0,0.37,0.35,0.0,0.3,0.35,0.32,0.29,0.32,0.26,0.0,0.3,0.3,0.28,0.27,0.3,0.26,0.27,0.0,0.0,0.27,0.23,0.28,0.28,0.26,0.0,0.28,0.29,0.23,0.28,0.22,0.25,0.22,0.24,0.25,0.0,0.0,0.0,0.22,0.24,0.0,0.23,0.22,0.22,0.21,0.2,0.19,0.2,0.21,0.18,0.0,0.0,0.2,0.19,0.19,0.22,0.17,0.2,0.22,0.18,0.18,0.0,0.16,0.0,0.19,0.2,0.0,0.16,0.18,0.19,0.0,0.15,0.0,0.15,0.16,0.16,0.16,0.0,0.16,0.16,0.17,0.16,0.17,0.14,0.15,0.16,0.0,0.14,0.0,0.0,0.0,0.15,0.15,0.15,0.15,0.13,0.14,0.15,0.0,0.0,0.15,0.14,0.12,0.14,0.15,0.0,0.12,0.0,0.13,0.12,0.15,0.0,0.13,0.0,0.14,0.0,0.12,0.12,0.12,0.0,0.12,2.04,0.5,0.44,0.39,0.35,0.39,0.32,0.33,0.34,0.25,0.27,0.27,0.25,0.24,0.22,0.23,0.19,0.19,0.18,0.15,0.17,0.14,0.16,0.16,0.15,0.15,0.13,0.14,0.14,0.0,0.12,0.13,0.12,0.12,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.1
08/20/2021,5.12,2.49,2.35,2.16,0.0,1.92,1.85,1.62,1.57,1.56,1.4,1.2,1.16,1.06,1.09,1.11,1.04,1.01,1.07,1.12,1.12,1.08,0.92,1.0,0.94,0.99,0.81,0.83,0.81,0.65,0.72,0.75,0.72,0.6,0.6,0.55,0.58,0.6,0.56,0.49,0.6,0.55,0.0,0.43,0.48,0.53,0.52,0.0,0.48,0.47,0.0,0.42,0.45,0.44,0.48,0.64,0.42,0.42,0.43,0.42,0.4,0.41,0.38,0.41,0.43,0.42,0.35,0.0,0.38,0.39,0.41,0.4,0.36,0.35,0.0,0.35,0.37,0.34,0.35,0.36,0.0,0.37,0.34,0.0,0.3,0.35,0.32,0.28,0.32,0.26,0.0,0.3,0.3,0.27,0.28,0.3,0.26,0.27,0.0,0.0,0.27,0.23,0.28,0.28,0.26,0.0,0.28,0.28,0.23,0.27,0.21,0.25,0.22,0.24,0.25,0.0,0.0,0.0,0.22,0.24,0.0,0.22,0.22,0.22,0.21,0.2,0.19,0.2,0.21,0.18,0.0,0.0,0.2,0.19,0.19,0.22,0.17,0.2,0.22,0.17,0.17,0.0,0.16,0.0,0.19,0.19,0.0,0.17,0.19,0.19,0.0,0.15,0.0,0.16,0.16,0.16,0.16,0.0,0.16,0.16,0.17,0.16,0.16,0.14,0.15,0.16,0.0,0.14,0.0,0.0,0.0,0.14,0.15,0.15,0.15,0.13,0.13,0.15,0.0,0.0,0.15,0.14,0.12,0.13,0.15,0.0,0.12,0.0,0.14,0.12,0.15,0.0,0.13,0.12,0.14,0.0,0.12,0.12,0.12,0.0,0.12,2.05,0.49,0.43,0.39,0.35,0.38,0.32,0.33,0.33,0.25,0.27,0.27,0.24,0.24,0.23,0.22,0.19,0.18,0.18,0.16,0.17,0.14,0.16,0.16,0.15,0.15,0.13,0.14,0.14,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.18
08/23/2021,5.12,2.53,2.38,2.18,0.0,1.94,1.83,1.63,1.58,1.56,1.39,1.21,1.19,1.05,1.07,1.11,1.05,1.02,1.08,1.12,1.14,1.09,0.91,0.99,0.92,0.99,0.82,0.82,0.82,0.64,0.71,0.75,0.72,0.6,0.59,0.54,0.59,0.61,0.57,0.49,0.59,0.54,0.0,0.43,0.49,0.53,0.5,0.0,0.48,0.46,0.0,0.4,0.45,0.45,0.48,0.64,0.41,0.41,0.43,0.42,0.39,0.4,0.37,0.41,0.43,0.42,0.35,0.0,0.39,0.39,0.4,0.4,0.37,0.35,0.0,0.34,0.37,0.35,0.35,0.36,0.0,0.36,0.34,0.0,0.3,0.35,0.34,0.28,0.32,0.26,0.0,0.29,0.3,0.27,0.28,0.3,0.26,0.28,0.0,0.0,0.27,0.23,0.28,0.28,0.26,0.0,0.28,0.28,0.23,0.28,0.21,0.24,0.22,0.24,0.25,0.0,0.0,0.0,0.22,0.24,0.0,0.22,0.22,0.22,0.21,0.2,0.19,0.21,0.2,0.17,0.0,0.0,0.21,0.18,0.18,0.21,0.16,0.2,0.22,0.17,0.18,0.0,0.16,0.0,0.19,0.19,0.0,0.17,0.18,0.19,0.0,0.15,0.0,0.16,0.16,0.16,0.15,0.0,0.16,0.16,0.18,0.16,0.17,0.13,0.15,0.16,0.0,0.14,0.0,0.0,0.0,0.14,0.15,0.15,0.14,0.13,0.14,0.15,0.0,0.0,0.15,0.14,0.12,0.14,0.15,0.0,0.12,0.0,0.14,0.12,0.16,0.0,0.13,0.12,0.13,0.0,0.0,0.12,0.12,0.0,0.12,2.07,0.49,0.42,0.39,0.35,0.38,0.32,0.33,0.33,0.25,0.29,0.27,0.24,0.24,0.22,0.22,0.19,0.18,0.18,0.15,0.17,0.14,0.16,0.15,0.15,0.14,0.13,0.14,0.14,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.19
08/24/2021,5.13,2.53,2.37,2.18,0.0,1.94,1.82,1.62,1.58,1.57,1.39,1.21,1.19,1.06,1.06,1.11,1.07,1.03,1.07,1.12,1.14,1.09,0.91,0.98,0.91,0.99,0.81,0.82,0.81,0.64,0.71,0.75,0.72,0.6,0.6,0.55,0.59,0.61,0.57,0.49,0.59,0.54,0.0,0.43,0.49,0.53,0.5,0.0,0.48,0.46,0.0,0.4,0.45,0.45,0.48,0.64,0.42,0.41,0.42,0.41,0.39,0.4,0.37,0.4,0.43,0.42,0.35,0.0,0.39,0.4,0.41,0.4,0.37,0.35,0.0,0.35,0.37,0.35,0.35,0.36,0.0,0.36,0.34,0.0,0.3,0.35,0.33,0.28,0.32,0.26,0.0,0.29,0.29,0.27,0.27,0.29,0.25,0.28,0.0,0.0,0.27,0.23,0.28,0.27,0.26,0.0,0.29,0.29,0.23,0.28,0.21,0.23,0.22,0.24,0.25,0.0,0.0,0.0,0.22,0.23,0.0,0.22,0.22,0.22,0.21,0.2,0.19,0.21,0.21,0.17,0.0,0.0,0.21,0.18,0.18,0.21,0.17,0.2,0.22,0.18,0.17,0.0,0.16,0.0,0.19,0.19,0.0,0.17,0.19,0.19,0.0,0.15,0.0,0.16,0.16,0.16,0.15,0.0,0.16,0.16,0.18,0.16,0.16,0.13,0.15,0.17,0.0,0.14,0.0,0.0,0.0,0.14,0.15,0.15,0.15,0.13,0.14,0.15,0.0,0.0,0.15,0.14,0.12,0.14,0.15,0.0,0.12,0.0,0.14,0.12,0.16,0.0,0.13,0.12,0.14,0.0,0.12,0.12,0.0,0.0,0.12,2.08,0.5,0.43,0.39,0.35,0.38,0.32,0.33,0.34,0.25,0.31,0.27,0.24,0.24,0.22,0.22,0.19,0.18,0.18,0.15,0.17,0.14,0.16,0.15,0.15,0.14,0.13,0.14,0.14,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.24
08/25/2021,5.13,2.53,2.37,2.18,0.0,1.94,1.82,1.62,1.58,1.57,1.39,1.21,1.19,1.06,1.06,1.11,1.07,1.03,1.07,1.12,1.14,1.09,0.91,0.98,0.91,0.99,0.81,0.82,0.81,0.64,0.71,0.75,0.72,0.6,0.6,0.55,0.59,0.61,0.57,0.49,0.59,0.54,0.0,0.43,0.49,0.53,0.5,0.0,0.48,0.46,0.0,0.4,0.45,0.45,0.48,0.64,0.42,0.41,0.42,0.41,0.39,0.4,0.37,0.4,0.43,0.42,0.35,0.0,0.39,0.4,0.41,0.4,0.37,0.35,0.0,0.35,0.37,0.35,0.35,0.36,0.0,0.36,0.34,0.0,0.3,0.35,0.33,0.28,0.32,0.26,0.0,0.29,0.29,0.27,0.27,0.29,0.25,0.28,0.0,0.0,0.27,0.23,0.28,0.27,0.26,0.0,0.29,0.29,0.23,0.28,0.21,0.23,0.22,0.24,0.25,0.0,0.0,0.0,0.22,0.23,0.0,0.22,0.22,0.22,0.21,0.2,0.19,0.21,0.21,0.17,0.0,0.0,0.21,0.18,0.18,0.21,0.17,0.2,0.22,0.18,0.17,0.0,0.16,0.0,0.19,0.19,0.0,0.17,0.19,0.19,0.0,0.15,0.0,0.16,0.16,0.16,0.15,0.0,0.16,0.16,0.18,0.16,0.16,0.13,0.15,0.17,0.0,0.14,0.0,0.0,0.0,0.14,0.15,0.15,0.15,0.13,0.14,0.15,0.0,0.0,0.15,0.14,0.12,0.14,0.15,0.0,0.12,0.0,0.14,0.12,0.16,0.0,0.13,0.12,0.14,0.0,0.12,0.12,0.0,0.0,0.12,2.08,0.0,0.43,0.39,0.35,0.38,0.32,0.33,0.34,0.25,0.31,0.27,0.24,0.24,0.22,0.22,0.19,0.18,0.18,0.15,0.17,0.14,0.16,0.15,0.15,0.14,0.13,0.14,0.14,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.24
