,GME,OMCL,M,SAIA,NEO,GTLS,POWI,MSTR,ADC,IIPR,EXPO,AMN,ENSG,DDD,PDCE,SEM,ITRI,UFPI,JBT,BCPC,AEIS,REZI,SIG,RRC,CNMD,TRUP,WTS,VIAV,CBU,LPSN,ALRM,SHAK,PPBI,BKU,GKOS,MTDR,FHB,ROG,SPSC,STMP,KFY,AJRD,EXLS,LGIH,AGO,WDFC,MTH,NSIT,KLIC,SWN,HP,AIT,VG,FN,ABCB,ARNC,ONTO,LXP,ABG,DIOD,UNF,MED,FUL,SHOO,LCII,HI,EPRT,BBBY,CCOI,MMSI,OMI,SMPL,RCII,ISBC,ITGR,KWR,SFBS,SFNC,LTHM,SHEN,EGHT,FELE,AWR,DORM,WD,AVA,MXL,SJI,REGI,BMI,ABM,CWT,ONB,EAT,FORM,ANF,MATX,SPXC,FIX,UFS,ALGT,MDC,WWW,PRFT,ACA,KTB,FLOW,UCBI,AIN,BRC,SNBR,IBP,AEL,RMBS,IBTX,SM,COLB,EVTC,MD,CVET,ATI,PBH,MDRX,CPE,SCL,GPI,AAON,JJSF,CVBF,PLXS,OI,PRLB,SITC,GDOT,IRBT,PCRX,FBP,VCEL,CADE,ROCK,SANM,UNIT,RPAI,ODP,ESE,MYGN,SBH,FWRD,CAKE,BOOT,MOG.A,CELH,INDB,VSTO,FSS,MLI,BDN,MANT,HSKA,B,EPC,CORT,THRM,CTRE,VICR,AX,HTH,HUBG,UCTT,FFBC,COOP,WGO,SSTK,BCC,AVAV,IDCC,MGLN,FMBI,XPER,IOSP,TSE,BLMN,FCPT,SYKE,SKYW,RNST,RLGY,WSFS,CPK,MNRO,ROIC,PSMT,SVC,MODV,PMT,PRGS,XHR,RAVN,TWO,ARI,BGS,UNFI,WRE,FBC,BIG,STATE STREET INSTITUTIONAL LIQ STATE STR,IRT,CYTK,GMS,CVCO,CCS,VRTS,INT,AAWW,PIPR,KALU,CORE,BANR,TRMK,n/a,THS,TTEC,TTGT,LGND,AAT,CNK,XNCR,AMEH,PLMR,ARCB,TBK,MDP,WIRE,DRH,NMIH,GNW,SBCF,GPRE,VBTX,BCEI,SKT,CIVI,NTCT,VRTV,PRAA,NPO,COKE,VGR,STC,ACLS,CDMO,SUM
08/10/2021,0.0,0.65,0.55,0.61,0.53,0.57,0.58,0.56,0.49,0.52,0.58,0.48,0.42,0.33,0.37,0.39,0.33,0.44,0.45,0.42,0.35,0.44,0.32,0.37,0.36,0.32,0.43,0.35,0.39,0.38,0.39,0.32,0.36,0.38,0.23,0.31,0.36,0.35,0.39,0.58,0.35,0.33,0.38,0.33,0.35,0.32,0.4,0.33,0.39,0.3,0.29,0.33,0.33,0.33,0.34,0.32,0.36,0.35,0.36,0.37,0.32,0.29,0.33,0.31,0.36,0.33,0.34,0.28,0.32,0.32,0.28,0.29,0.33,0.31,0.3,0.33,0.34,0.3,0.34,0.0,0.27,0.3,0.32,0.27,0.29,0.28,0.33,0.27,0.28,0.29,0.3,0.32,0.27,0.24,0.29,0.22,0.3,0.28,0.27,0.26,0.27,0.27,0.29,0.32,0.24,0.26,0.32,0.25,0.23,0.25,0.23,0.27,0.27,0.27,0.25,0.2,0.25,0.26,0.27,0.22,0.24,0.28,0.24,0.0,0.24,0.27,0.26,0.23,0.24,0.25,0.23,0.21,0.26,0.25,0.23,0.26,0.26,0.22,0.24,0.22,0.24,0.29,0.27,0.23,0.23,0.25,0.2,0.23,0.19,0.25,0.21,0.24,0.23,0.24,0.23,0.24,0.23,0.22,0.25,0.22,0.23,0.22,0.27,0.22,0.25,0.24,0.21,0.21,0.2,0.22,0.26,0.24,0.22,0.2,0.23,0.21,0.21,0.2,0.21,0.21,0.19,0.2,0.21,0.21,0.2,0.19,0.19,0.21,0.22,0.0,0.2,0.0,0.0,0.21,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.19,0.22,0.0,0.0,0.2,0.25,0.2,0.2,0.2,0.22,0.21,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.86
08/11/2021,0.0,0.65,0.55,0.61,0.53,0.57,0.58,0.56,0.49,0.52,0.58,0.48,0.42,0.33,0.37,0.39,0.33,0.44,0.45,0.42,0.35,0.44,0.32,0.37,0.36,0.32,0.43,0.35,0.39,0.38,0.39,0.32,0.36,0.38,0.23,0.31,0.36,0.35,0.39,0.58,0.35,0.33,0.38,0.33,0.35,0.32,0.4,0.33,0.39,0.3,0.29,0.33,0.33,0.33,0.34,0.32,0.36,0.35,0.36,0.37,0.32,0.29,0.33,0.31,0.36,0.33,0.34,0.28,0.32,0.32,0.28,0.29,0.33,0.31,0.3,0.33,0.34,0.3,0.34,0.0,0.27,0.3,0.32,0.27,0.29,0.28,0.33,0.27,0.28,0.29,0.3,0.32,0.27,0.24,0.29,0.22,0.3,0.28,0.27,0.26,0.27,0.27,0.29,0.32,0.24,0.26,0.32,0.25,0.23,0.25,0.23,0.27,0.27,0.27,0.25,0.2,0.25,0.26,0.27,0.22,0.24,0.28,0.24,0.0,0.24,0.27,0.26,0.23,0.24,0.25,0.23,0.21,0.26,0.25,0.23,0.26,0.26,0.22,0.24,0.22,0.24,0.29,0.27,0.23,0.23,0.25,0.2,0.23,0.19,0.25,0.21,0.24,0.23,0.24,0.23,0.24,0.23,0.22,0.25,0.22,0.23,0.22,0.27,0.22,0.25,0.24,0.21,0.21,0.2,0.22,0.26,0.24,0.22,0.2,0.23,0.21,0.21,0.2,0.21,0.21,0.19,0.2,0.21,0.21,0.2,0.19,0.19,0.21,0.22,0.0,0.2,0.0,0.0,0.21,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.19,0.22,0.0,0.0,0.2,0.25,0.2,0.2,0.2,0.22,0.21,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.86
08/13/2021,0.0,0.63,0.58,0.62,0.48,0.59,0.58,0.56,0.48,0.52,0.57,0.48,0.42,0.41,0.38,0.37,0.35,0.44,0.45,0.41,0.33,0.42,0.34,0.37,0.35,0.32,0.43,0.36,0.39,0.38,0.38,0.32,0.36,0.38,0.22,0.31,0.35,0.36,0.38,0.57,0.35,0.33,0.38,0.33,0.36,0.33,0.4,0.33,0.42,0.3,0.29,0.33,0.31,0.33,0.34,0.34,0.36,0.35,0.36,0.36,0.32,0.27,0.33,0.32,0.36,0.33,0.33,0.3,0.31,0.31,0.28,0.29,0.34,0.31,0.29,0.33,0.33,0.3,0.39,0.0,0.26,0.3,0.32,0.27,0.29,0.28,0.33,0.27,0.27,0.28,0.3,0.31,0.27,0.23,0.28,0.23,0.3,0.28,0.27,0.26,0.27,0.27,0.29,0.33,0.23,0.26,0.32,0.26,0.23,0.25,0.24,0.27,0.28,0.26,0.25,0.2,0.26,0.26,0.27,0.22,0.24,0.29,0.23,0.0,0.24,0.28,0.27,0.23,0.24,0.24,0.23,0.22,0.25,0.24,0.24,0.24,0.26,0.21,0.24,0.22,0.24,0.29,0.26,0.23,0.24,0.24,0.21,0.23,0.19,0.25,0.21,0.24,0.24,0.25,0.23,0.24,0.22,0.22,0.25,0.22,0.23,0.21,0.27,0.21,0.24,0.24,0.21,0.21,0.2,0.22,0.25,0.24,0.23,0.21,0.23,0.22,0.21,0.2,0.2,0.22,0.2,0.2,0.2,0.21,0.2,0.2,0.0,0.21,0.22,0.0,0.2,0.0,0.0,0.21,0.0,0.0,0.0,0.2,0.19,0.0,0.0,0.0,0.19,0.22,0.0,0.0,0.19,0.25,0.2,0.21,0.2,0.22,0.21,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.87
08/16/2021,0.0,0.63,0.58,0.63,0.48,0.6,0.57,0.54,0.48,0.53,0.57,0.48,0.41,0.4,0.39,0.37,0.36,0.45,0.43,0.4,0.32,0.43,0.34,0.36,0.34,0.32,0.43,0.35,0.39,0.38,0.37,0.32,0.37,0.38,0.22,0.3,0.35,0.36,0.39,0.57,0.35,0.32,0.38,0.34,0.36,0.32,0.41,0.33,0.38,0.29,0.29,0.34,0.31,0.32,0.34,0.33,0.34,0.35,0.37,0.37,0.32,0.27,0.34,0.31,0.36,0.32,0.34,0.3,0.29,0.31,0.28,0.29,0.37,0.32,0.29,0.32,0.33,0.31,0.39,0.0,0.26,0.3,0.31,0.27,0.28,0.28,0.33,0.28,0.26,0.29,0.31,0.31,0.27,0.23,0.26,0.23,0.31,0.28,0.27,0.26,0.27,0.27,0.3,0.33,0.24,0.26,0.32,0.26,0.23,0.25,0.24,0.27,0.27,0.26,0.25,0.2,0.26,0.27,0.28,0.23,0.24,0.28,0.23,0.0,0.23,0.29,0.27,0.23,0.25,0.24,0.23,0.22,0.25,0.24,0.24,0.24,0.27,0.21,0.24,0.23,0.24,0.29,0.26,0.24,0.23,0.25,0.21,0.24,0.2,0.25,0.21,0.23,0.24,0.25,0.23,0.24,0.22,0.22,0.25,0.22,0.23,0.21,0.27,0.2,0.24,0.25,0.21,0.21,0.0,0.22,0.25,0.24,0.22,0.21,0.22,0.22,0.21,0.2,0.2,0.22,0.0,0.2,0.2,0.21,0.2,0.2,0.19,0.21,0.22,0.0,0.2,0.0,0.0,0.21,0.0,0.0,0.0,0.2,0.19,0.0,0.0,0.0,0.2,0.23,0.0,0.0,0.2,0.25,0.21,0.21,0.2,0.22,0.21,0.2,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.87
08/17/2021,0.0,0.63,0.57,0.62,0.48,0.6,0.58,0.55,0.49,0.54,0.58,0.48,0.41,0.36,0.38,0.37,0.35,0.45,0.43,0.41,0.32,0.43,0.35,0.34,0.35,0.31,0.44,0.35,0.39,0.39,0.37,0.31,0.36,0.38,0.22,0.29,0.35,0.36,0.4,0.58,0.35,0.31,0.39,0.33,0.36,0.32,0.41,0.33,0.38,0.27,0.29,0.34,0.31,0.32,0.34,0.34,0.34,0.36,0.36,0.37,0.32,0.27,0.34,0.31,0.36,0.32,0.35,0.29,0.3,0.31,0.28,0.3,0.37,0.31,0.29,0.32,0.33,0.3,0.4,0.0,0.26,0.31,0.32,0.27,0.29,0.28,0.33,0.28,0.25,0.29,0.31,0.32,0.27,0.23,0.26,0.22,0.31,0.28,0.27,0.27,0.27,0.27,0.3,0.33,0.24,0.27,0.32,0.26,0.23,0.25,0.24,0.27,0.28,0.26,0.25,0.0,0.26,0.27,0.27,0.23,0.24,0.29,0.23,0.0,0.24,0.28,0.27,0.24,0.25,0.24,0.23,0.21,0.26,0.24,0.24,0.25,0.27,0.21,0.25,0.23,0.24,0.3,0.26,0.24,0.23,0.24,0.21,0.24,0.2,0.24,0.21,0.23,0.24,0.24,0.23,0.25,0.23,0.22,0.25,0.23,0.23,0.21,0.27,0.21,0.24,0.25,0.21,0.22,0.0,0.22,0.25,0.24,0.23,0.21,0.22,0.22,0.21,0.2,0.2,0.22,0.0,0.21,0.2,0.21,0.2,0.2,0.19,0.21,0.22,0.0,0.2,0.0,0.0,0.21,0.0,0.19,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.23,0.0,0.0,0.2,0.25,0.21,0.21,0.2,0.22,0.21,0.2,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.97
08/18/2021,0.0,0.63,0.57,0.62,0.48,0.6,0.58,0.55,0.49,0.54,0.58,0.48,0.41,0.36,0.38,0.37,0.35,0.45,0.43,0.41,0.32,0.43,0.35,0.34,0.35,0.31,0.44,0.35,0.39,0.39,0.37,0.31,0.36,0.38,0.22,0.29,0.35,0.36,0.4,0.58,0.35,0.31,0.39,0.33,0.36,0.32,0.41,0.33,0.38,0.27,0.29,0.34,0.31,0.32,0.34,0.34,0.34,0.36,0.36,0.37,0.32,0.27,0.34,0.31,0.36,0.32,0.35,0.29,0.3,0.31,0.28,0.3,0.37,0.31,0.29,0.32,0.33,0.3,0.4,0.0,0.26,0.31,0.32,0.27,0.29,0.28,0.33,0.28,0.25,0.29,0.31,0.32,0.27,0.23,0.26,0.22,0.31,0.28,0.27,0.27,0.27,0.27,0.3,0.33,0.24,0.27,0.32,0.26,0.23,0.25,0.24,0.27,0.28,0.26,0.25,0.0,0.26,0.27,0.27,0.23,0.24,0.29,0.23,0.0,0.24,0.28,0.27,0.24,0.25,0.24,0.23,0.21,0.26,0.24,0.24,0.25,0.27,0.21,0.25,0.23,0.24,0.3,0.26,0.24,0.23,0.24,0.21,0.24,0.2,0.24,0.21,0.23,0.24,0.24,0.23,0.25,0.23,0.22,0.25,0.23,0.23,0.21,0.27,0.21,0.24,0.25,0.21,0.22,0.0,0.22,0.25,0.24,0.23,0.21,0.22,0.22,0.21,0.2,0.2,0.22,0.0,0.21,0.2,0.21,0.2,0.2,0.19,0.21,0.22,0.0,0.2,0.0,0.0,0.21,0.0,0.19,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.23,0.0,0.0,0.2,0.25,0.21,0.21,0.2,0.22,0.21,0.2,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.97
08/19/2021,0.0,0.63,0.57,0.63,0.48,0.61,0.58,0.53,0.49,0.53,0.58,0.5,0.42,0.35,0.38,0.37,0.34,0.45,0.44,0.41,0.32,0.43,0.35,0.34,0.36,0.3,0.44,0.36,0.39,0.38,0.36,0.31,0.36,0.38,0.22,0.28,0.35,0.36,0.42,0.58,0.36,0.31,0.39,0.34,0.37,0.32,0.42,0.34,0.39,0.27,0.28,0.33,0.3,0.32,0.34,0.33,0.34,0.36,0.38,0.37,0.32,0.27,0.34,0.31,0.36,0.32,0.35,0.28,0.3,0.32,0.28,0.3,0.37,0.31,0.3,0.32,0.33,0.31,0.38,0.0,0.25,0.31,0.32,0.27,0.29,0.28,0.34,0.28,0.24,0.3,0.31,0.32,0.27,0.24,0.27,0.22,0.31,0.28,0.27,0.27,0.27,0.28,0.3,0.34,0.24,0.27,0.32,0.26,0.23,0.26,0.24,0.27,0.27,0.26,0.25,0.0,0.26,0.27,0.27,0.23,0.24,0.29,0.23,0.0,0.24,0.29,0.27,0.24,0.25,0.24,0.23,0.2,0.25,0.24,0.24,0.24,0.27,0.22,0.24,0.23,0.24,0.3,0.26,0.24,0.23,0.25,0.21,0.24,0.2,0.25,0.22,0.23,0.25,0.24,0.23,0.25,0.23,0.22,0.26,0.22,0.23,0.21,0.28,0.21,0.25,0.25,0.21,0.22,0.0,0.22,0.25,0.24,0.23,0.21,0.22,0.21,0.21,0.2,0.21,0.22,0.0,0.21,0.2,0.21,0.21,0.2,0.19,0.21,0.22,0.0,0.2,0.0,0.0,0.22,0.0,0.19,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.22,0.0,0.0,0.2,0.25,0.2,0.22,0.2,0.22,0.2,0.21,0.2,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.11
08/20/2021,0.0,0.64,0.56,0.63,0.49,0.58,0.58,0.51,0.5,0.54,0.58,0.5,0.41,0.34,0.38,0.37,0.34,0.45,0.43,0.42,0.31,0.43,0.33,0.34,0.36,0.29,0.45,0.36,0.4,0.38,0.35,0.31,0.36,0.38,0.22,0.3,0.35,0.36,0.42,0.59,0.36,0.31,0.4,0.33,0.37,0.32,0.41,0.34,0.39,0.27,0.27,0.34,0.3,0.35,0.34,0.34,0.32,0.37,0.36,0.37,0.33,0.26,0.34,0.3,0.36,0.32,0.36,0.28,0.3,0.32,0.28,0.29,0.36,0.31,0.31,0.32,0.33,0.31,0.36,0.0,0.26,0.31,0.33,0.27,0.29,0.29,0.33,0.28,0.24,0.3,0.31,0.32,0.27,0.23,0.26,0.22,0.32,0.28,0.27,0.27,0.27,0.27,0.29,0.34,0.23,0.27,0.32,0.26,0.23,0.26,0.23,0.26,0.27,0.26,0.25,0.0,0.26,0.27,0.28,0.23,0.24,0.29,0.23,0.0,0.24,0.28,0.27,0.24,0.25,0.25,0.23,0.2,0.25,0.25,0.24,0.25,0.27,0.23,0.24,0.23,0.24,0.3,0.26,0.23,0.23,0.25,0.2,0.24,0.19,0.24,0.22,0.21,0.25,0.24,0.24,0.25,0.23,0.23,0.26,0.22,0.24,0.21,0.27,0.21,0.25,0.24,0.21,0.22,0.0,0.22,0.25,0.23,0.22,0.21,0.22,0.21,0.22,0.21,0.21,0.22,0.0,0.2,0.2,0.21,0.21,0.2,0.0,0.21,0.23,0.0,0.2,0.0,0.0,0.22,0.0,0.19,0.0,0.2,0.2,0.0,0.19,0.0,0.2,0.23,0.0,0.0,0.2,0.26,0.2,0.21,0.19,0.22,0.2,0.21,0.2,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.99
08/23/2021,0.0,0.65,0.67,0.64,0.5,0.61,0.6,0.53,0.51,0.55,0.6,0.5,0.41,0.34,0.36,0.35,0.34,0.45,0.43,0.43,0.32,0.41,0.35,0.33,0.37,0.29,0.45,0.37,0.39,0.38,0.35,0.3,0.36,0.37,0.22,0.28,0.35,0.37,0.43,0.6,0.36,0.31,0.4,0.33,0.37,0.32,0.41,0.34,0.4,0.26,0.26,0.33,0.31,0.37,0.33,0.34,0.32,0.37,0.36,0.38,0.34,0.26,0.34,0.31,0.35,0.33,0.36,0.28,0.3,0.34,0.28,0.29,0.37,0.3,0.32,0.31,0.33,0.31,0.36,0.0,0.26,0.31,0.33,0.27,0.29,0.29,0.34,0.28,0.23,0.3,0.32,0.32,0.27,0.23,0.27,0.23,0.31,0.28,0.27,0.28,0.26,0.28,0.3,0.34,0.24,0.27,0.33,0.25,0.23,0.25,0.23,0.27,0.27,0.26,0.25,0.0,0.26,0.28,0.27,0.22,0.23,0.29,0.22,0.0,0.24,0.27,0.28,0.24,0.25,0.25,0.23,0.19,0.26,0.25,0.23,0.24,0.27,0.23,0.25,0.23,0.24,0.3,0.26,0.23,0.23,0.26,0.2,0.23,0.19,0.24,0.22,0.22,0.25,0.23,0.23,0.25,0.23,0.22,0.26,0.22,0.24,0.21,0.27,0.21,0.26,0.24,0.21,0.22,0.0,0.22,0.25,0.23,0.22,0.21,0.22,0.21,0.22,0.21,0.21,0.22,0.0,0.19,0.21,0.21,0.2,0.19,0.19,0.21,0.22,0.0,0.2,0.0,0.0,0.22,0.0,0.0,0.0,0.21,0.2,0.0,0.19,0.0,0.21,0.22,0.0,0.0,0.2,0.25,0.2,0.21,0.19,0.22,0.0,0.2,0.2,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.21
08/24/2021,0.0,0.65,0.69,0.65,0.51,0.62,0.6,0.55,0.5,0.55,0.59,0.5,0.41,0.34,0.35,0.35,0.34,0.45,0.43,0.43,0.31,0.42,0.36,0.32,0.37,0.3,0.45,0.36,0.39,0.39,0.35,0.3,0.36,0.38,0.22,0.28,0.35,0.37,0.44,0.59,0.36,0.31,0.39,0.33,0.37,0.32,0.41,0.34,0.39,0.25,0.26,0.33,0.31,0.38,0.33,0.33,0.32,0.37,0.35,0.38,0.34,0.26,0.34,0.31,0.35,0.33,0.36,0.28,0.3,0.34,0.27,0.29,0.37,0.3,0.32,0.31,0.33,0.31,0.38,0.0,0.26,0.31,0.33,0.27,0.29,0.29,0.33,0.27,0.22,0.3,0.32,0.32,0.27,0.23,0.27,0.23,0.31,0.28,0.27,0.27,0.25,0.28,0.3,0.35,0.24,0.25,0.32,0.25,0.23,0.25,0.23,0.27,0.28,0.26,0.25,0.0,0.26,0.27,0.28,0.21,0.22,0.29,0.22,0.0,0.24,0.27,0.28,0.24,0.26,0.25,0.23,0.19,0.26,0.26,0.22,0.24,0.27,0.23,0.25,0.23,0.24,0.3,0.26,0.23,0.23,0.26,0.2,0.23,0.19,0.24,0.22,0.21,0.25,0.23,0.24,0.25,0.23,0.22,0.26,0.22,0.24,0.21,0.28,0.2,0.25,0.24,0.21,0.22,0.0,0.22,0.26,0.23,0.23,0.21,0.22,0.21,0.22,0.21,0.22,0.22,0.0,0.19,0.21,0.21,0.2,0.19,0.19,0.21,0.22,0.0,0.2,0.0,0.0,0.23,0.0,0.19,0.0,0.2,0.2,0.0,0.19,0.0,0.2,0.23,0.0,0.0,0.21,0.25,0.2,0.21,0.19,0.21,0.0,0.21,0.2,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.2
08/25/2021,0.0,0.65,0.69,0.65,0.51,0.62,0.6,0.55,0.5,0.55,0.59,0.5,0.41,0.34,0.35,0.35,0.34,0.45,0.43,0.43,0.31,0.42,0.36,0.32,0.37,0.3,0.45,0.36,0.39,0.39,0.35,0.3,0.36,0.38,0.22,0.28,0.35,0.37,0.44,0.59,0.36,0.31,0.39,0.33,0.37,0.32,0.41,0.34,0.39,0.25,0.26,0.33,0.31,0.38,0.33,0.33,0.32,0.37,0.35,0.38,0.34,0.26,0.34,0.31,0.35,0.33,0.36,0.28,0.3,0.34,0.27,0.29,0.37,0.3,0.32,0.31,0.33,0.31,0.38,0.0,0.26,0.31,0.33,0.27,0.29,0.29,0.33,0.27,0.22,0.3,0.32,0.32,0.27,0.23,0.27,0.23,0.31,0.28,0.27,0.27,0.25,0.28,0.3,0.35,0.24,0.25,0.32,0.25,0.23,0.25,0.23,0.27,0.28,0.26,0.25,0.0,0.26,0.27,0.28,0.21,0.22,0.29,0.22,0.0,0.24,0.27,0.28,0.24,0.26,0.25,0.23,0.19,0.26,0.26,0.22,0.25,0.27,0.23,0.25,0.23,0.24,0.3,0.26,0.23,0.23,0.26,0.2,0.23,0.19,0.24,0.22,0.21,0.25,0.23,0.24,0.25,0.23,0.22,0.26,0.22,0.24,0.21,0.28,0.2,0.25,0.25,0.21,0.22,0.0,0.22,0.26,0.23,0.23,0.21,0.22,0.21,0.22,0.21,0.22,0.22,0.0,0.19,0.21,0.21,0.2,0.19,0.19,0.21,0.22,0.0,0.2,0.0,0.0,0.23,0.0,0.19,0.0,0.21,0.2,0.0,0.19,0.0,0.2,0.23,0.0,0.0,0.21,0.25,0.2,0.21,0.19,0.21,0.0,0.21,0.2,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.23
08/26/2021,0.0,0.64,0.68,0.65,0.51,0.62,0.6,0.54,0.49,0.55,0.59,0.51,0.41,0.36,0.37,0.35,0.35,0.45,0.43,0.43,0.31,0.42,0.36,0.32,0.37,0.31,0.44,0.36,0.39,0.39,0.36,0.3,0.36,0.38,0.23,0.29,0.35,0.37,0.45,0.58,0.36,0.31,0.39,0.33,0.36,0.31,0.4,0.33,0.39,0.26,0.27,0.33,0.31,0.36,0.33,0.33,0.33,0.36,0.36,0.38,0.34,0.26,0.34,0.31,0.35,0.32,0.35,0.28,0.29,0.34,0.28,0.29,0.37,0.3,0.31,0.31,0.33,0.31,0.39,0.0,0.26,0.31,0.33,0.27,0.29,0.28,0.34,0.27,0.23,0.3,0.32,0.32,0.27,0.23,0.27,0.23,0.32,0.28,0.27,0.27,0.26,0.28,0.3,0.35,0.24,0.25,0.32,0.25,0.23,0.25,0.22,0.27,0.27,0.26,0.25,0.0,0.26,0.27,0.28,0.21,0.22,0.28,0.22,0.0,0.24,0.27,0.28,0.24,0.25,0.25,0.22,0.19,0.26,0.26,0.22,0.25,0.26,0.24,0.25,0.23,0.24,0.29,0.26,0.23,0.23,0.26,0.2,0.23,0.19,0.24,0.22,0.23,0.25,0.23,0.23,0.25,0.23,0.21,0.26,0.22,0.23,0.21,0.27,0.2,0.25,0.25,0.21,0.22,0.0,0.22,0.25,0.23,0.23,0.21,0.22,0.22,0.21,0.21,0.22,0.22,0.0,0.2,0.2,0.21,0.2,0.19,0.19,0.21,0.22,0.0,0.2,0.19,0.0,0.23,0.0,0.19,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.22,0.0,0.0,0.2,0.25,0.21,0.21,0.19,0.21,0.0,0.2,0.2,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.14
