,NIO,BABA,JD,BIDU,PDD,BILI,XPEV,NTES,TCOM,BEKE,LI,ZTO,EDU,ZLAB,VIPS,TAL,HTHT,GDS,IQ,QFIN,WB,ATHM,DQ,YY,JOBS,KC,VNET,CSIQ,API,IMAB,MOMO,TIGR,JKS,LU,DADA,BZUN,LX,NOAH,CD,NIU,OCFT,EH,BNR,CAN,HOLI,UXIN,NTP,SOHU,LKCO,MNSO,SNP.L,YSG,AGPXX,SY,FANH,KNDI,QD,GTH,EBON,ZEPP,CBAT,PTR,YI,SOL,BTNB,BTBT,VIOT,BTCM,WIMI,QTT,SGOC,NVVE,LFC,NISN,FTFT,XNET,WNW,HUIZ,Cash/Receivables/Payables,SPI,KXIN,LIZI,CAAS,JG,QLI,GRCL,PETZ,LITB,HLG,TEDU,OCG,YQ,COE,DUO,METX,CSCW,GLG,NCTY,ZKIN,RCON,Sino Clean Energy Inc,6368.T,China Petroleum & Chemical Corp ADR,PetroChina Co Ltd ADR,China Life Insurance Co Ltd ADR repr Class H,Securities Lending - Bnym,n/a,BPAC11.SA,SNP,NEGG,TME,PPGH,SLCR,CNTB,AGMH,JWEL,MOXC,ADAG,JFU,CNEY,BLCT,CLV.,INVALID,TROO,SUM
08/20/2021,10.97,9.03,9.66,8.07,7.08,3.52,4.59,3.95,3.2,2.01,3.71,3.35,0.85,2.81,2.49,0.7,2.2,1.82,1.04,0.72,1.13,0.83,0.93,0.75,0.9,0.83,0.67,0.68,0.54,0.69,0.62,0.46,0.54,0.56,0.48,0.37,0.3,0.43,0.33,0.35,0.16,0.24,0.23,0.33,0.38,0.24,0.3,0.26,0.14,0.14,0.19,0.13,0.27,0.12,0.16,0.12,0.1,0.1,0.1,0.11,0.09,0.1,0.08,0.08,0.1,0.19,0.06,0.09,0.06,0.06,0.14,0.06,0.07,0.07,0.06,0.05,0.04,0.02,0.0,0.04,0.14,0.03,0.04,0.03,0.05,0.04,0.04,0.02,0.04,0.02,0.03,0.01,0.01,0.02,0.02,0.02,0.02,0.03,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.1
08/23/2021,10.86,8.67,9.72,8.09,6.91,3.47,4.73,3.87,3.67,1.9,3.79,3.39,0.86,2.71,2.32,0.71,2.3,1.79,1.02,0.72,1.2,0.85,0.91,0.87,0.97,0.79,0.68,0.65,0.54,0.62,0.62,0.44,0.51,0.59,0.48,0.35,0.3,0.4,0.33,0.38,0.16,0.22,0.22,0.33,0.4,0.26,0.3,0.27,0.14,0.15,0.19,0.13,0.28,0.12,0.16,0.12,0.1,0.09,0.1,0.12,0.09,0.1,0.08,0.08,0.1,0.2,0.06,0.09,0.07,0.06,0.2,0.07,0.07,0.07,0.06,0.05,0.04,0.03,0.0,0.04,0.16,0.03,0.04,0.03,0.05,0.05,0.04,0.02,0.04,0.02,0.03,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.1
08/24/2021,10.87,8.39,9.78,7.98,7.04,3.53,4.79,3.89,3.57,1.77,3.87,3.45,0.85,2.75,2.3,0.7,2.27,1.75,1.02,0.82,1.24,0.84,0.91,0.89,0.96,0.82,0.67,0.65,0.56,0.64,0.64,0.44,0.54,0.56,0.51,0.34,0.3,0.38,0.33,0.37,0.16,0.24,0.23,0.33,0.4,0.26,0.3,0.27,0.14,0.14,0.19,0.13,0.27,0.11,0.16,0.12,0.1,0.1,0.1,0.12,0.09,0.1,0.08,0.09,0.1,0.19,0.06,0.1,0.07,0.06,0.18,0.06,0.07,0.07,0.06,0.05,0.04,0.03,0.0,0.04,0.17,0.03,0.04,0.03,0.05,0.04,0.03,0.02,0.04,0.02,0.03,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.08
08/25/2021,10.87,8.39,9.78,7.98,7.04,3.53,4.79,3.89,3.57,1.77,3.87,3.45,0.85,2.75,2.3,0.7,2.27,1.75,1.01,0.82,1.24,0.84,0.91,0.89,0.96,0.82,0.67,0.65,0.56,0.64,0.64,0.44,0.54,0.56,0.51,0.34,0.3,0.38,0.33,0.37,0.16,0.23,0.23,0.33,0.4,0.26,0.3,0.27,0.14,0.14,0.18,0.13,0.27,0.11,0.16,0.12,0.1,0.1,0.1,0.12,0.09,0.1,0.08,0.09,0.1,0.19,0.06,0.1,0.07,0.06,0.18,0.06,0.07,0.07,0.06,0.05,0.04,0.03,0.0,0.04,0.17,0.03,0.04,0.03,0.05,0.04,0.03,0.02,0.04,0.02,0.03,0.01,0.01,0.02,0.02,0.02,0.02,0.03,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
08/26/2021,10.88,8.28,9.78,8.01,7.15,3.6,4.76,3.97,3.6,1.76,3.83,3.29,0.77,2.86,2.36,0.64,2.28,1.8,1.03,0.76,1.23,0.85,0.92,0.9,0.93,0.81,0.66,0.66,0.55,0.69,0.64,0.43,0.53,0.54,0.51,0.36,0.3,0.37,0.33,0.36,0.15,0.24,0.23,0.37,0.38,0.26,0.3,0.27,0.15,0.14,0.19,0.12,0.26,0.12,0.15,0.12,0.1,0.1,0.11,0.12,0.09,0.1,0.09,0.09,0.1,0.18,0.06,0.1,0.07,0.06,0.17,0.06,0.07,0.07,0.06,0.05,0.04,0.03,0.0,0.04,0.16,0.03,0.04,0.03,0.05,0.04,0.04,0.03,0.04,0.02,0.03,0.01,0.01,0.02,0.02,0.02,0.02,0.03,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.08
08/27/2021,10.28,8.18,10.37,8.06,8.09,3.73,4.5,4.01,3.5,1.89,3.7,3.04,0.9,2.66,2.41,0.69,2.17,1.77,1.04,0.81,1.21,0.84,0.88,0.93,0.86,0.82,0.68,0.65,0.55,0.65,0.62,0.44,0.53,0.54,0.53,0.36,0.31,0.35,0.33,0.36,0.15,0.24,0.23,0.34,0.36,0.26,0.29,0.27,0.14,0.13,0.17,0.13,0.19,0.12,0.14,0.12,0.1,0.1,0.11,0.12,0.09,0.09,0.1,0.08,0.09,0.18,0.06,0.1,0.07,0.06,0.18,0.06,0.06,0.07,0.06,0.05,0.04,0.03,0.0,0.04,0.14,0.03,0.04,0.03,0.04,0.04,0.04,0.03,0.03,0.02,0.03,0.01,0.01,0.02,0.02,0.03,0.02,0.03,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.12
08/30/2021,10.21,7.96,10.74,8.11,7.91,3.73,4.56,3.99,3.54,1.99,3.63,3.07,0.85,2.54,2.33,0.61,2.13,1.8,1.02,0.84,1.23,0.8,0.92,1.03,0.89,0.89,0.76,0.66,0.56,0.61,0.64,0.41,0.53,0.53,0.54,0.38,0.26,0.36,0.33,0.35,0.14,0.24,0.21,0.35,0.36,0.26,0.31,0.27,0.16,0.13,0.17,0.1,0.17,0.11,0.14,0.11,0.1,0.09,0.1,0.11,0.09,0.09,0.09,0.08,0.09,0.17,0.06,0.09,0.06,0.06,0.24,0.06,0.06,0.06,0.05,0.05,0.04,0.02,0.0,0.04,0.14,0.03,0.03,0.03,0.04,0.04,0.04,0.02,0.03,0.02,0.03,0.01,0.01,0.02,0.02,0.03,0.02,0.03,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/31/2021,10.21,7.96,10.74,8.11,7.91,3.73,4.56,3.99,3.54,1.99,3.63,3.07,0.85,2.54,2.33,0.61,2.13,1.8,1.02,0.84,1.23,0.8,0.92,1.03,0.89,0.89,0.76,0.66,0.56,0.61,0.64,0.41,0.53,0.53,0.54,0.38,0.26,0.36,0.33,0.35,0.14,0.24,0.21,0.35,0.36,0.26,0.31,0.27,0.16,0.13,0.17,0.1,0.17,0.11,0.14,0.11,0.1,0.09,0.1,0.11,0.09,0.09,0.09,0.08,0.09,0.17,0.06,0.09,0.06,0.06,0.24,0.06,0.06,0.06,0.05,0.05,0.04,0.02,0.0,0.04,0.14,0.03,0.03,0.03,0.04,0.04,0.04,0.02,0.03,0.02,0.03,0.01,0.01,0.02,0.02,0.03,0.02,0.03,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/01/2021,10.27,7.76,10.77,8.14,7.9,3.66,4.57,4.1,3.54,2.0,3.64,3.11,0.86,2.57,2.3,0.6,2.19,1.64,0.97,0.86,1.11,0.83,0.97,1.08,0.91,0.85,0.68,0.68,0.56,0.62,0.65,0.39,0.54,0.54,0.53,0.38,0.26,0.37,0.31,0.35,0.15,0.25,0.21,0.37,0.39,0.27,0.32,0.28,0.15,0.13,0.17,0.1,0.15,0.1,0.14,0.12,0.1,0.09,0.11,0.12,0.09,0.09,0.08,0.09,0.09,0.21,0.06,0.1,0.07,0.05,0.27,0.06,0.07,0.06,0.05,0.05,0.04,0.02,0.0,0.04,0.14,0.03,0.03,0.03,0.04,0.04,0.04,0.03,0.03,0.02,0.03,0.01,0.01,0.02,0.02,0.03,0.02,0.03,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/02/2021,10.13,7.85,10.73,8.08,7.87,3.58,4.6,3.93,3.54,1.84,3.58,3.28,0.96,2.59,2.26,0.63,2.21,1.79,0.96,0.84,1.11,0.84,1.13,1.07,0.9,0.88,0.71,0.68,0.57,0.62,0.63,0.41,0.6,0.54,0.54,0.36,0.26,0.36,0.33,0.35,0.15,0.24,0.21,0.35,0.38,0.25,0.31,0.28,0.14,0.13,0.18,0.1,0.15,0.1,0.14,0.12,0.1,0.09,0.11,0.12,0.09,0.1,0.08,0.09,0.09,0.21,0.06,0.1,0.07,0.06,0.24,0.06,0.07,0.06,0.06,0.05,0.04,0.02,0.0,0.04,0.13,0.04,0.03,0.03,0.04,0.04,0.04,0.02,0.03,0.02,0.03,0.01,0.01,0.02,0.02,0.03,0.03,0.03,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
09/03/2021,10.14,7.78,10.59,7.97,7.98,3.73,4.62,4.12,3.63,1.74,3.66,3.23,0.93,2.59,2.25,0.64,2.2,1.8,0.97,0.84,1.1,0.87,1.04,1.05,0.89,0.91,0.73,0.65,0.61,0.66,0.63,0.4,0.58,0.51,0.54,0.38,0.26,0.37,0.34,0.35,0.15,0.25,0.19,0.34,0.35,0.26,0.3,0.28,0.15,0.13,0.18,0.1,0.14,0.1,0.14,0.11,0.1,0.09,0.1,0.11,0.08,0.1,0.08,0.08,0.09,0.21,0.06,0.11,0.07,0.06,0.23,0.06,0.06,0.06,0.06,0.05,0.04,0.03,0.0,0.04,0.13,0.03,0.03,0.03,0.04,0.04,0.04,0.03,0.03,0.02,0.03,0.01,0.01,0.02,0.02,0.03,0.02,0.03,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
09/06/2021,10.14,7.8,10.53,8.03,7.99,3.79,4.31,3.91,3.62,1.92,3.6,3.35,0.92,2.55,2.33,0.6,2.21,1.85,1.03,0.89,1.13,0.89,1.07,1.05,0.87,0.92,0.73,0.65,0.57,0.65,0.63,0.41,0.59,0.51,0.56,0.37,0.26,0.37,0.35,0.36,0.15,0.24,0.2,0.33,0.34,0.24,0.28,0.27,0.14,0.13,0.17,0.11,0.14,0.09,0.13,0.11,0.1,0.1,0.11,0.11,0.08,0.1,0.08,0.08,0.09,0.2,0.06,0.14,0.07,0.06,0.25,0.06,0.06,0.06,0.05,0.05,0.04,0.03,0.0,0.04,0.13,0.03,0.03,0.03,0.04,0.04,0.03,0.03,0.03,0.02,0.03,0.01,0.01,0.02,0.01,0.03,0.02,0.03,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/07/2021,10.19,7.75,10.52,8.09,7.98,3.91,4.22,3.84,3.66,1.78,3.51,3.45,0.95,2.55,2.29,0.6,2.21,1.89,1.04,0.9,1.15,0.88,1.03,1.05,0.87,0.93,0.78,0.64,0.58,0.66,0.62,0.39,0.59,0.5,0.57,0.38,0.26,0.38,0.35,0.37,0.15,0.25,0.21,0.34,0.34,0.24,0.28,0.27,0.14,0.13,0.0,0.1,0.14,0.09,0.13,0.11,0.1,0.1,0.11,0.11,0.08,0.1,0.08,0.08,0.09,0.2,0.06,0.13,0.07,0.06,0.22,0.06,0.06,0.06,0.06,0.05,0.04,0.03,0.0,0.04,0.13,0.03,0.03,0.03,0.04,0.04,0.03,0.03,0.03,0.02,0.03,0.01,0.01,0.02,0.01,0.03,0.02,0.03,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/08/2021,10.19,7.75,10.52,8.09,7.98,3.91,4.22,3.84,3.66,1.78,3.51,3.45,0.95,2.55,2.29,0.6,2.21,1.89,1.04,0.9,1.15,0.88,1.03,1.05,0.87,0.93,0.78,0.64,0.58,0.66,0.62,0.39,0.59,0.5,0.57,0.38,0.26,0.38,0.35,0.37,0.15,0.25,0.21,0.34,0.34,0.24,0.28,0.27,0.14,0.13,0.18,0.1,0.14,0.09,0.13,0.11,0.1,0.1,0.11,0.11,0.08,0.1,0.08,0.08,0.09,0.2,0.06,0.13,0.07,0.06,0.22,0.06,0.06,0.06,0.06,0.05,0.04,0.03,0.0,0.04,0.13,0.03,0.03,0.03,0.04,0.04,0.03,0.03,0.03,0.02,0.03,0.01,0.01,0.02,0.01,0.03,0.02,0.03,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/10/2021,9.94,7.74,10.64,8.03,8.16,4.02,4.3,3.84,3.65,2.01,3.49,3.4,0.94,2.57,2.25,0.65,2.24,1.91,1.03,0.92,1.12,0.89,1.03,1.06,0.84,0.93,0.77,0.63,0.56,0.66,0.61,0.39,0.57,0.47,0.58,0.36,0.25,0.38,0.35,0.36,0.15,0.25,0.19,0.33,0.34,0.23,0.29,0.27,0.13,0.13,0.17,0.11,0.14,0.09,0.13,0.11,0.1,0.1,0.1,0.11,0.07,0.1,0.09,0.08,0.08,0.18,0.06,0.11,0.07,0.05,0.19,0.06,0.06,0.05,0.06,0.05,0.04,0.03,0.0,0.04,0.13,0.03,0.03,0.03,0.04,0.04,0.03,0.03,0.03,0.02,0.03,0.01,0.01,0.02,0.01,0.03,0.02,0.03,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.1
09/14/2021,9.77,7.81,10.84,8.31,8.26,3.87,4.17,3.73,3.67,1.82,3.57,3.51,0.86,2.46,2.22,0.59,2.28,1.89,1.02,0.9,1.16,0.89,1.04,1.05,0.84,0.95,0.78,0.64,0.56,0.67,0.61,0.42,0.55,0.47,0.59,0.35,0.25,0.39,0.34,0.36,0.14,0.24,0.21,0.3,0.35,0.24,0.33,0.27,0.13,0.13,0.18,0.1,0.15,0.09,0.13,0.1,0.1,0.11,0.1,0.11,0.07,0.1,0.09,0.08,0.09,0.16,0.05,0.13,0.07,0.05,0.17,0.07,0.06,0.06,0.05,0.04,0.04,0.02,0.0,0.04,0.14,0.03,0.03,0.03,0.04,0.05,0.03,0.03,0.03,0.02,0.03,0.01,0.01,0.01,0.01,0.03,0.02,0.03,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/16/2021,9.99,7.76,10.89,8.36,8.38,3.78,4.2,3.76,3.52,1.84,3.54,3.54,0.86,2.48,2.17,0.59,2.29,1.91,1.0,0.82,1.14,0.89,1.07,1.05,0.84,0.92,0.78,0.67,0.55,0.65,0.6,0.41,0.57,0.48,0.49,0.35,0.25,0.39,0.33,0.36,0.15,0.23,0.2,0.32,0.38,0.23,0.3,0.27,0.13,0.13,0.19,0.09,0.15,0.08,0.14,0.1,0.1,0.11,0.1,0.1,0.08,0.1,0.09,0.09,0.09,0.17,0.06,0.12,0.07,0.05,0.17,0.07,0.07,0.05,0.05,0.04,0.04,0.02,0.0,0.04,0.13,0.03,0.03,0.03,0.04,0.05,0.03,0.03,0.03,0.02,0.03,0.01,0.01,0.01,0.01,0.03,0.02,0.02,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05000000000004
09/17/2021,10.08,7.69,10.83,8.4,8.37,3.81,4.3,3.68,3.49,1.73,3.65,3.57,0.85,2.49,2.12,0.58,2.28,1.93,0.99,0.82,1.16,0.9,1.07,1.06,0.86,0.92,0.76,0.67,0.56,0.66,0.59,0.4,0.56,0.47,0.46,0.34,0.24,0.38,0.31,0.35,0.15,0.23,0.21,0.34,0.38,0.22,0.33,0.27,0.13,0.13,0.19,0.09,0.15,0.08,0.13,0.1,0.1,0.12,0.1,0.1,0.07,0.11,0.08,0.09,0.09,0.16,0.06,0.12,0.07,0.05,0.16,0.08,0.07,0.06,0.05,0.04,0.03,0.02,0.0,0.04,0.14,0.03,0.03,0.03,0.04,0.05,0.03,0.03,0.03,0.02,0.03,0.01,0.01,0.01,0.01,0.03,0.02,0.02,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/20/2021,10.1,7.67,10.97,8.55,8.41,3.57,4.31,3.76,3.59,1.65,3.61,3.67,0.81,2.39,2.06,0.57,2.26,1.87,1.0,0.82,1.18,0.87,1.08,0.95,0.87,0.91,0.74,0.68,0.55,0.67,0.58,0.4,0.58,0.48,0.53,0.34,0.24,0.37,0.32,0.36,0.15,0.24,0.21,0.3,0.39,0.22,0.33,0.26,0.15,0.13,0.19,0.09,0.14,0.09,0.12,0.11,0.1,0.12,0.1,0.1,0.07,0.11,0.08,0.09,0.09,0.17,0.06,0.13,0.06,0.05,0.18,0.07,0.07,0.06,0.05,0.05,0.04,0.02,0.0,0.04,0.14,0.03,0.03,0.03,0.04,0.05,0.04,0.03,0.03,0.02,0.03,0.01,0.01,0.01,0.01,0.03,0.02,0.02,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/23/2021,7.9,8.01,8.34,8.69,8.32,3.84,3.8,3.63,4.05,1.98,3.46,3.64,0.8,2.69,1.99,0.58,2.21,1.93,0.96,0.77,1.14,0.88,1.03,0.95,0.0,0.87,0.7,0.64,0.55,0.95,0.56,0.4,0.54,1.51,0.51,0.32,0.25,0.35,0.32,0.37,0.16,0.24,0.27,0.34,0.4,0.23,0.26,0.26,0.13,0.33,0.18,0.23,0.14,0.09,0.12,0.1,0.1,0.13,0.09,0.1,0.07,0.13,0.08,0.1,0.09,0.15,0.06,0.13,0.06,0.05,0.18,0.07,0.07,0.06,0.05,0.05,0.03,0.02,0.0,0.04,0.13,0.03,0.03,0.03,0.0,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,1.54,0.11,0.11,0.08,0.06,0.05,0.04,0.04,0.04,0.03,0.03,0.0,0.0,0.0,100.07
09/24/2021,7.8,7.9,8.22,8.77,8.36,3.86,3.8,3.61,4.08,2.1,3.46,3.67,0.82,2.57,1.99,0.59,2.23,1.94,0.94,0.82,1.13,0.88,1.06,0.95,0.0,0.88,0.7,0.65,0.55,0.96,0.55,0.4,0.57,1.5,0.51,0.32,0.25,0.35,0.32,0.39,0.16,0.24,0.28,0.34,0.4,0.24,0.26,0.26,0.13,0.33,0.18,0.23,0.11,0.09,0.12,0.11,0.09,0.13,0.09,0.1,0.07,0.13,0.08,0.1,0.09,0.15,0.06,0.12,0.06,0.05,0.21,0.07,0.07,0.06,0.05,0.05,0.03,0.02,0.0,0.04,0.13,0.03,0.03,0.03,0.0,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.51,0.11,0.11,0.08,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.0,0.0,0.0,100.04
09/27/2021,7.87,7.78,8.33,8.79,8.45,3.98,3.72,3.6,4.13,2.14,3.41,3.68,0.83,2.55,1.9,0.62,2.24,1.98,0.94,0.84,1.11,0.86,1.01,0.91,0.0,0.91,0.7,0.63,0.56,0.9,0.56,0.41,0.53,1.46,0.54,0.32,0.26,0.37,0.32,0.38,0.16,0.26,0.28,0.35,0.38,0.24,0.26,0.27,0.13,0.34,0.19,0.22,0.1,0.09,0.12,0.1,0.09,0.12,0.1,0.1,0.07,0.13,0.08,0.1,0.09,0.16,0.06,0.13,0.07,0.05,0.19,0.07,0.07,0.06,0.05,0.05,0.03,0.02,0.0,0.04,0.14,0.03,0.03,0.03,0.0,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,1.5,0.1,0.1,0.08,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.0,0.0,0.0,100.03
09/28/2021,7.97,7.69,8.34,8.83,8.37,3.9,3.68,3.7,4.22,2.1,3.37,3.82,0.81,2.6,1.95,0.6,2.3,1.95,0.91,0.84,1.1,0.88,0.98,0.97,0.0,0.89,0.71,0.63,0.55,0.89,0.54,0.39,0.53,1.48,0.51,0.3,0.26,0.37,0.29,0.37,0.17,0.25,0.26,0.28,0.4,0.25,0.25,0.26,0.13,0.34,0.19,0.22,0.11,0.09,0.13,0.11,0.1,0.12,0.1,0.1,0.07,0.13,0.08,0.09,0.09,0.16,0.06,0.12,0.07,0.05,0.19,0.07,0.08,0.07,0.05,0.05,0.03,0.02,0.0,0.04,0.13,0.03,0.03,0.03,0.0,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.47,0.11,0.11,0.09,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.0,0.0,0.0,100.03
09/30/2021,8.12,7.81,8.45,8.68,8.36,3.86,3.69,3.74,4.28,2.19,3.4,3.75,0.83,2.4,1.91,0.6,2.27,1.94,0.92,0.82,1.08,0.9,0.97,1.01,0.0,0.91,0.69,0.64,0.58,0.9,0.55,0.39,0.54,1.46,0.51,0.3,0.26,0.37,0.28,0.37,0.17,0.25,0.25,0.28,0.39,0.24,0.25,0.26,0.13,0.35,0.19,0.22,0.1,0.09,0.12,0.11,0.09,0.12,0.09,0.09,0.07,0.13,0.08,0.09,0.09,0.15,0.06,0.12,0.07,0.05,0.19,0.07,0.08,0.07,0.05,0.05,0.03,0.02,0.0,0.04,0.13,0.03,0.03,0.03,0.0,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,1.47,0.1,0.1,0.09,0.07,0.05,0.05,0.04,0.03,0.03,0.03,0.0,0.0,0.0,100.06
10/07/2021,7.92,7.79,8.23,8.69,7.93,3.6,3.74,3.93,4.64,2.39,3.47,3.74,0.89,2.34,1.8,0.6,2.41,1.93,0.88,0.76,1.12,1.01,1.05,0.99,0.0,0.84,0.67,0.63,0.54,1.0,0.55,0.35,0.57,1.49,0.49,0.3,0.25,0.37,0.29,0.37,0.16,0.22,0.23,0.31,0.41,0.24,0.29,0.26,0.13,0.42,0.2,0.21,0.14,0.09,0.13,0.11,0.09,0.12,0.09,0.09,0.07,0.13,0.08,0.09,0.1,0.14,0.05,0.12,0.07,0.04,0.19,0.07,0.08,0.08,0.05,0.05,0.03,0.02,0.0,0.04,0.12,0.03,0.03,0.03,0.0,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,1.5,0.11,0.11,0.1,0.06,0.05,0.05,0.04,0.03,0.04,0.03,0.0,0.0,0.0,100.03
10/08/2021,7.82,7.78,8.27,8.66,7.93,3.65,3.79,3.87,4.68,2.33,3.57,3.77,0.92,2.29,1.75,0.61,2.44,1.92,0.88,0.76,1.09,1.01,1.07,0.99,0.0,0.82,0.67,0.62,0.54,1.0,0.54,0.35,0.58,1.51,0.49,0.3,0.26,0.37,0.3,0.38,0.15,0.22,0.23,0.31,0.4,0.23,0.3,0.27,0.14,0.4,0.2,0.21,0.13,0.09,0.13,0.11,0.1,0.12,0.09,0.1,0.06,0.14,0.08,0.09,0.1,0.18,0.05,0.13,0.07,0.04,0.2,0.07,0.08,0.08,0.05,0.05,0.03,0.02,0.0,0.04,0.11,0.03,0.03,0.03,0.0,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,1.52,0.11,0.11,0.09,0.06,0.05,0.04,0.04,0.03,0.04,0.03,0.0,0.0,0.0,100.11
