,NBK.,KFH.,AUB.,AGLTY.,ZAIN.,MABANEE.,GBK.,HUMANSFT.,NIND.,WARBABAN.,NRE.,BURG.,KIB.,BPCC.,ALIMTIAZ.,KPROJ.,CABLE.,AAYAN.,KRE.,BOURSA.,ALQURAIN.,MEZZAN.,AZNOULA.,SHIP.,INTEGRAT.,ALAFCO.,NINV.,NOOR.,ABK.,JAZEERA.,CGC.,KWD,ALMUTAHED,BOUBYAN.,USD,XTSLA,AUB,BURG,ALIMTIAZ,KPROJ,AAYAN,KRE,CABLE,SHIP,ALAFCO,NOOR,NINV,ABK,CGC,NIND,HUMANSOFT,WARBABANK,BPCC,BOURSA,ALMUTAHE.,NRE,INTEGRATED,JAZEERA,MEZZAN,KPROJ121.,BURG121.,SUM
10/26/2021,22.73,19.51,4.41,4.17,4.18,3.59,3.07,2.42,2.74,2.4,2.08,2.15,1.79,2.16,1.8,1.47,1.59,1.61,1.8,1.89,1.13,1.12,1.16,1.05,1.09,1.14,1.14,1.49,0.94,1.27,0.57,0.14,0.0,0.12,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
10/27/2021,22.73,19.51,4.41,4.17,4.18,3.59,3.07,2.42,2.74,2.4,2.08,2.15,1.79,2.16,1.8,1.47,1.59,1.61,1.8,1.89,1.13,1.12,1.16,1.05,1.09,1.14,1.14,1.49,0.94,1.27,0.57,0.14,0.0,0.12,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
10/28/2021,22.65,19.5,4.41,4.14,4.14,3.64,3.04,2.42,2.82,2.41,2.06,2.16,1.78,2.15,1.82,1.46,1.59,1.61,1.87,1.92,1.12,1.11,1.16,1.04,1.09,1.13,1.14,1.48,0.92,1.26,0.56,0.21,0.0,0.12,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/29/2021,22.66,19.41,4.41,4.17,4.12,3.61,3.11,2.43,2.86,2.39,2.12,2.16,1.77,2.14,1.79,1.45,1.59,1.6,1.9,1.92,1.11,1.1,1.16,1.03,1.08,1.12,1.14,1.48,0.92,1.28,0.56,0.21,0.0,0.12,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/04/2021,22.7,19.29,4.29,4.11,4.02,3.55,3.09,2.33,3.0,2.34,2.16,2.14,1.68,2.18,1.73,1.32,1.79,1.59,1.84,2.09,1.09,1.06,1.14,1.02,1.04,1.09,1.28,1.45,0.9,1.32,0.56,0.2,0.0,0.12,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.07,0.0,100.02
11/05/2021,22.62,19.33,4.3,4.12,4.02,3.56,3.05,2.31,3.0,2.36,2.16,2.14,1.68,2.2,1.66,1.31,1.78,1.58,1.83,1.99,1.09,1.05,1.14,1.01,1.04,1.12,1.28,1.44,0.93,1.55,0.0,0.2,0.0,0.12,-0.04,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.06,0.0,100.01
11/08/2021,22.78,19.18,4.29,4.16,3.99,3.61,3.03,2.31,3.0,2.36,2.21,2.16,1.71,2.17,1.66,1.27,1.77,1.56,1.86,1.99,1.08,1.04,1.15,1.0,1.05,1.11,1.27,1.49,0.93,1.47,0.55,0.13,0.0,0.12,0.02,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.04,0.0,99.99
11/09/2021,22.78,19.18,4.29,4.16,3.99,3.61,3.03,2.31,3.0,2.36,2.21,2.16,1.71,2.17,1.66,1.27,1.77,1.56,1.86,1.99,1.08,1.04,1.15,1.0,1.05,1.11,1.27,1.49,0.93,1.47,0.55,0.13,0.0,0.12,-0.03,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.04,0.0,99.99
11/10/2021,22.78,19.18,4.29,4.16,3.99,3.61,3.03,2.31,3.0,2.36,2.21,2.16,1.71,2.17,1.66,1.27,1.77,1.56,1.86,1.99,1.08,1.04,1.15,1.0,1.05,1.11,1.27,1.49,0.93,1.47,0.55,0.13,0.0,0.12,-0.03,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.04,0.0,99.99
11/11/2021,23.2,19.03,4.26,4.1,3.98,3.66,3.04,2.3,3.06,2.39,2.15,2.1,1.68,2.12,1.65,1.27,1.76,1.53,1.91,1.99,1.08,1.04,1.16,1.0,1.04,1.08,1.27,1.43,0.9,1.5,0.57,0.13,0.0,0.12,-0.04,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.05,0.0,100.03
11/18/2021,23.44,18.99,4.15,4.25,3.96,3.7,3.13,2.21,3.07,2.38,2.17,2.04,1.67,2.08,1.6,1.63,1.73,1.49,1.87,1.83,1.07,1.03,1.12,0.98,1.05,1.14,1.28,1.43,0.91,1.49,0.55,0.13,0.0,0.12,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.03,99.98000000000002
11/19/2021,23.47,19.01,4.19,4.26,3.94,3.72,3.14,2.19,3.04,2.44,2.22,2.03,1.66,2.08,1.61,1.61,1.7,1.5,1.89,1.85,1.07,1.0,1.11,0.97,1.04,1.13,1.26,1.42,0.9,1.48,0.55,0.13,0.0,0.12,-0.01,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.03,100.02
11/22/2021,23.45,18.94,4.16,4.25,3.93,3.67,3.16,2.24,3.0,2.54,2.24,2.03,1.66,2.1,1.62,1.63,1.7,1.49,1.89,1.83,1.06,1.02,1.11,0.97,1.04,1.12,1.27,1.41,0.9,1.48,0.54,0.13,0.0,0.12,-0.01,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.04,99.99
11/23/2021,23.45,18.94,4.16,4.25,3.93,3.67,3.16,2.24,3.0,2.54,2.24,2.03,1.66,2.1,1.62,1.63,1.7,1.49,1.89,1.83,1.06,1.02,1.11,0.97,1.04,1.12,1.27,1.41,0.9,1.48,0.54,0.13,0.0,0.12,-0.01,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.04,99.99
