,1299.HK,CBA.AX,BHP.AX,CSL.AX,388.HK,WBC.AX,NAB.AX,ANZ.AX,WES.AX,D05.SI,MQG.AX,O39.SI,WOW.AX,RIO.AX,U11.SI,TCL.AX,669.HK,FMG.AX,GMG.AX,16.HK,1.HK,823.HK,APT.AX,ALL.AX,CASH OR CASH COLLATERAL,3.HK,WPL.AX,J36.SI,27.HK,COL.AX,2.HK,NCM.AX,JHX.AX,11.HK,1113.HK,SHL.AX,FPH.NZ,BXB.AX,ST,QBE.AX,COH.AX,TLS.AX,ASX.AX,SCG.AX,SUN.AX,S32.AX,1997.HK,STO.AX,1928.HK,F34.SI,IAG.AX,DXS.AX,RHC.AX,66.HK,MGR.AX,NST.AX,SEK.AX,708.HK,6.HK,288.HK,TAH.AX,SGP.AX,APA.AX,BSL.AX,SYD.AX,17.HK,C38U.SI,A17U.SI,CPU.AX,C31.SI,GPT.AX,S68.SI,MPL.AX,12.HK,TWE.AX,REA.AX,AIA.NZ,SPK.NZ,ORG.AX,EVN.AX,LLC.AX,MFG.AX,BN4.SI,BLD.AX,DMP.AX,1876.HK,AZJ.AX,ALD.AX,83.HK,C6L.SI,6823.HK,1929.HK,REH.AX,VCX.AX,MEL.NZ,101.HK,CEN.NZ,S63.SI,FBU.NZ,522.HK,BEN.AX,ORI.AX,AGL.AX,V03.SI,RYM.NZ,ATM.NZ,1038.HK,WTC.AX,IPL.AX,G13.SI,N2IU.SI,QAN.AX,19.HK,1821.HK,SOL.AX,1972.HK,CWN.AX,MCY.NZ,AMP.AX,AWC.AX,23.HK,HVN.AX,WOR.AX,1691.HK,U14.SI,C52.SI,C09.SI,AST.AX,T82U.SI,CGF.AX,SVW.AX,880.HK,1128.HK,2638.HK,S58.SI,K71U.SI,TPG.AX,RW0U.SI,C07.SI,U96.SI,D01.SI,2282.HK,G07.SI,CIM.AX,87,293.HK,O32.SI,TQ5.SI,QZN1,OLAMR4,XPU1 COMB Index,Z74.SI,FPL,QZQ1,n/a,QZU1,XPZ1 COMB Index,CLI.SI,QZV1 COMB Index,9CI.SI,SUM
08/26/2021,7.57,6.48,4.79,5.08,3.82,3.45,3.29,2.94,2.71,2.0,2.04,1.75,1.93,1.45,1.49,1.4,1.88,1.19,1.42,1.13,1.01,0.99,1.18,1.04,0.0,0.96,0.7,0.73,0.61,0.92,0.83,0.76,0.87,0.68,0.65,0.72,0.67,0.65,0.01,0.64,0.58,0.6,0.62,0.48,0.57,0.49,0.43,0.41,0.35,0.44,0.48,0.41,0.45,0.46,0.44,0.41,0.41,0.12,0.45,0.38,0.4,0.4,0.43,0.45,0.37,0.34,0.35,0.38,0.34,0.38,0.33,0.32,0.36,0.32,0.34,0.29,0.31,0.31,0.27,0.27,0.3,0.23,0.28,0.09,0.34,0.22,0.26,0.23,0.25,0.24,0.25,0.21,0.27,0.22,0.23,0.24,0.22,0.21,0.22,0.18,0.2,0.19,0.16,0.19,0.22,0.18,0.19,0.21,0.2,0.17,0.17,0.15,0.17,0.16,0.15,0.15,0.12,0.15,0.13,0.14,0.13,0.14,0.13,0.12,0.12,0.12,0.12,0.14,0.12,0.13,0.13,0.08,0.07,0.12,0.1,0.08,0.08,0.08,0.07,0.06,0.05,0.04,0.05,0.05,0.05,0.04,0.05,0.03,0.0,0.0,0.0,0.61,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,100.0
08/27/2021,7.46,6.48,4.83,5.12,3.78,3.48,3.3,2.95,2.67,2.0,2.05,1.75,1.91,1.47,1.49,1.4,1.86,1.2,1.41,1.12,1.0,0.98,1.17,1.05,0.0,0.91,0.72,0.74,0.66,0.89,0.81,0.76,0.87,0.67,0.64,0.74,0.66,0.64,0.01,0.65,0.57,0.6,0.62,0.52,0.57,0.5,0.43,0.42,0.38,0.44,0.49,0.41,0.45,0.45,0.45,0.41,0.4,0.12,0.44,0.37,0.4,0.4,0.43,0.44,0.37,0.34,0.35,0.38,0.34,0.38,0.34,0.31,0.35,0.31,0.34,0.28,0.31,0.32,0.28,0.27,0.3,0.24,0.28,0.09,0.33,0.22,0.26,0.24,0.25,0.25,0.25,0.21,0.26,0.24,0.23,0.23,0.23,0.21,0.22,0.18,0.2,0.19,0.16,0.19,0.22,0.18,0.18,0.21,0.2,0.17,0.17,0.16,0.17,0.16,0.15,0.15,0.12,0.15,0.14,0.14,0.13,0.14,0.13,0.12,0.13,0.12,0.12,0.14,0.12,0.14,0.13,0.09,0.08,0.12,0.1,0.08,0.08,0.08,0.07,0.06,0.05,0.04,0.05,0.05,0.05,0.04,0.04,0.03,0.0,0.0,0.01,0.61,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,99.99
08/31/2021,7.42,6.6,4.89,5.18,3.72,3.49,3.34,2.96,2.58,2.01,2.07,1.74,1.9,1.5,1.48,1.41,1.88,1.23,1.39,1.09,0.98,0.96,1.15,1.04,0.0,0.91,0.72,0.73,0.66,0.87,0.81,0.74,0.86,0.66,0.64,0.75,0.65,0.63,0.01,0.65,0.55,0.59,0.62,0.53,0.58,0.51,0.42,0.41,0.38,0.44,0.49,0.41,0.46,0.44,0.45,0.41,0.41,0.1,0.43,0.38,0.39,0.4,0.4,0.46,0.38,0.34,0.35,0.38,0.34,0.38,0.34,0.31,0.36,0.3,0.33,0.28,0.3,0.32,0.29,0.27,0.31,0.23,0.28,0.08,0.34,0.21,0.26,0.24,0.23,0.25,0.24,0.21,0.22,0.24,0.22,0.23,0.22,0.21,0.21,0.18,0.2,0.2,0.16,0.19,0.22,0.16,0.18,0.27,0.2,0.17,0.17,0.18,0.17,0.15,0.16,0.15,0.12,0.15,0.14,0.15,0.13,0.14,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.14,0.12,0.09,0.08,0.11,0.1,0.08,0.08,0.08,0.07,0.06,0.05,0.04,0.05,0.05,0.05,0.04,0.05,0.03,0.0,0.0,0.01,0.6,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,99.98
09/01/2021,7.42,6.6,4.89,5.18,3.72,3.49,3.34,2.96,2.58,2.01,2.07,1.74,1.9,1.5,1.48,1.41,1.88,1.23,1.39,1.09,0.98,0.96,1.15,1.04,0.0,0.91,0.72,0.73,0.66,0.87,0.81,0.74,0.86,0.66,0.64,0.75,0.65,0.63,0.01,0.65,0.55,0.59,0.62,0.53,0.58,0.51,0.42,0.41,0.38,0.44,0.49,0.41,0.46,0.44,0.45,0.41,0.41,0.1,0.43,0.38,0.39,0.4,0.4,0.46,0.38,0.34,0.35,0.38,0.34,0.38,0.34,0.31,0.36,0.3,0.33,0.28,0.3,0.32,0.29,0.27,0.31,0.23,0.28,0.08,0.34,0.21,0.26,0.24,0.23,0.25,0.24,0.21,0.22,0.24,0.22,0.23,0.22,0.21,0.21,0.18,0.2,0.2,0.16,0.19,0.22,0.16,0.18,0.27,0.2,0.17,0.17,0.18,0.17,0.15,0.16,0.15,0.12,0.15,0.14,0.15,0.13,0.14,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.14,0.12,0.09,0.08,0.11,0.1,0.08,0.08,0.08,0.07,0.06,0.05,0.04,0.05,0.05,0.05,0.04,0.05,0.03,0.0,0.0,0.01,0.6,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,99.98
09/03/2021,7.25,6.49,4.9,5.2,3.78,3.47,3.34,2.89,2.49,1.99,2.07,1.71,1.94,1.52,1.46,1.42,1.92,1.27,1.43,1.09,0.99,0.96,1.16,1.06,0.0,0.9,0.68,0.71,0.69,0.88,0.81,0.74,0.86,0.65,0.64,0.76,0.68,0.64,0.01,0.64,0.56,0.59,0.62,0.54,0.59,0.54,0.43,0.41,0.39,0.44,0.47,0.42,0.47,0.44,0.45,0.42,0.42,0.09,0.43,0.41,0.39,0.4,0.4,0.46,0.39,0.34,0.35,0.37,0.34,0.37,0.34,0.3,0.36,0.31,0.33,0.28,0.31,0.32,0.29,0.26,0.3,0.23,0.28,0.08,0.36,0.22,0.25,0.24,0.24,0.25,0.25,0.22,0.22,0.25,0.23,0.22,0.22,0.21,0.22,0.18,0.2,0.2,0.15,0.19,0.23,0.16,0.18,0.28,0.19,0.16,0.17,0.17,0.17,0.15,0.16,0.14,0.12,0.15,0.14,0.15,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.14,0.12,0.09,0.08,0.11,0.1,0.08,0.08,0.08,0.07,0.06,0.05,0.04,0.05,0.06,0.05,0.04,0.05,0.03,0.0,0.0,0.0,0.59,0.0,0.0,0.61,-0.01,0.0,0.0,0.0,0.0,99.94
09/08/2021,7.18,6.68,4.63,5.11,3.72,3.53,3.5,2.93,2.42,2.0,2.13,1.74,1.91,1.53,1.46,1.45,1.92,1.29,1.44,1.07,0.99,0.95,1.16,1.09,0.0,0.89,0.71,0.73,0.69,0.88,0.8,0.75,0.89,0.65,0.63,0.77,0.69,0.65,0.01,0.64,0.58,0.59,0.62,0.56,0.6,0.57,0.44,0.43,0.4,0.44,0.49,0.42,0.49,0.43,0.45,0.42,0.43,0.11,0.42,0.37,0.4,0.41,0.4,0.45,0.39,0.33,0.35,0.38,0.35,0.37,0.36,0.31,0.36,0.3,0.33,0.29,0.31,0.32,0.29,0.26,0.3,0.23,0.28,0.08,0.37,0.22,0.26,0.25,0.23,0.24,0.25,0.22,0.21,0.25,0.23,0.22,0.23,0.21,0.22,0.19,0.2,0.2,0.15,0.19,0.23,0.16,0.18,0.28,0.19,0.16,0.17,0.18,0.17,0.16,0.17,0.14,0.13,0.15,0.14,0.17,0.13,0.13,0.12,0.11,0.12,0.12,0.12,0.13,0.12,0.14,0.12,0.09,0.08,0.11,0.1,0.08,0.09,0.08,0.07,0.06,0.05,0.04,0.04,0.06,0.05,0.04,0.05,0.03,0.0,0.0,0.01,0.61,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,99.96
09/09/2021,7.18,6.68,4.63,5.11,3.72,3.53,3.5,2.93,2.42,2.0,2.13,1.74,1.91,1.53,1.46,1.45,1.92,1.29,1.44,1.07,0.99,0.95,1.16,1.09,0.0,0.89,0.71,0.73,0.69,0.88,0.8,0.75,0.89,0.65,0.63,0.77,0.69,0.65,0.01,0.64,0.58,0.59,0.62,0.56,0.6,0.57,0.44,0.43,0.4,0.44,0.49,0.42,0.49,0.43,0.45,0.42,0.43,0.11,0.42,0.37,0.4,0.41,0.4,0.45,0.39,0.33,0.35,0.38,0.35,0.37,0.36,0.31,0.36,0.3,0.33,0.29,0.31,0.32,0.29,0.26,0.3,0.23,0.28,0.08,0.37,0.22,0.26,0.25,0.23,0.24,0.25,0.22,0.21,0.25,0.23,0.22,0.23,0.21,0.22,0.19,0.2,0.2,0.15,0.19,0.23,0.16,0.18,0.28,0.19,0.16,0.17,0.18,0.17,0.16,0.17,0.14,0.13,0.15,0.14,0.17,0.13,0.13,0.12,0.11,0.12,0.12,0.12,0.13,0.12,0.14,0.12,0.09,0.08,0.11,0.1,0.08,0.09,0.08,0.07,0.06,0.05,0.04,0.04,0.06,0.05,0.04,0.05,0.03,0.0,0.0,0.01,0.61,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,99.96
09/20/2021,7.06,6.83,4.4,5.26,3.88,3.58,3.48,2.96,2.42,2.05,2.29,1.78,1.88,1.44,1.5,1.44,1.84,1.07,1.44,1.07,0.96,0.92,1.12,1.13,0.0,0.91,0.76,0.72,0.55,0.85,0.82,0.75,0.91,0.66,0.6,0.76,0.66,0.6,0.01,0.65,0.59,0.62,0.61,0.58,0.61,0.61,0.44,0.45,0.25,0.44,0.47,0.44,0.48,0.45,0.46,0.41,0.41,0.06,0.43,0.35,0.4,0.42,0.4,0.45,0.41,0.33,0.35,0.39,0.35,0.37,0.36,0.32,0.37,0.3,0.33,0.3,0.32,0.32,0.3,0.26,0.29,0.22,0.29,0.08,0.38,0.21,0.26,0.25,0.23,0.24,0.26,0.23,0.22,0.25,0.24,0.21,0.23,0.22,0.22,0.18,0.2,0.19,0.14,0.19,0.23,0.15,0.18,0.3,0.21,0.16,0.17,0.19,0.16,0.16,0.17,0.14,0.13,0.15,0.13,0.19,0.13,0.13,0.12,0.1,0.13,0.12,0.13,0.14,0.12,0.14,0.12,0.07,0.06,0.12,0.1,0.08,0.09,0.08,0.08,0.06,0.05,0.03,0.05,0.05,0.05,0.04,0.05,0.04,0.0,0.0,0.0,0.63,0.0,0.0,0.44,0.0,0.01,0.0,0.0,0.0,100.03
09/23/2021,6.81,6.75,4.19,5.29,3.79,3.5,3.4,2.91,2.44,2.09,2.27,1.79,1.88,1.33,1.53,1.44,1.84,0.94,1.42,0.98,0.92,0.91,1.21,1.09,0.0,0.89,0.75,0.68,0.54,0.86,0.85,0.73,0.88,0.65,0.55,0.75,0.69,0.6,0.0,0.63,0.58,0.61,0.61,0.58,0.6,0.58,0.37,0.43,0.24,0.5,0.47,0.44,0.49,0.44,0.46,0.41,0.39,0.05,0.42,0.35,0.4,0.42,0.4,0.41,0.41,0.29,0.39,0.4,0.35,0.0,0.36,0.32,0.37,0.25,0.32,0.3,0.34,0.33,0.28,0.26,0.29,0.21,0.29,0.08,0.37,0.22,0.26,0.24,0.21,0.25,0.26,0.23,0.21,0.25,0.23,0.21,0.24,0.22,0.22,0.18,0.19,0.18,0.13,0.19,0.23,0.15,0.18,0.31,0.21,0.16,0.18,0.19,0.15,0.23,0.17,0.14,0.13,0.15,0.12,0.18,0.12,0.12,0.11,0.09,0.13,0.12,0.13,0.17,0.12,0.13,0.12,0.08,0.06,0.12,0.1,0.08,0.09,0.08,0.07,0.06,0.05,0.03,0.05,0.05,0.04,0.04,0.05,0.04,0.0,0.0,0.0,0.67,0.0,0.0,2.07,-0.01,-0.06,0.29,0.0,0.0,100.04
10/07/2021,7.16,7.06,4.11,4.96,3.8,3.61,3.47,3.02,2.37,2.11,2.34,1.79,1.87,1.37,1.54,1.64,1.8,0.93,1.36,1.01,0.94,0.93,1.1,1.11,0.0,0.85,0.89,0.69,0.53,0.86,0.84,0.72,0.83,0.65,0.59,0.72,0.66,0.58,0.0,0.64,0.55,0.62,0.59,0.59,0.61,0.63,0.42,0.51,0.26,0.5,0.46,0.43,0.48,0.43,0.44,0.4,0.41,0.06,0.42,0.28,0.42,0.41,0.39,0.38,0.41,0.31,0.4,0.39,0.39,0.0,0.37,0.31,0.37,0.26,0.34,0.3,0.35,0.33,0.33,0.25,0.29,0.19,0.29,0.08,0.37,0.23,0.27,0.26,0.22,0.26,0.26,0.22,0.19,0.25,0.22,0.22,0.24,0.23,0.22,0.18,0.2,0.22,0.14,0.18,0.23,0.18,0.18,0.33,0.23,0.16,0.17,0.2,0.16,0.23,0.18,0.14,0.13,0.15,0.13,0.2,0.13,0.12,0.14,0.1,0.13,0.12,0.13,0.19,0.12,0.14,0.12,0.07,0.06,0.12,0.11,0.08,0.1,0.08,0.07,0.06,0.05,0.03,0.05,0.05,0.05,0.04,0.06,0.04,0.0,0.0,0.0,0.67,0.0,0.0,0.82,0.0,-0.01,0.33,0.0,0.0,100.05
10/11/2021,7.3,6.99,4.17,4.99,3.82,3.63,3.52,3.02,2.35,2.11,2.39,1.77,1.91,1.37,1.55,1.62,1.75,0.9,1.36,1.05,0.94,0.92,1.19,1.1,0.0,0.85,0.93,0.7,0.53,0.87,0.84,0.72,0.84,0.67,0.6,0.73,0.63,0.57,0.01,0.68,0.55,0.61,0.59,0.59,0.61,0.65,0.42,0.52,0.26,0.52,0.48,0.42,0.48,0.44,0.44,0.4,0.42,0.06,0.42,0.28,0.43,0.4,0.4,0.39,0.41,0.33,0.4,0.38,0.39,0.0,0.36,0.3,0.37,0.28,0.33,0.3,0.35,0.31,0.34,0.25,0.29,0.18,0.29,0.08,0.35,0.24,0.27,0.26,0.22,0.26,0.26,0.22,0.19,0.25,0.21,0.22,0.23,0.23,0.21,0.18,0.2,0.23,0.14,0.18,0.23,0.17,0.18,0.32,0.23,0.16,0.18,0.2,0.16,0.22,0.17,0.15,0.13,0.14,0.13,0.2,0.13,0.12,0.15,0.1,0.13,0.12,0.13,0.18,0.12,0.14,0.13,0.08,0.06,0.12,0.11,0.08,0.1,0.08,0.08,0.06,0.05,0.03,0.05,0.05,0.05,0.05,0.06,0.04,0.0,0.0,0.0,0.66,0.0,0.0,0.32,0.0,0.0,0.32,0.0,0.0,100.03000000000002
10/14/2021,7.14,6.79,4.28,4.98,3.73,3.63,3.55,3.04,2.35,2.09,2.39,1.78,1.94,1.45,1.55,1.6,1.7,0.97,1.34,1.04,0.95,0.93,1.12,1.08,0.0,0.84,0.94,0.71,0.54,0.87,0.83,0.74,0.81,0.7,0.6,0.71,0.62,0.56,0.01,0.67,0.54,0.61,0.59,0.59,0.62,0.65,0.43,0.53,0.26,0.52,0.5,0.43,0.47,0.43,0.43,0.42,0.43,0.06,0.41,0.28,0.42,0.4,0.39,0.4,0.42,0.32,0.4,0.38,0.39,0.0,0.36,0.3,0.37,0.28,0.33,0.31,0.34,0.31,0.34,0.26,0.29,0.18,0.29,0.08,0.34,0.23,0.27,0.27,0.22,0.28,0.26,0.24,0.19,0.25,0.22,0.22,0.23,0.23,0.21,0.17,0.2,0.22,0.15,0.18,0.22,0.17,0.17,0.31,0.23,0.17,0.17,0.19,0.16,0.22,0.17,0.14,0.12,0.14,0.14,0.19,0.13,0.12,0.15,0.1,0.13,0.12,0.13,0.18,0.12,0.14,0.13,0.08,0.06,0.12,0.11,0.08,0.1,0.08,0.08,0.07,0.05,0.03,0.05,0.05,0.05,0.05,0.06,0.04,0.0,0.0,0.0,0.67,0.0,0.0,0.59,0.0,0.0,0.32,0.0,0.0,100.01
10/15/2021,7.05,6.83,4.26,5.09,3.68,3.59,3.58,3.03,2.35,2.09,2.42,1.78,1.95,1.46,1.54,1.57,1.71,0.96,1.34,1.04,0.95,0.94,1.13,1.09,0.0,0.84,0.93,0.71,0.55,0.87,0.83,0.75,0.81,0.7,0.6,0.71,0.62,0.57,0.01,0.66,0.53,0.61,0.59,0.59,0.62,0.66,0.43,0.53,0.27,0.52,0.5,0.43,0.47,0.43,0.43,0.41,0.42,0.06,0.41,0.27,0.43,0.4,0.39,0.41,0.42,0.32,0.4,0.38,0.39,0.0,0.36,0.3,0.37,0.28,0.33,0.3,0.34,0.31,0.34,0.25,0.29,0.18,0.29,0.08,0.34,0.23,0.27,0.27,0.22,0.28,0.26,0.24,0.19,0.25,0.22,0.22,0.23,0.23,0.21,0.16,0.2,0.22,0.14,0.19,0.22,0.16,0.17,0.31,0.23,0.16,0.17,0.19,0.16,0.22,0.17,0.14,0.12,0.15,0.14,0.2,0.13,0.12,0.15,0.09,0.13,0.12,0.13,0.18,0.12,0.14,0.13,0.08,0.07,0.12,0.11,0.08,0.1,0.08,0.08,0.07,0.05,0.03,0.05,0.05,0.05,0.05,0.06,0.04,0.0,0.0,0.0,0.66,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.32,100.01
10/18/2021,7.01,6.63,4.33,5.14,3.67,3.53,3.6,3.0,2.35,2.09,2.42,1.81,1.92,1.43,1.56,1.59,1.7,0.93,1.37,1.03,0.94,0.93,1.17,1.11,0.0,0.83,0.92,0.72,0.54,0.89,0.82,0.77,0.83,0.69,0.59,0.72,0.63,0.55,0.01,0.66,0.54,0.61,0.58,0.6,0.61,0.69,0.43,0.52,0.26,0.52,0.48,0.43,0.47,0.43,0.43,0.43,0.44,0.06,0.41,0.26,0.45,0.41,0.39,0.4,0.42,0.32,0.4,0.39,0.39,0.0,0.37,0.3,0.37,0.28,0.34,0.31,0.34,0.31,0.34,0.27,0.28,0.18,0.29,0.08,0.34,0.23,0.27,0.28,0.22,0.28,0.25,0.24,0.19,0.26,0.21,0.22,0.23,0.23,0.21,0.16,0.2,0.22,0.14,0.19,0.22,0.19,0.17,0.33,0.22,0.17,0.18,0.2,0.16,0.22,0.16,0.14,0.13,0.14,0.14,0.21,0.12,0.13,0.15,0.09,0.13,0.12,0.13,0.18,0.12,0.14,0.13,0.08,0.06,0.11,0.11,0.08,0.1,0.08,0.09,0.07,0.05,0.03,0.05,0.05,0.05,0.05,0.06,0.04,0.0,0.0,0.0,0.67,0.0,0.0,0.62,0.0,0.0,0.0,0.01,0.33,100.04
10/19/2021,6.97,6.63,4.31,5.13,3.69,3.54,3.59,3.01,2.35,2.08,2.49,1.8,1.93,1.4,1.56,1.58,1.76,0.94,1.36,1.03,0.93,0.94,1.17,1.11,0.0,0.82,0.91,0.72,0.53,0.89,0.82,0.76,0.84,0.71,0.6,0.71,0.62,0.56,0.01,0.65,0.54,0.61,0.58,0.6,0.61,0.68,0.43,0.52,0.27,0.52,0.46,0.44,0.47,0.43,0.43,0.43,0.44,0.06,0.41,0.26,0.45,0.42,0.38,0.4,0.42,0.31,0.4,0.39,0.39,0.0,0.37,0.3,0.37,0.28,0.32,0.31,0.34,0.31,0.34,0.27,0.28,0.18,0.3,0.08,0.33,0.22,0.27,0.28,0.22,0.28,0.25,0.27,0.19,0.26,0.21,0.22,0.23,0.23,0.21,0.17,0.2,0.22,0.14,0.19,0.23,0.19,0.17,0.33,0.22,0.17,0.18,0.2,0.16,0.22,0.16,0.14,0.13,0.14,0.14,0.2,0.12,0.12,0.15,0.09,0.13,0.12,0.13,0.18,0.12,0.14,0.13,0.08,0.06,0.12,0.11,0.08,0.1,0.08,0.09,0.07,0.05,0.03,0.05,0.05,0.05,0.05,0.06,0.04,0.0,0.0,0.0,0.66,0.0,0.0,0.62,0.0,0.0,0.0,0.01,0.32,100.03
10/20/2021,6.97,6.63,4.31,5.13,3.69,3.54,3.59,3.01,2.35,2.08,2.49,1.8,1.93,1.4,1.56,1.58,1.76,0.94,1.36,1.03,0.93,0.94,1.17,1.11,0.0,0.82,0.91,0.72,0.53,0.89,0.82,0.76,0.84,0.71,0.6,0.71,0.62,0.56,0.01,0.65,0.54,0.61,0.58,0.6,0.61,0.68,0.43,0.52,0.27,0.52,0.46,0.44,0.47,0.43,0.43,0.43,0.44,0.06,0.41,0.26,0.45,0.42,0.38,0.4,0.42,0.31,0.4,0.39,0.39,0.0,0.37,0.3,0.37,0.28,0.32,0.31,0.34,0.31,0.34,0.27,0.28,0.18,0.3,0.08,0.33,0.22,0.27,0.28,0.22,0.28,0.25,0.27,0.19,0.26,0.21,0.22,0.23,0.23,0.21,0.17,0.2,0.22,0.14,0.19,0.23,0.19,0.17,0.33,0.22,0.17,0.18,0.2,0.16,0.22,0.16,0.14,0.13,0.14,0.14,0.2,0.12,0.12,0.15,0.09,0.13,0.12,0.13,0.18,0.12,0.14,0.13,0.08,0.06,0.12,0.11,0.08,0.1,0.08,0.09,0.07,0.05,0.03,0.05,0.05,0.05,0.05,0.06,0.04,0.0,0.0,0.0,0.66,0.0,0.0,0.62,0.0,0.0,0.0,0.01,0.32,100.03
10/21/2021,6.95,6.68,4.36,5.06,3.71,3.53,3.58,3.03,2.35,2.09,2.49,1.81,1.94,1.42,1.55,1.58,1.76,0.94,1.34,1.03,0.93,0.94,1.19,1.11,0.0,0.82,0.91,0.72,0.55,0.89,0.82,0.76,0.84,0.71,0.6,0.7,0.63,0.55,0.01,0.65,0.53,0.61,0.59,0.59,0.61,0.7,0.42,0.52,0.28,0.52,0.45,0.43,0.47,0.43,0.42,0.42,0.43,0.07,0.41,0.26,0.44,0.41,0.38,0.4,0.42,0.31,0.4,0.38,0.39,0.0,0.37,0.3,0.36,0.27,0.31,0.3,0.34,0.31,0.34,0.26,0.28,0.19,0.3,0.08,0.32,0.22,0.27,0.28,0.22,0.28,0.25,0.26,0.19,0.26,0.21,0.22,0.23,0.22,0.21,0.17,0.2,0.22,0.14,0.2,0.22,0.19,0.17,0.32,0.23,0.17,0.18,0.2,0.16,0.23,0.16,0.14,0.13,0.14,0.14,0.2,0.12,0.12,0.15,0.1,0.13,0.12,0.13,0.18,0.12,0.15,0.13,0.08,0.07,0.12,0.11,0.08,0.1,0.08,0.09,0.07,0.05,0.03,0.05,0.05,0.05,0.05,0.06,0.04,0.0,0.0,0.0,0.68,0.0,0.0,0.62,0.0,0.0,0.0,0.01,0.32,100.04
