,AMZN,HD,WMT,AAPL,COST,NKE,TGT,LOW,PG,MCD,TJX,SBUX,DG,ROST,LULU,EL,ORLY,BKNG,XTSLA,VFC,MELI,YUM,AZO,KR,CMG,DLTR,BURL,HLT,ULTA,TSCO,FDX,PINS,BBY,WBA,UBER,LB,YUMC,DPZ,DRI,MAR,W,PYPL,V,EBAY,KMX,RH,TPR,FIVE,AAP,WSM,GPS,CVNA,CTAS,CCL,MA,DECK,KSS,FND,LVS,ETSY,GWW,SYY,FAST,CZR,PVH,MGM,POOL,AEO,DKS,MTN,SKX,CASY,GPC,FL,CROX,PLNT,LYV,OLLI,CRI,CPRI,KMB,RL,TXRH,WH,M,HBI,RCL,BJ,EXPE,WYNN,ARMK,TPX,SQ,JWN,SIG,BBBY,NCLH,NWL,INTU,PENN,LAD,TNL,YETI,HST,MAS,HAS,SHOO,ANF,UAA,CBRL,AN,USFD,URBN,WEN,BIG,GO,CHH,BOOT,MAN,SBH,IPG,UA,COLM,WING,CHWY,CHDN,STZ,TOL,SMG,PFGC,RCII,MAT,MTCH,SITE,ALK,PRG,ROL,MUSA,SFM,FRPT,EAT,TMX,BLMN,H,EYE,HLF,SHAK,SNBR,VVV,HRB,LKQ,GRUB,EEFT,VAC,FCFS,OXM,MNRO,HOME,FLO,CAKE,OSTK,PSMT,JBLU,RRR,BYND,BYD,PZZA,JACK,HELE,CL,LOPE,PLAY,SGMS,TTWO,MSGS,HGV,UNF,SFIX,BKE,MSM,GIII,LEVI,PII,WWW,CORE,PK,RHP,APLE,BFAM,LZB,CNK,USD,SIX,QRTEA,MAC,RUTH,BJRI,CNNE,TMHC,IPAR,Just Eat Takeaway.com NV ADR,127.HK,COTY,BBWI WI,VSCO WI,n/a,VSCO,AMWD,BISXX,LBEUR,RMAX,SUM
08/13/2021,16.03,7.58,5.53,5.13,5.0,4.57,3.79,2.69,2.83,2.64,2.28,1.87,1.62,1.29,1.38,1.28,1.05,0.97,0.89,0.81,0.99,0.86,0.78,0.83,0.82,0.67,0.7,0.61,0.6,0.57,0.5,0.37,0.53,0.52,0.43,0.0,0.46,0.47,0.41,0.43,0.39,0.38,0.39,0.36,0.36,0.35,0.35,0.37,0.33,0.32,0.28,0.35,0.31,0.27,0.27,0.3,0.27,0.29,0.2,0.24,0.23,0.24,0.22,0.2,0.21,0.19,0.2,0.18,0.2,0.17,0.2,0.18,0.17,0.16,0.21,0.17,0.16,0.16,0.15,0.17,0.15,0.16,0.14,0.15,0.15,0.16,0.14,0.16,0.12,0.11,0.12,0.13,0.14,0.13,0.11,0.11,0.1,0.11,0.12,0.1,0.11,0.09,0.11,0.09,0.11,0.1,0.11,0.09,0.11,0.08,0.11,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.09,0.1,0.08,0.09,0.09,0.08,0.06,0.07,0.06,0.06,0.08,0.07,0.06,0.08,0.07,0.06,0.07,0.08,0.07,0.06,0.06,0.07,0.05,0.05,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.05,0.04,0.0,0.04,0.04,0.04,0.05,0.05,0.06,0.05,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.08,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.0,0.0,0.43,0.17,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/16/2021,15.91,7.62,5.53,5.23,5.01,4.52,3.75,2.72,2.83,2.67,2.28,1.86,1.6,1.29,1.39,1.27,1.04,0.96,0.94,0.81,0.97,0.86,0.78,0.82,0.83,0.67,0.68,0.6,0.62,0.58,0.5,0.36,0.55,0.53,0.43,0.0,0.46,0.47,0.41,0.42,0.43,0.38,0.38,0.37,0.34,0.36,0.36,0.38,0.33,0.32,0.27,0.33,0.3,0.27,0.27,0.3,0.28,0.28,0.2,0.24,0.23,0.24,0.22,0.2,0.21,0.2,0.2,0.17,0.21,0.17,0.2,0.18,0.17,0.16,0.21,0.17,0.16,0.15,0.16,0.17,0.15,0.16,0.14,0.15,0.15,0.17,0.14,0.16,0.12,0.11,0.12,0.13,0.13,0.13,0.11,0.11,0.1,0.11,0.12,0.11,0.11,0.09,0.11,0.09,0.11,0.1,0.1,0.09,0.11,0.08,0.11,0.08,0.08,0.09,0.08,0.07,0.08,0.08,0.08,0.07,0.09,0.1,0.08,0.09,0.09,0.08,0.06,0.07,0.06,0.06,0.08,0.07,0.06,0.08,0.07,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.07,0.05,0.04,0.0,0.04,0.04,0.04,0.05,0.05,0.05,0.04,0.06,0.06,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.07,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.43,0.16,0.0,0.0,0.0,0.0,0.0,0.0,99.92
08/17/2021,15.89,7.57,5.55,5.25,5.05,4.55,3.75,2.7,2.85,2.7,2.25,1.88,1.61,1.28,1.39,1.27,1.03,0.97,0.94,0.81,0.98,0.87,0.77,0.83,0.83,0.67,0.68,0.59,0.62,0.58,0.51,0.36,0.53,0.53,0.42,0.0,0.46,0.47,0.41,0.42,0.42,0.38,0.38,0.4,0.34,0.35,0.36,0.38,0.32,0.32,0.26,0.34,0.31,0.26,0.27,0.3,0.27,0.28,0.2,0.24,0.23,0.24,0.22,0.2,0.22,0.2,0.2,0.17,0.2,0.17,0.2,0.18,0.17,0.16,0.22,0.17,0.16,0.15,0.16,0.17,0.15,0.16,0.14,0.15,0.15,0.16,0.13,0.15,0.12,0.1,0.12,0.13,0.13,0.12,0.11,0.1,0.1,0.11,0.12,0.1,0.11,0.1,0.11,0.09,0.11,0.1,0.1,0.08,0.11,0.08,0.11,0.08,0.08,0.09,0.08,0.07,0.08,0.08,0.08,0.07,0.09,0.1,0.08,0.09,0.09,0.08,0.06,0.07,0.05,0.06,0.08,0.07,0.06,0.08,0.07,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.07,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.07,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.0,0.0,0.42,0.17,0.0,0.0,0.0,0.0,0.0,0.0,99.91
08/18/2021,15.89,7.57,5.55,5.25,5.05,4.55,3.75,2.7,2.85,2.7,2.25,1.88,1.61,1.28,1.39,1.27,1.03,0.97,0.94,0.81,0.98,0.87,0.77,0.83,0.83,0.67,0.68,0.59,0.62,0.58,0.51,0.36,0.53,0.53,0.42,0.0,0.46,0.47,0.41,0.42,0.42,0.38,0.38,0.4,0.34,0.35,0.36,0.38,0.32,0.32,0.26,0.34,0.31,0.26,0.27,0.3,0.27,0.28,0.2,0.24,0.23,0.24,0.22,0.2,0.22,0.2,0.2,0.17,0.2,0.17,0.2,0.18,0.17,0.16,0.22,0.17,0.16,0.15,0.16,0.17,0.15,0.16,0.14,0.15,0.15,0.16,0.13,0.15,0.12,0.1,0.12,0.13,0.13,0.12,0.11,0.1,0.1,0.11,0.12,0.1,0.11,0.1,0.11,0.09,0.11,0.1,0.1,0.08,0.11,0.08,0.11,0.08,0.08,0.09,0.08,0.07,0.08,0.08,0.08,0.07,0.09,0.1,0.08,0.09,0.09,0.08,0.06,0.07,0.05,0.06,0.08,0.07,0.06,0.08,0.07,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.07,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.07,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.0,0.0,0.42,0.17,0.0,0.0,0.0,0.0,0.0,0.0,99.91
08/19/2021,15.86,7.63,5.58,5.3,5.09,4.56,3.76,2.73,2.86,2.72,2.24,1.88,1.61,1.28,1.38,1.27,1.05,0.94,0.93,0.8,0.94,0.87,0.78,0.83,0.82,0.68,0.67,0.59,0.62,0.59,0.51,0.36,0.53,0.52,0.41,0.0,0.45,0.46,0.41,0.41,0.41,0.38,0.38,0.4,0.34,0.35,0.35,0.39,0.33,0.33,0.25,0.34,0.31,0.26,0.27,0.3,0.27,0.28,0.19,0.24,0.23,0.24,0.23,0.19,0.21,0.19,0.2,0.16,0.21,0.17,0.19,0.18,0.17,0.16,0.22,0.17,0.16,0.15,0.16,0.17,0.16,0.16,0.14,0.15,0.15,0.16,0.13,0.16,0.11,0.1,0.12,0.13,0.13,0.12,0.11,0.1,0.1,0.11,0.12,0.1,0.11,0.09,0.11,0.09,0.11,0.1,0.1,0.08,0.11,0.08,0.11,0.08,0.08,0.09,0.08,0.07,0.08,0.08,0.08,0.07,0.09,0.09,0.08,0.09,0.09,0.08,0.06,0.07,0.05,0.06,0.08,0.07,0.06,0.08,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.07,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.07,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.0,0.0,0.42,0.16,0.0,0.0,0.0,0.0,0.0,0.0,99.92000000000002
08/20/2021,15.86,7.43,5.68,5.36,5.17,4.59,3.7,2.62,2.92,2.76,2.24,1.9,1.6,1.26,1.35,1.27,1.06,0.94,0.95,0.79,0.95,0.88,0.79,0.89,0.84,0.68,0.66,0.59,0.61,0.58,0.52,0.37,0.52,0.53,0.41,0.0,0.46,0.49,0.41,0.41,0.41,0.38,0.39,0.4,0.34,0.34,0.34,0.38,0.33,0.33,0.25,0.33,0.31,0.25,0.27,0.3,0.26,0.27,0.19,0.25,0.23,0.24,0.23,0.18,0.2,0.19,0.2,0.16,0.2,0.17,0.18,0.19,0.17,0.15,0.21,0.17,0.16,0.15,0.16,0.16,0.16,0.16,0.14,0.15,0.15,0.16,0.13,0.16,0.11,0.1,0.12,0.13,0.13,0.12,0.1,0.1,0.1,0.11,0.12,0.1,0.11,0.09,0.11,0.09,0.11,0.1,0.1,0.08,0.11,0.08,0.11,0.08,0.08,0.09,0.08,0.07,0.08,0.08,0.08,0.06,0.09,0.09,0.08,0.09,0.09,0.08,0.06,0.07,0.05,0.06,0.08,0.07,0.06,0.08,0.06,0.07,0.08,0.08,0.07,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.07,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.02,0.04,0.04,0.04,0.04,0.04,0.05,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.09,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.41,0.17,0.0,0.0,0.0,0.0,0.0,0.0,99.94
08/23/2021,15.65,7.51,5.68,5.26,5.22,4.47,3.58,2.92,2.93,2.73,2.39,1.87,1.61,1.32,1.37,1.3,1.07,0.93,0.95,0.78,0.95,0.88,0.8,0.9,0.84,0.68,0.7,0.59,0.61,0.6,0.5,0.34,0.52,0.52,0.4,0.0,0.45,0.48,0.41,0.41,0.39,0.38,0.39,0.4,0.33,0.33,0.33,0.38,0.33,0.32,0.25,0.33,0.31,0.25,0.27,0.31,0.28,0.28,0.18,0.25,0.23,0.23,0.23,0.18,0.2,0.19,0.2,0.17,0.2,0.16,0.18,0.19,0.17,0.15,0.21,0.16,0.16,0.15,0.16,0.15,0.16,0.15,0.14,0.15,0.17,0.15,0.13,0.17,0.11,0.1,0.12,0.13,0.13,0.12,0.11,0.1,0.09,0.1,0.12,0.1,0.1,0.09,0.1,0.09,0.11,0.1,0.1,0.09,0.1,0.08,0.11,0.08,0.08,0.09,0.08,0.06,0.08,0.08,0.08,0.06,0.09,0.09,0.08,0.09,0.09,0.08,0.06,0.07,0.05,0.06,0.08,0.07,0.06,0.08,0.06,0.07,0.08,0.08,0.07,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.04,0.05,0.06,0.06,0.06,0.06,0.06,0.05,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.04,0.05,0.04,0.05,0.07,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.02,0.04,0.04,0.04,0.04,0.04,0.05,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.09,0.03,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.46,0.16,0.0,0.0,0.0,0.0,0.0,0.0,99.93
08/24/2021,15.54,7.58,5.66,5.25,5.21,4.48,3.66,2.97,2.9,2.72,2.38,1.85,1.61,1.27,1.36,1.3,1.06,0.92,0.94,0.77,0.95,0.87,0.79,0.91,0.84,0.69,0.69,0.59,0.62,0.6,0.49,0.35,0.52,0.52,0.4,0.0,0.45,0.47,0.41,0.41,0.4,0.38,0.38,0.4,0.33,0.34,0.33,0.39,0.33,0.33,0.26,0.33,0.31,0.25,0.26,0.31,0.29,0.28,0.19,0.25,0.23,0.24,0.23,0.19,0.2,0.19,0.2,0.17,0.21,0.16,0.19,0.19,0.17,0.16,0.21,0.16,0.16,0.15,0.16,0.16,0.16,0.15,0.14,0.15,0.18,0.15,0.13,0.18,0.11,0.1,0.12,0.13,0.13,0.12,0.11,0.1,0.09,0.1,0.12,0.1,0.1,0.09,0.11,0.09,0.11,0.1,0.1,0.09,0.1,0.08,0.11,0.08,0.08,0.09,0.08,0.06,0.08,0.08,0.08,0.06,0.09,0.09,0.08,0.09,0.09,0.08,0.06,0.07,0.06,0.06,0.08,0.07,0.06,0.08,0.06,0.07,0.08,0.08,0.07,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.04,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.04,0.05,0.04,0.05,0.06,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.02,0.03,0.04,0.04,0.04,0.04,0.05,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.09,0.03,0.02,0.02,0.01,0.02,0.02,0.02,0.03,0.0,0.0,0.0,0.46,0.16,0.0,0.0,0.0,0.0,0.0,0.0,99.95
08/25/2021,15.54,7.58,5.66,5.25,5.21,4.48,3.66,2.97,2.9,2.72,2.38,1.85,1.61,1.27,1.36,1.3,1.06,0.92,0.94,0.77,0.95,0.87,0.79,0.91,0.84,0.69,0.69,0.59,0.62,0.6,0.49,0.35,0.52,0.52,0.4,0.0,0.45,0.47,0.41,0.41,0.4,0.38,0.38,0.4,0.33,0.34,0.33,0.39,0.33,0.33,0.26,0.33,0.31,0.25,0.26,0.31,0.29,0.28,0.19,0.25,0.23,0.24,0.23,0.19,0.2,0.19,0.2,0.17,0.21,0.16,0.19,0.19,0.17,0.16,0.21,0.16,0.16,0.15,0.16,0.16,0.16,0.15,0.14,0.15,0.18,0.15,0.13,0.18,0.11,0.1,0.12,0.13,0.13,0.12,0.11,0.1,0.09,0.1,0.12,0.1,0.1,0.09,0.11,0.09,0.11,0.1,0.1,0.09,0.1,0.08,0.11,0.08,0.08,0.09,0.08,0.06,0.08,0.08,0.08,0.06,0.09,0.09,0.08,0.09,0.09,0.08,0.06,0.07,0.06,0.06,0.08,0.07,0.06,0.08,0.06,0.07,0.08,0.08,0.07,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.04,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.04,0.05,0.04,0.05,0.06,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.02,0.03,0.04,0.04,0.04,0.04,0.05,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.09,0.03,0.02,0.02,0.01,0.02,0.02,0.02,0.03,0.0,0.0,0.0,0.46,0.0,0.0,0.16,0.0,0.0,0.0,0.0,99.95
08/26/2021,15.76,7.49,5.59,5.27,5.13,4.51,3.62,2.92,2.87,2.71,2.4,1.85,1.6,1.28,1.37,1.31,1.05,0.94,0.94,0.77,0.96,0.87,0.78,0.9,0.84,0.69,0.68,0.59,0.62,0.59,0.49,0.35,0.52,0.52,0.41,0.0,0.45,0.46,0.42,0.42,0.39,0.38,0.38,0.39,0.33,0.34,0.34,0.39,0.33,0.32,0.26,0.33,0.31,0.26,0.27,0.3,0.29,0.28,0.2,0.25,0.23,0.24,0.23,0.19,0.2,0.19,0.2,0.17,0.21,0.17,0.19,0.19,0.17,0.16,0.21,0.17,0.16,0.15,0.16,0.16,0.16,0.16,0.14,0.14,0.18,0.15,0.14,0.17,0.11,0.1,0.12,0.13,0.13,0.12,0.11,0.1,0.1,0.1,0.12,0.1,0.1,0.09,0.1,0.09,0.11,0.1,0.1,0.09,0.1,0.08,0.1,0.08,0.08,0.09,0.08,0.06,0.08,0.08,0.08,0.06,0.09,0.09,0.08,0.09,0.09,0.08,0.06,0.07,0.06,0.06,0.08,0.07,0.06,0.08,0.06,0.07,0.08,0.08,0.07,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.04,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.04,0.05,0.04,0.05,0.06,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.02,0.03,0.04,0.04,0.04,0.04,0.05,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.09,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.0,0.0,0.46,0.0,0.0,0.15,0.0,0.0,0.0,0.0,99.9
08/27/2021,15.89,7.4,5.51,5.25,5.08,4.5,3.58,2.87,2.84,2.69,2.39,1.84,1.58,1.27,1.37,1.31,1.04,0.98,0.93,0.77,0.98,0.86,0.77,0.88,0.84,0.7,0.68,0.61,0.62,0.58,0.49,0.35,0.56,0.51,0.4,0.0,0.45,0.45,0.42,0.43,0.39,0.38,0.38,0.39,0.33,0.34,0.35,0.39,0.33,0.34,0.26,0.33,0.31,0.27,0.27,0.3,0.3,0.28,0.21,0.25,0.22,0.24,0.22,0.2,0.2,0.2,0.2,0.17,0.21,0.17,0.19,0.18,0.17,0.17,0.21,0.18,0.17,0.15,0.16,0.17,0.15,0.16,0.14,0.15,0.19,0.15,0.14,0.17,0.12,0.11,0.12,0.13,0.13,0.13,0.12,0.11,0.1,0.1,0.12,0.11,0.1,0.1,0.11,0.09,0.11,0.1,0.1,0.09,0.11,0.09,0.1,0.08,0.09,0.09,0.08,0.06,0.08,0.08,0.08,0.07,0.09,0.09,0.08,0.09,0.09,0.09,0.06,0.07,0.06,0.06,0.08,0.07,0.06,0.08,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.06,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.09,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.0,0.0,0.47,0.0,0.0,0.15,0.0,0.0,0.0,0.0,99.92
08/30/2021,16.06,7.37,5.49,5.21,5.09,4.45,3.58,2.93,2.84,2.69,2.36,1.84,1.54,1.23,1.38,1.32,1.05,1.01,0.94,0.77,0.97,0.85,0.77,0.87,0.84,0.62,0.63,0.61,0.65,0.57,0.49,0.37,0.55,0.51,0.41,0.0,0.45,0.47,0.44,0.42,0.4,0.38,0.38,0.41,0.33,0.35,0.34,0.38,0.33,0.37,0.24,0.33,0.31,0.27,0.26,0.3,0.29,0.28,0.21,0.27,0.23,0.24,0.23,0.22,0.2,0.2,0.2,0.16,0.25,0.17,0.18,0.19,0.17,0.16,0.21,0.18,0.17,0.14,0.16,0.17,0.16,0.15,0.15,0.15,0.18,0.15,0.14,0.17,0.11,0.11,0.12,0.13,0.13,0.1,0.12,0.11,0.1,0.1,0.12,0.12,0.1,0.1,0.11,0.09,0.11,0.1,0.1,0.08,0.1,0.09,0.1,0.08,0.08,0.09,0.07,0.06,0.08,0.08,0.08,0.07,0.09,0.09,0.08,0.09,0.09,0.09,0.06,0.07,0.06,0.07,0.08,0.07,0.06,0.08,0.07,0.07,0.08,0.08,0.07,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.04,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.05,0.06,0.04,0.06,0.06,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.05,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.09,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.47,0.0,0.0,0.16,0.0,0.0,0.0,0.0,99.93
08/31/2021,16.14,7.38,5.44,5.23,5.07,4.44,3.57,2.92,2.82,2.68,2.35,1.85,1.53,1.22,1.38,1.33,1.03,1.01,0.94,0.77,0.98,0.85,0.74,0.88,0.84,0.6,0.61,0.62,0.65,0.58,0.49,0.37,0.54,0.52,0.41,0.0,0.45,0.46,0.45,0.42,0.39,0.38,0.38,0.41,0.33,0.34,0.34,0.36,0.32,0.37,0.24,0.31,0.31,0.28,0.26,0.3,0.29,0.28,0.22,0.27,0.23,0.24,0.23,0.22,0.2,0.21,0.2,0.17,0.26,0.17,0.19,0.19,0.17,0.16,0.22,0.19,0.17,0.13,0.16,0.17,0.15,0.16,0.15,0.15,0.18,0.16,0.14,0.17,0.12,0.11,0.12,0.13,0.13,0.1,0.13,0.11,0.1,0.11,0.12,0.12,0.1,0.1,0.11,0.1,0.11,0.1,0.1,0.08,0.11,0.09,0.1,0.08,0.08,0.09,0.07,0.06,0.08,0.08,0.08,0.07,0.09,0.09,0.08,0.09,0.09,0.09,0.06,0.07,0.06,0.07,0.08,0.07,0.06,0.08,0.07,0.07,0.08,0.08,0.07,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.05,0.06,0.04,0.06,0.06,0.05,0.05,0.04,0.03,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.1,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.0,0.0,0.47,0.0,0.0,0.16,0.0,0.0,0.0,0.0,99.98
09/01/2021,16.14,7.38,5.44,5.23,5.07,4.44,3.57,2.92,2.82,2.68,2.35,1.85,1.53,1.22,1.38,1.33,1.03,1.01,0.94,0.77,0.98,0.85,0.74,0.88,0.84,0.6,0.61,0.62,0.65,0.58,0.49,0.37,0.54,0.52,0.41,0.0,0.45,0.46,0.45,0.42,0.39,0.38,0.38,0.41,0.33,0.34,0.34,0.36,0.32,0.37,0.24,0.31,0.31,0.28,0.26,0.3,0.29,0.28,0.22,0.27,0.23,0.24,0.23,0.22,0.2,0.21,0.2,0.17,0.26,0.17,0.19,0.19,0.17,0.16,0.22,0.19,0.17,0.13,0.16,0.17,0.15,0.16,0.15,0.15,0.18,0.16,0.14,0.17,0.12,0.11,0.12,0.13,0.13,0.1,0.13,0.11,0.1,0.11,0.12,0.12,0.1,0.1,0.11,0.1,0.11,0.1,0.1,0.08,0.11,0.09,0.1,0.08,0.08,0.09,0.07,0.06,0.08,0.08,0.08,0.07,0.09,0.09,0.08,0.09,0.09,0.09,0.06,0.07,0.06,0.07,0.08,0.07,0.06,0.08,0.07,0.07,0.08,0.08,0.07,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.05,0.06,0.04,0.06,0.06,0.05,0.05,0.04,0.03,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.1,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.0,0.0,0.47,0.0,0.0,0.16,0.0,0.0,0.0,0.0,99.98
09/02/2021,16.38,7.42,5.45,5.35,5.1,4.43,3.55,2.88,2.82,2.66,2.3,1.84,1.52,1.21,1.4,1.33,1.03,1.0,0.93,0.77,0.98,0.84,0.74,0.88,0.84,0.6,0.59,0.6,0.64,0.58,0.48,0.36,0.54,0.52,0.39,0.0,0.45,0.47,0.43,0.42,0.39,0.39,0.38,0.41,0.33,0.35,0.33,0.36,0.31,0.37,0.24,0.31,0.31,0.27,0.26,0.29,0.29,0.29,0.21,0.27,0.23,0.24,0.23,0.22,0.2,0.2,0.2,0.16,0.27,0.17,0.19,0.19,0.17,0.15,0.22,0.18,0.17,0.14,0.16,0.16,0.15,0.15,0.15,0.15,0.18,0.15,0.14,0.17,0.11,0.11,0.12,0.13,0.13,0.09,0.12,0.11,0.1,0.1,0.12,0.12,0.1,0.1,0.11,0.09,0.11,0.1,0.1,0.08,0.11,0.09,0.1,0.08,0.07,0.08,0.07,0.06,0.08,0.08,0.08,0.07,0.09,0.09,0.08,0.09,0.09,0.09,0.06,0.07,0.05,0.07,0.08,0.07,0.06,0.08,0.06,0.07,0.08,0.08,0.07,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.04,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.04,0.06,0.04,0.06,0.06,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.05,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.1,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.47,0.0,0.0,0.15,0.0,0.0,0.0,0.0,99.9
