,AMZN,HD,WMT,AAPL,COST,NKE,TGT,LOW,PG,MCD,TJX,SBUX,DG,ROST,LULU,EL,ORLY,BKNG,XTSLA,VFC,MELI,YUM,AZO,KR,CMG,DLTR,BURL,HLT,ULTA,TSCO,FDX,PINS,BBY,WBA,UBER,LB,YUMC,DPZ,DRI,MAR,W,PYPL,V,EBAY,KMX,RH,TPR,FIVE,AAP,WSM,GPS,CVNA,CTAS,CCL,MA,DECK,KSS,FND,LVS,ETSY,GWW,SYY,FAST,CZR,PVH,MGM,POOL,AEO,DKS,MTN,SKX,CASY,GPC,FL,CROX,PLNT,LYV,OLLI,CRI,CPRI,KMB,RL,TXRH,WH,M,HBI,RCL,BJ,EXPE,WYNN,ARMK,TPX,SQ,JWN,SIG,BBBY,NCLH,NWL,INTU,PENN,LAD,TNL,YETI,HST,MAS,HAS,SHOO,ANF,UAA,CBRL,AN,USFD,URBN,WEN,BIG,GO,CHH,BOOT,MAN,SBH,IPG,UA,COLM,WING,CHWY,CHDN,STZ,TOL,SMG,PFGC,RCII,MAT,MTCH,SITE,ALK,PRG,ROL,MUSA,SFM,FRPT,EAT,TMX,BLMN,H,EYE,HLF,SHAK,SNBR,VVV,HRB,LKQ,GRUB,EEFT,VAC,FCFS,OXM,MNRO,HOME,FLO,CAKE,OSTK,PSMT,JBLU,RRR,BYND,BYD,PZZA,JACK,HELE,CL,LOPE,PLAY,SGMS,TTWO,MSGS,HGV,UNF,SFIX,BKE,MSM,GIII,LEVI,PII,WWW,CORE,PK,RHP,APLE,BFAM,LZB,CNK,USD,SIX,QRTEA,MAC,RUTH,BJRI,CNNE,TMHC,IPAR,Just Eat Takeaway.com NV ADR,127.HK,COTY,BBWI WI,VSCO WI,n/a,VSCO,AMWD,BISXX,LBEUR,RMAX,SUM
09/24/2021,16.44,7.78,5.41,5.15,5.2,4.19,3.53,2.98,2.9,2.77,2.25,1.84,1.52,1.19,1.47,1.24,1.08,1.04,1.09,0.68,0.99,0.82,0.8,0.79,0.85,0.58,0.59,0.63,0.63,0.63,0.47,0.34,0.5,0.52,0.45,0.0,0.41,0.46,0.44,0.45,0.39,0.38,0.37,0.39,0.37,0.34,0.32,0.32,0.33,0.37,0.22,0.3,0.31,0.27,0.25,0.3,0.27,0.31,0.18,0.28,0.21,0.24,0.22,0.23,0.2,0.2,0.19,0.14,0.25,0.18,0.17,0.17,0.17,0.14,0.23,0.18,0.17,0.12,0.15,0.15,0.16,0.15,0.14,0.15,0.17,0.15,0.14,0.18,0.12,0.09,0.11,0.15,0.13,0.1,0.13,0.09,0.1,0.1,0.12,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.09,0.09,0.08,0.11,0.08,0.07,0.08,0.06,0.06,0.09,0.09,0.07,0.06,0.09,0.08,0.08,0.1,0.08,0.1,0.06,0.07,0.05,0.08,0.08,0.07,0.06,0.08,0.06,0.06,0.07,0.09,0.06,0.07,0.06,0.07,0.05,0.05,0.06,0.05,0.04,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.05,0.06,0.04,0.06,0.07,0.05,0.05,0.04,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.02,0.03,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.03,0.03,0.03,0.03,0.02,0.07,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.01,0.45,0.0,0.0,0.14,0.0,0.0,0.0,0.0,99.94
09/27/2021,16.48,7.68,5.3,5.17,5.11,4.23,3.48,2.95,2.87,2.77,2.26,1.83,1.49,1.19,1.47,1.25,1.09,1.09,1.07,0.68,1.0,0.81,0.81,0.77,0.86,0.57,0.6,0.65,0.64,0.63,0.42,0.35,0.49,0.52,0.45,0.0,0.42,0.45,0.47,0.47,0.37,0.38,0.37,0.39,0.37,0.34,0.33,0.33,0.34,0.38,0.22,0.3,0.32,0.28,0.26,0.3,0.28,0.31,0.18,0.28,0.21,0.24,0.22,0.24,0.21,0.22,0.19,0.14,0.25,0.19,0.17,0.17,0.17,0.15,0.24,0.18,0.18,0.11,0.15,0.15,0.15,0.15,0.15,0.16,0.18,0.15,0.15,0.18,0.13,0.09,0.12,0.15,0.13,0.1,0.13,0.09,0.11,0.1,0.13,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.11,0.08,0.07,0.08,0.06,0.06,0.09,0.09,0.07,0.06,0.09,0.08,0.08,0.1,0.07,0.1,0.06,0.07,0.05,0.08,0.08,0.07,0.06,0.08,0.07,0.06,0.07,0.09,0.06,0.07,0.06,0.07,0.05,0.05,0.07,0.05,0.04,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.07,0.05,0.05,0.0,0.05,0.04,0.04,0.05,0.05,0.06,0.04,0.06,0.07,0.05,0.05,0.04,0.03,0.04,0.04,0.03,0.04,0.04,0.04,0.02,0.04,0.04,0.04,0.04,0.04,0.05,0.0,0.03,0.03,0.03,0.03,0.03,0.03,0.07,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.01,0.46,0.0,0.0,0.14,0.0,0.0,0.0,0.0,99.97
09/28/2021,16.56,7.73,5.33,5.18,5.29,3.98,3.47,2.95,2.86,2.79,2.27,1.84,1.48,1.19,1.47,1.25,1.09,1.1,1.11,0.68,0.99,0.81,0.81,0.77,0.86,0.56,0.6,0.66,0.64,0.63,0.42,0.35,0.49,0.52,0.47,0.0,0.44,0.45,0.46,0.48,0.37,0.38,0.38,0.39,0.38,0.34,0.32,0.33,0.34,0.38,0.22,0.3,0.32,0.29,0.26,0.27,0.27,0.31,0.18,0.28,0.21,0.25,0.22,0.24,0.21,0.22,0.19,0.14,0.25,0.2,0.16,0.17,0.17,0.13,0.23,0.19,0.18,0.11,0.15,0.15,0.15,0.15,0.15,0.16,0.19,0.15,0.15,0.18,0.14,0.09,0.12,0.15,0.13,0.1,0.13,0.09,0.11,0.1,0.13,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.11,0.08,0.07,0.08,0.06,0.05,0.09,0.09,0.07,0.06,0.09,0.08,0.08,0.1,0.07,0.1,0.06,0.07,0.05,0.08,0.08,0.07,0.07,0.08,0.07,0.06,0.07,0.09,0.06,0.06,0.06,0.07,0.05,0.06,0.07,0.05,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.05,0.04,0.05,0.05,0.06,0.04,0.06,0.07,0.05,0.05,0.04,0.03,0.04,0.04,0.03,0.04,0.05,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.03,0.03,0.03,0.03,0.03,0.0,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.01,0.46,0.0,0.0,0.14,0.01,0.0,0.0,0.0,100.12
09/29/2021,16.56,7.73,5.33,5.18,5.29,3.98,3.47,2.95,2.86,2.79,2.27,1.84,1.48,1.19,1.47,1.25,1.09,1.1,1.11,0.68,0.99,0.81,0.81,0.77,0.86,0.56,0.6,0.66,0.64,0.63,0.42,0.35,0.49,0.52,0.47,0.0,0.44,0.45,0.46,0.48,0.37,0.38,0.38,0.39,0.38,0.34,0.32,0.33,0.34,0.38,0.22,0.3,0.32,0.29,0.26,0.27,0.27,0.31,0.18,0.28,0.21,0.25,0.22,0.24,0.21,0.22,0.19,0.14,0.25,0.2,0.16,0.17,0.17,0.13,0.23,0.19,0.18,0.11,0.15,0.15,0.15,0.15,0.15,0.16,0.19,0.15,0.15,0.18,0.14,0.09,0.12,0.15,0.13,0.1,0.13,0.09,0.11,0.1,0.13,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.11,0.08,0.07,0.08,0.06,0.05,0.09,0.09,0.07,0.06,0.09,0.08,0.08,0.1,0.07,0.1,0.06,0.07,0.05,0.08,0.08,0.07,0.07,0.08,0.07,0.06,0.07,0.09,0.06,0.06,0.06,0.07,0.05,0.06,0.07,0.05,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.05,0.04,0.05,0.05,0.06,0.04,0.06,0.07,0.05,0.05,0.04,0.03,0.04,0.04,0.03,0.04,0.05,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.03,0.03,0.03,0.03,0.03,0.0,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.01,0.46,0.0,0.0,0.14,0.01,0.0,0.0,0.0,100.12
09/30/2021,16.48,7.82,5.3,5.13,5.21,3.94,3.43,2.99,2.82,2.82,2.28,1.83,1.48,1.2,1.47,1.24,1.09,1.09,1.12,0.69,0.94,0.81,0.81,0.78,0.84,0.58,0.61,0.67,0.64,0.63,0.42,0.35,0.51,0.52,0.47,0.0,0.44,0.44,0.47,0.48,0.39,0.38,0.38,0.4,0.38,0.35,0.32,0.33,0.34,0.39,0.22,0.3,0.31,0.3,0.26,0.27,0.28,0.31,0.19,0.29,0.21,0.25,0.22,0.25,0.21,0.22,0.19,0.14,0.25,0.2,0.16,0.18,0.17,0.14,0.23,0.18,0.18,0.11,0.15,0.15,0.15,0.16,0.15,0.16,0.19,0.15,0.16,0.18,0.14,0.09,0.12,0.15,0.13,0.1,0.13,0.09,0.11,0.1,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.11,0.09,0.07,0.08,0.07,0.05,0.09,0.09,0.07,0.06,0.09,0.08,0.08,0.09,0.07,0.11,0.06,0.07,0.05,0.08,0.08,0.06,0.07,0.08,0.07,0.06,0.07,0.09,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.05,0.04,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.07,0.05,0.05,0.0,0.05,0.05,0.05,0.05,0.05,0.07,0.04,0.06,0.07,0.05,0.05,0.03,0.03,0.04,0.04,0.03,0.04,0.05,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.03,0.03,0.03,0.03,0.03,0.0,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.01,0.47,0.0,0.0,0.13,0.01,0.0,0.0,0.0,100.06000000000004
10/01/2021,16.26,7.6,5.36,5.2,4.91,4.5,3.79,2.77,2.86,2.78,2.22,1.98,1.6,1.28,1.38,1.32,1.06,0.97,0.91,0.82,0.84,0.86,0.79,0.8,0.83,0.67,0.67,0.64,0.57,0.55,0.52,0.38,0.53,0.51,0.44,0.0,0.47,0.48,0.43,0.46,0.33,0.38,0.41,0.37,0.36,0.33,0.35,0.34,0.34,0.31,0.27,0.32,0.31,0.25,0.29,0.29,0.26,0.29,0.21,0.24,0.24,0.23,0.23,0.19,0.2,0.18,0.2,0.18,0.2,0.18,0.2,0.18,0.17,0.16,0.2,0.17,0.16,0.17,0.15,0.16,0.16,0.15,0.15,0.15,0.14,0.15,0.13,0.16,0.13,0.11,0.12,0.13,0.12,0.11,0.1,0.11,0.1,0.1,0.12,0.1,0.12,0.09,0.1,0.09,0.11,0.11,0.11,0.09,0.09,0.08,0.11,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.06,0.08,0.08,0.07,0.06,0.06,0.08,0.05,0.06,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.06,0.05,0.05,0.04,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.0,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.84,0.56,0.0,100.71
10/04/2021,16.26,7.6,5.36,5.2,4.91,4.5,3.79,2.77,2.86,2.78,2.22,1.98,1.6,1.28,1.38,1.32,1.06,0.97,0.91,0.82,0.84,0.86,0.79,0.8,0.83,0.67,0.67,0.64,0.57,0.55,0.52,0.38,0.53,0.51,0.44,0.0,0.47,0.48,0.43,0.46,0.33,0.38,0.41,0.37,0.36,0.33,0.35,0.34,0.34,0.31,0.27,0.32,0.31,0.25,0.29,0.29,0.26,0.29,0.21,0.24,0.24,0.23,0.23,0.19,0.2,0.18,0.2,0.18,0.2,0.18,0.2,0.18,0.17,0.16,0.2,0.17,0.16,0.17,0.15,0.16,0.16,0.15,0.15,0.15,0.14,0.15,0.13,0.16,0.13,0.11,0.12,0.13,0.12,0.11,0.1,0.11,0.1,0.1,0.12,0.1,0.12,0.09,0.1,0.09,0.11,0.11,0.11,0.09,0.09,0.08,0.11,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.06,0.08,0.08,0.07,0.06,0.06,0.08,0.05,0.06,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.06,0.05,0.05,0.04,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.0,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.84,0.56,0.0,100.71
10/05/2021,16.5,7.81,5.39,5.19,5.28,4.01,3.42,2.99,2.89,2.84,2.19,1.85,1.5,1.16,1.43,1.22,1.11,1.09,1.16,0.7,0.92,0.82,0.85,0.81,0.83,0.66,0.58,0.66,0.63,0.63,0.42,0.34,0.51,0.52,0.47,0.0,0.45,0.45,0.46,0.48,0.36,0.37,0.38,0.39,0.35,0.34,0.31,0.31,0.34,0.37,0.22,0.29,0.31,0.3,0.27,0.26,0.24,0.3,0.19,0.27,0.21,0.25,0.22,0.25,0.2,0.22,0.19,0.14,0.23,0.2,0.16,0.18,0.17,0.13,0.22,0.19,0.19,0.11,0.15,0.14,0.16,0.15,0.15,0.17,0.19,0.14,0.16,0.17,0.14,0.1,0.12,0.14,0.12,0.09,0.13,0.07,0.11,0.1,0.12,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.12,0.09,0.07,0.08,0.06,0.06,0.09,0.09,0.07,0.06,0.09,0.08,0.08,0.09,0.07,0.11,0.06,0.07,0.05,0.08,0.07,0.06,0.07,0.08,0.07,0.06,0.07,0.09,0.07,0.06,0.06,0.06,0.05,0.06,0.06,0.05,0.04,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.08,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.05,0.07,0.04,0.06,0.07,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.05,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.03,0.03,0.03,0.03,0.03,0.0,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.0,0.01,0.45,0.0,0.0,0.13,0.0,0.0,0.0,0.01,100.08
10/06/2021,16.5,7.81,5.39,5.19,5.28,4.01,3.42,2.99,2.89,2.84,2.19,1.85,1.5,1.16,1.43,1.22,1.11,1.09,1.16,0.7,0.92,0.82,0.85,0.81,0.83,0.66,0.58,0.66,0.63,0.63,0.42,0.34,0.51,0.52,0.47,0.0,0.45,0.45,0.46,0.48,0.36,0.37,0.38,0.39,0.35,0.34,0.31,0.31,0.34,0.37,0.22,0.29,0.31,0.3,0.27,0.26,0.24,0.3,0.19,0.27,0.21,0.25,0.22,0.25,0.2,0.22,0.19,0.14,0.23,0.2,0.16,0.18,0.17,0.13,0.22,0.19,0.19,0.11,0.15,0.14,0.16,0.15,0.15,0.17,0.19,0.14,0.16,0.17,0.14,0.1,0.12,0.14,0.12,0.09,0.13,0.07,0.11,0.1,0.12,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.12,0.09,0.07,0.08,0.06,0.06,0.09,0.09,0.07,0.06,0.09,0.08,0.08,0.09,0.07,0.11,0.06,0.07,0.05,0.08,0.07,0.06,0.07,0.08,0.07,0.06,0.07,0.09,0.07,0.06,0.06,0.06,0.05,0.06,0.06,0.05,0.04,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.08,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.05,0.07,0.04,0.06,0.07,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.05,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.03,0.03,0.03,0.03,0.03,0.0,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.0,0.01,0.45,0.0,0.0,0.13,0.0,0.0,0.0,0.01,100.08
10/07/2021,16.39,7.8,5.27,5.2,5.23,4.04,3.39,2.99,2.87,2.85,2.2,1.88,1.47,1.18,1.41,1.25,1.09,1.12,0.97,0.71,0.91,0.83,0.83,0.78,0.83,0.67,0.58,0.69,0.64,0.63,0.42,0.35,0.5,0.52,0.49,0.0,0.45,0.45,0.47,0.5,0.36,0.38,0.39,0.39,0.35,0.33,0.32,0.31,0.34,0.36,0.22,0.29,0.31,0.31,0.27,0.27,0.25,0.29,0.2,0.27,0.22,0.26,0.22,0.27,0.2,0.22,0.19,0.14,0.24,0.2,0.16,0.18,0.17,0.13,0.22,0.2,0.2,0.11,0.16,0.15,0.16,0.16,0.15,0.17,0.19,0.15,0.16,0.17,0.14,0.1,0.13,0.14,0.12,0.09,0.13,0.06,0.12,0.1,0.12,0.12,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.11,0.09,0.07,0.09,0.06,0.05,0.1,0.09,0.08,0.06,0.09,0.08,0.08,0.09,0.07,0.11,0.06,0.06,0.05,0.08,0.07,0.06,0.07,0.08,0.07,0.07,0.07,0.09,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.04,0.05,0.06,0.06,0.06,0.05,0.06,0.07,0.08,0.05,0.04,0.0,0.05,0.05,0.04,0.05,0.05,0.07,0.04,0.06,0.07,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.05,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.03,0.03,0.03,0.03,0.03,0.0,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.0,0.01,0.45,0.0,0.0,0.13,0.0,0.0,0.0,0.01,99.93
10/08/2021,16.15,7.83,5.29,5.14,5.21,4.1,3.4,3.04,2.89,2.89,2.2,1.88,1.47,1.19,1.4,1.25,1.09,1.14,0.98,0.73,0.88,0.83,0.83,0.8,0.83,0.68,0.57,0.7,0.65,0.62,0.42,0.34,0.51,0.52,0.48,0.0,0.45,0.45,0.48,0.51,0.34,0.37,0.39,0.39,0.34,0.32,0.32,0.3,0.34,0.35,0.23,0.29,0.32,0.3,0.27,0.27,0.26,0.29,0.19,0.26,0.22,0.26,0.22,0.27,0.21,0.23,0.19,0.14,0.24,0.2,0.16,0.18,0.17,0.14,0.21,0.19,0.2,0.11,0.16,0.15,0.16,0.16,0.16,0.18,0.19,0.15,0.16,0.17,0.14,0.1,0.13,0.14,0.12,0.1,0.14,0.06,0.11,0.1,0.12,0.11,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.12,0.09,0.07,0.09,0.06,0.05,0.1,0.09,0.08,0.06,0.09,0.08,0.08,0.09,0.07,0.11,0.07,0.07,0.05,0.09,0.08,0.06,0.07,0.08,0.07,0.07,0.07,0.09,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.05,0.04,0.05,0.06,0.07,0.06,0.05,0.06,0.07,0.08,0.05,0.04,0.0,0.05,0.05,0.04,0.05,0.05,0.07,0.04,0.06,0.07,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.05,0.04,0.02,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.03,0.03,0.03,0.03,0.03,0.0,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.0,0.01,0.46,0.0,0.0,0.13,0.01,0.0,0.0,0.0,99.94
10/11/2021,16.37,7.85,5.32,5.2,5.27,4.11,3.38,3.01,2.92,2.91,2.13,1.87,1.47,1.13,1.41,1.27,1.11,1.12,0.98,0.7,0.85,0.83,0.83,0.79,0.84,0.67,0.56,0.7,0.64,0.61,0.43,0.34,0.51,0.52,0.49,0.0,0.45,0.46,0.48,0.5,0.34,0.38,0.39,0.4,0.35,0.32,0.32,0.31,0.35,0.35,0.22,0.28,0.32,0.3,0.27,0.27,0.24,0.29,0.19,0.28,0.22,0.26,0.22,0.26,0.2,0.22,0.19,0.13,0.23,0.2,0.16,0.18,0.17,0.13,0.21,0.19,0.21,0.11,0.15,0.14,0.16,0.16,0.15,0.18,0.19,0.14,0.16,0.17,0.14,0.1,0.13,0.14,0.12,0.09,0.14,0.06,0.11,0.1,0.12,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.11,0.09,0.07,0.09,0.06,0.06,0.1,0.09,0.08,0.06,0.09,0.08,0.08,0.09,0.07,0.11,0.06,0.07,0.05,0.08,0.07,0.06,0.07,0.08,0.07,0.07,0.07,0.09,0.06,0.06,0.06,0.06,0.05,0.06,0.07,0.05,0.04,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.05,0.07,0.04,0.06,0.07,0.05,0.05,0.04,0.03,0.04,0.04,0.04,0.04,0.05,0.04,0.02,0.03,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.03,0.03,0.04,0.03,0.03,0.0,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.0,0.01,0.44,0.0,0.0,0.12,0.01,0.0,0.0,0.0,99.95
10/12/2021,16.36,7.92,5.31,5.18,5.25,4.14,3.38,3.03,2.9,2.89,2.13,1.85,1.47,1.14,1.39,1.26,1.09,1.12,0.92,0.71,0.84,0.83,0.83,0.78,0.84,0.67,0.57,0.7,0.64,0.61,0.42,0.34,0.51,0.52,0.49,0.0,0.46,0.45,0.47,0.51,0.34,0.37,0.39,0.41,0.35,0.33,0.32,0.33,0.35,0.35,0.22,0.27,0.32,0.29,0.27,0.27,0.24,0.29,0.19,0.28,0.22,0.26,0.22,0.26,0.2,0.22,0.19,0.13,0.23,0.2,0.16,0.18,0.17,0.14,0.21,0.19,0.2,0.11,0.15,0.15,0.16,0.16,0.15,0.18,0.18,0.14,0.16,0.17,0.14,0.1,0.13,0.14,0.13,0.09,0.14,0.06,0.11,0.1,0.12,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.11,0.09,0.07,0.08,0.06,0.06,0.1,0.09,0.08,0.06,0.09,0.08,0.08,0.09,0.07,0.11,0.06,0.07,0.05,0.08,0.07,0.07,0.07,0.08,0.07,0.07,0.07,0.09,0.06,0.06,0.06,0.06,0.05,0.06,0.07,0.05,0.04,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.05,0.07,0.04,0.06,0.07,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.02,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.03,0.03,0.04,0.03,0.03,0.0,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.0,0.01,0.45,0.0,0.05,0.13,0.0,0.0,0.0,0.0,99.95
10/13/2021,16.37,7.89,5.35,5.19,5.26,4.18,3.39,3.02,2.91,2.89,2.13,1.84,1.48,1.14,1.39,1.25,1.1,1.13,0.92,0.71,0.82,0.82,0.83,0.79,0.83,0.68,0.57,0.71,0.65,0.6,0.42,0.34,0.51,0.52,0.49,0.0,0.46,0.45,0.47,0.51,0.34,0.37,0.39,0.42,0.35,0.33,0.31,0.33,0.35,0.35,0.22,0.27,0.33,0.28,0.27,0.26,0.24,0.29,0.19,0.28,0.23,0.26,0.22,0.25,0.2,0.22,0.19,0.13,0.23,0.2,0.16,0.18,0.18,0.14,0.2,0.19,0.2,0.11,0.15,0.15,0.16,0.15,0.15,0.18,0.19,0.13,0.15,0.17,0.14,0.1,0.13,0.14,0.12,0.09,0.14,0.06,0.11,0.09,0.12,0.11,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.11,0.09,0.07,0.08,0.07,0.06,0.1,0.09,0.08,0.06,0.09,0.08,0.08,0.09,0.06,0.11,0.07,0.07,0.05,0.08,0.07,0.06,0.07,0.08,0.07,0.07,0.07,0.09,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.05,0.04,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.05,0.07,0.04,0.06,0.07,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.02,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.03,0.03,0.04,0.03,0.03,0.0,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.0,0.01,0.45,0.0,0.05,0.12,0.0,0.0,0.0,0.0,99.94
10/14/2021,16.37,7.89,5.35,5.19,5.26,4.18,3.39,3.02,2.91,2.89,2.13,1.84,1.48,1.14,1.39,1.25,1.1,1.13,0.92,0.71,0.82,0.82,0.83,0.79,0.83,0.68,0.57,0.71,0.65,0.6,0.42,0.34,0.51,0.52,0.49,0.0,0.46,0.45,0.47,0.51,0.34,0.37,0.39,0.42,0.35,0.33,0.31,0.33,0.35,0.35,0.22,0.27,0.33,0.28,0.27,0.26,0.24,0.29,0.19,0.28,0.23,0.26,0.22,0.25,0.2,0.22,0.19,0.13,0.23,0.2,0.16,0.18,0.18,0.14,0.2,0.19,0.2,0.11,0.15,0.15,0.16,0.15,0.15,0.18,0.19,0.13,0.15,0.17,0.14,0.1,0.13,0.14,0.12,0.09,0.14,0.06,0.11,0.09,0.12,0.11,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.11,0.09,0.07,0.08,0.07,0.06,0.1,0.09,0.08,0.06,0.09,0.08,0.08,0.09,0.06,0.11,0.07,0.07,0.05,0.08,0.07,0.06,0.07,0.08,0.07,0.07,0.07,0.09,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.05,0.04,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.07,0.05,0.04,0.0,0.05,0.04,0.04,0.05,0.05,0.07,0.04,0.06,0.07,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.02,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.03,0.03,0.04,0.03,0.03,0.0,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.0,0.0,0.01,0.45,0.0,0.05,0.12,0.0,0.0,0.0,0.0,99.94
