,AAPL,MSFT,FB,GOOGL,GOOG,TSLA,NVDA,JNJ,HD,PG,ADBE,CRM,INTC,CSCO,PFE,KO,ABT,CVX,PEP,NKE,TMO,MRK,LLY,TXN,MCD,DHR,MDT,QCOM,UPS,LIN,UNP,AMGN,LOW,INTU,SBUX,AMAT,AMT,MMM,AMD,ISRG,NOW,LRCX,BKNG,MU,PLD,MDLZ,SYK,TJX,EL,CSX,BDX,EQIX,CL,ILMN,NSC,SHW,EW,ADSK,ITW,APD,ADI,BSX,ETN,REGN,EMR,NXPI,WM,IDXX,TWTR,VRTX,BIIB,ECL,NEM,EOG,JCI,ROP,KLAC,SLB,PSA,EBAY,TEL,KMB,A,ROST,TT,ALGN,APTV,SNPS,DD,DXCM,BAX,ALXN,PPG,ORLY,PXD,CDNS,MSI,CTSH,HPQ,RMD,CMI,ZBH,MNST,CTAS,SWK,OTIS,ROK,FTNT,CTVA,AZO,MTD,DHI,ANSS,FAST,AVB,NUE,ZBRA,CPRT,MXIM,VFC,EQR,WST,GNRC,KSU,WY,HSY,ETSY,ENPH,CDW,ODFL,FTV,CERN,DLTR,VMC,VRSN,CLX,MLM,GRMN,DOV,MKC,TSCO,IT,WAT,TER,XYL,EXPD,CHD,TRMB,STE,ANET,ALB,COO,ULTA,GWW,AKAM,TFX,TYL,CRL,POOL,GPC,PAYC,DRE,NVR,DGX,AVY,HOLX,PKI,IEX,NLOK,MPWR,INCY,PTC,MAS,PHM,CTXS,ABMD,XRAY,LKQ,JBHT,FMC,FBHS,BIO,AAP,PKG,CHRW,ALLE,TPR,LW,MHK,FFIV,PNR,HSIC,RHI,AOS,JNPR,OGN,ROL,IPGP,COG,UAA,GLW,LH,RSG,XOM,MRNA,GPS,AVGO,CCI,TECH,CDAY,CTRA,CARR,MCHP,MAA,CTLT,PEAK,WAB,COP,WBA,IR,NTAP,BKR,CP.TO,SUM
08/13/2021,11.35,10.72,4.3,4.09,3.9,2.72,2.47,2.28,1.75,1.73,1.47,1.12,1.08,1.17,1.34,1.1,1.08,0.98,1.06,1.09,1.05,0.95,1.06,0.87,0.86,0.97,0.84,0.82,0.69,0.78,0.73,0.65,0.67,0.72,0.68,0.63,0.62,0.57,0.64,0.58,0.56,0.44,0.44,0.42,0.47,0.43,0.41,0.43,0.38,0.37,0.34,0.35,0.33,0.37,0.32,0.35,0.35,0.36,0.33,0.31,0.31,0.3,0.33,0.32,0.31,0.3,0.28,0.28,0.26,0.25,0.25,0.27,0.23,0.2,0.26,0.25,0.26,0.0,0.23,0.22,0.25,0.22,0.24,0.22,0.23,0.24,0.23,0.22,0.2,0.24,0.18,0.0,0.2,0.21,0.17,0.21,0.19,0.19,0.18,0.2,0.17,0.15,0.18,0.17,0.16,0.18,0.18,0.2,0.17,0.17,0.17,0.16,0.16,0.16,0.15,0.18,0.15,0.15,0.13,0.13,0.14,0.15,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.1,0.1,0.12,0.12,0.12,0.1,0.11,0.13,0.12,0.1,0.12,0.1,0.1,0.11,0.1,0.1,0.14,0.1,0.1,0.09,0.09,0.08,0.1,0.1,0.1,0.09,0.11,0.09,0.09,0.09,0.09,0.1,0.1,0.08,0.07,0.1,0.07,0.07,0.08,0.07,0.06,0.07,0.06,0.07,0.07,0.06,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.0,0.16,0.15,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95000000000002
08/16/2021,11.52,10.77,4.29,4.07,3.88,2.74,2.45,2.28,1.75,1.73,1.49,1.13,1.07,1.17,1.31,1.09,1.08,0.98,1.06,1.07,1.05,0.95,1.03,0.86,0.87,0.98,0.85,0.82,0.69,0.79,0.74,0.65,0.67,0.72,0.67,0.59,0.63,0.57,0.64,0.58,0.57,0.41,0.44,0.39,0.47,0.43,0.42,0.43,0.37,0.38,0.35,0.36,0.33,0.37,0.33,0.36,0.34,0.36,0.33,0.3,0.31,0.31,0.33,0.31,0.31,0.29,0.29,0.28,0.26,0.25,0.25,0.27,0.23,0.2,0.26,0.25,0.25,0.0,0.24,0.22,0.25,0.22,0.24,0.22,0.23,0.25,0.22,0.22,0.2,0.23,0.18,0.0,0.2,0.2,0.18,0.21,0.19,0.2,0.18,0.2,0.17,0.15,0.18,0.17,0.16,0.18,0.18,0.2,0.17,0.17,0.17,0.16,0.16,0.16,0.15,0.18,0.15,0.14,0.13,0.13,0.14,0.15,0.13,0.13,0.13,0.13,0.12,0.12,0.14,0.13,0.13,0.12,0.12,0.12,0.1,0.1,0.12,0.12,0.12,0.11,0.11,0.13,0.12,0.1,0.12,0.1,0.1,0.11,0.1,0.1,0.14,0.11,0.1,0.09,0.09,0.08,0.09,0.1,0.1,0.09,0.11,0.09,0.09,0.09,0.09,0.1,0.1,0.08,0.07,0.1,0.07,0.07,0.08,0.07,0.06,0.07,0.06,0.07,0.07,0.06,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.0,0.15,0.14,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
08/17/2021,11.52,10.77,4.29,4.07,3.88,2.74,2.45,2.28,1.75,1.73,1.49,1.13,1.07,1.17,1.31,1.09,1.08,0.98,1.06,1.07,1.05,0.95,1.03,0.86,0.87,0.98,0.85,0.82,0.69,0.79,0.74,0.65,0.67,0.72,0.67,0.59,0.63,0.57,0.64,0.58,0.57,0.41,0.44,0.39,0.47,0.43,0.42,0.43,0.37,0.38,0.35,0.36,0.33,0.37,0.33,0.36,0.34,0.36,0.33,0.3,0.31,0.31,0.33,0.31,0.31,0.29,0.29,0.28,0.26,0.25,0.25,0.27,0.23,0.2,0.26,0.25,0.25,0.0,0.24,0.22,0.25,0.22,0.24,0.22,0.23,0.25,0.22,0.22,0.2,0.23,0.18,0.0,0.2,0.2,0.18,0.21,0.19,0.2,0.18,0.2,0.17,0.15,0.18,0.17,0.16,0.18,0.18,0.2,0.17,0.17,0.17,0.16,0.16,0.16,0.15,0.18,0.15,0.14,0.13,0.13,0.14,0.15,0.13,0.13,0.13,0.13,0.12,0.12,0.14,0.13,0.13,0.12,0.12,0.12,0.1,0.1,0.12,0.12,0.12,0.11,0.11,0.13,0.12,0.1,0.12,0.1,0.1,0.11,0.1,0.1,0.14,0.11,0.1,0.09,0.09,0.08,0.09,0.1,0.1,0.09,0.11,0.09,0.09,0.09,0.09,0.1,0.1,0.08,0.07,0.1,0.07,0.07,0.08,0.07,0.06,0.07,0.06,0.07,0.07,0.06,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.0,0.15,0.14,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
08/18/2021,11.49,10.83,4.28,4.07,3.87,2.71,2.47,2.28,1.73,1.73,1.49,1.14,1.06,1.17,1.33,1.09,1.07,0.97,1.06,1.07,1.05,0.95,1.03,0.86,0.87,0.98,0.85,0.82,0.69,0.79,0.74,0.65,0.66,0.72,0.68,0.59,0.63,0.57,0.66,0.58,0.57,0.41,0.44,0.39,0.48,0.44,0.42,0.42,0.37,0.38,0.35,0.36,0.33,0.37,0.33,0.36,0.35,0.36,0.33,0.3,0.31,0.31,0.33,0.32,0.31,0.29,0.29,0.28,0.25,0.25,0.25,0.27,0.23,0.19,0.26,0.25,0.25,0.0,0.23,0.24,0.25,0.23,0.24,0.22,0.22,0.24,0.22,0.22,0.2,0.23,0.18,0.0,0.2,0.2,0.17,0.21,0.19,0.2,0.17,0.2,0.17,0.15,0.18,0.17,0.16,0.18,0.18,0.21,0.17,0.17,0.17,0.16,0.15,0.16,0.15,0.19,0.15,0.14,0.13,0.13,0.14,0.16,0.13,0.13,0.13,0.13,0.12,0.12,0.14,0.13,0.13,0.12,0.12,0.12,0.1,0.1,0.12,0.12,0.12,0.11,0.11,0.13,0.12,0.1,0.12,0.1,0.1,0.11,0.1,0.1,0.13,0.1,0.1,0.09,0.09,0.08,0.09,0.1,0.09,0.09,0.11,0.09,0.09,0.09,0.09,0.1,0.1,0.08,0.07,0.1,0.07,0.07,0.08,0.07,0.06,0.07,0.06,0.07,0.07,0.06,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.0,0.15,0.14,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/19/2021,11.49,10.83,4.28,4.07,3.87,2.71,2.47,2.28,1.73,1.73,1.49,1.14,1.06,1.17,1.33,1.09,1.07,0.97,1.06,1.07,1.05,0.95,1.03,0.86,0.87,0.98,0.85,0.82,0.69,0.79,0.74,0.65,0.66,0.72,0.68,0.59,0.63,0.57,0.66,0.58,0.57,0.41,0.44,0.39,0.48,0.44,0.42,0.42,0.37,0.38,0.35,0.36,0.33,0.37,0.33,0.36,0.35,0.36,0.33,0.3,0.31,0.31,0.33,0.32,0.31,0.29,0.29,0.28,0.25,0.25,0.25,0.27,0.23,0.19,0.26,0.25,0.25,0.0,0.23,0.24,0.25,0.23,0.24,0.22,0.22,0.24,0.22,0.22,0.2,0.23,0.18,0.0,0.2,0.2,0.17,0.21,0.19,0.2,0.17,0.2,0.17,0.15,0.18,0.17,0.16,0.18,0.18,0.21,0.17,0.17,0.17,0.16,0.15,0.16,0.15,0.19,0.15,0.14,0.13,0.13,0.14,0.16,0.13,0.13,0.13,0.13,0.12,0.12,0.14,0.13,0.13,0.12,0.12,0.12,0.1,0.1,0.12,0.12,0.12,0.11,0.11,0.13,0.12,0.1,0.12,0.1,0.1,0.11,0.1,0.1,0.13,0.1,0.1,0.09,0.09,0.08,0.09,0.1,0.09,0.09,0.11,0.09,0.09,0.09,0.09,0.1,0.1,0.08,0.07,0.1,0.07,0.07,0.08,0.07,0.06,0.07,0.06,0.07,0.07,0.06,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.0,0.15,0.14,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/20/2021,11.59,10.85,4.3,4.07,3.86,2.58,2.43,2.29,1.74,1.73,1.49,1.13,1.06,1.16,1.34,1.09,1.08,0.95,1.07,1.07,1.06,0.97,1.05,0.86,0.88,0.99,0.85,0.82,0.7,0.79,0.74,0.65,0.67,0.72,0.68,0.59,0.63,0.57,0.64,0.59,0.56,0.41,0.42,0.39,0.48,0.44,0.42,0.42,0.37,0.38,0.35,0.36,0.33,0.37,0.33,0.36,0.35,0.35,0.33,0.3,0.31,0.31,0.33,0.32,0.3,0.29,0.29,0.28,0.25,0.24,0.25,0.27,0.23,0.19,0.26,0.25,0.25,0.0,0.24,0.24,0.25,0.23,0.24,0.22,0.23,0.24,0.22,0.22,0.2,0.24,0.19,0.0,0.19,0.2,0.17,0.21,0.19,0.2,0.17,0.2,0.17,0.15,0.18,0.17,0.16,0.18,0.18,0.2,0.16,0.17,0.17,0.16,0.15,0.16,0.15,0.18,0.15,0.14,0.13,0.13,0.14,0.16,0.13,0.13,0.13,0.13,0.12,0.11,0.14,0.13,0.12,0.12,0.12,0.12,0.1,0.1,0.11,0.12,0.12,0.11,0.11,0.13,0.12,0.1,0.12,0.1,0.1,0.11,0.1,0.1,0.13,0.1,0.1,0.09,0.09,0.08,0.09,0.1,0.1,0.09,0.11,0.09,0.09,0.1,0.09,0.1,0.1,0.08,0.07,0.1,0.07,0.07,0.08,0.07,0.06,0.07,0.06,0.07,0.07,0.06,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.0,0.15,0.15,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/23/2021,11.39,11.06,4.21,4.04,3.85,2.57,2.44,2.33,1.7,1.76,1.51,1.16,1.05,1.2,1.35,1.09,1.11,0.9,1.09,1.04,1.07,0.98,1.06,0.85,0.87,1.0,0.86,0.79,0.7,0.8,0.73,0.64,0.71,0.73,0.67,0.59,0.65,0.56,0.62,0.62,0.57,0.41,0.42,0.39,0.49,0.44,0.43,0.44,0.37,0.38,0.35,0.37,0.33,0.34,0.32,0.36,0.36,0.36,0.33,0.3,0.3,0.31,0.33,0.34,0.3,0.28,0.29,0.29,0.24,0.25,0.25,0.27,0.22,0.19,0.26,0.25,0.24,0.0,0.24,0.23,0.24,0.23,0.25,0.22,0.23,0.24,0.2,0.24,0.19,0.24,0.19,0.0,0.19,0.21,0.16,0.21,0.2,0.2,0.17,0.2,0.17,0.15,0.18,0.17,0.15,0.18,0.18,0.2,0.16,0.17,0.17,0.15,0.15,0.16,0.15,0.17,0.15,0.14,0.14,0.12,0.14,0.16,0.12,0.13,0.13,0.13,0.12,0.11,0.13,0.13,0.12,0.12,0.12,0.12,0.1,0.1,0.11,0.12,0.12,0.11,0.11,0.13,0.12,0.09,0.12,0.1,0.1,0.11,0.1,0.1,0.12,0.11,0.1,0.09,0.09,0.09,0.09,0.1,0.1,0.09,0.11,0.09,0.09,0.1,0.09,0.1,0.1,0.08,0.07,0.1,0.07,0.06,0.08,0.07,0.06,0.07,0.06,0.07,0.07,0.06,0.07,0.08,0.07,0.07,0.06,0.06,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.0,0.16,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/24/2021,11.39,11.06,4.21,4.04,3.85,2.57,2.44,2.33,1.7,1.76,1.51,1.16,1.05,1.2,1.35,1.09,1.11,0.9,1.09,1.04,1.07,0.98,1.06,0.85,0.87,1.0,0.86,0.79,0.7,0.8,0.73,0.64,0.71,0.73,0.67,0.59,0.65,0.56,0.62,0.62,0.57,0.41,0.42,0.39,0.49,0.44,0.43,0.44,0.37,0.38,0.35,0.37,0.33,0.34,0.32,0.36,0.36,0.36,0.33,0.3,0.3,0.31,0.33,0.34,0.3,0.28,0.29,0.29,0.24,0.25,0.25,0.27,0.22,0.19,0.26,0.25,0.24,0.0,0.24,0.23,0.24,0.23,0.25,0.22,0.23,0.24,0.2,0.24,0.19,0.24,0.19,0.0,0.19,0.21,0.16,0.21,0.2,0.2,0.17,0.2,0.17,0.15,0.18,0.17,0.15,0.18,0.18,0.2,0.16,0.17,0.17,0.15,0.15,0.16,0.15,0.17,0.15,0.14,0.14,0.12,0.14,0.16,0.12,0.13,0.13,0.13,0.12,0.11,0.13,0.13,0.12,0.12,0.12,0.12,0.1,0.1,0.11,0.12,0.12,0.11,0.11,0.13,0.12,0.09,0.12,0.1,0.1,0.11,0.1,0.1,0.12,0.11,0.1,0.09,0.09,0.09,0.09,0.1,0.1,0.09,0.11,0.09,0.09,0.1,0.09,0.1,0.1,0.08,0.07,0.1,0.07,0.06,0.08,0.07,0.06,0.07,0.06,0.07,0.07,0.06,0.07,0.08,0.07,0.07,0.06,0.06,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.0,0.16,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/25/2021,11.4,11.24,4.22,4.05,3.86,2.57,2.55,2.32,1.72,1.74,1.51,1.16,1.03,1.2,1.34,1.08,1.1,0.89,1.07,1.05,1.07,0.98,1.06,0.84,0.87,1.0,0.86,0.79,0.69,0.8,0.73,0.63,0.72,0.73,0.66,0.57,0.65,0.55,0.62,0.6,0.58,0.39,0.41,0.39,0.49,0.44,0.43,0.44,0.37,0.37,0.35,0.37,0.33,0.35,0.32,0.36,0.36,0.36,0.32,0.29,0.3,0.31,0.33,0.34,0.3,0.28,0.29,0.28,0.24,0.25,0.25,0.27,0.22,0.18,0.26,0.24,0.24,0.0,0.24,0.23,0.24,0.23,0.25,0.21,0.23,0.24,0.21,0.24,0.19,0.24,0.18,0.0,0.19,0.21,0.16,0.21,0.2,0.2,0.17,0.2,0.16,0.15,0.17,0.17,0.15,0.18,0.18,0.2,0.15,0.17,0.17,0.15,0.15,0.16,0.15,0.17,0.15,0.14,0.13,0.12,0.14,0.16,0.12,0.13,0.13,0.13,0.12,0.11,0.13,0.13,0.12,0.12,0.12,0.12,0.1,0.1,0.11,0.12,0.12,0.11,0.11,0.13,0.12,0.09,0.12,0.1,0.1,0.11,0.1,0.1,0.13,0.11,0.1,0.09,0.09,0.08,0.09,0.1,0.09,0.09,0.11,0.09,0.08,0.1,0.09,0.1,0.1,0.08,0.07,0.1,0.07,0.06,0.08,0.07,0.06,0.08,0.06,0.07,0.07,0.05,0.07,0.08,0.07,0.07,0.06,0.06,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.0,0.15,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/26/2021,11.42,11.16,4.23,4.09,3.9,2.64,2.66,2.28,1.7,1.72,1.52,1.17,1.05,1.2,1.36,1.07,1.09,0.91,1.06,1.05,1.05,0.97,1.03,0.84,0.87,0.98,0.84,0.79,0.68,0.79,0.72,0.63,0.71,0.73,0.66,0.59,0.64,0.55,0.64,0.6,0.59,0.4,0.42,0.39,0.48,0.43,0.42,0.44,0.38,0.37,0.35,0.36,0.32,0.34,0.32,0.35,0.35,0.36,0.32,0.29,0.3,0.3,0.33,0.34,0.3,0.28,0.29,0.28,0.25,0.25,0.25,0.27,0.22,0.19,0.26,0.24,0.24,0.0,0.24,0.23,0.24,0.22,0.25,0.22,0.23,0.24,0.2,0.24,0.19,0.24,0.18,0.0,0.19,0.2,0.16,0.21,0.2,0.2,0.17,0.2,0.17,0.15,0.17,0.17,0.15,0.18,0.18,0.2,0.15,0.16,0.16,0.15,0.15,0.15,0.15,0.17,0.15,0.14,0.14,0.12,0.14,0.16,0.13,0.13,0.13,0.13,0.12,0.11,0.13,0.13,0.12,0.11,0.12,0.12,0.1,0.1,0.11,0.12,0.12,0.1,0.11,0.13,0.12,0.09,0.12,0.1,0.1,0.11,0.1,0.1,0.13,0.1,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.11,0.09,0.08,0.09,0.09,0.1,0.1,0.08,0.07,0.1,0.07,0.06,0.07,0.07,0.06,0.08,0.06,0.07,0.07,0.06,0.07,0.08,0.06,0.07,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.0,0.15,0.14,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/27/2021,11.42,11.09,4.26,4.13,3.93,2.65,2.64,2.25,1.68,1.71,1.52,1.17,1.06,1.22,1.32,1.06,1.09,0.92,1.05,1.05,1.05,0.96,1.02,0.84,0.86,0.99,0.87,0.79,0.68,0.79,0.71,0.63,0.7,0.74,0.66,0.59,0.63,0.55,0.64,0.6,0.6,0.41,0.44,0.39,0.47,0.43,0.43,0.44,0.38,0.37,0.35,0.36,0.32,0.34,0.32,0.35,0.36,0.36,0.32,0.29,0.3,0.31,0.33,0.34,0.3,0.29,0.29,0.28,0.25,0.25,0.25,0.27,0.22,0.19,0.26,0.24,0.24,0.0,0.23,0.23,0.24,0.22,0.25,0.21,0.23,0.25,0.21,0.24,0.19,0.24,0.18,0.0,0.19,0.2,0.17,0.21,0.2,0.2,0.17,0.2,0.17,0.15,0.17,0.17,0.15,0.18,0.18,0.2,0.15,0.16,0.16,0.15,0.15,0.15,0.15,0.18,0.15,0.14,0.14,0.12,0.14,0.16,0.13,0.13,0.13,0.12,0.12,0.11,0.13,0.13,0.12,0.11,0.12,0.12,0.1,0.1,0.11,0.13,0.12,0.1,0.11,0.13,0.12,0.09,0.12,0.1,0.1,0.11,0.1,0.1,0.13,0.11,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.11,0.09,0.08,0.09,0.09,0.09,0.1,0.08,0.07,0.1,0.07,0.07,0.08,0.07,0.06,0.08,0.06,0.07,0.07,0.06,0.07,0.08,0.06,0.07,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.0,0.15,0.14,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
08/30/2021,11.31,11.01,4.27,4.16,3.95,2.64,2.69,2.23,1.67,1.71,1.52,1.21,1.05,1.22,1.3,1.05,1.09,0.92,1.04,1.04,1.06,0.95,1.02,0.85,0.86,0.99,0.88,0.79,0.68,0.79,0.72,0.62,0.71,0.74,0.66,0.59,0.63,0.55,0.64,0.6,0.6,0.41,0.45,0.4,0.47,0.42,0.43,0.44,0.38,0.37,0.35,0.36,0.32,0.33,0.32,0.35,0.36,0.33,0.32,0.29,0.3,0.31,0.33,0.34,0.3,0.3,0.29,0.28,0.24,0.25,0.25,0.27,0.22,0.19,0.26,0.24,0.25,0.0,0.23,0.24,0.24,0.22,0.26,0.21,0.23,0.24,0.2,0.24,0.19,0.24,0.18,0.0,0.18,0.2,0.17,0.22,0.2,0.2,0.17,0.2,0.17,0.15,0.17,0.17,0.15,0.18,0.18,0.21,0.16,0.16,0.17,0.15,0.15,0.16,0.15,0.17,0.15,0.14,0.14,0.12,0.14,0.16,0.13,0.13,0.13,0.12,0.13,0.11,0.13,0.13,0.12,0.11,0.11,0.12,0.1,0.1,0.12,0.13,0.12,0.1,0.11,0.13,0.12,0.09,0.12,0.1,0.1,0.12,0.1,0.1,0.13,0.11,0.11,0.09,0.09,0.09,0.09,0.11,0.09,0.09,0.11,0.09,0.08,0.09,0.09,0.1,0.1,0.08,0.08,0.1,0.07,0.07,0.08,0.07,0.06,0.08,0.06,0.07,0.07,0.06,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.04,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.0,0.15,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/31/2021,11.31,11.01,4.27,4.16,3.95,2.64,2.69,2.23,1.67,1.71,1.52,1.21,1.05,1.22,1.3,1.05,1.09,0.92,1.04,1.04,1.06,0.95,1.02,0.85,0.86,0.99,0.88,0.79,0.68,0.79,0.72,0.62,0.71,0.74,0.66,0.59,0.63,0.55,0.64,0.6,0.6,0.41,0.45,0.4,0.47,0.42,0.43,0.44,0.38,0.37,0.35,0.36,0.32,0.33,0.32,0.35,0.36,0.33,0.32,0.29,0.3,0.31,0.33,0.34,0.3,0.3,0.29,0.28,0.24,0.25,0.25,0.27,0.22,0.19,0.26,0.24,0.25,0.0,0.23,0.24,0.24,0.22,0.26,0.21,0.23,0.24,0.2,0.24,0.19,0.24,0.18,0.0,0.18,0.2,0.17,0.22,0.2,0.2,0.17,0.2,0.17,0.15,0.17,0.17,0.15,0.18,0.18,0.21,0.16,0.16,0.17,0.15,0.15,0.16,0.15,0.17,0.15,0.14,0.14,0.12,0.14,0.16,0.13,0.13,0.13,0.12,0.13,0.11,0.13,0.13,0.12,0.11,0.11,0.12,0.1,0.1,0.12,0.13,0.12,0.1,0.11,0.13,0.12,0.09,0.12,0.1,0.1,0.12,0.1,0.1,0.13,0.11,0.11,0.09,0.09,0.09,0.09,0.11,0.09,0.09,0.11,0.09,0.08,0.09,0.09,0.1,0.1,0.08,0.08,0.1,0.07,0.07,0.08,0.07,0.06,0.08,0.06,0.07,0.07,0.06,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.04,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.0,0.15,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/01/2021,11.26,10.9,4.31,4.18,3.97,2.65,2.72,2.2,1.66,1.68,1.52,1.24,1.05,1.2,1.26,1.04,1.07,0.92,1.03,1.03,1.04,0.93,1.0,0.85,0.0,0.98,0.87,0.79,0.68,0.79,0.71,0.62,0.7,0.75,0.66,0.61,0.0,0.55,0.65,0.59,0.6,0.42,0.46,0.4,0.47,0.42,0.43,0.43,0.38,0.37,0.35,0.36,0.32,0.33,0.32,0.35,0.35,0.34,0.32,0.29,0.43,0.31,0.33,0.34,0.3,0.3,0.29,0.28,0.24,0.25,0.25,0.27,0.23,0.2,0.26,0.24,0.25,0.0,0.23,0.24,0.24,0.22,0.25,0.2,0.23,0.24,0.2,0.24,0.19,0.24,0.18,0.0,0.18,0.2,0.17,0.22,0.2,0.2,0.17,0.2,0.17,0.15,0.17,0.17,0.15,0.18,0.18,0.21,0.16,0.16,0.18,0.15,0.15,0.15,0.15,0.17,0.15,0.14,0.0,0.12,0.14,0.16,0.13,0.13,0.13,0.12,0.13,0.11,0.13,0.13,0.12,0.11,0.1,0.12,0.1,0.1,0.11,0.13,0.12,0.1,0.11,0.13,0.12,0.1,0.12,0.1,0.1,0.12,0.1,0.1,0.13,0.11,0.1,0.09,0.09,0.09,0.09,0.11,0.09,0.09,0.11,0.09,0.08,0.09,0.09,0.1,0.1,0.08,0.07,0.1,0.07,0.07,0.08,0.07,0.06,0.08,0.07,0.07,0.07,0.06,0.07,0.08,0.06,0.07,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.0,0.15,0.14,0.13,1.14,0.56,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
