,FNV.TO,RGLD,WPM.TO,CG.TO,OR.TO,SSL.TO,MTA.V,TXG.TO,KRR.TO,AR.TO,2099 HK,AU,DPM.TO,ELD.TO,SBSW,FVI.TO,HAM.,IMG.TO,RBP.JO,SLR.AX,RRL.AX,IMP.JO,CEY.L,EDV.TO,HOC.L,RMS.AX,WGX AU,GFI,WGX.AX,HOC LN,FVI CN,SLR AU,WPM,FNV,CG CN,OR,TXG CN,MTA,SAND,AR CN,DPM CN,EGO,KRR CN,HMY,EDV CN,IAG,RRL AU,CEY LN,IMP SJ,RBP SJ,RMS AU,EDG.,NGD.TO,SVM.TO,K.TO,SSRM,AMI.AX,AMS.JO,SUM
09/28/2021,9.91,9.91,9.48,4.16,4.06,4.03,2.93,3.98,0.0,2.97,3.26,0.0,4.53,0.0,2.92,0.0,3.17,0.0,1.94,0.0,1.87,1.89,2.05,2.11,1.89,1.93,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98,2.92,2.93,2.89,2.96,1.99,1.88,99.56
09/29/2021,9.91,9.91,9.48,4.16,4.06,4.03,2.93,3.98,0.0,2.97,3.26,0.0,4.53,0.0,2.92,0.0,3.17,0.0,1.94,0.0,1.87,1.89,2.05,2.11,1.89,1.93,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98,2.92,2.93,2.89,2.96,1.99,1.88,99.56
09/30/2021,9.87,9.84,9.4,4.24,4.09,4.04,2.96,4.02,0.0,2.95,3.22,0.0,4.43,0.0,2.78,0.0,3.23,0.0,1.91,0.0,1.85,1.81,2.11,2.14,1.94,1.94,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.93,2.98,2.9,2.97,1.98,1.84,99.46
10/01/2021,10.06,9.93,9.42,4.26,4.18,4.09,3.03,4.05,0.0,2.9,3.19,0.0,4.38,0.0,2.71,0.0,3.24,0.0,1.83,0.0,1.83,1.75,2.12,2.12,1.87,1.94,0.0,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96,2.95,3.01,2.96,3.01,1.81,1.8,99.44
10/04/2021,10.05,9.69,9.31,4.23,4.15,4.03,2.99,4.11,0.0,2.92,3.07,0.0,4.38,0.0,2.75,0.0,3.22,0.0,1.88,0.0,1.94,1.85,2.17,2.1,1.86,2.01,0.0,0.0,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,2.89,2.94,3.01,3.01,1.88,1.83,99.39
10/05/2021,9.85,9.64,9.15,4.33,4.12,3.98,3.0,4.06,0.0,2.92,3.07,0.0,4.41,0.0,2.79,0.0,3.25,0.0,1.92,0.0,1.97,1.86,2.16,2.13,1.84,2.05,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,3.02,2.94,2.98,3.0,1.98,1.85,99.43
10/06/2021,9.85,9.64,9.15,4.33,4.12,3.98,3.0,4.06,0.0,2.92,3.07,0.0,4.41,0.0,2.79,0.0,3.25,0.0,1.92,0.0,1.97,1.86,2.16,2.13,1.84,2.05,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,3.02,2.94,2.98,3.0,1.98,1.85,99.43
10/07/2021,9.8,9.5,9.14,4.44,4.1,3.96,3.06,4.16,0.0,2.89,2.95,0.0,4.48,0.0,2.76,0.0,3.25,0.0,1.93,0.0,1.99,1.87,2.11,2.1,1.85,2.08,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04,3.15,2.88,3.02,3.02,2.0,1.85,99.41
10/08/2021,9.79,9.41,9.12,4.51,4.14,3.89,3.02,4.23,0.0,2.85,3.02,0.0,4.51,0.0,2.75,0.0,3.26,0.0,1.94,0.0,2.07,1.83,2.09,2.08,1.81,2.14,0.0,0.0,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02,3.11,2.87,3.02,3.03,1.93,1.84,99.4
10/11/2021,9.87,9.23,8.98,4.38,4.1,4.03,2.95,4.24,0.0,2.81,2.82,0.0,4.62,0.0,2.84,0.0,3.36,0.0,2.01,0.0,1.99,1.92,2.09,2.1,1.86,2.16,0.0,0.0,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,3.06,2.88,3.03,2.99,1.92,1.91,99.43
10/12/2021,9.93,9.04,8.96,4.37,4.07,4.02,2.93,4.21,0.0,2.79,2.75,0.0,4.51,0.0,3.03,0.0,3.39,0.0,2.09,0.0,1.97,2.08,2.06,2.12,1.81,2.12,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,3.14,2.84,3.01,2.97,1.89,2.01,99.45
10/13/2021,9.93,9.04,8.96,4.37,4.07,4.02,2.93,4.21,0.0,2.79,2.75,0.0,4.51,0.0,3.03,0.0,3.39,0.0,2.09,0.0,1.97,2.08,2.06,2.12,1.81,2.12,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,3.14,2.84,3.01,2.97,1.89,2.01,99.45
10/14/2021,9.82,8.88,8.9,4.37,4.04,3.95,3.0,4.21,0.0,2.79,2.93,0.0,4.51,0.0,3.02,0.0,3.43,0.0,2.16,0.0,2.02,2.09,2.06,2.12,1.84,2.17,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.13,3.1,2.84,3.02,2.94,1.84,2.02,99.45
10/15/2021,9.67,9.02,8.84,4.32,4.04,4.0,2.98,4.16,0.0,2.86,2.86,0.0,4.39,0.0,3.02,0.0,3.5,0.0,2.16,0.0,1.98,2.13,2.03,2.08,1.79,2.17,0.0,0.0,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,3.36,2.88,2.97,2.94,1.89,2.01,99.45000000000002
10/18/2021,9.5,8.93,9.06,4.26,4.05,4.12,2.91,4.14,0.0,2.97,2.72,0.0,4.2,0.0,3.03,0.0,3.53,0.0,2.16,0.0,2.01,2.14,2.08,2.09,1.82,2.21,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,3.41,2.86,3.05,2.96,1.93,2.03,99.58
10/19/2021,9.58,8.84,8.94,4.19,4.01,4.08,3.03,4.18,0.0,2.95,2.97,0.0,4.22,0.0,2.98,0.0,3.49,0.0,2.19,0.0,2.0,2.16,2.06,2.09,1.82,2.21,0.0,0.0,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,3.28,2.78,3.02,2.91,2.18,2.06,99.6
10/20/2021,9.58,8.84,8.94,4.19,4.01,4.08,3.03,4.18,0.0,2.95,2.97,0.0,4.22,0.0,2.98,0.0,3.49,0.0,2.19,0.0,2.0,2.16,2.06,2.09,1.82,2.21,0.0,0.0,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,3.28,2.78,3.02,2.91,2.18,2.06,99.6
10/21/2021,9.67,8.86,8.99,4.14,4.02,4.05,2.98,4.19,0.0,2.99,3.12,0.0,4.22,0.0,2.97,0.0,3.47,0.0,2.2,0.0,2.0,2.17,2.09,2.12,1.82,2.17,0.0,0.0,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09,3.14,2.72,3.01,2.9,2.2,2.03,99.61
10/22/2021,9.62,8.8,9.02,4.17,3.99,4.05,2.96,4.16,0.0,3.07,3.05,0.0,4.24,0.0,2.97,0.0,3.5,0.0,2.19,0.0,1.99,2.18,2.03,2.12,1.83,2.12,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,3.28,2.78,3.04,2.91,2.2,2.05,99.67
10/25/2021,9.74,8.84,9.05,4.31,4.07,4.05,2.9,4.23,0.0,3.11,3.03,0.0,4.25,0.0,2.82,0.0,3.53,0.0,2.11,0.0,1.93,2.02,2.01,2.08,1.86,2.09,0.0,0.0,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,3.3,2.83,3.12,2.91,2.2,1.96,99.72
10/26/2021,9.71,8.8,8.98,4.34,4.05,4.01,2.93,4.27,0.0,3.12,2.9,0.0,4.29,0.0,2.82,0.0,3.53,0.0,2.08,0.0,1.94,2.02,2.0,2.08,1.89,2.1,0.0,0.0,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.18,3.35,2.87,3.12,2.96,2.18,1.96,99.72
10/27/2021,9.71,8.8,8.98,4.34,4.05,4.01,2.93,4.27,0.0,3.12,2.9,0.0,4.29,0.0,2.82,0.0,3.53,0.0,2.08,0.0,1.94,2.02,2.0,2.08,1.89,2.1,0.0,0.0,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.18,3.35,2.87,3.12,2.96,2.18,1.96,99.72
10/28/2021,9.61,8.76,8.88,4.3,4.04,3.97,3.0,4.26,0.0,3.21,2.91,0.0,4.24,0.0,2.68,0.0,3.51,0.0,2.09,0.0,1.96,2.01,1.99,2.07,1.91,2.17,0.0,0.0,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.15,3.5,2.92,3.12,2.95,2.24,2.0,99.73
10/29/2021,9.65,8.87,8.86,4.28,4.07,3.97,2.9,4.28,0.0,3.21,2.93,0.0,4.32,0.0,2.77,0.0,3.49,0.0,2.11,0.0,1.86,2.0,1.95,2.07,1.86,2.18,0.0,0.0,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,3.44,2.93,3.14,2.95,2.17,1.97,99.74
11/01/2021,9.8,9.0,8.9,4.21,4.17,3.98,2.97,4.28,0.0,3.09,2.71,0.0,4.34,0.0,2.83,0.0,0.0,0.0,2.45,0.0,1.78,1.94,1.98,2.11,1.87,2.17,0.0,3.15,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,2.94,3.08,2.97,2.17,1.89,99.75
11/02/2021,9.86,8.97,8.95,4.14,4.19,3.98,2.98,4.28,0.0,3.07,2.92,0.0,4.27,0.0,2.82,0.0,3.32,0.0,2.44,0.0,1.79,1.87,1.96,2.11,1.82,2.22,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,3.39,2.9,3.02,2.93,2.21,1.9,99.73
11/03/2021,9.86,8.97,8.95,4.14,4.19,3.98,2.98,4.28,0.0,3.07,2.92,0.0,4.27,0.0,2.82,0.0,3.32,0.0,2.44,0.0,1.79,1.87,1.96,2.11,1.82,2.22,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,3.39,2.9,3.02,2.93,2.21,1.9,99.73
11/04/2021,9.84,9.18,8.82,4.23,4.17,4.01,2.95,4.28,0.0,3.05,2.76,0.0,4.3,0.0,2.86,0.0,3.29,0.0,2.42,0.0,1.74,1.85,1.95,2.12,1.93,2.21,0.0,0.0,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,3.54,2.92,3.0,2.93,2.15,1.88,99.73
11/05/2021,9.84,9.29,8.83,4.24,4.12,3.95,2.93,4.26,0.0,3.04,2.8,0.0,4.29,0.0,2.86,0.0,3.27,0.0,2.47,0.0,1.72,1.87,1.91,2.12,1.86,2.22,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.13,3.66,2.92,3.02,2.92,2.14,1.87,99.76
11/09/2021,9.62,9.26,8.84,4.36,4.06,4.13,2.96,4.27,0.0,3.15,2.65,0.0,4.29,0.0,2.75,0.0,3.25,0.0,2.55,0.0,1.67,1.86,1.87,2.14,1.86,2.18,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05,3.63,2.95,3.04,3.16,2.15,1.89,99.79
11/10/2021,9.62,9.26,8.84,4.36,4.06,4.13,2.96,4.27,0.0,3.15,2.65,0.0,4.29,0.0,2.75,0.0,3.25,0.0,2.55,0.0,1.67,1.86,1.87,2.14,1.86,2.18,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05,3.63,2.95,3.04,3.16,2.15,1.89,99.79
11/11/2021,9.57,8.92,8.84,4.46,4.03,4.08,2.9,4.17,0.0,3.16,2.77,0.0,4.32,0.0,2.72,0.0,3.23,0.0,2.66,0.0,1.71,1.85,1.89,2.16,1.92,2.17,0.0,0.0,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,3.63,3.02,3.04,3.11,2.16,1.9,99.79
11/12/2021,9.63,9.02,8.92,4.49,4.03,4.1,2.9,4.27,0.0,3.2,2.74,0.0,4.31,0.0,2.64,0.0,3.17,0.0,2.55,0.0,1.71,1.75,1.87,2.14,1.89,2.24,0.0,0.0,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,3.69,3.01,3.0,3.13,2.16,1.83,99.79
11/15/2021,9.37,8.79,8.82,4.34,4.02,4.01,2.95,4.28,0.0,3.29,2.72,0.0,4.31,0.0,2.7,0.0,3.45,0.0,2.67,0.0,1.7,1.79,1.96,2.11,1.95,2.13,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,3.59,2.94,3.12,3.27,2.14,1.95,99.8
11/16/2021,9.37,8.79,8.82,4.34,4.02,4.01,2.95,4.28,0.0,3.29,2.72,0.0,4.31,0.0,2.7,0.0,3.45,0.0,2.67,0.0,1.7,1.79,1.96,2.11,1.95,2.13,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,3.59,2.94,3.12,3.27,2.14,1.95,99.8
11/17/2021,9.33,8.73,8.92,4.29,4.03,3.99,2.98,4.27,0.0,3.33,2.8,0.0,4.47,0.0,2.59,0.0,3.38,0.0,2.62,0.0,1.7,1.73,1.93,2.01,1.94,2.18,0.0,0.0,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,3.92,2.91,3.15,3.3,2.13,1.8,99.80000000000004
11/18/2021,9.18,8.75,8.98,4.28,4.08,3.98,2.91,4.29,0.0,3.33,2.9,0.0,4.37,0.0,2.59,0.0,3.43,0.0,2.63,0.0,1.69,1.77,1.94,2.03,1.92,2.19,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,3.86,2.84,3.18,3.32,2.07,1.83,99.81
11/19/2021,9.24,8.86,9.02,4.21,4.09,3.93,2.84,4.29,0.0,3.48,2.43,0.0,4.36,0.0,2.62,0.0,3.46,0.0,2.7,0.0,1.69,1.82,1.95,2.03,1.95,2.19,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.32,3.9,2.77,3.15,3.32,2.09,1.86,99.82
