,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,TSLA,NVDA,V,PYPL,HD,MA,ADBE,NFLX,ABBV,NKE,AVGO,PEP,COST,QCOM,LLY,ACN,UPS,KO,LOW,SBUX,ORCL,INTU,AMAT,AMT,AMGN,AMD,ISRG,NOW,TXN,ABT,CAT,DE,SQ,UNP,BKNG,CHTR,LRCX,ZTS,CCI,ZM,TJX,LMT,MRNA,ADP,EL,SPGI,AXP,UBER,ILMN,EW,BX,SHW,ADSK,ITW,MCO,HCA,TGT,EQIX,MO,KLAC,ALGN,EBAY,ECL,ROST,WDAY,SYK,MAR,SYY,CL,PSA,TEAM,CRM,HON,FDX,AON,MNST,MCD,SNOW,UNH,DG,KMB,XTSLA,VRTX,TMO,TWLO,NXPI,LVS,MMM,DIS,FCX,DELL,MU,MMC,ADI,DHR,WM,GS,REGN,EOG,NOC,SCCO,VMW,FISV,DOW,JPFFT,USD,ESU1,MARGIN_AUD,ESZ1,IXTZ1,NQZ1,SUM
08/26/2021,12.99,12.69,7.84,4.81,4.01,3.81,3.03,2.9,2.19,1.8,1.95,1.75,1.73,1.32,1.17,1.16,1.06,1.0,1.04,0.9,0.99,0.94,0.77,0.86,0.82,0.75,0.8,0.78,0.67,0.72,0.59,0.73,0.68,0.67,0.59,0.6,0.55,0.57,0.58,0.52,0.48,0.55,0.46,0.51,0.47,0.4,0.5,0.43,0.77,0.46,0.43,0.41,0.37,0.31,0.39,0.4,0.44,0.41,0.41,0.36,0.32,0.36,0.31,0.29,0.28,0.28,0.3,0.28,0.27,0.24,0.25,0.22,0.2,0.21,0.19,0.2,0.26,0.26,0.19,0.16,0.2,0.18,0.18,0.17,0.15,0.13,0.13,0.12,0.11,0.11,0.09,0.1,0.07,0.09,0.09,0.08,0.07,0.06,0.05,0.05,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.04,0.0,0.0,0.0,0.0,0.0,100.01
08/27/2021,12.98,12.61,7.93,4.83,4.04,3.84,3.04,2.88,2.19,1.82,1.93,1.75,1.73,1.32,1.17,1.16,1.06,0.99,1.03,0.9,0.97,0.94,0.77,0.85,0.81,0.75,0.79,0.78,0.67,0.71,0.59,0.72,0.68,0.68,0.59,0.6,0.55,0.57,0.58,0.51,0.51,0.55,0.46,0.51,0.46,0.4,0.5,0.43,0.74,0.45,0.43,0.41,0.37,0.31,0.39,0.4,0.44,0.41,0.41,0.36,0.32,0.36,0.31,0.29,0.28,0.28,0.31,0.28,0.27,0.24,0.25,0.22,0.21,0.21,0.19,0.2,0.26,0.25,0.19,0.16,0.2,0.18,0.17,0.17,0.15,0.13,0.13,0.12,0.11,0.11,0.09,0.1,0.08,0.09,0.09,0.08,0.07,0.06,0.05,0.05,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.04,0.0,0.0,0.0,0.0,0.0,99.98
08/30/2021,12.85,12.51,7.99,4.84,4.07,3.85,3.02,2.93,2.17,1.78,1.92,1.71,1.73,1.32,1.18,1.15,1.08,0.98,1.03,0.89,0.97,0.94,0.77,0.85,0.82,0.75,0.8,0.78,0.67,0.71,0.58,0.72,0.68,0.68,0.6,0.6,0.55,0.59,0.57,0.52,0.52,0.55,0.46,0.51,0.45,0.4,0.49,0.43,0.75,0.45,0.43,0.41,0.38,0.31,0.38,0.4,0.46,0.41,0.38,0.36,0.32,0.36,0.31,0.29,0.28,0.28,0.3,0.29,0.27,0.23,0.25,0.22,0.2,0.21,0.19,0.2,0.26,0.26,0.19,0.16,0.21,0.18,0.17,0.19,0.15,0.13,0.13,0.13,0.11,0.11,0.09,0.1,0.08,0.09,0.09,0.08,0.08,0.06,0.05,0.2,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.02,0.0,0.0,0.0,0.0,0.0,99.98
08/31/2021,12.82,12.42,7.99,4.9,4.1,3.88,3.04,2.98,2.17,1.8,1.91,1.71,1.73,1.33,1.16,1.14,1.09,0.98,1.02,0.9,0.96,0.94,0.77,0.84,0.81,0.75,0.8,0.79,0.69,0.71,0.58,0.74,0.67,0.69,0.6,0.59,0.55,0.59,0.57,0.51,0.52,0.55,0.48,0.5,0.45,0.4,0.49,0.43,0.71,0.45,0.43,0.41,0.38,0.31,0.37,0.4,0.47,0.41,0.38,0.36,0.32,0.36,0.3,0.29,0.28,0.29,0.3,0.29,0.27,0.23,0.27,0.22,0.2,0.21,0.19,0.2,0.26,0.26,0.19,0.16,0.21,0.18,0.17,0.18,0.15,0.13,0.13,0.11,0.11,0.11,0.09,0.11,0.08,0.09,0.09,0.09,0.07,0.06,0.05,0.2,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.02,0.03,0.02,0.01,0.04,0.0,0.0,0.0,0.0,0.0,100.03
09/01/2021,12.82,12.42,7.99,4.9,4.1,3.88,3.04,2.98,2.17,1.8,1.91,1.71,1.73,1.33,1.16,1.14,1.09,0.98,1.02,0.9,0.96,0.94,0.77,0.84,0.81,0.75,0.8,0.79,0.69,0.71,0.58,0.74,0.67,0.69,0.6,0.59,0.55,0.59,0.57,0.51,0.52,0.55,0.48,0.5,0.45,0.4,0.49,0.43,0.71,0.45,0.43,0.41,0.38,0.31,0.37,0.4,0.47,0.41,0.38,0.36,0.32,0.36,0.3,0.29,0.28,0.29,0.3,0.29,0.27,0.23,0.27,0.22,0.2,0.21,0.19,0.2,0.26,0.26,0.19,0.16,0.21,0.18,0.17,0.18,0.15,0.13,0.13,0.11,0.11,0.11,0.09,0.11,0.08,0.09,0.09,0.09,0.07,0.06,0.05,0.2,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.02,0.03,0.02,0.01,0.04,0.0,0.0,0.0,0.0,0.0,100.03
09/02/2021,13.06,12.43,8.07,4.95,4.07,3.86,3.08,2.95,2.13,1.84,1.91,1.68,1.73,1.33,1.16,1.13,1.08,0.97,1.02,0.89,0.95,0.94,0.76,0.84,0.8,0.74,0.79,0.79,0.68,0.72,0.57,0.73,0.68,0.69,0.6,0.59,0.54,0.58,0.58,0.5,0.51,0.55,0.47,0.5,0.45,0.4,0.48,0.43,0.68,0.44,0.43,0.41,0.37,0.3,0.36,0.4,0.46,0.4,0.38,0.36,0.32,0.36,0.3,0.29,0.28,0.28,0.3,0.29,0.27,0.23,0.27,0.22,0.2,0.21,0.19,0.2,0.26,0.26,0.19,0.15,0.2,0.18,0.17,0.18,0.15,0.13,0.13,0.11,0.11,0.11,0.09,0.1,0.08,0.09,0.09,0.09,0.07,0.06,0.05,0.19,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.02,0.03,0.02,0.01,0.04,0.0,0.0,0.0,0.0,0.0,100.05
09/03/2021,12.98,12.39,8.2,4.95,4.08,3.87,3.11,2.92,2.11,1.85,1.91,1.65,1.73,1.34,1.16,1.11,1.08,0.98,1.02,0.9,0.94,0.94,0.77,0.84,0.8,0.75,0.79,0.79,0.67,0.72,0.58,0.73,0.68,0.69,0.6,0.6,0.54,0.58,0.57,0.5,0.51,0.55,0.47,0.5,0.46,0.34,0.48,0.42,0.69,0.45,0.42,0.41,0.38,0.29,0.36,0.39,0.47,0.4,0.37,0.36,0.32,0.36,0.3,0.29,0.28,0.28,0.3,0.28,0.27,0.23,0.27,0.22,0.2,0.21,0.19,0.2,0.26,0.26,0.19,0.15,0.21,0.18,0.17,0.19,0.15,0.12,0.13,0.11,0.11,0.11,0.09,0.1,0.08,0.09,0.09,0.08,0.07,0.06,0.05,0.19,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.02,0.03,0.02,0.01,0.05,0.0,0.0,0.0,0.0,0.0,100.0
09/06/2021,13.13,12.35,8.18,4.89,4.04,3.83,3.09,2.92,2.07,1.83,1.92,1.63,1.73,1.38,1.08,1.1,1.07,0.98,1.04,0.89,0.95,0.95,0.78,0.85,0.8,0.75,0.79,0.78,0.67,0.74,0.58,0.72,0.69,0.71,0.59,0.61,0.55,0.59,0.56,0.5,0.51,0.56,0.47,0.51,0.46,0.34,0.47,0.42,0.73,0.44,0.43,0.42,0.37,0.31,0.37,0.41,0.48,0.41,0.34,0.36,0.32,0.36,0.3,0.3,0.29,0.28,0.31,0.28,0.27,0.22,0.27,0.22,0.2,0.21,0.19,0.21,0.27,0.26,0.19,0.15,0.21,0.18,0.17,0.19,0.15,0.13,0.13,0.11,0.11,0.11,0.09,0.1,0.08,0.09,0.09,0.08,0.07,0.06,0.05,0.19,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.02,0.03,0.02,0.01,0.06,0.0,0.0,0.0,0.0,0.0,100.04
09/07/2021,13.14,12.31,8.19,4.89,4.04,3.84,3.09,2.96,2.07,1.84,1.93,1.61,1.73,1.38,1.07,1.1,1.08,0.98,1.04,0.88,0.94,0.95,0.77,0.84,0.8,0.75,0.79,0.78,0.68,0.74,0.58,0.72,0.69,0.73,0.59,0.61,0.54,0.59,0.57,0.49,0.51,0.55,0.47,0.51,0.46,0.35,0.47,0.42,0.77,0.44,0.42,0.42,0.36,0.3,0.37,0.41,0.48,0.41,0.35,0.35,0.32,0.36,0.29,0.3,0.28,0.28,0.31,0.28,0.27,0.22,0.28,0.22,0.2,0.2,0.19,0.21,0.28,0.26,0.19,0.15,0.21,0.18,0.17,0.19,0.15,0.12,0.13,0.11,0.11,0.11,0.09,0.1,0.08,0.09,0.09,0.08,0.07,0.06,0.05,0.19,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.02,0.03,0.02,0.01,0.06,0.0,0.0,0.0,0.0,0.0,100.04
09/08/2021,13.14,12.31,8.19,4.89,4.04,3.84,3.09,2.96,2.07,1.84,1.93,1.61,1.73,1.38,1.07,1.1,1.08,0.98,1.04,0.88,0.94,0.95,0.77,0.84,0.8,0.75,0.79,0.78,0.68,0.74,0.58,0.72,0.69,0.73,0.59,0.61,0.54,0.59,0.57,0.49,0.51,0.55,0.47,0.51,0.46,0.35,0.47,0.42,0.77,0.44,0.42,0.42,0.36,0.3,0.37,0.41,0.48,0.41,0.35,0.35,0.32,0.36,0.29,0.3,0.28,0.28,0.31,0.28,0.27,0.22,0.28,0.22,0.2,0.2,0.19,0.21,0.28,0.26,0.19,0.15,0.21,0.18,0.17,0.19,0.15,0.12,0.13,0.11,0.11,0.11,0.09,0.1,0.08,0.09,0.09,0.08,0.07,0.06,0.05,0.19,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.02,0.03,0.02,0.01,0.06,0.0,0.0,0.0,0.0,0.0,100.04
09/09/2021,13.15,12.32,8.19,4.89,4.04,3.84,3.09,2.97,2.07,1.84,1.93,1.62,1.73,1.38,1.07,1.1,1.08,0.98,1.04,0.88,0.94,0.95,0.77,0.85,0.8,0.75,0.79,0.78,0.68,0.74,0.58,0.72,0.69,0.73,0.59,0.61,0.54,0.59,0.57,0.49,0.51,0.55,0.47,0.51,0.46,0.35,0.47,0.42,0.77,0.44,0.43,0.42,0.36,0.3,0.37,0.41,0.48,0.41,0.35,0.35,0.32,0.36,0.3,0.3,0.28,0.28,0.31,0.28,0.27,0.22,0.28,0.22,0.2,0.2,0.19,0.21,0.28,0.26,0.19,0.15,0.21,0.18,0.17,0.19,0.15,0.12,0.13,0.11,0.11,0.11,0.09,0.1,0.08,0.09,0.09,0.08,0.07,0.06,0.05,0.19,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.02,0.03,0.02,0.01,0.06,0.0,0.0,0.0,0.0,0.0,100.11
09/10/2021,13.32,12.25,8.25,4.95,4.05,3.85,3.16,2.94,2.07,1.87,1.92,1.63,1.71,1.42,1.04,1.09,1.07,0.96,1.03,0.88,0.92,0.94,0.77,0.83,0.8,0.74,0.78,0.78,0.68,0.73,0.57,0.72,0.69,0.71,0.59,0.6,0.53,0.57,0.56,0.48,0.52,0.54,0.46,0.51,0.46,0.35,0.46,0.41,0.8,0.43,0.42,0.41,0.36,0.31,0.37,0.41,0.47,0.4,0.34,0.34,0.32,0.36,0.29,0.3,0.28,0.28,0.31,0.28,0.27,0.22,0.27,0.22,0.2,0.2,0.18,0.2,0.27,0.26,0.18,0.15,0.21,0.18,0.17,0.19,0.15,0.12,0.13,0.11,0.11,0.11,0.09,0.1,0.08,0.08,0.09,0.08,0.07,0.06,0.05,0.19,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.02,0.03,0.02,0.01,0.05,0.0,0.0,0.0,0.0,0.0,100.05
09/13/2021,13.2,12.22,8.25,4.94,4.06,3.86,3.19,2.89,2.1,1.84,1.95,1.68,1.72,1.41,1.03,1.1,1.07,0.97,1.05,0.87,0.88,0.95,0.75,0.84,0.79,0.76,0.79,0.79,0.68,0.73,0.56,0.7,0.69,0.7,0.59,0.61,0.53,0.56,0.53,0.48,0.52,0.53,0.46,0.51,0.45,0.34,0.46,0.41,0.84,0.43,0.42,0.42,0.36,0.3,0.37,0.41,0.48,0.4,0.35,0.34,0.32,0.37,0.3,0.29,0.28,0.29,0.31,0.27,0.27,0.22,0.27,0.22,0.2,0.21,0.19,0.2,0.27,0.25,0.18,0.15,0.21,0.18,0.17,0.2,0.15,0.12,0.13,0.1,0.11,0.11,0.09,0.1,0.08,0.09,0.09,0.08,0.07,0.06,0.05,0.2,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.02,0.03,0.02,0.01,0.07,0.0,0.0,0.0,0.0,0.0,100.0
09/14/2021,12.87,12.27,8.29,4.99,4.02,3.81,3.14,2.96,2.1,1.84,1.96,1.67,1.73,1.42,1.04,1.12,1.09,0.98,1.06,0.89,0.88,0.96,0.77,0.84,0.81,0.77,0.8,0.8,0.69,0.73,0.56,0.7,0.67,0.7,0.6,0.61,0.53,0.56,0.53,0.48,0.52,0.54,0.47,0.51,0.45,0.35,0.46,0.41,0.84,0.43,0.42,0.42,0.36,0.3,0.37,0.41,0.48,0.4,0.35,0.34,0.32,0.37,0.3,0.29,0.29,0.3,0.31,0.27,0.27,0.22,0.27,0.22,0.2,0.21,0.19,0.2,0.28,0.25,0.18,0.15,0.21,0.18,0.17,0.2,0.14,0.12,0.13,0.14,0.11,0.11,0.09,0.1,0.08,0.09,0.09,0.08,0.07,0.06,0.05,0.2,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.01,0.03,0.0,0.0,0.0,0.0,0.0,99.97
09/15/2021,12.87,12.27,8.29,4.99,4.02,3.81,3.14,2.96,2.1,1.84,1.96,1.67,1.73,1.42,1.04,1.12,1.09,0.98,1.06,0.89,0.88,0.96,0.77,0.84,0.81,0.77,0.8,0.8,0.69,0.73,0.56,0.7,0.67,0.7,0.6,0.61,0.53,0.56,0.53,0.48,0.52,0.54,0.47,0.51,0.45,0.35,0.46,0.41,0.84,0.43,0.42,0.42,0.36,0.3,0.37,0.41,0.48,0.4,0.35,0.34,0.32,0.37,0.3,0.29,0.29,0.3,0.31,0.27,0.27,0.22,0.27,0.22,0.2,0.21,0.19,0.2,0.28,0.25,0.18,0.15,0.21,0.18,0.17,0.2,0.14,0.12,0.13,0.14,0.11,0.11,0.09,0.1,0.08,0.09,0.09,0.08,0.07,0.06,0.05,0.2,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.01,0.03,0.0,0.0,0.0,0.0,0.0,99.97
09/16/2021,12.93,12.32,8.26,4.96,4.06,3.86,3.17,2.92,2.09,1.81,1.99,1.68,1.7,1.4,1.05,1.09,1.1,0.98,1.05,0.89,0.88,0.95,0.77,0.85,0.81,0.77,0.79,0.78,0.7,0.73,0.56,0.7,0.67,0.69,0.61,0.6,0.54,0.56,0.53,0.48,0.52,0.54,0.48,0.51,0.45,0.34,0.46,0.41,0.78,0.43,0.42,0.42,0.37,0.31,0.36,0.41,0.48,0.41,0.34,0.34,0.32,0.37,0.3,0.29,0.28,0.3,0.31,0.27,0.27,0.22,0.27,0.22,0.21,0.21,0.19,0.2,0.27,0.25,0.18,0.15,0.21,0.18,0.18,0.2,0.15,0.12,0.13,0.14,0.11,0.11,0.08,0.1,0.08,0.09,0.09,0.08,0.07,0.06,0.05,0.2,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.01,0.03,0.0,0.0,0.0,0.0,0.0,99.96
09/17/2021,12.83,12.46,8.26,4.97,4.07,3.86,3.19,2.94,2.08,1.83,1.98,1.67,1.7,1.38,1.04,1.08,1.1,0.98,1.04,0.88,0.86,0.96,0.76,0.84,0.81,0.77,0.77,0.8,0.71,0.74,0.56,0.71,0.68,0.7,0.62,0.61,0.53,0.55,0.53,0.47,0.53,0.52,0.47,0.51,0.45,0.33,0.46,0.41,0.8,0.43,0.42,0.43,0.37,0.3,0.36,0.41,0.49,0.4,0.34,0.34,0.32,0.37,0.3,0.29,0.27,0.3,0.31,0.27,0.27,0.22,0.27,0.23,0.21,0.2,0.19,0.2,0.28,0.25,0.18,0.15,0.21,0.18,0.18,0.2,0.15,0.12,0.13,0.14,0.11,0.11,0.08,0.1,0.07,0.08,0.09,0.08,0.07,0.06,0.05,0.2,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.01,0.05,0.0,0.0,0.0,0.0,0.0,99.99
09/20/2021,12.78,12.59,8.29,4.89,4.07,3.86,3.21,2.91,2.08,1.82,1.98,1.66,1.74,1.39,1.04,1.07,1.11,0.98,1.05,0.85,0.85,0.96,0.76,0.83,0.82,0.74,0.77,0.8,0.72,0.73,0.56,0.7,0.67,0.71,0.62,0.6,0.53,0.55,0.54,0.47,0.53,0.52,0.48,0.5,0.45,0.33,0.47,0.41,0.82,0.43,0.41,0.42,0.37,0.3,0.36,0.41,0.5,0.4,0.35,0.34,0.32,0.37,0.3,0.3,0.27,0.31,0.31,0.28,0.27,0.22,0.27,0.22,0.22,0.2,0.19,0.2,0.29,0.25,0.18,0.15,0.21,0.18,0.18,0.2,0.15,0.12,0.13,0.14,0.11,0.11,0.09,0.1,0.07,0.08,0.09,0.08,0.07,0.06,0.05,0.2,0.06,0.06,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.05,0.0,0.0,0.0,0.0,0.0,100.04
09/21/2021,12.7,12.52,8.33,4.83,4.04,3.79,3.35,2.9,2.08,1.8,1.98,1.66,1.73,1.41,1.05,1.07,1.12,0.98,1.05,0.83,0.85,0.95,0.76,0.83,0.82,0.74,0.75,0.79,0.71,0.73,0.57,0.7,0.68,0.71,0.62,0.61,0.52,0.55,0.56,0.46,0.53,0.51,0.48,0.5,0.45,0.34,0.47,0.41,0.81,0.43,0.41,0.42,0.37,0.3,0.36,0.41,0.5,0.4,0.35,0.34,0.32,0.36,0.3,0.31,0.28,0.31,0.31,0.27,0.27,0.22,0.28,0.23,0.22,0.21,0.19,0.2,0.31,0.26,0.18,0.15,0.21,0.18,0.18,0.33,0.15,0.12,0.13,0.15,0.11,0.12,0.09,0.09,0.07,0.08,0.09,0.08,0.07,0.06,0.05,0.2,0.06,0.06,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
09/22/2021,12.7,12.52,8.33,4.83,4.04,3.79,3.35,2.9,2.08,1.8,1.98,1.66,1.73,1.41,1.05,1.07,1.12,0.98,1.05,0.83,0.85,0.95,0.76,0.83,0.82,0.74,0.75,0.79,0.71,0.73,0.57,0.7,0.68,0.71,0.62,0.61,0.52,0.55,0.56,0.46,0.53,0.51,0.48,0.5,0.45,0.34,0.47,0.41,0.81,0.43,0.41,0.42,0.37,0.3,0.36,0.41,0.5,0.4,0.35,0.34,0.32,0.36,0.3,0.31,0.28,0.31,0.31,0.27,0.27,0.22,0.28,0.23,0.22,0.21,0.19,0.2,0.31,0.26,0.18,0.15,0.21,0.18,0.18,0.33,0.15,0.12,0.13,0.15,0.11,0.12,0.09,0.09,0.07,0.08,0.09,0.08,0.07,0.06,0.05,0.2,0.06,0.06,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
09/23/2021,12.68,12.53,8.23,4.81,4.06,3.79,3.29,2.85,2.1,1.79,1.99,1.68,1.73,1.4,1.06,1.08,1.12,0.99,1.05,0.85,0.88,0.96,0.77,0.84,0.82,0.74,0.76,0.8,0.7,0.74,0.57,0.69,0.68,0.72,0.62,0.61,0.51,0.54,0.56,0.46,0.54,0.52,0.48,0.51,0.46,0.34,0.47,0.41,0.81,0.44,0.4,0.43,0.37,0.31,0.36,0.41,0.48,0.4,0.35,0.34,0.32,0.36,0.3,0.3,0.28,0.31,0.32,0.27,0.27,0.22,0.28,0.23,0.22,0.21,0.19,0.2,0.31,0.26,0.18,0.15,0.21,0.18,0.18,0.32,0.15,0.13,0.13,0.15,0.11,0.12,0.09,0.09,0.07,0.09,0.09,0.08,0.08,0.06,0.05,0.2,0.06,0.06,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/24/2021,12.69,12.52,8.18,4.82,4.06,3.8,3.32,2.87,2.1,1.78,2.0,1.66,1.74,1.39,1.07,1.08,1.1,0.99,1.05,0.84,0.87,0.95,0.77,0.83,0.82,0.74,0.77,0.8,0.7,0.74,0.57,0.7,0.67,0.73,0.62,0.61,0.5,0.54,0.56,0.46,0.54,0.51,0.47,0.51,0.46,0.34,0.47,0.41,0.83,0.44,0.4,0.43,0.38,0.35,0.36,0.41,0.49,0.4,0.35,0.34,0.32,0.36,0.3,0.3,0.28,0.31,0.31,0.26,0.27,0.22,0.29,0.22,0.22,0.21,0.19,0.2,0.31,0.26,0.18,0.15,0.22,0.18,0.18,0.33,0.15,0.12,0.13,0.15,0.11,0.12,0.09,0.09,0.07,0.08,0.09,0.07,0.07,0.06,0.05,0.21,0.06,0.06,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000002
09/27/2021,12.76,12.49,8.21,4.58,4.05,3.79,3.33,2.98,2.14,1.82,1.98,1.72,1.67,1.42,1.05,1.09,1.11,0.98,1.04,0.84,0.86,0.97,0.75,0.82,0.81,0.74,0.78,0.81,0.71,0.72,0.56,0.71,0.68,0.72,0.63,0.6,0.51,0.55,0.58,0.46,0.56,0.5,0.48,0.51,0.44,0.33,0.47,0.41,0.85,0.44,0.41,0.43,0.39,0.35,0.35,0.41,0.48,0.4,0.36,0.34,0.32,0.36,0.3,0.3,0.28,0.31,0.32,0.26,0.27,0.22,0.28,0.23,0.23,0.21,0.19,0.19,0.31,0.27,0.18,0.14,0.22,0.18,0.18,0.33,0.15,0.12,0.13,0.1,0.11,0.12,0.09,0.1,0.07,0.08,0.09,0.08,0.08,0.06,0.05,0.21,0.06,0.06,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.04,0.0,0.0,0.0,0.0,0.0,100.04
09/28/2021,12.75,12.47,8.22,4.67,4.07,3.81,3.41,2.92,2.17,1.81,1.98,1.73,1.64,1.41,1.05,1.02,1.11,0.98,1.07,0.84,0.86,0.96,0.75,0.82,0.81,0.74,0.78,0.82,0.72,0.7,0.55,0.71,0.68,0.73,0.64,0.6,0.51,0.54,0.58,0.46,0.56,0.5,0.48,0.51,0.43,0.32,0.47,0.42,0.8,0.44,0.4,0.43,0.4,0.35,0.35,0.41,0.47,0.39,0.36,0.34,0.32,0.36,0.3,0.29,0.28,0.31,0.32,0.26,0.27,0.22,0.28,0.23,0.23,0.22,0.19,0.19,0.31,0.28,0.18,0.13,0.22,0.18,0.18,0.32,0.15,0.12,0.12,0.11,0.11,0.12,0.09,0.1,0.07,0.08,0.09,0.08,0.07,0.06,0.05,0.21,0.06,0.06,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.02,0.0,0.0,0.0,0.0,0.0,99.99
09/29/2021,12.75,12.47,8.22,4.67,4.07,3.81,3.41,2.92,2.17,1.81,1.98,1.73,1.64,1.41,1.05,1.02,1.11,0.98,1.07,0.84,0.86,0.96,0.75,0.82,0.81,0.74,0.78,0.82,0.72,0.7,0.55,0.71,0.68,0.73,0.64,0.6,0.51,0.54,0.58,0.46,0.56,0.5,0.48,0.51,0.43,0.32,0.47,0.42,0.8,0.44,0.4,0.43,0.4,0.35,0.35,0.41,0.47,0.39,0.36,0.34,0.32,0.36,0.3,0.29,0.28,0.31,0.32,0.26,0.27,0.22,0.28,0.23,0.23,0.22,0.19,0.19,0.31,0.28,0.18,0.13,0.22,0.18,0.18,0.32,0.15,0.12,0.12,0.11,0.11,0.12,0.09,0.1,0.07,0.08,0.09,0.08,0.07,0.06,0.05,0.21,0.06,0.06,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.02,0.0,0.0,0.0,0.0,0.0,99.99
09/30/2021,12.72,12.36,8.24,4.72,4.07,3.81,3.52,2.89,2.17,1.79,2.02,1.74,1.61,1.43,1.06,1.02,1.12,0.98,1.06,0.84,0.85,0.95,0.75,0.82,0.83,0.75,0.8,0.81,0.73,0.69,0.56,0.73,0.67,0.71,0.64,0.58,0.53,0.55,0.57,0.47,0.57,0.5,0.49,0.5,0.42,0.32,0.48,0.43,0.77,0.44,0.41,0.42,0.4,0.36,0.35,0.4,0.47,0.39,0.36,0.34,0.32,0.36,0.3,0.29,0.28,0.31,0.31,0.27,0.27,0.23,0.28,0.23,0.23,0.22,0.19,0.19,0.3,0.28,0.18,0.13,0.22,0.18,0.18,0.32,0.15,0.12,0.13,0.11,0.11,0.12,0.09,0.1,0.07,0.09,0.09,0.08,0.08,0.06,0.05,0.21,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.01,0.02,0.0,0.0,0.0,0.0,0.0,100.09000000000002
10/01/2021,12.77,12.25,8.25,4.67,4.03,3.77,3.55,2.84,2.19,1.77,2.04,1.76,1.58,1.45,1.09,1.03,1.12,0.99,1.06,0.84,0.85,0.95,0.78,0.83,0.83,0.75,0.81,0.8,0.7,0.7,0.57,0.7,0.67,0.69,0.64,0.59,0.54,0.57,0.55,0.48,0.57,0.51,0.48,0.5,0.43,0.32,0.48,0.44,0.75,0.44,0.41,0.42,0.41,0.36,0.34,0.4,0.46,0.39,0.36,0.35,0.31,0.36,0.3,0.29,0.29,0.31,0.31,0.27,0.27,0.23,0.27,0.23,0.24,0.23,0.19,0.2,0.3,0.28,0.19,0.14,0.22,0.18,0.19,0.31,0.15,0.12,0.13,0.11,0.11,0.12,0.09,0.1,0.07,0.09,0.09,0.08,0.08,0.06,0.05,0.21,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.02,0.0,0.0,0.0,0.0,0.0,100.04
10/20/2021,12.64,12.74,8.22,4.32,4.07,3.8,3.73,2.91,2.17,1.75,2.07,1.73,1.62,1.51,1.07,1.09,1.12,1.01,1.04,0.82,0.89,0.97,0.78,0.83,0.86,0.73,0.83,0.78,0.67,0.68,0.54,0.75,0.65,0.73,0.62,0.57,0.52,0.52,0.55,0.52,0.58,0.47,0.45,0.51,0.4,0.31,0.43,0.44,0.61,0.46,0.41,0.42,0.4,0.37,0.33,0.38,0.46,0.4,0.36,0.35,0.32,0.35,0.3,0.28,0.28,0.28,0.26,0.27,0.27,0.21,0.28,0.22,0.24,0.22,0.19,0.2,0.31,0.29,0.18,0.14,0.23,0.16,0.18,0.34,0.15,0.12,0.13,0.13,0.1,0.11,0.09,0.09,0.07,0.09,0.09,0.09,0.08,0.06,0.05,0.2,0.06,0.06,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.02,0.0,0.0,0.0,0.0,0.0,99.99
