,AMZN,AAPL,GOOG,GOOGL,MSFT,FB,TSLA,TROW,COF,BRK.B,UPS,GNRC,TPL,PGR,WFC,FCX,AMAT,EVR,TGT,ADBE,SBUX,JNJ,LNG,ALGN,TXN,MSCI,SPGI,PG,XOM,DE,SQ,LPX,WMT,MA,UNH,GE,V,PYPL,ACN,NKE,MCO,ABT,POOL,PXD,PSA,BKNG,CI,SAM,CSCO,COST,EXPD,MRNA,IDXX,HD,F,AA,PINS,RE,Y,FDX,LOW,LRCX,DFS,JPM,TMO,PWR,ROKU,TJX,ANTM,SIVB,CVX,CMCSA,INTU,DIS,WST,PFE,EPAM,ALLY,DG,BLK,ISRG,BAC,SYF,OLN,ACGL,MRK,ADP,LMT,ALL,BX,ORCL,PM,TT,NUE,R,NWSA,GS,TPR,DAR,MS,PAYX,MNST,MTD,VRTX,MU,MMC,MKL,SLM,DHI,JHG,AGCO,CINF,DREYFUS GOVT CASH MGMT,n/a,SUM
08/18/2021,8.61,8.97,7.63,7.41,5.98,4.82,4.91,2.48,2.68,2.18,1.31,1.21,1.15,1.09,1.26,1.11,0.94,0.95,0.97,0.92,0.84,0.84,0.79,0.86,0.73,0.84,0.77,0.76,0.66,0.76,0.74,0.65,0.65,0.59,0.59,0.54,0.52,0.49,0.55,0.53,0.51,0.49,0.49,0.44,0.47,0.45,0.39,0.28,0.43,0.45,0.38,0.64,0.38,0.37,0.32,0.42,0.23,0.37,0.34,0.31,0.32,0.3,0.35,0.32,0.31,0.32,0.24,0.29,0.26,0.29,0.27,0.28,0.28,0.26,0.29,0.3,0.28,0.26,0.25,0.24,0.23,0.22,0.23,0.24,0.22,0.19,0.21,0.18,0.19,0.21,0.19,0.18,0.18,0.24,0.18,0.15,0.18,0.18,0.19,0.19,0.17,0.17,0.16,0.14,0.13,0.16,0.15,0.13,0.15,0.14,0.13,0.12,0.0,0.09,99.97
08/19/2021,8.62,9.09,7.65,7.44,6.01,4.87,4.69,2.49,2.67,2.19,1.34,1.2,1.13,1.1,1.24,1.07,0.96,0.94,0.98,0.92,0.84,0.84,0.77,0.86,0.73,0.84,0.78,0.76,0.65,0.76,0.72,0.64,0.66,0.59,0.61,0.54,0.52,0.49,0.56,0.53,0.51,0.5,0.5,0.42,0.47,0.43,0.39,0.28,0.43,0.45,0.38,0.61,0.38,0.38,0.32,0.41,0.24,0.37,0.34,0.31,0.32,0.31,0.35,0.31,0.31,0.32,0.24,0.29,0.27,0.29,0.27,0.28,0.28,0.26,0.3,0.3,0.29,0.26,0.25,0.24,0.24,0.22,0.23,0.23,0.22,0.2,0.21,0.18,0.19,0.21,0.19,0.18,0.18,0.23,0.18,0.15,0.18,0.17,0.19,0.18,0.17,0.17,0.16,0.14,0.13,0.16,0.15,0.13,0.15,0.14,0.13,0.12,0.0,0.09,99.95
08/20/2021,8.58,9.14,7.66,7.45,6.05,4.82,4.61,2.49,2.64,2.22,1.36,1.16,1.12,1.1,1.24,1.03,0.95,0.94,0.96,0.93,0.84,0.86,0.79,0.86,0.73,0.85,0.78,0.77,0.65,0.75,0.73,0.63,0.66,0.6,0.62,0.53,0.53,0.49,0.57,0.54,0.52,0.51,0.49,0.42,0.48,0.43,0.39,0.29,0.43,0.46,0.38,0.67,0.38,0.37,0.31,0.39,0.24,0.37,0.34,0.31,0.31,0.3,0.35,0.31,0.32,0.32,0.24,0.29,0.28,0.28,0.27,0.28,0.28,0.26,0.3,0.32,0.29,0.25,0.25,0.24,0.24,0.22,0.23,0.22,0.23,0.2,0.21,0.18,0.19,0.21,0.2,0.18,0.18,0.23,0.18,0.15,0.18,0.17,0.19,0.19,0.17,0.17,0.16,0.15,0.13,0.16,0.15,0.13,0.14,0.14,0.13,0.12,0.0,0.1,99.98
08/23/2021,8.54,9.04,7.73,7.48,6.2,4.83,4.72,2.51,2.6,2.21,1.35,1.18,1.06,1.12,1.21,0.97,0.96,0.92,0.93,0.94,0.84,0.87,0.77,0.86,0.73,0.83,0.77,0.78,0.63,0.73,0.72,0.65,0.67,0.59,0.64,0.53,0.53,0.49,0.57,0.53,0.51,0.51,0.5,0.41,0.49,0.43,0.39,0.27,0.45,0.46,0.38,0.63,0.39,0.37,0.31,0.35,0.23,0.38,0.35,0.3,0.34,0.31,0.34,0.31,0.32,0.32,0.23,0.31,0.28,0.28,0.25,0.29,0.29,0.26,0.31,0.31,0.29,0.25,0.25,0.24,0.25,0.22,0.22,0.21,0.23,0.2,0.21,0.18,0.19,0.21,0.19,0.18,0.19,0.22,0.17,0.15,0.18,0.16,0.18,0.18,0.17,0.17,0.17,0.15,0.13,0.16,0.15,0.13,0.14,0.14,0.13,0.12,0.0,0.1,99.9
08/24/2021,8.49,9.05,7.74,7.51,6.3,4.85,4.72,2.53,2.57,2.19,1.33,1.19,1.05,1.13,1.21,0.97,0.94,0.93,0.96,0.95,0.83,0.87,0.77,0.86,0.73,0.84,0.77,0.78,0.62,0.71,0.73,0.66,0.67,0.58,0.63,0.53,0.52,0.49,0.57,0.53,0.51,0.51,0.5,0.41,0.49,0.43,0.39,0.27,0.45,0.46,0.38,0.64,0.39,0.38,0.3,0.36,0.23,0.37,0.35,0.3,0.35,0.3,0.34,0.31,0.32,0.32,0.24,0.31,0.27,0.28,0.25,0.28,0.29,0.26,0.31,0.31,0.3,0.25,0.25,0.24,0.25,0.22,0.22,0.22,0.23,0.2,0.21,0.18,0.19,0.21,0.19,0.18,0.18,0.22,0.17,0.15,0.18,0.16,0.17,0.18,0.17,0.17,0.16,0.15,0.13,0.16,0.15,0.13,0.14,0.14,0.13,0.13,0.0,0.1,99.97
08/25/2021,8.49,9.05,7.74,7.51,6.3,4.85,4.72,2.53,2.57,2.19,1.33,1.19,1.05,1.13,1.21,0.97,0.94,0.93,0.96,0.95,0.83,0.87,0.77,0.86,0.73,0.84,0.77,0.78,0.62,0.71,0.73,0.66,0.67,0.58,0.63,0.53,0.52,0.49,0.57,0.53,0.51,0.51,0.5,0.41,0.49,0.43,0.39,0.27,0.45,0.46,0.38,0.64,0.39,0.38,0.3,0.36,0.23,0.37,0.35,0.3,0.35,0.3,0.34,0.31,0.32,0.32,0.24,0.31,0.27,0.28,0.25,0.28,0.29,0.26,0.31,0.31,0.3,0.25,0.25,0.24,0.25,0.22,0.22,0.22,0.23,0.2,0.21,0.18,0.19,0.21,0.19,0.18,0.18,0.22,0.17,0.15,0.18,0.16,0.17,0.18,0.17,0.17,0.16,0.15,0.13,0.16,0.15,0.13,0.14,0.14,0.13,0.13,0.0,0.1,99.97
08/26/2021,8.55,9.02,7.79,7.55,6.23,4.83,4.84,2.49,2.56,2.17,1.31,1.22,1.06,1.11,1.2,1.0,0.96,0.94,0.94,0.95,0.83,0.85,0.78,0.87,0.73,0.83,0.76,0.76,0.64,0.72,0.74,0.66,0.66,0.59,0.62,0.52,0.52,0.49,0.57,0.53,0.51,0.5,0.48,0.42,0.48,0.44,0.38,0.27,0.45,0.45,0.37,0.68,0.38,0.37,0.3,0.38,0.23,0.37,0.34,0.3,0.34,0.3,0.34,0.31,0.31,0.32,0.24,0.31,0.27,0.28,0.25,0.28,0.29,0.26,0.3,0.31,0.29,0.25,0.25,0.24,0.24,0.22,0.22,0.22,0.22,0.2,0.2,0.18,0.19,0.21,0.19,0.18,0.18,0.22,0.17,0.15,0.18,0.17,0.18,0.18,0.16,0.16,0.16,0.15,0.13,0.16,0.15,0.12,0.14,0.14,0.13,0.12,0.0,0.12,99.97
08/27/2021,8.62,8.97,7.82,7.58,6.16,4.84,4.83,2.5,2.56,2.16,1.31,1.22,1.08,1.1,1.21,1.02,0.95,0.94,0.93,0.95,0.82,0.83,0.78,0.88,0.72,0.82,0.76,0.75,0.64,0.73,0.74,0.67,0.65,0.58,0.61,0.53,0.52,0.49,0.56,0.53,0.5,0.5,0.48,0.42,0.47,0.45,0.39,0.27,0.45,0.45,0.37,0.65,0.38,0.37,0.31,0.39,0.23,0.37,0.33,0.3,0.34,0.3,0.34,0.31,0.31,0.33,0.24,0.31,0.27,0.28,0.26,0.28,0.29,0.26,0.3,0.3,0.29,0.25,0.25,0.24,0.24,0.22,0.22,0.22,0.22,0.2,0.2,0.18,0.19,0.22,0.19,0.18,0.18,0.23,0.18,0.14,0.18,0.17,0.18,0.18,0.16,0.16,0.16,0.15,0.13,0.16,0.15,0.12,0.14,0.14,0.13,0.12,0.0,0.12,99.95
08/30/2021,8.67,8.87,7.83,7.62,6.1,4.84,4.8,2.52,2.59,2.16,1.3,1.25,1.07,1.1,1.23,1.01,0.96,0.94,0.93,0.94,0.82,0.82,0.79,0.86,0.73,0.83,0.76,0.75,0.63,0.75,0.72,0.69,0.64,0.57,0.6,0.54,0.51,0.49,0.57,0.52,0.5,0.5,0.49,0.42,0.47,0.46,0.38,0.26,0.45,0.45,0.37,0.66,0.38,0.36,0.3,0.39,0.24,0.36,0.33,0.3,0.34,0.3,0.34,0.32,0.31,0.33,0.23,0.31,0.26,0.28,0.26,0.28,0.29,0.26,0.3,0.29,0.29,0.25,0.24,0.24,0.24,0.22,0.23,0.23,0.22,0.19,0.2,0.18,0.19,0.23,0.19,0.18,0.19,0.22,0.18,0.15,0.19,0.17,0.18,0.18,0.16,0.16,0.16,0.15,0.13,0.16,0.15,0.12,0.14,0.14,0.13,0.12,0.0,0.12,99.91
08/31/2021,8.62,8.82,7.87,7.65,6.04,4.89,4.81,2.54,2.62,2.15,1.29,1.27,1.08,1.1,1.23,1.05,0.98,0.95,0.92,0.94,0.81,0.81,0.8,0.86,0.73,0.83,0.75,0.74,0.64,0.74,0.73,0.71,0.63,0.57,0.6,0.54,0.51,0.49,0.56,0.51,0.5,0.49,0.48,0.43,0.47,0.45,0.38,0.26,0.44,0.44,0.37,0.62,0.37,0.36,0.31,0.41,0.24,0.36,0.33,0.29,0.34,0.32,0.34,0.32,0.31,0.34,0.23,0.3,0.26,0.28,0.26,0.28,0.29,0.26,0.3,0.29,0.29,0.25,0.24,0.24,0.24,0.22,0.23,0.24,0.22,0.19,0.2,0.17,0.19,0.23,0.19,0.18,0.18,0.22,0.18,0.15,0.19,0.17,0.19,0.18,0.16,0.16,0.16,0.15,0.13,0.16,0.15,0.13,0.14,0.14,0.13,0.12,0.0,0.16,99.97
09/01/2021,8.62,8.82,7.87,7.65,6.04,4.89,4.81,2.54,2.62,2.15,1.29,1.27,1.08,1.1,1.23,1.05,0.98,0.95,0.92,0.94,0.81,0.81,0.8,0.86,0.73,0.83,0.75,0.74,0.64,0.74,0.73,0.71,0.63,0.57,0.6,0.54,0.51,0.49,0.56,0.51,0.5,0.49,0.48,0.43,0.47,0.45,0.38,0.26,0.44,0.44,0.37,0.62,0.37,0.36,0.31,0.41,0.24,0.36,0.33,0.29,0.34,0.32,0.34,0.32,0.31,0.34,0.23,0.3,0.26,0.28,0.26,0.28,0.29,0.26,0.3,0.29,0.29,0.25,0.24,0.24,0.24,0.22,0.23,0.24,0.22,0.19,0.2,0.17,0.19,0.23,0.19,0.18,0.18,0.22,0.18,0.15,0.19,0.17,0.19,0.18,0.16,0.16,0.16,0.15,0.13,0.16,0.15,0.13,0.14,0.14,0.13,0.12,0.0,0.16,99.97
09/02/2021,8.75,9.03,7.87,7.64,6.08,4.96,4.91,2.52,2.44,2.12,1.29,1.27,1.08,1.07,1.19,1.05,0.97,0.95,0.91,0.94,0.81,0.81,0.79,0.86,0.73,0.83,0.76,0.74,0.63,0.74,0.73,0.71,0.63,0.56,0.59,0.53,0.5,0.5,0.56,0.51,0.5,0.49,0.49,0.42,0.47,0.44,0.37,0.25,0.44,0.44,0.37,0.6,0.38,0.36,0.3,0.4,0.23,0.35,0.32,0.29,0.33,0.31,0.33,0.31,0.31,0.33,0.23,0.3,0.26,0.27,0.25,0.28,0.29,0.26,0.3,0.28,0.29,0.24,0.24,0.23,0.24,0.22,0.22,0.24,0.22,0.19,0.2,0.17,0.18,0.23,0.19,0.18,0.18,0.22,0.18,0.14,0.18,0.16,0.18,0.18,0.16,0.16,0.16,0.14,0.13,0.16,0.15,0.12,0.14,0.14,0.13,0.12,0.0,0.16,99.88000000000002
09/03/2021,8.89,8.97,7.88,7.66,6.05,4.95,4.95,2.54,2.46,2.13,1.3,1.26,1.04,1.08,1.13,1.04,0.96,0.95,0.9,0.94,0.83,0.81,0.78,0.87,0.73,0.83,0.76,0.74,0.62,0.74,0.72,0.69,0.63,0.55,0.59,0.54,0.5,0.5,0.56,0.5,0.5,0.49,0.49,0.42,0.47,0.44,0.38,0.25,0.44,0.44,0.37,0.61,0.37,0.36,0.3,0.41,0.23,0.35,0.32,0.29,0.33,0.31,0.33,0.31,0.31,0.33,0.23,0.3,0.26,0.27,0.25,0.28,0.29,0.26,0.3,0.28,0.29,0.25,0.23,0.23,0.24,0.22,0.22,0.24,0.22,0.19,0.2,0.17,0.18,0.23,0.19,0.18,0.18,0.22,0.18,0.14,0.18,0.16,0.18,0.18,0.16,0.16,0.16,0.15,0.13,0.16,0.15,0.12,0.14,0.14,0.13,0.12,0.0,0.16,99.92
09/06/2021,8.88,9.08,7.82,7.58,6.04,4.9,4.92,2.51,2.37,2.12,1.32,1.31,1.01,1.08,1.1,1.04,0.96,0.95,0.9,0.94,0.82,0.82,0.8,0.89,0.72,0.85,0.77,0.74,0.63,0.75,0.72,0.69,0.63,0.54,0.6,0.54,0.49,0.5,0.57,0.5,0.51,0.5,0.5,0.42,0.48,0.44,0.39,0.25,0.44,0.45,0.37,0.64,0.38,0.36,0.3,0.43,0.23,0.35,0.32,0.29,0.34,0.31,0.32,0.31,0.32,0.37,0.23,0.29,0.27,0.28,0.25,0.29,0.29,0.26,0.3,0.29,0.29,0.24,0.24,0.24,0.25,0.22,0.21,0.23,0.21,0.19,0.2,0.17,0.18,0.23,0.19,0.18,0.18,0.21,0.18,0.14,0.18,0.16,0.18,0.18,0.16,0.16,0.16,0.14,0.13,0.16,0.15,0.12,0.14,0.14,0.13,0.12,0.0,0.14,99.90000000000002
09/07/2021,8.91,9.11,7.84,7.6,6.04,4.91,4.93,2.48,2.33,2.1,1.31,1.31,0.99,1.08,1.09,1.04,0.97,0.94,0.89,0.94,0.82,0.82,0.8,0.88,0.72,0.85,0.77,0.74,0.62,0.76,0.73,0.7,0.64,0.54,0.6,0.53,0.49,0.5,0.57,0.5,0.51,0.5,0.5,0.42,0.48,0.44,0.39,0.25,0.44,0.45,0.37,0.67,0.38,0.37,0.3,0.43,0.23,0.34,0.32,0.29,0.33,0.31,0.32,0.31,0.32,0.37,0.22,0.29,0.26,0.28,0.25,0.29,0.29,0.26,0.31,0.29,0.3,0.24,0.23,0.23,0.25,0.22,0.21,0.23,0.21,0.19,0.2,0.17,0.18,0.23,0.19,0.18,0.18,0.21,0.18,0.14,0.18,0.16,0.18,0.18,0.16,0.16,0.16,0.14,0.13,0.16,0.15,0.12,0.14,0.14,0.13,0.12,0.0,0.14,99.89
09/08/2021,8.91,9.11,7.84,7.6,6.04,4.91,4.93,2.48,2.33,2.1,1.31,1.31,0.99,1.08,1.09,1.04,0.97,0.94,0.89,0.94,0.82,0.82,0.8,0.88,0.72,0.85,0.77,0.74,0.62,0.76,0.73,0.7,0.64,0.54,0.6,0.53,0.49,0.5,0.57,0.5,0.51,0.5,0.5,0.42,0.48,0.44,0.39,0.25,0.44,0.45,0.37,0.67,0.38,0.37,0.3,0.43,0.23,0.34,0.32,0.29,0.33,0.31,0.32,0.31,0.32,0.37,0.22,0.29,0.26,0.28,0.25,0.29,0.29,0.26,0.31,0.29,0.3,0.24,0.23,0.23,0.25,0.22,0.21,0.23,0.21,0.19,0.2,0.17,0.18,0.23,0.19,0.18,0.18,0.21,0.18,0.14,0.18,0.16,0.18,0.18,0.16,0.16,0.16,0.14,0.13,0.16,0.15,0.12,0.14,0.14,0.13,0.12,0.0,0.14,99.89000000000001
