,AGPXX,AMC,LSCC,n/a,OVV,SYNA,BJ,EGP,TTEK,M,WSC,CAR,STAG,THC,IIVI,CROX,SLAB,BHVN,CHK,FOXF,OMCL,FFIN,EME,SAIA,KBR,PFGC,GBCI,ASGN,INSP,NTLA,ARWR,CADE,SSB,TXRH,GT,SGMS,VLY,ROLL,ARNA,HELE,SWAV,TRNO,EXPO,HLI,SSD,AMBA,WCC,RPD,CCMP,GTLS,IIPR,NOVT,AMN,MEDP,BCPC,BPMC,HALO,UFPI,WTS,BL,ATKR,NSA,ESNT,AQUA,UBSI,AVNT,PDCE,SMTC,POWI,ROG,APG,AR,VG,BXMT,JBT,HR,ADNT,KNSL,ADC,FCNCA,SIG,WING,IRDM,MMS,APPS,KRG,CHX,HWC,POR,MUSA,UMBF,ONTO,DIOD,BKH,ZD,MXL,WK,HGV,CMC,FN,EXLS,VRNS,RLI,RHP,NEOG,FELE,MIME,SIGI,SPSC,TENB,HRI,MUR,LIVN,MTDR,ENV,ETRN,RRC,CWST,DOC,NSP,SFBS,ENSG,DNLI,ZWS,CNMD,ASAN,KFY,PPBI,DEN,WD,CBU,BKU,MAC,ABG,MTH,SWN,TGNA,SWX,VIAV,OPCH,FUL,SXT,ACIW,BIPC,OGS,LXP,TRTN,AIT,HOMB,UCBI,SAIL,INDB,HI,PNM,ALKS,RDN,STAA,BNL,ISBC,LTHM,TMHC,EYE,QTWO,SKY,QLYS,FATE,HASI,PZZA,ALRM,KLIC,NJR,REZI,AEO,EBC,AWR,CRC,SM,FHI,MC,DBRG,ARNC,GATX,MATX,OUT,ASB,ABCB,BOX,TNET,BEAM,LCII,CWT,SHOO,FLOW,HQY,SFNC,HLNE,DAN,ALE,PCH,BOOT,AX,IRTC,SAFM,WSFS,SFM,UPWK,BLKB,MSTR,KBH,BCO,AEL,FIX,APLE,AEIS,CNX,CATY,CBT,ENS,SR,ORA,AJRD,ESGR,CIM,ACAD,AVA,UNIT,BECN,ASO,OMI,ABM,CBRL,MTX,CYTK,TCBI,HP,FIBK,CARG,ARVN,APLS,SEAS,LHCG,ONB,BCRX,ITCI,FORM,FLR,SI,MP,ATI,HL,NSIT,SITM,BE,MGY,SJI,EQC,SONO,SUM
02/10/2022,4.57,0.27,0.31,0.96,0.37,0.29,0.31,0.29,0.3,0.29,0.28,0.28,0.27,0.26,0.25,0.21,0.21,0.25,0.26,0.2,0.23,0.22,0.23,0.23,0.23,0.23,0.21,0.21,0.22,0.21,0.19,0.22,0.22,0.22,0.21,0.21,0.2,0.18,0.21,0.18,0.18,0.19,0.16,0.2,0.17,0.17,0.18,0.19,0.19,0.16,0.16,0.16,0.17,0.17,0.16,0.17,0.17,0.16,0.15,0.18,0.18,0.18,0.19,0.18,0.18,0.16,0.21,0.15,0.18,0.18,0.16,0.21,0.18,0.18,0.15,0.17,0.16,0.16,0.16,0.0,0.15,0.15,0.14,0.16,0.14,0.16,0.18,0.17,0.17,0.15,0.16,0.15,0.14,0.16,0.15,0.14,0.16,0.15,0.16,0.13,0.15,0.14,0.15,0.16,0.14,0.14,0.16,0.16,0.15,0.16,0.15,0.17,0.14,0.17,0.14,0.0,0.17,0.14,0.14,0.15,0.15,0.13,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.14,0.14,0.14,0.13,0.13,0.13,0.15,0.17,0.15,0.14,0.14,0.13,0.13,0.14,0.16,0.14,0.15,0.14,0.13,0.13,0.14,0.12,0.14,0.13,0.14,0.14,0.15,0.12,0.13,0.14,0.13,0.13,0.12,0.12,0.14,0.14,0.0,0.0,0.13,0.12,0.0,0.14,0.13,0.13,0.13,0.12,0.14,0.14,0.0,0.12,0.13,0.0,0.13,0.14,0.13,0.13,0.12,0.14,0.12,0.0,0.0,0.0,0.0,0.13,0.16,0.12,0.0,0.0,0.12,0.12,0.0,0.0,0.13,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,0.0,0.12,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.31
02/11/2022,4.47,0.3,0.31,0.5,0.36,0.29,0.33,0.29,0.31,0.3,0.28,0.27,0.26,0.27,0.25,0.22,0.22,0.25,0.25,0.21,0.23,0.23,0.23,0.24,0.23,0.24,0.21,0.22,0.23,0.2,0.19,0.22,0.22,0.22,0.21,0.21,0.21,0.18,0.21,0.18,0.18,0.19,0.16,0.2,0.18,0.17,0.19,0.19,0.19,0.16,0.16,0.17,0.17,0.18,0.17,0.17,0.17,0.16,0.15,0.18,0.19,0.18,0.19,0.18,0.18,0.17,0.2,0.16,0.18,0.18,0.16,0.2,0.18,0.18,0.16,0.16,0.17,0.16,0.16,0.0,0.16,0.15,0.14,0.17,0.14,0.16,0.18,0.18,0.17,0.15,0.16,0.16,0.14,0.16,0.15,0.15,0.17,0.15,0.16,0.14,0.15,0.14,0.15,0.16,0.14,0.15,0.16,0.16,0.16,0.16,0.16,0.16,0.14,0.15,0.14,0.0,0.16,0.14,0.14,0.15,0.15,0.14,0.13,0.13,0.14,0.13,0.13,0.14,0.12,0.14,0.14,0.14,0.13,0.13,0.13,0.15,0.17,0.15,0.15,0.14,0.13,0.13,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.12,0.14,0.13,0.14,0.14,0.16,0.13,0.13,0.14,0.14,0.13,0.0,0.0,0.14,0.14,0.0,0.0,0.13,0.12,0.0,0.14,0.13,0.13,0.13,0.12,0.12,0.13,0.0,0.12,0.13,0.12,0.13,0.14,0.13,0.14,0.12,0.14,0.13,0.0,0.0,0.0,0.12,0.13,0.16,0.12,0.0,0.0,0.12,0.12,0.0,0.0,0.13,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,0.0,0.0,0.13,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.08
02/14/2022,4.47,0.34,0.32,0.49,0.37,0.29,0.32,0.29,0.3,0.3,0.29,0.28,0.26,0.31,0.26,0.22,0.21,0.27,0.25,0.2,0.23,0.22,0.22,0.23,0.23,0.28,0.21,0.21,0.23,0.21,0.2,0.22,0.22,0.22,0.21,0.22,0.2,0.18,0.21,0.18,0.19,0.18,0.16,0.2,0.18,0.18,0.19,0.19,0.19,0.17,0.16,0.17,0.17,0.18,0.16,0.17,0.17,0.16,0.15,0.18,0.2,0.17,0.18,0.18,0.17,0.17,0.21,0.16,0.18,0.18,0.16,0.19,0.18,0.18,0.15,0.16,0.17,0.15,0.16,0.0,0.16,0.15,0.15,0.16,0.16,0.17,0.17,0.17,0.16,0.15,0.15,0.15,0.14,0.16,0.16,0.15,0.17,0.16,0.16,0.14,0.14,0.15,0.14,0.16,0.14,0.14,0.16,0.16,0.16,0.16,0.16,0.16,0.14,0.16,0.14,0.0,0.17,0.14,0.14,0.14,0.15,0.15,0.13,0.13,0.15,0.16,0.13,0.13,0.12,0.14,0.14,0.14,0.13,0.14,0.12,0.16,0.17,0.15,0.14,0.14,0.13,0.13,0.14,0.15,0.14,0.15,0.15,0.13,0.13,0.14,0.13,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.14,0.14,0.12,0.0,0.12,0.14,0.15,0.0,0.0,0.13,0.12,0.0,0.14,0.13,0.13,0.13,0.0,0.13,0.14,0.0,0.0,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.14,0.12,0.12,0.0,0.0,0.12,0.13,0.16,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.13,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,0.0,0.12,0.13,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.2
02/15/2022,4.47,0.34,0.32,0.49,0.37,0.29,0.32,0.29,0.3,0.3,0.29,0.28,0.26,0.31,0.26,0.22,0.21,0.27,0.25,0.2,0.23,0.22,0.22,0.23,0.23,0.28,0.21,0.21,0.23,0.21,0.2,0.22,0.22,0.22,0.21,0.22,0.2,0.18,0.21,0.18,0.19,0.18,0.16,0.2,0.18,0.18,0.19,0.19,0.19,0.17,0.16,0.17,0.17,0.18,0.16,0.17,0.17,0.16,0.15,0.18,0.2,0.17,0.18,0.18,0.17,0.17,0.21,0.16,0.18,0.18,0.16,0.19,0.18,0.18,0.15,0.16,0.17,0.15,0.16,0.0,0.16,0.15,0.15,0.16,0.16,0.17,0.17,0.17,0.16,0.15,0.15,0.15,0.14,0.16,0.16,0.15,0.17,0.16,0.16,0.14,0.14,0.15,0.14,0.16,0.14,0.14,0.16,0.16,0.16,0.16,0.16,0.16,0.14,0.16,0.14,0.0,0.17,0.14,0.14,0.14,0.15,0.15,0.13,0.13,0.15,0.16,0.13,0.13,0.12,0.14,0.14,0.14,0.13,0.14,0.12,0.16,0.17,0.15,0.14,0.14,0.13,0.13,0.14,0.15,0.14,0.15,0.15,0.13,0.13,0.14,0.13,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.14,0.14,0.12,0.0,0.12,0.14,0.15,0.0,0.0,0.13,0.12,0.0,0.14,0.13,0.13,0.13,0.0,0.13,0.14,0.0,0.0,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.14,0.12,0.12,0.0,0.0,0.12,0.13,0.16,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.13,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,0.0,0.12,0.13,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.2
02/16/2022,4.49,0.34,0.31,0.65,0.39,0.29,0.33,0.28,0.3,0.29,0.28,0.27,0.26,0.3,0.26,0.21,0.2,0.26,0.26,0.19,0.23,0.22,0.23,0.22,0.23,0.27,0.21,0.2,0.22,0.2,0.19,0.22,0.22,0.22,0.15,0.22,0.21,0.18,0.22,0.18,0.18,0.18,0.16,0.2,0.18,0.17,0.19,0.19,0.19,0.16,0.16,0.16,0.17,0.18,0.16,0.17,0.17,0.16,0.14,0.15,0.19,0.17,0.19,0.18,0.18,0.18,0.2,0.15,0.18,0.18,0.15,0.2,0.18,0.18,0.15,0.17,0.16,0.15,0.16,0.0,0.15,0.16,0.15,0.16,0.15,0.17,0.17,0.17,0.16,0.15,0.16,0.15,0.14,0.16,0.15,0.14,0.16,0.15,0.16,0.14,0.14,0.15,0.14,0.16,0.14,0.14,0.16,0.15,0.16,0.16,0.14,0.18,0.14,0.16,0.14,0.0,0.17,0.14,0.14,0.12,0.15,0.15,0.12,0.13,0.15,0.15,0.13,0.13,0.13,0.14,0.14,0.14,0.13,0.14,0.12,0.16,0.17,0.15,0.14,0.14,0.13,0.12,0.14,0.15,0.14,0.15,0.15,0.13,0.13,0.14,0.13,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.14,0.14,0.12,0.0,0.0,0.13,0.13,0.0,0.0,0.13,0.0,0.0,0.14,0.13,0.13,0.13,0.0,0.14,0.15,0.0,0.0,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.14,0.12,0.0,0.0,0.0,0.12,0.13,0.16,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.13,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.12,0.13,0.0,0.13,0.0,0.13,0.13,0.14,0.0,0.12,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.02
02/17/2022,4.49,0.34,0.31,0.65,0.39,0.29,0.33,0.28,0.3,0.29,0.28,0.27,0.26,0.3,0.26,0.21,0.2,0.26,0.26,0.19,0.23,0.22,0.23,0.22,0.23,0.27,0.21,0.2,0.22,0.2,0.19,0.22,0.22,0.22,0.15,0.22,0.21,0.18,0.22,0.18,0.18,0.18,0.16,0.2,0.18,0.17,0.19,0.19,0.19,0.16,0.16,0.16,0.17,0.18,0.16,0.17,0.17,0.16,0.14,0.15,0.19,0.17,0.19,0.18,0.18,0.18,0.2,0.15,0.18,0.18,0.15,0.2,0.18,0.18,0.15,0.17,0.16,0.15,0.16,0.0,0.15,0.16,0.15,0.16,0.15,0.17,0.17,0.17,0.16,0.15,0.16,0.15,0.14,0.16,0.15,0.14,0.16,0.15,0.16,0.14,0.14,0.15,0.14,0.16,0.14,0.14,0.16,0.15,0.16,0.16,0.14,0.18,0.14,0.16,0.14,0.0,0.17,0.14,0.14,0.12,0.15,0.15,0.12,0.13,0.15,0.15,0.13,0.13,0.13,0.14,0.14,0.14,0.13,0.14,0.12,0.16,0.17,0.15,0.14,0.14,0.13,0.12,0.14,0.15,0.14,0.15,0.15,0.13,0.13,0.14,0.13,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.14,0.14,0.12,0.0,0.0,0.13,0.13,0.0,0.0,0.13,0.0,0.0,0.14,0.13,0.13,0.13,0.0,0.14,0.15,0.0,0.0,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.14,0.12,0.0,0.0,0.0,0.12,0.13,0.16,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.13,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.12,0.13,0.0,0.13,0.0,0.13,0.13,0.14,0.0,0.12,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.02
02/18/2022,4.44,0.35,0.32,0.0,0.37,0.31,0.33,0.28,0.31,0.29,0.29,0.25,0.25,0.31,0.27,0.21,0.21,0.27,0.26,0.2,0.21,0.22,0.23,0.23,0.23,0.27,0.22,0.21,0.22,0.21,0.18,0.22,0.23,0.22,0.16,0.22,0.21,0.18,0.21,0.19,0.18,0.18,0.17,0.2,0.18,0.18,0.2,0.19,0.19,0.17,0.16,0.16,0.17,0.14,0.16,0.17,0.17,0.16,0.15,0.16,0.18,0.17,0.19,0.18,0.18,0.18,0.2,0.15,0.19,0.18,0.16,0.2,0.18,0.18,0.15,0.17,0.17,0.15,0.16,0.0,0.15,0.16,0.15,0.17,0.17,0.17,0.16,0.17,0.16,0.15,0.16,0.15,0.14,0.15,0.16,0.15,0.16,0.16,0.17,0.14,0.14,0.15,0.14,0.16,0.14,0.15,0.16,0.15,0.16,0.16,0.15,0.17,0.14,0.16,0.13,0.0,0.16,0.14,0.14,0.13,0.15,0.15,0.12,0.15,0.15,0.18,0.13,0.13,0.13,0.14,0.14,0.14,0.13,0.15,0.12,0.16,0.17,0.14,0.14,0.14,0.13,0.12,0.15,0.15,0.14,0.15,0.16,0.14,0.13,0.14,0.13,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.14,0.14,0.13,0.0,0.12,0.14,0.13,0.0,0.0,0.13,0.12,0.0,0.14,0.13,0.13,0.13,0.0,0.13,0.13,0.0,0.0,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.14,0.12,0.14,0.0,0.0,0.0,0.13,0.16,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.13,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.12,0.13,0.0,0.13,0.0,0.13,0.13,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.12,0.12,0.0,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.73
02/21/2022,4.54,0.35,0.34,0.0,0.38,0.3,0.35,0.28,0.32,0.29,0.28,0.24,0.25,0.31,0.29,0.17,0.21,0.27,0.25,0.19,0.2,0.22,0.23,0.23,0.23,0.28,0.22,0.2,0.22,0.2,0.17,0.22,0.22,0.21,0.16,0.22,0.21,0.18,0.21,0.18,0.17,0.18,0.17,0.21,0.18,0.17,0.19,0.18,0.2,0.17,0.16,0.16,0.15,0.14,0.17,0.14,0.17,0.18,0.15,0.15,0.18,0.17,0.18,0.18,0.18,0.18,0.2,0.15,0.19,0.18,0.15,0.21,0.17,0.18,0.15,0.17,0.17,0.15,0.16,0.0,0.14,0.16,0.15,0.17,0.15,0.17,0.15,0.17,0.16,0.15,0.15,0.15,0.14,0.16,0.16,0.15,0.16,0.16,0.17,0.14,0.14,0.14,0.14,0.17,0.14,0.14,0.16,0.15,0.16,0.15,0.15,0.17,0.14,0.16,0.13,0.0,0.17,0.14,0.14,0.12,0.15,0.15,0.0,0.15,0.15,0.17,0.13,0.13,0.13,0.14,0.14,0.14,0.13,0.16,0.12,0.16,0.17,0.15,0.14,0.14,0.13,0.12,0.14,0.15,0.14,0.15,0.16,0.14,0.13,0.14,0.13,0.14,0.13,0.14,0.15,0.15,0.0,0.13,0.14,0.13,0.12,0.0,0.0,0.14,0.13,0.0,0.0,0.13,0.0,0.0,0.14,0.14,0.12,0.13,0.0,0.13,0.14,0.0,0.0,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.14,0.13,0.13,0.0,0.0,0.0,0.13,0.15,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.12,0.13,0.0,0.13,0.0,0.13,0.13,0.15,0.0,0.0,0.0,0.0,0.12,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.12,0.12,0.0,0.0,0.12,0.0,0.19,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.68
03/30/2022,6.21,0.36,0.33,0.6,0.5,0.29,0.33,0.28,0.32,0.29,0.29,0.38,0.25,0.32,0.28,0.16,0.2,0.22,0.33,0.15,0.19,0.21,0.22,0.22,0.28,0.27,0.21,0.21,0.23,0.15,0.16,0.2,0.23,0.2,0.14,0.2,0.19,0.19,0.0,0.17,0.22,0.18,0.19,0.16,0.17,0.0,0.2,0.21,0.19,0.25,0.17,0.17,0.17,0.16,0.16,0.13,0.19,0.17,0.14,0.14,0.17,0.17,0.17,0.19,0.17,0.16,0.26,0.15,0.2,0.18,0.15,0.31,0.17,0.18,0.13,0.15,0.13,0.18,0.16,0.0,0.14,0.0,0.17,0.16,0.13,0.17,0.18,0.17,0.17,0.16,0.15,0.15,0.14,0.17,0.15,0.15,0.15,0.16,0.19,0.14,0.16,0.16,0.15,0.16,0.0,0.14,0.16,0.18,0.16,0.18,0.16,0.22,0.14,0.2,0.15,0.12,0.25,0.16,0.14,0.13,0.16,0.16,0.0,0.15,0.15,0.0,0.12,0.12,0.15,0.13,0.14,0.14,0.0,0.15,0.0,0.23,0.18,0.17,0.14,0.16,0.12,0.0,0.14,0.17,0.16,0.15,0.16,0.14,0.13,0.13,0.15,0.14,0.0,0.14,0.16,0.15,0.12,0.12,0.13,0.15,0.12,0.13,0.0,0.0,0.15,0.0,0.13,0.0,0.0,0.13,0.15,0.13,0.0,0.13,0.0,0.15,0.16,0.0,0.0,0.12,0.0,0.16,0.18,0.14,0.13,0.0,0.15,0.13,0.0,0.0,0.0,0.0,0.13,0.18,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.14,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.12,0.17,0.12,0.14,0.0,0.13,0.12,0.0,0.0,0.0,0.14,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.12,0.14,0.0,0.13,0.13,0.14,0.18,0.0,0.13,0.0,0.16,0.14,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.0,40.790000000000006
03/31/2022,5.67,0.53,0.34,0.43,0.49,0.3,0.34,0.29,0.33,0.29,0.29,0.38,0.26,0.33,0.28,0.17,0.2,0.22,0.33,0.15,0.19,0.21,0.22,0.22,0.28,0.26,0.21,0.21,0.24,0.16,0.16,0.2,0.23,0.2,0.14,0.2,0.19,0.19,0.0,0.17,0.22,0.19,0.19,0.17,0.17,0.0,0.2,0.21,0.19,0.23,0.17,0.16,0.17,0.16,0.16,0.13,0.19,0.17,0.14,0.14,0.17,0.18,0.17,0.19,0.17,0.16,0.25,0.15,0.2,0.18,0.15,0.31,0.17,0.18,0.13,0.15,0.13,0.18,0.16,0.0,0.14,0.0,0.17,0.16,0.13,0.17,0.18,0.17,0.17,0.16,0.15,0.15,0.14,0.17,0.15,0.14,0.16,0.16,0.19,0.14,0.16,0.17,0.15,0.16,0.0,0.14,0.16,0.18,0.16,0.18,0.16,0.2,0.15,0.2,0.15,0.12,0.25,0.16,0.14,0.13,0.16,0.16,0.0,0.15,0.15,0.0,0.12,0.12,0.15,0.13,0.14,0.14,0.12,0.14,0.0,0.24,0.18,0.17,0.14,0.16,0.13,0.12,0.14,0.17,0.16,0.16,0.16,0.14,0.13,0.13,0.16,0.14,0.0,0.14,0.16,0.15,0.13,0.12,0.13,0.15,0.12,0.13,0.0,0.0,0.15,0.0,0.13,0.0,0.0,0.13,0.16,0.13,0.0,0.14,0.0,0.15,0.16,0.0,0.0,0.12,0.0,0.16,0.18,0.14,0.12,0.0,0.15,0.14,0.0,0.0,0.0,0.0,0.13,0.18,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.15,0.0,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.13,0.0,0.17,0.12,0.15,0.0,0.13,0.12,0.0,0.0,0.0,0.13,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.12,0.14,0.0,0.12,0.12,0.14,0.18,0.0,0.13,0.0,0.15,0.14,0.13,0.12,0.0,0.12,0.13,0.12,0.0,0.12,0.0,0.12,40.349999999999994
