,MSTR,PYPL,SQ,HUT.TO,MARA,4819.T,NVDA,VYGR.CN,GLXY.TO,HIVE.V,COIN,SI,8473.T,ARB.L,9449.T,OSTK,RIOT,BITF.V,CLSK,NB2.DE,MOGO.TO,IBM,CME,ORCL,ACN,4689.T,CAN,GBTC,EBON,BABA,MUDS,AMD,ICE,VIH,EQOS,TSM,WETF,Cash&Other,9984.T,VONN.SW,BIGG.CN,BIDU,700.HK,4755.T,005930.KS,MBTCU,EBIT.U.TO,BTCC.U.TO,BTCQ/U CN,XPDI,HUT CN,HIVE CN,BITF CN,GLXY CN,VOYG CN,ARB LN,8473 JP,9449 JP,4819 JP,NB2 GR,4689 JP,MOGO,EBIT/U CN,BTCC/U CN,VONN SW,9984 JP,700 HK,BIGG CN,4755 JP,005930 KS,005930.KQ,VOYG.TO,CORESCIENCEBBB,TWTR,HOOD,BKKT,SDIG,SUM
09/07/2021,5.8,4.33,4.39,0.0,5.0,0.0,3.69,0.0,0.0,0.0,3.7,3.42,0.0,0.0,0.0,2.09,2.86,0.0,0.96,0.0,0.0,1.79,1.56,1.7,1.71,0.0,1.72,0.0,1.02,0.42,0.81,1.11,0.0,1.01,0.72,0.89,0.8,3.11,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.28,0.0,0.0,0.84,0.31,6.81,4.1,3.68,3.67,3.36,3.28,3.09,2.65,2.51,2.09,1.99,1.49,0.84,0.83,0.76,0.57,0.46,0.45,0.43,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/08/2021,5.8,4.33,4.39,6.81,5.0,2.51,3.69,3.36,3.67,4.1,3.7,3.42,3.09,3.28,2.65,2.09,2.86,3.68,0.96,2.09,1.49,1.79,1.56,1.7,1.71,1.99,1.72,0.0,1.02,0.42,0.81,1.11,0.0,1.01,0.72,0.89,0.8,3.11,0.57,0.76,0.45,0.48,0.46,0.43,0.4,0.28,0.84,0.83,0.84,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/09/2021,5.8,4.33,4.39,6.81,5.0,2.51,3.69,3.36,3.67,4.1,3.7,3.42,3.09,3.28,2.65,2.09,2.86,3.68,0.96,2.09,1.49,1.79,1.56,1.7,1.71,1.99,1.72,0.0,1.02,0.42,0.81,1.11,0.0,1.01,0.72,0.89,0.8,3.11,0.57,0.76,0.45,0.48,0.46,0.43,0.4,0.28,0.84,0.83,0.84,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/10/2021,5.4,4.53,4.43,6.58,4.67,2.67,3.77,3.21,3.71,3.88,3.65,3.46,3.28,3.19,2.86,2.18,2.73,3.49,0.95,1.96,1.48,1.83,1.59,1.73,1.75,2.0,1.77,0.0,0.96,0.44,0.84,1.14,0.0,1.03,0.79,0.92,0.82,3.55,0.66,0.78,0.47,0.51,0.5,0.44,0.41,0.3,0.8,0.8,0.79,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/13/2021,5.46,4.5,4.29,6.37,4.69,2.74,3.75,3.05,3.85,3.83,3.57,3.45,3.31,3.35,2.89,2.2,3.46,3.57,0.95,1.89,1.4,1.85,2.35,1.77,1.78,2.02,1.67,0.0,0.95,0.43,0.36,1.13,0.0,1.0,0.74,0.92,0.82,2.86,0.69,0.78,0.45,0.51,0.47,0.46,0.41,0.3,0.81,0.81,0.82,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
09/14/2021,5.37,4.57,4.33,6.01,4.41,2.88,3.89,2.97,3.77,3.67,3.54,3.37,3.64,3.34,3.01,2.22,3.35,3.43,0.93,1.9,1.41,1.89,2.37,1.82,1.83,2.05,1.63,0.0,0.95,0.44,0.37,1.14,0.0,1.0,0.74,0.94,0.84,3.08,0.71,0.79,0.44,0.52,0.49,0.47,0.42,0.31,0.81,0.81,0.81,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/15/2021,5.37,4.57,4.33,6.01,4.41,2.88,3.89,2.97,3.77,3.67,3.54,3.37,3.64,3.34,3.01,2.22,3.35,3.43,0.93,1.9,1.41,1.89,2.37,1.82,1.83,2.05,1.63,0.0,0.95,0.44,0.37,1.14,0.0,1.0,0.74,0.94,0.84,3.08,0.71,0.79,0.44,0.52,0.49,0.47,0.42,0.31,0.81,0.81,0.81,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/16/2021,5.64,4.53,4.33,5.97,4.41,2.9,3.85,2.9,3.7,3.77,3.47,3.33,3.55,3.3,3.06,2.29,3.33,3.42,0.94,1.96,1.42,1.91,2.38,1.81,1.82,2.05,1.68,0.0,0.94,0.44,0.37,1.14,0.0,0.99,0.68,0.95,0.84,3.1,0.7,0.79,0.41,0.52,0.48,0.47,0.42,0.31,0.8,0.8,0.8,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/17/2021,5.41,4.54,4.32,6.38,4.29,2.89,3.85,2.66,3.78,3.68,3.47,3.18,3.6,3.63,3.1,2.24,3.26,3.43,0.89,1.95,1.37,1.88,2.37,1.76,1.82,2.16,1.78,0.0,0.93,0.42,0.37,1.15,0.0,1.0,0.71,0.95,0.81,3.08,0.7,0.78,0.41,0.51,0.47,0.48,0.42,0.31,0.83,0.83,0.83,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/20/2021,5.53,4.58,4.46,5.61,4.52,2.8,3.87,2.83,3.82,3.58,3.97,3.41,3.43,3.83,3.0,2.29,3.32,3.29,0.91,2.01,1.36,1.89,2.38,1.78,1.84,2.16,1.5,0.0,0.92,0.41,0.0,1.16,0.0,0.99,0.69,0.93,0.81,2.96,0.65,0.78,0.39,0.51,0.45,0.47,0.42,0.31,0.94,0.94,0.95,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/21/2021,5.37,4.47,4.47,5.53,4.46,2.78,3.82,2.72,3.9,3.41,4.0,3.41,3.44,4.31,3.04,2.4,3.31,3.16,0.93,2.11,1.41,1.88,2.38,1.77,1.8,2.16,1.55,0.0,0.94,0.42,0.0,1.14,0.0,0.98,0.68,0.91,0.83,2.96,0.66,0.77,0.35,0.52,0.47,0.47,0.43,0.31,0.94,0.94,0.94,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/22/2021,5.37,4.47,4.47,5.53,4.46,2.78,3.82,2.72,3.9,3.41,4.0,3.41,3.44,4.31,3.04,2.4,3.31,3.16,0.93,2.11,1.41,1.88,2.38,1.77,1.8,2.16,1.55,0.0,0.94,0.42,0.0,1.14,0.0,0.98,0.68,0.91,0.83,2.96,0.66,0.77,0.35,0.52,0.47,0.47,0.43,0.31,0.94,0.94,0.94,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/23/2021,5.41,4.59,4.6,5.08,4.43,2.94,3.87,2.61,3.48,3.35,4.06,3.28,3.63,4.35,3.21,2.46,3.27,2.88,0.88,2.04,1.4,1.96,2.49,1.85,1.88,2.28,1.48,0.0,0.9,0.42,0.0,1.17,0.0,1.03,0.62,0.93,0.83,3.11,0.7,0.79,0.38,0.52,0.48,0.49,0.45,0.33,0.92,0.92,0.9,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/24/2021,5.45,4.63,4.72,5.09,4.39,2.9,3.94,2.56,3.45,3.34,4.14,3.3,3.61,4.44,3.13,2.5,3.32,2.82,0.87,2.05,1.42,1.96,2.49,1.89,1.89,2.3,1.51,0.0,0.9,0.42,0.0,1.2,0.0,1.05,0.63,0.94,0.82,2.73,0.67,0.78,0.4,0.53,0.48,0.5,0.46,0.34,0.89,0.89,0.89,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/27/2021,5.52,4.58,4.78,5.61,4.76,2.72,3.98,2.59,3.49,3.71,3.94,3.26,3.33,3.62,2.92,2.59,3.41,3.18,0.88,2.07,1.5,1.93,2.48,1.85,1.87,2.17,1.54,0.0,0.96,0.0,0.0,1.18,0.0,1.0,0.59,0.91,0.84,3.17,0.65,0.76,0.54,0.0,0.47,0.47,0.0,0.32,1.03,1.02,1.02,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/28/2021,5.48,4.67,4.8,5.42,4.67,2.85,3.99,0.0,3.37,3.7,3.93,3.29,3.43,3.4,3.08,2.74,3.3,3.13,0.86,2.08,1.64,1.98,2.59,1.91,1.89,2.28,1.24,0.0,0.91,0.0,0.0,1.2,0.0,1.03,0.55,0.93,0.87,1.89,0.68,0.77,0.5,0.0,0.48,0.49,0.44,0.32,1.06,1.05,1.05,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,1.24,0.0,0.0,0.0,0.0,100.01999999999998
09/29/2021,5.48,4.67,4.8,5.42,4.67,2.85,3.99,0.0,3.37,3.7,3.93,3.29,3.43,3.4,3.08,2.74,3.3,3.13,0.86,2.08,1.64,1.98,2.59,1.91,1.89,2.28,1.24,0.0,0.91,0.0,0.0,1.2,0.0,1.03,0.55,0.93,0.87,1.89,0.68,0.77,0.5,0.0,0.48,0.49,0.44,0.32,1.06,1.05,1.05,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,1.24,0.0,0.0,0.0,0.0,100.01999999999998
09/30/2021,5.45,4.6,4.73,5.62,4.55,2.81,3.93,0.0,3.29,3.67,3.95,3.52,3.52,3.32,3.02,2.84,3.29,2.97,0.88,2.16,1.55,2.0,2.6,1.94,1.87,2.24,1.22,0.0,0.93,0.0,0.0,1.23,0.0,1.03,0.56,0.93,0.89,1.9,0.68,0.77,0.55,0.0,0.49,0.49,0.45,0.32,1.08,1.06,1.07,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,1.25,0.0,0.0,0.0,0.0,99.98
10/01/2021,5.47,4.59,4.63,5.44,4.41,2.89,3.9,0.0,3.21,3.55,4.06,3.62,3.62,3.21,3.05,2.9,3.18,2.89,0.86,2.13,1.52,2.07,2.7,2.0,1.89,2.35,1.2,0.0,0.89,0.0,0.0,1.2,0.0,1.07,0.55,0.94,0.88,2.02,0.72,0.78,0.57,0.0,0.51,0.5,0.45,0.34,1.09,1.07,1.07,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,1.3,0.0,0.0,0.0,0.0,100.02
10/04/2021,5.51,4.55,4.57,5.65,4.25,2.97,3.9,0.0,3.31,3.56,4.02,3.82,3.58,3.25,3.0,2.74,3.17,2.85,0.91,2.13,1.42,2.09,2.64,1.93,1.86,2.24,1.29,0.0,0.83,0.0,0.0,1.22,0.0,1.07,0.53,0.93,0.86,2.03,0.69,0.77,0.59,0.0,0.5,0.49,0.44,0.34,1.14,1.12,1.12,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,1.3,0.0,0.0,0.0,0.0,100.02
10/05/2021,5.67,4.5,4.43,6.03,4.34,2.79,3.8,0.0,3.49,3.59,3.97,4.11,3.43,3.2,2.88,2.7,3.13,3.29,0.96,1.64,1.4,2.09,2.61,1.93,1.84,2.18,1.31,0.0,0.82,0.0,0.0,1.18,0.0,1.03,0.53,0.91,0.85,0.99,0.67,0.75,0.55,0.0,0.49,0.49,0.0,0.33,1.22,1.2,1.2,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,2.46,2.24,0.0,0.0,0.0,0.0,99.98999999999998
10/06/2021,5.67,4.5,4.43,6.03,4.34,2.79,3.8,0.0,3.49,3.59,3.97,4.11,3.43,3.2,2.88,2.7,3.13,3.29,0.96,1.64,1.4,2.09,2.61,1.93,1.84,2.18,1.31,0.0,0.82,0.0,0.0,1.18,0.0,1.03,0.53,0.91,0.85,0.99,0.67,0.75,0.55,0.0,0.49,0.49,0.0,0.33,1.22,1.2,1.2,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,2.46,2.24,0.0,0.0,0.0,0.0,99.98999999999998
10/07/2021,5.66,4.37,4.22,6.32,4.43,2.76,3.64,0.0,3.62,3.7,3.96,4.4,3.45,3.16,2.87,2.54,3.05,3.27,0.94,1.63,1.3,2.12,2.6,1.93,1.82,2.19,1.3,0.0,0.82,0.0,0.0,1.16,0.0,1.04,0.51,0.89,0.84,1.0,0.65,0.75,0.54,0.0,0.49,0.51,0.43,0.33,1.26,1.25,1.25,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43,2.26,0.0,0.0,0.0,0.0,100.01
10/08/2021,5.87,4.31,4.25,6.55,4.73,2.62,3.65,0.0,3.56,3.85,4.01,4.78,3.29,3.08,2.71,2.48,3.07,3.33,1.0,1.49,1.31,2.03,2.56,1.91,1.79,1.99,1.31,0.0,0.82,0.0,0.0,1.14,0.0,1.0,0.49,0.86,0.82,0.96,0.61,0.73,0.55,0.0,0.46,0.5,0.41,0.32,1.27,1.25,1.25,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,2.18,0.0,0.0,0.0,0.0,99.98999999999997
10/11/2021,6.15,4.32,4.42,5.58,4.84,2.57,3.72,0.0,3.54,3.67,4.16,4.7,3.29,2.98,2.74,2.52,3.0,3.16,1.01,1.58,1.36,1.99,2.58,1.9,1.78,2.02,1.3,0.0,0.61,0.0,0.0,1.18,0.0,0.99,0.53,0.87,0.81,0.93,0.59,0.74,0.55,0.0,0.48,0.48,0.4,0.32,1.32,1.3,1.3,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,2.15,0.52,0.47,0.0,0.0,100.01
10/12/2021,6.25,4.24,4.21,5.9,4.94,2.62,3.66,0.0,3.54,3.6,4.08,5.01,3.26,2.94,2.73,2.56,2.95,3.19,1.04,1.54,1.36,2.0,2.56,1.94,1.76,2.0,1.23,0.0,0.43,0.0,0.0,1.16,0.0,0.94,0.48,0.86,0.78,1.08,0.6,0.74,0.54,0.0,0.49,0.45,0.39,0.31,1.33,1.31,1.31,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,2.14,0.51,0.47,0.0,0.0,100.01
10/13/2021,6.25,4.24,4.21,5.9,4.94,2.62,3.66,0.0,3.54,3.6,4.08,5.01,3.26,2.94,2.73,2.56,2.95,3.19,1.04,1.54,1.36,2.0,2.56,1.94,1.76,2.0,1.23,0.0,0.43,0.0,0.0,1.16,0.0,0.94,0.48,0.86,0.78,1.08,0.6,0.74,0.54,0.0,0.49,0.45,0.39,0.31,1.33,1.31,1.31,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,2.14,0.51,0.47,0.0,0.0,100.01
10/14/2021,6.4,4.12,4.06,5.83,5.33,2.6,3.6,0.0,3.51,3.56,4.18,4.88,3.29,2.81,2.74,2.46,3.12,3.16,1.05,1.53,1.48,1.97,2.53,1.94,1.75,2.02,1.3,0.0,0.16,0.0,0.0,1.14,0.0,0.95,0.49,0.85,0.77,1.35,0.62,0.74,0.53,0.0,0.5,0.45,0.39,0.31,1.32,1.3,1.3,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,2.12,0.49,0.47,0.0,0.0,100.03
10/15/2021,6.3,4.19,4.21,5.75,5.14,2.6,3.64,0.0,3.26,3.6,4.12,4.93,3.5,2.82,2.73,2.53,2.92,3.06,1.05,1.62,1.54,1.97,2.59,1.98,1.78,1.98,1.27,0.0,0.0,0.0,0.0,1.16,0.0,0.97,0.49,0.85,0.77,1.53,0.61,0.74,0.53,0.0,0.49,0.45,0.38,0.32,1.35,1.33,1.35,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,2.15,0.49,0.46,0.0,0.0,100.01999999999998
10/18/2021,6.24,4.27,4.26,5.83,5.37,2.58,3.76,0.0,3.1,3.48,4.21,4.85,3.41,2.71,2.72,2.46,2.91,3.04,1.08,1.35,1.54,1.97,2.59,1.93,1.81,1.95,1.2,0.0,0.0,0.0,0.0,1.21,0.0,0.92,0.49,0.86,0.79,2.06,0.6,0.75,0.49,0.0,0.48,0.45,0.37,0.31,1.38,1.36,1.36,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,2.09,0.5,0.45,0.0,0.0,99.99
10/19/2021,6.19,4.14,4.11,6.45,5.8,2.56,3.63,0.0,3.06,3.63,4.37,4.65,3.34,2.83,2.67,2.41,2.98,3.13,1.08,0.82,1.59,1.92,2.55,1.86,1.75,1.85,1.19,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.51,0.85,0.76,2.51,0.57,0.72,0.47,0.0,0.48,0.43,0.36,0.3,1.42,1.4,1.4,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,2.0,0.48,0.44,0.87,0.0,100.03000000000002
10/20/2021,6.19,4.14,4.11,6.45,5.8,2.56,3.63,0.0,3.06,3.63,4.37,4.65,3.34,2.83,2.67,2.41,2.98,3.13,1.08,0.82,1.59,1.92,2.55,1.86,1.75,1.85,1.19,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.51,0.85,0.76,2.51,0.57,0.72,0.47,0.0,0.48,0.43,0.36,0.3,1.42,1.4,1.4,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99,2.0,0.48,0.44,0.87,0.0,100.03000000000002
10/21/2021,6.0,4.12,4.09,6.23,6.03,2.51,3.65,0.0,2.91,3.82,4.51,4.56,3.31,2.94,2.69,2.46,3.13,3.21,1.09,0.35,1.52,1.86,2.54,1.86,1.74,1.84,1.19,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.5,0.84,0.76,3.17,0.56,0.72,0.44,0.0,0.47,0.43,0.36,0.29,1.4,1.37,1.38,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,1.97,0.49,0.43,0.8,0.0,99.99000000000002
10/22/2021,5.79,4.1,4.05,6.13,6.25,2.48,3.62,0.0,2.98,4.05,4.65,3.9,3.26,2.92,2.69,2.45,3.18,3.18,1.1,0.27,1.53,1.84,2.56,1.85,1.75,1.84,1.3,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.53,0.84,0.76,3.49,0.57,0.71,0.43,0.0,0.47,0.45,0.35,0.28,1.44,1.42,1.41,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,1.93,0.49,0.43,0.77,0.0,99.97
10/25/2021,5.81,3.66,4.19,5.92,5.88,2.43,3.68,0.0,3.26,4.15,4.55,4.22,3.28,3.03,2.67,2.45,3.01,3.05,1.15,0.2,1.56,1.66,3.13,1.83,1.74,1.82,1.52,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.51,0.84,0.77,2.76,0.59,0.72,0.45,0.0,0.47,0.45,0.35,0.28,1.41,1.39,1.39,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,1.91,0.48,0.43,0.73,0.56,100.03
10/26/2021,5.79,3.69,4.08,5.77,5.83,2.48,3.76,0.0,3.31,4.03,4.66,4.23,3.33,2.85,2.76,2.5,2.95,2.98,1.1,0.1,1.5,1.68,3.24,1.9,1.81,1.78,1.45,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.49,0.84,0.79,2.91,0.6,0.74,0.44,0.0,0.49,0.46,0.36,0.29,1.39,1.37,1.37,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03,1.95,0.47,0.42,0.85,0.56,99.98
10/27/2021,5.79,3.69,4.08,5.77,5.83,2.48,3.76,0.0,3.31,4.03,4.66,4.23,3.33,2.85,2.76,2.5,2.95,2.98,1.1,0.1,1.5,1.68,3.24,1.9,1.81,1.78,1.45,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.49,0.84,0.79,2.91,0.6,0.74,0.44,0.0,0.49,0.46,0.36,0.29,1.39,1.37,1.37,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03,1.95,0.47,0.42,0.85,0.56,99.98
10/28/2021,5.65,3.56,3.96,6.33,6.06,2.32,3.6,0.0,3.52,4.14,4.73,4.19,3.09,2.77,2.58,2.42,2.9,2.89,1.15,0.0,1.42,1.58,3.04,1.78,1.71,1.7,1.55,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.56,0.78,0.77,3.69,0.55,0.69,0.4,0.0,0.45,0.44,0.34,0.27,1.35,1.33,1.33,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,1.83,0.44,0.39,1.61,0.57,99.82999999999998
