,AAPL,MSFT,AMZN,FB,JNJ,JPM,GOOG,GOOGL,BRK.B,CMCSA,INTC,UNH,V,VZ,MA,BAC,PG,CSCO,QCOM,NVDA,PFE,PEP,ORCL,WMT,UNP,TGT,KO,T,DIS,HD,TXN,LLY,ACN,MS,MRK,AXP,CHTR,ABBV,LOW,ADBE,AVGO,XOM,CVX,LRCX,NKE,CAT,AMAT,IBM,WFC,TMO,COST,AMGN,GNRC,MSCI,CSX,C,MMM,UPS,DHR,MU,BBY,ANTM,HON,GS,SCHW,DE,COP,RTX,ODFL,GM,CVS,ABT,PYPL,CI,SPGI,NSC,TSLA,GILD,TROW,BMY,ALGN,NFLX,MCD,MDT,APTV,F,USB,FDX,AMP,ZTS,COF,TMUS,ZBRA,BKNG,MO,CRL,URI,TJX,HUM,IDXX,KR,INTU,TEL,SIVB,FCX,ADP,LMT,DFS,PNC,SHW,ETN,PPG,KLAC,HZNP,NUE,SYF,CPRT,WST,ALL,PH,ON,AON,DHI,SWKS,MRVL,LBRDK,JCI,ADI,SBUX,LIN,EMR,CNC,BLK,PAYC,EL,LPLA,CMI,CTAS,EBAY,ITW,TRV,RSG,CBRE,DOW,CTLT,ORLY,KEYS,WM,MOH,NDAQ,TT,DG,MPC,BLL,CB,BK,AVY,IQV,LYB,MCO,ALLY,TFC,BIIB,ENTG,ICE,DVA,TER,MMC,ALB,CARR,CDW,NOC,SEDG,QRVO,CDNS,FTNT,JBL,LUV,KSU,STLD,CMG,WSM,HBAN,DECK,LEN,PAYX,GPN,ROK,MTD,PGR,ATVI,XLNX,LH,LULU,FIS,WBA,MDLZ,MET,PCAR,GLW,ADM,MCHP,GD,SNPS,RMD,TSCO,SLB,DOV,PWR,A,HIG,PXD,MAR,KMX,COG,EOG,VLO,CTRA,ULTA,BLDR,CTSH,CAR,ANET,CRM,POOL,EPAM,AMD,TREX,DLTR,ENPH,DDS,NEE,MCK,CERN,STX,DVN,FITB,OXY,TSN,CSL,FLT,WMB,CCK,APD,RS,WHR,PKG,CL,JBHT,IT,PKI,REGN,SWK,GXO,HPQ,AN,OKE,AJG,CIEN,UHAL,DRI,GPC,OMC,FISV,KEY,STT,GWW,PRU,NTRS,LHX,AFL,PHM,ABC,CE,PM,MORN,TDY,HLT,FICO,ROST,HES,WBD,DAR,CTVA,SYY,NEM,BX,GIS,SUM
11/22/2021,4.51,4.2,2.63,0.99,0.93,1.02,0.88,0.92,0.71,0.6,0.61,0.73,0.59,0.53,0.55,0.56,0.54,0.48,0.48,0.59,0.41,0.41,0.39,0.38,0.4,0.38,0.36,0.31,0.31,0.44,0.34,0.33,0.39,0.32,0.35,0.35,0.28,0.3,0.35,0.31,0.33,0.31,0.31,0.29,0.27,0.25,0.31,0.21,0.26,0.3,0.3,0.23,0.24,0.24,0.23,0.21,0.2,0.24,0.21,0.23,0.23,0.25,0.2,0.21,0.22,0.2,0.26,0.2,0.26,0.23,0.22,0.21,0.15,0.2,0.19,0.18,0.25,0.17,0.17,0.16,0.16,0.22,0.18,0.15,0.17,0.23,0.17,0.15,0.18,0.17,0.14,0.13,0.16,0.17,0.14,0.14,0.16,0.15,0.16,0.14,0.15,0.17,0.16,0.18,0.16,0.16,0.14,0.13,0.15,0.15,0.14,0.13,0.17,0.14,0.12,0.13,0.15,0.13,0.11,0.15,0.18,0.14,0.13,0.12,0.15,0.12,0.14,0.2,0.12,0.14,0.11,0.15,0.13,0.12,0.13,0.14,0.12,0.14,0.12,0.12,0.12,0.13,0.13,0.11,0.12,0.12,0.13,0.12,0.14,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.1,0.11,0.1,0.12,0.0,0.14,0.12,0.0,0.13,0.12,0.12,0.1,0.1,0.1,0.13,0.0,0.12,0.11,0.11,0.1,0.1,0.0,0.0,0.13,0.11,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.14,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.15,0.11,0.1,0.11,0.0,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.17000000000001
11/23/2021,4.51,4.2,2.63,0.99,0.93,1.02,0.88,0.92,0.71,0.6,0.61,0.73,0.59,0.53,0.55,0.56,0.54,0.48,0.48,0.59,0.41,0.41,0.39,0.38,0.4,0.38,0.36,0.31,0.31,0.44,0.34,0.33,0.39,0.32,0.35,0.35,0.28,0.3,0.35,0.31,0.33,0.31,0.31,0.29,0.27,0.25,0.31,0.21,0.26,0.3,0.3,0.23,0.24,0.24,0.23,0.21,0.2,0.24,0.21,0.23,0.23,0.25,0.2,0.21,0.22,0.2,0.26,0.2,0.26,0.23,0.22,0.21,0.15,0.2,0.19,0.18,0.25,0.17,0.17,0.16,0.16,0.22,0.18,0.15,0.17,0.23,0.17,0.15,0.18,0.17,0.14,0.13,0.16,0.17,0.14,0.14,0.16,0.15,0.16,0.14,0.15,0.17,0.16,0.18,0.16,0.16,0.14,0.13,0.15,0.15,0.14,0.13,0.17,0.14,0.12,0.13,0.15,0.13,0.11,0.15,0.18,0.14,0.13,0.12,0.15,0.12,0.14,0.2,0.12,0.14,0.11,0.15,0.13,0.12,0.13,0.14,0.12,0.14,0.12,0.12,0.12,0.13,0.13,0.11,0.12,0.12,0.13,0.12,0.14,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.1,0.11,0.1,0.12,0.0,0.14,0.12,0.0,0.13,0.12,0.12,0.1,0.1,0.1,0.13,0.0,0.12,0.11,0.11,0.1,0.1,0.0,0.0,0.13,0.11,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.14,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.15,0.11,0.1,0.11,0.0,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.17000000000001
11/24/2021,4.85,4.31,2.74,0.99,0.93,0.99,0.89,0.93,0.71,0.59,0.61,0.72,0.56,0.51,0.52,0.55,0.54,0.45,0.52,0.66,0.42,0.41,0.39,0.37,0.4,0.36,0.35,0.3,0.3,0.48,0.35,0.34,0.39,0.31,0.34,0.33,0.27,0.3,0.37,0.32,0.34,0.3,0.3,0.3,0.28,0.24,0.3,0.21,0.25,0.3,0.31,0.23,0.25,0.24,0.24,0.2,0.2,0.24,0.22,0.25,0.24,0.24,0.2,0.2,0.22,0.19,0.25,0.2,0.25,0.23,0.22,0.21,0.14,0.19,0.19,0.18,0.28,0.17,0.17,0.15,0.16,0.22,0.18,0.15,0.17,0.22,0.16,0.14,0.17,0.18,0.13,0.13,0.16,0.16,0.14,0.14,0.16,0.15,0.16,0.14,0.14,0.19,0.16,0.18,0.15,0.16,0.14,0.12,0.15,0.15,0.14,0.13,0.18,0.14,0.12,0.13,0.15,0.14,0.11,0.15,0.19,0.14,0.14,0.12,0.16,0.12,0.14,0.21,0.12,0.14,0.11,0.14,0.12,0.12,0.13,0.13,0.11,0.14,0.13,0.12,0.12,0.13,0.12,0.1,0.12,0.12,0.14,0.13,0.14,0.12,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.12,0.0,0.11,0.1,0.11,0.0,0.14,0.12,0.0,0.14,0.12,0.12,0.11,0.1,0.1,0.13,0.0,0.13,0.11,0.1,0.0,0.1,0.0,0.0,0.13,0.1,0.1,0.1,0.11,0.0,0.11,0.1,0.0,0.0,0.14,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.15,0.1,0.1,0.11,0.0,0.1,0.11,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.69
11/25/2021,4.86,4.27,2.66,0.98,0.91,1.01,0.88,0.91,0.72,0.58,0.61,0.72,0.55,0.52,0.49,0.56,0.54,0.46,0.51,0.64,0.42,0.41,0.4,0.37,0.41,0.35,0.35,0.31,0.3,0.48,0.35,0.34,0.38,0.32,0.35,0.33,0.27,0.3,0.38,0.32,0.33,0.3,0.31,0.3,0.28,0.24,0.29,0.21,0.25,0.3,0.31,0.22,0.25,0.23,0.24,0.2,0.2,0.24,0.22,0.26,0.25,0.24,0.2,0.2,0.23,0.19,0.26,0.2,0.25,0.23,0.22,0.2,0.14,0.19,0.19,0.19,0.29,0.18,0.17,0.15,0.16,0.22,0.18,0.15,0.17,0.24,0.16,0.14,0.18,0.18,0.14,0.12,0.16,0.16,0.14,0.14,0.16,0.15,0.16,0.14,0.15,0.18,0.16,0.18,0.14,0.16,0.14,0.12,0.15,0.15,0.14,0.13,0.17,0.13,0.13,0.13,0.14,0.14,0.11,0.15,0.19,0.14,0.14,0.11,0.16,0.12,0.14,0.21,0.12,0.14,0.11,0.15,0.13,0.11,0.13,0.14,0.11,0.14,0.12,0.12,0.12,0.13,0.12,0.11,0.12,0.12,0.13,0.13,0.14,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.1,0.11,0.1,0.11,0.0,0.14,0.12,0.0,0.13,0.12,0.13,0.11,0.1,0.11,0.13,0.0,0.12,0.11,0.11,0.0,0.1,0.0,0.0,0.13,0.1,0.1,0.1,0.1,0.0,0.11,0.1,0.0,0.0,0.14,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.11,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.16,0.1,0.0,0.1,0.0,0.1,0.11,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.59
11/26/2021,4.86,4.27,2.66,0.98,0.91,1.01,0.88,0.91,0.72,0.58,0.61,0.72,0.55,0.52,0.49,0.56,0.54,0.46,0.51,0.64,0.42,0.41,0.4,0.37,0.41,0.35,0.35,0.31,0.3,0.48,0.35,0.34,0.38,0.32,0.35,0.33,0.27,0.3,0.38,0.32,0.33,0.3,0.31,0.3,0.28,0.24,0.29,0.21,0.25,0.3,0.31,0.22,0.25,0.23,0.24,0.2,0.2,0.24,0.22,0.26,0.25,0.24,0.2,0.2,0.23,0.19,0.26,0.2,0.25,0.23,0.22,0.2,0.14,0.19,0.19,0.19,0.29,0.18,0.17,0.15,0.16,0.22,0.18,0.15,0.17,0.24,0.16,0.14,0.18,0.18,0.14,0.12,0.16,0.16,0.14,0.14,0.16,0.15,0.16,0.14,0.15,0.18,0.16,0.18,0.14,0.16,0.14,0.12,0.15,0.15,0.14,0.13,0.17,0.13,0.13,0.13,0.14,0.14,0.11,0.15,0.19,0.14,0.14,0.11,0.16,0.12,0.14,0.21,0.12,0.14,0.11,0.15,0.13,0.11,0.13,0.14,0.11,0.14,0.12,0.12,0.12,0.13,0.12,0.11,0.12,0.12,0.13,0.13,0.14,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.1,0.11,0.1,0.11,0.0,0.14,0.12,0.0,0.13,0.12,0.13,0.11,0.1,0.11,0.13,0.0,0.12,0.11,0.11,0.0,0.1,0.0,0.0,0.13,0.1,0.1,0.1,0.1,0.0,0.11,0.1,0.0,0.0,0.14,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.11,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.16,0.1,0.0,0.1,0.0,0.1,0.11,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.59
11/29/2021,4.88,4.24,2.66,0.97,0.92,1.03,0.87,0.91,0.72,0.58,0.61,0.74,0.57,0.52,0.52,0.57,0.55,0.47,0.51,0.65,0.42,0.41,0.39,0.38,0.41,0.36,0.35,0.31,0.29,0.49,0.35,0.34,0.38,0.32,0.35,0.33,0.27,0.31,0.38,0.31,0.33,0.31,0.32,0.31,0.28,0.25,0.3,0.21,0.26,0.3,0.32,0.22,0.25,0.23,0.24,0.2,0.2,0.24,0.22,0.26,0.21,0.24,0.19,0.2,0.23,0.2,0.27,0.2,0.26,0.23,0.22,0.2,0.14,0.19,0.19,0.19,0.28,0.18,0.17,0.15,0.15,0.22,0.18,0.15,0.16,0.23,0.16,0.14,0.18,0.18,0.14,0.12,0.16,0.16,0.14,0.14,0.16,0.15,0.16,0.14,0.15,0.19,0.15,0.18,0.15,0.16,0.14,0.13,0.15,0.15,0.14,0.13,0.17,0.13,0.13,0.13,0.14,0.13,0.11,0.15,0.19,0.14,0.14,0.11,0.16,0.12,0.14,0.2,0.12,0.14,0.11,0.15,0.13,0.11,0.13,0.14,0.11,0.14,0.12,0.12,0.12,0.14,0.13,0.11,0.12,0.13,0.14,0.13,0.14,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.0,0.11,0.1,0.12,0.0,0.14,0.12,0.0,0.14,0.12,0.12,0.1,0.11,0.1,0.12,0.0,0.12,0.11,0.1,0.0,0.1,0.0,0.0,0.13,0.1,0.1,0.1,0.11,0.0,0.11,0.1,0.0,0.0,0.15,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.17,0.1,0.0,0.1,0.0,0.1,0.11,0.12,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.80000000000001
11/30/2021,4.85,4.25,2.68,0.98,0.93,1.02,0.87,0.91,0.73,0.59,0.61,0.74,0.57,0.54,0.5,0.57,0.56,0.47,0.51,0.64,0.46,0.42,0.4,0.38,0.41,0.36,0.35,0.31,0.3,0.49,0.35,0.35,0.38,0.32,0.34,0.31,0.27,0.31,0.38,0.32,0.33,0.31,0.32,0.31,0.28,0.24,0.29,0.21,0.25,0.31,0.32,0.23,0.25,0.23,0.24,0.2,0.2,0.24,0.23,0.26,0.21,0.24,0.19,0.21,0.22,0.2,0.26,0.19,0.26,0.23,0.22,0.21,0.14,0.19,0.2,0.19,0.28,0.18,0.17,0.15,0.15,0.22,0.18,0.15,0.16,0.23,0.16,0.14,0.17,0.18,0.13,0.13,0.16,0.15,0.14,0.14,0.16,0.15,0.16,0.14,0.16,0.19,0.15,0.18,0.15,0.16,0.14,0.13,0.15,0.15,0.14,0.13,0.17,0.14,0.13,0.13,0.14,0.14,0.12,0.14,0.19,0.15,0.14,0.11,0.16,0.12,0.14,0.2,0.12,0.14,0.11,0.15,0.13,0.11,0.13,0.13,0.11,0.14,0.12,0.12,0.12,0.14,0.12,0.11,0.13,0.13,0.14,0.13,0.14,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.1,0.11,0.1,0.11,0.0,0.14,0.12,0.0,0.13,0.12,0.12,0.11,0.1,0.11,0.13,0.0,0.12,0.11,0.1,0.0,0.1,0.0,0.0,0.13,0.1,0.1,0.1,0.11,0.0,0.11,0.1,0.1,0.0,0.15,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.11,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.16,0.1,0.0,0.11,0.0,0.1,0.11,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.89
12/01/2021,4.85,4.25,2.68,0.98,0.93,1.02,0.87,0.91,0.73,0.59,0.61,0.74,0.57,0.54,0.5,0.57,0.56,0.47,0.51,0.64,0.46,0.42,0.4,0.38,0.41,0.36,0.35,0.31,0.3,0.49,0.35,0.35,0.38,0.32,0.34,0.31,0.27,0.31,0.38,0.32,0.33,0.31,0.32,0.31,0.28,0.24,0.29,0.21,0.25,0.31,0.32,0.23,0.25,0.23,0.24,0.2,0.2,0.24,0.23,0.26,0.21,0.24,0.19,0.21,0.22,0.2,0.26,0.19,0.26,0.23,0.22,0.21,0.14,0.19,0.2,0.19,0.28,0.18,0.17,0.15,0.15,0.22,0.18,0.15,0.16,0.23,0.16,0.14,0.17,0.18,0.13,0.13,0.16,0.15,0.14,0.14,0.16,0.15,0.16,0.14,0.16,0.19,0.15,0.18,0.15,0.16,0.14,0.13,0.15,0.15,0.14,0.13,0.17,0.14,0.13,0.13,0.14,0.14,0.12,0.14,0.19,0.15,0.14,0.11,0.16,0.12,0.14,0.2,0.12,0.14,0.11,0.15,0.13,0.11,0.13,0.13,0.11,0.14,0.12,0.12,0.12,0.14,0.12,0.11,0.13,0.13,0.14,0.13,0.14,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.1,0.11,0.1,0.11,0.0,0.14,0.12,0.0,0.13,0.12,0.12,0.11,0.1,0.11,0.13,0.0,0.12,0.11,0.1,0.0,0.1,0.0,0.0,0.13,0.1,0.1,0.1,0.11,0.0,0.11,0.1,0.1,0.0,0.15,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.11,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.16,0.1,0.0,0.11,0.0,0.1,0.11,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.89
12/02/2021,4.92,4.3,2.7,0.99,0.93,1.01,0.88,0.92,0.72,0.59,0.62,0.75,0.56,0.53,0.5,0.56,0.56,0.48,0.53,0.67,0.44,0.42,0.4,0.37,0.41,0.37,0.35,0.31,0.29,0.49,0.36,0.34,0.39,0.31,0.32,0.31,0.27,0.31,0.38,0.33,0.34,0.31,0.32,0.32,0.28,0.24,0.31,0.22,0.25,0.31,0.32,0.23,0.25,0.24,0.24,0.2,0.2,0.24,0.23,0.27,0.2,0.24,0.19,0.2,0.22,0.19,0.26,0.19,0.26,0.22,0.22,0.21,0.14,0.19,0.2,0.18,0.29,0.18,0.17,0.15,0.15,0.22,0.18,0.14,0.16,0.23,0.16,0.14,0.17,0.18,0.13,0.13,0.17,0.15,0.14,0.14,0.15,0.15,0.16,0.14,0.15,0.19,0.15,0.18,0.15,0.16,0.14,0.12,0.15,0.16,0.14,0.13,0.17,0.13,0.12,0.13,0.14,0.14,0.11,0.14,0.19,0.15,0.14,0.11,0.16,0.12,0.14,0.21,0.12,0.14,0.11,0.15,0.13,0.12,0.13,0.14,0.11,0.14,0.12,0.12,0.12,0.14,0.12,0.11,0.13,0.13,0.14,0.13,0.14,0.13,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.0,0.12,0.1,0.11,0.0,0.15,0.12,0.0,0.14,0.12,0.12,0.11,0.11,0.1,0.13,0.0,0.13,0.12,0.1,0.0,0.1,0.0,0.0,0.13,0.1,0.0,0.1,0.11,0.0,0.11,0.1,0.0,0.0,0.15,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.17,0.1,0.1,0.11,0.0,0.11,0.11,0.12,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.16
12/06/2021,5.1,4.27,2.65,0.92,0.93,1.03,0.9,0.92,0.73,0.6,0.62,0.76,0.58,0.53,0.5,0.56,0.56,0.49,0.52,0.66,0.45,0.42,0.39,0.36,0.41,0.37,0.35,0.3,0.3,0.52,0.36,0.33,0.4,0.33,0.32,0.31,0.27,0.32,0.39,0.35,0.34,0.31,0.32,0.32,0.29,0.24,0.3,0.22,0.25,0.3,0.31,0.23,0.24,0.23,0.24,0.2,0.2,0.24,0.23,0.26,0.19,0.23,0.19,0.21,0.23,0.2,0.26,0.19,0.27,0.23,0.22,0.22,0.14,0.19,0.2,0.19,0.28,0.18,0.17,0.15,0.15,0.21,0.18,0.14,0.16,0.24,0.16,0.14,0.18,0.18,0.13,0.12,0.17,0.15,0.14,0.14,0.15,0.15,0.16,0.14,0.16,0.19,0.15,0.18,0.15,0.16,0.14,0.12,0.15,0.16,0.14,0.14,0.17,0.13,0.12,0.12,0.15,0.14,0.11,0.14,0.19,0.15,0.15,0.11,0.16,0.12,0.14,0.21,0.13,0.14,0.11,0.15,0.13,0.11,0.13,0.14,0.11,0.14,0.12,0.12,0.12,0.14,0.13,0.1,0.12,0.13,0.14,0.13,0.14,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.0,0.12,0.1,0.11,0.0,0.15,0.12,0.0,0.14,0.12,0.12,0.11,0.11,0.11,0.12,0.0,0.13,0.11,0.1,0.0,0.1,0.0,0.0,0.11,0.1,0.0,0.11,0.1,0.0,0.11,0.1,0.1,0.0,0.14,0.1,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.1,0.15,0.1,0.0,0.11,0.0,0.1,0.11,0.12,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.260000000000005
