,NVDA,AMZN,AAPL,MSFT,FB,GOOGL,CRM,DIS,ADBE,GILD,NFLX,V,ORCL,MRNA,INTC,IBM,PYPL,MA,NOW,TXN,REGN,QCOM,DOCU,CRWD,EQIX,AMD,ISRG,MELI,PANW,TWLO,SNOW,FTNT,OKTA,SGEN,INTU,EBAY,DLR,SNAP,ADSK,ADI,HPQ,PLTR,SQ,TWTR,AKAM,FIS,ZS,PINS,HUBS,ETSY,CTXS,MCHP,FISV,SPLK,XLNX,MDB,VMW,WDC,GPN,BAH,ANSS,AME,NTAP,PFPT,NTLA,JNPR,FICO,FATE,NVTA,VRNS,CACI,EXEL,SRPT,TWST,PTC,DBX,GDDY,EVBG,BPMC,SAIC,LUMN,CONE,CGNX,RPD,FEYE,SAIL,FLT,NTNX,MKTX,BSY,ALRM,TENB,QLYS,SSNC,EDIT,FSLY,TDC,COR,NSTG,BCRX,QTS,BILL,PSTG,APPN,SWTX,PEGA,LSCC,CLDR,CALX,VIR,MSTR,AVLR,AYX,XTSLA,BKI,JKHY,SLAB,MANT,SPT,MCFE,CVLT,GWRE,LGND,BLUE,FGEN,INO,TW,ALLO,WEX,MGNX,DDD,BL,SWCH,CNST,DOMO,SGMO,EEFT,AIMC,PRGS,IRBT,PSNL,PRLB,ACIW,VXRT,WK,AGEN,ADS,ZUO,QTWO,ALTR,FUBO,OMF,PING,DCT,FARO,TCRR,ZIOP,VIRT,ATEN,ISEE,SUMO,ARCT,NCNO,FOUR,LPRO,BCOR,WRLD,DFIN,ENVA,EPAY,EVOP,CEVA,RPAY,MSP,GDOT,EBIX,IIIV,SGAFT,IXTU1,USD,NQU1,RTYU1,RTYZ1,IXTZ1,SUM
08/25/2021,4.26,3.59,4.24,4.37,3.91,4.13,3.8,3.26,3.16,2.7,2.45,2.32,2.57,3.9,2.16,2.06,1.9,1.84,1.96,1.75,2.01,1.64,1.54,1.31,1.24,1.3,1.26,1.31,0.99,0.91,1.15,1.15,0.81,0.85,0.86,0.8,0.76,0.73,0.75,0.63,0.59,0.56,0.6,0.5,0.52,0.47,0.54,0.3,0.49,0.42,0.36,0.4,0.41,0.39,0.36,0.35,0.34,0.3,0.28,0.31,0.32,0.32,0.3,0.28,0.27,0.27,0.21,0.18,0.15,0.17,0.17,0.17,0.17,0.13,0.14,0.15,0.12,0.15,0.16,0.14,0.13,0.15,0.15,0.16,0.11,0.11,0.12,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.12,0.07,0.09,0.09,0.07,0.07,0.09,0.09,0.09,0.06,0.08,0.09,0.08,0.07,0.07,0.09,0.09,0.08,0.07,0.1,0.07,0.08,0.07,0.06,0.07,0.06,0.06,0.06,0.05,0.03,0.03,0.05,0.05,0.05,0.05,0.04,0.03,0.03,0.04,0.0,0.04,0.03,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.05,0.0,0.0,0.0,0.0,99.99
08/26/2021,4.41,3.59,4.2,4.29,3.88,4.13,3.79,3.25,3.15,2.66,2.43,2.3,2.53,4.11,2.16,2.03,1.89,1.84,1.98,1.75,1.98,1.64,1.53,1.32,1.22,1.32,1.24,1.3,0.98,0.91,1.17,1.16,0.81,0.87,0.85,0.78,0.74,0.74,0.74,0.63,0.58,0.56,0.61,0.5,0.51,0.46,0.53,0.3,0.49,0.4,0.35,0.4,0.41,0.38,0.38,0.35,0.34,0.3,0.28,0.3,0.32,0.31,0.29,0.28,0.28,0.26,0.21,0.19,0.16,0.17,0.17,0.17,0.16,0.13,0.14,0.15,0.12,0.15,0.16,0.13,0.13,0.15,0.15,0.16,0.11,0.11,0.12,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.13,0.07,0.09,0.09,0.07,0.08,0.09,0.1,0.09,0.06,0.08,0.09,0.08,0.07,0.07,0.09,0.09,0.08,0.07,0.1,0.07,0.08,0.07,0.06,0.07,0.06,0.06,0.06,0.05,0.03,0.03,0.05,0.05,0.05,0.05,0.04,0.04,0.03,0.04,0.0,0.04,0.03,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.01,0.02,0.01,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.05,0.0,0.0,0.0,0.0,99.92000000000002
08/27/2021,4.36,3.62,4.18,4.24,3.89,4.15,3.76,3.25,3.14,2.63,2.42,2.29,2.5,3.93,2.18,2.03,1.9,1.83,1.98,1.74,1.98,1.63,1.54,1.42,1.19,1.31,1.23,1.33,1.16,0.92,1.18,1.13,0.85,0.88,0.85,0.77,0.74,0.73,0.75,0.61,0.59,0.57,0.6,0.5,0.5,0.46,0.55,0.3,0.48,0.41,0.35,0.4,0.41,0.4,0.38,0.36,0.34,0.29,0.28,0.3,0.32,0.31,0.29,0.27,0.28,0.26,0.21,0.18,0.16,0.17,0.16,0.17,0.17,0.14,0.14,0.15,0.12,0.16,0.16,0.13,0.13,0.15,0.15,0.17,0.12,0.11,0.12,0.11,0.1,0.11,0.1,0.11,0.1,0.1,0.13,0.07,0.09,0.09,0.08,0.08,0.09,0.1,0.09,0.07,0.08,0.09,0.08,0.07,0.07,0.09,0.09,0.09,0.07,0.1,0.07,0.07,0.07,0.06,0.08,0.06,0.06,0.06,0.05,0.03,0.03,0.05,0.05,0.05,0.05,0.04,0.04,0.03,0.04,0.0,0.04,0.03,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.05,0.0,0.0,0.0,0.0,99.95
08/30/2021,4.41,3.63,4.12,4.19,3.87,4.15,3.88,3.21,3.11,2.6,2.4,2.25,2.5,3.98,2.15,2.01,1.86,1.79,1.99,1.74,1.97,1.61,1.55,1.49,1.19,1.3,1.23,1.31,1.2,0.92,1.28,1.17,0.9,0.88,0.85,0.8,0.72,0.7,0.68,0.62,0.59,0.56,0.58,0.49,0.5,0.46,0.57,0.31,0.49,0.44,0.34,0.42,0.41,0.4,0.37,0.36,0.34,0.3,0.27,0.3,0.31,0.31,0.31,0.28,0.27,0.26,0.21,0.18,0.16,0.18,0.16,0.17,0.17,0.13,0.14,0.15,0.12,0.15,0.16,0.13,0.13,0.15,0.15,0.17,0.12,0.12,0.12,0.11,0.1,0.1,0.1,0.11,0.11,0.1,0.13,0.07,0.09,0.08,0.07,0.08,0.09,0.1,0.1,0.06,0.08,0.09,0.08,0.07,0.07,0.09,0.09,0.08,0.07,0.1,0.07,0.07,0.07,0.06,0.08,0.06,0.06,0.06,0.05,0.03,0.03,0.05,0.05,0.05,0.05,0.04,0.04,0.03,0.04,0.0,0.04,0.03,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.05,0.0,0.0,0.0,0.0,99.95
08/31/2021,4.48,3.63,4.11,4.16,3.93,4.19,3.82,3.25,3.11,2.57,2.42,2.25,2.5,3.76,2.16,2.0,1.87,1.78,2.0,1.75,1.94,1.62,1.56,1.5,1.18,1.34,1.21,1.32,1.2,0.93,1.24,1.18,0.89,0.86,0.86,0.8,0.72,0.71,0.69,0.61,0.58,0.58,0.59,0.49,0.49,0.45,0.58,0.31,0.5,0.43,0.34,0.42,0.41,0.41,0.38,0.37,0.32,0.3,0.28,0.3,0.32,0.31,0.31,0.27,0.28,0.26,0.21,0.18,0.16,0.19,0.16,0.17,0.17,0.14,0.14,0.15,0.12,0.16,0.16,0.13,0.13,0.15,0.15,0.17,0.12,0.12,0.12,0.11,0.1,0.11,0.1,0.11,0.1,0.1,0.13,0.07,0.09,0.08,0.07,0.08,0.09,0.12,0.1,0.07,0.08,0.09,0.08,0.07,0.07,0.09,0.09,0.09,0.07,0.11,0.07,0.07,0.07,0.06,0.08,0.06,0.06,0.06,0.05,0.03,0.03,0.05,0.05,0.05,0.05,0.04,0.04,0.03,0.04,0.0,0.04,0.03,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.02,0.01,0.01,0.03,0.02,0.02,0.04,0.02,0.02,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.04,0.0,0.0,0.0,0.0,99.98
09/01/2021,4.48,3.63,4.11,4.16,3.93,4.19,3.82,3.25,3.11,2.57,2.42,2.25,2.5,3.76,2.16,2.0,1.87,1.78,2.0,1.75,1.94,1.62,1.56,1.5,1.18,1.34,1.21,1.32,1.2,0.93,1.24,1.18,0.89,0.86,0.86,0.8,0.72,0.71,0.69,0.61,0.58,0.58,0.59,0.49,0.49,0.45,0.58,0.31,0.5,0.43,0.34,0.42,0.41,0.41,0.38,0.37,0.32,0.3,0.28,0.3,0.32,0.31,0.31,0.27,0.28,0.26,0.21,0.18,0.16,0.19,0.16,0.17,0.17,0.14,0.14,0.15,0.12,0.16,0.16,0.13,0.13,0.15,0.15,0.17,0.12,0.12,0.12,0.11,0.1,0.11,0.1,0.11,0.1,0.1,0.13,0.07,0.09,0.08,0.07,0.08,0.09,0.12,0.1,0.07,0.08,0.09,0.08,0.07,0.07,0.09,0.09,0.09,0.07,0.11,0.07,0.07,0.07,0.06,0.08,0.06,0.06,0.06,0.05,0.03,0.03,0.05,0.05,0.05,0.05,0.04,0.04,0.03,0.04,0.0,0.04,0.03,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.02,0.01,0.01,0.03,0.02,0.02,0.04,0.02,0.02,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.04,0.0,0.0,0.0,0.0,99.98
09/02/2021,4.47,3.69,4.21,4.19,3.99,4.18,3.78,3.23,3.13,2.59,2.44,2.23,2.49,3.63,2.15,1.98,1.93,1.76,2.02,1.74,1.97,1.62,1.57,1.51,1.2,1.33,1.23,1.32,1.18,0.94,1.23,1.18,0.89,0.87,0.86,0.81,0.73,0.72,0.68,0.61,0.59,0.57,0.6,0.5,0.49,0.45,0.58,0.3,0.5,0.44,0.34,0.42,0.4,0.4,0.38,0.37,0.32,0.3,0.27,0.3,0.31,0.31,0.31,0.27,0.26,0.26,0.2,0.18,0.16,0.19,0.16,0.17,0.17,0.13,0.14,0.15,0.12,0.16,0.16,0.13,0.13,0.15,0.15,0.17,0.12,0.12,0.12,0.11,0.1,0.1,0.1,0.11,0.11,0.1,0.12,0.07,0.09,0.09,0.07,0.08,0.08,0.12,0.11,0.07,0.08,0.09,0.08,0.07,0.07,0.09,0.09,0.09,0.07,0.11,0.06,0.07,0.07,0.06,0.08,0.06,0.06,0.06,0.06,0.03,0.03,0.05,0.05,0.05,0.05,0.04,0.04,0.03,0.04,0.0,0.04,0.03,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.02,0.01,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,100.05
09/03/2021,4.42,3.76,4.19,4.18,3.99,4.2,3.8,3.26,3.13,2.62,2.46,2.22,2.49,3.7,2.16,2.01,1.94,1.73,2.03,1.75,1.97,1.64,1.54,1.49,1.21,1.33,1.23,1.32,1.19,0.92,1.27,1.17,0.89,0.87,0.86,0.81,0.74,0.74,0.67,0.59,0.6,0.59,0.59,0.5,0.5,0.45,0.58,0.3,0.49,0.44,0.35,0.42,0.4,0.4,0.38,0.36,0.32,0.3,0.27,0.3,0.31,0.31,0.32,0.27,0.28,0.26,0.21,0.19,0.17,0.19,0.16,0.17,0.17,0.14,0.14,0.15,0.12,0.16,0.15,0.13,0.13,0.15,0.15,0.18,0.12,0.12,0.12,0.11,0.1,0.11,0.1,0.11,0.11,0.1,0.12,0.07,0.09,0.09,0.08,0.08,0.08,0.12,0.11,0.07,0.08,0.09,0.08,0.07,0.07,0.09,0.09,0.09,0.07,0.11,0.07,0.07,0.07,0.06,0.08,0.06,0.06,0.06,0.06,0.03,0.03,0.05,0.05,0.05,0.05,0.04,0.04,0.03,0.04,0.0,0.04,0.03,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.02,0.01,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,100.37
09/06/2021,4.41,3.74,4.23,4.16,3.93,4.15,3.77,3.26,3.13,2.6,2.53,2.16,2.5,3.9,2.14,2.0,1.91,1.7,2.08,1.73,1.97,1.62,1.52,1.44,1.25,1.3,1.24,1.36,1.19,0.92,1.27,1.16,0.92,0.81,0.85,0.8,0.76,0.71,0.62,0.59,0.59,0.59,0.58,0.5,0.49,0.45,0.59,0.3,0.48,0.43,0.35,0.41,0.4,0.41,0.37,0.37,0.31,0.29,0.26,0.3,0.32,0.31,0.32,0.0,0.3,0.26,0.21,0.19,0.18,0.2,0.16,0.18,0.17,0.14,0.14,0.15,0.12,0.17,0.16,0.13,0.13,0.15,0.15,0.18,0.12,0.12,0.12,0.12,0.1,0.11,0.11,0.11,0.11,0.1,0.14,0.07,0.1,0.09,0.08,0.08,0.0,0.13,0.11,0.07,0.08,0.09,0.08,0.07,0.07,0.09,0.09,0.09,0.07,0.01,0.07,0.07,0.07,0.06,0.08,0.06,0.06,0.06,0.06,0.03,0.03,0.05,0.05,0.05,0.04,0.04,0.04,0.03,0.04,0.0,0.04,0.04,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.02,0.01,0.01,0.02,0.02,0.02,0.04,0.03,0.02,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.11,0.0,0.0,0.0,0.0,99.96
09/07/2021,4.46,3.73,4.21,4.12,3.91,4.13,3.78,3.22,3.11,2.56,2.52,2.15,2.48,4.05,2.12,1.98,1.92,1.68,2.12,1.72,1.96,1.6,1.59,1.46,1.25,1.3,1.23,1.36,1.2,0.93,1.27,1.18,0.9,0.78,0.85,0.8,0.75,0.72,0.62,0.59,0.59,0.59,0.59,0.49,0.49,0.44,0.6,0.3,0.49,0.44,0.34,0.41,0.39,0.41,0.38,0.46,0.31,0.29,0.26,0.3,0.31,0.31,0.32,0.0,0.3,0.25,0.21,0.18,0.18,0.2,0.16,0.17,0.17,0.14,0.14,0.15,0.12,0.17,0.16,0.14,0.13,0.16,0.15,0.18,0.12,0.12,0.12,0.13,0.1,0.11,0.1,0.11,0.11,0.09,0.13,0.07,0.1,0.09,0.08,0.08,0.0,0.13,0.11,0.07,0.07,0.09,0.08,0.07,0.07,0.09,0.09,0.09,0.07,0.1,0.07,0.07,0.07,0.06,0.08,0.06,0.06,0.06,0.06,0.03,0.03,0.05,0.05,0.05,0.04,0.04,0.04,0.03,0.04,0.0,0.04,0.03,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.02,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.02,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.0,99.98
09/08/2021,4.46,3.73,4.21,4.12,3.91,4.13,3.78,3.22,3.11,2.56,2.52,2.15,2.48,4.05,2.12,1.98,1.92,1.68,2.12,1.72,1.96,1.6,1.59,1.46,1.25,1.3,1.23,1.36,1.2,0.93,1.27,1.18,0.9,0.78,0.85,0.8,0.75,0.72,0.62,0.59,0.59,0.59,0.59,0.49,0.49,0.44,0.6,0.3,0.49,0.44,0.34,0.41,0.39,0.41,0.38,0.46,0.31,0.29,0.26,0.3,0.31,0.31,0.32,0.0,0.3,0.25,0.21,0.18,0.18,0.2,0.16,0.17,0.17,0.14,0.14,0.15,0.12,0.17,0.16,0.14,0.13,0.16,0.15,0.18,0.12,0.12,0.12,0.13,0.1,0.11,0.1,0.11,0.11,0.09,0.13,0.07,0.1,0.09,0.08,0.08,0.0,0.13,0.11,0.07,0.07,0.09,0.08,0.07,0.07,0.09,0.09,0.09,0.07,0.1,0.07,0.07,0.07,0.06,0.08,0.06,0.06,0.06,0.06,0.03,0.03,0.05,0.05,0.05,0.04,0.04,0.04,0.03,0.04,0.0,0.04,0.03,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.02,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.02,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.0,99.98
09/09/2021,4.47,3.73,4.21,4.13,3.91,4.13,3.78,3.22,3.11,2.56,2.52,2.15,2.48,4.05,2.12,1.98,1.92,1.68,2.12,1.72,1.96,1.6,1.59,1.46,1.25,1.3,1.23,1.36,1.2,0.93,1.28,1.18,0.9,0.78,0.85,0.8,0.75,0.72,0.62,0.59,0.59,0.59,0.59,0.49,0.49,0.44,0.6,0.3,0.49,0.44,0.34,0.41,0.39,0.41,0.38,0.46,0.31,0.29,0.26,0.3,0.31,0.31,0.32,0.0,0.3,0.25,0.21,0.18,0.18,0.2,0.16,0.17,0.17,0.14,0.14,0.15,0.12,0.17,0.16,0.14,0.13,0.16,0.15,0.18,0.12,0.12,0.12,0.13,0.1,0.11,0.1,0.11,0.11,0.09,0.13,0.07,0.1,0.09,0.08,0.08,0.0,0.13,0.11,0.07,0.07,0.09,0.08,0.07,0.07,0.09,0.09,0.09,0.07,0.1,0.07,0.07,0.07,0.06,0.08,0.06,0.06,0.06,0.06,0.03,0.03,0.05,0.05,0.05,0.04,0.04,0.04,0.03,0.04,0.0,0.04,0.03,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.02,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.02,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.0,100.01
09/10/2021,4.44,3.77,4.28,4.12,3.98,4.15,3.76,3.28,3.09,2.54,2.6,2.17,2.45,4.25,2.13,1.96,1.95,1.71,2.06,1.72,1.93,1.59,1.5,1.42,1.25,1.3,1.24,1.37,1.19,0.91,1.29,1.16,0.89,0.76,0.84,0.78,0.74,0.73,0.62,0.59,0.57,0.59,0.58,0.5,0.49,0.44,0.59,0.29,0.48,0.43,0.34,0.41,0.39,0.41,0.37,0.45,0.31,0.29,0.26,0.29,0.32,0.3,0.32,0.0,0.28,0.25,0.21,0.18,0.18,0.21,0.16,0.17,0.17,0.14,0.13,0.15,0.12,0.17,0.16,0.13,0.13,0.15,0.15,0.18,0.11,0.11,0.12,0.13,0.09,0.11,0.1,0.11,0.1,0.09,0.13,0.07,0.09,0.09,0.08,0.08,0.0,0.13,0.11,0.07,0.07,0.09,0.08,0.07,0.07,0.09,0.08,0.09,0.07,0.1,0.06,0.07,0.06,0.06,0.09,0.06,0.06,0.06,0.06,0.03,0.03,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.0,0.04,0.03,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.02,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.02,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.0,99.99
09/13/2021,4.37,3.76,4.24,4.11,3.96,4.15,3.72,3.33,3.11,2.54,2.57,2.19,2.49,4.47,2.13,1.97,1.92,1.75,2.04,1.72,1.88,1.58,1.45,1.4,1.22,1.27,1.24,1.33,1.2,0.9,1.33,1.15,0.9,0.77,0.86,0.77,0.71,0.72,0.62,0.61,0.56,0.58,0.55,0.48,0.5,0.45,0.59,0.29,0.48,0.44,0.36,0.41,0.39,0.41,0.37,0.44,0.31,0.28,0.29,0.3,0.32,0.3,0.33,0.0,0.28,0.25,0.21,0.18,0.18,0.2,0.16,0.17,0.18,0.14,0.13,0.15,0.12,0.16,0.16,0.13,0.13,0.15,0.15,0.17,0.12,0.11,0.12,0.13,0.09,0.11,0.1,0.11,0.11,0.09,0.13,0.07,0.1,0.09,0.08,0.08,0.0,0.13,0.11,0.07,0.07,0.09,0.08,0.07,0.07,0.09,0.08,0.09,0.07,0.08,0.07,0.07,0.06,0.06,0.08,0.05,0.06,0.06,0.06,0.03,0.03,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.0,0.04,0.03,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.02,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.02,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.05,0.0,0.0,0.0,0.0,99.94
09/14/2021,4.46,3.78,4.13,4.12,4.0,4.11,3.7,3.33,3.12,2.57,2.6,2.18,2.51,4.44,2.16,1.97,1.92,1.75,2.05,1.75,1.91,1.6,1.44,1.4,1.21,1.27,1.2,1.31,1.22,0.88,1.33,1.16,0.86,0.79,0.87,0.77,0.7,0.72,0.62,0.62,0.56,0.59,0.55,0.48,0.49,0.44,0.57,0.29,0.48,0.44,0.36,0.42,0.38,0.4,0.38,0.45,0.3,0.28,0.28,0.3,0.32,0.3,0.33,0.0,0.28,0.25,0.2,0.17,0.18,0.2,0.16,0.18,0.18,0.15,0.13,0.15,0.12,0.16,0.16,0.13,0.13,0.15,0.15,0.17,0.12,0.11,0.12,0.13,0.09,0.11,0.1,0.11,0.11,0.09,0.13,0.07,0.09,0.09,0.08,0.08,0.0,0.12,0.11,0.06,0.07,0.08,0.08,0.07,0.07,0.09,0.08,0.09,0.07,0.11,0.06,0.07,0.06,0.06,0.09,0.05,0.06,0.06,0.06,0.03,0.03,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.03,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.02,0.01,0.01,0.02,0.03,0.02,0.03,0.03,0.02,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,99.94
09/15/2021,4.46,3.78,4.13,4.12,4.0,4.11,3.7,3.33,3.12,2.57,2.6,2.18,2.51,4.44,2.16,1.97,1.92,1.75,2.05,1.75,1.91,1.6,1.44,1.4,1.21,1.27,1.2,1.31,1.22,0.88,1.33,1.16,0.86,0.79,0.87,0.77,0.7,0.72,0.62,0.62,0.56,0.59,0.55,0.48,0.49,0.44,0.57,0.29,0.48,0.44,0.36,0.42,0.38,0.4,0.38,0.45,0.3,0.28,0.28,0.3,0.32,0.3,0.33,0.0,0.28,0.25,0.2,0.17,0.18,0.2,0.16,0.18,0.18,0.15,0.13,0.15,0.12,0.16,0.16,0.13,0.13,0.15,0.15,0.17,0.12,0.11,0.12,0.13,0.09,0.11,0.1,0.11,0.11,0.09,0.13,0.07,0.09,0.09,0.08,0.08,0.0,0.12,0.11,0.06,0.07,0.08,0.08,0.07,0.07,0.09,0.08,0.09,0.07,0.11,0.06,0.07,0.06,0.06,0.09,0.05,0.06,0.06,0.06,0.03,0.03,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.0,0.03,0.03,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.02,0.01,0.01,0.02,0.03,0.02,0.03,0.03,0.02,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,99.94
09/16/2021,4.43,3.79,4.17,4.16,4.0,4.18,3.68,3.37,3.08,2.59,2.57,2.2,2.51,4.17,2.23,2.0,1.91,1.76,2.04,1.79,1.89,1.62,1.42,1.36,1.22,1.27,1.21,1.32,1.25,0.87,1.34,1.12,0.85,0.79,0.86,0.77,0.71,0.7,0.62,0.64,0.58,0.59,0.55,0.46,0.5,0.44,0.57,0.3,0.48,0.44,0.37,0.43,0.38,0.4,0.38,0.45,0.31,0.28,0.28,0.3,0.32,0.3,0.33,0.0,0.27,0.25,0.2,0.17,0.17,0.19,0.17,0.18,0.18,0.14,0.13,0.15,0.13,0.16,0.17,0.14,0.14,0.15,0.15,0.18,0.12,0.12,0.12,0.13,0.09,0.11,0.1,0.12,0.11,0.09,0.12,0.07,0.09,0.09,0.07,0.08,0.0,0.12,0.11,0.06,0.08,0.08,0.09,0.07,0.07,0.09,0.08,0.09,0.07,0.11,0.07,0.07,0.06,0.06,0.08,0.05,0.06,0.06,0.06,0.04,0.03,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.0,0.03,0.03,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.02,0.01,0.01,0.03,0.03,0.02,0.03,0.03,0.02,0.02,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,99.99
