,FB,GOOGL,V,700.HK,AAPL,AMZN,600519.SS,MC.PA,BABA,MA,DIS,NESN.SW,OR.PA,3690.HK,KO,NFLX,PEP,000858.SZ,PRX.AS,MCD,PDD,ULVR.L,PM,ABI.BR,RMS.PA,SBUX,JD,1024.HK,EL,DGE.L,9988.HK,SNAP,601888.SS,NPN.JO,MDLZ,NTES,MO,603288.SS,BATS.L,7974.T,TJX,MELI,9633.HK,CL,HEIA.AS,ADS.DE,000568.SZ,002714.SZ,600809.SS,2020.HK,MNST,KDP,002304.SZ,KHC,6618.HK,BN.PA,TWTR,ROKU,STZ,PINS,ROST,LULU,KMB,RACE.MI,CMG,VIV.PA,MTCH,BF.B,2313.HK,6969.HK,GIS,YUM,PAH3.DE,CHWY,HSY,DHER.DE,6862.HK,Z,4452.T,Zillow Group Inc C,SNA,n/a,603087.SS,NKE,9983.T,DASH,UMG.AS,SUM
09/10/2021,5.09,5.3,4.9,3.59,5.2,4.58,2.96,3.7,0.0,3.73,3.21,3.3,2.25,1.76,2.23,2.21,1.97,1.18,1.41,1.7,1.17,1.35,1.4,1.11,1.44,1.36,1.15,0.63,1.18,1.02,4.19,1.17,0.65,0.81,0.81,0.7,0.78,0.67,0.74,0.62,0.75,0.84,0.58,0.61,0.6,0.58,0.35,0.36,0.45,0.53,0.49,0.46,0.37,0.41,0.35,0.46,0.54,0.55,0.41,0.38,0.41,0.51,0.42,0.42,0.54,0.36,0.43,0.3,0.3,0.23,0.32,0.37,0.31,0.36,0.33,0.35,0.21,0.27,0.28,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,100.03
09/13/2021,5.09,5.3,4.9,3.59,5.2,4.58,2.96,3.7,0.0,3.73,3.21,3.3,2.25,1.76,2.23,2.21,1.97,1.18,1.41,1.7,1.17,1.35,1.4,1.11,1.44,1.36,1.15,0.63,1.18,1.02,4.19,1.17,0.65,0.81,0.81,0.7,0.78,0.67,0.74,0.62,0.75,0.84,0.58,0.61,0.6,0.58,0.35,0.36,0.45,0.53,0.49,0.46,0.37,0.41,0.35,0.46,0.54,0.55,0.41,0.38,0.41,0.51,0.42,0.42,0.54,0.36,0.43,0.3,0.3,0.23,0.32,0.37,0.31,0.36,0.33,0.35,0.21,0.27,0.28,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,100.03
09/14/2021,5.09,5.3,4.9,3.59,5.2,4.58,2.96,3.7,0.0,3.73,3.21,3.3,2.25,1.76,2.23,2.21,1.97,1.18,1.41,1.7,1.17,1.35,1.4,1.11,1.44,1.36,1.15,0.63,1.18,1.02,4.19,1.17,0.65,0.81,0.81,0.7,0.78,0.67,0.74,0.62,0.75,0.84,0.58,0.61,0.6,0.58,0.35,0.36,0.45,0.53,0.49,0.46,0.37,0.41,0.35,0.46,0.54,0.55,0.41,0.38,0.41,0.51,0.42,0.42,0.54,0.36,0.43,0.3,0.3,0.23,0.32,0.37,0.31,0.36,0.33,0.35,0.21,0.27,0.28,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,100.03
09/15/2021,5.09,5.3,4.9,3.59,5.2,4.58,2.96,3.7,0.0,3.73,3.21,3.3,2.25,1.76,2.23,2.21,1.97,1.18,1.41,1.7,1.17,1.35,1.4,1.11,1.44,1.36,1.15,0.63,1.18,1.02,4.19,1.17,0.65,0.81,0.81,0.7,0.78,0.67,0.74,0.62,0.75,0.84,0.58,0.61,0.6,0.58,0.35,0.36,0.45,0.53,0.49,0.46,0.37,0.41,0.35,0.46,0.54,0.55,0.41,0.38,0.41,0.51,0.42,0.42,0.54,0.36,0.43,0.3,0.3,0.23,0.32,0.37,0.31,0.36,0.33,0.35,0.21,0.27,0.28,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,100.03
09/16/2021,5.09,5.3,4.9,3.59,5.2,4.58,2.96,3.7,0.0,3.73,3.21,3.3,2.25,1.76,2.23,2.21,1.97,1.18,1.41,1.7,1.17,1.35,1.4,1.11,1.44,1.36,1.15,0.63,1.18,1.02,4.19,1.17,0.65,0.81,0.81,0.7,0.78,0.67,0.74,0.62,0.75,0.84,0.58,0.61,0.6,0.58,0.35,0.36,0.45,0.53,0.49,0.46,0.37,0.41,0.35,0.46,0.54,0.55,0.41,0.38,0.41,0.51,0.42,0.42,0.54,0.36,0.43,0.3,0.3,0.23,0.32,0.37,0.31,0.36,0.33,0.35,0.21,0.27,0.28,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,100.03
09/17/2021,5.09,5.3,4.9,3.59,5.2,4.58,2.96,3.7,0.0,3.73,3.21,3.3,2.25,1.76,2.23,2.21,1.97,1.18,1.41,1.7,1.17,1.35,1.4,1.11,1.44,1.36,1.15,0.63,1.18,1.02,4.19,1.17,0.65,0.81,0.81,0.7,0.78,0.67,0.74,0.62,0.75,0.84,0.58,0.61,0.6,0.58,0.35,0.36,0.45,0.53,0.49,0.46,0.37,0.41,0.35,0.46,0.54,0.55,0.41,0.38,0.41,0.51,0.42,0.42,0.54,0.36,0.43,0.3,0.3,0.23,0.32,0.37,0.31,0.36,0.33,0.35,0.21,0.27,0.28,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,100.03
09/20/2021,5.44,5.72,4.58,3.62,5.44,4.79,2.76,3.44,0.0,3.36,3.32,3.31,2.31,2.04,2.21,2.45,1.97,1.09,1.41,1.67,1.29,1.31,1.45,1.08,1.39,1.32,1.28,0.48,1.21,0.99,3.69,1.2,0.62,0.73,0.8,0.67,0.82,0.56,0.75,0.59,0.8,1.01,0.6,0.6,0.57,0.56,0.35,0.36,0.44,0.51,0.51,0.46,0.38,0.38,0.31,0.46,0.5,0.45,0.39,0.36,0.4,0.51,0.43,0.42,0.55,0.41,0.38,0.3,0.3,0.29,0.32,0.37,0.29,0.38,0.33,0.34,0.22,0.25,0.28,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,100.02000000000002
09/21/2021,5.44,5.72,4.58,3.62,5.44,4.79,2.76,3.44,0.0,3.36,3.32,3.31,2.31,2.04,2.21,2.45,1.97,1.09,1.41,1.67,1.29,1.31,1.45,1.08,1.39,1.32,1.28,0.48,1.21,0.99,3.69,1.2,0.62,0.73,0.8,0.67,0.82,0.56,0.75,0.59,0.8,1.01,0.6,0.6,0.57,0.56,0.35,0.36,0.44,0.51,0.51,0.46,0.38,0.38,0.31,0.46,0.5,0.45,0.39,0.36,0.4,0.51,0.43,0.42,0.55,0.41,0.38,0.3,0.3,0.29,0.32,0.37,0.29,0.38,0.33,0.34,0.22,0.25,0.28,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,100.02000000000002
09/22/2021,5.44,5.72,4.58,3.62,5.44,4.79,2.76,3.44,0.0,3.36,3.32,3.31,2.31,2.04,2.21,2.45,1.97,1.09,1.41,1.67,1.29,1.31,1.45,1.08,1.39,1.32,1.28,0.48,1.21,0.99,3.69,1.2,0.62,0.73,0.8,0.67,0.82,0.56,0.75,0.59,0.8,1.01,0.6,0.6,0.57,0.56,0.35,0.36,0.44,0.51,0.51,0.46,0.38,0.38,0.31,0.46,0.5,0.45,0.39,0.36,0.4,0.51,0.43,0.42,0.55,0.41,0.38,0.3,0.3,0.29,0.32,0.37,0.29,0.38,0.33,0.34,0.22,0.25,0.28,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,100.02000000000002
09/23/2021,5.44,5.72,4.58,3.62,5.44,4.79,2.76,3.44,0.0,3.36,3.32,3.31,2.31,2.04,2.21,2.45,1.97,1.09,1.41,1.67,1.29,1.31,1.45,1.08,1.39,1.32,1.28,0.48,1.21,0.99,3.69,1.2,0.62,0.73,0.8,0.67,0.82,0.56,0.75,0.59,0.8,1.01,0.6,0.6,0.57,0.56,0.35,0.36,0.44,0.51,0.51,0.46,0.38,0.38,0.31,0.46,0.5,0.45,0.39,0.36,0.4,0.51,0.43,0.42,0.55,0.41,0.38,0.3,0.3,0.29,0.32,0.37,0.29,0.38,0.33,0.34,0.22,0.25,0.28,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,100.02000000000002
09/24/2021,5.44,5.72,4.58,3.62,5.44,4.79,2.76,3.44,0.0,3.36,3.32,3.31,2.31,2.04,2.21,2.45,1.97,1.09,1.41,1.67,1.29,1.31,1.45,1.08,1.39,1.32,1.28,0.48,1.21,0.99,3.69,1.2,0.62,0.73,0.8,0.67,0.82,0.56,0.75,0.59,0.8,1.01,0.6,0.6,0.57,0.56,0.35,0.36,0.44,0.51,0.51,0.46,0.38,0.38,0.31,0.46,0.5,0.45,0.39,0.36,0.4,0.51,0.43,0.42,0.55,0.41,0.38,0.3,0.3,0.29,0.32,0.37,0.29,0.38,0.33,0.34,0.22,0.25,0.28,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,100.02000000000002
09/27/2021,5.44,5.72,4.58,3.62,5.44,4.79,2.76,3.44,0.0,3.36,3.32,3.31,2.31,2.04,2.21,2.45,1.97,1.09,1.41,1.67,1.29,1.31,1.45,1.08,1.39,1.32,1.28,0.48,1.21,0.99,3.69,1.2,0.62,0.73,0.8,0.67,0.82,0.56,0.75,0.59,0.8,1.01,0.6,0.6,0.57,0.56,0.35,0.36,0.44,0.51,0.51,0.46,0.38,0.38,0.31,0.46,0.5,0.45,0.39,0.36,0.4,0.51,0.43,0.42,0.55,0.41,0.38,0.3,0.3,0.29,0.32,0.37,0.29,0.38,0.33,0.34,0.22,0.25,0.28,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,100.02000000000002
09/28/2021,5.44,5.72,4.58,3.62,5.44,4.79,2.76,3.44,0.0,3.36,3.32,3.31,2.31,2.04,2.21,2.45,1.97,1.09,1.41,1.67,1.29,1.31,1.45,1.08,1.39,1.32,1.28,0.48,1.21,0.99,3.69,1.2,0.62,0.73,0.8,0.67,0.82,0.56,0.75,0.59,0.8,1.01,0.6,0.6,0.57,0.56,0.35,0.36,0.44,0.51,0.51,0.46,0.38,0.38,0.31,0.46,0.5,0.45,0.39,0.36,0.4,0.51,0.43,0.42,0.55,0.41,0.38,0.3,0.3,0.29,0.32,0.37,0.29,0.38,0.33,0.34,0.22,0.25,0.28,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,100.02000000000002
09/29/2021,5.44,5.72,4.58,3.62,5.44,4.79,2.76,3.44,0.0,3.36,3.32,3.31,2.31,2.04,2.21,2.45,1.97,1.09,1.41,1.67,1.29,1.31,1.45,1.08,1.39,1.32,1.28,0.48,1.21,0.99,3.69,1.2,0.62,0.73,0.8,0.67,0.82,0.56,0.75,0.59,0.8,1.01,0.6,0.6,0.57,0.56,0.35,0.36,0.44,0.51,0.51,0.46,0.38,0.38,0.31,0.46,0.5,0.45,0.39,0.36,0.4,0.51,0.43,0.42,0.55,0.41,0.38,0.3,0.3,0.29,0.32,0.37,0.29,0.38,0.33,0.34,0.22,0.25,0.28,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,100.02000000000002
09/30/2021,5.44,5.72,4.58,3.62,5.44,4.79,2.76,3.44,0.0,3.36,3.32,3.31,2.31,2.04,2.21,2.45,1.97,1.09,1.41,1.67,1.29,1.31,1.45,1.08,1.39,1.32,1.28,0.48,1.21,0.99,3.69,1.2,0.62,0.73,0.8,0.67,0.82,0.56,0.75,0.59,0.8,1.01,0.6,0.6,0.57,0.56,0.35,0.36,0.44,0.51,0.51,0.46,0.38,0.38,0.31,0.46,0.5,0.45,0.39,0.36,0.4,0.51,0.43,0.42,0.55,0.41,0.38,0.3,0.3,0.29,0.32,0.37,0.29,0.38,0.33,0.34,0.22,0.25,0.28,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,100.02000000000002
10/01/2021,5.44,5.72,4.58,3.62,5.44,4.79,2.76,3.44,0.0,3.36,3.32,3.31,2.31,2.04,2.21,2.45,1.97,1.09,1.41,1.67,1.29,1.31,1.45,1.08,1.39,1.32,1.28,0.48,1.21,0.99,3.69,1.2,0.62,0.73,0.8,0.67,0.82,0.56,0.75,0.59,0.8,1.01,0.6,0.6,0.57,0.56,0.35,0.36,0.44,0.51,0.51,0.46,0.38,0.38,0.31,0.46,0.5,0.45,0.39,0.36,0.4,0.51,0.43,0.42,0.55,0.41,0.38,0.3,0.3,0.29,0.32,0.37,0.29,0.38,0.33,0.34,0.22,0.25,0.28,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,100.02000000000002
10/04/2021,5.44,5.72,4.58,3.62,5.44,4.79,2.76,3.44,0.0,3.36,3.32,3.31,2.31,2.04,2.21,2.45,1.97,1.09,1.41,1.67,1.29,1.31,1.45,1.08,1.39,1.32,1.28,0.48,1.21,0.99,3.69,1.2,0.62,0.73,0.8,0.67,0.82,0.56,0.75,0.59,0.8,1.01,0.6,0.6,0.57,0.56,0.35,0.36,0.44,0.51,0.51,0.46,0.38,0.38,0.31,0.46,0.5,0.45,0.39,0.36,0.4,0.51,0.43,0.42,0.55,0.41,0.38,0.3,0.3,0.29,0.32,0.37,0.29,0.38,0.33,0.34,0.22,0.25,0.28,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,100.02000000000002
10/05/2021,5.44,5.72,4.58,3.62,5.44,4.79,2.76,3.44,0.0,3.36,3.32,3.31,2.31,2.04,2.21,2.45,1.97,1.09,1.41,1.67,1.29,1.31,1.45,1.08,1.39,1.32,1.28,0.48,1.21,0.99,3.69,1.2,0.62,0.73,0.8,0.67,0.82,0.56,0.75,0.59,0.8,1.01,0.6,0.6,0.57,0.56,0.35,0.36,0.44,0.51,0.51,0.46,0.38,0.38,0.31,0.46,0.5,0.45,0.39,0.36,0.4,0.51,0.43,0.42,0.55,0.41,0.38,0.3,0.3,0.29,0.32,0.37,0.29,0.38,0.33,0.34,0.22,0.25,0.28,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,100.02000000000002
10/06/2021,5.44,5.72,4.58,3.62,5.44,4.79,2.76,3.44,0.0,3.36,3.32,3.31,2.31,2.04,2.21,2.45,1.97,1.09,1.41,1.67,1.29,1.31,1.45,1.08,1.39,1.32,1.28,0.48,1.21,0.99,3.69,1.2,0.62,0.73,0.8,0.67,0.82,0.56,0.75,0.59,0.8,1.01,0.6,0.6,0.57,0.56,0.35,0.36,0.44,0.51,0.51,0.46,0.38,0.38,0.31,0.46,0.5,0.45,0.39,0.36,0.4,0.51,0.43,0.42,0.55,0.41,0.38,0.3,0.3,0.29,0.32,0.37,0.29,0.38,0.33,0.34,0.22,0.25,0.28,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,100.02000000000002
10/07/2021,5.44,5.72,4.58,3.62,5.44,4.79,2.76,3.44,0.0,3.36,3.32,3.31,2.31,2.04,2.21,2.45,1.97,1.09,1.41,1.67,1.29,1.31,1.45,1.08,1.39,1.32,1.28,0.48,1.21,0.99,3.69,1.2,0.62,0.73,0.8,0.67,0.82,0.56,0.75,0.59,0.8,1.01,0.6,0.6,0.57,0.56,0.35,0.36,0.44,0.51,0.51,0.46,0.38,0.38,0.31,0.46,0.5,0.45,0.39,0.36,0.4,0.51,0.43,0.42,0.55,0.41,0.38,0.3,0.3,0.29,0.32,0.37,0.29,0.38,0.33,0.34,0.22,0.25,0.28,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,100.02000000000002
10/08/2021,5.44,5.72,4.58,3.62,5.44,4.79,2.76,3.44,0.0,3.36,3.32,3.31,2.31,2.04,2.21,2.45,1.97,1.09,1.41,1.67,1.29,1.31,1.45,1.08,1.39,1.32,1.28,0.48,1.21,0.99,3.69,1.2,0.62,0.73,0.8,0.67,0.82,0.56,0.75,0.59,0.8,1.01,0.6,0.6,0.57,0.56,0.35,0.36,0.44,0.51,0.51,0.46,0.38,0.38,0.31,0.46,0.5,0.45,0.39,0.36,0.4,0.51,0.43,0.42,0.55,0.41,0.38,0.3,0.3,0.29,0.32,0.37,0.29,0.38,0.33,0.34,0.22,0.25,0.28,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,100.02000000000002
10/11/2021,5.44,5.72,4.58,3.62,5.44,4.79,2.76,3.44,0.0,3.36,3.32,3.31,2.31,2.04,2.21,2.45,1.97,1.09,1.41,1.67,1.29,1.31,1.45,1.08,1.39,1.32,1.28,0.48,1.21,0.99,3.69,1.2,0.62,0.73,0.8,0.67,0.82,0.56,0.75,0.59,0.8,1.01,0.6,0.6,0.57,0.56,0.35,0.36,0.44,0.51,0.51,0.46,0.38,0.38,0.31,0.46,0.5,0.45,0.39,0.36,0.4,0.51,0.43,0.42,0.55,0.41,0.38,0.3,0.3,0.29,0.32,0.37,0.29,0.38,0.33,0.34,0.22,0.25,0.28,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,100.02000000000002
10/12/2021,5.44,5.72,4.58,3.62,5.44,4.79,2.76,3.44,0.0,3.36,3.32,3.31,2.31,2.04,2.21,2.45,1.97,1.09,1.41,1.67,1.29,1.31,1.45,1.08,1.39,1.32,1.28,0.48,1.21,0.99,3.69,1.2,0.62,0.73,0.8,0.67,0.82,0.56,0.75,0.59,0.8,1.01,0.6,0.6,0.57,0.56,0.35,0.36,0.44,0.51,0.51,0.46,0.38,0.38,0.31,0.46,0.5,0.45,0.39,0.36,0.4,0.51,0.43,0.42,0.55,0.41,0.38,0.3,0.3,0.29,0.32,0.37,0.29,0.38,0.33,0.34,0.22,0.25,0.28,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,100.02000000000002
10/13/2021,5.44,5.72,4.58,3.62,5.44,4.79,2.76,3.44,0.0,3.36,3.32,3.31,2.31,2.04,2.21,2.45,1.97,1.09,1.41,1.67,1.29,1.31,1.45,1.08,1.39,1.32,1.28,0.48,1.21,0.99,3.69,1.2,0.62,0.73,0.8,0.67,0.82,0.56,0.75,0.59,0.8,1.01,0.6,0.6,0.57,0.56,0.35,0.36,0.44,0.51,0.51,0.46,0.38,0.38,0.31,0.46,0.5,0.45,0.39,0.36,0.4,0.51,0.43,0.42,0.55,0.41,0.38,0.3,0.3,0.29,0.32,0.37,0.29,0.38,0.33,0.34,0.22,0.25,0.28,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,100.02000000000002
10/14/2021,5.44,5.72,4.58,3.62,5.44,4.79,2.76,3.44,0.0,3.36,3.32,3.31,2.31,2.04,2.21,2.45,1.97,1.09,1.41,1.67,1.29,1.31,1.45,1.08,1.39,1.32,1.28,0.48,1.21,0.99,3.69,1.2,0.62,0.73,0.8,0.67,0.82,0.56,0.75,0.59,0.8,1.01,0.6,0.6,0.57,0.56,0.35,0.36,0.44,0.51,0.51,0.46,0.38,0.38,0.31,0.46,0.5,0.45,0.39,0.36,0.4,0.51,0.43,0.42,0.55,0.41,0.38,0.3,0.3,0.29,0.32,0.37,0.29,0.38,0.33,0.34,0.22,0.25,0.28,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,100.02000000000002
10/15/2021,5.44,5.72,4.58,3.62,5.44,4.79,2.76,3.44,0.0,3.36,3.32,3.31,2.31,2.04,2.21,2.45,1.97,1.09,1.41,1.67,1.29,1.31,1.45,1.08,1.39,1.32,1.28,0.48,1.21,0.99,3.69,1.2,0.62,0.73,0.8,0.67,0.82,0.56,0.75,0.59,0.8,1.01,0.6,0.6,0.57,0.56,0.35,0.36,0.44,0.51,0.51,0.46,0.38,0.38,0.31,0.46,0.5,0.45,0.39,0.36,0.4,0.51,0.43,0.42,0.55,0.41,0.38,0.3,0.3,0.29,0.32,0.37,0.29,0.38,0.33,0.34,0.22,0.25,0.28,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,100.02000000000002
10/18/2021,5.44,5.72,4.58,3.62,5.44,4.79,2.76,3.44,0.0,3.36,3.32,3.31,2.31,2.04,2.21,2.45,1.97,1.09,1.41,1.67,1.29,1.31,1.45,1.08,1.39,1.32,1.28,0.48,1.21,0.99,3.69,1.2,0.62,0.73,0.8,0.67,0.82,0.56,0.75,0.59,0.8,1.01,0.6,0.6,0.57,0.56,0.35,0.36,0.44,0.51,0.51,0.46,0.38,0.38,0.31,0.46,0.5,0.45,0.39,0.36,0.4,0.51,0.43,0.42,0.55,0.41,0.38,0.3,0.3,0.29,0.32,0.37,0.29,0.38,0.33,0.34,0.22,0.25,0.28,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,100.02000000000002
10/19/2021,4.33,4.46,4.36,4.94,4.37,4.67,3.52,3.8,0.0,3.51,2.93,3.27,2.19,1.85,2.13,2.42,1.93,1.24,1.35,1.73,1.31,1.37,1.37,1.15,1.47,1.3,1.2,0.69,1.04,1.09,3.96,1.1,0.76,0.83,0.77,0.7,0.79,0.71,0.77,0.65,0.7,0.7,0.0,0.61,0.61,0.61,0.46,0.38,0.54,0.48,0.43,0.46,0.35,0.44,0.35,0.44,0.51,0.46,0.4,0.34,0.35,0.52,0.41,0.39,0.48,0.13,0.47,0.3,0.28,0.0,0.34,0.34,0.0,0.25,0.33,0.28,0.0,0.0,0.0,0.0,0.0,0.03,0.0,2.18,0.74,0.6,0.28,100.0
10/20/2021,4.33,4.46,4.36,4.94,4.37,4.67,3.52,3.8,0.0,3.51,2.93,3.27,2.19,1.85,2.13,2.42,1.93,1.24,1.35,1.73,1.31,1.37,1.37,1.15,1.47,1.3,1.2,0.69,1.04,1.09,3.96,1.1,0.76,0.83,0.77,0.7,0.79,0.71,0.77,0.65,0.7,0.7,0.0,0.61,0.61,0.61,0.46,0.38,0.54,0.48,0.43,0.46,0.35,0.44,0.35,0.44,0.51,0.46,0.4,0.34,0.35,0.52,0.41,0.39,0.48,0.13,0.47,0.3,0.28,0.0,0.34,0.34,0.0,0.25,0.33,0.28,0.0,0.0,0.0,0.0,0.0,0.03,0.0,2.18,0.74,0.6,0.28,100.0
10/21/2021,4.33,4.46,4.36,4.94,4.37,4.67,3.52,3.8,0.0,3.51,2.93,3.27,2.19,1.85,2.13,2.42,1.93,1.24,1.35,1.73,1.31,1.37,1.37,1.15,1.47,1.3,1.2,0.69,1.04,1.09,3.96,1.1,0.76,0.83,0.77,0.7,0.79,0.71,0.77,0.65,0.7,0.7,0.0,0.61,0.61,0.61,0.46,0.38,0.54,0.48,0.43,0.46,0.35,0.44,0.35,0.44,0.51,0.46,0.4,0.34,0.35,0.52,0.41,0.39,0.48,0.13,0.47,0.3,0.28,0.0,0.34,0.34,0.0,0.25,0.33,0.28,0.0,0.0,0.0,0.0,0.0,0.03,0.0,2.18,0.74,0.6,0.28,100.0
10/22/2021,4.33,4.46,4.36,4.94,4.37,4.67,3.52,3.8,0.0,3.51,2.93,3.27,2.19,1.85,2.13,2.42,1.93,1.24,1.35,1.73,1.31,1.37,1.37,1.15,1.47,1.3,1.2,0.69,1.04,1.09,3.96,1.1,0.76,0.83,0.77,0.7,0.79,0.71,0.77,0.65,0.7,0.7,0.0,0.61,0.61,0.61,0.46,0.38,0.54,0.48,0.43,0.46,0.35,0.44,0.35,0.44,0.51,0.46,0.4,0.34,0.35,0.52,0.41,0.39,0.48,0.13,0.47,0.3,0.28,0.0,0.34,0.34,0.0,0.25,0.33,0.28,0.0,0.0,0.0,0.0,0.0,0.03,0.0,2.18,0.74,0.6,0.28,100.0
10/25/2021,4.33,4.46,4.36,4.94,4.37,4.67,3.52,3.8,0.0,3.51,2.93,3.27,2.19,1.85,2.13,2.42,1.93,1.24,1.35,1.73,1.31,1.37,1.37,1.15,1.47,1.3,1.2,0.69,1.04,1.09,3.96,1.1,0.76,0.83,0.77,0.7,0.79,0.71,0.77,0.65,0.7,0.7,0.0,0.61,0.61,0.61,0.46,0.38,0.54,0.48,0.43,0.46,0.35,0.44,0.35,0.44,0.51,0.46,0.4,0.34,0.35,0.52,0.41,0.39,0.48,0.13,0.47,0.3,0.28,0.0,0.34,0.34,0.0,0.25,0.33,0.28,0.0,0.0,0.0,0.0,0.0,0.03,0.0,2.18,0.74,0.6,0.28,100.0
10/26/2021,4.33,4.46,4.36,4.94,4.37,4.67,3.52,3.8,0.0,3.51,2.93,3.27,2.19,1.85,2.13,2.42,1.93,1.24,1.35,1.73,1.31,1.37,1.37,1.15,1.47,1.3,1.2,0.69,1.04,1.09,3.96,1.1,0.76,0.83,0.77,0.7,0.79,0.71,0.77,0.65,0.7,0.7,0.0,0.61,0.61,0.61,0.46,0.38,0.54,0.48,0.43,0.46,0.35,0.44,0.35,0.44,0.51,0.46,0.4,0.34,0.35,0.52,0.41,0.39,0.48,0.13,0.47,0.3,0.28,0.0,0.34,0.34,0.0,0.25,0.33,0.28,0.0,0.0,0.0,0.0,0.0,0.03,0.0,2.18,0.74,0.6,0.28,100.0
10/27/2021,4.33,4.46,4.36,4.94,4.37,4.67,3.52,3.8,0.0,3.51,2.93,3.27,2.19,1.85,2.13,2.42,1.93,1.24,1.35,1.73,1.31,1.37,1.37,1.15,1.47,1.3,1.2,0.69,1.04,1.09,3.96,1.1,0.76,0.83,0.77,0.7,0.79,0.71,0.77,0.65,0.7,0.7,0.0,0.61,0.61,0.61,0.46,0.38,0.54,0.48,0.43,0.46,0.35,0.44,0.35,0.44,0.51,0.46,0.4,0.34,0.35,0.52,0.41,0.39,0.48,0.13,0.47,0.3,0.28,0.0,0.34,0.34,0.0,0.25,0.33,0.28,0.0,0.0,0.0,0.0,0.0,0.03,0.0,2.18,0.74,0.6,0.28,100.0
10/28/2021,4.33,4.46,4.36,4.94,4.37,4.67,3.52,3.8,0.0,3.51,2.93,3.27,2.19,1.85,2.13,2.42,1.93,1.24,1.35,1.73,1.31,1.37,1.37,1.15,1.47,1.3,1.2,0.69,1.04,1.09,3.96,1.1,0.76,0.83,0.77,0.7,0.79,0.71,0.77,0.65,0.7,0.7,0.0,0.61,0.61,0.61,0.46,0.38,0.54,0.48,0.43,0.46,0.35,0.44,0.35,0.44,0.51,0.46,0.4,0.34,0.35,0.52,0.41,0.39,0.48,0.13,0.47,0.3,0.28,0.0,0.34,0.34,0.0,0.25,0.33,0.28,0.0,0.0,0.0,0.0,0.0,0.03,0.0,2.18,0.74,0.6,0.28,100.0
10/29/2021,4.33,4.46,4.36,4.94,4.37,4.67,3.52,3.8,0.0,3.51,2.93,3.27,2.19,1.85,2.13,2.42,1.93,1.24,1.35,1.73,1.31,1.37,1.37,1.15,1.47,1.3,1.2,0.69,1.04,1.09,3.96,1.1,0.76,0.83,0.77,0.7,0.79,0.71,0.77,0.65,0.7,0.7,0.0,0.61,0.61,0.61,0.46,0.38,0.54,0.48,0.43,0.46,0.35,0.44,0.35,0.44,0.51,0.46,0.4,0.34,0.35,0.52,0.41,0.39,0.48,0.13,0.47,0.3,0.28,0.0,0.34,0.34,0.0,0.25,0.33,0.28,0.0,0.0,0.0,0.0,0.0,0.03,0.0,2.18,0.74,0.6,0.28,100.0
11/01/2021,4.33,4.46,4.36,4.94,4.37,4.67,3.52,3.8,0.0,3.51,2.93,3.27,2.19,1.85,2.13,2.42,1.93,1.24,1.35,1.73,1.31,1.37,1.37,1.15,1.47,1.3,1.2,0.69,1.04,1.09,3.96,1.1,0.76,0.83,0.77,0.7,0.79,0.71,0.77,0.65,0.7,0.7,0.0,0.61,0.61,0.61,0.46,0.38,0.54,0.48,0.43,0.46,0.35,0.44,0.35,0.44,0.51,0.46,0.4,0.34,0.35,0.52,0.41,0.39,0.48,0.13,0.47,0.3,0.28,0.0,0.34,0.34,0.0,0.25,0.33,0.28,0.0,0.0,0.0,0.0,0.0,0.03,0.0,2.18,0.74,0.6,0.28,100.0
