,MRNA,FTNT,HUBS,GNRC,SNAP,CRL,NET,LNG,NDAQ,NVAX,OXY,CZR,EBAY,DELL,IT,SIVB,ZBRA,AZO,EL,PINS,SQ,TRMB,ROKU,QRVO,GME,PTC,TSCO,ENTG,LRCX,SWKS,TER,IQV,HZNP,EPAM,UI,AMAT,LOW,AVTR,GOOGL,ETSY,KKR,PYPL,W,TECH,TROW,KLAC,BLK,A,DE,ENPH,TWLO,APTV,ORLY,FRC,NTAP,GRMN,TWTR,ACN,ABBV,CTLT,KEYS,TXG,CRWD,ODFL,MLM,HD,TSLA,LYFT,POOL,BX,MCHP,HOLX,EXK.,LLY,FISV,WAT,Z,CVNA,PANW,PENN,PKI,ORCL,AMZN,MSI,FB,MRVL,ALGN,DVA,TMO,ZEN,CMG,GH,PTON,ADI,MPWR,ADP,BMY,NVDA,ROK,AME,APH,FAST,TXN,KDP,CGNX,CSCO,CDNS,ATVI,ABT,NVCR,WDAY,EFX,DIS,UBER,IDXX,PLUG,WST,ZS,ANET,DHR,MTD,OTIS,BIO,CHTR,MMC,MSFT,TTD,ESS,AAPL,PAYX,PM,SNPS,SHW,TDG,BR,DG,YUM,VMW,SSNC,QCOM,NEM,IEX,ICE,AON,AMGN,MNST,GPN,CTXS,DOCU,ESTC,INTU,MDB,ZM,DPZ,DDOG,AMD,ALNY,ILMN,INVH,MCO,NKE,CRM,VEEV,PLD,NOW,SPGI,CTAS,OKTA,GDDY,HEI,ADSK,FICO,PODD,STE,COO,PG,WMT,UNP,PAYC,TFX,NFLX,ABMD,CHD,KMB,TTWO,CPB,US Dollar,MSCI,REGN,PSA,ADBE,LBRDK,ZTS,DRE,TRU,ISRG,EW,DLR,DXCM,CPRT,RMD,AKAM,SUI,SBAC,ROP,AMT,CL,CCI,EQIX,AVLR,SGEN,EXAS,MISXX,018000.KQ,Morgan Stanley Instl Lqudty Trs Instl,n/a,688101.SS,688001.SS,FTOXX,OKE,BILL,CG,ALB,DT,BBWI WI,NUE,HCA,U,SNOW,FCX,DFS,GS,IR,RF,MS,URI,LH,ON,MGM,JCI,CPT,AVY,MAA,WY,TGT,CDW,EXPD,HES,HLT,WMB,CDAY,SCHW,SPG,ELS,EXR,GE,AWK,AVB,MASI,NXPI,BURL,LYV,EXPE,EQR,VRSK,MCD,DAL,AVGO,SBUX,NLOK,AMC,XRAY,PLTR,SUM
08/25/2021,1.4,1.08,0.98,0.83,0.92,0.99,0.97,0.83,0.92,0.93,0.6,0.71,0.72,0.85,1.07,0.85,0.74,0.76,0.36,0.47,0.74,0.56,0.66,0.64,0.64,0.46,0.92,0.63,0.75,0.64,0.58,0.9,0.77,1.06,0.17,0.77,0.74,0.94,0.97,0.49,0.92,0.64,0.79,0.73,0.75,0.5,0.72,0.78,0.69,0.31,0.43,0.68,0.74,0.71,0.68,0.59,0.46,0.57,0.36,0.39,0.55,0.4,0.81,0.56,0.54,0.71,0.34,0.13,0.91,1.0,0.0,0.19,0.0,0.81,0.0,1.0,0.0,0.8,0.5,0.15,1.01,0.57,0.47,0.76,0.71,0.52,0.56,0.55,0.76,0.28,0.42,0.0,0.44,0.33,0.44,0.37,0.52,0.89,0.38,0.17,0.37,0.18,0.16,0.17,0.17,0.18,0.19,0.14,0.18,0.51,0.0,0.93,0.0,0.0,0.74,0.0,1.08,0.78,0.7,0.82,0.76,0.76,0.61,0.76,0.55,0.39,0.34,0.18,0.54,0.37,0.51,0.39,0.57,0.15,0.54,0.37,0.2,0.33,0.18,0.34,0.15,0.17,0.17,0.4,0.0,0.0,0.0,0.0,0.88,0.54,0.96,0.51,0.6,0.75,0.43,0.77,0.59,0.35,0.37,0.52,0.55,0.36,0.52,0.56,0.18,0.37,0.35,0.16,0.28,0.15,0.0,0.0,0.18,0.17,0.19,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.58,0.6,0.54,0.56,0.54,0.38,0.37,0.37,0.39,0.39,0.37,0.42,0.37,0.4,0.34,0.19,0.19,0.17,0.18,0.16,0.17,0.17,0.17,0.17,0.13,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/26/2021,1.49,1.1,0.98,0.85,0.94,0.98,1.0,0.84,0.92,1.0,0.64,0.73,0.71,0.85,1.06,0.85,0.74,0.74,0.36,0.47,0.75,0.56,0.66,0.64,0.65,0.46,0.89,0.64,0.76,0.64,0.59,0.89,0.78,1.04,0.16,0.78,0.72,0.93,0.97,0.47,0.92,0.65,0.77,0.72,0.74,0.5,0.72,0.78,0.7,0.32,0.44,0.67,0.72,0.71,0.67,0.59,0.46,0.56,0.36,0.39,0.55,0.41,0.83,0.56,0.53,0.7,0.35,0.13,0.88,1.01,0.0,0.19,0.0,0.79,0.0,0.99,0.0,0.81,0.5,0.15,1.0,0.57,0.47,0.75,0.71,0.53,0.57,0.55,0.74,0.29,0.42,0.0,0.43,0.33,0.44,0.36,0.51,0.93,0.37,0.17,0.37,0.18,0.16,0.16,0.17,0.18,0.19,0.14,0.18,0.52,0.0,0.92,0.0,0.0,0.72,0.0,1.06,0.79,0.69,0.81,0.75,0.75,0.6,0.75,0.55,0.38,0.35,0.17,0.54,0.37,0.51,0.4,0.56,0.15,0.53,0.37,0.19,0.34,0.18,0.34,0.15,0.17,0.16,0.4,0.0,0.0,0.0,0.0,0.88,0.54,0.96,0.52,0.6,0.74,0.43,0.79,0.58,0.34,0.37,0.52,0.55,0.36,0.51,0.55,0.19,0.36,0.35,0.16,0.28,0.15,0.0,0.0,0.18,0.17,0.19,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.58,0.59,0.53,0.56,0.54,0.38,0.36,0.37,0.39,0.38,0.37,0.41,0.36,0.39,0.33,0.19,0.19,0.17,0.18,0.16,0.17,0.17,0.18,0.17,0.13,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.93
08/27/2021,1.42,1.06,0.98,0.85,0.93,0.98,0.99,0.85,0.92,0.93,0.66,0.77,0.7,0.85,1.05,0.86,0.74,0.73,0.36,0.47,0.75,0.56,0.66,0.64,0.83,0.46,0.88,0.63,0.76,0.64,0.59,0.9,0.78,1.05,0.16,0.78,0.71,0.93,0.98,0.48,0.92,0.65,0.77,0.74,0.74,0.5,0.72,0.78,0.71,0.32,0.45,0.68,0.72,0.71,0.67,0.59,0.46,0.55,0.36,0.4,0.56,0.43,0.89,0.56,0.53,0.69,0.35,0.13,0.88,1.03,0.0,0.19,0.0,0.77,0.0,0.98,0.0,0.79,0.59,0.16,1.0,0.56,0.47,0.75,0.71,0.53,0.58,0.54,0.74,0.29,0.42,0.0,0.45,0.33,0.44,0.35,0.51,0.92,0.37,0.17,0.37,0.17,0.16,0.16,0.17,0.18,0.19,0.14,0.18,0.52,0.0,0.91,0.0,0.0,0.72,0.0,1.05,0.81,0.7,0.81,0.74,0.75,0.6,0.74,0.55,0.38,0.35,0.17,0.54,0.36,0.5,0.4,0.55,0.15,0.52,0.36,0.19,0.33,0.18,0.34,0.15,0.17,0.16,0.4,0.0,0.0,0.0,0.0,0.89,0.54,0.96,0.52,0.59,0.73,0.44,0.78,0.59,0.34,0.36,0.51,0.54,0.36,0.51,0.54,0.19,0.36,0.35,0.17,0.28,0.15,0.0,0.0,0.18,0.17,0.19,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.57,0.59,0.52,0.55,0.53,0.37,0.35,0.37,0.38,0.39,0.36,0.41,0.36,0.39,0.33,0.19,0.18,0.17,0.17,0.16,0.16,0.17,0.18,0.18,0.13,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95000000000002
08/30/2021,1.44,1.1,0.99,0.87,0.89,1.0,0.96,0.85,0.92,0.91,0.65,0.81,0.73,0.86,1.07,0.85,0.74,0.72,0.36,0.49,0.73,0.57,0.65,0.64,0.81,0.45,0.86,0.64,0.76,0.64,0.59,0.9,0.78,1.03,0.16,0.78,0.71,0.93,0.98,0.51,0.91,0.63,0.78,0.74,0.74,0.51,0.72,0.79,0.73,0.32,0.44,0.66,0.71,0.71,0.71,0.59,0.45,0.56,0.36,0.41,0.56,0.4,0.94,0.56,0.54,0.68,0.35,0.13,0.88,1.06,0.0,0.19,0.0,0.77,0.0,0.99,0.0,0.79,0.61,0.17,1.0,0.56,0.47,0.76,0.71,0.53,0.56,0.53,0.74,0.29,0.42,0.0,0.45,0.33,0.44,0.35,0.49,0.93,0.38,0.17,0.37,0.18,0.16,0.16,0.17,0.18,0.19,0.14,0.18,0.51,0.0,0.93,0.0,0.0,0.72,0.0,1.05,0.83,0.69,0.8,0.76,0.76,0.61,0.75,0.54,0.37,0.34,0.17,0.53,0.36,0.5,0.4,0.55,0.15,0.52,0.35,0.19,0.33,0.17,0.34,0.15,0.17,0.16,0.4,0.0,0.0,0.0,0.0,0.89,0.52,0.95,0.53,0.59,0.74,0.43,0.77,0.59,0.34,0.36,0.51,0.53,0.37,0.51,0.54,0.19,0.36,0.34,0.18,0.28,0.15,0.0,0.0,0.18,0.17,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.58,0.59,0.52,0.55,0.53,0.37,0.36,0.36,0.38,0.38,0.36,0.41,0.37,0.39,0.33,0.19,0.18,0.17,0.17,0.16,0.16,0.17,0.18,0.18,0.13,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.1
08/31/2021,1.36,1.11,1.01,0.88,0.9,0.99,0.98,0.87,0.92,0.89,0.69,0.84,0.73,0.81,1.06,0.86,0.74,0.69,0.36,0.48,0.74,0.57,0.65,0.65,0.8,0.46,0.86,0.65,0.78,0.64,0.61,0.9,0.77,1.03,0.17,0.8,0.71,0.93,0.99,0.5,0.91,0.64,0.77,0.74,0.75,0.52,0.73,0.79,0.72,0.32,0.45,0.67,0.7,0.73,0.71,0.59,0.45,0.56,0.36,0.4,0.56,0.41,0.94,0.56,0.53,0.68,0.35,0.13,0.88,1.07,0.0,0.19,0.0,0.76,0.0,0.99,0.0,0.75,0.61,0.18,0.99,0.56,0.48,0.75,0.72,0.51,0.56,0.53,0.73,0.29,0.41,0.0,0.41,0.32,0.44,0.35,0.49,0.95,0.38,0.17,0.38,0.17,0.16,0.16,0.17,0.18,0.19,0.14,0.18,0.51,0.0,0.93,0.0,0.0,0.71,0.0,1.04,0.85,0.69,0.8,0.76,0.75,0.6,0.75,0.54,0.37,0.35,0.17,0.53,0.36,0.5,0.4,0.54,0.15,0.52,0.35,0.19,0.31,0.17,0.34,0.15,0.17,0.16,0.4,0.0,0.0,0.0,0.0,0.9,0.52,0.97,0.53,0.59,0.73,0.43,0.79,0.59,0.33,0.36,0.51,0.53,0.37,0.52,0.54,0.19,0.36,0.34,0.17,0.29,0.15,0.0,0.0,0.18,0.17,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.58,0.58,0.52,0.55,0.53,0.37,0.36,0.36,0.38,0.38,0.36,0.41,0.37,0.39,0.32,0.19,0.18,0.17,0.17,0.16,0.16,0.17,0.18,0.17,0.14,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
09/01/2021,1.36,1.11,1.01,0.88,0.9,0.99,0.98,0.87,0.92,0.89,0.69,0.84,0.73,0.81,1.06,0.86,0.74,0.69,0.36,0.48,0.74,0.57,0.65,0.65,0.8,0.46,0.86,0.65,0.78,0.64,0.61,0.9,0.77,1.03,0.17,0.8,0.71,0.93,0.99,0.5,0.91,0.64,0.77,0.74,0.75,0.52,0.73,0.79,0.72,0.32,0.45,0.67,0.7,0.73,0.71,0.59,0.45,0.56,0.36,0.4,0.56,0.41,0.94,0.56,0.53,0.68,0.35,0.13,0.88,1.07,0.0,0.19,0.0,0.76,0.0,0.99,0.0,0.75,0.61,0.18,0.99,0.56,0.48,0.75,0.72,0.51,0.56,0.53,0.73,0.29,0.41,0.0,0.41,0.32,0.44,0.35,0.49,0.95,0.38,0.17,0.38,0.17,0.16,0.16,0.17,0.18,0.19,0.14,0.18,0.51,0.0,0.93,0.0,0.0,0.71,0.0,1.04,0.85,0.69,0.8,0.76,0.75,0.6,0.75,0.54,0.37,0.35,0.17,0.53,0.36,0.5,0.4,0.54,0.15,0.52,0.35,0.19,0.31,0.17,0.34,0.15,0.17,0.16,0.4,0.0,0.0,0.0,0.0,0.9,0.52,0.97,0.53,0.59,0.73,0.43,0.79,0.59,0.33,0.36,0.51,0.53,0.37,0.52,0.54,0.19,0.36,0.34,0.17,0.29,0.15,0.0,0.0,0.18,0.17,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.58,0.58,0.52,0.55,0.53,0.37,0.36,0.36,0.38,0.38,0.36,0.41,0.37,0.39,0.32,0.19,0.18,0.17,0.17,0.16,0.16,0.17,0.18,0.17,0.14,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
09/02/2021,1.31,1.11,1.0,0.89,0.91,1.0,0.97,0.85,0.92,0.91,0.67,0.82,0.73,0.82,1.05,0.84,0.73,0.69,0.36,0.48,0.74,0.57,0.64,0.65,0.81,0.46,0.86,0.65,0.78,0.65,0.61,0.9,0.77,1.03,0.18,0.79,0.7,0.93,0.98,0.51,0.9,0.66,0.77,0.75,0.75,0.51,0.72,0.79,0.72,0.32,0.45,0.65,0.7,0.7,0.72,0.6,0.46,0.55,0.36,0.4,0.56,0.43,0.95,0.56,0.53,0.68,0.36,0.13,0.89,1.06,0.0,0.19,0.0,0.76,0.0,0.99,0.0,0.74,0.6,0.17,1.01,0.56,0.48,0.75,0.73,0.52,0.56,0.53,0.74,0.28,0.41,0.0,0.4,0.32,0.45,0.35,0.49,0.94,0.38,0.17,0.37,0.17,0.16,0.16,0.17,0.18,0.19,0.14,0.18,0.5,0.0,0.93,0.0,0.0,0.72,0.0,1.05,0.86,0.68,0.81,0.76,0.75,0.61,0.75,0.54,0.37,0.35,0.18,0.54,0.35,0.5,0.4,0.54,0.15,0.52,0.35,0.18,0.31,0.17,0.34,0.15,0.17,0.16,0.4,0.0,0.0,0.0,0.0,0.9,0.53,0.96,0.53,0.6,0.74,0.44,0.79,0.58,0.32,0.37,0.51,0.53,0.36,0.52,0.54,0.19,0.36,0.34,0.18,0.28,0.15,0.0,0.0,0.17,0.17,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.58,0.59,0.52,0.55,0.53,0.37,0.36,0.36,0.38,0.38,0.36,0.41,0.36,0.39,0.32,0.19,0.18,0.17,0.17,0.15,0.16,0.17,0.18,0.17,0.13,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
09/03/2021,1.34,1.1,0.98,0.88,0.93,1.0,0.95,0.84,0.93,0.94,0.69,0.82,0.73,0.82,1.06,0.84,0.74,0.69,0.36,0.47,0.73,0.56,0.64,0.64,0.85,0.45,0.87,0.65,0.78,0.64,0.61,0.89,0.77,1.03,0.17,0.79,0.7,0.93,0.99,0.51,0.91,0.66,0.74,0.74,0.75,0.51,0.72,0.79,0.72,0.32,0.44,0.65,0.7,0.71,0.73,0.59,0.46,0.56,0.36,0.4,0.57,0.44,0.93,0.55,0.53,0.68,0.36,0.13,0.9,1.08,0.0,0.19,0.0,0.75,0.0,1.0,0.0,0.73,0.61,0.17,1.0,0.56,0.49,0.75,0.73,0.51,0.57,0.53,0.73,0.29,0.41,0.0,0.39,0.32,0.44,0.35,0.49,0.93,0.38,0.17,0.37,0.17,0.16,0.16,0.17,0.18,0.19,0.14,0.18,0.5,0.0,0.95,0.0,0.0,0.71,0.0,1.05,0.86,0.68,0.81,0.75,0.75,0.61,0.76,0.54,0.37,0.35,0.18,0.54,0.36,0.51,0.4,0.54,0.15,0.52,0.34,0.19,0.31,0.17,0.34,0.15,0.17,0.16,0.4,0.0,0.0,0.0,0.0,0.88,0.53,0.96,0.53,0.5,0.74,0.44,0.79,0.58,0.32,0.37,0.51,0.52,0.36,0.52,0.55,0.19,0.36,0.35,0.18,0.28,0.15,0.0,0.0,0.18,0.17,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.58,0.59,0.52,0.55,0.54,0.37,0.37,0.37,0.38,0.38,0.36,0.41,0.37,0.39,0.32,0.19,0.18,0.17,0.18,0.16,0.16,0.17,0.18,0.17,0.14,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/06/2021,1.4,1.09,0.97,0.9,0.9,1.0,1.01,0.86,0.93,1.01,0.7,0.83,0.72,0.81,1.07,0.85,0.74,0.67,0.36,0.48,0.72,0.56,0.62,0.63,0.83,0.45,0.87,0.65,0.77,0.63,0.6,0.91,0.78,1.03,0.17,0.78,0.7,0.95,0.97,0.5,0.9,0.65,0.72,0.75,0.74,0.5,0.72,0.8,0.72,0.32,0.44,0.64,0.68,0.71,0.73,0.59,0.45,0.56,0.33,0.43,0.56,0.45,0.9,0.57,0.52,0.68,0.36,0.13,0.9,1.09,0.0,0.19,0.0,0.75,0.0,1.01,0.0,0.7,0.6,0.17,1.01,0.56,0.49,0.75,0.71,0.51,0.58,0.54,0.74,0.28,0.41,0.0,0.39,0.31,0.44,0.34,0.48,0.93,0.38,0.16,0.37,0.17,0.16,0.16,0.17,0.18,0.19,0.14,0.18,0.52,0.0,0.96,0.0,0.0,0.72,0.0,1.06,0.86,0.67,0.82,0.75,0.75,0.62,0.75,0.55,0.37,0.33,0.18,0.54,0.35,0.52,0.41,0.55,0.15,0.51,0.34,0.18,0.3,0.17,0.34,0.15,0.16,0.16,0.4,0.0,0.0,0.0,0.0,0.87,0.54,0.95,0.54,0.5,0.73,0.44,0.77,0.57,0.33,0.38,0.51,0.51,0.36,0.49,0.56,0.19,0.36,0.34,0.18,0.29,0.15,0.0,0.0,0.18,0.17,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.59,0.58,0.53,0.55,0.54,0.37,0.38,0.37,0.39,0.39,0.37,0.42,0.36,0.4,0.32,0.2,0.19,0.17,0.18,0.16,0.16,0.18,0.19,0.16,0.14,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/07/2021,1.46,1.11,0.99,0.9,0.91,1.0,1.01,0.85,0.93,0.98,0.68,0.82,0.72,0.8,1.07,0.85,0.73,0.68,0.35,0.47,0.73,0.56,0.61,0.62,0.78,0.45,0.88,0.65,0.77,0.63,0.6,0.89,0.77,1.04,0.17,0.79,0.7,0.94,0.97,0.52,0.9,0.65,0.71,0.75,0.73,0.51,0.71,0.8,0.73,0.31,0.45,0.63,0.68,0.71,0.74,0.59,0.45,0.56,0.33,0.43,0.56,0.46,0.91,0.57,0.51,0.68,0.36,0.13,0.89,1.09,0.0,0.19,0.0,0.74,0.0,1.01,0.0,0.72,0.61,0.17,1.02,0.56,0.49,0.74,0.71,0.51,0.57,0.53,0.74,0.29,0.41,0.0,0.38,0.31,0.44,0.34,0.47,0.94,0.37,0.16,0.37,0.17,0.16,0.16,0.17,0.18,0.19,0.14,0.18,0.51,0.0,0.96,0.0,0.0,0.72,0.0,1.06,0.88,0.66,0.82,0.75,0.74,0.61,0.74,0.55,0.37,0.33,0.18,0.54,0.35,0.51,0.4,0.54,0.15,0.51,0.34,0.18,0.3,0.16,0.33,0.15,0.16,0.16,0.4,0.0,0.0,0.0,0.0,0.91,0.57,0.95,0.68,0.51,0.73,0.44,0.77,0.56,0.32,0.37,0.51,0.51,0.36,0.49,0.56,0.2,0.36,0.34,0.18,0.28,0.14,0.0,0.0,0.18,0.17,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.59,0.59,0.53,0.55,0.53,0.37,0.37,0.37,0.38,0.39,0.37,0.42,0.36,0.4,0.32,0.2,0.18,0.17,0.18,0.15,0.16,0.18,0.19,0.15,0.14,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/08/2021,1.46,1.11,0.99,0.9,0.91,1.0,1.01,0.85,0.93,0.98,0.68,0.82,0.72,0.8,1.07,0.85,0.73,0.68,0.35,0.47,0.73,0.56,0.61,0.62,0.78,0.45,0.88,0.65,0.77,0.63,0.6,0.89,0.77,1.04,0.17,0.79,0.7,0.94,0.97,0.52,0.9,0.65,0.71,0.75,0.73,0.51,0.71,0.8,0.73,0.31,0.45,0.63,0.68,0.71,0.74,0.59,0.45,0.56,0.33,0.43,0.56,0.46,0.91,0.57,0.51,0.68,0.36,0.13,0.89,1.09,0.0,0.19,0.0,0.74,0.0,1.01,0.0,0.72,0.61,0.17,1.02,0.56,0.49,0.74,0.71,0.51,0.57,0.53,0.74,0.29,0.41,0.0,0.38,0.31,0.44,0.34,0.47,0.94,0.37,0.16,0.37,0.17,0.16,0.16,0.17,0.18,0.19,0.14,0.18,0.51,0.0,0.96,0.0,0.0,0.72,0.0,1.06,0.88,0.66,0.82,0.75,0.74,0.61,0.74,0.55,0.37,0.33,0.18,0.54,0.35,0.51,0.4,0.54,0.15,0.51,0.34,0.18,0.3,0.16,0.33,0.15,0.16,0.16,0.4,0.0,0.0,0.0,0.0,0.91,0.57,0.95,0.68,0.51,0.73,0.44,0.77,0.56,0.32,0.37,0.51,0.51,0.36,0.49,0.56,0.2,0.36,0.34,0.18,0.28,0.14,0.0,0.0,0.18,0.17,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.59,0.59,0.53,0.55,0.53,0.37,0.37,0.37,0.38,0.39,0.37,0.42,0.36,0.4,0.32,0.2,0.18,0.17,0.18,0.15,0.16,0.18,0.19,0.15,0.14,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
