,COF,USB,BRK.B,AXP,WFC,PNC,MKL,BAC,CB,JPM,BK,BAER.SW,D05.SI,L,DNB.OL,SCHW,DANSKE.CO,Y,RKT,NTB,MTB,STT,RE,TFC,GLRE,BPFH,300888.SZ,2318.HK,MTRO.L,n/a,SUM
12/09/2021,9.29,7.18,6.14,3.94,6.03,5.15,4.92,5.2,6.31,4.64,4.59,4.06,4.08,3.87,3.62,3.85,3.09,2.96,2.08,2.49,1.73,1.12,0.94,0.92,0.38,0.0,0.0,0.0,0.21,1.23,100.01999999999998
12/10/2021,9.29,7.18,6.14,3.94,6.03,5.15,4.92,5.2,6.31,4.64,4.59,4.06,4.08,3.87,3.62,3.85,3.09,2.96,2.08,2.49,1.73,1.12,0.94,0.92,0.38,0.0,0.0,0.0,0.21,1.23,100.01999999999998
12/13/2021,9.29,7.18,6.14,3.94,6.03,5.15,4.92,5.2,6.31,4.64,4.59,4.06,4.08,3.87,3.62,3.85,3.09,2.96,2.08,2.49,1.73,1.12,0.94,0.92,0.38,0.0,0.0,0.0,0.21,1.23,100.01999999999998
12/14/2021,9.29,7.18,6.14,3.94,6.03,5.15,4.92,5.2,6.31,4.64,4.59,4.06,4.08,3.87,3.62,3.85,3.09,2.96,2.08,2.49,1.73,1.12,0.94,0.92,0.38,0.0,0.0,0.0,0.21,1.23,100.01999999999998
12/15/2021,9.29,7.18,6.14,3.94,6.03,5.15,4.92,5.2,6.31,4.64,4.59,4.06,4.08,3.87,3.62,3.85,3.09,2.96,2.08,2.49,1.73,1.12,0.94,0.92,0.38,0.0,0.0,0.0,0.21,1.23,100.01999999999998
12/16/2021,9.29,7.18,6.14,3.94,6.03,5.15,4.92,5.2,6.31,4.64,4.59,4.06,4.08,3.87,3.62,3.85,3.09,2.96,2.08,2.49,1.73,1.12,0.94,0.92,0.38,0.0,0.0,0.0,0.21,1.23,100.01999999999998
12/17/2021,9.29,7.18,6.14,3.94,6.03,5.15,4.92,5.2,6.31,4.64,4.59,4.06,4.08,3.87,3.62,3.85,3.09,2.96,2.08,2.49,1.73,1.12,0.94,0.92,0.38,0.0,0.0,0.0,0.21,1.23,100.01999999999998
12/20/2021,9.29,7.18,6.14,3.94,6.03,5.15,4.92,5.2,6.31,4.64,4.59,4.06,4.08,3.87,3.62,3.85,3.09,2.96,2.08,2.49,1.73,1.12,0.94,0.92,0.38,0.0,0.0,0.0,0.21,1.23,100.01999999999998
12/21/2021,9.36,7.11,6.45,3.99,6.05,5.02,4.84,5.08,6.61,4.57,4.66,4.01,4.08,3.97,3.44,3.93,3.02,2.93,1.99,2.45,1.72,1.09,0.94,0.88,0.39,0.0,0.0,0.0,0.19,1.24,100.01
12/22/2021,9.36,7.11,6.45,3.99,6.05,5.02,4.84,5.08,6.61,4.57,4.66,4.01,4.08,3.97,3.44,3.93,3.02,2.93,1.99,2.45,1.72,1.09,0.94,0.88,0.39,0.0,0.0,0.0,0.19,1.24,100.01
12/23/2021,9.32,7.05,6.45,4.01,5.9,5.02,4.9,5.07,6.55,4.56,4.69,4.0,4.16,3.98,3.47,3.98,2.95,2.95,2.02,2.51,1.69,1.11,0.95,0.87,0.4,0.0,0.0,0.0,0.19,1.26,100.01
12/24/2021,9.14,7.09,6.5,3.99,5.89,5.0,4.89,5.09,6.55,4.58,4.7,4.06,4.25,3.98,3.53,3.95,3.0,2.91,1.93,2.49,1.7,1.11,0.95,0.86,0.4,0.0,0.0,0.0,0.18,1.28,100.0
12/27/2021,9.29,7.07,6.45,4.04,5.89,5.01,4.78,5.11,6.47,4.55,4.72,4.11,4.19,3.98,3.55,3.99,3.01,2.88,1.94,2.49,1.71,1.11,0.94,0.87,0.39,0.0,0.0,0.0,0.18,1.27,99.99
12/28/2021,9.28,7.05,6.4,4.07,5.88,4.98,4.8,5.07,6.51,4.53,4.69,4.14,4.16,3.95,3.59,4.04,3.04,2.89,1.97,2.5,1.71,1.11,0.94,0.87,0.39,0.0,0.0,0.0,0.2,1.24,100.0
12/29/2021,9.28,7.05,6.4,4.07,5.88,4.98,4.8,5.07,6.51,4.53,4.69,4.14,4.16,3.95,3.59,4.04,3.04,2.89,1.97,2.5,1.71,1.11,0.94,0.87,0.39,0.0,0.0,0.0,0.2,1.24,100.0
12/30/2021,9.28,7.05,6.4,4.07,5.88,4.98,4.8,5.07,6.51,4.53,4.69,4.14,4.16,3.95,3.59,4.04,3.04,2.89,1.97,2.5,1.71,1.11,0.94,0.87,0.39,0.0,0.0,0.0,0.2,1.24,100.0
12/31/2021,9.28,7.05,6.4,4.07,5.88,4.98,4.8,5.07,6.51,4.53,4.69,4.14,4.16,3.95,3.59,4.04,3.04,2.89,1.97,2.5,1.71,1.11,0.94,0.87,0.39,0.0,0.0,0.0,0.2,1.24,100.0
01/03/2022,9.22,7.01,6.44,4.02,5.83,5.01,4.88,5.05,6.57,4.52,4.66,4.16,4.18,3.99,3.64,3.99,3.06,2.95,1.83,2.49,1.73,1.11,0.96,0.87,0.4,0.0,0.0,0.0,0.2,1.24,100.01000000000002
01/03/2022,9.24,6.98,6.47,4.04,5.81,5.02,4.86,5.05,6.55,4.53,4.64,4.15,4.17,3.98,3.64,3.98,3.06,2.96,1.89,2.49,1.73,1.1,0.96,0.87,0.42,0.0,0.0,0.0,0.2,1.23,100.02
01/03/2022,9.24,6.98,6.47,4.04,5.81,5.02,4.86,5.05,6.55,4.53,4.64,4.15,4.17,3.98,3.64,3.98,3.06,2.96,1.89,2.49,1.73,1.1,0.96,0.87,0.42,0.0,0.0,0.0,0.2,1.23,100.02
01/04/2022,9.24,6.98,6.47,4.04,5.81,5.02,4.86,5.05,6.55,4.53,4.64,4.15,4.17,3.98,3.64,3.98,3.06,2.96,1.89,2.49,1.73,1.1,0.96,0.87,0.42,0.0,0.0,0.0,0.2,1.23,100.02
01/05/2022,9.24,6.98,6.47,4.04,5.81,5.02,4.86,5.05,6.55,4.53,4.64,4.15,4.17,3.98,3.64,3.98,3.06,2.96,1.89,2.49,1.73,1.1,0.96,0.87,0.42,0.0,0.0,0.0,0.2,1.23,100.02
01/06/2022,9.24,6.98,6.47,4.04,5.81,5.02,4.86,5.05,6.55,4.53,4.64,4.15,4.17,3.98,3.64,3.98,3.06,2.96,1.89,2.49,1.73,1.1,0.96,0.87,0.42,0.0,0.0,0.0,0.2,1.23,100.02
01/10/2022,9.13,7.04,6.48,4.1,6.21,5.14,4.72,5.19,6.38,4.54,4.74,4.01,4.07,3.92,3.54,4.08,3.15,2.81,1.76,2.48,1.81,1.11,0.91,0.89,0.4,0.0,0.0,0.0,0.2,1.2,100.01
01/11/2022,9.13,7.12,6.44,4.06,6.27,5.25,4.67,5.21,6.4,4.51,4.75,4.02,4.09,3.89,3.49,4.07,3.08,2.76,1.71,2.49,1.85,1.12,0.91,0.91,0.4,0.0,0.0,0.0,0.2,1.21,100.01
01/12/2022,9.13,7.12,6.44,4.06,6.27,5.25,4.67,5.21,6.4,4.51,4.75,4.02,4.09,3.89,3.49,4.07,3.08,2.76,1.71,2.49,1.85,1.12,0.91,0.91,0.4,0.0,0.0,0.0,0.2,1.21,100.01
01/13/2022,9.13,7.12,6.44,4.06,6.27,5.25,4.67,5.21,6.4,4.51,4.75,4.02,4.09,3.89,3.49,4.07,3.08,2.76,1.71,2.49,1.85,1.12,0.91,0.91,0.4,0.0,0.0,0.0,0.2,1.21,100.01
01/14/2022,9.34,7.16,6.4,4.0,6.37,5.19,4.6,5.18,6.27,4.44,4.75,3.89,4.2,3.9,3.51,4.1,3.09,2.79,1.69,2.5,1.86,1.12,0.92,0.91,0.38,0.0,0.0,0.0,0.19,1.24,99.98999999999998
01/17/2022,9.31,7.17,6.38,3.96,6.38,5.19,4.61,5.12,6.19,4.44,4.76,3.94,4.21,3.88,3.6,4.12,3.19,2.75,1.69,2.5,1.87,1.13,0.91,0.91,0.37,0.0,0.0,0.0,0.2,1.24,100.02
01/18/2022,9.43,7.27,6.46,3.83,6.47,5.05,4.67,4.94,6.15,4.17,4.78,3.95,4.25,3.92,3.6,4.16,3.28,2.78,1.59,2.51,1.93,1.13,0.94,0.93,0.36,0.0,0.0,0.0,0.2,1.24,99.99
01/19/2022,9.43,7.27,6.46,3.83,6.47,5.05,4.67,4.94,6.15,4.17,4.78,3.95,4.25,3.92,3.6,4.16,3.28,2.78,1.59,2.51,1.93,1.13,0.94,0.93,0.36,0.0,0.0,0.0,0.2,1.24,99.99
01/20/2022,9.43,7.27,6.46,3.83,6.47,5.05,4.67,4.94,6.15,4.17,4.78,3.95,4.25,3.92,3.6,4.16,3.28,2.78,1.59,2.51,1.93,1.13,0.94,0.93,0.36,0.0,0.0,0.0,0.2,1.24,99.99
01/21/2022,9.43,7.27,6.46,3.83,6.47,5.05,4.67,4.94,6.15,4.17,4.78,3.95,4.25,3.92,3.6,4.16,3.28,2.78,1.59,2.51,1.93,1.13,0.94,0.93,0.36,0.0,0.0,0.0,0.2,1.24,99.99
01/24/2022,9.27,6.86,6.54,3.82,6.45,4.93,4.71,4.99,6.26,4.1,4.63,4.13,4.44,3.95,3.73,4.15,3.36,2.8,1.64,2.51,1.91,1.07,0.96,0.93,0.36,0.0,0.0,0.0,0.21,1.29,100.0
01/25/2022,9.27,6.88,6.52,3.85,6.34,4.86,4.74,4.88,6.36,4.04,4.73,4.16,4.47,3.95,3.73,4.18,3.35,2.83,1.63,2.46,1.82,1.08,0.97,0.91,0.36,0.0,0.0,0.0,0.2,1.4,99.97
01/26/2022,9.27,6.88,6.52,3.85,6.34,4.86,4.74,4.88,6.36,4.04,4.73,4.16,4.47,3.95,3.73,4.18,3.35,2.83,1.63,2.46,1.82,1.08,0.97,0.91,0.36,0.0,0.0,0.0,0.2,1.4,99.97
01/27/2022,9.23,6.79,6.53,3.88,6.32,4.82,4.78,4.9,6.46,4.05,4.61,4.18,4.49,3.97,3.72,4.17,3.38,2.85,1.64,2.47,1.79,1.07,0.98,0.91,0.38,0.0,0.0,0.0,0.21,1.42,100.0
01/28/2022,9.48,7.0,6.5,4.18,6.24,4.85,4.61,4.9,6.45,4.05,4.7,3.95,4.46,3.94,3.66,4.09,3.35,2.79,1.65,2.41,1.82,1.09,0.98,0.92,0.38,0.0,0.0,0.0,0.2,1.34,99.99000000000001
