,ICF,MTUM,GLD,VIG,MGK,IOO,QQQ,RSP,IJH,IWD,MSFT,AAPL,VHT,IJJ,AMAT,SMH,NEAR,ICSH,MINT,STIP,V,ITB,XHB,XLF,MS,TPX,IGSB,n/a,URI,HD,HON,DE,DIS,LMT,CAT,CMI,TXN,MGM,FCX,FGXXX,VZ,PEP,JPST,PLLDA.AX,IYT,EWW,ROK,FDX,NKE,REGN,AN,IWM,BX,XLE,USBFS04,EWU,VGK,TSLA,SUM
11/10/2021,9.39,5.65,3.78,5.64,3.89,4.98,3.67,5.08,5.05,2.93,1.78,1.4,2.69,3.72,1.84,2.28,2.03,0.0,2.03,5.02,1.22,1.53,1.36,2.34,1.0,0.47,1.17,1.0,1.1,1.04,0.93,0.7,0.43,0.46,0.9,0.92,0.43,0.54,0.51,0.0,0.0,0.0,1.21,0.0,4.09,0.9,0.78,0.84,0.58,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/11/2021,9.36,5.62,3.81,5.64,3.87,4.97,3.65,5.09,5.07,2.93,1.77,1.4,2.65,3.76,1.87,2.29,2.02,0.0,2.02,5.0,1.26,1.55,1.37,2.33,0.99,0.47,1.17,1.0,1.11,1.02,0.94,0.71,0.44,0.46,0.9,0.92,0.43,0.57,0.51,0.0,0.0,0.0,1.2,0.0,4.11,0.9,0.77,0.83,0.59,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/12/2021,9.34,5.62,3.81,5.63,3.86,4.96,3.64,5.09,5.06,2.93,1.77,1.39,2.66,3.75,1.87,2.33,2.01,0.0,2.01,4.99,1.27,1.55,1.37,2.34,0.99,0.47,1.16,1.0,1.11,1.02,0.94,0.72,0.44,0.46,0.94,0.92,0.43,0.55,0.54,0.0,0.0,0.0,1.2,0.0,4.12,0.91,0.76,0.85,0.57,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
11/15/2021,9.42,5.53,3.92,5.64,3.81,4.95,3.6,5.11,5.07,2.94,1.76,1.37,2.66,3.76,1.89,2.31,2.03,0.0,2.03,5.04,1.22,1.58,1.39,2.35,0.99,0.46,1.17,0.99,1.08,1.02,0.93,0.71,0.41,0.46,0.92,0.92,0.42,0.52,0.57,0.0,0.0,0.0,1.2,0.0,4.11,0.89,0.75,0.86,0.55,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98999999999998
11/16/2021,9.42,5.53,3.92,5.64,3.81,4.95,3.6,5.11,5.07,2.94,1.76,1.37,2.66,3.76,1.89,2.31,2.03,0.0,2.03,5.04,1.22,1.58,1.39,2.35,0.99,0.46,1.17,0.99,1.08,1.02,0.93,0.71,0.41,0.46,0.92,0.92,0.42,0.52,0.57,0.0,0.0,0.0,1.2,0.0,4.11,0.89,0.75,0.86,0.55,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98999999999998
11/17/2021,9.42,5.53,3.92,5.64,3.81,4.95,3.6,5.11,5.07,2.94,1.76,1.37,2.66,3.76,1.89,2.31,2.03,0.0,2.03,5.04,1.22,1.58,1.39,2.35,0.99,0.46,1.17,0.99,1.08,1.02,0.93,0.71,0.41,0.46,0.92,0.92,0.42,0.52,0.57,0.0,0.0,0.0,1.2,0.0,4.11,0.89,0.75,0.86,0.55,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98999999999998
11/18/2021,9.37,5.53,3.91,5.64,3.84,4.96,3.61,5.1,5.06,2.93,1.77,1.38,2.65,3.75,1.91,2.32,2.02,0.0,2.01,5.01,1.23,1.6,1.41,2.34,0.99,0.47,1.16,1.02,1.08,1.03,0.93,0.72,0.4,0.46,0.92,0.92,0.42,0.51,0.57,0.0,0.0,0.0,1.2,0.0,4.1,0.89,0.76,0.86,0.56,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/19/2021,9.43,5.51,3.9,5.64,3.83,4.95,3.61,5.11,5.07,2.93,1.77,1.38,2.63,3.76,1.91,2.32,2.02,0.0,2.01,5.02,1.23,1.59,1.4,2.34,0.99,0.47,1.16,1.02,1.08,1.03,0.93,0.72,0.39,0.46,0.91,0.91,0.42,0.52,0.56,0.0,0.0,0.0,1.2,0.0,4.09,0.88,0.76,0.86,0.56,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/22/2021,9.36,5.52,3.86,5.65,3.86,4.95,3.63,5.1,5.06,2.92,1.78,1.39,2.64,3.75,1.92,2.34,2.01,0.0,2.01,5.02,1.24,1.61,1.43,2.33,1.0,0.48,1.15,1.02,1.07,1.08,0.92,0.72,0.39,0.46,0.9,0.91,0.42,0.52,0.54,0.0,0.0,0.0,1.19,0.0,4.08,0.87,0.77,0.86,0.56,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/23/2021,9.36,5.52,3.86,5.65,3.86,4.95,3.63,5.1,5.06,2.92,1.78,1.39,2.64,3.75,1.92,2.34,2.01,0.0,2.01,5.02,1.24,1.61,1.43,2.33,1.0,0.48,1.15,1.02,1.07,1.08,0.92,0.72,0.39,0.46,0.9,0.91,0.42,0.52,0.54,0.0,0.0,0.0,1.19,0.0,4.08,0.87,0.77,0.86,0.56,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/24/2021,9.43,5.47,3.88,5.64,3.93,5.0,3.7,5.05,5.02,2.88,1.81,1.48,2.63,3.71,1.84,2.41,2.02,0.0,2.02,5.02,1.16,1.64,1.44,2.28,0.96,0.46,1.16,1.09,1.06,1.13,0.91,0.69,0.38,0.46,0.88,0.87,0.44,0.5,0.53,0.0,0.0,0.0,1.2,0.0,4.04,0.38,0.79,0.83,0.58,0.7,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97999999999998
11/25/2021,9.43,5.47,3.88,5.64,3.93,5.0,3.7,5.05,5.02,2.88,1.81,1.48,2.63,3.71,1.84,2.41,2.02,0.0,2.02,5.02,1.16,1.64,1.44,2.28,0.96,0.46,1.16,1.09,1.06,1.13,0.91,0.69,0.38,0.46,0.88,0.87,0.44,0.5,0.53,0.0,0.0,0.0,1.2,0.0,4.04,0.38,0.79,0.83,0.58,0.7,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97999999999998
11/26/2021,9.47,5.49,4.1,5.66,3.87,5.0,3.65,5.08,5.03,2.92,1.78,1.49,2.61,3.75,1.82,2.36,2.02,0.0,2.02,5.02,1.15,1.65,1.44,2.35,1.01,0.46,1.16,1.09,1.06,1.13,0.9,0.7,0.38,0.47,0.9,0.88,0.43,0.48,0.54,0.0,0.0,0.0,1.2,0.0,4.09,0.0,0.79,0.84,0.57,0.7,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
11/29/2021,9.47,5.49,4.1,5.66,3.87,5.0,3.65,5.08,5.03,2.92,1.78,1.49,2.61,3.75,1.82,2.36,2.02,0.0,2.02,5.02,1.15,1.65,1.44,2.35,1.01,0.46,1.16,1.09,1.06,1.13,0.9,0.7,0.38,0.47,0.9,0.88,0.43,0.48,0.54,0.0,0.0,0.0,1.2,0.0,4.09,0.0,0.79,0.84,0.57,0.7,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
11/30/2021,9.6,5.51,4.5,5.66,3.89,5.0,3.66,5.09,5.02,2.92,1.78,1.5,2.62,3.74,1.82,2.38,2.02,0.0,2.02,5.02,0.44,1.64,1.44,2.34,1.01,0.46,0.61,1.13,1.06,1.14,0.89,0.73,0.38,0.46,0.91,0.88,0.43,0.49,0.54,0.0,0.0,0.0,1.2,0.0,4.07,0.0,0.79,0.83,0.57,0.7,0.51,0.61,0.0,0.0,0.0,0.0,0.0,0.0,100.00999999999998
12/01/2021,9.53,5.51,4.58,5.65,3.88,4.97,3.66,5.05,4.95,2.9,1.77,1.48,2.65,3.68,1.79,2.36,2.06,0.0,2.06,5.12,0.44,1.63,1.44,2.31,0.99,0.45,0.63,1.41,1.04,1.14,0.89,0.73,0.38,0.47,0.89,0.87,0.43,0.49,0.53,0.0,0.0,0.0,1.22,0.0,4.02,0.0,0.79,0.83,0.56,0.7,0.52,0.6,0.0,0.0,0.0,0.0,0.0,0.0,100.04999999999998
12/02/2021,9.53,5.51,4.58,5.65,3.88,4.97,3.66,5.05,4.95,2.9,1.77,1.48,2.65,3.68,1.79,2.36,2.06,0.0,2.06,5.12,0.44,1.63,1.44,2.31,0.99,0.45,0.63,1.41,1.04,1.14,0.89,0.73,0.38,0.47,0.89,0.87,0.43,0.49,0.53,0.0,0.0,0.0,1.22,0.0,4.02,0.0,0.79,0.83,0.56,0.7,0.52,0.6,0.0,0.0,0.0,0.0,0.0,0.0,100.04999999999998
12/06/2021,9.53,5.52,4.52,5.64,3.9,4.96,3.69,5.03,4.9,2.88,1.79,1.49,2.61,3.62,1.86,2.42,2.03,0.0,2.03,5.05,0.43,1.62,1.42,2.29,0.97,0.45,0.62,1.39,1.01,1.14,0.87,0.7,0.37,0.46,0.87,0.85,0.44,0.47,0.53,0.0,0.0,0.0,1.21,0.0,3.97,0.0,0.78,0.83,0.56,0.71,0.52,1.04,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/07/2021,9.53,5.52,4.52,5.64,3.9,4.96,3.69,5.03,4.9,2.88,1.79,1.49,2.61,3.62,1.86,2.42,2.03,0.0,2.03,5.05,0.43,1.62,1.42,2.29,0.97,0.45,0.62,1.39,1.01,1.14,0.87,0.7,0.37,0.46,0.87,0.85,0.44,0.47,0.53,0.0,0.0,0.0,1.21,0.0,3.97,0.0,0.78,0.83,0.56,0.71,0.52,1.04,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/08/2021,9.53,5.52,4.52,5.64,3.9,4.96,3.69,5.03,4.9,2.88,1.79,1.49,2.61,3.62,1.86,2.42,2.03,0.0,2.03,5.05,0.43,1.62,1.42,2.29,0.97,0.45,0.62,1.39,1.01,1.14,0.87,0.7,0.37,0.46,0.87,0.85,0.44,0.47,0.53,0.0,0.0,0.0,1.21,0.0,3.97,0.0,0.78,0.83,0.56,0.71,0.52,1.04,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/09/2021,9.53,5.52,4.52,5.64,3.9,4.96,3.69,5.03,4.9,2.88,1.79,1.49,2.61,3.62,1.86,2.42,2.03,0.0,2.03,5.05,0.43,1.62,1.42,2.29,0.97,0.45,0.62,1.39,1.01,1.14,0.87,0.7,0.37,0.46,0.87,0.85,0.44,0.47,0.53,0.0,0.0,0.0,1.21,0.0,3.97,0.0,0.78,0.83,0.56,0.71,0.52,1.04,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/10/2021,9.53,5.52,4.52,5.64,3.9,4.96,3.69,5.03,4.9,2.88,1.79,1.49,2.61,3.62,1.86,2.42,2.03,0.0,2.03,5.05,0.43,1.62,1.42,2.29,0.97,0.45,0.62,1.39,1.01,1.14,0.87,0.7,0.37,0.46,0.87,0.85,0.44,0.47,0.53,0.0,0.0,0.0,1.21,0.0,3.97,0.0,0.78,0.83,0.56,0.71,0.52,1.04,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/13/2021,9.53,5.52,4.52,5.64,3.9,4.96,3.69,5.03,4.9,2.88,1.79,1.49,2.61,3.62,1.86,2.42,2.03,0.0,2.03,5.05,0.43,1.62,1.42,2.29,0.97,0.45,0.62,1.39,1.01,1.14,0.87,0.7,0.37,0.46,0.87,0.85,0.44,0.47,0.53,0.0,0.0,0.0,1.21,0.0,3.97,0.0,0.78,0.83,0.56,0.71,0.52,1.04,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/14/2021,9.53,5.52,4.52,5.64,3.9,4.96,3.69,5.03,4.9,2.88,1.79,1.49,2.61,3.62,1.86,2.42,2.03,0.0,2.03,5.05,0.43,1.62,1.42,2.29,0.97,0.45,0.62,1.39,1.01,1.14,0.87,0.7,0.37,0.46,0.87,0.85,0.44,0.47,0.53,0.0,0.0,0.0,1.21,0.0,3.97,0.0,0.78,0.83,0.56,0.71,0.52,1.04,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/15/2021,9.53,5.52,4.52,5.64,3.9,4.96,3.69,5.03,4.9,2.88,1.79,1.49,2.61,3.62,1.86,2.42,2.03,0.0,2.03,5.05,0.43,1.62,1.42,2.29,0.97,0.45,0.62,1.39,1.01,1.14,0.87,0.7,0.37,0.46,0.87,0.85,0.44,0.47,0.53,0.0,0.0,0.0,1.21,0.0,3.97,0.0,0.78,0.83,0.56,0.71,0.52,1.04,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/16/2021,9.53,5.52,4.52,5.64,3.9,4.96,3.69,5.03,4.9,2.88,1.79,1.49,2.61,3.62,1.86,2.42,2.03,0.0,2.03,5.05,0.43,1.62,1.42,2.29,0.97,0.45,0.62,1.39,1.01,1.14,0.87,0.7,0.37,0.46,0.87,0.85,0.44,0.47,0.53,0.0,0.0,0.0,1.21,0.0,3.97,0.0,0.78,0.83,0.56,0.71,0.52,1.04,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/17/2021,9.53,5.52,4.52,5.64,3.9,4.96,3.69,5.03,4.9,2.88,1.79,1.49,2.61,3.62,1.86,2.42,2.03,0.0,2.03,5.05,0.43,1.62,1.42,2.29,0.97,0.45,0.62,1.39,1.01,1.14,0.87,0.7,0.37,0.46,0.87,0.85,0.44,0.47,0.53,0.0,0.0,0.0,1.21,0.0,3.97,0.0,0.78,0.83,0.56,0.71,0.52,1.04,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/20/2021,9.53,5.52,4.52,5.64,3.9,4.96,3.69,5.03,4.9,2.88,1.79,1.49,2.61,3.62,1.86,2.42,2.03,0.0,2.03,5.05,0.43,1.62,1.42,2.29,0.97,0.45,0.62,1.39,1.01,1.14,0.87,0.7,0.37,0.46,0.87,0.85,0.44,0.47,0.53,0.0,0.0,0.0,1.21,0.0,3.97,0.0,0.78,0.83,0.56,0.71,0.52,1.04,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/21/2021,9.71,5.32,4.49,5.78,3.89,5.07,3.66,5.07,4.85,2.91,1.77,1.67,2.7,3.61,1.89,2.41,2.03,0.0,2.03,5.02,0.46,1.71,1.46,2.29,0.99,0.5,0.61,0.45,0.97,1.14,0.88,0.69,0.38,0.47,0.89,0.85,0.43,0.47,0.52,0.0,0.0,0.0,1.21,0.0,3.96,0.0,0.8,0.83,0.54,0.71,0.47,1.02,0.44,0.0,0.0,0.0,0.0,0.0,100.02
12/22/2021,9.81,5.28,4.59,5.81,3.84,5.06,3.59,5.1,4.83,2.94,1.73,1.61,2.71,3.61,1.82,2.32,2.04,0.0,2.04,5.04,0.47,1.68,1.45,2.34,1.01,0.49,0.62,0.47,0.96,1.12,0.89,0.7,0.37,0.47,0.92,0.86,0.43,0.47,0.54,0.0,0.0,0.0,1.21,0.0,3.98,0.0,0.8,0.82,0.54,0.69,0.48,1.0,0.43,0.0,0.0,0.0,0.0,0.0,99.98000000000002
12/23/2021,9.91,5.22,4.64,5.73,3.83,5.06,3.6,5.06,4.82,2.93,1.74,1.62,2.74,3.57,1.83,2.32,2.08,0.0,2.08,5.12,0.46,1.65,1.41,2.27,0.98,0.49,0.63,0.66,0.94,1.11,0.86,0.7,0.38,0.47,0.88,0.83,0.42,0.49,0.53,0.0,0.0,0.0,1.24,0.0,3.97,0.0,0.79,0.86,0.53,0.67,0.46,1.02,0.42,0.0,0.0,0.0,0.0,0.0,100.01999999999998
12/24/2021,9.8,5.26,4.56,5.71,3.86,5.05,3.62,5.07,4.87,2.92,1.75,1.62,2.72,3.61,1.88,2.37,2.05,0.0,2.04,5.03,0.47,1.66,1.42,2.28,0.98,0.49,0.62,0.66,0.94,1.1,0.85,0.71,0.38,0.47,0.88,0.83,0.42,0.52,0.55,0.0,0.0,0.0,1.22,0.0,4.01,0.0,0.78,0.87,0.56,0.66,0.45,1.03,0.43,0.0,0.0,0.0,0.0,0.0,100.03
12/27/2021,9.81,5.27,4.56,5.7,3.88,5.06,3.63,5.07,4.87,2.92,1.76,1.63,2.72,3.61,1.87,2.37,2.03,0.0,2.03,5.01,0.47,1.68,1.43,2.27,0.98,0.49,0.61,0.65,0.92,1.1,0.85,0.7,0.38,0.46,0.89,0.82,0.42,0.52,0.56,0.0,0.0,0.0,1.21,0.0,4.0,0.0,0.77,0.86,0.55,0.67,0.45,1.03,0.45,0.0,0.0,0.0,0.0,0.0,99.99
12/28/2021,9.81,5.27,4.56,5.7,3.88,5.06,3.63,5.07,4.87,2.92,1.76,1.63,2.72,3.61,1.87,2.37,2.03,0.0,2.03,5.01,0.47,1.68,1.43,2.27,0.98,0.49,0.61,0.65,0.92,1.1,0.85,0.7,0.38,0.46,0.89,0.82,0.42,0.52,0.56,0.0,0.0,0.0,1.21,0.0,4.0,0.0,0.77,0.86,0.55,0.67,0.45,1.03,0.45,0.0,0.0,0.0,0.0,0.0,99.99
12/29/2021,9.73,5.28,4.54,5.7,3.88,5.04,3.64,5.07,4.88,2.91,1.76,1.63,2.72,3.62,1.9,2.38,2.02,0.0,2.01,4.97,0.47,1.67,1.43,2.27,0.99,0.49,0.61,0.72,0.93,1.1,0.86,0.7,0.38,0.47,0.9,0.83,0.42,0.52,0.57,0.0,0.0,0.0,1.2,0.0,4.03,0.0,0.77,0.87,0.54,0.67,0.45,1.03,0.46,0.0,0.0,0.0,0.0,0.0,100.03
12/30/2021,9.79,5.31,4.5,5.7,3.89,5.04,3.65,5.07,4.88,2.91,1.78,1.64,2.7,3.62,1.96,2.41,1.99,0.0,1.99,4.91,0.46,1.68,1.43,2.26,0.98,0.49,0.6,0.72,0.93,1.1,0.85,0.69,0.37,0.47,0.89,0.83,0.42,0.51,0.57,0.0,0.0,0.0,1.18,0.0,4.02,0.0,0.78,0.86,0.54,0.67,0.45,1.03,0.45,0.0,0.0,0.0,0.0,0.0,99.96999999999998
12/31/2021,9.84,5.27,4.48,5.72,3.88,5.04,3.64,5.08,4.88,2.92,1.78,1.64,2.7,3.63,1.93,2.39,1.99,0.0,1.99,4.92,0.46,1.69,1.43,2.26,0.98,0.49,0.6,0.73,0.93,1.11,0.85,0.69,0.38,0.47,0.89,0.83,0.42,0.5,0.57,0.0,0.0,0.0,1.18,0.0,4.03,0.0,0.78,0.86,0.54,0.68,0.45,1.02,0.44,0.0,0.0,0.0,0.0,0.0,99.98
01/03/2022,9.93,5.26,4.51,5.72,3.86,5.01,3.62,5.09,4.89,2.92,1.76,1.62,2.71,3.64,1.91,2.36,1.99,0.0,1.99,4.92,0.46,1.69,1.44,2.26,0.97,0.49,0.6,0.75,0.92,1.12,0.85,0.67,0.38,0.47,0.89,0.83,0.42,0.5,0.57,0.0,0.0,0.0,1.18,0.0,4.02,0.0,0.78,0.87,0.54,0.68,0.46,1.02,0.43,0.0,0.0,0.0,0.0,0.0,99.96999999999998
01/03/2022,9.93,5.26,4.51,5.72,3.86,5.01,3.62,5.09,4.89,2.92,1.76,1.62,2.71,3.64,1.91,2.36,1.99,0.0,1.99,4.92,0.46,1.69,1.44,2.26,0.97,0.49,0.6,0.75,0.92,1.12,0.85,0.67,0.38,0.47,0.89,0.83,0.42,0.5,0.57,0.0,0.0,0.0,1.18,0.0,4.02,0.0,0.78,0.87,0.54,0.68,0.46,1.02,0.43,0.0,0.0,0.0,0.0,0.0,99.96999999999998
01/03/2022,9.93,5.26,4.51,5.72,3.86,5.01,3.62,5.09,4.89,2.92,1.76,1.62,2.71,3.64,1.91,2.36,1.99,0.0,1.99,4.92,0.46,1.69,1.44,2.26,0.97,0.49,0.6,0.75,0.92,1.12,0.85,0.67,0.38,0.47,0.89,0.83,0.42,0.5,0.57,0.0,0.0,0.0,1.18,0.0,4.02,0.0,0.78,0.87,0.54,0.68,0.46,1.02,0.43,0.0,0.0,0.0,0.0,0.0,99.96999999999998
01/04/2022,9.93,5.26,4.51,5.72,3.86,5.01,3.62,5.09,4.89,2.92,1.76,1.62,2.71,3.64,1.91,2.36,1.99,0.0,1.99,4.92,0.46,1.69,1.44,2.26,0.97,0.49,0.6,0.75,0.92,1.12,0.85,0.67,0.38,0.47,0.89,0.83,0.42,0.5,0.57,0.0,0.0,0.0,1.18,0.0,4.02,0.0,0.78,0.87,0.54,0.68,0.46,1.02,0.43,0.0,0.0,0.0,0.0,0.0,99.96999999999998
01/05/2022,9.93,5.26,4.51,5.72,3.86,5.01,3.62,5.09,4.89,2.92,1.76,1.62,2.71,3.64,1.91,2.36,1.99,0.0,1.99,4.92,0.46,1.69,1.44,2.26,0.97,0.49,0.6,0.75,0.92,1.12,0.85,0.67,0.38,0.47,0.89,0.83,0.42,0.5,0.57,0.0,0.0,0.0,1.18,0.0,4.02,0.0,0.78,0.87,0.54,0.68,0.46,1.02,0.43,0.0,0.0,0.0,0.0,0.0,99.96999999999998
01/06/2022,9.93,5.26,4.51,5.72,3.86,5.01,3.62,5.09,4.89,2.92,1.76,1.62,2.71,3.64,1.91,2.36,1.99,0.0,1.99,4.92,0.46,1.69,1.44,2.26,0.97,0.49,0.6,0.75,0.92,1.12,0.85,0.67,0.38,0.47,0.89,0.83,0.42,0.5,0.57,0.0,0.0,0.0,1.18,0.0,4.02,0.0,0.78,0.87,0.54,0.68,0.46,1.02,0.43,0.0,0.0,0.0,0.0,0.0,99.96999999999998
01/07/2022,9.82,5.22,4.49,5.73,3.82,5.03,3.58,5.12,4.93,2.95,1.71,1.63,2.64,3.7,1.91,2.39,1.99,0.0,1.98,4.91,0.47,1.68,1.44,2.33,1.02,0.5,0.6,2.86,0.96,1.13,0.86,0.73,0.28,0.48,0.94,0.87,0.42,0.0,0.57,0.0,0.0,0.0,1.18,0.0,4.08,0.0,0.77,0.89,0.54,0.0,0.46,0.0,0.42,0.0,0.0,0.0,0.0,0.0,100.03
01/10/2022,9.69,5.14,4.56,5.77,3.76,5.04,3.53,5.13,4.9,2.97,1.67,1.62,2.65,3.7,1.88,2.35,2.02,0.0,2.02,4.98,0.47,1.67,1.42,2.35,1.01,0.49,0.61,2.91,0.95,1.13,0.88,0.74,0.28,0.48,0.96,0.88,0.42,0.0,0.58,0.0,0.0,0.0,1.2,0.0,4.09,0.0,0.77,0.9,0.53,0.0,0.45,0.0,0.4,0.0,0.0,0.0,0.0,0.0,99.95000000000002
01/11/2022,9.71,5.16,4.51,5.76,3.75,5.03,3.53,5.15,4.93,2.98,1.66,1.59,2.62,3.73,1.92,2.37,2.02,0.0,2.02,4.97,0.47,1.65,1.42,2.38,1.03,0.5,0.61,2.85,0.95,1.13,0.88,0.75,0.28,0.48,0.97,0.9,0.42,0.0,0.56,0.0,0.0,0.0,1.2,0.0,4.1,0.0,0.76,0.9,0.53,0.0,0.45,0.0,0.41,0.0,0.0,0.0,0.0,0.0,99.99
01/12/2022,9.69,5.14,4.55,5.76,3.73,5.07,3.51,5.17,4.92,3.0,1.67,1.6,2.62,3.75,1.86,2.31,2.04,0.0,2.03,5.0,0.47,1.58,1.38,2.43,1.04,0.48,0.61,2.86,0.93,1.1,0.91,0.76,0.29,0.49,0.99,0.92,0.4,0.0,0.58,0.0,0.0,0.0,1.21,0.0,4.12,0.0,0.75,0.91,0.52,0.0,0.46,0.0,0.4,0.0,0.0,0.0,0.0,0.0,100.01000000000002
01/13/2022,9.66,5.17,4.58,5.74,3.74,5.08,3.52,5.16,4.91,3.01,1.67,1.61,2.65,3.75,1.85,2.32,2.04,0.0,2.04,5.02,0.46,1.59,1.38,2.42,1.05,0.47,0.61,2.87,0.92,1.08,0.9,0.77,0.28,0.49,0.98,0.91,0.41,0.0,0.58,0.0,0.0,0.0,1.21,0.0,4.07,0.0,0.76,0.89,0.5,0.0,0.47,0.0,0.39,0.0,0.0,0.0,0.0,0.0,99.98
01/14/2022,9.48,5.14,4.55,5.66,3.72,5.04,3.51,5.11,4.87,2.98,1.65,1.61,2.63,3.71,1.85,2.33,2.01,0.0,2.0,4.94,0.46,1.6,1.38,2.4,1.05,0.47,0.6,2.82,0.93,1.06,0.9,0.75,0.28,0.49,0.96,0.9,0.41,0.0,0.59,0.0,0.0,0.0,1.19,0.0,3.99,0.0,0.76,0.87,0.49,0.0,0.46,0.0,0.41,1.01,0.0,0.0,0.0,0.0,100.01999999999998
01/17/2022,9.57,5.2,4.6,5.71,3.77,5.1,3.55,5.15,4.89,3.0,1.68,1.62,2.63,3.73,1.95,2.36,2.02,0.0,2.02,4.97,0.46,1.61,1.39,2.42,1.02,0.47,0.61,1.86,0.94,1.08,0.91,0.75,0.28,0.49,0.97,0.9,0.42,0.0,0.63,0.0,0.0,0.0,1.2,0.0,4.02,0.0,0.76,0.88,0.5,0.0,0.45,0.0,0.42,1.02,0.0,0.0,0.0,0.0,99.98
01/18/2022,9.61,5.09,4.62,5.71,3.69,5.07,3.49,5.17,4.92,3.01,1.62,1.6,2.6,3.77,1.94,2.34,2.03,0.0,2.03,5.01,0.46,1.64,1.39,2.43,1.03,0.46,0.61,1.91,0.95,1.08,0.92,0.76,0.28,0.49,1.0,0.92,0.41,0.0,0.62,0.0,0.0,0.0,1.21,0.0,4.06,0.0,0.76,0.89,0.49,0.0,0.45,0.0,0.41,1.03,0.0,0.0,0.0,0.0,99.98
01/19/2022,9.61,5.09,4.62,5.71,3.69,5.07,3.49,5.17,4.92,3.01,1.62,1.6,2.6,3.77,1.94,2.34,2.03,0.0,2.03,5.01,0.46,1.64,1.39,2.43,1.03,0.46,0.61,1.91,0.95,1.08,0.92,0.76,0.28,0.49,1.0,0.92,0.41,0.0,0.62,0.0,0.0,0.0,1.21,0.0,4.06,0.0,0.76,0.89,0.49,0.0,0.45,0.0,0.41,1.03,0.0,0.0,0.0,0.0,99.98
01/20/2022,9.61,5.09,4.62,5.71,3.69,5.07,3.49,5.17,4.92,3.01,1.62,1.6,2.6,3.77,1.94,2.34,2.03,0.0,2.03,5.01,0.46,1.64,1.39,2.43,1.03,0.46,0.61,1.91,0.95,1.08,0.92,0.76,0.28,0.49,1.0,0.92,0.41,0.0,0.62,0.0,0.0,0.0,1.21,0.0,4.06,0.0,0.76,0.89,0.49,0.0,0.45,0.0,0.41,1.03,0.0,0.0,0.0,0.0,99.98
01/21/2022,9.54,5.08,4.61,5.69,3.71,5.09,3.52,5.17,4.91,3.01,1.65,1.61,2.61,3.79,2.06,2.39,2.04,0.0,2.03,5.01,0.46,1.62,1.37,2.41,0.99,0.45,0.61,1.92,0.93,1.04,0.92,0.76,0.27,0.5,1.01,0.93,0.42,0.0,0.62,0.0,0.0,0.0,1.21,0.0,4.02,0.0,0.75,0.88,0.49,0.0,0.45,0.0,0.4,1.05,0.0,0.0,0.0,0.0,100.0
01/24/2022,9.54,5.51,4.59,5.64,3.94,5.03,3.72,5.01,4.88,2.88,1.79,1.57,2.63,3.6,1.86,2.43,2.08,0.0,2.08,5.15,0.43,1.62,1.42,2.28,0.97,0.46,0.63,0.0,0.98,1.14,0.87,0.71,0.37,0.46,0.87,0.84,0.44,0.46,0.53,0.0,0.0,0.0,1.24,0.0,3.96,0.0,0.79,0.81,0.57,0.7,0.52,1.04,0.0,0.0,0.96,0.0,0.0,0.0,100.0
01/25/2022,9.61,5.02,4.84,5.72,3.68,5.11,3.47,5.16,4.83,3.03,1.67,1.59,2.63,3.73,1.78,2.23,2.12,0.0,2.11,5.18,0.48,1.53,1.32,2.39,1.04,0.43,0.63,1.99,0.9,1.01,0.91,0.76,0.28,0.52,0.99,0.92,0.41,0.0,0.63,0.0,0.0,0.0,1.26,0.0,4.03,0.0,0.75,0.9,0.49,0.0,0.44,0.0,0.4,1.08,0.0,0.0,0.0,0.0,100.0
