,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,TSLA,NVDA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,INTC,CSCO,CRM,PFE,KO,T,ABT,PEP,ABBV,TMO,CVX,WMT,LLY,NKE,MRK,ACN,AVGO,WFC,DHR,TXN,COST,MCD,MDT,QCOM,HON,UPS,PM,BMY,UNP,NEE,ORCL,C,AMGN,LOW,SBUX,RTX,BA,BLK,INTU,AMAT,AMT,IBM,MS,GS,TGT,CAT,AMD,MMM,GE,ISRG,NOW,SCHW,AXP,CVS,SPGI,DE,SQ,CHTR,ANTM,LMT,FIS,PLD,MU,BKNG,ZTS,SYK,LRCX,MDLZ,TMUS,MO,CCI,GILD,ZM,ADP,COP,UBER,TJX,MRNA,CI,GM,PNC,DUK,USB,BDX,CB,FDX,MMC,ATVI,TFC,EQIX,CSX,CME,EL,ITW,COF,ILMN,BX,ICE,EW,SHW,CL,NSC,SO,ADSK,FISV,TWLO,APD,WM,MCO,ETN,D,BSX,ADI,HUM,REGN,PGR,EMR,F,GPN,HCA,NXPI,NOC,NEM,BIIB,VRTX,DG,ECL,AON,FCX,ROP,XTSLA,JCI,EOG,KLAC,ALGN,LHX,WDAY,ROST,KMB,DOW,PSA,EBAY,GD,EXC,MET,SLB,DLR,AEP,CNC,SRE,BK,ALL,DD,AIG,BAX,EA,TRV,MAR,STZ,SYY,GIS,CTSH,KMI,TEAM,WBA,MNST,SNOW,DELL,KHC,KDP,LVS,USD,VMW,SCCO,JPFFT,GE.,ESU1,ESZ1,KD WI,RIVN,n/a,KD,SUM
10/21/2021,7.32,7.37,4.76,2.55,2.73,2.55,1.67,2.21,1.69,1.57,1.34,1.24,1.27,1.01,1.2,1.1,1.0,0.99,1.09,0.95,0.77,0.84,0.88,0.68,0.7,0.74,0.86,0.73,0.67,0.58,0.65,0.69,0.6,0.73,0.67,0.65,0.64,0.63,0.62,0.69,0.64,0.65,0.61,0.57,0.65,0.58,0.52,0.47,0.49,0.45,0.48,0.4,0.47,0.51,0.52,0.46,0.37,0.5,0.42,0.44,0.37,0.41,0.46,0.39,0.38,0.4,0.44,0.43,0.4,0.35,0.45,0.33,0.36,0.37,0.42,0.38,0.36,0.35,0.34,0.3,0.32,0.29,0.3,0.29,0.24,0.33,0.24,0.33,0.31,0.29,0.26,0.26,0.22,0.28,0.23,0.26,0.19,0.29,0.32,0.24,0.25,0.36,0.22,0.25,0.27,0.24,0.26,0.22,0.25,0.18,0.26,0.19,0.26,0.22,0.25,0.24,0.23,0.22,0.24,0.19,0.27,0.23,0.22,0.23,0.2,0.21,0.21,0.2,0.21,0.19,0.21,0.21,0.19,0.2,0.18,0.19,0.3,0.18,0.17,0.17,0.18,0.19,0.15,0.2,0.16,0.19,0.14,0.13,0.15,0.16,0.17,0.22,0.18,0.16,0.16,0.16,0.17,0.16,0.15,0.15,0.16,0.12,0.14,0.14,0.15,0.15,0.16,0.15,0.15,0.15,0.13,0.13,0.12,0.13,0.14,0.12,0.12,0.16,0.13,0.12,0.12,0.14,0.11,0.13,0.12,0.13,0.11,0.18,0.11,0.1,0.21,0.09,0.08,0.08,0.04,0.07,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96999999999998
10/22/2021,7.37,7.33,4.72,2.57,2.72,2.55,1.67,2.17,1.68,1.58,1.36,1.25,1.26,1.01,1.2,1.08,1.0,0.98,1.09,0.96,0.78,0.85,0.87,0.68,0.7,0.74,0.85,0.74,0.66,0.58,0.65,0.7,0.6,0.73,0.68,0.65,0.65,0.62,0.64,0.7,0.64,0.66,0.62,0.58,0.65,0.57,0.52,0.47,0.49,0.44,0.47,0.41,0.46,0.51,0.52,0.46,0.37,0.5,0.42,0.44,0.36,0.41,0.46,0.39,0.39,0.4,0.44,0.43,0.4,0.35,0.44,0.33,0.36,0.38,0.42,0.39,0.36,0.35,0.34,0.31,0.32,0.29,0.3,0.29,0.24,0.32,0.24,0.32,0.31,0.3,0.26,0.26,0.22,0.28,0.24,0.26,0.19,0.29,0.32,0.24,0.24,0.36,0.22,0.25,0.28,0.25,0.26,0.22,0.25,0.18,0.26,0.19,0.27,0.22,0.24,0.25,0.23,0.22,0.24,0.19,0.27,0.23,0.22,0.23,0.2,0.21,0.21,0.21,0.21,0.19,0.21,0.21,0.19,0.2,0.19,0.2,0.3,0.18,0.17,0.17,0.18,0.19,0.15,0.2,0.16,0.19,0.14,0.13,0.15,0.16,0.17,0.22,0.18,0.16,0.16,0.16,0.17,0.16,0.15,0.15,0.16,0.12,0.14,0.14,0.15,0.15,0.16,0.16,0.15,0.15,0.13,0.13,0.12,0.13,0.14,0.12,0.12,0.16,0.13,0.12,0.12,0.13,0.11,0.13,0.12,0.13,0.11,0.18,0.11,0.1,0.21,0.09,0.08,0.08,0.04,0.06,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
10/25/2021,7.36,7.34,4.67,2.57,2.68,2.51,1.67,2.23,1.7,1.58,1.35,1.22,1.3,0.9,1.22,1.06,0.98,0.98,1.09,0.96,0.77,0.83,0.88,0.69,0.71,0.74,0.84,0.75,0.66,0.58,0.68,0.69,0.6,0.75,0.68,0.66,0.64,0.63,0.64,0.69,0.64,0.65,0.62,0.58,0.66,0.57,0.51,0.47,0.49,0.45,0.47,0.4,0.47,0.52,0.51,0.45,0.37,0.5,0.42,0.44,0.36,0.41,0.46,0.38,0.39,0.36,0.43,0.42,0.4,0.35,0.45,0.33,0.35,0.38,0.42,0.39,0.36,0.36,0.34,0.3,0.33,0.3,0.33,0.29,0.24,0.34,0.24,0.31,0.31,0.3,0.25,0.26,0.22,0.28,0.24,0.26,0.18,0.29,0.32,0.24,0.24,0.36,0.23,0.25,0.28,0.25,0.26,0.22,0.26,0.18,0.27,0.19,0.27,0.23,0.25,0.24,0.23,0.22,0.23,0.19,0.28,0.23,0.22,0.23,0.2,0.22,0.21,0.21,0.21,0.19,0.2,0.21,0.19,0.2,0.2,0.2,0.3,0.19,0.18,0.17,0.18,0.2,0.15,0.2,0.17,0.19,0.14,0.13,0.15,0.16,0.17,0.22,0.18,0.16,0.16,0.17,0.17,0.16,0.15,0.15,0.17,0.12,0.14,0.14,0.15,0.16,0.16,0.16,0.15,0.15,0.14,0.13,0.12,0.13,0.15,0.12,0.12,0.16,0.13,0.12,0.13,0.13,0.11,0.12,0.12,0.13,0.11,0.18,0.11,0.1,0.21,0.1,0.07,0.08,0.04,0.07,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/26/2021,7.34,7.32,4.55,2.44,2.6,2.45,1.69,2.28,1.71,1.6,1.36,1.23,1.33,0.89,1.22,1.08,0.99,0.97,1.11,0.97,0.78,0.84,0.9,0.69,0.63,0.73,0.85,0.76,0.66,0.57,0.69,0.69,0.61,0.76,0.69,0.67,0.65,0.64,0.65,0.71,0.65,0.66,0.62,0.58,0.67,0.56,0.52,0.47,0.47,0.46,0.47,0.4,0.49,0.52,0.52,0.45,0.37,0.51,0.42,0.44,0.36,0.41,0.47,0.39,0.4,0.36,0.44,0.43,0.4,0.35,0.46,0.33,0.36,0.38,0.43,0.39,0.38,0.36,0.34,0.3,0.32,0.3,0.33,0.29,0.24,0.33,0.24,0.31,0.31,0.3,0.25,0.27,0.22,0.28,0.24,0.27,0.19,0.29,0.32,0.23,0.24,0.35,0.23,0.25,0.29,0.25,0.26,0.22,0.26,0.18,0.27,0.19,0.27,0.23,0.25,0.25,0.24,0.22,0.23,0.19,0.29,0.23,0.23,0.24,0.2,0.22,0.21,0.21,0.21,0.19,0.2,0.22,0.19,0.2,0.2,0.2,0.3,0.19,0.18,0.18,0.18,0.2,0.15,0.2,0.17,0.19,0.15,0.12,0.15,0.16,0.17,0.23,0.17,0.16,0.16,0.17,0.17,0.17,0.15,0.15,0.17,0.12,0.14,0.14,0.15,0.17,0.16,0.16,0.15,0.15,0.14,0.13,0.13,0.13,0.15,0.12,0.12,0.16,0.13,0.12,0.13,0.13,0.11,0.12,0.12,0.13,0.11,0.18,0.11,0.1,0.21,0.1,0.08,0.08,0.04,0.08,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.09
10/27/2021,7.34,7.32,4.55,2.44,2.6,2.45,1.69,2.28,1.71,1.6,1.36,1.23,1.33,0.89,1.22,1.08,0.99,0.97,1.11,0.97,0.78,0.84,0.9,0.69,0.63,0.73,0.85,0.76,0.66,0.57,0.69,0.69,0.61,0.76,0.69,0.67,0.65,0.64,0.65,0.71,0.65,0.66,0.62,0.58,0.67,0.56,0.52,0.47,0.47,0.46,0.47,0.4,0.49,0.52,0.52,0.45,0.37,0.51,0.42,0.44,0.36,0.41,0.47,0.39,0.4,0.36,0.44,0.43,0.4,0.35,0.46,0.33,0.36,0.38,0.43,0.39,0.38,0.36,0.34,0.3,0.32,0.3,0.33,0.29,0.24,0.33,0.24,0.31,0.31,0.3,0.25,0.27,0.22,0.28,0.24,0.27,0.19,0.29,0.32,0.23,0.24,0.35,0.23,0.25,0.29,0.25,0.26,0.22,0.26,0.18,0.27,0.19,0.27,0.23,0.25,0.25,0.24,0.22,0.23,0.19,0.29,0.23,0.23,0.24,0.2,0.22,0.21,0.21,0.21,0.19,0.2,0.22,0.19,0.2,0.2,0.2,0.3,0.19,0.18,0.18,0.18,0.2,0.15,0.2,0.17,0.19,0.15,0.12,0.15,0.16,0.17,0.23,0.17,0.16,0.16,0.17,0.17,0.17,0.15,0.15,0.17,0.12,0.14,0.14,0.15,0.17,0.16,0.16,0.15,0.15,0.14,0.13,0.13,0.13,0.15,0.12,0.12,0.16,0.13,0.12,0.13,0.13,0.11,0.12,0.12,0.13,0.11,0.18,0.11,0.1,0.21,0.1,0.08,0.08,0.04,0.08,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.09
10/28/2021,7.29,7.26,4.5,2.46,2.58,2.43,1.68,2.55,1.73,1.59,1.35,1.24,1.32,0.91,1.23,1.07,0.99,0.98,1.1,0.97,0.77,0.85,0.91,0.68,0.62,0.73,0.85,0.75,0.66,0.57,0.69,0.69,0.6,0.75,0.69,0.67,0.65,0.64,0.65,0.71,0.65,0.65,0.61,0.58,0.68,0.55,0.52,0.47,0.47,0.46,0.47,0.4,0.49,0.52,0.52,0.45,0.37,0.51,0.42,0.43,0.36,0.41,0.48,0.39,0.4,0.36,0.43,0.43,0.4,0.35,0.46,0.33,0.36,0.38,0.42,0.39,0.37,0.36,0.34,0.31,0.33,0.29,0.33,0.29,0.24,0.33,0.24,0.31,0.31,0.3,0.25,0.26,0.21,0.28,0.24,0.27,0.19,0.29,0.32,0.23,0.25,0.37,0.22,0.25,0.29,0.25,0.26,0.22,0.26,0.18,0.27,0.2,0.27,0.23,0.25,0.24,0.24,0.22,0.23,0.19,0.3,0.23,0.23,0.24,0.2,0.22,0.21,0.21,0.21,0.19,0.2,0.21,0.2,0.2,0.19,0.2,0.3,0.19,0.18,0.18,0.18,0.2,0.14,0.19,0.16,0.19,0.15,0.12,0.15,0.16,0.17,0.22,0.18,0.16,0.16,0.17,0.17,0.16,0.15,0.15,0.17,0.12,0.14,0.14,0.15,0.16,0.16,0.16,0.15,0.15,0.14,0.13,0.12,0.13,0.15,0.12,0.12,0.16,0.13,0.12,0.13,0.13,0.11,0.12,0.12,0.13,0.11,0.18,0.11,0.1,0.21,0.09,0.07,0.08,0.04,0.08,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
10/29/2021,7.31,7.28,4.57,2.36,2.61,2.44,1.68,2.53,1.84,1.59,1.36,1.22,1.33,0.89,1.22,1.08,0.97,0.97,1.11,0.96,0.76,0.87,0.9,0.69,0.61,0.74,0.85,0.76,0.66,0.56,0.69,0.69,0.6,0.74,0.69,0.66,0.66,0.63,0.65,0.71,0.66,0.65,0.61,0.57,0.67,0.55,0.52,0.46,0.47,0.49,0.47,0.41,0.49,0.52,0.51,0.45,0.37,0.51,0.42,0.42,0.35,0.42,0.48,0.38,0.4,0.35,0.44,0.43,0.4,0.34,0.46,0.33,0.36,0.39,0.42,0.39,0.36,0.36,0.35,0.3,0.33,0.29,0.33,0.26,0.24,0.34,0.24,0.31,0.31,0.3,0.24,0.26,0.21,0.28,0.24,0.26,0.19,0.29,0.32,0.23,0.25,0.36,0.22,0.25,0.29,0.25,0.26,0.22,0.26,0.18,0.27,0.19,0.27,0.23,0.25,0.25,0.24,0.22,0.23,0.19,0.3,0.23,0.23,0.24,0.2,0.22,0.21,0.21,0.2,0.18,0.2,0.21,0.2,0.2,0.19,0.2,0.3,0.19,0.19,0.18,0.18,0.19,0.14,0.19,0.16,0.19,0.14,0.13,0.15,0.16,0.18,0.22,0.18,0.16,0.16,0.16,0.17,0.16,0.15,0.15,0.17,0.12,0.14,0.14,0.15,0.16,0.16,0.16,0.15,0.15,0.14,0.13,0.13,0.13,0.15,0.12,0.12,0.16,0.13,0.12,0.13,0.13,0.11,0.12,0.12,0.13,0.11,0.18,0.11,0.1,0.21,0.09,0.07,0.08,0.04,0.07,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
11/01/2021,7.43,7.58,4.64,2.35,2.72,2.54,1.67,2.66,1.85,1.57,1.33,1.1,1.33,0.86,1.22,1.08,0.9,0.96,1.1,0.95,0.73,0.85,0.9,0.68,0.6,0.74,0.86,0.75,0.67,0.57,0.69,0.69,0.6,0.76,0.68,0.66,0.67,0.63,0.68,0.7,0.66,0.66,0.6,0.54,0.67,0.57,0.5,0.47,0.47,0.48,0.46,0.4,0.49,0.53,0.5,0.45,0.37,0.51,0.41,0.42,0.34,0.41,0.49,0.39,0.4,0.35,0.43,0.42,0.4,0.35,0.45,0.32,0.36,0.39,0.42,0.38,0.35,0.36,0.35,0.31,0.32,0.28,0.33,0.25,0.21,0.34,0.24,0.31,0.31,0.29,0.25,0.26,0.21,0.26,0.24,0.26,0.18,0.29,0.31,0.22,0.24,0.36,0.22,0.23,0.28,0.24,0.25,0.21,0.27,0.18,0.26,0.19,0.27,0.23,0.25,0.24,0.23,0.22,0.21,0.19,0.29,0.23,0.22,0.24,0.2,0.22,0.21,0.22,0.18,0.15,0.21,0.21,0.2,0.2,0.19,0.19,0.29,0.19,0.19,0.17,0.18,0.2,0.13,0.2,0.17,0.17,0.14,0.12,0.15,0.16,0.17,0.22,0.17,0.16,0.17,0.16,0.17,0.17,0.15,0.14,0.17,0.12,0.14,0.13,0.15,0.15,0.16,0.16,0.15,0.14,0.14,0.13,0.13,0.13,0.15,0.11,0.11,0.16,0.12,0.12,0.13,0.14,0.11,0.12,0.12,0.13,0.1,0.18,0.1,0.1,0.21,0.09,0.08,0.08,0.04,-0.04,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.94
11/02/2021,7.27,7.73,4.53,2.4,2.75,2.57,1.65,2.75,1.89,1.56,1.33,1.11,1.34,0.85,1.22,1.08,0.91,0.95,1.1,0.96,0.72,0.85,0.92,0.68,0.61,0.73,0.86,0.76,0.68,0.56,0.69,0.69,0.63,0.77,0.68,0.66,0.67,0.64,0.69,0.71,0.66,0.65,0.61,0.54,0.67,0.57,0.5,0.46,0.47,0.48,0.45,0.4,0.49,0.52,0.5,0.43,0.36,0.51,0.39,0.42,0.34,0.42,0.49,0.39,0.39,0.35,0.43,0.42,0.4,0.35,0.45,0.32,0.36,0.4,0.43,0.38,0.35,0.36,0.35,0.3,0.31,0.27,0.33,0.25,0.21,0.33,0.24,0.31,0.32,0.29,0.25,0.26,0.21,0.25,0.24,0.25,0.18,0.3,0.31,0.22,0.24,0.36,0.22,0.23,0.28,0.24,0.25,0.21,0.26,0.18,0.26,0.19,0.26,0.23,0.25,0.24,0.23,0.22,0.21,0.19,0.29,0.24,0.23,0.24,0.2,0.22,0.2,0.22,0.18,0.15,0.2,0.21,0.2,0.2,0.19,0.19,0.29,0.18,0.2,0.17,0.18,0.21,0.13,0.2,0.17,0.17,0.13,0.12,0.15,0.16,0.17,0.22,0.17,0.16,0.18,0.16,0.17,0.18,0.15,0.14,0.17,0.12,0.13,0.13,0.15,0.15,0.16,0.16,0.14,0.14,0.14,0.13,0.13,0.13,0.14,0.11,0.11,0.16,0.12,0.12,0.12,0.14,0.11,0.12,0.12,0.13,0.1,0.19,0.1,0.1,0.21,0.09,0.07,0.08,0.04,-0.03,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/03/2021,7.27,7.73,4.53,2.4,2.75,2.57,1.65,2.75,1.89,1.56,1.33,1.11,1.34,0.85,1.22,1.08,0.91,0.95,1.1,0.96,0.72,0.85,0.92,0.68,0.61,0.73,0.86,0.76,0.68,0.56,0.69,0.69,0.63,0.77,0.68,0.66,0.67,0.64,0.69,0.71,0.66,0.65,0.61,0.54,0.67,0.57,0.5,0.46,0.47,0.48,0.45,0.4,0.49,0.52,0.5,0.43,0.36,0.51,0.39,0.42,0.34,0.42,0.49,0.39,0.39,0.35,0.43,0.42,0.4,0.35,0.45,0.32,0.36,0.4,0.43,0.38,0.35,0.36,0.35,0.3,0.31,0.27,0.33,0.25,0.21,0.33,0.24,0.31,0.32,0.29,0.25,0.26,0.21,0.25,0.24,0.25,0.18,0.3,0.31,0.22,0.24,0.36,0.22,0.23,0.28,0.24,0.25,0.21,0.26,0.18,0.26,0.19,0.26,0.23,0.25,0.24,0.23,0.22,0.21,0.19,0.29,0.24,0.23,0.24,0.2,0.22,0.2,0.22,0.18,0.15,0.2,0.21,0.2,0.2,0.19,0.19,0.29,0.18,0.2,0.17,0.18,0.21,0.13,0.2,0.17,0.17,0.13,0.12,0.15,0.16,0.17,0.22,0.17,0.16,0.18,0.16,0.17,0.18,0.15,0.14,0.17,0.12,0.13,0.13,0.15,0.15,0.16,0.16,0.14,0.14,0.14,0.13,0.13,0.13,0.14,0.11,0.11,0.16,0.12,0.12,0.12,0.14,0.11,0.12,0.12,0.13,0.1,0.19,0.1,0.1,0.21,0.09,0.07,0.08,0.04,-0.03,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/04/2021,7.23,7.67,4.45,2.44,2.67,2.49,1.64,2.98,1.91,1.56,1.33,1.11,1.32,0.84,1.2,1.07,0.9,0.96,1.1,0.94,0.74,0.86,0.91,0.68,0.62,0.73,0.87,0.75,0.67,0.56,0.69,0.69,0.63,0.77,0.68,0.66,0.65,0.64,0.69,0.7,0.65,0.66,0.61,0.53,0.67,0.58,0.5,0.47,0.47,0.47,0.45,0.4,0.48,0.52,0.49,0.44,0.37,0.51,0.4,0.41,0.35,0.41,0.48,0.39,0.39,0.35,0.44,0.42,0.4,0.35,0.47,0.32,0.36,0.39,0.42,0.38,0.35,0.37,0.34,0.31,0.31,0.27,0.32,0.25,0.22,0.33,0.24,0.32,0.31,0.29,0.25,0.26,0.21,0.25,0.24,0.25,0.18,0.29,0.31,0.22,0.25,0.35,0.22,0.24,0.28,0.24,0.25,0.21,0.26,0.18,0.26,0.19,0.27,0.23,0.25,0.24,0.23,0.22,0.21,0.19,0.29,0.24,0.22,0.23,0.2,0.22,0.2,0.21,0.19,0.15,0.2,0.21,0.2,0.2,0.19,0.19,0.29,0.18,0.2,0.17,0.18,0.22,0.13,0.2,0.17,0.17,0.13,0.12,0.15,0.16,0.17,0.21,0.17,0.16,0.18,0.16,0.17,0.18,0.16,0.14,0.17,0.12,0.14,0.13,0.15,0.15,0.16,0.16,0.14,0.14,0.14,0.13,0.13,0.13,0.15,0.11,0.12,0.16,0.12,0.13,0.12,0.14,0.11,0.12,0.12,0.13,0.1,0.19,0.1,0.1,0.22,0.09,0.08,0.08,0.04,-0.03,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.93
11/05/2021,7.26,7.73,4.43,2.42,2.7,2.52,1.65,2.88,1.95,1.56,1.34,1.09,1.31,0.83,1.2,1.08,0.89,0.95,1.09,0.94,0.74,0.85,0.9,0.67,0.62,0.75,0.86,0.78,0.67,0.55,0.68,0.69,0.63,0.77,0.68,0.66,0.67,0.64,0.69,0.71,0.66,0.65,0.61,0.54,0.68,0.57,0.5,0.47,0.47,0.47,0.45,0.4,0.48,0.52,0.5,0.43,0.38,0.51,0.4,0.41,0.35,0.42,0.49,0.4,0.39,0.35,0.44,0.43,0.4,0.35,0.48,0.32,0.36,0.39,0.42,0.38,0.34,0.37,0.34,0.31,0.3,0.27,0.32,0.25,0.21,0.33,0.24,0.31,0.31,0.29,0.25,0.26,0.21,0.25,0.24,0.25,0.18,0.29,0.3,0.21,0.25,0.36,0.22,0.24,0.27,0.24,0.25,0.21,0.26,0.18,0.26,0.18,0.27,0.23,0.25,0.24,0.24,0.22,0.21,0.19,0.3,0.24,0.22,0.23,0.2,0.22,0.2,0.21,0.18,0.15,0.2,0.21,0.2,0.21,0.19,0.19,0.29,0.18,0.2,0.17,0.18,0.22,0.12,0.19,0.17,0.16,0.14,0.12,0.14,0.16,0.17,0.21,0.17,0.15,0.12,0.16,0.17,0.18,0.16,0.14,0.17,0.12,0.14,0.13,0.16,0.15,0.15,0.16,0.14,0.14,0.14,0.13,0.12,0.13,0.15,0.11,0.13,0.16,0.12,0.12,0.12,0.13,0.11,0.12,0.12,0.13,0.1,0.19,0.11,0.1,0.22,0.05,0.08,0.08,0.04,0.04,0.08,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.94
11/08/2021,7.21,7.72,4.59,2.45,2.71,2.54,1.63,2.98,2.17,1.52,1.32,1.08,1.31,0.82,1.2,1.08,0.89,0.94,1.07,0.98,0.73,0.83,0.88,0.65,0.62,0.73,0.87,0.75,0.67,0.54,0.68,0.69,0.63,0.77,0.67,0.66,0.7,0.66,0.7,0.71,0.67,0.64,0.59,0.54,0.69,0.58,0.49,0.54,0.47,0.46,0.44,0.4,0.47,0.51,0.49,0.41,0.37,0.51,0.4,0.41,0.35,0.42,0.49,0.42,0.38,0.33,0.41,0.41,0.39,0.34,0.51,0.32,0.35,0.39,0.42,0.37,0.34,0.38,0.34,0.3,0.3,0.27,0.31,0.25,0.21,0.33,0.25,0.3,0.31,0.29,0.26,0.26,0.22,0.25,0.24,0.25,0.18,0.29,0.3,0.22,0.26,0.29,0.22,0.25,0.27,0.24,0.25,0.21,0.25,0.18,0.25,0.16,0.26,0.22,0.24,0.24,0.24,0.22,0.21,0.19,0.3,0.23,0.22,0.24,0.2,0.21,0.2,0.21,0.18,0.16,0.2,0.21,0.19,0.21,0.18,0.18,0.29,0.18,0.2,0.17,0.18,0.23,0.12,0.19,0.18,0.16,0.13,0.13,0.15,0.16,0.17,0.2,0.16,0.16,0.12,0.16,0.16,0.19,0.16,0.14,0.17,0.13,0.13,0.13,0.15,0.15,0.15,0.16,0.14,0.14,0.13,0.13,0.13,0.12,0.14,0.1,0.13,0.16,0.12,0.12,0.12,0.14,0.11,0.12,0.12,0.13,0.1,0.19,0.11,0.1,0.21,0.04,0.08,0.08,0.04,0.05,0.08,0.02,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,100.03
11/09/2021,7.21,7.68,4.63,2.48,2.72,2.54,1.62,2.96,2.16,1.51,1.31,1.11,1.3,0.81,1.19,1.08,0.93,0.97,1.06,0.96,0.75,0.84,0.85,0.66,0.62,0.73,0.86,0.82,0.67,0.54,0.65,0.7,0.63,0.74,0.67,0.65,0.68,0.67,0.63,0.71,0.68,0.63,0.56,0.54,0.69,0.58,0.5,0.56,0.48,0.46,0.45,0.4,0.47,0.51,0.49,0.41,0.37,0.51,0.42,0.42,0.36,0.41,0.48,0.43,0.38,0.34,0.41,0.41,0.38,0.34,0.5,0.32,0.36,0.39,0.41,0.37,0.35,0.37,0.34,0.3,0.29,0.27,0.31,0.26,0.21,0.33,0.25,0.33,0.31,0.29,0.27,0.26,0.22,0.25,0.24,0.25,0.17,0.3,0.31,0.23,0.26,0.24,0.22,0.24,0.27,0.24,0.25,0.21,0.26,0.18,0.25,0.16,0.26,0.21,0.24,0.24,0.24,0.22,0.21,0.18,0.29,0.23,0.22,0.24,0.2,0.21,0.2,0.22,0.18,0.16,0.21,0.2,0.19,0.21,0.19,0.19,0.3,0.18,0.19,0.17,0.18,0.23,0.12,0.19,0.18,0.17,0.14,0.13,0.15,0.16,0.17,0.2,0.16,0.15,0.1,0.16,0.17,0.19,0.16,0.14,0.17,0.13,0.14,0.13,0.15,0.15,0.15,0.16,0.14,0.14,0.13,0.13,0.13,0.12,0.14,0.1,0.13,0.15,0.12,0.12,0.12,0.14,0.11,0.12,0.12,0.13,0.1,0.18,0.11,0.1,0.22,0.05,0.08,0.08,0.04,0.08,0.08,0.02,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,100.07
11/10/2021,7.21,7.68,4.63,2.48,2.72,2.54,1.62,2.96,2.16,1.51,1.31,1.11,1.3,0.81,1.19,1.08,0.93,0.97,1.06,0.96,0.75,0.84,0.85,0.66,0.62,0.73,0.86,0.82,0.67,0.54,0.65,0.7,0.63,0.74,0.67,0.65,0.68,0.67,0.63,0.71,0.68,0.63,0.56,0.54,0.69,0.58,0.5,0.56,0.48,0.46,0.45,0.4,0.47,0.51,0.49,0.41,0.37,0.51,0.42,0.42,0.36,0.41,0.48,0.43,0.38,0.34,0.41,0.41,0.38,0.34,0.5,0.32,0.36,0.39,0.41,0.37,0.35,0.37,0.34,0.3,0.29,0.27,0.31,0.26,0.21,0.33,0.25,0.33,0.31,0.29,0.27,0.26,0.22,0.25,0.24,0.25,0.17,0.3,0.31,0.23,0.26,0.24,0.22,0.24,0.27,0.24,0.25,0.21,0.26,0.18,0.25,0.16,0.26,0.21,0.24,0.24,0.24,0.22,0.21,0.18,0.29,0.23,0.22,0.24,0.2,0.21,0.2,0.22,0.18,0.16,0.21,0.2,0.19,0.21,0.19,0.19,0.3,0.18,0.19,0.17,0.18,0.23,0.12,0.19,0.18,0.17,0.14,0.13,0.15,0.16,0.17,0.2,0.16,0.15,0.1,0.16,0.17,0.19,0.16,0.14,0.17,0.13,0.14,0.13,0.15,0.15,0.15,0.16,0.14,0.14,0.13,0.13,0.13,0.12,0.14,0.1,0.13,0.15,0.12,0.12,0.12,0.14,0.11,0.12,0.12,0.13,0.1,0.18,0.11,0.1,0.22,0.05,0.08,0.08,0.04,0.08,0.08,0.02,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,100.07
