,AAPL,MSFT,AMZN,FB,GOOG,GOOGL,NVDA,TSLA,JPM,JNJ,V,UNH,BRK.B,HD,PG,MA,PYPL,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,KO,WMT,ABT,T,PEP,ABBV,NKE,TMO,CVX,MRK,ACN,AVGO,LLY,WFC,DHR,COST,TXN,MCD,MDT,QCOM,ORCL,PM,UPS,HON,LIN,UNP,BMY,NEE,LOW,C,AMGN,INTU,SBUX,BLK,BA,RTX,GS,MS,AMAT,IBM,TGT,AMT,CAT,AXP,AMD,MMM,GE,ISRG,NOW,CVS,DE,SCHW,SPGI,CHTR,SQ,LMT,ANTM,ZTS,TMUS,BKNG,PLD,MU,FIS,SYK,LRCX,MDLZ,MO,CCI,ADP,GILD,CI,ZM,TJX,COP,USB,PNC,DUK,CME,GM,FDX,CSX,MRNA,TFC,EL,EQIX,ATVI,CB,BDX,MMC,COF,ITW,SHW,MELI,ILMN,NSC,BX,EW,ICE,CL,FISV,SO,ADSK,SNAP,APD,TWLO,MCO,ADI,BSX,REGN,UBER,D,WM,ETN,HUM,HCA,NOC,EMR,PGR,GPN,F,IDXX,TWTR,NXPI,ECL,DOCU,AON,DG,BIIB,FCX,VRTX,NEM,ROP,JCI,EOG,PSA,IQV,KLAC,ROKU,CRWD,EBAY,TROW,DOW,LHX,MRVL,LULU,ALGN,MSCI,A,KMB,GD,ROST,TEL,MET,TT,SLB,VEEV,EXC,CMG,INFO,WDAY,CNC,PINS,DLR,APTV,SNPS,DXCM,AEP,SRE,SPG,APH,BK,ORLY,DD,MTCH,AIG,EA,BAX,CARR,CDNS,GE.,FTNT,PRU,RMD,PANW,MCHP,SNOW,PLTR,AGPXX,MAR,MPC,SYY,PXD,XLNX,NET,TTD,CTSH,MSI,HPQ,SIVB,AZO,PEP.,CHV.,4I1.,TRVC.,8CW.,DUT.,PEO.,PAYX,HLT,SUM
08/13/2021,6.08,5.11,3.54,2.16,2.03,2.05,1.23,1.36,1.21,1.14,1.01,0.97,0.99,0.89,0.87,0.81,0.76,0.8,0.8,0.74,0.67,0.61,0.57,0.57,0.59,0.55,0.58,0.67,0.58,0.58,0.54,0.5,0.53,0.51,0.55,0.53,0.49,0.47,0.51,0.49,0.55,0.51,0.49,0.49,0.44,0.43,0.42,0.41,0.43,0.39,0.34,0.4,0.39,0.37,0.38,0.39,0.35,0.38,0.33,0.36,0.34,0.35,0.33,0.33,0.35,0.36,0.32,0.32,0.33,0.3,0.29,0.29,0.32,0.29,0.0,0.29,0.28,0.27,0.28,0.27,0.26,0.26,0.27,0.23,0.23,0.24,0.22,0.23,0.24,0.21,0.21,0.21,0.22,0.22,0.22,0.21,0.23,0.22,0.19,0.19,0.21,0.19,0.21,0.2,0.21,0.19,0.18,0.17,0.19,0.36,0.2,0.19,0.18,0.16,0.2,0.17,0.19,0.2,0.18,0.19,0.21,0.19,0.16,0.2,0.18,0.17,0.16,0.17,0.17,0.18,0.18,0.15,0.15,0.16,0.16,0.15,0.16,0.13,0.15,0.15,0.17,0.13,0.16,0.14,0.15,0.14,0.12,0.13,0.14,0.13,0.15,0.14,0.14,0.15,0.15,0.13,0.14,0.13,0.12,0.13,0.13,0.0,0.12,0.12,0.13,0.0,0.11,0.11,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.12,0.11,0.12,0.11,0.12,0.12,0.11,0.0,0.11,0.12,0.13,0.11,0.1,0.0,0.0,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.1,0.0,0.11,0.0,0.0,0.12,0.0,0.29,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.28999999999999
08/16/2021,6.19,5.14,3.5,2.16,2.02,2.04,1.22,1.38,1.22,1.14,0.97,0.95,0.99,0.89,0.87,0.8,0.76,0.81,0.81,0.75,0.67,0.6,0.56,0.57,0.6,0.54,0.59,0.65,0.58,0.58,0.54,0.5,0.53,0.51,0.54,0.53,0.49,0.48,0.51,0.49,0.53,0.53,0.5,0.49,0.43,0.44,0.43,0.41,0.43,0.39,0.35,0.4,0.4,0.38,0.37,0.4,0.35,0.38,0.33,0.37,0.34,0.35,0.33,0.33,0.36,0.37,0.29,0.32,0.33,0.31,0.3,0.29,0.32,0.29,0.0,0.29,0.28,0.28,0.29,0.27,0.26,0.26,0.26,0.23,0.22,0.24,0.22,0.22,0.24,0.19,0.21,0.22,0.21,0.22,0.22,0.21,0.23,0.22,0.18,0.19,0.21,0.19,0.21,0.2,0.2,0.19,0.18,0.17,0.19,0.31,0.2,0.19,0.18,0.16,0.2,0.18,0.19,0.2,0.18,0.19,0.21,0.19,0.17,0.19,0.17,0.16,0.16,0.17,0.17,0.18,0.18,0.15,0.15,0.16,0.15,0.15,0.16,0.13,0.15,0.16,0.16,0.13,0.16,0.14,0.15,0.14,0.12,0.13,0.14,0.13,0.15,0.14,0.14,0.15,0.14,0.13,0.14,0.13,0.12,0.12,0.13,0.0,0.12,0.12,0.13,0.0,0.11,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.12,0.11,0.12,0.11,0.13,0.12,0.11,0.0,0.11,0.12,0.13,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.12,0.11,0.0,0.11,0.11,0.11,0.11,0.1,0.0,0.12,0.0,0.0,0.11,0.11,0.29,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.31
08/17/2021,6.19,5.19,3.49,2.16,2.02,2.05,1.24,1.36,1.21,1.15,0.98,0.96,0.98,0.88,0.88,0.8,0.76,0.81,0.8,0.75,0.67,0.59,0.56,0.57,0.6,0.54,0.59,0.67,0.58,0.58,0.54,0.5,0.53,0.51,0.54,0.53,0.49,0.48,0.51,0.49,0.53,0.52,0.5,0.49,0.43,0.44,0.43,0.42,0.43,0.39,0.35,0.4,0.4,0.38,0.37,0.4,0.34,0.38,0.33,0.37,0.34,0.35,0.32,0.33,0.35,0.36,0.29,0.32,0.32,0.31,0.29,0.28,0.33,0.29,0.0,0.29,0.29,0.27,0.28,0.26,0.26,0.26,0.26,0.22,0.22,0.24,0.22,0.22,0.24,0.2,0.21,0.22,0.21,0.22,0.22,0.21,0.23,0.22,0.18,0.18,0.21,0.19,0.21,0.2,0.2,0.18,0.17,0.17,0.19,0.31,0.19,0.19,0.18,0.16,0.2,0.18,0.19,0.2,0.18,0.19,0.21,0.19,0.17,0.2,0.18,0.16,0.16,0.17,0.17,0.18,0.17,0.15,0.15,0.16,0.15,0.15,0.16,0.13,0.15,0.16,0.16,0.13,0.16,0.14,0.15,0.14,0.12,0.13,0.14,0.13,0.15,0.14,0.14,0.15,0.14,0.13,0.14,0.12,0.12,0.12,0.13,0.0,0.12,0.12,0.12,0.0,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.11,0.12,0.11,0.12,0.12,0.11,0.0,0.11,0.12,0.13,0.11,0.1,0.0,0.0,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.11,0.11,0.1,0.0,0.0,0.12,0.0,0.0,0.11,0.1,0.28,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.18
08/18/2021,6.19,5.19,3.49,2.16,2.02,2.05,1.24,1.36,1.21,1.15,0.98,0.96,0.98,0.88,0.88,0.8,0.76,0.81,0.8,0.75,0.67,0.59,0.56,0.57,0.6,0.54,0.59,0.67,0.58,0.58,0.54,0.5,0.53,0.51,0.54,0.53,0.49,0.48,0.51,0.49,0.53,0.52,0.5,0.49,0.43,0.44,0.43,0.42,0.43,0.39,0.35,0.4,0.4,0.38,0.37,0.4,0.34,0.38,0.33,0.37,0.34,0.35,0.32,0.33,0.35,0.36,0.29,0.32,0.32,0.31,0.29,0.28,0.33,0.29,0.0,0.29,0.29,0.27,0.28,0.26,0.26,0.26,0.26,0.22,0.22,0.24,0.22,0.22,0.24,0.2,0.21,0.22,0.21,0.22,0.22,0.21,0.23,0.22,0.18,0.18,0.21,0.19,0.21,0.2,0.2,0.18,0.17,0.17,0.19,0.31,0.19,0.19,0.18,0.16,0.2,0.18,0.19,0.2,0.18,0.19,0.21,0.19,0.17,0.2,0.18,0.16,0.16,0.17,0.17,0.18,0.17,0.15,0.15,0.16,0.15,0.15,0.16,0.13,0.15,0.16,0.16,0.13,0.16,0.14,0.15,0.14,0.12,0.13,0.14,0.13,0.15,0.14,0.14,0.15,0.14,0.13,0.14,0.12,0.12,0.12,0.13,0.0,0.12,0.12,0.12,0.0,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.11,0.12,0.11,0.12,0.12,0.11,0.0,0.11,0.12,0.13,0.11,0.1,0.0,0.0,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.11,0.11,0.1,0.0,0.0,0.12,0.0,0.0,0.11,0.1,0.28,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.18
08/19/2021,6.26,5.21,3.48,2.17,2.02,2.05,1.22,1.3,1.2,1.15,0.99,0.98,0.98,0.89,0.88,0.8,0.76,0.8,0.79,0.75,0.67,0.58,0.57,0.57,0.6,0.54,0.59,0.67,0.58,0.58,0.55,0.5,0.54,0.52,0.54,0.54,0.48,0.49,0.51,0.49,0.54,0.5,0.51,0.5,0.43,0.44,0.43,0.42,0.43,0.4,0.35,0.4,0.4,0.38,0.38,0.41,0.35,0.37,0.33,0.37,0.34,0.35,0.31,0.33,0.35,0.36,0.3,0.32,0.33,0.31,0.29,0.28,0.32,0.29,0.0,0.3,0.28,0.28,0.28,0.26,0.27,0.26,0.25,0.22,0.23,0.24,0.22,0.22,0.24,0.2,0.2,0.22,0.21,0.22,0.22,0.21,0.23,0.22,0.18,0.18,0.21,0.18,0.2,0.2,0.21,0.18,0.17,0.18,0.19,0.29,0.19,0.19,0.18,0.16,0.21,0.18,0.19,0.2,0.19,0.2,0.2,0.19,0.17,0.19,0.18,0.16,0.16,0.17,0.17,0.18,0.17,0.15,0.14,0.16,0.16,0.16,0.16,0.12,0.16,0.16,0.17,0.13,0.17,0.15,0.15,0.14,0.12,0.13,0.14,0.13,0.15,0.14,0.13,0.16,0.14,0.13,0.13,0.12,0.12,0.13,0.13,0.0,0.12,0.12,0.13,0.0,0.1,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.11,0.13,0.11,0.11,0.0,0.11,0.12,0.13,0.11,0.1,0.0,0.0,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.0,0.0,0.12,0.0,0.0,0.12,0.1,0.28,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.36
08/20/2021,6.26,5.22,3.45,2.14,2.01,2.04,1.2,1.27,1.19,1.17,0.99,1.0,0.99,0.86,0.89,0.8,0.75,0.79,0.79,0.76,0.68,0.58,0.57,0.58,0.6,0.53,0.59,0.7,0.58,0.58,0.55,0.5,0.54,0.53,0.54,0.54,0.48,0.5,0.52,0.49,0.55,0.5,0.51,0.5,0.43,0.45,0.44,0.41,0.43,0.4,0.35,0.4,0.41,0.38,0.38,0.41,0.33,0.37,0.33,0.37,0.34,0.35,0.31,0.33,0.35,0.36,0.29,0.32,0.32,0.32,0.29,0.28,0.32,0.29,0.0,0.3,0.28,0.28,0.28,0.26,0.27,0.27,0.25,0.23,0.23,0.24,0.22,0.22,0.25,0.2,0.21,0.23,0.21,0.23,0.22,0.21,0.23,0.23,0.19,0.18,0.21,0.18,0.2,0.2,0.21,0.18,0.16,0.17,0.19,0.32,0.19,0.18,0.18,0.16,0.21,0.18,0.2,0.2,0.18,0.19,0.2,0.19,0.17,0.19,0.18,0.16,0.16,0.17,0.18,0.18,0.17,0.16,0.14,0.16,0.15,0.16,0.17,0.12,0.16,0.16,0.17,0.13,0.17,0.15,0.15,0.14,0.12,0.13,0.15,0.13,0.14,0.14,0.13,0.16,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.0,0.13,0.12,0.12,0.0,0.1,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.12,0.13,0.11,0.1,0.0,0.0,0.11,0.11,0.11,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.0,0.0,0.12,0.0,0.0,0.11,0.1,0.28,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.38
08/23/2021,6.18,5.34,3.43,2.14,2.03,2.05,1.23,1.3,1.18,1.18,0.99,1.02,0.98,0.87,0.9,0.8,0.76,0.79,0.78,0.77,0.68,0.56,0.61,0.58,0.62,0.53,0.61,0.68,0.59,0.59,0.56,0.49,0.55,0.52,0.53,0.55,0.46,0.5,0.52,0.49,0.55,0.49,0.52,0.51,0.43,0.44,0.44,0.4,0.43,0.4,0.35,0.4,0.41,0.38,0.39,0.42,0.37,0.37,0.33,0.37,0.34,0.35,0.3,0.32,0.34,0.35,0.3,0.31,0.31,0.32,0.28,0.27,0.32,0.28,0.0,0.31,0.29,0.28,0.27,0.26,0.26,0.27,0.25,0.22,0.23,0.25,0.22,0.21,0.25,0.2,0.2,0.23,0.21,0.23,0.23,0.21,0.23,0.23,0.18,0.17,0.22,0.18,0.2,0.2,0.21,0.18,0.16,0.17,0.19,0.3,0.19,0.19,0.19,0.16,0.21,0.18,0.2,0.2,0.18,0.2,0.2,0.17,0.17,0.19,0.19,0.16,0.16,0.18,0.18,0.18,0.17,0.15,0.14,0.16,0.16,0.16,0.17,0.12,0.16,0.16,0.17,0.13,0.17,0.15,0.15,0.14,0.12,0.13,0.15,0.13,0.14,0.14,0.14,0.16,0.14,0.13,0.12,0.13,0.11,0.13,0.13,0.0,0.13,0.12,0.13,0.0,0.11,0.13,0.12,0.11,0.12,0.12,0.12,0.13,0.13,0.13,0.12,0.12,0.11,0.12,0.11,0.12,0.0,0.11,0.12,0.13,0.11,0.1,0.0,0.0,0.11,0.1,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.12,0.0,0.0,0.11,0.11,0.27,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.56
08/24/2021,6.19,5.43,3.41,2.15,2.03,2.06,1.28,1.3,1.18,1.17,0.98,1.02,0.98,0.88,0.89,0.78,0.76,0.79,0.78,0.77,0.68,0.56,0.6,0.57,0.62,0.53,0.61,0.68,0.58,0.59,0.56,0.49,0.54,0.52,0.53,0.54,0.45,0.5,0.53,0.48,0.55,0.49,0.51,0.51,0.42,0.44,0.44,0.4,0.42,0.39,0.35,0.39,0.41,0.37,0.39,0.42,0.38,0.36,0.32,0.37,0.34,0.35,0.29,0.32,0.34,0.35,0.29,0.31,0.32,0.32,0.28,0.27,0.32,0.28,0.0,0.31,0.29,0.28,0.26,0.26,0.26,0.27,0.26,0.22,0.23,0.25,0.22,0.21,0.25,0.2,0.2,0.22,0.2,0.22,0.22,0.21,0.23,0.23,0.18,0.17,0.22,0.18,0.2,0.2,0.21,0.18,0.16,0.17,0.19,0.3,0.19,0.19,0.19,0.16,0.21,0.18,0.2,0.19,0.18,0.2,0.2,0.18,0.17,0.19,0.19,0.16,0.16,0.18,0.18,0.18,0.17,0.15,0.14,0.16,0.15,0.16,0.17,0.12,0.16,0.16,0.17,0.13,0.17,0.14,0.15,0.14,0.12,0.12,0.15,0.12,0.14,0.14,0.13,0.16,0.14,0.13,0.12,0.13,0.11,0.13,0.13,0.0,0.13,0.12,0.12,0.0,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.13,0.13,0.13,0.12,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.12,0.13,0.11,0.11,0.0,0.0,0.11,0.1,0.12,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.0,0.0,0.12,0.0,0.0,0.11,0.11,0.27,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.39999999999999
08/25/2021,6.19,5.43,3.41,2.15,2.03,2.06,1.28,1.3,1.18,1.17,0.98,1.02,0.98,0.88,0.89,0.78,0.76,0.79,0.78,0.77,0.68,0.56,0.6,0.57,0.62,0.53,0.61,0.68,0.58,0.59,0.56,0.49,0.54,0.52,0.53,0.54,0.45,0.5,0.53,0.48,0.55,0.49,0.51,0.51,0.42,0.44,0.44,0.4,0.42,0.39,0.35,0.39,0.41,0.37,0.39,0.42,0.38,0.36,0.32,0.37,0.34,0.35,0.29,0.32,0.34,0.35,0.29,0.31,0.32,0.32,0.28,0.27,0.32,0.28,0.27,0.31,0.29,0.28,0.26,0.26,0.26,0.27,0.26,0.22,0.23,0.25,0.22,0.21,0.25,0.2,0.2,0.22,0.2,0.22,0.22,0.21,0.23,0.23,0.18,0.17,0.22,0.18,0.2,0.2,0.21,0.18,0.16,0.17,0.19,0.3,0.19,0.19,0.19,0.16,0.21,0.18,0.2,0.19,0.18,0.2,0.2,0.18,0.17,0.19,0.19,0.16,0.16,0.18,0.18,0.18,0.17,0.15,0.14,0.16,0.15,0.16,0.17,0.12,0.16,0.16,0.17,0.13,0.17,0.14,0.15,0.14,0.12,0.12,0.15,0.12,0.14,0.14,0.13,0.16,0.14,0.13,0.12,0.13,0.11,0.13,0.13,0.0,0.13,0.12,0.12,0.0,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.13,0.13,0.13,0.12,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.12,0.13,0.11,0.11,0.0,0.0,0.11,0.1,0.12,0.12,0.11,0.1,0.1,0.11,0.11,0.11,0.0,0.0,0.12,0.0,0.0,0.11,0.11,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.39999999999999
08/26/2021,6.2,5.39,3.45,2.16,2.05,2.08,1.34,1.34,1.18,1.15,0.98,1.0,0.97,0.87,0.88,0.79,0.76,0.8,0.79,0.78,0.68,0.57,0.61,0.57,0.63,0.53,0.61,0.69,0.57,0.58,0.55,0.49,0.54,0.52,0.53,0.54,0.46,0.49,0.52,0.49,0.54,0.49,0.51,0.5,0.43,0.44,0.43,0.41,0.42,0.39,0.34,0.39,0.4,0.37,0.38,0.41,0.37,0.37,0.32,0.37,0.33,0.35,0.3,0.32,0.34,0.36,0.3,0.31,0.31,0.32,0.28,0.27,0.33,0.28,0.27,0.3,0.3,0.27,0.27,0.26,0.26,0.27,0.26,0.22,0.23,0.24,0.22,0.22,0.24,0.2,0.2,0.22,0.21,0.22,0.22,0.21,0.22,0.23,0.18,0.17,0.22,0.18,0.2,0.2,0.2,0.18,0.16,0.17,0.19,0.32,0.19,0.19,0.18,0.16,0.21,0.18,0.2,0.19,0.18,0.19,0.2,0.17,0.17,0.2,0.18,0.16,0.16,0.18,0.17,0.18,0.18,0.15,0.14,0.16,0.16,0.16,0.17,0.12,0.16,0.16,0.17,0.13,0.17,0.14,0.15,0.14,0.12,0.12,0.14,0.13,0.14,0.14,0.13,0.16,0.14,0.13,0.12,0.13,0.11,0.13,0.13,0.0,0.13,0.12,0.13,0.0,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.13,0.13,0.13,0.12,0.12,0.11,0.12,0.11,0.11,0.0,0.11,0.12,0.13,0.11,0.11,0.0,0.0,0.11,0.1,0.12,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.0,0.0,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.52000000000001
08/27/2021,6.19,5.34,3.49,2.17,2.07,2.09,1.33,1.34,1.19,1.14,0.98,0.99,0.97,0.86,0.87,0.79,0.77,0.8,0.79,0.78,0.67,0.58,0.6,0.56,0.62,0.54,0.62,0.67,0.57,0.57,0.55,0.48,0.53,0.52,0.53,0.53,0.47,0.49,0.52,0.48,0.53,0.49,0.51,0.49,0.43,0.44,0.44,0.41,0.42,0.39,0.34,0.39,0.4,0.37,0.38,0.41,0.37,0.37,0.32,0.37,0.33,0.35,0.3,0.32,0.35,0.36,0.3,0.31,0.31,0.31,0.29,0.27,0.32,0.28,0.28,0.3,0.3,0.27,0.27,0.26,0.26,0.27,0.26,0.22,0.23,0.24,0.22,0.23,0.24,0.2,0.2,0.23,0.21,0.22,0.22,0.21,0.22,0.22,0.18,0.17,0.22,0.19,0.2,0.2,0.2,0.18,0.16,0.17,0.19,0.31,0.19,0.19,0.18,0.16,0.21,0.18,0.2,0.19,0.18,0.19,0.21,0.17,0.16,0.2,0.18,0.16,0.16,0.18,0.17,0.18,0.17,0.15,0.14,0.16,0.15,0.16,0.17,0.12,0.16,0.16,0.17,0.13,0.17,0.14,0.15,0.14,0.12,0.13,0.14,0.13,0.15,0.14,0.14,0.16,0.14,0.13,0.13,0.13,0.11,0.12,0.13,0.0,0.12,0.12,0.13,0.0,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.11,0.12,0.11,0.12,0.11,0.12,0.0,0.11,0.12,0.13,0.11,0.11,0.0,0.0,0.11,0.1,0.12,0.12,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.12,0.0,0.0,0.12,0.11,0.0,0.1,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48000000000002
08/30/2021,6.12,5.3,3.51,2.17,2.07,2.1,1.35,1.33,1.22,1.13,0.97,0.98,0.97,0.86,0.87,0.77,0.75,0.79,0.81,0.77,0.67,0.57,0.6,0.56,0.64,0.53,0.62,0.65,0.56,0.57,0.55,0.48,0.53,0.53,0.52,0.54,0.46,0.48,0.52,0.49,0.53,0.5,0.5,0.49,0.43,0.44,0.44,0.4,0.42,0.39,0.34,0.4,0.4,0.37,0.37,0.41,0.37,0.37,0.32,0.37,0.33,0.35,0.3,0.32,0.35,0.36,0.3,0.31,0.31,0.31,0.28,0.28,0.32,0.28,0.28,0.3,0.3,0.27,0.28,0.26,0.26,0.27,0.25,0.23,0.22,0.24,0.21,0.23,0.24,0.2,0.2,0.23,0.21,0.21,0.22,0.2,0.22,0.22,0.18,0.17,0.22,0.19,0.2,0.2,0.2,0.18,0.16,0.17,0.19,0.31,0.19,0.19,0.18,0.16,0.21,0.18,0.2,0.2,0.18,0.19,0.2,0.17,0.16,0.21,0.18,0.16,0.16,0.18,0.17,0.17,0.17,0.15,0.14,0.16,0.15,0.16,0.17,0.12,0.16,0.16,0.17,0.13,0.17,0.14,0.15,0.14,0.12,0.12,0.14,0.12,0.15,0.14,0.14,0.16,0.14,0.13,0.12,0.13,0.11,0.12,0.13,0.0,0.12,0.12,0.13,0.0,0.12,0.13,0.12,0.12,0.12,0.13,0.12,0.13,0.13,0.13,0.11,0.12,0.1,0.12,0.11,0.12,0.0,0.11,0.12,0.13,0.11,0.11,0.0,0.0,0.11,0.0,0.12,0.12,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.12,0.0,0.0,0.12,0.11,0.0,0.11,0.1,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.28999999999999
08/31/2021,6.12,5.3,3.51,2.17,2.07,2.1,1.35,1.33,1.22,1.13,0.97,0.98,0.97,0.86,0.87,0.77,0.75,0.79,0.81,0.77,0.67,0.57,0.6,0.56,0.64,0.53,0.62,0.65,0.56,0.57,0.55,0.48,0.53,0.53,0.52,0.54,0.46,0.48,0.52,0.49,0.53,0.5,0.5,0.49,0.43,0.44,0.44,0.4,0.42,0.39,0.34,0.4,0.4,0.37,0.37,0.41,0.37,0.37,0.32,0.37,0.33,0.35,0.3,0.32,0.35,0.36,0.3,0.31,0.31,0.31,0.28,0.28,0.32,0.28,0.28,0.3,0.3,0.27,0.28,0.26,0.26,0.27,0.25,0.23,0.22,0.24,0.21,0.23,0.24,0.2,0.2,0.23,0.21,0.21,0.22,0.2,0.22,0.22,0.18,0.17,0.22,0.19,0.2,0.2,0.2,0.18,0.16,0.17,0.19,0.31,0.19,0.19,0.18,0.16,0.21,0.18,0.2,0.2,0.18,0.19,0.2,0.17,0.16,0.21,0.18,0.16,0.16,0.18,0.17,0.17,0.17,0.15,0.14,0.16,0.15,0.16,0.17,0.12,0.16,0.16,0.17,0.13,0.17,0.14,0.15,0.14,0.12,0.12,0.14,0.12,0.15,0.14,0.14,0.16,0.14,0.13,0.12,0.13,0.11,0.12,0.13,0.0,0.12,0.12,0.13,0.0,0.12,0.13,0.12,0.12,0.12,0.13,0.12,0.13,0.13,0.13,0.11,0.12,0.1,0.12,0.11,0.12,0.0,0.11,0.12,0.13,0.11,0.11,0.0,0.0,0.11,0.0,0.12,0.12,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.12,0.0,0.0,0.12,0.11,0.0,0.11,0.1,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.28999999999999
