,NVDA,CGNX,ANSS,U,GE,IR,ALB,TER,CRNC,LTHM,UAL,TDY,PTC,CHPT,JBLU,COUP,CARR,GXO,PLTR,ETWO,XPO,ZBRA,SNOW,ETN,PH,FGXXX,n/a,ZS,PANW,AME,POWI,CFX,HON,FCX,MSFT,ROK,TDG,AMBA,VMW,MRVL,SDGR,SUM
12/15/2021,7.99,6.07,4.89,4.54,5.62,4.94,4.71,6.77,4.03,4.21,6.86,0.0,0.0,4.36,4.53,0.68,0.0,2.59,0.0,0.0,0.0,0.0,6.23,0.0,0.0,0.0,0.0,3.87,5.06,4.01,1.76,0.0,0.0,6.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
12/16/2021,7.99,6.07,4.89,4.54,5.62,4.94,4.71,6.77,4.03,4.21,6.86,0.0,0.0,4.36,4.53,0.68,0.0,2.59,0.0,0.0,0.0,0.0,6.23,0.0,0.0,0.0,0.0,3.87,5.06,4.01,1.76,0.0,0.0,6.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
12/17/2021,7.99,6.07,4.89,4.54,5.62,4.94,4.71,6.77,4.03,4.21,6.86,0.0,0.0,4.36,4.53,0.68,0.0,2.59,0.0,0.0,0.0,0.0,6.23,0.0,0.0,0.0,0.0,3.87,5.06,4.01,1.76,0.0,0.0,6.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
12/20/2021,7.99,6.07,4.89,4.54,5.62,4.94,4.71,6.77,4.03,4.21,6.86,0.0,0.0,4.36,4.53,0.68,0.0,2.59,0.0,0.0,0.0,0.0,6.23,0.0,0.0,0.0,0.0,3.87,5.06,4.01,1.76,0.0,0.0,6.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
12/21/2021,6.49,6.41,5.17,1.81,5.6,5.14,5.38,6.47,1.88,4.84,1.4,0.0,0.0,1.81,4.71,0.0,0.0,2.55,0.0,0.0,0.0,0.0,5.22,2.0,4.06,0.26,0.0,5.38,4.79,4.81,2.16,0.0,0.0,6.49,3.18,2.0,0.0,0.0,0.0,0.0,0.0,100.01
12/22/2021,6.31,6.51,5.3,1.79,5.87,5.35,5.41,6.6,2.06,5.28,1.41,0.0,0.0,1.81,4.79,0.0,0.0,2.57,0.0,0.0,0.0,0.0,4.91,2.08,2.01,0.27,0.0,5.39,4.84,5.01,2.17,0.0,0.0,6.96,3.22,2.08,0.0,0.0,0.0,0.0,0.0,100.0
12/23/2021,6.29,6.57,5.24,1.88,5.83,5.32,5.21,6.62,2.04,4.96,1.47,0.0,0.0,1.74,4.9,0.0,0.0,2.59,0.0,0.0,0.0,0.0,5.1,2.06,1.94,0.2,0.0,5.7,5.0,4.93,2.2,0.0,0.0,6.94,3.23,2.04,0.0,0.0,0.0,0.0,0.0,100.0
12/24/2021,6.33,6.45,5.16,1.91,5.78,5.22,5.14,6.54,1.99,5.59,1.51,0.0,0.0,1.74,5.0,0.0,0.0,2.62,0.0,0.0,0.0,0.0,5.25,2.02,1.92,0.19,0.0,5.71,4.87,4.79,2.15,0.0,0.0,6.97,3.17,1.98,0.0,0.0,0.0,0.0,0.0,100.0
12/27/2021,6.37,6.46,5.2,1.89,5.76,5.16,5.14,6.22,2.0,5.68,1.53,0.0,0.0,1.72,5.02,0.0,0.0,2.66,0.0,0.0,0.0,0.0,5.28,2.0,1.92,0.0,0.0,5.73,5.0,4.79,2.17,0.0,0.0,7.11,3.22,1.96,0.0,0.0,0.0,0.0,0.0,99.99
12/28/2021,6.37,6.46,5.2,1.89,5.76,5.16,5.14,6.22,2.0,5.68,1.53,0.0,0.0,1.72,5.02,0.0,0.0,2.66,0.0,0.0,0.0,0.0,5.28,2.0,1.92,0.0,0.0,5.73,5.0,4.79,2.17,0.0,0.0,7.11,3.22,1.96,0.0,0.0,0.0,0.0,0.0,99.99
12/29/2021,6.29,6.35,5.12,1.86,5.69,5.13,5.09,6.15,2.13,5.73,1.5,0.0,0.0,1.72,4.92,0.0,0.0,2.65,0.0,0.0,0.0,0.0,5.03,1.98,1.91,0.04,0.0,5.62,4.95,4.73,2.14,0.0,0.0,7.13,3.16,1.93,1.02,0.0,0.0,0.0,0.0,99.97
12/30/2021,6.52,6.46,5.19,1.88,5.69,4.73,5.18,6.33,2.14,5.87,1.48,0.0,0.0,1.73,4.86,0.0,0.0,2.62,0.0,0.0,0.0,0.0,5.04,1.99,1.93,0.04,0.0,4.88,4.98,4.79,2.24,0.0,0.0,7.23,3.22,1.97,1.01,0.0,0.0,0.0,0.0,100.0
12/31/2021,6.44,6.45,5.21,1.84,5.78,4.78,5.21,6.24,2.09,5.74,1.52,0.0,0.0,1.69,4.94,0.0,0.0,2.64,0.0,0.0,0.0,0.0,4.91,2.02,1.95,0.13,0.0,4.84,4.99,4.87,2.2,0.0,0.0,7.29,3.23,1.98,1.02,0.0,0.0,0.0,0.0,100.0
01/03/2022,6.32,6.42,4.94,1.88,5.78,4.8,5.01,6.24,2.11,5.72,1.49,0.0,0.0,1.76,4.82,0.0,0.0,2.65,0.0,0.0,0.0,0.0,3.97,2.03,1.94,0.13,0.0,4.87,4.74,4.9,2.23,0.0,0.0,7.27,3.23,1.98,2.79,0.0,0.0,0.0,0.0,100.01999999999998
01/03/2022,6.32,6.42,4.94,1.88,5.78,4.8,5.01,6.24,2.11,5.72,1.49,0.0,0.0,1.76,4.82,0.0,0.0,2.65,0.0,0.0,0.0,0.0,3.97,2.03,1.94,0.13,0.0,4.87,4.74,4.9,2.23,0.0,0.0,7.27,3.23,1.98,2.79,0.0,0.0,0.0,0.0,100.01999999999998
01/03/2022,6.32,6.42,4.94,1.88,5.78,4.8,5.01,6.24,2.11,5.72,1.49,0.0,0.0,1.76,4.82,0.0,0.0,2.65,0.0,0.0,0.0,0.0,3.97,2.03,1.94,0.13,0.0,4.87,4.74,4.9,2.23,0.0,0.0,7.27,3.23,1.98,2.79,0.0,0.0,0.0,0.0,100.01999999999998
01/04/2022,6.32,6.42,4.94,1.88,5.78,4.8,5.01,6.24,2.11,5.72,1.49,0.0,0.0,1.76,4.82,0.0,0.0,2.65,0.0,0.0,0.0,0.0,3.97,2.03,1.94,0.13,0.0,4.87,4.74,4.9,2.23,0.0,0.0,7.27,3.23,1.98,2.79,0.0,0.0,0.0,0.0,100.01999999999998
01/05/2022,6.32,6.42,4.94,1.88,5.78,4.8,5.01,6.24,2.11,5.72,1.49,0.0,0.0,1.76,4.82,0.0,0.0,2.65,0.0,0.0,0.0,0.0,3.97,2.03,1.94,0.13,0.0,4.87,4.74,4.9,2.23,0.0,0.0,7.27,3.23,1.98,2.79,0.0,0.0,0.0,0.0,100.01999999999998
01/06/2022,6.32,6.42,4.94,1.88,5.78,4.8,5.01,6.24,2.11,5.72,1.49,0.0,0.0,1.76,4.82,0.0,0.0,2.65,0.0,0.0,0.0,0.0,3.97,2.03,1.94,0.13,0.0,4.87,4.74,4.9,2.23,0.0,0.0,7.27,3.23,1.98,2.79,0.0,0.0,0.0,0.0,100.01999999999998
01/07/2022,5.81,5.77,4.79,1.68,6.09,4.78,5.22,5.86,2.27,6.13,1.57,0.0,0.0,1.79,5.0,0.0,0.0,2.62,0.0,0.0,0.0,0.0,3.7,2.04,2.01,0.34,0.0,4.24,4.44,4.4,2.22,0.0,0.0,7.4,3.15,1.97,4.69,0.0,0.0,0.0,0.0,99.98
01/10/2022,5.61,5.71,4.73,1.61,6.25,4.78,5.19,5.79,2.21,5.76,1.59,0.0,0.0,1.7,5.12,0.0,0.0,2.55,0.0,0.0,0.0,0.0,3.57,2.06,2.02,0.35,0.0,4.99,4.39,4.43,2.15,0.0,0.0,7.5,3.1,1.99,4.84,0.0,0.0,0.0,0.0,99.99
01/11/2022,5.67,5.64,4.58,1.93,6.22,4.81,4.43,5.84,2.17,5.58,1.57,0.0,0.0,1.61,5.07,0.0,0.0,2.5,0.0,0.0,0.0,0.0,3.53,2.04,2.04,0.31,0.0,5.85,4.57,4.43,2.16,0.0,0.0,7.22,3.04,1.95,4.76,0.47,0.0,0.0,0.0,99.99
01/12/2022,5.51,5.57,4.52,1.95,6.35,4.76,3.55,5.69,2.21,5.64,1.64,0.0,0.0,1.58,5.24,0.0,0.0,2.49,0.0,0.0,0.0,0.0,3.58,2.04,2.05,0.94,0.0,5.91,4.54,4.38,2.1,0.0,0.0,7.5,3.06,1.0,4.86,1.34,0.0,0.0,0.0,100.0
01/13/2022,5.62,5.68,4.6,2.07,6.31,4.81,3.46,5.7,2.22,5.64,1.63,0.0,0.0,1.5,5.15,0.0,0.0,2.6,0.0,0.0,0.0,0.0,3.67,1.16,2.03,0.0,0.0,6.32,4.58,4.37,2.13,0.0,0.0,7.56,3.11,1.02,4.85,2.22,0.0,0.0,0.0,100.01
01/14/2022,6.59,5.73,4.55,2.08,6.29,4.76,3.57,5.7,2.75,5.78,1.6,0.0,0.0,1.5,5.11,0.0,0.0,2.56,0.0,0.0,0.0,0.0,3.56,1.14,2.0,0.0,0.0,6.2,4.49,4.33,2.09,0.0,0.0,7.61,3.03,0.0,4.79,2.19,0.0,0.0,0.0,100.0
01/17/2022,6.52,5.69,4.49,1.94,6.56,4.89,3.62,5.81,2.59,5.94,1.7,0.0,0.0,1.41,5.36,0.0,0.0,2.75,0.0,0.0,0.0,0.0,3.57,1.2,2.12,0.08,0.0,5.79,4.4,3.83,2.11,0.0,0.0,7.39,3.04,0.0,4.94,2.25,0.0,0.0,0.0,99.99
01/18/2022,6.52,5.69,4.49,1.94,6.56,4.89,3.62,5.81,2.59,5.94,1.7,0.0,0.0,1.41,5.36,0.0,0.0,2.75,0.0,0.0,0.0,0.0,3.57,1.2,2.12,0.08,0.0,5.79,4.4,3.83,2.11,0.0,0.0,7.39,3.04,0.0,4.94,2.25,0.0,0.0,0.0,99.99
01/19/2022,6.52,5.69,4.49,1.94,6.56,4.89,3.62,5.81,2.59,5.94,1.7,0.0,0.0,1.41,5.36,0.0,0.0,2.75,0.0,0.0,0.0,0.0,3.57,1.2,2.12,0.08,0.0,5.79,4.4,3.83,2.11,0.0,0.0,7.39,3.04,0.0,4.94,2.25,0.0,0.0,0.0,99.99
01/20/2022,6.52,5.69,4.49,1.94,6.56,4.89,3.62,5.81,2.59,5.94,1.7,0.0,0.0,1.41,5.36,0.0,0.0,2.75,0.0,0.0,0.0,0.0,3.57,1.2,2.12,0.08,0.0,5.79,4.4,3.83,2.11,0.0,0.0,7.39,3.04,0.0,4.94,2.25,0.0,0.0,0.0,99.99
01/21/2022,6.74,5.74,4.54,2.0,6.73,4.97,3.67,6.16,2.43,6.07,1.69,0.0,0.0,1.43,5.37,0.0,0.0,2.84,0.0,0.0,0.0,0.0,3.61,1.22,2.15,0.08,0.0,4.1,4.49,3.84,2.19,0.0,0.0,7.5,3.15,0.0,5.0,2.3,0.0,0.0,0.0,100.01
01/24/2022,6.25,5.57,4.37,2.35,6.54,4.87,3.44,5.54,2.22,5.69,1.6,0.0,0.0,1.86,5.19,0.0,0.0,2.67,0.0,0.0,0.0,0.0,4.01,1.17,2.12,2.03,0.0,4.56,4.66,3.75,2.07,0.0,0.0,7.47,3.07,0.0,4.87,2.06,0.0,0.0,0.0,100.0
01/25/2022,6.24,5.59,4.48,2.44,6.62,4.98,3.52,5.62,2.27,5.79,1.6,0.0,0.0,1.91,5.34,0.0,0.0,2.82,0.0,0.0,0.0,0.0,4.1,1.19,2.14,0.06,0.0,4.67,4.83,3.83,2.08,0.0,0.0,7.58,3.16,0.0,5.03,2.11,0.0,0.0,0.0,100.0
01/26/2022,6.22,5.7,4.51,2.37,6.68,5.1,3.55,5.71,2.23,5.75,1.6,0.0,0.0,1.84,5.29,0.0,0.0,2.79,0.0,0.0,0.0,0.0,4.05,1.22,2.19,0.06,0.0,4.65,4.63,3.93,2.14,0.0,0.0,7.41,3.2,0.0,5.08,2.11,0.0,0.0,0.0,100.01
01/27/2022,6.22,5.7,4.51,2.37,6.68,5.1,3.55,5.71,2.23,5.75,1.6,0.0,0.0,1.84,5.29,0.0,0.0,2.79,0.0,0.0,0.0,0.0,4.05,1.22,2.19,0.06,0.0,4.65,4.63,3.93,2.14,0.0,0.0,7.41,3.2,0.0,5.08,2.11,0.0,0.0,0.0,100.01
01/28/2022,6.22,5.7,4.51,2.37,6.68,5.1,3.55,5.71,2.23,5.75,1.6,0.0,0.0,1.84,5.29,0.0,0.0,2.79,0.0,0.0,0.0,0.0,4.05,1.22,2.19,0.06,0.0,4.65,4.63,3.93,2.14,0.0,0.0,7.41,3.2,0.0,5.08,2.11,0.0,0.0,0.0,100.01
01/31/2022,8.94,5.59,4.43,3.7,2.17,5.05,3.55,4.58,2.27,5.74,1.62,0.0,0.0,1.65,5.52,0.0,0.0,2.46,0.0,0.0,0.0,0.0,3.83,0.0,2.24,0.24,0.0,5.5,5.86,0.0,2.14,0.0,0.0,6.94,4.46,0.0,6.22,2.07,3.24,0.0,0.0,100.01
02/01/2022,8.94,5.59,4.43,3.7,2.17,5.05,3.55,4.58,2.27,5.74,1.62,0.0,0.0,1.65,5.52,0.0,0.0,2.46,0.0,0.0,0.0,0.0,3.83,0.0,2.24,0.24,0.0,5.5,5.86,0.0,2.14,0.0,0.0,6.94,4.46,0.0,6.22,2.07,3.24,0.0,0.0,100.01
02/02/2022,8.94,5.59,4.43,3.7,2.17,5.05,3.55,4.58,2.27,5.74,1.62,0.0,0.0,1.65,5.52,0.0,0.0,2.46,0.0,0.0,0.0,0.0,3.83,0.0,2.24,0.24,0.0,5.5,5.86,0.0,2.14,0.0,0.0,6.94,4.46,0.0,6.22,2.07,3.24,0.0,0.0,100.01
02/03/2022,8.72,6.05,4.9,3.93,2.36,5.39,3.78,5.55,2.44,6.08,1.72,0.0,0.0,0.0,5.87,0.0,0.0,2.84,0.0,0.0,0.0,0.0,4.21,0.0,2.37,0.0,0.0,6.24,5.22,0.0,2.27,0.0,0.0,4.92,4.86,0.0,6.71,0.0,3.56,0.0,0.0,99.99
02/04/2022,9.12,6.15,5.04,5.31,2.37,5.36,3.95,5.67,2.53,3.38,1.76,0.0,0.0,0.0,6.03,0.0,0.0,2.87,0.0,0.0,0.0,0.0,5.4,0.0,2.33,2.4,0.0,6.56,5.31,0.0,3.09,0.0,0.0,0.0,4.79,0.0,6.68,0.0,3.89,0.0,0.0,99.99
02/07/2022,8.34,5.42,4.45,4.57,2.18,4.8,3.51,5.02,2.28,1.85,1.61,0.0,0.0,0.0,5.39,0.0,0.0,2.6,0.0,0.0,0.0,0.0,4.66,0.0,2.13,8.88,0.0,5.83,4.64,0.0,2.76,0.0,0.0,0.0,4.28,0.0,6.04,0.0,4.55,2.21,2.01,100.01
02/08/2022,8.11,5.42,4.38,4.25,2.24,4.78,3.49,4.91,2.22,1.82,1.61,0.0,0.0,0.0,5.4,0.0,0.0,2.59,0.0,0.0,0.0,0.0,4.56,0.0,2.13,9.1,0.0,5.68,4.59,0.0,3.72,0.0,0.0,0.0,4.21,0.0,6.1,0.0,4.63,2.1,1.95,99.99
02/09/2022,8.29,5.52,4.44,7.25,2.27,4.77,3.53,5.04,2.32,1.85,1.61,0.0,0.0,0.0,5.46,0.0,0.0,2.61,0.0,0.0,0.0,0.0,4.94,0.0,2.08,3.89,0.0,6.05,4.84,0.0,3.94,0.0,0.0,0.0,4.31,0.0,6.15,0.0,4.7,2.19,1.95,100.0
02/10/2022,8.29,5.52,4.44,7.25,2.27,4.77,3.53,5.04,2.32,1.85,1.61,0.0,0.0,0.0,5.46,0.0,0.0,2.61,0.0,0.0,0.0,0.0,4.94,0.0,2.08,3.89,0.0,6.05,4.84,0.0,3.94,0.0,0.0,0.0,4.31,0.0,6.15,0.0,4.7,2.19,1.95,100.0
02/11/2022,8.4,5.43,4.39,7.05,2.23,4.73,3.64,5.04,1.64,1.93,1.73,0.0,0.0,0.0,5.79,0.0,0.0,2.68,0.0,0.0,0.0,0.0,5.16,0.0,2.05,3.75,0.0,6.2,4.73,0.0,4.02,0.0,0.0,0.0,4.21,0.0,6.29,0.0,4.66,2.31,1.95,100.00999999999999
