,MRVL,SNAP,UBER,TW,ZM,DOCU,CVNA,CRWD,AVTR,PINS,DOW,DELL,COIN,DT,TWLO,NET,GLW,CTVA,ABNB,YETI,FOUR,OTIS,CARR,J,ALXN,DBX,KDP,PPD,TXG,PLTR,MEDP,ALC.SW,HZNP,KEYS,LYFT,SPT,RBLX,MCFE,ELAN,BILL,DKNG,ZS,CHWY,RKT,APP,EXPE,BWA,EXK.,MRVI,RRC,KEY,BJ,BYND,FOCS,SONO,LEVI,LMND,Gates Industrial Corporation Plc,AGL,OSH,SMPL,NVST,SOFI,SFIX,TSP,EQH,SNV,WSC,PCOR,SLQT,DBRG,ASO,GOLF,ASAN,BMBL,KRTX,HQY,JLL,VRT,UPST,ACI,SAFE,REAL,ARNC,ACCD,CHX,ACA,SWAV,KTB,JCOM,BHVN,ATKR,PGNY,SWCH,OCDX,ZY,UTZ,VRNT,HCAT,US Dollar,CCCC,AZN,EXAS,GTES,n/a,HOOD,DOCN,DASH,GD,DDOG,PXD,PWSC,ZI,XM,WMG,BSY,ON,S,CFLT,ESTC,NLOK,EVRG,NTLA,ZIP,RYAN,BEAM,CERE,MGY,SKIN,GDYN,ZD,CCSI,VMW,SUM
09/28/2021,8.65,7.65,2.6,3.19,2.11,2.47,2.27,2.59,3.35,0.76,1.21,2.69,1.44,2.19,0.0,1.95,0.0,1.48,2.11,1.13,0.5,1.35,1.4,1.85,0.0,1.53,1.67,0.0,1.04,1.94,0.99,1.96,1.73,1.71,0.33,1.75,1.25,0.13,0.8,1.38,1.42,0.93,0.0,0.0,0.77,0.34,0.0,0.0,0.22,1.1,0.61,0.83,0.0,0.46,0.47,0.18,0.0,0.0,0.0,0.2,0.35,0.36,0.0,0.0,0.0,0.32,0.0,0.41,0.22,0.0,0.0,0.41,0.0,1.15,0.34,0.43,0.12,0.88,0.1,1.4,0.57,0.0,0.0,0.1,0.11,0.38,0.0,0.27,0.12,0.18,0.23,0.19,0.2,0.66,0.07,0.0,0.0,0.05,0.12,0.0,0.21,0.0,0.0,0.0,0.3,0.0,1.08,0.97,0.82,0.79,0.69,0.46,0.49,0.42,0.4,0.35,0.37,0.28,0.32,0.27,0.26,0.25,0.19,0.17,0.15,0.11,0.08,0.07,0.06,0.03,0.0,0.0,0.0,100.01
09/29/2021,8.65,7.65,2.6,3.19,2.11,2.47,2.27,2.59,3.35,0.76,1.21,2.69,1.44,2.19,0.0,1.95,0.0,1.48,2.11,1.13,0.5,1.35,1.4,1.85,0.0,1.53,1.67,0.0,1.04,1.94,0.99,1.96,1.73,1.71,0.33,1.75,1.25,0.13,0.8,1.38,1.42,0.93,0.0,0.0,0.77,0.34,0.0,0.0,0.22,1.1,0.61,0.83,0.0,0.46,0.47,0.18,0.0,0.0,0.0,0.2,0.35,0.36,0.0,0.0,0.0,0.32,0.0,0.41,0.22,0.0,0.0,0.41,0.0,1.15,0.34,0.43,0.12,0.88,0.1,1.4,0.57,0.0,0.0,0.1,0.11,0.38,0.0,0.27,0.12,0.18,0.23,0.19,0.2,0.66,0.07,0.0,0.0,0.05,0.12,0.0,0.21,0.0,0.0,0.0,0.3,0.0,1.08,0.97,0.82,0.79,0.69,0.46,0.49,0.42,0.4,0.35,0.37,0.28,0.32,0.27,0.26,0.25,0.19,0.17,0.15,0.11,0.08,0.07,0.06,0.03,0.0,0.0,0.0,100.01
09/30/2021,8.65,7.65,2.6,3.19,2.11,2.47,2.27,2.59,3.35,0.76,1.21,2.69,1.44,2.19,0.0,1.95,0.0,1.48,2.11,1.13,0.5,1.35,1.4,1.85,0.0,1.53,1.67,0.0,1.04,1.94,0.99,1.96,1.73,1.71,0.33,1.75,1.25,0.13,0.8,1.38,1.42,0.93,0.0,0.0,0.77,0.34,0.0,0.0,0.22,1.1,0.61,0.83,0.0,0.46,0.47,0.18,0.0,0.0,0.0,0.2,0.35,0.36,0.0,0.0,0.0,0.32,0.0,0.41,0.22,0.0,0.0,0.41,0.0,1.15,0.34,0.43,0.12,0.88,0.1,1.4,0.57,0.0,0.0,0.1,0.11,0.38,0.0,0.27,0.12,0.18,0.23,0.19,0.2,0.66,0.07,0.0,0.0,0.05,0.12,0.0,0.21,0.0,0.0,0.0,0.3,0.0,1.08,0.97,0.82,0.79,0.69,0.46,0.49,0.42,0.4,0.35,0.37,0.28,0.32,0.27,0.26,0.25,0.19,0.17,0.15,0.11,0.08,0.07,0.06,0.03,0.0,0.0,0.0,100.01
10/01/2021,8.68,7.46,2.66,3.17,2.14,2.42,2.28,2.54,3.24,0.76,1.29,2.75,1.47,2.18,0.0,1.86,0.0,1.54,2.12,1.1,0.5,1.36,1.4,1.9,0.0,1.52,1.7,0.0,1.04,1.89,0.96,1.94,1.75,1.72,0.33,1.63,1.21,0.12,0.82,1.38,1.44,0.92,0.0,0.0,0.75,0.34,0.0,0.0,0.22,1.22,0.64,0.84,0.0,0.48,0.46,0.18,0.0,0.0,0.0,0.2,0.36,0.36,0.0,0.0,0.0,0.33,0.0,0.42,0.22,0.0,0.0,0.42,0.0,1.11,0.35,0.45,0.12,0.89,0.1,1.43,0.57,0.0,0.0,0.11,0.11,0.41,0.0,0.28,0.13,0.18,0.23,0.2,0.19,0.65,0.08,0.0,0.0,0.05,0.12,0.0,0.21,0.0,0.0,0.0,0.3,0.0,1.08,0.97,0.83,0.77,0.72,0.45,0.47,0.42,0.4,0.34,0.37,0.27,0.32,0.26,0.26,0.25,0.19,0.17,0.15,0.11,0.08,0.07,0.07,0.03,0.0,0.0,0.0,99.95
10/04/2021,8.67,7.19,2.64,3.26,2.14,2.46,2.25,2.58,3.29,0.75,1.3,2.85,1.5,2.22,0.0,1.78,0.0,1.56,2.13,1.07,0.47,1.39,1.44,1.9,0.0,1.5,1.78,0.0,1.04,1.72,1.0,1.96,1.82,1.67,0.33,1.57,1.2,0.13,0.83,1.42,1.41,0.92,0.0,0.0,0.74,0.34,0.0,0.0,0.23,1.3,0.66,0.83,0.0,0.49,0.45,0.18,0.0,0.0,0.0,0.19,0.36,0.37,0.0,0.0,0.0,0.34,0.0,0.42,0.22,0.0,0.0,0.41,0.0,1.05,0.34,0.46,0.12,0.92,0.11,1.42,0.6,0.0,0.0,0.11,0.12,0.41,0.0,0.27,0.12,0.18,0.25,0.18,0.18,0.68,0.08,0.0,0.0,0.05,0.11,0.0,0.2,0.0,0.0,0.0,0.28,0.0,1.07,0.96,0.86,0.8,0.75,0.45,0.46,0.4,0.4,0.35,0.36,0.26,0.29,0.25,0.27,0.26,0.18,0.18,0.16,0.11,0.08,0.08,0.06,0.03,0.0,0.0,0.0,99.98
10/05/2021,8.49,7.23,2.73,3.27,2.16,2.44,2.23,2.58,3.3,0.77,1.31,2.86,1.5,2.25,0.0,1.79,0.0,1.59,2.17,1.06,0.49,1.37,1.44,1.91,0.0,1.49,1.71,0.0,1.01,1.72,1.02,1.93,1.8,1.66,0.34,1.6,1.18,0.13,0.83,1.46,1.46,0.92,0.0,0.0,0.76,0.35,0.0,0.0,0.2,1.3,0.68,0.79,0.0,0.48,0.44,0.18,0.0,0.0,0.0,0.18,0.37,0.38,0.0,0.0,0.0,0.34,0.0,0.42,0.21,0.0,0.0,0.41,0.0,1.02,0.34,0.47,0.13,0.95,0.11,1.33,0.57,0.0,0.0,0.11,0.12,0.43,0.0,0.25,0.12,0.18,0.26,0.19,0.19,0.68,0.08,0.0,0.0,0.05,0.11,0.0,0.2,0.0,0.0,0.0,0.28,0.0,1.1,0.94,0.85,0.81,0.77,0.44,0.46,0.41,0.42,0.35,0.36,0.27,0.3,0.25,0.27,0.25,0.18,0.17,0.16,0.1,0.08,0.08,0.06,0.03,0.0,0.0,0.0,99.97
10/06/2021,8.49,7.23,2.73,3.27,2.16,2.44,2.23,2.58,3.3,0.77,1.31,2.86,1.5,2.25,0.0,1.79,0.0,1.59,2.17,1.06,0.49,1.37,1.45,1.91,0.0,1.49,1.71,0.0,1.01,1.72,1.02,1.93,1.8,1.66,0.34,1.6,1.18,0.13,0.83,1.46,1.46,0.92,0.0,0.0,0.76,0.35,0.0,0.0,0.2,1.3,0.68,0.79,0.0,0.48,0.44,0.18,0.0,0.0,0.0,0.18,0.37,0.38,0.0,0.0,0.0,0.34,0.0,0.42,0.21,0.0,0.0,0.41,0.0,1.02,0.34,0.47,0.13,0.95,0.11,1.33,0.57,0.0,0.0,0.11,0.12,0.43,0.0,0.25,0.12,0.18,0.26,0.19,0.19,0.68,0.08,0.0,0.0,0.05,0.11,0.0,0.2,0.0,0.0,0.0,0.26,0.0,1.1,0.94,0.85,0.81,0.77,0.44,0.46,0.41,0.42,0.35,0.36,0.27,0.3,0.25,0.27,0.25,0.18,0.17,0.16,0.1,0.08,0.08,0.06,0.03,0.0,0.0,0.0,99.96
10/07/2021,8.39,7.03,2.73,3.33,2.15,2.39,2.22,2.54,3.29,0.74,1.33,2.92,1.53,2.22,0.0,1.85,0.0,1.6,2.12,1.07,0.49,1.4,1.48,1.91,0.0,1.45,1.73,0.0,1.04,1.69,1.02,1.93,1.88,1.66,0.34,1.46,1.25,0.13,0.85,1.41,1.44,0.9,0.0,0.0,0.75,0.36,0.0,0.0,0.21,1.41,0.7,0.83,0.0,0.5,0.45,0.19,0.0,0.0,0.0,0.19,0.38,0.38,0.0,0.0,0.0,0.35,0.0,0.43,0.22,0.0,0.0,0.42,0.0,1.03,0.33,0.48,0.13,0.96,0.11,1.32,0.59,0.0,0.0,0.11,0.11,0.46,0.0,0.25,0.12,0.18,0.26,0.19,0.19,0.68,0.08,0.0,0.0,0.06,0.11,0.0,0.2,0.0,0.0,0.0,0.27,0.0,1.09,0.93,0.87,0.79,0.81,0.45,0.46,0.4,0.43,0.34,0.36,0.25,0.29,0.24,0.27,0.26,0.17,0.17,0.16,0.1,0.08,0.08,0.06,0.03,0.0,0.0,0.0,99.99
10/08/2021,8.54,7.14,2.68,3.32,2.11,2.45,2.14,2.57,3.26,0.74,1.33,2.9,1.58,2.21,0.0,1.98,0.0,1.61,2.09,1.06,0.49,1.41,1.47,1.9,0.0,1.44,1.74,0.0,1.01,1.67,1.02,1.9,1.89,1.65,0.33,1.48,1.15,0.13,0.84,1.43,1.44,0.91,0.0,0.0,0.76,0.35,0.0,0.0,0.2,1.4,0.7,0.82,0.0,0.52,0.44,0.19,0.0,0.0,0.0,0.18,0.37,0.37,0.0,0.0,0.0,0.35,0.0,0.43,0.22,0.0,0.0,0.41,0.0,1.05,0.33,0.47,0.13,0.95,0.1,1.33,0.57,0.0,0.0,0.11,0.11,0.46,0.0,0.26,0.12,0.18,0.26,0.19,0.19,0.68,0.08,0.0,0.0,0.05,0.11,0.0,0.2,0.0,0.0,0.0,0.27,0.0,1.09,0.93,0.86,0.81,0.82,0.43,0.46,0.4,0.42,0.34,0.36,0.25,0.28,0.24,0.27,0.26,0.18,0.17,0.16,0.1,0.08,0.08,0.06,0.03,0.0,0.0,0.0,100.0
10/11/2021,9.11,7.22,2.74,3.22,2.04,2.49,2.07,2.55,3.21,0.75,1.29,2.85,1.61,2.19,0.0,2.1,0.0,1.53,2.1,1.06,0.47,1.38,1.45,1.88,0.0,1.44,1.77,0.0,1.07,1.66,0.99,1.86,1.83,1.61,0.33,1.48,1.15,0.13,0.84,1.44,1.41,0.92,0.0,0.0,0.85,0.35,0.0,0.0,0.2,1.29,0.68,0.8,0.0,0.51,0.43,0.19,0.0,0.0,0.0,0.18,0.37,0.35,0.0,0.0,0.0,0.34,0.0,0.42,0.22,0.0,0.0,0.42,0.0,1.07,0.33,0.46,0.12,0.92,0.1,1.35,0.53,0.0,0.0,0.11,0.11,0.44,0.0,0.26,0.12,0.18,0.25,0.19,0.19,0.66,0.08,0.0,0.0,0.05,0.11,0.0,0.19,0.0,0.0,0.0,0.22,0.0,1.14,0.93,0.86,0.79,0.8,0.43,0.46,0.4,0.41,0.33,0.35,0.27,0.31,0.25,0.27,0.25,0.18,0.17,0.16,0.1,0.08,0.08,0.06,0.03,0.0,0.0,0.0,99.99
10/18/2021,8.97,7.13,2.66,3.23,2.09,2.39,2.02,2.76,2.89,0.74,1.27,2.78,1.64,2.3,0.0,2.49,0.0,1.54,2.07,1.06,0.41,1.34,1.41,1.85,0.0,1.46,1.77,0.0,1.05,1.67,0.94,1.84,1.79,1.63,0.3,1.54,1.13,0.12,0.81,1.53,1.38,0.99,0.0,0.0,0.89,0.34,0.0,0.0,0.17,1.31,0.68,0.84,0.0,0.53,0.43,0.17,0.0,0.0,0.0,0.18,0.35,0.33,0.0,0.0,0.0,0.35,0.0,0.42,0.22,0.0,0.0,0.4,0.0,1.13,0.34,0.45,0.12,0.91,0.1,1.63,0.52,0.0,0.0,0.11,0.1,0.46,0.0,0.24,0.11,0.0,0.23,0.18,0.18,0.64,0.08,0.0,0.0,0.05,0.11,0.0,0.19,0.0,0.0,0.0,0.05,0.0,1.19,0.95,0.86,0.83,0.82,0.41,0.48,0.42,0.43,0.31,0.33,0.28,0.31,0.28,0.26,0.25,0.17,0.17,0.17,0.11,0.09,0.08,0.06,0.03,0.16,0.03,0.0,100.01
10/19/2021,8.99,7.17,2.71,3.21,2.08,2.38,2.04,2.73,2.94,0.74,1.27,2.81,1.76,2.25,0.0,2.52,0.0,1.54,2.05,1.05,0.44,1.35,1.42,1.83,0.0,1.48,1.75,0.0,1.03,1.64,0.94,1.81,1.77,1.63,0.3,1.55,1.16,0.12,0.81,1.5,1.34,0.98,0.0,0.0,0.9,0.34,0.0,0.0,0.17,1.28,0.67,0.83,0.0,0.52,0.42,0.17,0.0,0.0,0.0,0.17,0.35,0.33,0.0,0.0,0.0,0.35,0.0,0.42,0.22,0.0,0.0,0.4,0.0,1.12,0.34,0.45,0.12,0.9,0.1,1.67,0.52,0.0,0.0,0.11,0.1,0.47,0.0,0.24,0.11,0.0,0.23,0.18,0.18,0.64,0.08,0.0,0.0,0.05,0.11,0.0,0.19,0.0,0.0,0.0,0.06,0.0,1.17,0.95,0.87,0.84,0.81,0.4,0.48,0.4,0.42,0.31,0.33,0.28,0.3,0.28,0.26,0.25,0.17,0.16,0.17,0.11,0.09,0.08,0.06,0.03,0.16,0.03,0.0,100.01
10/20/2021,8.99,7.17,2.71,3.21,2.08,2.38,2.04,2.73,2.94,0.74,1.27,2.81,1.76,2.25,0.0,2.52,0.0,1.54,2.05,1.05,0.44,1.35,1.42,1.83,0.0,1.48,1.75,0.0,1.03,1.64,0.94,1.81,1.77,1.63,0.3,1.55,1.16,0.12,0.81,1.5,1.34,0.98,0.0,0.0,0.9,0.34,0.0,0.0,0.17,1.28,0.67,0.83,0.0,0.52,0.42,0.17,0.0,0.0,0.0,0.17,0.35,0.33,0.0,0.0,0.0,0.35,0.0,0.42,0.22,0.0,0.0,0.4,0.0,1.12,0.34,0.45,0.12,0.9,0.1,1.67,0.52,0.0,0.0,0.11,0.1,0.47,0.0,0.24,0.11,0.0,0.23,0.18,0.18,0.64,0.08,0.0,0.0,0.05,0.11,0.0,0.19,0.0,0.0,0.0,0.06,0.0,1.17,0.95,0.87,0.84,0.81,0.4,0.48,0.4,0.42,0.31,0.33,0.28,0.3,0.28,0.26,0.25,0.17,0.16,0.17,0.11,0.09,0.08,0.06,0.03,0.16,0.03,0.0,100.01
10/21/2021,9.12,6.96,2.62,3.17,2.12,2.44,2.03,2.82,2.93,0.75,1.26,2.81,1.82,2.26,0.0,2.69,0.0,1.52,2.07,1.04,0.43,1.33,1.42,1.82,0.0,1.44,1.71,0.0,1.04,1.64,0.92,1.8,1.77,1.65,0.29,1.58,1.16,0.12,0.79,1.49,1.34,1.0,0.0,0.0,0.89,0.33,0.0,0.0,0.17,1.28,0.67,0.83,0.0,0.52,0.43,0.17,0.0,0.0,0.0,0.17,0.35,0.32,0.0,0.0,0.0,0.35,0.0,0.41,0.22,0.0,0.0,0.4,0.0,1.13,0.32,0.44,0.12,0.9,0.1,1.63,0.54,0.0,0.0,0.1,0.1,0.46,0.0,0.24,0.11,0.0,0.22,0.18,0.18,0.63,0.08,0.0,0.0,0.05,0.1,0.0,0.18,0.0,0.0,0.0,0.06,0.0,1.19,0.95,0.85,0.85,0.8,0.4,0.49,0.39,0.43,0.31,0.33,0.29,0.3,0.27,0.26,0.25,0.17,0.16,0.17,0.1,0.09,0.08,0.06,0.03,0.15,0.03,0.0,99.95
10/22/2021,9.15,6.98,2.6,3.19,2.12,2.45,2.03,2.78,2.89,0.77,1.25,2.85,1.89,2.26,0.0,2.56,0.0,1.52,2.03,1.05,0.44,1.33,1.41,1.8,0.0,1.45,1.7,0.0,1.07,1.66,0.92,1.85,1.76,1.66,0.29,1.59,1.18,0.12,0.8,1.49,1.34,0.98,0.0,0.0,0.92,0.32,0.0,0.0,0.18,1.29,0.67,0.83,0.0,0.53,0.42,0.17,0.0,0.0,0.0,0.18,0.34,0.32,0.0,0.0,0.0,0.35,0.0,0.42,0.22,0.0,0.0,0.39,0.0,1.21,0.33,0.44,0.12,0.88,0.1,1.55,0.51,0.0,0.0,0.1,0.11,0.46,0.0,0.24,0.11,0.0,0.22,0.18,0.18,0.62,0.08,0.0,0.0,0.05,0.11,0.0,0.19,0.0,0.0,0.0,0.06,0.0,1.19,0.93,0.85,0.84,0.8,0.4,0.49,0.39,0.43,0.31,0.33,0.29,0.3,0.27,0.26,0.25,0.17,0.16,0.17,0.11,0.09,0.08,0.06,0.03,0.15,0.03,0.0,99.99
10/25/2021,8.97,6.8,2.54,3.18,2.09,2.49,2.09,2.77,2.9,0.84,1.25,2.88,1.84,2.27,0.0,2.67,0.0,1.47,2.02,1.07,0.44,1.34,1.41,1.83,0.0,1.46,1.67,0.0,1.09,1.65,0.91,1.85,1.8,1.67,0.28,1.5,1.23,0.12,0.81,1.51,1.33,1.0,0.0,0.0,0.92,0.31,0.0,0.0,0.19,1.25,0.68,0.84,0.0,0.54,0.42,0.18,0.0,0.0,0.0,0.19,0.34,0.32,0.0,0.0,0.0,0.36,0.0,0.42,0.24,0.0,0.0,0.4,0.0,1.28,0.35,0.46,0.12,0.88,0.1,1.48,0.53,0.0,0.0,0.1,0.1,0.44,0.0,0.26,0.11,0.0,0.23,0.18,0.19,0.63,0.08,0.0,0.0,0.05,0.11,0.0,0.18,0.0,0.0,0.0,0.04,0.0,1.23,0.95,0.84,0.85,0.79,0.4,0.49,0.4,0.42,0.31,0.34,0.3,0.31,0.27,0.26,0.25,0.17,0.17,0.16,0.11,0.1,0.08,0.06,0.03,0.15,0.03,0.0,100.01
10/26/2021,9.06,5.1,2.55,3.29,2.16,2.5,2.11,2.82,2.94,0.82,1.25,2.98,1.88,2.35,0.0,2.72,0.0,1.51,2.01,1.1,0.45,1.37,1.45,1.87,0.0,1.48,1.72,0.0,1.11,1.67,0.94,1.89,1.84,1.7,0.28,1.49,1.27,0.13,0.84,1.53,1.28,1.03,0.0,0.0,0.92,0.32,0.0,0.0,0.19,1.34,0.7,0.88,0.0,0.54,0.42,0.18,0.0,0.0,0.0,0.2,0.37,0.33,0.0,0.0,0.0,0.37,0.0,0.42,0.23,0.0,0.0,0.42,0.0,1.29,0.36,0.47,0.12,0.93,0.1,1.47,0.56,0.0,0.0,0.1,0.1,0.44,0.0,0.26,0.12,0.0,0.24,0.18,0.2,0.65,0.08,0.0,0.0,0.05,0.11,0.0,0.19,0.0,0.0,0.0,0.04,0.0,1.23,0.95,0.87,0.88,0.82,0.4,0.5,0.38,0.43,0.32,0.35,0.3,0.31,0.27,0.27,0.26,0.17,0.17,0.17,0.11,0.1,0.09,0.06,0.03,0.16,0.03,0.0,100.01
10/27/2021,9.06,5.1,2.55,3.29,2.16,2.5,2.11,2.82,2.94,0.82,1.25,2.98,1.88,2.35,0.0,2.72,0.0,1.51,2.01,1.1,0.45,1.37,1.45,1.87,0.0,1.48,1.72,0.0,1.11,1.67,0.94,1.89,1.84,1.7,0.28,1.49,1.27,0.13,0.84,1.53,1.28,1.03,0.0,0.0,0.92,0.32,0.0,0.0,0.19,1.34,0.7,0.88,0.0,0.54,0.42,0.18,0.0,0.0,0.0,0.2,0.37,0.33,0.0,0.0,0.0,0.37,0.0,0.42,0.23,0.0,0.0,0.42,0.0,1.29,0.36,0.47,0.12,0.93,0.1,1.47,0.56,0.0,0.0,0.1,0.1,0.44,0.0,0.26,0.12,0.0,0.24,0.18,0.2,0.65,0.08,0.0,0.0,0.05,0.11,0.0,0.19,0.0,0.0,0.0,0.04,0.0,1.23,0.95,0.87,0.88,0.82,0.4,0.5,0.38,0.43,0.32,0.35,0.3,0.31,0.27,0.27,0.26,0.17,0.17,0.17,0.11,0.1,0.09,0.06,0.03,0.16,0.03,0.0,100.01
10/28/2021,9.18,5.01,2.54,3.3,2.16,2.51,2.06,2.77,2.88,0.71,1.25,2.91,2.02,2.3,0.0,2.82,0.0,1.49,2.03,1.11,0.45,1.3,1.44,1.89,0.0,1.5,1.69,0.0,1.14,1.72,0.94,1.89,1.82,1.7,0.28,1.5,1.25,0.13,0.84,1.51,1.29,1.04,0.0,0.0,0.91,0.32,0.0,0.0,0.19,1.42,0.7,0.85,0.0,0.55,0.42,0.18,0.0,0.0,0.0,0.19,0.39,0.32,0.0,0.0,0.0,0.36,0.0,0.43,0.22,0.0,0.0,0.43,0.0,1.3,0.36,0.47,0.12,0.94,0.1,1.53,0.56,0.0,0.0,0.1,0.1,0.44,0.0,0.26,0.12,0.0,0.24,0.19,0.19,0.64,0.08,0.0,0.0,0.05,0.11,0.0,0.19,0.0,0.0,0.0,0.05,0.0,1.25,0.95,0.86,0.87,0.82,0.42,0.5,0.41,0.43,0.32,0.35,0.3,0.31,0.28,0.27,0.25,0.17,0.16,0.16,0.11,0.1,0.09,0.06,0.03,0.16,0.03,0.0,100.05
10/29/2021,9.22,5.1,2.56,3.34,2.16,2.54,2.06,2.85,2.87,0.67,1.26,2.86,1.99,2.3,0.0,2.77,0.0,1.5,2.06,1.11,0.45,1.28,1.42,1.88,0.0,1.48,1.71,0.0,1.12,1.73,1.06,1.91,1.82,1.71,0.28,1.49,1.21,0.13,0.83,1.45,1.35,1.05,0.0,0.0,0.91,0.32,0.0,0.0,0.18,1.41,0.7,0.85,0.0,0.55,0.42,0.19,0.0,0.0,0.0,0.19,0.4,0.32,0.0,0.0,0.0,0.36,0.0,0.43,0.21,0.0,0.0,0.43,0.0,1.21,0.35,0.48,0.12,0.93,0.1,1.39,0.55,0.0,0.0,0.1,0.1,0.45,0.0,0.26,0.12,0.0,0.24,0.19,0.19,0.64,0.08,0.0,0.0,0.05,0.11,0.0,0.19,0.0,0.0,0.0,0.05,0.0,1.26,0.94,0.85,0.88,0.81,0.41,0.5,0.41,0.43,0.32,0.34,0.3,0.3,0.27,0.27,0.25,0.17,0.17,0.17,0.11,0.1,0.09,0.06,0.03,0.16,0.03,0.0,99.98
11/01/2021,9.35,5.03,2.49,3.36,2.15,2.51,2.11,2.8,2.93,0.64,1.21,2.87,2.0,2.21,0.0,2.76,0.0,1.52,2.07,1.13,0.37,1.28,1.44,1.9,0.0,1.47,1.76,0.0,1.11,1.75,1.1,1.91,1.86,1.73,0.27,1.5,1.25,0.12,0.81,1.48,1.31,1.06,0.0,0.0,0.95,0.32,0.0,0.0,0.19,1.3,0.69,0.83,0.0,0.54,0.42,0.18,0.0,0.0,0.0,0.2,0.4,0.33,0.0,0.0,0.0,0.36,0.0,0.44,0.21,0.0,0.0,0.42,0.0,1.27,0.35,0.5,0.12,0.94,0.11,1.41,0.55,0.0,0.0,0.1,0.1,0.46,0.0,0.26,0.12,0.0,0.24,0.19,0.19,0.63,0.08,0.0,0.0,0.05,0.11,0.0,0.19,0.0,0.0,0.0,0.06,0.0,1.25,0.87,0.84,0.87,0.81,0.4,0.48,0.41,0.44,0.32,0.35,0.3,0.31,0.28,0.26,0.25,0.17,0.16,0.17,0.11,0.1,0.09,0.06,0.03,0.16,0.03,0.0,99.95
11/02/2021,9.31,4.84,2.44,3.41,2.13,2.52,2.14,2.79,3.07,0.62,1.2,2.85,1.99,2.22,0.0,2.91,0.0,1.51,2.05,1.16,0.36,1.28,1.38,1.91,0.0,1.48,1.78,0.0,1.09,1.76,1.13,1.92,1.88,1.73,0.27,1.55,1.26,0.12,0.81,1.48,1.29,1.06,0.0,0.0,0.95,0.32,0.0,0.0,0.19,1.26,0.68,0.83,0.0,0.55,0.43,0.18,0.0,0.0,0.0,0.2,0.4,0.33,0.0,0.0,0.0,0.36,0.0,0.44,0.21,0.0,0.0,0.42,0.0,1.3,0.33,0.5,0.12,0.91,0.11,1.37,0.56,0.0,0.0,0.1,0.1,0.46,0.0,0.26,0.12,0.0,0.24,0.19,0.19,0.64,0.08,0.0,0.0,0.05,0.11,0.0,0.19,0.0,0.0,0.0,0.06,0.0,1.27,0.86,0.84,0.9,0.79,0.4,0.48,0.41,0.44,0.32,0.36,0.31,0.31,0.28,0.26,0.25,0.17,0.17,0.17,0.1,0.1,0.09,0.06,0.03,0.16,0.03,0.0,100.0
11/03/2021,9.31,4.84,2.44,3.41,2.13,2.52,2.14,2.79,3.07,0.62,1.2,2.85,1.99,2.22,0.0,2.91,0.0,1.51,2.05,1.16,0.36,1.28,1.38,1.91,0.0,1.48,1.78,0.0,1.09,1.76,1.13,1.92,1.88,1.73,0.27,1.55,1.26,0.12,0.81,1.48,1.29,1.06,0.0,0.0,0.95,0.32,0.0,0.0,0.19,1.26,0.68,0.83,0.0,0.55,0.43,0.18,0.0,0.0,0.0,0.2,0.4,0.33,0.0,0.0,0.0,0.36,0.0,0.44,0.21,0.0,0.0,0.42,0.0,1.3,0.33,0.5,0.12,0.91,0.11,1.37,0.56,0.0,0.0,0.1,0.1,0.46,0.0,0.26,0.12,0.0,0.24,0.19,0.19,0.64,0.08,0.0,0.0,0.05,0.11,0.0,0.19,0.0,0.0,0.0,0.06,0.0,1.27,0.86,0.84,0.9,0.79,0.4,0.48,0.41,0.44,0.32,0.36,0.31,0.31,0.28,0.26,0.25,0.17,0.17,0.17,0.1,0.1,0.09,0.06,0.03,0.16,0.03,0.0,100.0
11/04/2021,9.31,4.84,2.44,3.41,2.13,2.52,2.14,2.79,3.07,0.62,1.2,2.85,1.99,2.22,0.0,2.91,0.0,1.51,2.05,1.16,0.36,1.28,1.38,1.91,0.0,1.48,1.78,0.0,1.09,1.76,1.13,1.92,1.88,1.73,0.27,1.55,1.26,0.12,0.81,1.48,1.29,1.06,0.0,0.0,0.95,0.32,0.0,0.0,0.19,1.26,0.68,0.83,0.0,0.55,0.43,0.18,0.0,0.0,0.0,0.2,0.4,0.33,0.0,0.0,0.0,0.36,0.0,0.44,0.21,0.0,0.0,0.42,0.0,1.3,0.33,0.5,0.12,0.91,0.11,1.37,0.56,0.0,0.0,0.1,0.1,0.46,0.0,0.26,0.12,0.0,0.24,0.19,0.19,0.64,0.08,0.0,0.0,0.05,0.11,0.0,0.19,0.0,0.0,0.0,0.06,0.0,1.27,0.86,0.84,0.9,0.79,0.4,0.48,0.41,0.44,0.32,0.36,0.31,0.31,0.28,0.26,0.25,0.17,0.17,0.17,0.1,0.1,0.09,0.06,0.03,0.16,0.03,0.0,100.0
