,AAPL,MSFT,GOOGL,FB,JPM,BRK.B,INTC,BAC,AMZN,UNH,JNJ,VZ,ORCL,HD,WMT,CSCO,PG,MS,V,C,CMCSA,T,MRK,GS,PFE,ABBV,PM,CVS,MO,KO,IBM,MA,LOW,PEP,UPS,AMGN,ANTM,LLY,LMT,NVDA,CI,GILD,BLK,TGT,UNP,TXN,HON,TMO,MET,BIIB,GM,MCD,PGR,USB,AMAT,QCOM,MMM,XOM,HCA,ADBE,CAT,TFC,COST,BK,AXP,HUM,HPQ,ALL,NOC,TMUS,KHC,PYPL,DE,GD,ABT,MDLZ,SCHW,LRCX,AFL,NEE,NKE,DIS,MU,REGN,LEN,DHR,CHTR,SPGI,ALXN,MCK,ADP,EBAY,CSX,CRM,SO,NFLX,KR,VIAC,DHI,NEM,INTU,AMT,CL,TROW,NSC,KMB,MMC,PLD,WisdomTree US High Dividend ETF,DG,CARR,EMR,TRV,EXC,D,DOW,AZO,BMY,GIS,EOG,SPG,SHW,ATVI,ITW,VRTX,FOXA,CME,HIG,MCO,AVGO,ADM,ZTS,TSN,ORLY,ICE,FDX,SYK,LHX,APD,WM,KLAC,CTSH,EL,BBY,SYF,AMP,CMI,VMW,LH,KMI,SRE,WMB,ADI,DUK,BDX,PSA,ABC,PPL,DISCA,LUMN,SCCO,PHM,KDP,SBUX,AEP,EW,HSY,SIVB,OKE,EA,PEG,OMC,NTRS,BAX,PH,BKR,MSI,PCAR,PPG,K,BKNG,FE,AMD,MTB,IP,PAYX,CINF,DISH,APH,SWKS,ISRG,OTIS,NUE,MNST,DFS,RSG,NTAP,NOW,CBRE,XEL,ECL,DLTR,CAH,URI,n/a,CDW,ACI,DGX,FTNT,DHS,A,ANET,BEN,XLNX,TSCO,SUM
08/13/2021,4.87,4.81,4.1,2.51,2.35,2.01,1.76,1.74,1.55,1.6,1.51,1.33,1.29,1.19,1.12,1.1,1.11,1.13,0.99,0.98,0.91,0.85,0.81,0.81,0.85,0.72,0.71,0.7,0.65,0.66,0.62,0.59,0.57,0.62,0.54,0.54,0.52,0.6,0.49,0.49,0.44,0.48,0.46,0.48,0.44,0.44,0.46,0.47,0.44,0.43,0.4,0.43,0.41,0.41,0.42,0.42,0.4,0.35,0.45,0.4,0.35,0.38,0.4,0.38,0.36,0.32,0.31,0.32,0.32,0.31,0.29,0.3,0.32,0.32,0.32,0.29,0.3,0.29,0.27,0.27,0.27,0.25,0.25,0.26,0.25,0.27,0.25,0.26,0.0,0.24,0.25,0.21,0.23,0.23,0.24,0.22,0.25,0.2,0.22,0.2,0.23,0.21,0.2,0.21,0.19,0.2,0.21,0.21,0.0,0.21,0.22,0.2,0.19,0.2,0.19,0.18,0.19,0.18,0.18,0.14,0.18,0.19,0.15,0.18,0.18,0.17,0.17,0.19,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.15,0.16,0.16,0.15,0.16,0.17,0.15,0.15,0.14,0.14,0.15,0.13,0.13,0.14,0.12,0.13,0.12,0.13,0.14,0.12,0.13,0.13,0.13,0.12,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.1,0.11,0.12,0.1,0.11,0.1,0.11,0.1,0.12,0.1,0.1,0.11,0.1,0.1,0.12,0.0,0.1,0.11,0.1,0.1,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.0,0.1,0.11,0.1,0.0,0.0,0.0,0.1,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.37000000000002
08/16/2021,4.83,4.75,4.05,2.48,2.38,2.02,1.75,1.78,1.52,1.58,1.49,1.33,1.27,1.21,1.14,1.1,1.1,1.16,0.96,1.01,0.92,0.85,0.8,0.83,0.85,0.72,0.71,0.73,0.65,0.66,0.62,0.58,0.59,0.62,0.53,0.54,0.51,0.59,0.49,0.47,0.43,0.49,0.46,0.48,0.45,0.44,0.46,0.46,0.45,0.42,0.4,0.42,0.41,0.42,0.4,0.42,0.4,0.35,0.43,0.4,0.37,0.39,0.4,0.38,0.35,0.31,0.32,0.33,0.32,0.31,0.29,0.29,0.33,0.32,0.31,0.3,0.3,0.27,0.27,0.28,0.27,0.25,0.23,0.26,0.26,0.27,0.26,0.26,0.0,0.24,0.25,0.22,0.24,0.22,0.24,0.21,0.25,0.2,0.23,0.2,0.22,0.21,0.2,0.21,0.2,0.19,0.21,0.21,0.0,0.21,0.22,0.2,0.19,0.2,0.19,0.18,0.2,0.18,0.18,0.14,0.18,0.19,0.16,0.18,0.17,0.17,0.17,0.19,0.18,0.17,0.17,0.17,0.18,0.17,0.16,0.15,0.15,0.17,0.15,0.16,0.16,0.15,0.15,0.14,0.14,0.15,0.13,0.13,0.14,0.12,0.13,0.12,0.13,0.14,0.12,0.13,0.13,0.13,0.12,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.1,0.11,0.12,0.11,0.11,0.1,0.11,0.1,0.11,0.1,0.11,0.11,0.1,0.1,0.12,0.1,0.1,0.11,0.1,0.1,0.11,0.0,0.11,0.11,0.13,0.11,0.11,0.1,0.0,0.1,0.11,0.1,0.0,0.0,0.0,0.1,0.2,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.26
08/17/2021,4.92,4.83,4.08,2.49,2.36,1.99,1.72,1.76,1.51,1.58,1.51,1.34,1.28,1.19,1.14,1.11,1.11,1.15,0.95,0.99,0.92,0.85,0.82,0.82,0.89,0.73,0.73,0.72,0.66,0.66,0.63,0.57,0.57,0.62,0.54,0.54,0.5,0.59,0.48,0.48,0.43,0.49,0.46,0.48,0.45,0.43,0.46,0.46,0.44,0.43,0.39,0.43,0.4,0.42,0.38,0.42,0.4,0.34,0.43,0.4,0.37,0.38,0.4,0.38,0.34,0.31,0.31,0.33,0.32,0.31,0.29,0.29,0.33,0.32,0.31,0.3,0.3,0.26,0.27,0.28,0.27,0.25,0.22,0.26,0.26,0.28,0.25,0.26,0.0,0.24,0.25,0.24,0.23,0.23,0.24,0.21,0.25,0.19,0.23,0.2,0.23,0.21,0.2,0.21,0.2,0.2,0.21,0.21,0.0,0.2,0.22,0.2,0.19,0.2,0.19,0.18,0.19,0.18,0.18,0.14,0.18,0.2,0.16,0.18,0.17,0.17,0.17,0.19,0.18,0.17,0.17,0.17,0.18,0.17,0.16,0.15,0.16,0.16,0.15,0.16,0.16,0.16,0.15,0.14,0.15,0.15,0.13,0.13,0.14,0.12,0.13,0.12,0.13,0.13,0.12,0.13,0.13,0.13,0.11,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.1,0.11,0.12,0.1,0.11,0.1,0.1,0.1,0.12,0.1,0.11,0.11,0.1,0.11,0.12,0.1,0.1,0.11,0.1,0.1,0.11,0.0,0.11,0.11,0.13,0.11,0.11,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.2,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.33000000000001
08/18/2021,4.92,4.83,4.08,2.49,2.36,1.99,1.72,1.76,1.51,1.58,1.51,1.34,1.28,1.19,1.14,1.11,1.11,1.15,0.95,0.99,0.92,0.85,0.82,0.82,0.89,0.73,0.73,0.72,0.66,0.66,0.63,0.57,0.57,0.62,0.54,0.54,0.5,0.59,0.48,0.48,0.43,0.49,0.46,0.48,0.45,0.43,0.46,0.46,0.44,0.43,0.39,0.43,0.4,0.42,0.38,0.42,0.4,0.34,0.43,0.4,0.37,0.38,0.4,0.38,0.34,0.31,0.31,0.33,0.32,0.31,0.29,0.29,0.33,0.32,0.31,0.3,0.3,0.26,0.27,0.28,0.27,0.25,0.22,0.26,0.26,0.28,0.25,0.26,0.0,0.24,0.25,0.24,0.23,0.23,0.24,0.21,0.25,0.19,0.23,0.2,0.23,0.21,0.2,0.21,0.2,0.2,0.21,0.21,0.0,0.2,0.22,0.2,0.19,0.2,0.19,0.18,0.19,0.18,0.18,0.14,0.18,0.2,0.16,0.18,0.17,0.17,0.17,0.19,0.18,0.17,0.17,0.17,0.18,0.17,0.16,0.15,0.16,0.16,0.15,0.16,0.16,0.16,0.15,0.14,0.15,0.15,0.13,0.13,0.14,0.12,0.13,0.12,0.13,0.13,0.12,0.13,0.13,0.13,0.11,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.1,0.11,0.12,0.1,0.11,0.1,0.1,0.1,0.12,0.1,0.11,0.11,0.1,0.11,0.12,0.1,0.1,0.11,0.1,0.1,0.11,0.0,0.11,0.11,0.13,0.11,0.11,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.2,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.33000000000001
08/19/2021,4.92,4.83,4.08,2.49,2.36,1.99,1.72,1.76,1.51,1.58,1.51,1.34,1.28,1.19,1.14,1.11,1.11,1.15,0.95,0.99,0.92,0.85,0.82,0.82,0.89,0.73,0.73,0.72,0.66,0.66,0.63,0.57,0.57,0.62,0.54,0.54,0.5,0.59,0.48,0.48,0.43,0.49,0.46,0.48,0.45,0.43,0.46,0.46,0.44,0.43,0.39,0.43,0.4,0.42,0.38,0.42,0.4,0.34,0.43,0.4,0.37,0.38,0.4,0.38,0.34,0.31,0.31,0.33,0.32,0.31,0.29,0.29,0.33,0.32,0.31,0.3,0.3,0.26,0.27,0.28,0.27,0.25,0.22,0.26,0.26,0.28,0.25,0.26,0.0,0.24,0.25,0.24,0.23,0.23,0.24,0.21,0.25,0.19,0.23,0.2,0.23,0.21,0.2,0.21,0.2,0.2,0.21,0.21,0.0,0.2,0.22,0.2,0.19,0.2,0.19,0.18,0.19,0.18,0.18,0.14,0.18,0.2,0.16,0.18,0.17,0.17,0.17,0.19,0.18,0.17,0.17,0.17,0.18,0.17,0.16,0.15,0.16,0.16,0.15,0.16,0.16,0.16,0.15,0.14,0.15,0.15,0.13,0.13,0.14,0.12,0.13,0.12,0.13,0.13,0.12,0.13,0.13,0.13,0.11,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.1,0.11,0.12,0.1,0.11,0.1,0.1,0.1,0.12,0.1,0.11,0.11,0.1,0.11,0.12,0.1,0.1,0.11,0.1,0.1,0.11,0.0,0.11,0.11,0.13,0.11,0.11,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.2,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.33000000000001
08/20/2021,4.97,4.84,4.08,2.51,2.33,1.99,1.71,1.74,1.51,1.6,1.52,1.33,1.28,1.2,1.14,1.1,1.11,1.15,0.96,0.97,0.91,0.85,0.83,0.81,0.89,0.74,0.73,0.73,0.65,0.66,0.62,0.57,0.58,0.62,0.54,0.54,0.51,0.6,0.48,0.47,0.43,0.49,0.46,0.48,0.45,0.43,0.46,0.47,0.44,0.42,0.39,0.43,0.4,0.41,0.38,0.42,0.4,0.34,0.43,0.4,0.36,0.37,0.41,0.38,0.34,0.31,0.31,0.33,0.32,0.3,0.29,0.29,0.33,0.32,0.32,0.3,0.29,0.26,0.27,0.29,0.27,0.25,0.22,0.26,0.26,0.28,0.26,0.26,0.0,0.24,0.25,0.24,0.23,0.22,0.24,0.21,0.25,0.19,0.23,0.2,0.23,0.21,0.2,0.21,0.2,0.2,0.21,0.21,0.0,0.2,0.22,0.2,0.19,0.2,0.19,0.18,0.19,0.18,0.18,0.14,0.18,0.2,0.15,0.18,0.16,0.17,0.17,0.19,0.18,0.17,0.17,0.17,0.18,0.17,0.16,0.15,0.16,0.16,0.15,0.16,0.16,0.16,0.15,0.14,0.14,0.15,0.13,0.13,0.14,0.12,0.13,0.12,0.13,0.14,0.13,0.13,0.13,0.13,0.11,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.1,0.11,0.12,0.1,0.11,0.1,0.11,0.1,0.12,0.1,0.11,0.11,0.1,0.11,0.12,0.0,0.1,0.11,0.1,0.1,0.11,0.0,0.11,0.11,0.13,0.11,0.11,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.19,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.33000000000001
08/23/2021,4.89,4.86,4.07,2.47,2.32,2.01,1.7,1.75,1.49,1.63,1.54,1.34,1.28,1.17,1.15,1.1,1.12,1.14,0.96,0.97,0.92,0.85,0.84,0.81,0.92,0.75,0.73,0.74,0.66,0.66,0.62,0.58,0.61,0.63,0.55,0.54,0.52,0.61,0.48,0.46,0.43,0.51,0.46,0.46,0.45,0.43,0.46,0.47,0.44,0.43,0.38,0.43,0.4,0.41,0.38,0.41,0.4,0.33,0.44,0.4,0.36,0.37,0.41,0.38,0.34,0.31,0.3,0.33,0.32,0.3,0.29,0.29,0.33,0.32,0.32,0.3,0.29,0.25,0.27,0.29,0.27,0.25,0.22,0.27,0.25,0.28,0.26,0.26,0.0,0.25,0.24,0.24,0.24,0.23,0.24,0.22,0.27,0.2,0.22,0.2,0.23,0.22,0.2,0.21,0.2,0.2,0.21,0.21,0.0,0.2,0.22,0.2,0.2,0.2,0.19,0.18,0.2,0.19,0.18,0.14,0.18,0.2,0.16,0.18,0.17,0.17,0.16,0.19,0.17,0.17,0.17,0.17,0.18,0.17,0.16,0.15,0.16,0.17,0.14,0.16,0.15,0.16,0.14,0.14,0.14,0.15,0.13,0.13,0.14,0.12,0.13,0.12,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.11,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.11,0.1,0.11,0.12,0.1,0.11,0.1,0.11,0.1,0.12,0.1,0.1,0.11,0.1,0.11,0.12,0.0,0.1,0.11,0.11,0.1,0.11,0.0,0.11,0.11,0.12,0.1,0.11,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.2,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.45000000000002
08/24/2021,4.91,5.05,4.1,2.48,2.29,1.98,1.68,1.72,1.48,1.66,1.55,1.33,1.26,1.19,1.16,1.15,1.12,1.12,0.95,0.95,0.92,0.84,0.84,0.79,0.9,0.75,0.73,0.73,0.66,0.66,0.61,0.56,0.63,0.63,0.54,0.53,0.52,0.61,0.48,0.5,0.43,0.5,0.46,0.46,0.45,0.43,0.45,0.47,0.43,0.43,0.36,0.43,0.41,0.4,0.37,0.41,0.39,0.32,0.44,0.41,0.35,0.37,0.42,0.37,0.33,0.31,0.3,0.33,0.32,0.3,0.28,0.29,0.31,0.32,0.32,0.3,0.29,0.25,0.27,0.3,0.26,0.25,0.22,0.28,0.25,0.28,0.26,0.26,0.0,0.25,0.24,0.24,0.23,0.23,0.24,0.23,0.27,0.2,0.22,0.19,0.23,0.22,0.2,0.21,0.19,0.2,0.21,0.21,0.0,0.2,0.22,0.2,0.2,0.2,0.2,0.18,0.2,0.19,0.18,0.13,0.18,0.2,0.15,0.18,0.17,0.17,0.16,0.18,0.17,0.17,0.16,0.18,0.18,0.17,0.16,0.14,0.16,0.16,0.14,0.16,0.15,0.16,0.15,0.14,0.14,0.14,0.13,0.13,0.15,0.11,0.13,0.12,0.13,0.14,0.13,0.13,0.13,0.13,0.11,0.11,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.11,0.1,0.11,0.12,0.1,0.11,0.1,0.1,0.0,0.12,0.1,0.1,0.11,0.1,0.11,0.12,0.0,0.1,0.11,0.11,0.1,0.11,0.0,0.11,0.11,0.12,0.1,0.1,0.11,0.0,0.11,0.1,0.1,0.1,0.1,0.0,0.0,0.19,0.1,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.38000000000001
08/25/2021,4.91,5.05,4.1,2.48,2.29,1.98,1.68,1.72,1.48,1.66,1.55,1.33,1.26,1.19,1.16,1.15,1.12,1.12,0.95,0.95,0.92,0.84,0.84,0.79,0.9,0.75,0.73,0.73,0.66,0.66,0.61,0.56,0.63,0.63,0.54,0.53,0.52,0.61,0.48,0.5,0.43,0.5,0.46,0.46,0.45,0.43,0.45,0.47,0.43,0.43,0.36,0.43,0.41,0.4,0.37,0.41,0.39,0.32,0.44,0.41,0.35,0.37,0.42,0.37,0.33,0.31,0.3,0.33,0.32,0.3,0.28,0.29,0.31,0.32,0.32,0.3,0.29,0.25,0.27,0.3,0.26,0.25,0.22,0.28,0.25,0.28,0.26,0.26,0.0,0.25,0.24,0.24,0.23,0.23,0.24,0.23,0.27,0.2,0.22,0.19,0.23,0.22,0.2,0.21,0.19,0.2,0.21,0.21,0.0,0.2,0.22,0.2,0.2,0.2,0.2,0.18,0.2,0.19,0.18,0.13,0.18,0.2,0.15,0.18,0.17,0.17,0.16,0.18,0.17,0.17,0.16,0.18,0.18,0.17,0.16,0.14,0.16,0.16,0.14,0.16,0.15,0.16,0.15,0.14,0.14,0.14,0.13,0.13,0.15,0.11,0.13,0.12,0.13,0.14,0.13,0.13,0.13,0.13,0.11,0.11,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.11,0.1,0.11,0.12,0.1,0.11,0.1,0.1,0.0,0.12,0.1,0.1,0.11,0.1,0.11,0.12,0.0,0.1,0.11,0.11,0.1,0.11,0.0,0.11,0.11,0.12,0.1,0.1,0.11,0.0,0.11,0.1,0.1,0.1,0.1,0.0,0.0,0.19,0.1,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.38000000000001
08/26/2021,4.91,5.05,4.1,2.48,2.29,1.98,1.68,1.72,1.48,1.66,1.55,1.33,1.26,1.19,1.16,1.15,1.12,1.12,0.95,0.95,0.92,0.84,0.84,0.79,0.9,0.75,0.73,0.73,0.66,0.66,0.61,0.56,0.63,0.63,0.54,0.53,0.52,0.61,0.48,0.5,0.43,0.5,0.46,0.46,0.45,0.43,0.45,0.47,0.43,0.43,0.36,0.43,0.41,0.4,0.37,0.41,0.39,0.32,0.44,0.41,0.35,0.37,0.42,0.37,0.33,0.31,0.3,0.33,0.32,0.3,0.28,0.29,0.31,0.32,0.32,0.3,0.29,0.25,0.27,0.3,0.26,0.25,0.22,0.28,0.25,0.28,0.26,0.26,0.0,0.25,0.24,0.24,0.23,0.23,0.24,0.23,0.27,0.2,0.22,0.19,0.23,0.22,0.2,0.21,0.19,0.2,0.21,0.21,0.0,0.2,0.22,0.2,0.2,0.2,0.2,0.18,0.2,0.19,0.18,0.13,0.18,0.2,0.15,0.18,0.17,0.17,0.16,0.18,0.17,0.17,0.16,0.18,0.18,0.17,0.16,0.14,0.16,0.16,0.14,0.16,0.15,0.16,0.15,0.14,0.14,0.14,0.13,0.13,0.15,0.11,0.13,0.12,0.13,0.14,0.13,0.13,0.13,0.13,0.11,0.11,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.11,0.1,0.11,0.12,0.1,0.11,0.1,0.1,0.0,0.12,0.1,0.1,0.11,0.1,0.11,0.12,0.0,0.1,0.11,0.11,0.1,0.11,0.0,0.11,0.11,0.12,0.1,0.1,0.11,0.0,0.11,0.1,0.1,0.1,0.1,0.0,0.0,0.19,0.1,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.38000000000001
08/27/2021,4.94,5.02,4.15,2.49,2.31,1.97,1.71,1.73,1.5,1.64,1.52,1.32,1.26,1.17,1.14,1.15,1.11,1.13,0.95,0.96,0.92,0.83,0.84,0.8,0.91,0.75,0.72,0.72,0.66,0.65,0.61,0.57,0.62,0.63,0.53,0.53,0.52,0.59,0.48,0.52,0.42,0.5,0.47,0.46,0.44,0.43,0.45,0.47,0.44,0.43,0.35,0.43,0.41,0.4,0.38,0.41,0.39,0.33,0.44,0.42,0.35,0.37,0.41,0.38,0.33,0.31,0.3,0.33,0.32,0.3,0.28,0.29,0.31,0.32,0.32,0.3,0.29,0.26,0.27,0.29,0.27,0.25,0.22,0.28,0.25,0.28,0.26,0.26,0.0,0.25,0.24,0.24,0.23,0.23,0.24,0.23,0.27,0.2,0.22,0.2,0.23,0.22,0.19,0.21,0.19,0.2,0.21,0.21,0.0,0.2,0.22,0.2,0.2,0.2,0.19,0.18,0.19,0.19,0.18,0.14,0.18,0.19,0.15,0.18,0.17,0.17,0.16,0.18,0.17,0.17,0.16,0.17,0.18,0.17,0.16,0.14,0.16,0.16,0.14,0.16,0.16,0.16,0.15,0.14,0.14,0.14,0.13,0.13,0.14,0.11,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.1,0.11,0.12,0.1,0.11,0.1,0.1,0.1,0.12,0.1,0.1,0.11,0.1,0.11,0.12,0.0,0.0,0.11,0.11,0.1,0.11,0.0,0.11,0.11,0.12,0.1,0.1,0.1,0.0,0.11,0.1,0.1,0.1,0.1,0.0,0.1,0.19,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.35
08/30/2021,4.88,4.96,4.2,2.52,2.36,1.98,1.72,1.78,1.51,1.61,1.49,1.31,1.25,1.16,1.13,1.16,1.1,1.15,0.94,0.98,0.91,0.83,0.82,0.82,0.87,0.75,0.72,0.71,0.66,0.65,0.61,0.56,0.62,0.61,0.53,0.52,0.51,0.58,0.48,0.53,0.43,0.49,0.47,0.45,0.44,0.43,0.45,0.46,0.44,0.42,0.36,0.43,0.4,0.41,0.39,0.41,0.38,0.33,0.44,0.41,0.36,0.38,0.4,0.39,0.34,0.31,0.31,0.33,0.32,0.3,0.28,0.29,0.32,0.32,0.32,0.29,0.3,0.26,0.27,0.29,0.26,0.25,0.23,0.28,0.26,0.28,0.26,0.26,0.0,0.24,0.24,0.24,0.23,0.23,0.24,0.23,0.26,0.2,0.23,0.19,0.23,0.21,0.19,0.21,0.19,0.19,0.21,0.21,0.0,0.2,0.22,0.2,0.2,0.2,0.19,0.18,0.19,0.18,0.17,0.14,0.18,0.19,0.15,0.18,0.17,0.17,0.16,0.19,0.17,0.17,0.16,0.17,0.17,0.17,0.16,0.14,0.16,0.16,0.14,0.16,0.16,0.16,0.15,0.15,0.14,0.15,0.13,0.13,0.14,0.12,0.13,0.12,0.12,0.13,0.12,0.13,0.13,0.13,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.1,0.11,0.12,0.1,0.11,0.1,0.11,0.1,0.12,0.1,0.1,0.11,0.11,0.11,0.12,0.1,0.0,0.11,0.11,0.1,0.11,0.0,0.11,0.11,0.12,0.1,0.11,0.11,0.0,0.11,0.1,0.1,0.0,0.1,0.0,0.1,0.19,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.27000000000001
08/31/2021,4.87,4.91,4.24,2.54,2.39,1.97,1.72,1.79,1.53,1.6,1.47,1.3,1.26,1.15,1.11,1.15,1.09,1.16,0.94,0.98,0.91,0.82,0.81,0.83,0.85,0.75,0.72,0.71,0.67,0.64,0.61,0.56,0.62,0.61,0.53,0.52,0.51,0.57,0.48,0.54,0.43,0.49,0.48,0.45,0.44,0.43,0.45,0.46,0.44,0.42,0.36,0.42,0.4,0.41,0.4,0.41,0.38,0.34,0.44,0.41,0.35,0.38,0.4,0.39,0.35,0.31,0.3,0.33,0.32,0.29,0.28,0.29,0.33,0.32,0.32,0.29,0.3,0.27,0.27,0.28,0.26,0.25,0.23,0.28,0.26,0.28,0.26,0.26,0.0,0.24,0.24,0.25,0.23,0.24,0.24,0.23,0.26,0.2,0.23,0.2,0.24,0.21,0.19,0.22,0.19,0.19,0.21,0.21,0.0,0.19,0.22,0.2,0.2,0.2,0.19,0.19,0.18,0.18,0.17,0.14,0.18,0.19,0.15,0.18,0.17,0.17,0.16,0.19,0.17,0.18,0.16,0.17,0.17,0.17,0.16,0.14,0.16,0.16,0.14,0.16,0.16,0.16,0.15,0.14,0.14,0.15,0.13,0.12,0.14,0.12,0.13,0.12,0.21,0.13,0.12,0.13,0.13,0.13,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.1,0.11,0.12,0.1,0.11,0.1,0.11,0.11,0.12,0.1,0.1,0.1,0.11,0.1,0.12,0.1,0.1,0.11,0.11,0.1,0.11,0.0,0.11,0.11,0.12,0.1,0.11,0.11,0.1,0.11,0.1,0.0,0.0,0.0,0.0,0.1,0.19,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.34
09/01/2021,4.87,4.91,4.24,2.54,2.39,1.97,1.72,1.79,1.53,1.6,1.47,1.3,1.26,1.15,1.11,1.15,1.09,1.16,0.94,0.98,0.91,0.82,0.81,0.83,0.85,0.75,0.72,0.71,0.67,0.64,0.61,0.56,0.62,0.61,0.53,0.52,0.51,0.57,0.48,0.54,0.43,0.49,0.48,0.45,0.44,0.43,0.45,0.46,0.44,0.42,0.36,0.42,0.4,0.41,0.4,0.41,0.38,0.34,0.44,0.41,0.35,0.38,0.4,0.39,0.35,0.31,0.3,0.33,0.32,0.29,0.28,0.29,0.33,0.32,0.32,0.29,0.3,0.27,0.27,0.28,0.26,0.25,0.23,0.28,0.26,0.28,0.26,0.26,0.0,0.24,0.24,0.25,0.23,0.24,0.24,0.23,0.26,0.2,0.23,0.2,0.24,0.21,0.19,0.22,0.19,0.19,0.21,0.21,0.0,0.19,0.22,0.2,0.2,0.2,0.19,0.19,0.18,0.18,0.17,0.14,0.18,0.19,0.15,0.18,0.17,0.17,0.16,0.19,0.17,0.18,0.16,0.17,0.17,0.17,0.16,0.14,0.16,0.16,0.14,0.16,0.16,0.16,0.15,0.14,0.14,0.15,0.13,0.12,0.14,0.12,0.13,0.12,0.21,0.13,0.12,0.13,0.13,0.13,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.1,0.11,0.12,0.1,0.11,0.1,0.11,0.11,0.12,0.1,0.1,0.1,0.11,0.1,0.12,0.1,0.1,0.11,0.11,0.1,0.11,0.0,0.11,0.11,0.12,0.1,0.11,0.11,0.1,0.11,0.1,0.0,0.0,0.0,0.0,0.1,0.19,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.34
09/02/2021,4.87,4.91,4.24,2.54,2.39,1.97,1.72,1.79,1.53,1.6,1.47,1.3,1.26,1.15,1.11,1.15,1.09,1.16,0.94,0.98,0.91,0.82,0.81,0.83,0.85,0.75,0.72,0.71,0.67,0.64,0.61,0.56,0.62,0.61,0.53,0.52,0.51,0.57,0.48,0.54,0.43,0.49,0.48,0.45,0.44,0.43,0.45,0.46,0.44,0.42,0.36,0.42,0.4,0.41,0.4,0.41,0.38,0.34,0.44,0.41,0.35,0.38,0.4,0.39,0.35,0.31,0.3,0.33,0.32,0.29,0.28,0.29,0.33,0.32,0.32,0.29,0.3,0.27,0.27,0.28,0.26,0.25,0.23,0.28,0.26,0.28,0.26,0.26,0.0,0.24,0.24,0.25,0.23,0.24,0.24,0.23,0.26,0.2,0.23,0.2,0.24,0.21,0.19,0.22,0.19,0.19,0.21,0.21,0.0,0.19,0.22,0.2,0.2,0.2,0.19,0.19,0.18,0.18,0.17,0.14,0.18,0.19,0.15,0.18,0.17,0.17,0.16,0.19,0.17,0.18,0.16,0.17,0.17,0.17,0.16,0.14,0.16,0.16,0.14,0.16,0.16,0.16,0.15,0.14,0.14,0.15,0.13,0.12,0.14,0.12,0.13,0.12,0.21,0.13,0.12,0.13,0.13,0.13,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.1,0.11,0.12,0.1,0.11,0.1,0.11,0.11,0.12,0.1,0.1,0.1,0.11,0.1,0.12,0.1,0.1,0.11,0.11,0.1,0.11,0.0,0.11,0.11,0.12,0.1,0.11,0.11,0.1,0.11,0.1,0.0,0.0,0.0,0.0,0.1,0.19,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.34
