,AAPL,MSFT,GOOGL,FB,JPM,BRK.B,INTC,BAC,AMZN,UNH,JNJ,VZ,ORCL,HD,WMT,CSCO,PG,MS,V,C,CMCSA,T,MRK,GS,PFE,ABBV,PM,CVS,MO,KO,IBM,MA,LOW,PEP,UPS,AMGN,ANTM,LLY,LMT,NVDA,CI,GILD,BLK,TGT,UNP,TXN,HON,TMO,MET,BIIB,GM,MCD,PGR,USB,AMAT,QCOM,MMM,XOM,HCA,ADBE,CAT,TFC,COST,BK,AXP,HUM,HPQ,ALL,NOC,TMUS,KHC,PYPL,DE,GD,ABT,MDLZ,SCHW,LRCX,AFL,NEE,NKE,DIS,MU,REGN,LEN,DHR,CHTR,SPGI,ALXN,MCK,ADP,EBAY,CSX,CRM,SO,NFLX,KR,VIAC,DHI,NEM,INTU,AMT,CL,TROW,NSC,KMB,MMC,PLD,WisdomTree US High Dividend ETF,DG,CARR,EMR,TRV,EXC,D,DOW,AZO,BMY,GIS,EOG,SPG,SHW,ATVI,ITW,VRTX,FOXA,CME,HIG,MCO,AVGO,ADM,ZTS,TSN,ORLY,ICE,FDX,SYK,LHX,APD,WM,KLAC,CTSH,EL,BBY,SYF,AMP,CMI,VMW,LH,KMI,SRE,WMB,ADI,DUK,BDX,PSA,ABC,PPL,DISCA,LUMN,SCCO,PHM,KDP,SBUX,AEP,EW,HSY,SIVB,OKE,EA,PEG,OMC,NTRS,BAX,PH,BKR,MSI,PCAR,PPG,K,BKNG,FE,AMD,MTB,IP,PAYX,CINF,DISH,APH,SWKS,ISRG,OTIS,NUE,MNST,DFS,RSG,NTAP,NOW,CBRE,XEL,ECL,DLTR,CAH,URI,n/a,CDW,ACI,DGX,FTNT,DHS,A,ANET,BEN,XLNX,TSCO,SUM
09/24/2021,4.9,5.03,4.26,2.54,2.33,1.96,1.76,1.72,1.59,1.65,1.46,1.33,1.27,1.24,1.12,1.12,1.14,1.13,0.93,0.93,0.89,0.84,0.79,0.77,0.83,0.69,0.74,0.74,0.67,0.65,0.6,0.55,0.64,0.63,0.54,0.52,0.54,0.53,0.46,0.52,0.43,0.51,0.44,0.45,0.4,0.46,0.44,0.52,0.43,0.38,0.37,0.45,0.4,0.42,0.41,0.39,0.37,0.34,0.47,0.42,0.33,0.36,0.42,0.36,0.35,0.31,0.29,0.32,0.31,0.27,0.29,0.29,0.3,0.32,0.33,0.29,0.28,0.27,0.25,0.29,0.25,0.25,0.23,0.28,0.24,0.3,0.26,0.27,0.0,0.25,0.23,0.24,0.21,0.24,0.24,0.25,0.24,0.2,0.21,0.19,0.24,0.23,0.19,0.21,0.18,0.2,0.22,0.21,0.0,0.2,0.21,0.19,0.19,0.21,0.19,0.16,0.2,0.17,0.18,0.15,0.18,0.19,0.14,0.17,0.17,0.18,0.15,0.19,0.18,0.18,0.17,0.18,0.17,0.18,0.16,0.14,0.17,0.16,0.14,0.17,0.17,0.16,0.14,0.13,0.14,0.14,0.13,0.12,0.14,0.12,0.13,0.12,0.22,0.13,0.13,0.13,0.13,0.13,0.1,0.12,0.11,0.11,0.12,0.12,0.12,0.13,0.12,0.12,0.11,0.1,0.12,0.1,0.1,0.12,0.1,0.11,0.12,0.1,0.0,0.11,0.11,0.1,0.12,0.0,0.0,0.11,0.1,0.1,0.11,0.0,0.11,0.1,0.1,0.1,0.1,0.11,0.1,0.12,0.11,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.13,0.1,0.0,0.19,0.1,0.0,0.0,0.0,0.0,86.35
09/27/2021,4.92,5.02,4.25,2.41,2.41,1.95,1.77,1.79,1.59,1.6,1.44,1.32,1.28,1.22,1.1,1.13,1.13,1.16,0.94,0.97,0.88,0.83,0.79,0.79,0.82,0.68,0.73,0.74,0.67,0.64,0.61,0.57,0.64,0.62,0.52,0.51,0.53,0.53,0.47,0.54,0.42,0.5,0.45,0.45,0.41,0.46,0.44,0.52,0.44,0.37,0.39,0.45,0.39,0.43,0.42,0.39,0.37,0.35,0.46,0.4,0.33,0.38,0.41,0.37,0.36,0.31,0.3,0.32,0.31,0.28,0.28,0.3,0.31,0.32,0.32,0.29,0.3,0.27,0.25,0.28,0.25,0.25,0.23,0.28,0.24,0.29,0.25,0.27,0.0,0.25,0.23,0.24,0.21,0.25,0.23,0.25,0.24,0.2,0.21,0.19,0.25,0.22,0.19,0.21,0.18,0.19,0.22,0.21,0.0,0.19,0.21,0.19,0.19,0.2,0.19,0.17,0.2,0.17,0.18,0.16,0.19,0.19,0.14,0.17,0.16,0.18,0.16,0.19,0.18,0.18,0.17,0.18,0.17,0.18,0.16,0.12,0.17,0.16,0.14,0.16,0.18,0.16,0.15,0.13,0.14,0.15,0.13,0.12,0.14,0.12,0.13,0.12,0.22,0.13,0.13,0.13,0.13,0.13,0.1,0.12,0.11,0.11,0.12,0.12,0.12,0.13,0.12,0.13,0.11,0.1,0.12,0.1,0.1,0.11,0.1,0.11,0.12,0.1,0.0,0.11,0.12,0.1,0.12,0.1,0.0,0.11,0.1,0.1,0.11,0.0,0.11,0.11,0.1,0.1,0.1,0.11,0.11,0.12,0.11,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.13,0.1,0.0,0.19,0.0,0.0,0.0,0.0,0.0,86.39000000000001
09/28/2021,4.91,5.0,4.27,2.46,2.44,1.95,1.77,1.81,1.59,1.59,1.43,1.31,1.29,1.22,1.1,1.13,1.12,1.16,0.96,0.97,0.88,0.83,0.79,0.79,0.82,0.68,0.74,0.74,0.66,0.63,0.61,0.57,0.64,0.62,0.53,0.51,0.53,0.52,0.47,0.53,0.42,0.5,0.45,0.44,0.41,0.47,0.44,0.52,0.44,0.37,0.39,0.45,0.39,0.43,0.42,0.39,0.36,0.35,0.46,0.4,0.33,0.39,0.43,0.36,0.37,0.31,0.3,0.32,0.31,0.28,0.28,0.3,0.31,0.32,0.32,0.29,0.31,0.27,0.25,0.28,0.24,0.25,0.23,0.27,0.25,0.29,0.25,0.27,0.0,0.25,0.23,0.24,0.21,0.26,0.23,0.25,0.23,0.2,0.21,0.19,0.25,0.21,0.19,0.21,0.18,0.19,0.22,0.21,0.0,0.19,0.21,0.19,0.19,0.2,0.19,0.16,0.2,0.16,0.18,0.16,0.18,0.19,0.14,0.17,0.16,0.18,0.16,0.19,0.18,0.18,0.16,0.18,0.17,0.18,0.17,0.12,0.17,0.16,0.14,0.17,0.18,0.16,0.14,0.13,0.14,0.15,0.13,0.12,0.14,0.12,0.13,0.12,0.22,0.13,0.13,0.13,0.13,0.13,0.1,0.12,0.11,0.11,0.12,0.12,0.11,0.13,0.12,0.13,0.11,0.1,0.12,0.1,0.1,0.11,0.1,0.11,0.12,0.1,0.0,0.11,0.12,0.1,0.12,0.1,0.0,0.11,0.1,0.1,0.11,0.0,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.12,0.11,0.0,0.1,0.0,0.0,0.11,0.0,0.1,0.13,0.1,0.0,0.19,0.0,0.0,0.0,0.0,0.0,86.44
09/29/2021,4.91,5.0,4.27,2.46,2.44,1.95,1.77,1.81,1.59,1.59,1.43,1.31,1.29,1.22,1.1,1.13,1.12,1.16,0.96,0.97,0.88,0.83,0.79,0.79,0.82,0.68,0.74,0.74,0.66,0.63,0.61,0.57,0.64,0.62,0.53,0.51,0.53,0.52,0.47,0.53,0.42,0.5,0.45,0.44,0.41,0.47,0.44,0.52,0.44,0.37,0.39,0.45,0.39,0.43,0.42,0.39,0.36,0.35,0.46,0.4,0.33,0.39,0.43,0.36,0.37,0.31,0.3,0.32,0.31,0.28,0.28,0.3,0.31,0.32,0.32,0.29,0.31,0.27,0.25,0.28,0.24,0.25,0.23,0.27,0.25,0.29,0.25,0.27,0.0,0.25,0.23,0.24,0.21,0.26,0.23,0.25,0.23,0.2,0.21,0.19,0.25,0.21,0.19,0.21,0.18,0.19,0.22,0.21,0.0,0.19,0.21,0.19,0.19,0.2,0.19,0.16,0.2,0.16,0.18,0.16,0.18,0.19,0.14,0.17,0.16,0.18,0.16,0.19,0.18,0.18,0.16,0.18,0.17,0.18,0.17,0.12,0.17,0.16,0.14,0.17,0.18,0.16,0.14,0.13,0.14,0.15,0.13,0.12,0.14,0.12,0.13,0.12,0.22,0.13,0.13,0.13,0.13,0.13,0.1,0.12,0.11,0.11,0.12,0.12,0.11,0.13,0.12,0.13,0.11,0.1,0.12,0.1,0.1,0.11,0.1,0.11,0.12,0.1,0.0,0.11,0.12,0.1,0.12,0.1,0.0,0.11,0.1,0.1,0.11,0.0,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.12,0.11,0.0,0.1,0.0,0.0,0.11,0.0,0.1,0.13,0.1,0.0,0.19,0.0,0.0,0.0,0.0,0.0,86.44
09/30/2021,4.91,5.0,4.27,2.46,2.44,1.95,1.77,1.81,1.59,1.59,1.43,1.31,1.29,1.22,1.1,1.13,1.12,1.16,0.96,0.97,0.88,0.83,0.79,0.79,0.82,0.68,0.74,0.74,0.66,0.63,0.61,0.57,0.64,0.62,0.53,0.51,0.53,0.52,0.47,0.53,0.42,0.5,0.45,0.44,0.41,0.47,0.44,0.52,0.44,0.37,0.39,0.45,0.39,0.43,0.42,0.39,0.36,0.35,0.46,0.4,0.33,0.39,0.43,0.36,0.37,0.31,0.3,0.32,0.31,0.28,0.28,0.3,0.31,0.32,0.32,0.29,0.31,0.27,0.25,0.28,0.24,0.25,0.23,0.27,0.25,0.29,0.25,0.27,0.0,0.25,0.23,0.24,0.21,0.26,0.23,0.25,0.23,0.2,0.21,0.19,0.25,0.21,0.19,0.21,0.18,0.19,0.22,0.21,0.0,0.19,0.21,0.19,0.19,0.2,0.19,0.16,0.2,0.16,0.18,0.16,0.18,0.19,0.14,0.17,0.16,0.18,0.16,0.19,0.18,0.18,0.16,0.18,0.17,0.18,0.17,0.12,0.17,0.16,0.14,0.17,0.18,0.16,0.14,0.13,0.14,0.15,0.13,0.12,0.14,0.12,0.13,0.12,0.22,0.13,0.13,0.13,0.13,0.13,0.1,0.12,0.11,0.11,0.12,0.12,0.11,0.13,0.12,0.13,0.11,0.1,0.12,0.1,0.1,0.11,0.1,0.11,0.12,0.1,0.0,0.11,0.12,0.1,0.12,0.1,0.0,0.11,0.1,0.1,0.11,0.0,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.12,0.11,0.0,0.1,0.0,0.0,0.11,0.0,0.1,0.13,0.1,0.0,0.19,0.0,0.0,0.0,0.0,0.0,86.44
10/01/2021,4.84,4.84,4.16,2.42,2.53,1.98,1.8,1.89,1.58,1.59,1.44,1.34,1.31,1.24,1.1,1.13,1.12,1.15,0.95,0.96,0.87,0.85,0.81,0.8,0.81,0.69,0.73,0.76,0.67,0.63,0.62,0.57,0.64,0.62,0.53,0.52,0.55,0.51,0.49,0.51,0.43,0.5,0.45,0.44,0.41,0.46,0.43,0.51,0.46,0.37,0.4,0.45,0.39,0.45,0.4,0.38,0.37,0.37,0.46,0.38,0.35,0.4,0.42,0.38,0.37,0.31,0.31,0.32,0.32,0.28,0.29,0.28,0.32,0.33,0.31,0.29,0.31,0.27,0.26,0.27,0.23,0.25,0.24,0.26,0.24,0.28,0.25,0.26,0.0,0.26,0.23,0.24,0.22,0.25,0.23,0.25,0.24,0.2,0.21,0.19,0.24,0.21,0.19,0.21,0.19,0.2,0.21,0.21,0.0,0.19,0.21,0.19,0.19,0.2,0.19,0.18,0.21,0.17,0.18,0.17,0.19,0.18,0.15,0.17,0.16,0.19,0.16,0.2,0.17,0.18,0.17,0.17,0.18,0.18,0.16,0.12,0.17,0.16,0.14,0.16,0.17,0.16,0.14,0.14,0.15,0.15,0.13,0.13,0.14,0.12,0.12,0.13,0.22,0.13,0.13,0.13,0.13,0.13,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.11,0.12,0.1,0.11,0.11,0.1,0.12,0.12,0.1,0.0,0.11,0.12,0.1,0.12,0.11,0.1,0.11,0.1,0.11,0.11,0.0,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.0,0.1,0.0,0.0,0.11,0.0,0.1,0.13,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.53999999999999
10/04/2021,4.86,4.84,4.11,2.41,2.53,1.98,1.78,1.88,1.57,1.59,1.45,1.34,1.32,1.25,1.1,1.12,1.13,1.12,0.95,0.96,0.89,0.85,0.83,0.79,0.82,0.69,0.73,0.77,0.68,0.63,0.63,0.57,0.65,0.62,0.53,0.52,0.55,0.53,0.48,0.5,0.43,0.51,0.44,0.44,0.41,0.46,0.43,0.51,0.46,0.37,0.4,0.45,0.39,0.44,0.39,0.38,0.37,0.37,0.46,0.38,0.34,0.4,0.42,0.38,0.37,0.31,0.3,0.32,0.33,0.28,0.3,0.28,0.31,0.33,0.31,0.29,0.31,0.26,0.26,0.28,0.24,0.25,0.23,0.26,0.24,0.28,0.25,0.26,0.0,0.26,0.24,0.23,0.22,0.25,0.23,0.26,0.25,0.2,0.21,0.19,0.24,0.21,0.2,0.2,0.19,0.2,0.22,0.21,0.0,0.19,0.21,0.19,0.2,0.2,0.19,0.17,0.21,0.17,0.19,0.18,0.19,0.19,0.15,0.17,0.16,0.19,0.16,0.2,0.17,0.18,0.17,0.17,0.18,0.18,0.16,0.12,0.17,0.16,0.14,0.17,0.16,0.16,0.14,0.14,0.15,0.15,0.13,0.13,0.14,0.12,0.13,0.13,0.22,0.13,0.13,0.13,0.14,0.13,0.11,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.11,0.12,0.1,0.11,0.12,0.11,0.12,0.12,0.1,0.0,0.11,0.12,0.1,0.11,0.11,0.1,0.11,0.1,0.11,0.11,0.0,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.1,0.0,0.11,0.0,0.1,0.13,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.58000000000001
10/05/2021,4.87,4.94,4.19,2.44,2.55,1.98,1.8,1.89,1.56,1.57,1.43,1.34,1.3,1.22,1.08,1.12,1.11,1.12,0.97,0.96,0.91,0.85,0.9,0.78,0.81,0.7,0.71,0.75,0.64,0.64,0.65,0.59,0.64,0.62,0.52,0.52,0.53,0.53,0.48,0.51,0.43,0.49,0.44,0.43,0.41,0.46,0.43,0.5,0.46,0.36,0.4,0.45,0.39,0.45,0.39,0.38,0.36,0.38,0.45,0.38,0.34,0.41,0.42,0.38,0.37,0.31,0.31,0.32,0.33,0.28,0.29,0.29,0.31,0.33,0.31,0.28,0.31,0.26,0.26,0.28,0.24,0.26,0.23,0.25,0.24,0.28,0.25,0.26,0.0,0.25,0.24,0.23,0.22,0.26,0.23,0.27,0.23,0.2,0.2,0.19,0.24,0.21,0.19,0.2,0.19,0.2,0.22,0.21,0.0,0.19,0.21,0.19,0.19,0.2,0.18,0.17,0.21,0.17,0.19,0.18,0.19,0.19,0.15,0.17,0.16,0.19,0.16,0.2,0.17,0.18,0.17,0.17,0.18,0.18,0.16,0.12,0.17,0.16,0.14,0.16,0.16,0.16,0.14,0.13,0.14,0.15,0.13,0.13,0.14,0.12,0.13,0.13,0.21,0.13,0.13,0.13,0.13,0.13,0.11,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.14,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.12,0.12,0.1,0.0,0.11,0.12,0.1,0.12,0.11,0.0,0.11,0.1,0.11,0.11,0.0,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.0,0.1,0.1,0.0,0.11,0.0,0.1,0.12,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,86.64000000000001
10/06/2021,4.87,4.94,4.19,2.44,2.55,1.98,1.8,1.89,1.56,1.57,1.43,1.34,1.3,1.22,1.08,1.12,1.11,1.12,0.97,0.96,0.91,0.85,0.9,0.78,0.81,0.7,0.71,0.75,0.64,0.64,0.65,0.59,0.64,0.62,0.52,0.52,0.53,0.53,0.48,0.51,0.43,0.49,0.44,0.43,0.41,0.46,0.43,0.5,0.46,0.36,0.4,0.45,0.39,0.45,0.39,0.38,0.36,0.38,0.45,0.38,0.34,0.41,0.42,0.38,0.37,0.31,0.31,0.32,0.33,0.28,0.29,0.29,0.31,0.33,0.31,0.28,0.31,0.26,0.26,0.28,0.24,0.26,0.23,0.25,0.24,0.28,0.25,0.26,0.0,0.25,0.24,0.23,0.22,0.26,0.23,0.27,0.23,0.2,0.2,0.19,0.24,0.21,0.19,0.2,0.19,0.2,0.22,0.21,0.0,0.19,0.21,0.19,0.19,0.2,0.18,0.17,0.21,0.17,0.19,0.18,0.19,0.19,0.15,0.17,0.16,0.19,0.16,0.2,0.17,0.18,0.17,0.17,0.18,0.18,0.16,0.12,0.17,0.16,0.14,0.16,0.16,0.16,0.14,0.13,0.14,0.15,0.13,0.13,0.14,0.12,0.13,0.13,0.21,0.13,0.13,0.13,0.13,0.13,0.11,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.14,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.12,0.12,0.1,0.0,0.11,0.12,0.1,0.12,0.11,0.0,0.11,0.1,0.11,0.11,0.0,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.0,0.1,0.1,0.0,0.11,0.0,0.1,0.12,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,86.64000000000001
10/07/2021,4.87,4.94,4.19,2.44,2.55,1.98,1.8,1.89,1.56,1.57,1.43,1.34,1.3,1.22,1.08,1.12,1.11,1.12,0.97,0.96,0.91,0.85,0.9,0.78,0.81,0.7,0.71,0.75,0.64,0.64,0.65,0.59,0.64,0.62,0.52,0.52,0.53,0.53,0.48,0.51,0.43,0.49,0.44,0.43,0.41,0.46,0.43,0.5,0.46,0.36,0.4,0.45,0.39,0.45,0.39,0.38,0.36,0.38,0.45,0.38,0.34,0.41,0.42,0.38,0.37,0.31,0.31,0.32,0.33,0.28,0.29,0.29,0.31,0.33,0.31,0.28,0.31,0.26,0.26,0.28,0.24,0.26,0.23,0.25,0.24,0.28,0.25,0.26,0.0,0.25,0.24,0.23,0.22,0.26,0.23,0.27,0.23,0.2,0.2,0.19,0.24,0.21,0.19,0.2,0.19,0.2,0.22,0.21,0.0,0.19,0.21,0.19,0.19,0.2,0.18,0.17,0.21,0.17,0.19,0.18,0.19,0.19,0.15,0.17,0.16,0.19,0.16,0.2,0.17,0.18,0.17,0.17,0.18,0.18,0.16,0.12,0.17,0.16,0.14,0.16,0.16,0.16,0.14,0.13,0.14,0.15,0.13,0.13,0.14,0.12,0.13,0.13,0.21,0.13,0.13,0.13,0.13,0.13,0.11,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.14,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.12,0.12,0.1,0.0,0.11,0.12,0.1,0.12,0.11,0.0,0.11,0.1,0.11,0.11,0.0,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.0,0.1,0.1,0.0,0.11,0.0,0.1,0.12,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,86.64000000000001
10/08/2021,4.81,4.89,4.15,2.35,2.58,1.98,1.8,1.92,1.53,1.56,1.43,1.36,1.31,1.22,1.08,1.11,1.12,1.11,0.96,0.97,0.92,0.86,0.93,0.78,0.81,0.7,0.72,0.75,0.66,0.64,0.66,0.57,0.65,0.62,0.52,0.52,0.53,0.53,0.48,0.49,0.43,0.49,0.43,0.43,0.43,0.46,0.43,0.51,0.46,0.36,0.41,0.46,0.39,0.45,0.38,0.38,0.37,0.39,0.45,0.37,0.34,0.41,0.41,0.39,0.37,0.3,0.31,0.32,0.33,0.28,0.3,0.28,0.31,0.33,0.31,0.29,0.31,0.25,0.26,0.28,0.24,0.25,0.23,0.24,0.23,0.27,0.26,0.25,0.0,0.26,0.24,0.23,0.22,0.26,0.24,0.26,0.24,0.2,0.2,0.19,0.23,0.21,0.19,0.2,0.19,0.2,0.21,0.21,0.0,0.19,0.21,0.19,0.19,0.21,0.19,0.17,0.2,0.17,0.19,0.19,0.19,0.19,0.15,0.17,0.16,0.2,0.16,0.2,0.17,0.18,0.17,0.17,0.18,0.18,0.16,0.12,0.16,0.16,0.14,0.16,0.16,0.16,0.14,0.13,0.15,0.15,0.13,0.13,0.14,0.13,0.13,0.14,0.21,0.13,0.13,0.13,0.13,0.13,0.11,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.12,0.11,0.12,0.12,0.1,0.0,0.11,0.12,0.1,0.12,0.11,0.0,0.12,0.1,0.11,0.11,0.0,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.0,0.11,0.0,0.1,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.55000000000001
10/11/2021,4.84,4.99,4.21,2.37,2.57,2.0,1.79,1.94,1.55,1.57,1.42,1.34,1.32,1.22,1.08,1.09,1.12,1.12,0.95,0.97,0.91,0.85,0.89,0.8,0.79,0.7,0.71,0.74,0.65,0.64,0.64,0.57,0.64,0.63,0.52,0.51,0.52,0.53,0.48,0.51,0.43,0.48,0.44,0.43,0.44,0.46,0.43,0.5,0.47,0.36,0.41,0.46,0.4,0.45,0.38,0.38,0.37,0.38,0.44,0.37,0.33,0.41,0.42,0.39,0.37,0.31,0.3,0.32,0.34,0.27,0.3,0.29,0.3,0.33,0.31,0.29,0.31,0.25,0.26,0.29,0.24,0.25,0.22,0.24,0.23,0.27,0.26,0.26,0.0,0.25,0.24,0.24,0.23,0.26,0.23,0.28,0.24,0.2,0.2,0.19,0.24,0.21,0.19,0.2,0.2,0.2,0.22,0.21,0.0,0.18,0.21,0.19,0.2,0.21,0.19,0.17,0.2,0.16,0.19,0.18,0.19,0.19,0.15,0.17,0.16,0.2,0.16,0.21,0.17,0.18,0.17,0.17,0.18,0.18,0.17,0.12,0.16,0.17,0.14,0.17,0.16,0.16,0.14,0.13,0.14,0.15,0.13,0.13,0.13,0.12,0.13,0.13,0.21,0.13,0.13,0.13,0.13,0.13,0.11,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.14,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.1,0.0,0.11,0.12,0.1,0.12,0.11,0.0,0.12,0.1,0.11,0.11,0.0,0.11,0.11,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.12,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,86.66000000000001
10/12/2021,4.84,4.99,4.25,2.32,2.58,2.02,1.78,1.93,1.55,1.62,1.42,1.3,1.35,1.23,1.09,1.11,1.12,1.12,0.96,0.96,0.87,0.83,0.88,0.8,0.8,0.7,0.7,0.74,0.65,0.64,0.64,0.57,0.64,0.63,0.52,0.51,0.54,0.54,0.48,0.51,0.43,0.48,0.44,0.43,0.44,0.46,0.43,0.51,0.47,0.36,0.44,0.46,0.39,0.46,0.38,0.37,0.36,0.39,0.44,0.37,0.34,0.41,0.42,0.4,0.37,0.32,0.3,0.31,0.35,0.26,0.29,0.28,0.3,0.33,0.31,0.29,0.32,0.25,0.27,0.28,0.24,0.25,0.22,0.24,0.23,0.27,0.24,0.26,0.0,0.25,0.24,0.25,0.23,0.25,0.23,0.27,0.23,0.2,0.2,0.19,0.23,0.2,0.19,0.2,0.2,0.2,0.22,0.21,0.0,0.19,0.2,0.19,0.2,0.2,0.18,0.17,0.21,0.16,0.19,0.19,0.18,0.19,0.15,0.17,0.16,0.2,0.17,0.21,0.17,0.18,0.18,0.17,0.18,0.18,0.18,0.12,0.16,0.17,0.14,0.17,0.16,0.16,0.14,0.13,0.14,0.16,0.13,0.13,0.13,0.13,0.12,0.14,0.21,0.13,0.12,0.13,0.13,0.13,0.11,0.12,0.12,0.11,0.13,0.12,0.12,0.12,0.12,0.14,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.1,0.11,0.12,0.1,0.12,0.11,0.0,0.12,0.11,0.11,0.11,0.0,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,86.75000000000001
10/13/2021,4.84,4.99,4.25,2.32,2.58,2.02,1.78,1.93,1.55,1.62,1.42,1.3,1.35,1.23,1.09,1.11,1.12,1.12,0.96,0.96,0.87,0.83,0.88,0.8,0.8,0.7,0.7,0.74,0.65,0.64,0.64,0.57,0.64,0.63,0.52,0.51,0.54,0.54,0.48,0.51,0.43,0.48,0.44,0.43,0.44,0.46,0.43,0.51,0.47,0.36,0.44,0.46,0.39,0.46,0.38,0.37,0.36,0.39,0.44,0.37,0.34,0.41,0.42,0.4,0.37,0.32,0.3,0.31,0.35,0.26,0.29,0.28,0.3,0.33,0.31,0.29,0.32,0.25,0.27,0.28,0.24,0.25,0.22,0.24,0.23,0.27,0.24,0.26,0.0,0.25,0.24,0.25,0.23,0.25,0.23,0.27,0.23,0.2,0.2,0.19,0.23,0.2,0.19,0.2,0.2,0.2,0.22,0.21,0.0,0.19,0.2,0.19,0.2,0.2,0.18,0.17,0.21,0.16,0.19,0.19,0.18,0.19,0.15,0.17,0.16,0.2,0.17,0.21,0.17,0.18,0.18,0.17,0.18,0.18,0.18,0.12,0.16,0.17,0.14,0.17,0.16,0.16,0.14,0.13,0.14,0.16,0.13,0.13,0.13,0.13,0.12,0.14,0.21,0.13,0.12,0.13,0.13,0.13,0.11,0.12,0.12,0.11,0.13,0.12,0.12,0.12,0.12,0.14,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.1,0.11,0.12,0.1,0.12,0.11,0.0,0.12,0.11,0.11,0.11,0.0,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,86.75000000000001
10/14/2021,4.84,4.99,4.25,2.32,2.58,2.02,1.78,1.93,1.55,1.62,1.42,1.3,1.35,1.23,1.09,1.11,1.12,1.12,0.96,0.96,0.87,0.83,0.88,0.8,0.8,0.7,0.7,0.74,0.65,0.64,0.64,0.57,0.64,0.63,0.52,0.51,0.54,0.54,0.48,0.51,0.43,0.48,0.44,0.43,0.44,0.46,0.43,0.51,0.47,0.36,0.44,0.46,0.39,0.46,0.38,0.37,0.36,0.39,0.44,0.37,0.34,0.41,0.42,0.4,0.37,0.32,0.3,0.31,0.35,0.26,0.29,0.28,0.3,0.33,0.31,0.29,0.32,0.25,0.27,0.28,0.24,0.25,0.22,0.24,0.23,0.27,0.24,0.26,0.0,0.25,0.24,0.25,0.23,0.25,0.23,0.27,0.23,0.2,0.2,0.19,0.23,0.2,0.19,0.2,0.2,0.2,0.22,0.21,0.0,0.19,0.2,0.19,0.2,0.2,0.18,0.17,0.21,0.16,0.19,0.19,0.18,0.19,0.15,0.17,0.16,0.2,0.17,0.21,0.17,0.18,0.18,0.17,0.18,0.18,0.18,0.12,0.16,0.17,0.14,0.17,0.16,0.16,0.14,0.13,0.14,0.16,0.13,0.13,0.13,0.13,0.12,0.14,0.21,0.13,0.12,0.13,0.13,0.13,0.11,0.12,0.12,0.11,0.13,0.12,0.12,0.12,0.12,0.14,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.1,0.11,0.12,0.1,0.12,0.11,0.0,0.12,0.11,0.11,0.11,0.0,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,86.75000000000001
