,ADBE,GOOGL,FB,NKE,LOW,BX,ACN,COST,TXN,TGT,ISRG,ZM,EW,LULU,VEEV,TROW,CDNS,ORLY,HSY,MTD,MNST,WST,EPAM,FAST,CPRT,ODFL,W,BBY,SGEN,ANET,EXPD,POOL,GWW,NVR,NUAN,ABMD,MASI,FDS,WIX,GGG,WSM,DECK,TTC,n/a,RHI,MANH,ROL,CROX,AZPN,TPX,YETI,TPL,AMED,GMED,CHE,LSTR,HLI,EXPO,STAA,LPX,MMS,WTS,HQY,BPMC,RVLV,SSD,SPSC,MC,BCPC,LANC,SKY,NUVA,WDFC,BMI,PJT,EXPI,SFM,MED,SSTK,AAON,NARI,NUS,MODV,KRTX,IRBT,CORT,SNBR,CNS,UI,HCSG,GOLF,CRVL,EXTR,RGR,XPEL,AGPXX,SUM
10/14/2021,4.6,5.15,4.57,4.41,4.91,4.62,4.58,4.65,4.58,3.99,3.93,2.71,3.03,2.26,1.98,1.94,1.86,1.89,1.65,1.42,1.44,1.36,1.37,1.37,1.36,1.34,1.05,1.08,0.99,0.96,0.88,0.79,0.82,0.63,0.71,0.65,0.63,0.67,0.49,0.54,0.58,0.44,0.47,0.0,0.52,0.42,0.4,0.35,0.43,0.39,0.3,0.3,0.28,0.34,0.29,0.26,0.3,0.26,0.21,0.25,0.24,0.26,0.23,0.24,0.24,0.22,0.25,0.22,0.21,0.15,0.15,0.13,0.14,0.13,0.13,0.12,0.12,0.11,0.12,0.12,0.1,0.08,0.09,0.11,0.1,0.1,0.09,0.09,0.09,0.08,0.07,0.07,0.06,0.05,0.06,0.57,99.99
10/15/2021,4.6,5.15,4.54,4.37,5.01,4.57,4.62,4.66,4.57,4.01,3.91,2.71,3.05,2.21,1.98,1.95,1.86,1.89,1.67,1.4,1.43,1.36,1.36,1.37,1.36,1.35,1.02,1.1,0.99,0.98,0.89,0.8,0.82,0.63,0.71,0.64,0.63,0.68,0.49,0.54,0.58,0.41,0.46,0.0,0.52,0.42,0.4,0.34,0.48,0.39,0.3,0.3,0.27,0.34,0.29,0.26,0.3,0.26,0.21,0.27,0.23,0.25,0.23,0.24,0.24,0.22,0.26,0.22,0.21,0.15,0.15,0.13,0.13,0.13,0.13,0.12,0.12,0.11,0.13,0.12,0.11,0.08,0.09,0.11,0.1,0.1,0.09,0.09,0.09,0.08,0.07,0.07,0.05,0.05,0.05,0.58,100.01
10/18/2021,4.69,5.04,4.47,4.49,5.03,4.68,4.62,4.56,4.37,4.1,3.88,2.81,3.03,2.26,2.06,1.89,1.89,1.88,1.67,1.38,1.37,1.34,1.39,1.39,1.35,1.32,1.01,1.11,1.02,0.99,0.89,0.78,0.82,0.63,0.7,0.64,0.64,0.68,0.5,0.53,0.59,0.42,0.45,0.0,0.51,0.42,0.4,0.36,0.5,0.38,0.3,0.3,0.29,0.34,0.28,0.26,0.3,0.25,0.21,0.28,0.24,0.24,0.23,0.23,0.23,0.22,0.25,0.22,0.21,0.15,0.15,0.13,0.13,0.13,0.13,0.13,0.12,0.1,0.12,0.11,0.11,0.08,0.09,0.11,0.1,0.1,0.08,0.09,0.09,0.08,0.07,0.06,0.05,0.05,0.05,0.57,99.99
10/19/2021,4.72,5.07,4.44,4.43,5.02,4.72,4.65,4.52,4.4,4.11,3.86,2.76,3.03,2.25,2.08,1.91,1.9,1.89,1.65,1.39,1.34,1.33,1.39,1.41,1.37,1.34,1.02,1.1,1.01,1.0,0.89,0.78,0.82,0.63,0.69,0.65,0.64,0.67,0.49,0.53,0.59,0.42,0.45,0.0,0.51,0.43,0.4,0.36,0.49,0.38,0.31,0.3,0.29,0.34,0.28,0.26,0.3,0.25,0.2,0.27,0.24,0.24,0.22,0.24,0.24,0.22,0.25,0.22,0.21,0.15,0.15,0.13,0.13,0.13,0.13,0.13,0.12,0.1,0.12,0.11,0.11,0.08,0.09,0.11,0.1,0.1,0.08,0.09,0.09,0.07,0.07,0.06,0.05,0.05,0.05,0.56,99.97
10/20/2021,4.72,5.06,4.37,4.44,5.07,4.74,4.67,4.52,4.43,4.16,3.86,2.75,3.04,2.23,2.08,1.93,1.87,1.89,1.62,1.41,1.34,1.31,1.41,1.41,1.37,1.37,1.01,1.11,1.02,0.98,0.87,0.78,0.82,0.63,0.69,0.65,0.64,0.67,0.49,0.53,0.6,0.43,0.45,0.0,0.51,0.43,0.4,0.36,0.48,0.38,0.31,0.3,0.29,0.33,0.29,0.27,0.3,0.24,0.2,0.27,0.23,0.25,0.22,0.23,0.23,0.22,0.25,0.22,0.2,0.15,0.14,0.13,0.13,0.13,0.13,0.14,0.11,0.1,0.13,0.12,0.11,0.08,0.09,0.11,0.1,0.09,0.08,0.09,0.09,0.07,0.07,0.07,0.05,0.05,0.05,0.56,100.02
10/21/2021,4.72,5.06,4.37,4.44,5.07,4.74,4.67,4.52,4.43,4.16,3.86,2.75,3.04,2.23,2.08,1.93,1.87,1.89,1.62,1.41,1.34,1.31,1.41,1.41,1.37,1.37,1.01,1.11,1.02,0.98,0.87,0.78,0.82,0.63,0.69,0.65,0.64,0.67,0.49,0.53,0.6,0.43,0.45,0.0,0.51,0.43,0.4,0.36,0.48,0.38,0.31,0.3,0.29,0.33,0.29,0.27,0.3,0.24,0.2,0.27,0.23,0.25,0.22,0.23,0.23,0.22,0.25,0.22,0.2,0.15,0.14,0.13,0.13,0.13,0.13,0.14,0.11,0.1,0.13,0.12,0.11,0.08,0.09,0.11,0.1,0.09,0.08,0.09,0.09,0.07,0.07,0.07,0.05,0.05,0.05,0.56,100.02
10/22/2021,4.82,5.02,4.48,4.34,5.05,4.78,4.68,4.57,4.43,4.18,3.83,2.79,3.05,2.25,2.1,1.92,1.87,1.88,1.59,1.39,1.3,1.33,1.41,1.39,1.37,1.37,1.03,1.09,1.01,0.96,0.87,0.78,0.82,0.62,0.67,0.64,0.62,0.67,0.5,0.53,0.6,0.42,0.45,-0.01,0.5,0.44,0.4,0.37,0.47,0.38,0.31,0.3,0.3,0.33,0.29,0.27,0.3,0.24,0.22,0.25,0.22,0.25,0.22,0.23,0.25,0.21,0.25,0.22,0.2,0.14,0.14,0.13,0.13,0.12,0.13,0.13,0.11,0.1,0.12,0.12,0.11,0.08,0.09,0.11,0.1,0.09,0.08,0.09,0.09,0.07,0.07,0.06,0.05,0.05,0.05,0.55,99.99
10/25/2021,4.79,4.96,4.48,4.35,5.09,4.85,4.62,4.59,4.44,4.16,3.86,2.78,3.06,2.23,2.1,1.93,1.88,1.89,1.59,1.39,1.3,1.31,1.39,1.38,1.38,1.39,1.02,1.09,1.01,0.97,0.87,0.78,0.82,0.62,0.67,0.63,0.62,0.67,0.5,0.53,0.6,0.42,0.45,-0.01,0.5,0.44,0.4,0.35,0.46,0.39,0.3,0.3,0.3,0.33,0.3,0.27,0.3,0.24,0.22,0.26,0.22,0.25,0.23,0.23,0.24,0.21,0.25,0.22,0.2,0.14,0.14,0.13,0.12,0.13,0.14,0.13,0.11,0.1,0.12,0.11,0.11,0.08,0.08,0.11,0.1,0.09,0.08,0.09,0.09,0.06,0.07,0.06,0.05,0.05,0.05,0.55,99.95
10/26/2021,4.78,4.91,4.45,4.4,5.09,4.94,4.59,4.61,4.44,4.16,3.82,2.74,3.03,2.26,2.12,1.91,1.92,1.93,1.57,1.38,1.29,1.32,1.41,1.37,1.39,1.4,0.99,1.11,1.0,0.96,0.87,0.83,0.81,0.6,0.66,0.63,0.61,0.67,0.5,0.54,0.6,0.44,0.45,-0.01,0.5,0.43,0.4,0.38,0.45,0.39,0.31,0.29,0.3,0.33,0.3,0.27,0.29,0.24,0.22,0.25,0.22,0.25,0.22,0.23,0.25,0.21,0.24,0.22,0.2,0.14,0.14,0.13,0.12,0.13,0.13,0.14,0.11,0.1,0.12,0.11,0.11,0.08,0.08,0.11,0.09,0.08,0.09,0.09,0.09,0.06,0.07,0.06,0.05,0.05,0.05,0.54,99.95000000000002
10/27/2021,4.78,4.91,4.45,4.4,5.09,4.94,4.59,4.61,4.44,4.16,3.82,2.74,3.03,2.26,2.12,1.91,1.92,1.93,1.57,1.38,1.29,1.32,1.41,1.37,1.39,1.4,0.99,1.11,1.0,0.96,0.87,0.83,0.81,0.6,0.66,0.63,0.61,0.67,0.5,0.54,0.6,0.44,0.45,-0.01,0.5,0.43,0.4,0.38,0.45,0.39,0.31,0.29,0.3,0.33,0.3,0.27,0.29,0.24,0.22,0.25,0.22,0.25,0.22,0.23,0.25,0.21,0.24,0.22,0.2,0.14,0.14,0.13,0.12,0.13,0.13,0.14,0.11,0.1,0.12,0.11,0.11,0.08,0.08,0.11,0.09,0.08,0.09,0.09,0.09,0.06,0.07,0.06,0.05,0.05,0.05,0.54,99.95000000000002
10/28/2021,4.78,4.91,4.45,4.4,5.09,4.94,4.59,4.61,4.44,4.16,3.82,2.74,3.03,2.26,2.12,1.91,1.92,1.93,1.57,1.38,1.29,1.32,1.41,1.37,1.39,1.4,0.99,1.11,1.0,0.96,0.87,0.83,0.81,0.6,0.66,0.63,0.61,0.67,0.5,0.54,0.6,0.44,0.45,-0.01,0.5,0.43,0.4,0.38,0.45,0.39,0.31,0.29,0.3,0.33,0.3,0.27,0.29,0.24,0.22,0.25,0.22,0.25,0.22,0.23,0.25,0.21,0.24,0.22,0.2,0.14,0.14,0.13,0.12,0.13,0.13,0.14,0.11,0.1,0.12,0.11,0.11,0.08,0.08,0.11,0.09,0.08,0.09,0.09,0.09,0.06,0.07,0.06,0.05,0.05,0.05,0.54,99.95000000000002
10/29/2021,4.81,4.72,4.24,4.42,5.14,5.16,4.67,4.7,4.38,4.23,3.83,2.77,3.05,2.26,2.08,1.91,1.93,1.91,1.56,1.4,1.27,1.3,1.42,1.36,1.39,1.41,0.95,1.13,1.0,0.93,0.88,0.84,0.8,0.59,0.66,0.63,0.62,0.67,0.5,0.54,0.58,0.44,0.45,-0.01,0.5,0.43,0.4,0.39,0.44,0.39,0.31,0.3,0.3,0.33,0.29,0.27,0.3,0.24,0.21,0.26,0.22,0.25,0.23,0.23,0.24,0.21,0.25,0.22,0.2,0.14,0.14,0.12,0.12,0.12,0.13,0.15,0.11,0.11,0.12,0.11,0.11,0.08,0.08,0.11,0.09,0.08,0.08,0.09,0.08,0.06,0.07,0.06,0.05,0.05,0.05,0.54,99.98000000000002
11/01/2021,4.81,5.08,4.08,4.42,5.2,5.1,4.7,4.74,4.14,4.21,3.94,2.73,3.05,2.32,2.05,1.91,1.93,1.9,1.57,1.41,1.29,1.33,1.44,1.36,1.39,1.42,0.94,1.12,1.0,0.98,0.87,0.84,0.79,0.59,0.66,0.62,0.63,0.68,0.48,0.54,0.58,0.44,0.42,-0.01,0.5,0.46,0.36,0.39,0.43,0.39,0.31,0.29,0.3,0.33,0.29,0.27,0.29,0.24,0.2,0.24,0.22,0.25,0.22,0.23,0.23,0.19,0.25,0.21,0.2,0.14,0.14,0.12,0.12,0.12,0.12,0.14,0.11,0.1,0.12,0.11,0.11,0.08,0.08,0.11,0.09,0.08,0.08,0.09,0.08,0.06,0.07,0.06,0.05,0.05,0.05,0.54,100.0
11/02/2021,4.75,5.01,4.09,4.43,5.15,5.15,4.67,4.71,4.11,4.19,3.97,2.74,3.03,2.35,2.03,1.99,1.95,1.8,1.55,1.41,1.27,1.31,1.46,1.36,1.38,1.46,1.01,1.13,1.01,0.98,0.88,0.84,0.79,0.59,0.66,0.61,0.62,0.68,0.48,0.54,0.58,0.44,0.42,-0.01,0.5,0.46,0.36,0.4,0.44,0.37,0.32,0.3,0.31,0.32,0.29,0.27,0.29,0.24,0.2,0.24,0.22,0.25,0.22,0.25,0.25,0.19,0.26,0.21,0.2,0.14,0.14,0.12,0.13,0.12,0.12,0.14,0.11,0.1,0.12,0.11,0.11,0.08,0.08,0.12,0.1,0.08,0.08,0.09,0.08,0.06,0.07,0.06,0.05,0.05,0.05,0.54,99.98
11/03/2021,4.79,5.04,4.14,4.47,5.15,5.07,4.66,4.67,4.07,4.18,3.99,2.69,3.09,2.44,2.03,1.99,1.98,1.78,1.51,1.4,1.26,1.33,1.45,1.37,1.39,1.47,1.0,1.13,0.99,0.98,0.88,0.84,0.84,0.59,0.65,0.59,0.61,0.68,0.46,0.54,0.58,0.45,0.42,-0.01,0.5,0.46,0.36,0.41,0.44,0.36,0.32,0.29,0.3,0.32,0.31,0.27,0.31,0.24,0.2,0.23,0.22,0.25,0.22,0.25,0.25,0.19,0.22,0.22,0.2,0.14,0.14,0.11,0.12,0.12,0.12,0.14,0.11,0.1,0.12,0.11,0.11,0.08,0.08,0.12,0.09,0.08,0.08,0.09,0.08,0.06,0.07,0.07,0.05,0.05,0.05,0.53,99.99
11/04/2021,4.79,5.04,4.14,4.47,5.15,5.07,4.66,4.67,4.07,4.18,3.99,2.69,3.09,2.44,2.03,1.99,1.98,1.78,1.51,1.4,1.26,1.33,1.45,1.37,1.39,1.47,1.0,1.13,0.99,0.98,0.88,0.84,0.84,0.59,0.65,0.59,0.61,0.68,0.46,0.54,0.58,0.45,0.42,-0.01,0.5,0.46,0.36,0.41,0.44,0.36,0.32,0.29,0.3,0.32,0.31,0.27,0.31,0.24,0.2,0.23,0.22,0.25,0.22,0.25,0.25,0.19,0.22,0.22,0.2,0.14,0.14,0.11,0.12,0.12,0.12,0.14,0.11,0.1,0.12,0.11,0.11,0.08,0.08,0.12,0.09,0.08,0.08,0.09,0.08,0.06,0.07,0.07,0.05,0.05,0.05,0.53,99.99
11/05/2021,4.68,4.91,4.17,4.45,5.09,5.23,4.66,4.69,4.08,4.16,3.96,2.73,2.99,2.42,2.01,1.98,1.99,1.76,1.5,1.38,1.27,1.34,1.45,1.37,1.37,1.48,1.02,1.14,1.01,1.17,0.86,0.84,0.85,0.59,0.65,0.62,0.62,0.67,0.45,0.55,0.6,0.45,0.43,0.0,0.51,0.46,0.36,0.42,0.44,0.36,0.33,0.3,0.31,0.32,0.31,0.28,0.33,0.24,0.2,0.24,0.22,0.26,0.22,0.24,0.24,0.2,0.21,0.23,0.2,0.13,0.14,0.12,0.12,0.12,0.12,0.14,0.11,0.11,0.11,0.11,0.11,0.08,0.08,0.12,0.1,0.08,0.08,0.09,0.08,0.06,0.07,0.07,0.06,0.05,0.05,0.5,100.08
11/08/2021,4.84,4.91,4.19,4.57,5.1,5.01,4.65,4.78,4.04,4.08,3.92,2.7,2.95,2.42,2.0,1.96,2.0,1.77,1.47,1.36,1.27,1.3,1.51,1.37,1.36,1.49,1.0,1.16,1.04,1.22,0.91,0.83,0.85,0.57,0.64,0.63,0.61,0.67,0.47,0.54,0.63,0.46,0.42,0.0,0.52,0.45,0.36,0.43,0.44,0.35,0.34,0.28,0.3,0.31,0.31,0.28,0.32,0.24,0.19,0.25,0.21,0.26,0.22,0.24,0.25,0.2,0.21,0.22,0.19,0.12,0.16,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.08,0.08,0.13,0.1,0.08,0.08,0.09,0.08,0.06,0.07,0.06,0.06,0.05,0.05,0.45,99.99
11/09/2021,4.84,4.91,4.19,4.57,5.1,5.01,4.65,4.78,4.04,4.08,3.92,2.7,2.95,2.42,2.0,1.96,2.0,1.77,1.47,1.36,1.27,1.3,1.51,1.37,1.36,1.49,1.0,1.16,1.04,1.22,0.91,0.83,0.85,0.57,0.64,0.63,0.61,0.67,0.47,0.54,0.63,0.46,0.42,0.0,0.52,0.45,0.36,0.43,0.44,0.35,0.34,0.28,0.3,0.31,0.31,0.28,0.32,0.24,0.19,0.25,0.21,0.26,0.22,0.24,0.25,0.2,0.21,0.22,0.19,0.12,0.16,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.08,0.08,0.13,0.1,0.08,0.08,0.09,0.08,0.06,0.07,0.06,0.06,0.05,0.05,0.45,99.99
11/10/2021,4.84,4.91,4.19,4.57,5.1,5.01,4.65,4.78,4.04,4.08,3.92,2.7,2.95,2.42,2.0,1.96,2.0,1.77,1.47,1.36,1.27,1.3,1.51,1.37,1.36,1.49,1.0,1.16,1.04,1.22,0.91,0.83,0.85,0.57,0.64,0.63,0.61,0.67,0.47,0.54,0.63,0.46,0.42,0.0,0.52,0.45,0.36,0.43,0.44,0.35,0.34,0.28,0.3,0.31,0.31,0.28,0.32,0.24,0.19,0.25,0.21,0.26,0.22,0.24,0.25,0.2,0.21,0.22,0.19,0.12,0.16,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.08,0.08,0.13,0.1,0.08,0.08,0.09,0.08,0.06,0.07,0.06,0.06,0.05,0.05,0.45,99.99000000000001
