,NVDA,TGT,IT,BIIB,ADBE,ANET,DHR,SEE,UPS,FB,AMT,BLK,LLY,ORCL,GOOGL,COST,AMZN,COF,NTAP,AXP,AKAM,MSFT,PYPL,CRM,ACN,KMI,TMO,UNH,AAPL,AIZ,CHTR,F,PRGO,STX,ALL,HD,PM,HSIC,FDX,SLB,TYL,IPG,BR,PEP,DVA,LOW,PFE,UHS,SPG,RTX,WFC,NKE,MS,LMT,JKHY,FRT,BRK.B,GS,TXN,QRVO,MDLZ,TAP,LDOS,IBM,EMR,EA,CVS,CL,BMY,DISH,MCD,V,UNP,BK,SLG,QCOM,MDT,JNPR,LEG,CSCO,BAC,GILD,COP,DUK,GD,MMM,ABBV,JNJ,PNW,KO,PG,USB,WMT,KHC,GPS,FTI,SBUX,OMC,NFLX,XOM,EXC,HON,AMGN,CF,MRK,NWL,PVH,VZ,MA,UNM,SO,NEE,MET,JPM,GM,DD,XRAY,CMCSA,ABT,WDC,LYV,FLS,GE,DOW,AIG,T,CVX,IPGP,TSLA,RL,NWS,LUMN,BKNG,FFIV,MO,CAT,C,NCLH,BA,WU,XRX,UAA,HPE,DIS,HBI,INTC,WBA,CTXS,FOXA,US Dollar,DISCA,OGN,Morgan Stanley Instl Lqudty Trs Instl,GE.,n/a,688101.SS,688617.SS,MISXX,SUM
08/23/2021,0.66,0.63,0.69,0.67,0.68,0.65,0.7,0.68,0.68,0.66,0.68,0.68,0.68,0.66,0.68,0.7,0.63,0.69,0.65,0.63,0.67,0.69,0.66,0.7,0.69,0.62,0.68,0.68,0.67,0.7,0.69,0.63,0.55,0.66,0.69,0.65,0.68,0.65,0.65,0.64,0.64,0.68,0.67,0.69,0.66,0.71,0.72,0.65,0.66,0.65,0.68,0.65,0.69,0.65,0.68,0.67,0.68,0.69,0.64,0.62,0.69,0.66,0.67,0.65,0.67,0.67,0.69,0.68,0.67,0.68,0.68,0.65,0.69,0.68,0.67,0.63,0.67,0.67,0.65,0.69,0.7,0.69,0.63,0.68,0.67,0.66,0.68,0.69,0.69,0.68,0.68,0.67,0.7,0.67,0.67,0.59,0.65,0.66,0.71,0.62,0.7,0.66,0.66,0.64,0.69,0.64,0.66,0.67,0.65,0.68,0.7,0.72,0.7,0.68,0.62,0.65,0.63,0.68,0.69,0.61,0.66,0.59,0.0,0.66,0.75,0.66,0.63,0.62,0.63,0.61,0.61,0.66,0.67,0.62,0.69,0.67,0.68,0.69,0.63,0.65,0.63,0.63,0.66,0.67,0.67,0.65,0.68,0.68,0.7,0.0,0.66,0.0,0.0,0.65,0.2,0.0,0.0,0.0,100.0
08/24/2021,0.69,0.64,0.68,0.67,0.69,0.65,0.7,0.68,0.67,0.66,0.68,0.69,0.68,0.66,0.68,0.7,0.62,0.69,0.66,0.63,0.67,0.71,0.66,0.7,0.69,0.62,0.68,0.68,0.67,0.7,0.69,0.62,0.57,0.66,0.69,0.66,0.68,0.65,0.64,0.63,0.64,0.68,0.67,0.68,0.66,0.73,0.71,0.65,0.66,0.65,0.68,0.65,0.69,0.65,0.68,0.67,0.68,0.69,0.64,0.62,0.68,0.65,0.67,0.65,0.67,0.67,0.69,0.67,0.67,0.69,0.68,0.65,0.68,0.68,0.66,0.64,0.67,0.67,0.66,0.69,0.7,0.69,0.63,0.67,0.67,0.65,0.68,0.68,0.69,0.67,0.67,0.67,0.7,0.66,0.68,0.6,0.64,0.66,0.71,0.61,0.71,0.66,0.65,0.65,0.69,0.65,0.65,0.67,0.64,0.67,0.71,0.72,0.7,0.67,0.61,0.65,0.62,0.68,0.69,0.61,0.66,0.59,0.0,0.66,0.75,0.66,0.62,0.62,0.63,0.62,0.61,0.69,0.66,0.62,0.69,0.66,0.68,0.7,0.62,0.65,0.63,0.65,0.66,0.68,0.68,0.64,0.69,0.68,0.7,0.0,0.66,0.0,0.0,0.65,0.22,0.0,0.0,0.0,100.02
08/25/2021,0.69,0.64,0.68,0.67,0.69,0.65,0.7,0.68,0.67,0.66,0.68,0.69,0.68,0.66,0.68,0.7,0.62,0.69,0.66,0.63,0.67,0.71,0.66,0.7,0.69,0.62,0.68,0.68,0.67,0.7,0.69,0.62,0.57,0.66,0.69,0.66,0.68,0.65,0.64,0.63,0.64,0.68,0.67,0.68,0.66,0.73,0.71,0.65,0.66,0.65,0.68,0.65,0.69,0.65,0.68,0.67,0.68,0.69,0.64,0.62,0.68,0.65,0.67,0.65,0.67,0.67,0.69,0.67,0.67,0.69,0.68,0.65,0.68,0.68,0.66,0.64,0.67,0.67,0.66,0.69,0.7,0.69,0.63,0.67,0.67,0.65,0.68,0.68,0.69,0.67,0.67,0.67,0.7,0.66,0.68,0.6,0.64,0.66,0.71,0.61,0.71,0.66,0.65,0.65,0.69,0.65,0.65,0.67,0.64,0.67,0.71,0.72,0.7,0.67,0.61,0.65,0.62,0.68,0.69,0.61,0.66,0.59,0.65,0.66,0.75,0.66,0.62,0.62,0.63,0.62,0.61,0.69,0.66,0.62,0.69,0.66,0.68,0.7,0.62,0.65,0.63,0.65,0.66,0.68,0.68,0.64,0.69,0.68,0.7,0.0,0.66,0.0,0.0,0.0,0.22,0.0,0.0,0.0,100.02
08/26/2021,0.72,0.64,0.68,0.68,0.69,0.64,0.69,0.68,0.66,0.67,0.67,0.69,0.66,0.65,0.69,0.69,0.63,0.69,0.65,0.63,0.67,0.7,0.67,0.71,0.69,0.63,0.67,0.66,0.67,0.71,0.69,0.62,0.57,0.67,0.7,0.65,0.67,0.64,0.64,0.65,0.64,0.69,0.65,0.67,0.65,0.71,0.72,0.65,0.66,0.65,0.67,0.65,0.7,0.65,0.67,0.67,0.67,0.7,0.64,0.62,0.67,0.65,0.66,0.64,0.67,0.67,0.68,0.66,0.66,0.69,0.67,0.65,0.68,0.69,0.67,0.64,0.66,0.67,0.66,0.69,0.7,0.69,0.65,0.66,0.67,0.65,0.68,0.67,0.67,0.66,0.67,0.67,0.69,0.65,0.68,0.61,0.64,0.67,0.71,0.63,0.7,0.66,0.65,0.65,0.68,0.65,0.66,0.66,0.65,0.68,0.69,0.7,0.7,0.68,0.6,0.65,0.62,0.68,0.68,0.63,0.69,0.59,0.65,0.67,0.76,0.65,0.64,0.62,0.65,0.62,0.61,0.69,0.68,0.63,0.68,0.67,0.68,0.72,0.64,0.64,0.63,0.65,0.66,0.68,0.69,0.65,0.69,0.67,0.7,0.0,0.66,0.0,0.0,0.0,0.21,0.0,0.0,0.0,100.0
08/27/2021,0.71,0.63,0.67,0.68,0.69,0.65,0.69,0.68,0.66,0.67,0.66,0.69,0.65,0.65,0.69,0.68,0.64,0.69,0.65,0.63,0.66,0.69,0.67,0.7,0.68,0.63,0.67,0.66,0.67,0.7,0.68,0.64,0.56,0.63,0.69,0.65,0.67,0.64,0.64,0.67,0.63,0.68,0.65,0.66,0.65,0.7,0.7,0.65,0.67,0.65,0.68,0.65,0.7,0.65,0.65,0.67,0.67,0.71,0.64,0.62,0.66,0.66,0.66,0.64,0.68,0.67,0.67,0.65,0.66,0.69,0.67,0.65,0.67,0.69,0.67,0.64,0.68,0.67,0.66,0.7,0.71,0.68,0.66,0.65,0.67,0.65,0.68,0.66,0.66,0.66,0.66,0.67,0.68,0.65,0.69,0.63,0.64,0.67,0.71,0.64,0.69,0.66,0.65,0.65,0.67,0.66,0.68,0.65,0.65,0.7,0.68,0.7,0.71,0.68,0.62,0.66,0.62,0.68,0.68,0.61,0.7,0.6,0.67,0.68,0.76,0.65,0.64,0.62,0.65,0.63,0.61,0.7,0.7,0.63,0.68,0.68,0.69,0.75,0.64,0.64,0.64,0.66,0.66,0.68,0.69,0.66,0.68,0.67,0.7,0.0,0.67,0.0,0.0,0.0,0.21,0.0,0.0,0.0,100.04
08/30/2021,0.72,0.63,0.69,0.67,0.69,0.64,0.69,0.69,0.66,0.67,0.66,0.7,0.65,0.65,0.7,0.68,0.64,0.7,0.7,0.65,0.66,0.69,0.66,0.73,0.69,0.62,0.68,0.65,0.66,0.71,0.69,0.63,0.55,0.62,0.69,0.64,0.67,0.63,0.64,0.67,0.64,0.68,0.64,0.66,0.64,0.71,0.69,0.65,0.67,0.65,0.69,0.64,0.71,0.66,0.66,0.68,0.67,0.72,0.64,0.63,0.66,0.64,0.67,0.64,0.68,0.67,0.67,0.65,0.64,0.68,0.67,0.64,0.67,0.7,0.65,0.63,0.68,0.67,0.66,0.7,0.72,0.68,0.66,0.65,0.67,0.65,0.69,0.66,0.65,0.65,0.66,0.68,0.68,0.64,0.63,0.63,0.64,0.66,0.71,0.63,0.69,0.66,0.64,0.65,0.67,0.66,0.65,0.65,0.63,0.7,0.69,0.7,0.71,0.7,0.61,0.66,0.62,0.67,0.68,0.63,0.7,0.6,0.67,0.68,0.75,0.64,0.64,0.62,0.65,0.61,0.62,0.7,0.72,0.63,0.69,0.68,0.69,0.74,0.63,0.64,0.63,0.65,0.68,0.68,0.68,0.65,0.68,0.66,0.7,0.0,0.65,0.0,0.0,0.0,0.21,0.0,0.0,0.0,99.93999999999998
08/31/2021,0.73,0.62,0.69,0.66,0.69,0.64,0.68,0.69,0.66,0.68,0.66,0.71,0.64,0.65,0.7,0.68,0.64,0.71,0.7,0.65,0.65,0.68,0.66,0.72,0.69,0.63,0.66,0.65,0.66,0.71,0.69,0.64,0.54,0.63,0.69,0.64,0.67,0.63,0.63,0.68,0.63,0.68,0.64,0.66,0.64,0.71,0.67,0.66,0.67,0.65,0.7,0.64,0.71,0.65,0.66,0.69,0.67,0.72,0.65,0.64,0.65,0.64,0.67,0.64,0.68,0.67,0.67,0.65,0.63,0.68,0.66,0.64,0.66,0.71,0.65,0.64,0.68,0.67,0.67,0.69,0.72,0.67,0.67,0.65,0.67,0.65,0.68,0.65,0.65,0.65,0.65,0.69,0.67,0.64,0.63,0.65,0.64,0.67,0.71,0.64,0.69,0.66,0.64,0.65,0.66,0.67,0.66,0.65,0.63,0.71,0.68,0.69,0.72,0.7,0.62,0.66,0.63,0.67,0.67,0.63,0.71,0.6,0.68,0.7,0.76,0.64,0.64,0.62,0.65,0.62,0.62,0.68,0.72,0.63,0.69,0.68,0.69,0.76,0.64,0.64,0.63,0.66,0.69,0.68,0.69,0.65,0.68,0.66,0.7,0.0,0.65,0.0,0.0,0.0,0.22,0.0,0.0,0.0,100.04
09/01/2021,0.73,0.62,0.69,0.66,0.69,0.64,0.68,0.69,0.66,0.68,0.66,0.71,0.64,0.65,0.7,0.68,0.64,0.71,0.7,0.65,0.65,0.68,0.66,0.72,0.69,0.63,0.66,0.65,0.66,0.71,0.69,0.64,0.54,0.63,0.69,0.64,0.67,0.63,0.63,0.68,0.63,0.68,0.64,0.66,0.64,0.71,0.67,0.66,0.67,0.65,0.7,0.64,0.71,0.65,0.66,0.69,0.67,0.72,0.65,0.64,0.65,0.64,0.67,0.64,0.68,0.67,0.67,0.65,0.63,0.68,0.66,0.64,0.66,0.71,0.65,0.64,0.68,0.67,0.67,0.69,0.72,0.67,0.67,0.65,0.67,0.65,0.68,0.65,0.65,0.65,0.65,0.69,0.67,0.64,0.63,0.65,0.64,0.67,0.71,0.64,0.69,0.66,0.64,0.65,0.66,0.67,0.66,0.65,0.63,0.71,0.68,0.69,0.72,0.7,0.62,0.66,0.63,0.67,0.67,0.63,0.71,0.6,0.68,0.7,0.76,0.64,0.64,0.62,0.65,0.62,0.62,0.68,0.72,0.63,0.69,0.68,0.69,0.76,0.64,0.64,0.63,0.66,0.69,0.68,0.69,0.65,0.68,0.66,0.7,0.0,0.65,0.0,0.0,0.0,0.22,0.0,0.0,0.0,100.04
09/02/2021,0.74,0.62,0.69,0.67,0.7,0.64,0.7,0.69,0.66,0.69,0.67,0.7,0.65,0.65,0.71,0.69,0.66,0.66,0.71,0.64,0.66,0.69,0.69,0.71,0.69,0.62,0.68,0.65,0.68,0.71,0.7,0.63,0.55,0.64,0.68,0.65,0.68,0.63,0.63,0.67,0.64,0.67,0.65,0.66,0.64,0.7,0.67,0.65,0.68,0.65,0.68,0.64,0.71,0.65,0.66,0.69,0.67,0.71,0.65,0.64,0.66,0.63,0.67,0.64,0.69,0.67,0.68,0.65,0.64,0.69,0.66,0.64,0.66,0.7,0.65,0.64,0.68,0.67,0.66,0.7,0.71,0.68,0.67,0.65,0.67,0.65,0.68,0.65,0.65,0.66,0.65,0.67,0.68,0.64,0.64,0.63,0.64,0.66,0.72,0.63,0.69,0.66,0.64,0.65,0.66,0.66,0.65,0.65,0.63,0.69,0.68,0.7,0.71,0.69,0.61,0.65,0.63,0.68,0.68,0.62,0.71,0.6,0.68,0.68,0.75,0.64,0.64,0.62,0.67,0.61,0.62,0.69,0.72,0.63,0.69,0.67,0.68,0.74,0.63,0.63,0.62,0.66,0.68,0.68,0.67,0.66,0.68,0.66,0.7,0.0,0.64,0.0,0.0,0.0,0.22,0.0,0.0,0.0,100.0
09/03/2021,0.72,0.62,0.69,0.65,0.69,0.64,0.69,0.68,0.67,0.69,0.67,0.7,0.63,0.65,0.71,0.69,0.66,0.67,0.71,0.64,0.66,0.69,0.69,0.71,0.69,0.62,0.67,0.64,0.68,0.71,0.7,0.63,0.56,0.64,0.68,0.64,0.68,0.64,0.63,0.66,0.65,0.68,0.65,0.66,0.64,0.7,0.66,0.65,0.68,0.64,0.64,0.63,0.71,0.65,0.66,0.69,0.67,0.71,0.65,0.63,0.66,0.64,0.67,0.64,0.68,0.68,0.69,0.65,0.64,0.69,0.66,0.63,0.65,0.69,0.65,0.65,0.68,0.66,0.65,0.69,0.71,0.68,0.66,0.65,0.67,0.64,0.68,0.65,0.65,0.66,0.65,0.68,0.68,0.64,0.63,0.63,0.65,0.67,0.72,0.62,0.69,0.66,0.65,0.66,0.66,0.66,0.64,0.65,0.61,0.69,0.68,0.69,0.71,0.69,0.61,0.65,0.63,0.68,0.68,0.63,0.71,0.59,0.68,0.67,0.75,0.64,0.63,0.62,0.67,0.61,0.61,0.7,0.72,0.62,0.7,0.67,0.68,0.75,0.63,0.64,0.62,0.63,0.69,0.69,0.66,0.65,0.71,0.66,0.7,0.0,0.66,0.0,0.0,0.0,0.43,0.0,0.0,0.0,100.02
09/06/2021,0.72,0.61,0.69,0.65,0.69,0.63,0.71,0.69,0.67,0.68,0.69,0.7,0.63,0.65,0.7,0.69,0.66,0.64,0.72,0.63,0.65,0.68,0.68,0.71,0.7,0.62,0.68,0.65,0.68,0.71,0.7,0.63,0.56,0.65,0.67,0.65,0.69,0.67,0.63,0.67,0.65,0.69,0.64,0.66,0.65,0.7,0.67,0.66,0.69,0.64,0.62,0.62,0.71,0.64,0.66,0.7,0.66,0.71,0.64,0.62,0.65,0.63,0.67,0.64,0.68,0.68,0.69,0.65,0.63,0.72,0.67,0.61,0.65,0.68,0.65,0.64,0.68,0.66,0.65,0.7,0.69,0.68,0.67,0.66,0.67,0.64,0.63,0.65,0.66,0.66,0.66,0.66,0.68,0.64,0.61,0.64,0.65,0.68,0.75,0.63,0.7,0.66,0.64,0.66,0.66,0.66,0.73,0.65,0.6,0.69,0.69,0.71,0.7,0.69,0.6,0.64,0.63,0.69,0.69,0.61,0.7,0.59,0.68,0.66,0.76,0.65,0.63,0.63,0.67,0.61,0.62,0.7,0.72,0.62,0.71,0.67,0.68,0.74,0.64,0.64,0.64,0.63,0.68,0.69,0.68,0.65,0.72,0.67,0.7,0.0,0.67,0.0,0.0,0.0,0.24,0.0,0.0,0.0,99.99
09/07/2021,0.74,0.61,0.7,0.64,0.7,0.63,0.71,0.69,0.67,0.68,0.7,0.69,0.64,0.65,0.7,0.7,0.67,0.63,0.73,0.62,0.66,0.69,0.69,0.72,0.7,0.62,0.69,0.65,0.69,0.71,0.69,0.62,0.57,0.66,0.67,0.65,0.7,0.66,0.63,0.66,0.65,0.68,0.64,0.67,0.64,0.71,0.67,0.65,0.68,0.64,0.62,0.62,0.7,0.64,0.66,0.7,0.66,0.71,0.64,0.62,0.65,0.63,0.67,0.64,0.68,0.69,0.7,0.65,0.62,0.72,0.66,0.62,0.64,0.68,0.65,0.64,0.68,0.66,0.64,0.7,0.7,0.68,0.66,0.65,0.67,0.64,0.63,0.66,0.65,0.66,0.66,0.66,0.68,0.63,0.6,0.63,0.65,0.67,0.75,0.63,0.7,0.65,0.65,0.66,0.67,0.67,0.7,0.65,0.6,0.69,0.68,0.71,0.7,0.68,0.6,0.63,0.64,0.7,0.69,0.61,0.7,0.58,0.67,0.66,0.76,0.65,0.64,0.63,0.67,0.6,0.62,0.69,0.72,0.62,0.71,0.67,0.68,0.71,0.63,0.64,0.62,0.63,0.69,0.69,0.67,0.65,0.72,0.66,0.69,0.0,0.65,0.0,0.0,0.0,0.4,0.0,0.0,0.0,100.01
09/08/2021,0.74,0.61,0.7,0.64,0.7,0.63,0.71,0.69,0.67,0.68,0.7,0.69,0.64,0.65,0.7,0.7,0.67,0.63,0.73,0.62,0.66,0.69,0.69,0.72,0.7,0.62,0.69,0.65,0.69,0.71,0.69,0.62,0.57,0.66,0.67,0.65,0.7,0.66,0.63,0.66,0.65,0.68,0.64,0.67,0.64,0.71,0.67,0.65,0.68,0.64,0.62,0.62,0.7,0.64,0.66,0.7,0.66,0.71,0.64,0.62,0.65,0.63,0.67,0.64,0.68,0.69,0.7,0.65,0.62,0.72,0.66,0.62,0.64,0.68,0.65,0.64,0.68,0.66,0.64,0.7,0.7,0.68,0.66,0.65,0.67,0.64,0.63,0.66,0.65,0.66,0.66,0.66,0.68,0.63,0.6,0.63,0.65,0.67,0.75,0.63,0.7,0.65,0.65,0.66,0.67,0.67,0.7,0.65,0.6,0.69,0.68,0.71,0.7,0.68,0.6,0.63,0.64,0.7,0.69,0.61,0.7,0.58,0.67,0.66,0.76,0.65,0.64,0.63,0.67,0.6,0.62,0.69,0.72,0.62,0.71,0.67,0.68,0.71,0.63,0.64,0.62,0.63,0.69,0.69,0.67,0.65,0.72,0.66,0.69,0.0,0.65,0.0,0.0,0.0,0.4,0.0,0.0,0.0,100.01
09/09/2021,0.74,0.61,0.7,0.65,0.7,0.63,0.71,0.69,0.67,0.68,0.7,0.69,0.64,0.65,0.7,0.7,0.67,0.63,0.73,0.62,0.66,0.69,0.69,0.72,0.71,0.62,0.69,0.66,0.69,0.72,0.69,0.62,0.57,0.66,0.67,0.65,0.7,0.66,0.63,0.66,0.65,0.69,0.64,0.67,0.65,0.71,0.67,0.65,0.69,0.64,0.62,0.62,0.71,0.64,0.66,0.7,0.66,0.71,0.65,0.62,0.65,0.63,0.68,0.64,0.68,0.69,0.7,0.65,0.62,0.72,0.67,0.62,0.64,0.68,0.65,0.64,0.68,0.66,0.64,0.7,0.7,0.68,0.67,0.65,0.68,0.64,0.63,0.66,0.65,0.66,0.66,0.66,0.68,0.63,0.6,0.63,0.65,0.67,0.75,0.63,0.7,0.65,0.65,0.66,0.67,0.67,0.7,0.66,0.6,0.69,0.68,0.71,0.7,0.68,0.6,0.63,0.64,0.7,0.69,0.61,0.7,0.58,0.67,0.66,0.76,0.65,0.64,0.63,0.67,0.6,0.62,0.69,0.72,0.62,0.71,0.67,0.68,0.72,0.63,0.64,0.62,0.63,0.69,0.69,0.67,0.65,0.72,0.66,0.69,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.25,100.01000000000002
09/10/2021,0.74,0.61,0.7,0.64,0.7,0.62,0.71,0.68,0.67,0.7,0.7,0.69,0.63,0.65,0.71,0.7,0.68,0.64,0.73,0.62,0.66,0.69,0.71,0.72,0.71,0.62,0.69,0.66,0.7,0.71,0.69,0.63,0.57,0.65,0.67,0.66,0.7,0.67,0.63,0.66,0.65,0.68,0.64,0.66,0.65,0.71,0.68,0.66,0.69,0.64,0.63,0.62,0.71,0.63,0.65,0.7,0.66,0.71,0.65,0.62,0.64,0.62,0.67,0.64,0.68,0.69,0.7,0.65,0.63,0.72,0.66,0.63,0.64,0.67,0.66,0.64,0.69,0.65,0.64,0.7,0.71,0.68,0.67,0.64,0.68,0.62,0.62,0.65,0.64,0.65,0.66,0.66,0.68,0.64,0.6,0.63,0.65,0.67,0.78,0.63,0.7,0.64,0.64,0.67,0.66,0.67,0.69,0.65,0.62,0.69,0.69,0.71,0.7,0.69,0.61,0.63,0.64,0.69,0.69,0.61,0.72,0.57,0.67,0.66,0.76,0.65,0.64,0.64,0.69,0.59,0.61,0.69,0.74,0.63,0.71,0.67,0.68,0.73,0.62,0.64,0.61,0.62,0.67,0.71,0.67,0.66,0.72,0.67,0.7,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.21,100.03
09/13/2021,0.73,0.62,0.71,0.59,0.7,0.63,0.71,0.66,0.65,0.7,0.69,0.69,0.6,0.66,0.71,0.71,0.68,0.63,0.75,0.63,0.67,0.69,0.69,0.71,0.71,0.62,0.7,0.65,0.7,0.72,0.68,0.63,0.61,0.65,0.67,0.67,0.69,0.66,0.62,0.63,0.65,0.69,0.65,0.67,0.64,0.71,0.67,0.64,0.67,0.65,0.63,0.63,0.71,0.64,0.65,0.69,0.66,0.71,0.65,0.61,0.65,0.63,0.69,0.64,0.66,0.68,0.69,0.65,0.61,0.7,0.67,0.63,0.64,0.67,0.65,0.63,0.69,0.65,0.65,0.7,0.71,0.67,0.67,0.66,0.69,0.62,0.62,0.64,0.65,0.66,0.67,0.67,0.68,0.66,0.59,0.61,0.67,0.67,0.77,0.63,0.72,0.64,0.63,0.66,0.65,0.68,0.68,0.65,0.63,0.7,0.7,0.72,0.71,0.69,0.61,0.62,0.65,0.68,0.7,0.59,0.71,0.57,0.67,0.65,0.77,0.65,0.64,0.64,0.7,0.6,0.61,0.72,0.74,0.63,0.72,0.66,0.68,0.73,0.63,0.64,0.6,0.64,0.66,0.72,0.68,0.66,0.72,0.71,0.69,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.23,100.04
09/14/2021,0.74,0.62,0.71,0.59,0.7,0.62,0.72,0.67,0.67,0.7,0.69,0.69,0.6,0.67,0.7,0.71,0.68,0.64,0.76,0.63,0.66,0.69,0.69,0.71,0.72,0.62,0.71,0.64,0.68,0.72,0.69,0.63,0.61,0.62,0.68,0.67,0.7,0.66,0.62,0.64,0.64,0.68,0.65,0.67,0.61,0.71,0.67,0.63,0.66,0.64,0.63,0.63,0.72,0.64,0.65,0.68,0.66,0.71,0.66,0.61,0.65,0.63,0.68,0.64,0.66,0.69,0.68,0.66,0.61,0.69,0.68,0.63,0.63,0.67,0.63,0.64,0.68,0.64,0.64,0.69,0.7,0.68,0.67,0.65,0.69,0.62,0.62,0.64,0.64,0.66,0.67,0.67,0.68,0.65,0.58,0.64,0.67,0.67,0.78,0.63,0.72,0.65,0.62,0.67,0.65,0.66,0.68,0.65,0.63,0.69,0.7,0.72,0.71,0.69,0.62,0.63,0.63,0.68,0.7,0.59,0.72,0.56,0.67,0.66,0.77,0.65,0.64,0.64,0.69,0.6,0.61,0.7,0.74,0.63,0.72,0.66,0.67,0.73,0.62,0.63,0.59,0.64,0.65,0.71,0.68,0.67,0.71,0.71,0.69,0.0,0.62,0.0,0.0,0.0,0.43,0.0,0.0,0.0,100.05
09/15/2021,0.74,0.62,0.71,0.59,0.7,0.62,0.72,0.67,0.67,0.7,0.69,0.69,0.6,0.67,0.7,0.72,0.68,0.64,0.76,0.63,0.66,0.69,0.69,0.71,0.72,0.62,0.71,0.64,0.68,0.72,0.69,0.63,0.61,0.63,0.68,0.67,0.7,0.66,0.62,0.64,0.64,0.68,0.65,0.67,0.61,0.72,0.67,0.63,0.66,0.64,0.64,0.64,0.72,0.64,0.65,0.68,0.66,0.71,0.66,0.62,0.65,0.63,0.68,0.64,0.66,0.69,0.68,0.66,0.61,0.69,0.68,0.63,0.64,0.67,0.63,0.64,0.68,0.64,0.64,0.69,0.7,0.68,0.67,0.65,0.69,0.62,0.62,0.64,0.64,0.66,0.67,0.67,0.68,0.66,0.58,0.64,0.67,0.67,0.78,0.63,0.72,0.65,0.63,0.67,0.65,0.66,0.68,0.65,0.63,0.69,0.7,0.72,0.71,0.69,0.62,0.63,0.64,0.68,0.71,0.59,0.72,0.56,0.67,0.66,0.77,0.65,0.64,0.64,0.69,0.6,0.61,0.7,0.74,0.64,0.72,0.67,0.67,0.73,0.62,0.63,0.59,0.64,0.65,0.71,0.68,0.67,0.71,0.71,0.69,0.0,0.62,0.0,0.0,0.0,0.01,0.0,0.0,0.3,100.06
09/16/2021,0.73,0.62,0.7,0.59,0.68,0.63,0.7,0.66,0.67,0.69,0.69,0.69,0.59,0.66,0.7,0.7,0.67,0.65,0.75,0.63,0.66,0.69,0.68,0.69,0.71,0.62,0.69,0.65,0.67,0.71,0.69,0.64,0.62,0.62,0.68,0.67,0.68,0.66,0.63,0.67,0.63,0.69,0.65,0.67,0.62,0.72,0.65,0.64,0.67,0.64,0.65,0.62,0.72,0.63,0.64,0.7,0.66,0.72,0.67,0.62,0.65,0.64,0.68,0.64,0.65,0.69,0.69,0.66,0.61,0.71,0.68,0.63,0.63,0.67,0.64,0.64,0.67,0.65,0.65,0.69,0.71,0.68,0.69,0.64,0.67,0.62,0.62,0.63,0.64,0.66,0.68,0.68,0.67,0.66,0.59,0.66,0.67,0.67,0.76,0.64,0.72,0.65,0.63,0.68,0.64,0.66,0.69,0.65,0.63,0.7,0.69,0.71,0.71,0.7,0.64,0.63,0.64,0.69,0.69,0.59,0.74,0.56,0.68,0.66,0.77,0.65,0.65,0.64,0.69,0.6,0.61,0.73,0.74,0.63,0.71,0.66,0.68,0.74,0.63,0.65,0.59,0.61,0.65,0.71,0.69,0.68,0.7,0.71,0.69,0.0,0.63,0.0,0.0,0.0,0.3,0.0,0.0,0.0,100.07
09/17/2021,0.74,0.62,0.71,0.59,0.69,0.63,0.71,0.67,0.67,0.7,0.7,0.68,0.59,0.64,0.71,0.71,0.68,0.63,0.76,0.63,0.66,0.7,0.69,0.7,0.72,0.62,0.7,0.65,0.67,0.71,0.67,0.64,0.64,0.62,0.68,0.67,0.69,0.68,0.62,0.67,0.64,0.7,0.65,0.67,0.61,0.72,0.66,0.63,0.67,0.64,0.66,0.62,0.71,0.64,0.64,0.7,0.66,0.71,0.68,0.63,0.65,0.64,0.66,0.64,0.65,0.7,0.69,0.66,0.61,0.68,0.69,0.63,0.62,0.66,0.64,0.64,0.68,0.65,0.64,0.7,0.69,0.68,0.69,0.64,0.67,0.62,0.62,0.63,0.64,0.66,0.68,0.68,0.68,0.66,0.58,0.67,0.67,0.68,0.75,0.64,0.73,0.64,0.63,0.68,0.64,0.66,0.68,0.66,0.63,0.7,0.7,0.72,0.71,0.69,0.64,0.61,0.65,0.64,0.7,0.59,0.74,0.56,0.66,0.65,0.77,0.66,0.64,0.64,0.7,0.6,0.61,0.73,0.75,0.63,0.69,0.66,0.67,0.74,0.63,0.64,0.59,0.6,0.63,0.71,0.68,0.68,0.69,0.72,0.68,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.31,100.04000000000002
