,LIN,SHW,APD,FCX,NEM,ECL,DOW,DD,PPG,IFF,CTVA,NUE,LYB,BLL,VMC,IP,MLM,ALB,CE,AVY,EMN,AMCR,WRK,FMC,PKG,CCK,STLD,MOS,RPM,CF,RS,ATR,CLF,BERY,SMG,SEE,RGLD,AA,LPX,OLN,AXTA,X,SON,VVV,HUN,CC,EXP,ASH,ESI,HL,AVNT,GPK,BCPC,WLK,GRA,ARNC,CMC,SLGN,SXT,FUL,CBT,NGVT,KWR,ATI,NEU,UFS,MTX,OI,SCL,LTHM,TROX,CDE,IOSP,CMP,CRS,WOR,AMRS,KALU,TSE,MP,MTRN,FOE,DNMR,GEF,SCHN,SWM,OEC,KRA,GCP,HCC,USCR,NP,ASIX,CCF,PACK,KOP,CENX,FRTA,MYE,PQG,PTVE,GLT,HWKN,MERC,SXC,MUX,TMST,AVD,CLW,RYAM,VRS,TG,GATO,KRO,VNTR,CHG.BK,RYI,FF,4338.SR,PQGEUR,ECVT,4340.SR,n/a,TR5.,SUM
08/16/2021,12.19,5.61,5.13,4.36,4.09,4.26,3.79,3.36,3.24,2.99,2.66,2.33,2.22,2.13,1.86,1.84,1.77,1.58,1.39,1.41,1.28,1.33,1.13,1.13,1.03,1.11,1.01,0.93,0.93,0.89,0.77,0.74,0.82,0.7,0.65,0.74,0.6,0.55,0.52,0.53,0.52,0.51,0.54,0.47,0.45,0.46,0.46,0.41,0.42,0.32,0.36,0.39,0.34,0.28,0.31,0.3,0.3,0.29,0.3,0.27,0.26,0.27,0.26,0.21,0.23,0.24,0.21,0.21,0.21,0.23,0.2,0.17,0.18,0.16,0.16,0.17,0.2,0.16,0.15,0.18,0.12,0.13,0.14,0.12,0.1,0.1,0.09,0.08,0.08,0.07,0.1,0.07,0.07,0.06,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.02,0.0,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,99.98999999999998
08/17/2021,12.19,5.61,5.13,4.36,4.09,4.26,3.79,3.36,3.24,2.99,2.66,2.33,2.22,2.13,1.86,1.84,1.77,1.58,1.39,1.41,1.28,1.33,1.13,1.13,1.03,1.11,1.01,0.93,0.93,0.89,0.77,0.74,0.82,0.7,0.65,0.74,0.6,0.55,0.52,0.53,0.52,0.51,0.54,0.47,0.45,0.46,0.46,0.41,0.42,0.32,0.36,0.39,0.34,0.28,0.31,0.3,0.3,0.29,0.3,0.27,0.26,0.27,0.26,0.21,0.23,0.24,0.21,0.21,0.21,0.23,0.2,0.17,0.18,0.16,0.16,0.17,0.2,0.16,0.15,0.18,0.12,0.13,0.14,0.12,0.1,0.1,0.09,0.08,0.08,0.07,0.1,0.07,0.07,0.06,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.02,0.0,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,99.98999999999998
08/18/2021,12.19,5.61,5.13,4.36,4.09,4.26,3.79,3.36,3.24,2.99,2.66,2.33,2.22,2.13,1.86,1.84,1.77,1.58,1.39,1.41,1.28,1.33,1.13,1.13,1.03,1.11,1.01,0.93,0.93,0.89,0.77,0.74,0.82,0.7,0.65,0.74,0.6,0.55,0.52,0.53,0.52,0.51,0.54,0.47,0.45,0.46,0.46,0.41,0.42,0.32,0.36,0.39,0.34,0.28,0.31,0.3,0.3,0.29,0.3,0.27,0.26,0.27,0.26,0.21,0.23,0.24,0.21,0.21,0.21,0.23,0.2,0.17,0.18,0.16,0.16,0.17,0.2,0.16,0.15,0.18,0.12,0.13,0.14,0.12,0.1,0.1,0.09,0.08,0.08,0.07,0.1,0.07,0.07,0.06,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.02,0.0,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,99.98999999999998
08/19/2021,12.19,5.61,5.13,4.36,4.09,4.26,3.79,3.36,3.24,2.99,2.66,2.33,2.22,2.13,1.86,1.84,1.77,1.58,1.39,1.41,1.28,1.33,1.13,1.13,1.03,1.11,1.01,0.93,0.93,0.89,0.77,0.74,0.82,0.7,0.65,0.74,0.6,0.55,0.52,0.53,0.52,0.51,0.54,0.47,0.45,0.46,0.46,0.41,0.42,0.32,0.36,0.39,0.34,0.28,0.31,0.3,0.3,0.29,0.3,0.27,0.26,0.27,0.26,0.21,0.23,0.24,0.21,0.21,0.21,0.23,0.2,0.17,0.18,0.16,0.16,0.17,0.2,0.16,0.15,0.18,0.12,0.13,0.14,0.12,0.1,0.1,0.09,0.08,0.08,0.07,0.1,0.07,0.07,0.06,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.02,0.0,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,99.98999999999998
08/20/2021,12.19,5.61,5.13,4.36,4.09,4.26,3.79,3.36,3.24,2.99,2.66,2.33,2.22,2.13,1.86,1.84,1.77,1.58,1.39,1.41,1.28,1.33,1.13,1.13,1.03,1.11,1.01,0.93,0.93,0.89,0.77,0.74,0.82,0.7,0.65,0.74,0.6,0.55,0.52,0.53,0.52,0.51,0.54,0.47,0.45,0.46,0.46,0.41,0.42,0.32,0.36,0.39,0.34,0.28,0.31,0.3,0.3,0.29,0.3,0.27,0.26,0.27,0.26,0.21,0.23,0.24,0.21,0.21,0.21,0.23,0.2,0.17,0.18,0.16,0.16,0.17,0.2,0.16,0.15,0.18,0.12,0.13,0.14,0.12,0.1,0.1,0.09,0.08,0.08,0.07,0.1,0.07,0.07,0.06,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.02,0.0,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,99.98999999999998
08/23/2021,12.19,5.61,5.13,4.36,4.09,4.26,3.79,3.36,3.24,2.99,2.66,2.33,2.22,2.13,1.86,1.84,1.77,1.58,1.39,1.41,1.28,1.33,1.13,1.13,1.03,1.11,1.01,0.93,0.93,0.89,0.77,0.74,0.82,0.7,0.65,0.74,0.6,0.55,0.52,0.53,0.52,0.51,0.54,0.47,0.45,0.46,0.46,0.41,0.42,0.32,0.36,0.39,0.34,0.28,0.31,0.3,0.3,0.29,0.3,0.27,0.26,0.27,0.26,0.21,0.23,0.24,0.21,0.21,0.21,0.23,0.2,0.17,0.18,0.16,0.16,0.17,0.2,0.16,0.15,0.18,0.12,0.13,0.14,0.12,0.1,0.1,0.09,0.08,0.08,0.07,0.1,0.07,0.07,0.06,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.02,0.0,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,99.98999999999998
08/24/2021,12.19,5.61,5.13,4.36,4.09,4.26,3.79,3.36,3.24,2.99,2.66,2.33,2.22,2.13,1.86,1.84,1.77,1.58,1.39,1.41,1.28,1.33,1.13,1.13,1.03,1.11,1.01,0.93,0.93,0.89,0.77,0.74,0.82,0.7,0.65,0.74,0.6,0.55,0.52,0.53,0.52,0.51,0.54,0.47,0.45,0.46,0.46,0.41,0.42,0.32,0.36,0.39,0.34,0.28,0.31,0.3,0.3,0.29,0.3,0.27,0.26,0.27,0.26,0.21,0.23,0.24,0.21,0.21,0.21,0.23,0.2,0.17,0.18,0.16,0.16,0.17,0.2,0.16,0.15,0.18,0.12,0.13,0.14,0.12,0.1,0.1,0.09,0.08,0.08,0.07,0.1,0.07,0.07,0.06,0.07,0.06,0.06,0.06,0.05,0.0,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.02,0.0,0.02,0.02,0.01,0.05,0.0,0.0,0.0,0.0,99.98999999999998
08/25/2021,12.19,5.61,5.13,4.36,4.09,4.26,3.79,3.36,3.24,2.99,2.66,2.33,2.22,2.13,1.86,1.84,1.77,1.58,1.39,1.41,1.28,1.33,1.13,1.13,1.03,1.11,1.01,0.93,0.93,0.89,0.77,0.74,0.82,0.7,0.65,0.74,0.6,0.55,0.52,0.53,0.52,0.51,0.54,0.47,0.45,0.46,0.46,0.41,0.42,0.32,0.36,0.39,0.34,0.28,0.31,0.3,0.3,0.29,0.3,0.27,0.26,0.27,0.26,0.21,0.23,0.24,0.21,0.21,0.21,0.23,0.2,0.17,0.18,0.16,0.16,0.17,0.2,0.16,0.15,0.18,0.12,0.13,0.14,0.12,0.1,0.1,0.09,0.08,0.08,0.07,0.1,0.07,0.07,0.06,0.07,0.06,0.06,0.06,0.05,0.0,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.02,0.0,0.02,0.02,0.01,0.05,0.0,0.0,0.0,0.0,99.98999999999998
08/26/2021,12.19,5.61,5.13,4.36,4.09,4.26,3.79,3.36,3.24,2.99,2.66,2.33,2.22,2.13,1.86,1.84,1.77,1.58,1.39,1.41,1.28,1.33,1.13,1.13,1.03,1.11,1.01,0.93,0.93,0.89,0.77,0.74,0.82,0.7,0.65,0.74,0.6,0.55,0.52,0.53,0.52,0.51,0.54,0.47,0.45,0.46,0.46,0.41,0.42,0.32,0.36,0.39,0.34,0.28,0.31,0.3,0.3,0.29,0.3,0.27,0.26,0.27,0.26,0.21,0.23,0.24,0.21,0.21,0.21,0.23,0.2,0.17,0.18,0.16,0.16,0.17,0.2,0.16,0.15,0.18,0.12,0.13,0.14,0.12,0.1,0.1,0.09,0.08,0.08,0.07,0.1,0.07,0.07,0.06,0.07,0.06,0.06,0.06,0.05,0.0,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.02,0.0,0.02,0.02,0.01,0.05,0.0,0.0,0.0,0.0,99.98999999999998
08/27/2021,12.19,5.61,5.13,4.36,4.09,4.26,3.79,3.36,3.24,2.99,2.66,2.33,2.22,2.13,1.86,1.84,1.77,1.58,1.39,1.41,1.28,1.33,1.13,1.13,1.03,1.11,1.01,0.93,0.93,0.89,0.77,0.74,0.82,0.7,0.65,0.74,0.6,0.55,0.52,0.53,0.52,0.51,0.54,0.47,0.45,0.46,0.46,0.41,0.42,0.32,0.36,0.39,0.34,0.28,0.31,0.3,0.3,0.29,0.3,0.27,0.26,0.27,0.26,0.21,0.23,0.24,0.21,0.21,0.21,0.23,0.2,0.17,0.18,0.16,0.16,0.17,0.2,0.16,0.15,0.18,0.12,0.13,0.14,0.12,0.1,0.1,0.09,0.08,0.08,0.07,0.1,0.07,0.07,0.06,0.07,0.06,0.06,0.06,0.05,0.0,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.02,0.0,0.02,0.02,0.01,0.05,0.0,0.0,0.0,0.0,99.98999999999998
08/30/2021,12.19,5.61,5.13,4.36,4.09,4.26,3.79,3.36,3.24,2.99,2.66,2.33,2.22,2.13,1.86,1.84,1.77,1.58,1.39,1.41,1.28,1.33,1.13,1.13,1.03,1.11,1.01,0.93,0.93,0.89,0.77,0.74,0.82,0.7,0.65,0.74,0.6,0.55,0.52,0.53,0.52,0.51,0.54,0.47,0.45,0.46,0.46,0.41,0.42,0.32,0.36,0.39,0.34,0.28,0.31,0.3,0.3,0.29,0.3,0.27,0.26,0.27,0.26,0.21,0.23,0.24,0.21,0.21,0.21,0.23,0.2,0.17,0.18,0.16,0.16,0.17,0.2,0.16,0.15,0.18,0.12,0.13,0.14,0.12,0.1,0.1,0.09,0.08,0.08,0.07,0.1,0.07,0.07,0.06,0.07,0.06,0.06,0.06,0.05,0.0,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.02,0.0,0.02,0.02,0.01,0.05,0.0,0.0,0.0,0.0,99.98999999999998
08/31/2021,12.19,5.61,5.13,4.36,4.09,4.26,3.79,3.36,3.24,2.99,2.66,2.33,2.22,2.13,1.86,1.84,1.77,1.58,1.39,1.41,1.28,1.33,1.13,1.13,1.03,1.11,1.01,0.93,0.93,0.89,0.77,0.74,0.82,0.7,0.65,0.74,0.6,0.55,0.52,0.53,0.52,0.51,0.54,0.47,0.45,0.46,0.46,0.41,0.42,0.32,0.36,0.39,0.34,0.28,0.31,0.3,0.3,0.29,0.3,0.27,0.26,0.27,0.26,0.21,0.23,0.24,0.21,0.21,0.21,0.23,0.2,0.17,0.18,0.16,0.16,0.17,0.2,0.16,0.15,0.18,0.12,0.13,0.14,0.12,0.1,0.1,0.09,0.08,0.08,0.07,0.1,0.07,0.07,0.06,0.07,0.06,0.06,0.06,0.05,0.0,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.02,0.0,0.02,0.02,0.01,0.05,0.0,0.0,0.0,0.0,99.98999999999998
09/01/2021,12.19,5.61,5.13,4.36,4.09,4.26,3.79,3.36,3.24,2.99,2.66,2.33,2.22,2.13,1.86,1.84,1.77,1.58,1.39,1.41,1.28,1.33,1.13,1.13,1.03,1.11,1.01,0.93,0.93,0.89,0.77,0.74,0.82,0.7,0.65,0.74,0.6,0.55,0.52,0.53,0.52,0.51,0.54,0.47,0.45,0.46,0.46,0.41,0.42,0.32,0.36,0.39,0.34,0.28,0.31,0.3,0.3,0.29,0.3,0.27,0.26,0.27,0.26,0.21,0.23,0.24,0.21,0.21,0.21,0.23,0.2,0.17,0.18,0.16,0.16,0.17,0.2,0.16,0.15,0.18,0.12,0.13,0.14,0.12,0.1,0.1,0.09,0.08,0.08,0.07,0.1,0.07,0.07,0.06,0.07,0.06,0.06,0.06,0.05,0.0,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.02,0.0,0.02,0.02,0.01,0.05,0.0,0.0,0.0,0.0,99.98999999999998
09/02/2021,12.77,5.9,5.11,4.41,3.99,4.5,3.67,3.2,3.07,2.97,2.53,2.49,2.11,2.09,1.89,1.71,1.8,1.91,1.41,1.39,1.22,1.32,1.03,1.1,1.07,1.07,1.08,0.89,0.89,0.8,0.79,0.67,0.94,0.68,0.59,0.7,0.63,0.59,0.47,0.53,0.5,0.55,0.51,0.44,0.44,0.44,0.45,0.39,0.41,0.28,0.35,0.41,0.35,0.25,0.31,0.3,0.31,0.28,0.29,0.27,0.25,0.27,0.27,0.21,0.22,0.24,0.22,0.18,0.2,0.23,0.17,0.15,0.17,0.18,0.15,0.17,0.18,0.15,0.13,0.18,0.12,0.12,0.09,0.12,0.11,0.1,0.09,0.1,0.08,0.08,0.09,0.07,0.07,0.07,0.07,0.05,0.06,0.06,0.05,0.0,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.02,0.0,0.02,0.02,0.02,0.0,0.05,0.0,0.0,0.0,100.02999999999996
09/03/2021,12.77,5.9,5.11,4.41,3.99,4.5,3.67,3.2,3.07,2.97,2.53,2.49,2.11,2.09,1.89,1.71,1.8,1.91,1.41,1.39,1.22,1.32,1.03,1.1,1.07,1.07,1.08,0.89,0.89,0.8,0.79,0.67,0.94,0.68,0.59,0.7,0.63,0.59,0.47,0.53,0.5,0.55,0.51,0.44,0.44,0.44,0.45,0.39,0.41,0.28,0.35,0.41,0.35,0.25,0.31,0.3,0.31,0.28,0.29,0.27,0.25,0.27,0.27,0.21,0.22,0.24,0.22,0.18,0.2,0.23,0.17,0.15,0.17,0.18,0.15,0.17,0.18,0.15,0.13,0.18,0.12,0.12,0.09,0.12,0.11,0.1,0.09,0.1,0.08,0.08,0.09,0.07,0.07,0.07,0.07,0.05,0.06,0.06,0.05,0.0,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.02,0.0,0.02,0.02,0.0,0.0,0.05,0.02,0.0,0.0,100.02999999999996
09/06/2021,12.77,5.9,5.11,4.41,3.99,4.5,3.67,3.2,3.07,2.97,2.53,2.49,2.11,2.09,1.89,1.71,1.8,1.91,1.41,1.39,1.22,1.32,1.03,1.1,1.07,1.07,1.08,0.89,0.89,0.8,0.79,0.67,0.94,0.68,0.59,0.7,0.63,0.59,0.47,0.53,0.5,0.55,0.51,0.44,0.44,0.44,0.45,0.39,0.41,0.28,0.35,0.41,0.35,0.25,0.31,0.3,0.31,0.28,0.29,0.27,0.25,0.27,0.27,0.21,0.22,0.24,0.22,0.18,0.2,0.23,0.17,0.15,0.17,0.18,0.15,0.17,0.18,0.15,0.13,0.18,0.12,0.12,0.09,0.12,0.11,0.1,0.09,0.1,0.08,0.08,0.09,0.07,0.07,0.07,0.07,0.05,0.06,0.06,0.05,0.0,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.02,0.0,0.02,0.02,0.02,0.0,0.05,0.0,0.0,0.0,100.02999999999996
09/07/2021,12.77,5.9,5.11,4.41,3.99,4.5,3.67,3.2,3.07,2.97,2.53,2.49,2.11,2.09,1.89,1.71,1.8,1.91,1.41,1.39,1.22,1.32,1.03,1.1,1.07,1.07,1.08,0.89,0.89,0.8,0.79,0.67,0.94,0.68,0.59,0.7,0.63,0.59,0.47,0.53,0.5,0.55,0.51,0.44,0.44,0.44,0.45,0.39,0.41,0.28,0.35,0.41,0.35,0.25,0.31,0.3,0.31,0.28,0.29,0.27,0.25,0.27,0.27,0.21,0.22,0.24,0.22,0.18,0.2,0.23,0.17,0.15,0.17,0.18,0.15,0.17,0.18,0.15,0.13,0.18,0.12,0.12,0.09,0.12,0.11,0.1,0.09,0.1,0.08,0.08,0.09,0.07,0.07,0.07,0.07,0.05,0.06,0.06,0.05,0.0,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.02,0.0,0.02,0.02,0.0,0.0,0.05,0.0,0.02,0.0,100.02999999999996
09/08/2021,12.77,5.9,5.11,4.41,3.99,4.5,3.67,3.2,3.07,2.97,2.53,2.49,2.11,2.09,1.89,1.71,1.8,1.91,1.41,1.39,1.22,1.32,1.03,1.1,1.07,1.07,1.08,0.89,0.89,0.8,0.79,0.67,0.94,0.68,0.59,0.7,0.63,0.59,0.47,0.53,0.5,0.55,0.51,0.44,0.44,0.44,0.45,0.39,0.41,0.28,0.35,0.41,0.35,0.25,0.31,0.3,0.31,0.28,0.29,0.27,0.25,0.27,0.27,0.21,0.22,0.24,0.22,0.18,0.2,0.23,0.17,0.15,0.17,0.18,0.15,0.17,0.18,0.15,0.13,0.18,0.12,0.12,0.09,0.12,0.11,0.1,0.09,0.1,0.08,0.08,0.09,0.07,0.07,0.07,0.07,0.05,0.06,0.06,0.05,0.0,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.02,0.0,0.02,0.02,0.0,0.0,0.05,0.0,0.02,0.0,100.02999999999996
09/09/2021,12.77,5.9,5.11,4.41,3.99,4.5,3.67,3.2,3.07,2.97,2.53,2.49,2.11,2.09,1.89,1.71,1.8,1.91,1.41,1.39,1.22,1.32,1.03,1.1,1.07,1.07,1.08,0.89,0.89,0.8,0.79,0.67,0.94,0.68,0.59,0.7,0.63,0.59,0.47,0.53,0.5,0.55,0.51,0.44,0.44,0.44,0.45,0.39,0.41,0.28,0.35,0.41,0.35,0.25,0.31,0.3,0.31,0.28,0.29,0.27,0.25,0.27,0.27,0.21,0.22,0.24,0.22,0.18,0.2,0.23,0.17,0.15,0.17,0.18,0.15,0.17,0.18,0.15,0.13,0.18,0.12,0.12,0.09,0.12,0.11,0.1,0.09,0.1,0.08,0.08,0.09,0.07,0.07,0.07,0.07,0.05,0.06,0.06,0.05,0.0,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.02,0.0,0.02,0.02,0.0,0.0,0.05,0.0,0.02,0.0,100.02999999999996
09/10/2021,12.77,5.9,5.11,4.41,3.99,4.5,3.67,3.2,3.07,2.97,2.53,2.49,2.11,2.09,1.89,1.71,1.8,1.91,1.41,1.39,1.22,1.32,1.03,1.1,1.07,1.07,1.08,0.89,0.89,0.8,0.79,0.67,0.94,0.68,0.59,0.7,0.63,0.59,0.47,0.53,0.5,0.55,0.51,0.44,0.44,0.44,0.45,0.39,0.41,0.28,0.35,0.41,0.35,0.25,0.31,0.3,0.31,0.28,0.29,0.27,0.25,0.27,0.27,0.21,0.22,0.24,0.22,0.18,0.2,0.23,0.17,0.15,0.17,0.18,0.15,0.17,0.18,0.15,0.13,0.18,0.12,0.12,0.09,0.12,0.11,0.1,0.09,0.1,0.08,0.08,0.09,0.07,0.07,0.07,0.07,0.05,0.06,0.06,0.05,0.0,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.02,0.0,0.02,0.02,0.0,0.0,0.05,0.0,0.02,0.0,100.02999999999996
09/13/2021,12.77,5.9,5.11,4.41,3.99,4.5,3.67,3.2,3.07,2.97,2.53,2.49,2.11,2.09,1.89,1.71,1.8,1.91,1.41,1.39,1.22,1.32,1.03,1.1,1.07,1.07,1.08,0.89,0.89,0.8,0.79,0.67,0.94,0.68,0.59,0.7,0.63,0.59,0.47,0.53,0.5,0.55,0.51,0.44,0.44,0.44,0.45,0.39,0.41,0.28,0.35,0.41,0.35,0.25,0.31,0.3,0.31,0.28,0.29,0.27,0.25,0.27,0.27,0.21,0.22,0.24,0.22,0.18,0.2,0.23,0.17,0.15,0.17,0.18,0.15,0.17,0.18,0.15,0.13,0.18,0.12,0.12,0.09,0.12,0.11,0.1,0.09,0.1,0.08,0.08,0.09,0.07,0.07,0.07,0.07,0.05,0.06,0.06,0.05,0.0,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.02,0.0,0.02,0.02,0.0,0.0,0.05,0.0,0.02,0.0,100.02999999999996
09/14/2021,12.77,5.9,5.11,4.41,3.99,4.5,3.67,3.2,3.07,2.97,2.53,2.49,2.11,2.09,1.89,1.71,1.8,1.91,1.41,1.39,1.22,1.32,1.03,1.1,1.07,1.07,1.08,0.89,0.89,0.8,0.79,0.67,0.94,0.68,0.59,0.7,0.63,0.59,0.47,0.53,0.5,0.55,0.51,0.44,0.44,0.44,0.45,0.39,0.41,0.28,0.35,0.41,0.35,0.25,0.31,0.3,0.31,0.28,0.29,0.27,0.25,0.27,0.27,0.21,0.22,0.24,0.22,0.18,0.2,0.23,0.17,0.15,0.17,0.18,0.15,0.17,0.18,0.15,0.13,0.18,0.12,0.12,0.09,0.12,0.11,0.1,0.09,0.1,0.08,0.08,0.09,0.07,0.07,0.07,0.07,0.05,0.06,0.06,0.05,0.0,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.02,0.0,0.02,0.02,0.0,0.0,0.05,0.0,0.02,0.0,100.02999999999996
09/15/2021,12.77,5.9,5.11,4.41,3.99,4.5,3.67,3.2,3.07,2.97,2.53,2.49,2.11,2.09,1.89,1.71,1.8,1.91,1.41,1.39,1.22,1.32,1.03,1.1,1.07,1.07,1.08,0.89,0.89,0.8,0.79,0.67,0.94,0.68,0.59,0.7,0.63,0.59,0.47,0.53,0.5,0.55,0.51,0.44,0.44,0.44,0.45,0.39,0.41,0.28,0.35,0.41,0.35,0.25,0.31,0.3,0.31,0.28,0.29,0.27,0.25,0.27,0.27,0.21,0.22,0.24,0.22,0.18,0.2,0.23,0.17,0.15,0.17,0.18,0.15,0.17,0.18,0.15,0.13,0.18,0.12,0.12,0.09,0.12,0.11,0.1,0.09,0.1,0.08,0.08,0.09,0.07,0.07,0.07,0.07,0.05,0.06,0.06,0.05,0.0,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.02,0.0,0.02,0.02,0.0,0.0,0.05,0.0,0.02,0.0,100.02999999999996
09/16/2021,12.77,5.9,5.11,4.41,3.99,4.5,3.67,3.2,3.07,2.97,2.53,2.49,2.11,2.09,1.89,1.71,1.8,1.91,1.41,1.39,1.22,1.32,1.03,1.1,1.07,1.07,1.08,0.89,0.89,0.8,0.79,0.67,0.94,0.68,0.59,0.7,0.63,0.59,0.47,0.53,0.5,0.55,0.51,0.44,0.44,0.44,0.45,0.39,0.41,0.28,0.35,0.41,0.35,0.25,0.31,0.3,0.31,0.28,0.29,0.27,0.25,0.27,0.27,0.21,0.22,0.24,0.22,0.18,0.2,0.23,0.17,0.15,0.17,0.18,0.15,0.17,0.18,0.15,0.13,0.18,0.12,0.12,0.09,0.12,0.11,0.1,0.09,0.1,0.08,0.08,0.09,0.07,0.07,0.07,0.07,0.05,0.06,0.06,0.05,0.0,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.02,0.0,0.02,0.02,0.0,0.0,0.05,0.0,0.02,0.0,100.02999999999996
09/17/2021,12.77,5.9,5.11,4.41,3.99,4.5,3.67,3.2,3.07,2.97,2.53,2.49,2.11,2.09,1.89,1.71,1.8,1.91,1.41,1.39,1.22,1.32,1.03,1.1,1.07,1.07,1.08,0.89,0.89,0.8,0.79,0.67,0.94,0.68,0.59,0.7,0.63,0.59,0.47,0.53,0.5,0.55,0.51,0.44,0.44,0.44,0.45,0.39,0.41,0.28,0.35,0.41,0.35,0.25,0.31,0.3,0.31,0.28,0.29,0.27,0.25,0.27,0.27,0.21,0.22,0.24,0.22,0.18,0.2,0.23,0.17,0.15,0.17,0.18,0.15,0.17,0.18,0.15,0.13,0.18,0.12,0.12,0.09,0.12,0.11,0.1,0.09,0.1,0.08,0.08,0.09,0.07,0.07,0.07,0.07,0.05,0.06,0.06,0.05,0.0,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.02,0.0,0.02,0.02,0.0,0.0,0.05,0.0,0.02,0.0,100.02999999999996
09/20/2021,12.79,6.03,4.66,4.17,3.63,4.53,3.67,3.08,2.96,2.95,2.53,2.75,2.1,2.46,1.93,1.75,1.86,2.16,1.4,1.46,1.21,1.55,1.08,0.94,1.12,1.16,1.11,0.91,0.83,0.76,0.75,0.69,0.87,0.71,0.51,0.73,0.57,0.65,0.51,0.56,0.5,0.45,0.51,0.43,0.43,0.43,0.49,0.41,0.4,0.26,0.37,0.46,0.36,0.26,0.31,0.28,0.31,0.29,0.29,0.28,0.24,0.25,0.27,0.18,0.24,0.22,0.21,0.19,0.2,0.28,0.19,0.14,0.18,0.18,0.13,0.16,0.19,0.16,0.13,0.16,0.12,0.12,0.1,0.12,0.1,0.09,0.08,0.11,0.08,0.09,0.0,0.07,0.08,0.07,0.09,0.05,0.05,0.05,0.06,0.0,0.05,0.06,0.06,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.02,0.02,0.0,0.03,0.02,0.0,0.0,0.04,0.0,0.01,0.0,100.01999999999998
